
[00:00:00.000 --> 00:00:02.320]  台灣有一個女歌手
[00:00:02.320 --> 00:00:04.320]  台語的歌手
[00:00:04.320 --> 00:00:06.320]  叫做黃思婷
[00:00:06.320 --> 00:00:08.320]  她唱過一首這樣的詩歌
[00:00:08.320 --> 00:00:10.320]  sorry她唱過一首歌
[00:00:10.320 --> 00:00:12.320]  歌名叫做
[00:00:12.320 --> 00:00:14.320]  等候的心
[00:00:14.320 --> 00:00:16.320]  應該是一首情歌
[00:00:16.320 --> 00:00:21.360]  去等待一個人回來的心情
[00:00:21.360 --> 00:00:23.360]  在那首歌詞裏面
[00:00:23.360 --> 00:00:25.360]  是這樣的
[00:00:25.360 --> 00:00:27.360]  她說夜夜等你
[00:00:27.360 --> 00:00:29.360]  等到我心痛
[00:00:29.360 --> 00:00:31.360]  等待的心
[00:00:31.360 --> 00:00:33.360]  仗刀在磨
[00:00:33.360 --> 00:00:35.360]  等待的人
[00:00:35.360 --> 00:00:37.360]  是尚孤獨
[00:00:37.360 --> 00:00:39.360]  要去等一個人回來
[00:00:39.360 --> 00:00:41.360]  要去等一些事情的發生
[00:00:41.360 --> 00:00:43.360]  是很不容易
[00:00:43.360 --> 00:00:45.360]  特別是我們今時今日
[00:00:45.360 --> 00:00:47.360]  一個這麼快的節奏
[00:00:47.360 --> 00:00:59.360]  的一個社會當中
[00:00:59.360 --> 00:01:01.360]  叫我們要先等一下
[00:01:01.360 --> 00:01:03.360]  是很難的
[00:01:03.360 --> 00:01:05.360]  但是
[00:01:05.360 --> 00:01:07.360]  在聖經基督教的信仰裏面
[00:01:07.360 --> 00:01:09.360]  等待
[00:01:09.360 --> 00:01:11.360]  是一個
[00:01:11.360 --> 00:01:13.360]  我們在靈性上
[00:01:13.360 --> 00:01:17.360]  一個很重要的操練
[00:01:17.360 --> 00:01:19.360]  馬可福音第十三章
[00:01:19.360 --> 00:01:23.360]  耶穌在這一段經文裏面
[00:01:23.360 --> 00:01:25.360]  用了兩個比喻
[00:01:25.360 --> 00:01:27.360]  來提醒我們
[00:01:27.360 --> 00:01:29.360]  等待的心
[00:01:29.360 --> 00:01:33.360]  應該有的那兩個態度
[00:01:33.360 --> 00:01:35.360]  第一個
[00:01:35.360 --> 00:01:37.360]  就是要相信
[00:01:37.360 --> 00:01:43.360]  第一個就是要相信
[00:01:43.360 --> 00:01:45.360]  第二個
[00:01:45.360 --> 00:01:47.360]  是要警醒
[00:01:47.360 --> 00:01:51.360]  等待的心有兩個態度
[00:01:51.360 --> 00:01:53.360]  第一個要相信
[00:01:53.360 --> 00:01:55.360]  第二個
[00:01:55.360 --> 00:01:57.360]  要警醒
[00:01:57.360 --> 00:01:59.360]  他分別用了兩個比喻
[00:01:59.360 --> 00:02:03.360]  一個就是無花果樹的比喻
[00:02:03.360 --> 00:02:07.360]  一個就是家主離開了
[00:02:07.360 --> 00:02:13.360]  叫那個僕人去等待的比喻
[00:02:13.360 --> 00:02:15.360]  我們先去看一下
[00:02:15.360 --> 00:02:19.360]  無花果樹的比喻
[00:02:19.360 --> 00:02:21.360]  第一個等待的心的態度
[00:02:21.360 --> 00:02:23.360]  就是我們要相信
[00:02:23.360 --> 00:02:25.360]  你們要相信
[00:02:25.360 --> 00:02:27.360]  在第28節
[00:02:27.360 --> 00:02:29.360]  他說你們可以從無花果樹
[00:02:29.360 --> 00:02:31.360]  學一個比方
[00:02:31.360 --> 00:02:33.360]  就是當樹枝發亂長葉的時候
[00:02:33.360 --> 00:02:37.360]  你們就知道夏天近了
[00:02:37.360 --> 00:02:39.360]  這樣你們何時看見
[00:02:39.360 --> 00:02:41.360]  這些事成就也該知道
[00:02:41.360 --> 00:02:43.360]  人子近了
[00:02:43.360 --> 00:02:45.360]  正在門口
[00:02:45.360 --> 00:02:47.360]  我實在告訴你們
[00:02:47.360 --> 00:02:49.360]  這世代還沒有過去
[00:02:49.360 --> 00:02:51.360]  這些事都要成就
[00:02:51.360 --> 00:02:53.360]  天地要廢去
[00:02:53.360 --> 00:02:55.360]  我的話卻不能廢去
[00:02:55.360 --> 00:02:57.360]  其實這段經文
[00:02:57.360 --> 00:02:59.360]  是一段難解經文
[00:02:59.360 --> 00:03:01.360]  因為
[00:03:01.360 --> 00:03:03.360]  到底
[00:03:03.360 --> 00:03:05.360]  無花果樹
[00:03:05.360 --> 00:03:07.360]  我們見到耶穌說
[00:03:07.360 --> 00:03:09.360]  無花果樹的亂葉
[00:03:09.360 --> 00:03:11.360]  是有亂葉的時候
[00:03:11.360 --> 00:03:13.360]  就代表
[00:03:13.360 --> 00:03:15.360]  近了
[00:03:15.360 --> 00:03:17.360]  就代表有些事情要發生
[00:03:17.360 --> 00:03:19.360]  那個難解就是
[00:03:19.360 --> 00:03:21.360]  到底什麼事要發生呢
[00:03:21.360 --> 00:03:25.360]  我們如果什麼都不去想的時候呢
[00:03:25.360 --> 00:03:27.360]  這個經文裏面
[00:03:27.360 --> 00:03:29.360]  有些句子說人子近了
[00:03:29.360 --> 00:03:33.360]  我們直接的聯想就是
[00:03:33.360 --> 00:03:35.360]  直接的聯想就是
[00:03:35.360 --> 00:03:39.360]  耶穌回來的日子近了
[00:03:39.360 --> 00:03:41.360]  不過呢
[00:03:41.360 --> 00:03:43.360]  在經文裏面
[00:03:43.360 --> 00:03:45.360]  並不是這樣的意思
[00:03:45.360 --> 00:03:47.360]  並不是這樣的意思
[00:03:47.360 --> 00:03:49.360]  就是當我們見到
[00:03:49.360 --> 00:03:51.360]  有無花果樹
[00:03:51.360 --> 00:03:53.360]  樹枝發亂的時候
[00:03:53.360 --> 00:03:55.360]  是代表夏天
[00:03:55.360 --> 00:03:57.360]  夏天已經快到了
[00:03:57.360 --> 00:03:59.360]  有些事情快要到了
[00:03:59.360 --> 00:04:01.360]  到底耶穌說了
[00:04:01.360 --> 00:04:05.360]  無花果樹的樹葉的發亂
[00:04:05.360 --> 00:04:07.360]  長葉
[00:04:07.360 --> 00:04:11.360]  是代表什麼事情的成就呢
[00:04:11.360 --> 00:04:15.360]  我們需要花一點時間去看
[00:04:15.360 --> 00:04:17.360]  在馬克宏第十一章
[00:04:17.360 --> 00:04:19.360]  都有說過
[00:04:19.360 --> 00:04:21.360]  用無花果樹來做一個比喻
[00:04:21.360 --> 00:04:23.360]  就是耶穌就在無花果樹
[00:04:23.360 --> 00:04:25.360]  就在無花果樹
[00:04:25.360 --> 00:04:29.360]  在那章裏面
[00:04:29.360 --> 00:04:31.360]  耶穌就在無花果樹
[00:04:31.360 --> 00:04:33.360]  是指出
[00:04:33.360 --> 00:04:35.360]  那個無花果樹
[00:04:35.360 --> 00:04:37.360]  就是代表當時的聖殿
[00:04:37.360 --> 00:04:39.360]  那個腐敗的制度
[00:04:39.360 --> 00:04:45.360]  你竟然是沒有果子可以結
[00:04:45.360 --> 00:04:47.360]  你以後都不用結了
[00:04:47.360 --> 00:04:51.360]  我們不花太多的時間去看
[00:04:51.360 --> 00:04:53.360]  馬克宏第十一章
[00:04:53.360 --> 00:04:55.360]  但是十一章
[00:04:55.360 --> 00:04:57.360]  耶穌就在無花果樹
[00:04:57.360 --> 00:04:59.360]  那個無花果樹是象徵
[00:04:59.360 --> 00:05:01.360]  腐敗的聖殿的制度
[00:05:01.360 --> 00:05:03.360]  和去依附這個
[00:05:03.360 --> 00:05:07.360]  腐敗制度的聖殿裏面的領袖
[00:05:07.360 --> 00:05:09.360]  所以耶穌說
[00:05:09.360 --> 00:05:13.360]  以後沒有人吃你的果子
[00:05:13.360 --> 00:05:15.360]  象徵著聖殿的沒用
[00:05:15.360 --> 00:05:17.360]  聖殿的被毀
[00:05:19.360 --> 00:05:23.360]  去到馬克福音第十三章
[00:05:23.360 --> 00:05:25.360]  一開始的時候
[00:05:25.360 --> 00:05:29.360]  你可能沒有聖經
[00:05:29.360 --> 00:05:31.360]  你聽我讀就可以了
[00:05:31.360 --> 00:05:33.360]  十三章即同一段的聖經
[00:05:33.360 --> 00:05:35.360]  就是有講無花果樹的時候
[00:05:35.360 --> 00:05:37.360]  第一節他說
[00:05:37.360 --> 00:05:39.360]  耶穌從聖殿裏出來的時候
[00:05:39.360 --> 00:05:41.360]  有一個門徒對他說
[00:05:41.360 --> 00:05:43.360]  夫子請看
[00:05:43.360 --> 00:05:45.360]  這是何等的石頭
[00:05:45.360 --> 00:05:47.360]  何等的電雨
[00:05:47.360 --> 00:05:49.360]  很偉大很堅固
[00:05:49.360 --> 00:05:51.360]  第二節耶穌對他說
[00:05:51.360 --> 00:05:53.360]  你看見這大電雨嗎
[00:05:53.360 --> 00:05:55.360]  將來在這裏
[00:05:55.360 --> 00:05:57.360]  沒有一塊石頭
[00:05:57.360 --> 00:05:59.360]  留在石頭上不被拆毀了
[00:05:59.360 --> 00:06:03.360]  又是再一次講聖殿的被拆毀
[00:06:03.360 --> 00:06:05.360]  然後第三節
[00:06:05.360 --> 00:06:07.360]  耶穌在橄欖山上
[00:06:07.360 --> 00:06:09.360]  對聖殿而坐
[00:06:09.360 --> 00:06:11.360]  彼得瓦國約翰和安德烈
[00:06:11.360 --> 00:06:13.360]  就是幾個門徒
[00:06:13.360 --> 00:06:15.360]  暗暗的靜靜的去問耶穌
[00:06:15.360 --> 00:06:17.360]  他說請告訴我
[00:06:17.360 --> 00:06:19.360]  什麼時候
[00:06:19.360 --> 00:06:21.360]  這些事呢
[00:06:21.360 --> 00:06:23.360]  什麼時候
[00:06:23.360 --> 00:06:25.360]  有這些事呢
[00:06:25.360 --> 00:06:27.360]  幾時
[00:06:27.360 --> 00:06:29.360]  聖殿是被
[00:06:29.360 --> 00:06:31.360]  拆毀了呢
[00:06:31.360 --> 00:06:33.360]  什麼時候呢
[00:06:33.360 --> 00:06:35.360]  這一切事將要成就的時候
[00:06:35.360 --> 00:06:37.360]  有什麼預兆呢
[00:06:37.360 --> 00:06:41.360]  門徒
[00:06:41.360 --> 00:06:43.360]  靜靜的問耶穌
[00:06:43.360 --> 00:06:45.360]  在問這件事
[00:06:45.360 --> 00:06:47.360]  然後第五節開始
[00:06:47.360 --> 00:06:49.360]  耶穌說
[00:06:49.360 --> 00:06:51.360]  他在回應門徒的這番說話
[00:06:51.360 --> 00:06:53.360]  去到第二十四節
[00:06:53.360 --> 00:06:55.360]  二十八節
[00:06:55.360 --> 00:06:57.360]  耶穌就說
[00:06:57.360 --> 00:06:59.360]  你們見到無花果樹的
[00:06:59.360 --> 00:07:01.360]  樹的長葉的時候
[00:07:01.360 --> 00:07:03.360]  就知道夏天近了
[00:07:03.360 --> 00:07:05.360]  當你知道有這個事情要發生的時候
[00:07:05.360 --> 00:07:07.360]  就會到了
[00:07:07.360 --> 00:07:11.360]  所以
[00:07:11.360 --> 00:07:13.360]  有很多
[00:07:13.360 --> 00:07:15.360]  聖經的學者告訴我們
[00:07:15.360 --> 00:07:17.360]  在這裡
[00:07:17.360 --> 00:07:19.360]  是在說
[00:07:19.360 --> 00:07:21.360]  耶穌在預言
[00:07:21.360 --> 00:07:23.360]  聖殿快要被摧毀了
[00:07:23.360 --> 00:07:25.360]  耶穌說這番說話的時候
[00:07:25.360 --> 00:07:27.360]  大概是在主後的
[00:07:27.360 --> 00:07:29.360]  三十年左右
[00:07:29.360 --> 00:07:33.360]  還有一個聖經
[00:07:33.360 --> 00:07:35.360]  在第三十節
[00:07:35.360 --> 00:07:37.360]  在剛剛這裡沒有
[00:07:37.360 --> 00:07:39.360]  我實在告訴你們
[00:07:39.360 --> 00:07:41.360]  這世代
[00:07:41.360 --> 00:07:43.360]  還沒有過去
[00:07:43.360 --> 00:07:45.360]  這些事都要成就
[00:07:45.360 --> 00:07:51.360]  這個世代還沒有過去
[00:07:51.360 --> 00:07:53.360]  這些事
[00:07:53.360 --> 00:07:55.360]  要成就
[00:07:55.360 --> 00:07:57.360]  如果這個是比喻
[00:07:57.360 --> 00:07:59.360]  耶穌基督第二次的再來的話
[00:07:59.360 --> 00:08:01.360]  耶穌所說的話
[00:08:01.360 --> 00:08:03.360]  就不對了
[00:08:03.360 --> 00:08:05.360]  我不知道你們跟不跟我的進度
[00:08:09.360 --> 00:08:11.360]  耶穌說
[00:08:11.360 --> 00:08:13.360]  這些事是要成就
[00:08:13.360 --> 00:08:15.360]  這一代的人
[00:08:15.360 --> 00:08:17.360]  要見到這些事的成就
[00:08:17.360 --> 00:08:19.360]  所以
[00:08:19.360 --> 00:08:21.360]  有
[00:08:21.360 --> 00:08:23.360]  大部分的
[00:08:23.360 --> 00:08:25.360]  解釋聖經的人告訴我們
[00:08:25.360 --> 00:08:27.360]  耶穌在這裡是在說
[00:08:27.360 --> 00:08:29.360]  無花果樹的比喻是在說
[00:08:29.360 --> 00:08:31.360]  聖殿將要被拆毀
[00:08:31.360 --> 00:08:33.360]  雖然中間
[00:08:33.360 --> 00:08:35.360]  有夾雜了
[00:08:35.360 --> 00:08:37.360]  有人子近了
[00:08:37.360 --> 00:08:39.360]  但是後面要交代的訊息
[00:08:39.360 --> 00:08:41.360]  二十四節
[00:08:41.360 --> 00:08:43.360]  至到三十節
[00:08:43.360 --> 00:08:45.360]  是一個啟示的文學
[00:08:45.360 --> 00:08:47.360]  啟示的文學
[00:08:47.360 --> 00:08:49.360]  裡面有些連接詞
[00:08:49.360 --> 00:08:51.360]  不是要跟著那個時序
[00:08:51.360 --> 00:08:53.360]  來出現
[00:08:53.360 --> 00:08:55.360]  但是要告訴我們
[00:08:55.360 --> 00:08:57.360]  這是有些特別的事情將要發生
[00:08:57.360 --> 00:08:59.360]  不要想太複雜
[00:08:59.360 --> 00:09:05.360]  在公元後
[00:09:05.360 --> 00:09:07.360]  大概六十幾年的時候
[00:09:07.360 --> 00:09:09.360]  耶路撒冷
[00:09:09.360 --> 00:09:11.360]  有一班猶太人起義
[00:09:11.360 --> 00:09:15.360]  起義成功
[00:09:15.360 --> 00:09:17.360]  佔據了整個耶路撒冷
[00:09:17.360 --> 00:09:21.360]  大概是公元後
[00:09:21.360 --> 00:09:23.360]  六十六年的時間
[00:09:23.360 --> 00:09:25.360]  羅馬的軍隊
[00:09:25.360 --> 00:09:27.360]  就差派精銳的部隊
[00:09:27.360 --> 00:09:29.360]  去到巴勒斯坦
[00:09:29.360 --> 00:09:33.360]  來修復這個失地
[00:09:35.360 --> 00:09:37.360]  經過了四年的時間
[00:09:37.360 --> 00:09:39.360]  終於
[00:09:39.360 --> 00:09:41.360]  逐個的據點攻陷了
[00:09:41.360 --> 00:09:43.360]  去到
[00:09:43.360 --> 00:09:45.360]  主後的七十年
[00:09:45.360 --> 00:09:47.360]  由Titus
[00:09:47.360 --> 00:09:49.360]  這個將軍
[00:09:49.360 --> 00:09:51.360]  帶領之下
[00:09:51.360 --> 00:09:53.360]  就將耶路撒冷
[00:09:53.360 --> 00:09:55.360]  修復了
[00:09:55.360 --> 00:09:57.360]  然後將聖殿
[00:09:57.360 --> 00:09:59.360]  移為平地
[00:09:59.360 --> 00:10:01.360]  用大火去燒了
[00:10:01.360 --> 00:10:03.360]  這個聖殿
[00:10:03.360 --> 00:10:05.360]  只剩下靠著
[00:10:05.360 --> 00:10:07.360]  西面的那一幢牆
[00:10:07.360 --> 00:10:09.360]  仍然
[00:10:09.360 --> 00:10:11.360]  存留了
[00:10:11.360 --> 00:10:13.360]  所以如果你說
