
[00:00:00.000 --> 00:00:07.000]  三母乳是一個很敬虔的人
[00:00:07.000 --> 00:00:12.000]  這可能跟他的母親也有關係
[00:00:12.000 --> 00:00:19.000]  三母乳的母親本來想要生子女
[00:00:19.000 --> 00:00:26.000]  但是因為不育
[00:00:26.000 --> 00:00:33.000]  很多年都因為沒有兒女被人羞辱
[00:00:33.000 --> 00:00:41.000]  因為在以色列人的觀念裡
[00:00:41.000 --> 00:00:44.000]  如果你的婦女沒有兒女的話
[00:00:44.000 --> 00:00:46.000]  她覺得這是一種恥辱
[00:00:46.000 --> 00:00:53.000]  我們中國人也是
[00:00:53.000 --> 00:00:55.000]  我們都希望生一男半女
[00:00:55.000 --> 00:00:56.000]  我們中國人也是這樣
[00:00:56.000 --> 00:00:58.000]  總是希望有一男半女的
[00:00:58.000 --> 00:00:59.000]  有些更極端
[00:00:59.000 --> 00:01:01.000]  如果生女兒不算數
[00:01:01.000 --> 00:01:02.000]  生男兒才算數
[00:01:02.000 --> 00:01:06.000]  有些還極端到生女兒不算數
[00:01:06.000 --> 00:01:08.000]  生兒子才算數
[00:01:08.000 --> 00:01:11.000]  我們中國人有些歧視女性
[00:01:11.000 --> 00:01:14.000]  我們中國生活就是有一點歧視女性
[00:01:14.000 --> 00:01:16.000]  比如客家人就是
[00:01:16.000 --> 00:01:18.000]  比如喬州人就是
[00:01:18.000 --> 00:01:19.000]  喬州人也是
[00:01:19.000 --> 00:01:20.000]  也是重男輕女
[00:01:20.000 --> 00:01:22.000]  都是重男輕女
[00:01:22.000 --> 00:01:24.000]  生個女兒不高興
[00:01:24.000 --> 00:01:26.000]  生個女兒不高興
[00:01:26.000 --> 00:01:28.000]  所以有時候生個男兒
[00:01:28.000 --> 00:01:29.000]  她說天釘
[00:01:29.000 --> 00:01:31.000]  要掛一盞燈
[00:01:31.000 --> 00:01:33.000]  所以如果他們生了兒子的話
[00:01:33.000 --> 00:01:37.000]  所謂的天釘就要掛一個燈
[00:01:37.000 --> 00:01:39.000]  如果有些客家人生了兒子
[00:01:39.000 --> 00:01:41.000]  我替他高興
[00:01:41.000 --> 00:01:43.000]  如果有些客家人生了兒子
[00:01:43.000 --> 00:01:45.000]  我們就為他高興
[00:01:45.000 --> 00:01:49.000]  因為怕他老爺奶奶不高興
[00:01:49.000 --> 00:01:51.000]  生女兒的時候
[00:01:51.000 --> 00:01:55.000]  因為怕他公公婆婆不高興
[00:01:55.000 --> 00:01:57.000]  如果生女兒的話
[00:01:57.000 --> 00:01:58.000]  以色列人也是
[00:01:58.000 --> 00:01:59.000]  如果沒有兒女
[00:01:59.000 --> 00:02:01.000]  他就覺得是一種羞辱
[00:02:01.000 --> 00:02:03.000]  以色列人也是一樣
[00:02:03.000 --> 00:02:04.000]  如果沒有兒女的話
[00:02:04.000 --> 00:02:06.000]  他們覺得就是一個羞辱
[00:02:06.000 --> 00:02:08.000]  所以薩姆爾的媽媽
[00:02:08.000 --> 00:02:11.000]  當時她就向神祈求
[00:02:11.000 --> 00:02:12.000]  所以薩姆爾的母親
[00:02:12.000 --> 00:02:15.000]  到時候就跟神來祈求
[00:02:15.000 --> 00:02:18.000]  希望生一男半女
[00:02:18.000 --> 00:02:21.000]  希望生一男半女
[00:02:21.000 --> 00:02:23.000]  後來神應運了她
[00:02:23.000 --> 00:02:25.000]  後來神應運了她
[00:02:25.000 --> 00:02:28.000]  薩姆爾的媽媽就許願
[00:02:28.000 --> 00:02:31.000]  薩姆爾的母親就許願
[00:02:31.000 --> 00:02:33.000]  如果我生了一個男的
[00:02:33.000 --> 00:02:36.000]  我就將他奉獻給神
[00:02:36.000 --> 00:02:38.000]  如果他生了個兒子的話
[00:02:38.000 --> 00:02:40.000]  他就會把他奉獻給神
[00:02:40.000 --> 00:02:43.000]  然後在聖殿來侍奉神
[00:02:43.000 --> 00:02:45.000]  然後在聖殿來侍奉神
[00:02:45.000 --> 00:02:48.000]  所以我們可以看到
[00:02:48.000 --> 00:02:49.000]  薩姆爾本身的敬虔
[00:02:49.000 --> 00:02:50.000]  可能跟她的媽媽
[00:02:50.000 --> 00:02:52.000]  都有一個很大的關係
[00:02:52.000 --> 00:02:53.000]  所以我們看到
[00:02:53.000 --> 00:02:55.000]  薩姆爾她本身的敬虔
[00:02:55.000 --> 00:02:56.000]  很可能跟她的母親
[00:02:56.000 --> 00:02:57.000]  有很大的關係
[00:02:57.000 --> 00:03:00.000]  所以她一生是侍奉神
[00:03:00.000 --> 00:03:02.000]  所以她一生是侍奉神
[00:03:02.000 --> 00:03:04.000]  很敬虔地侍奉
[00:03:04.000 --> 00:03:06.000]  很敬虔地侍奉
[00:03:06.000 --> 00:03:08.000]  神託付給她的使命
[00:03:08.000 --> 00:03:10.000]  她一天都做到
[00:03:10.000 --> 00:03:12.000]  神託付給她的使命
[00:03:12.000 --> 00:03:13.000]  她一天都做到
[00:03:13.000 --> 00:03:16.000]  她自己身兼三職
[00:03:16.000 --> 00:03:18.000]  她自己身兼三職
[00:03:18.000 --> 00:03:20.000]  她也是一個先知
[00:03:20.000 --> 00:03:22.000]  她也是一個先知
[00:03:22.000 --> 00:03:26.000]  她管理以色列的政治
[00:03:26.000 --> 00:03:28.000]  她管理以色列的政治
[00:03:28.000 --> 00:03:30.000]  她也是一個神的代言人
[00:03:30.000 --> 00:03:32.000]  她也是一個神的代言人
[00:03:32.000 --> 00:03:34.000]  她本身也是一個祭司
[00:03:34.000 --> 00:03:36.000]  她本身也是一個祭司
[00:03:36.000 --> 00:03:37.000]  祭司的職份
[00:03:37.000 --> 00:03:39.000]  就是管理一些宗教的事務
[00:03:39.000 --> 00:03:40.000]  祭司的職份
[00:03:40.000 --> 00:03:42.000]  就是管理一些宗教的事務
[00:03:42.000 --> 00:03:44.000]  她也是一位祭司
[00:03:44.000 --> 00:03:46.000]  她也是一位祭司
[00:03:46.000 --> 00:03:48.000]  祭司是什麼意思?
[00:03:48.000 --> 00:03:49.000]  祭司是什麼意思?
[00:03:49.000 --> 00:03:52.000]  在當時因為以色列人沒有王
[00:03:52.000 --> 00:03:54.000]  因為當時以色列人沒有王
[00:03:54.000 --> 00:03:58.000]  她就選一個人出來做一個領袖
[00:03:58.000 --> 00:04:00.000]  她就選一個人出來當領袖
[00:04:00.000 --> 00:04:02.000]  這個叫祭司
[00:04:02.000 --> 00:04:04.000]  這個就叫祭司
[00:04:04.000 --> 00:04:06.000]  英文叫Judge
[00:04:06.000 --> 00:04:07.000]  英語叫Judge
[00:04:07.000 --> 00:04:09.000]  就好像一個審判者一樣
[00:04:09.000 --> 00:04:11.000]  就好像一個審判者那樣
[00:04:11.000 --> 00:04:15.000]  她主要是管理整個以色列的一些軍事
[00:04:15.000 --> 00:04:18.000]  她主要是管理整個以色列的軍事
[00:04:18.000 --> 00:04:20.000]  因為既然沒有王
[00:04:20.000 --> 00:04:22.000]  她簡直就是以色列的一個領袖
[00:04:22.000 --> 00:04:24.000]  因為既然沒有王的話
[00:04:24.000 --> 00:04:27.000]  她簡直就是等於以色列的領袖
[00:04:27.000 --> 00:04:29.000]  所以我們看到
[00:04:29.000 --> 00:04:35.000]  薩姆爾本身是擔當了三份的職位
[00:04:35.000 --> 00:04:39.000]  因此我們看到薩姆爾一生當三級的職位
[00:04:39.000 --> 00:04:41.000]  是不是很忙
[00:04:41.000 --> 00:04:44.000]  好像香港人一樣
[00:04:44.000 --> 00:04:46.000]  身兼幾職
[00:04:46.000 --> 00:04:48.000]  從早上忙到晚上
[00:04:48.000 --> 00:04:50.000]  就像香港人那樣
[00:04:50.000 --> 00:04:51.000]  瞬間辭職
[00:04:51.000 --> 00:04:52.000]  從早忙到晚
[00:04:52.000 --> 00:04:54.000]  如果不是就養不到家
[00:04:54.000 --> 00:04:56.000]  要不是的話就養不起家了
[00:04:56.000 --> 00:04:57.000]  但薩姆爾不是這樣
[00:04:57.000 --> 00:04:59.000]  但薩姆爾不是這樣
[00:04:59.000 --> 00:05:03.000]  她是因為神要使用她
[00:05:03.000 --> 00:05:04.000]  因為神要使用她
[00:05:04.000 --> 00:05:07.000]  她需要擔負這三種職位
[00:05:07.000 --> 00:05:09.000]  她需要擔負這三種職位
[00:05:09.000 --> 00:05:12.000]  來去帶領以色列人
[00:05:12.000 --> 00:05:14.000]  來去帶領以色列人
[00:05:14.000 --> 00:05:20.000]  但後來以色列人好像很不服氣
[00:05:20.000 --> 00:05:22.000]  他們想要一個王
[00:05:22.000 --> 00:05:25.000]  後來以色列人好像不服氣那樣
[00:05:25.000 --> 00:05:27.000]  他們就想要一個王
[00:05:27.000 --> 00:05:29.000]  要求神為他們立一個王
