
[00:00:00.000 --> 00:00:02.120]  各位頂禎會平安
[00:00:02.120 --> 00:00:05.420]  各位網上參與直播崇拜的頂禎會平安
[00:00:05.420 --> 00:00:07.800]  由我們無論在哪個角落
[00:00:07.800 --> 00:00:09.620]  都能夠領受上帝的恩典
[00:00:09.620 --> 00:00:14.040]  由我再邀請大家低頭來祈禱
[00:00:14.040 --> 00:00:15.760]  親主感謝祢
[00:00:15.760 --> 00:00:16.880]  主祢是聖罪的清神
[00:00:16.880 --> 00:00:19.160]  無論我們在哪個地方
[00:00:19.160 --> 00:00:21.760]  主靠祢都是與我們同在
[00:00:21.760 --> 00:00:25.200]  特別當我們來到祢的面前
[00:00:25.200 --> 00:00:26.400]  來誦經祢的時候
[00:00:26.400 --> 00:00:28.160]  祂會打開我們的心靈
[00:00:28.160 --> 00:00:30.240]  特別去領受從祢而來
[00:00:30.240 --> 00:00:32.920]  對我們的叮嚀、吩咐、提醒
[00:00:32.920 --> 00:00:37.680]  成為我們生命強而有力的力量
[00:00:37.680 --> 00:00:38.720]  去前行
[00:00:38.720 --> 00:00:41.240]  去面對生命給我們的每一個挑戰
[00:00:41.240 --> 00:00:42.840]  也能夠榮耀祢自己的名
[00:00:42.840 --> 00:00:46.040]  有願講的和聽的都同夢祢個月立
[00:00:46.040 --> 00:00:48.120]  祈禱奉主耶穌基督的名求
[00:00:48.120 --> 00:00:50.600]  阿們
[00:00:50.600 --> 00:00:53.160]  前幾天我在地鐵看到一則新聞
[00:00:53.160 --> 00:00:59.360]  大家都知道地鐵都會有新聞轉播
[00:00:59.360 --> 00:01:01.480]  我看到有一個新聞這樣說
[00:01:01.480 --> 00:01:03.200]  它說有研究說
[00:01:03.200 --> 00:01:05.840]  香港有六成人
[00:01:05.840 --> 00:01:08.360]  感到香港沒有希望
[00:01:08.360 --> 00:01:12.640]  而這六成人裏面的兩成人
[00:01:12.640 --> 00:01:16.960]  有焦慮和抑鬱的狀況
[00:01:16.960 --> 00:01:18.760]  當我看到這則新聞的時候
[00:01:18.760 --> 00:01:20.520]  馬上想起一套電影
[00:01:20.520 --> 00:01:23.320]  不知道大家有沒有看過《鐵達尼號》
[00:01:23.320 --> 00:01:24.560]  最近那一套
[00:01:24.560 --> 00:01:27.440]  我的意思是可能有很多套《鐵達尼號》
[00:01:27.440 --> 00:01:31.400]  那套《鐵達尼號》在電影裏面的時候
[00:01:31.400 --> 00:01:36.040]  就有些畫面讓我看到好像香港的狀況
[00:01:36.040 --> 00:01:37.960]  香港就好像這套《鐵達尼號》一樣
[00:01:37.960 --> 00:01:40.400]  慢慢在下沉
[00:01:40.400 --> 00:01:42.840]  工作人員力求讓大家鎮定
[00:01:42.840 --> 00:01:46.360]  於是在甲板上奏起幽微的音樂
[00:01:46.360 --> 00:01:49.880]  去舒緩大家的情緒
[00:01:49.880 --> 00:01:51.920]  意圖去發放一個訊息
[00:01:51.920 --> 00:01:53.480]  沒有問題
[00:01:53.480 --> 00:01:55.040]  放輕鬆
[00:01:55.040 --> 00:01:57.840]  不過大家都心知肚明
[00:01:57.840 --> 00:02:02.120]  有能力機會的在排隊上救生艇
[00:02:02.120 --> 00:02:04.160]  希望可以頭崩腦海
[00:02:04.160 --> 00:02:06.520]  找回一線的生機
[00:02:06.520 --> 00:02:08.400]  似乎好像有希望
[00:02:08.400 --> 00:02:11.400]  不過心裏面都忐忑不安
[00:02:11.400 --> 00:02:13.080]  沒有能力機會的
[00:02:13.080 --> 00:02:14.400]  都期望奮力一戰
[00:02:14.400 --> 00:02:18.800]  大家記得那些三等艙是不能上甲板的
[00:02:18.800 --> 00:02:20.520]  都期望奮力一戰
[00:02:20.520 --> 00:02:22.560]  不要坐以待斃
[00:02:22.560 --> 00:02:26.760]  當然有些人覺得自覺無力去對抗
[00:02:26.760 --> 00:02:31.080]  活在這個憂鬱怨懟的仇苦當中
[00:02:31.080 --> 00:02:33.720]  因為我們看到的只是有困境
[00:02:33.720 --> 00:02:35.080]  看不到出路
[00:02:35.080 --> 00:02:40.320]  並且深信這個只不過是艱難的開頭
[00:02:40.320 --> 00:02:42.280]  於是我就問
[00:02:42.280 --> 00:02:44.000]  活在此情此景裏面
[00:02:44.000 --> 00:02:47.480]  信仰對於我們來說有什麼意義呢?
[00:02:47.480 --> 00:02:51.160]  信仰可不可以給予我們有盼望呢?
[00:02:51.160 --> 00:02:52.640]  我跟大家分享的經文
[00:02:52.640 --> 00:02:58.080]  剛才岑小慧姐妹也為我們讀出
[00:02:58.080 --> 00:03:02.240]  究竟這段經文給予我們什麼體見
[00:03:02.240 --> 00:03:04.480]  什麼啟迪呢?
[00:03:04.480 --> 00:03:07.520]  在我們所堂用的聖經
[00:03:07.520 --> 00:03:09.840]  就是這個和學本修訂版
[00:03:09.840 --> 00:03:13.560]  在和學本修訂版的四十五章前面有個大的標題
[00:03:13.560 --> 00:03:19.520]  它就說居魯士是耶和華所立的君王
[00:03:19.520 --> 00:03:20.960]  居魯士是誰呢?
[00:03:20.960 --> 00:03:23.760]  有些聖經在日本稱為古列
[00:03:23.760 --> 00:03:27.240]  其實他是波斯帝國的君王
[00:03:27.240 --> 00:03:29.400]  他在位只不過是二十年
[00:03:29.400 --> 00:03:33.320]  不過在這二十年裏統一了馬代波斯
[00:03:33.320 --> 00:03:37.280]  攻陷了亞美尼亞和小阿塞亞一帶
[00:03:37.280 --> 00:03:39.800]  在主前的五百三十九年
[00:03:39.800 --> 00:03:42.480]  巴比倫人並且開城門給他
[00:03:42.480 --> 00:03:44.360]  歡迎他入主巴比倫
[00:03:44.360 --> 00:03:48.000]  推翻當時的皇帝白沙薩
[00:03:48.000 --> 00:03:53.400]  居魯士是當時古代近東小阿塞亞
[00:03:53.400 --> 00:03:55.160]  一位深得民心
[00:03:55.160 --> 00:03:58.240]  很偉大的政治家和君王
[00:03:58.240 --> 00:04:02.720]  他隨後釋放早前被巴比倫王所擄來的各族人民
[00:04:02.720 --> 00:04:04.440]  回到他們的國家
[00:04:04.440 --> 00:04:05.720]  包括以色列民
[00:04:05.720 --> 00:04:09.360]  可以回到聖城重修城牆
[00:04:09.360 --> 00:04:12.360]  回到重建他們的聖殿
[00:04:12.360 --> 00:04:15.800]  更賜給百姓一切重建所需的物資
[00:04:15.800 --> 00:04:20.200]  包括早前被巴比倫王在聖殿所擄來的財物
[00:04:20.200 --> 00:04:21.920]  都給回百姓
[00:04:21.920 --> 00:04:26.520]  讓他們放回重建的聖殿當中
[00:04:26.520 --> 00:04:32.480]  以色列民稱居魯士是他們的拯救者
[00:04:32.480 --> 00:04:35.320]  經文提到居魯士所以能夠所向無敵
[00:04:35.320 --> 00:04:37.600]  全因為上帝
[00:04:37.600 --> 00:04:39.640]  在第一節聖經這樣說
