
[00:00:00.000 --> 00:00:02.480]  歡迎各位參加《舊約》網上行
[00:00:02.480 --> 00:00:04.600]  繼上一次《聖地》網上行
[00:00:04.600 --> 00:00:05.440]  部主角中
[00:00:05.440 --> 00:00:08.480]  我們一連十四集追蹤主耶穌的生平
[00:00:08.480 --> 00:00:10.440]  我們這次再整裝待發
[00:00:10.440 --> 00:00:11.640]  就算是疫情還沒退
[00:00:11.640 --> 00:00:13.280]  我們仍然被困在家中
[00:00:13.280 --> 00:00:15.320]  我們仍然可以在旅程裡面
[00:00:15.320 --> 00:00:16.640]  我們去查訪一下
[00:00:16.640 --> 00:00:18.920]  《聖經》舊約的世界
[00:00:18.920 --> 00:00:22.640]  以及讓上帝在舊約歷史當中留下的足印
[00:00:22.640 --> 00:00:24.720]  陪我們走過這個逆境
[00:00:24.720 --> 00:00:27.360]  網上行有一個很重要的 idea(概念)
[00:00:27.360 --> 00:00:28.880]  不知道大家記不記得
[00:00:28.880 --> 00:00:31.040]  就是每一次我們看《聖經》的時候
[00:00:31.040 --> 00:00:33.880]  就有如去一個陌生的地方旅行一樣
[00:00:33.880 --> 00:00:37.880]  我們不可以用自己的觀念套進去《聖經》上面
[00:00:37.880 --> 00:00:43.400]  要先明白《聖經》當地的風土人情、背景等等
[00:00:43.400 --> 00:00:46.320]  因為《聖經》是神對人類的啟示
[00:00:46.320 --> 00:00:47.960]  神向人溝通的時候
[00:00:47.960 --> 00:00:52.040]  是用當代人能夠明白的語言、概念等等
[00:00:52.040 --> 00:00:55.080]  所以我們先要明白《聖經》古代的世界
[00:00:55.080 --> 00:00:56.920]  今天我們才能夠明白
[00:00:56.920 --> 00:01:00.440]  神藉著這本《聖經》想跟我們說些什麼
[00:01:00.440 --> 00:01:03.800]  今次是《舊約》網上行的第一集
[00:01:03.800 --> 00:01:06.680]  當然我們就是由《創世紀》開始
[00:01:06.680 --> 00:01:09.600]  說到《創世紀》我們會想起歷史
[00:01:09.600 --> 00:01:12.840]  不單單是以色列的歷史、它的起源
[00:01:12.840 --> 00:01:15.320]  比如族長Patrius的歷史
[00:01:15.320 --> 00:01:16.920]  阿布拉罕爾薩雅國
[00:01:16.920 --> 00:01:19.760]  我們更加會想起萬有的歷史
[00:01:19.760 --> 00:01:21.960]  宇宙、人類的起源
[00:01:21.960 --> 00:01:26.160]  《創世紀》所記載的就是神創造天地
[00:01:26.160 --> 00:01:28.280]  說到人類的開始
[00:01:28.280 --> 00:01:31.840]  人類如何喪失了Paradise樂園
[00:01:31.840 --> 00:01:33.880]  以至離開了上帝
[00:01:33.880 --> 00:01:35.800]  人類文化的開始等等
[00:01:35.800 --> 00:01:37.720]  這些主題
[00:01:37.720 --> 00:01:41.240]  不單單是我們現代人切身感到興趣的
[00:01:41.240 --> 00:01:45.120]  更加是古代世界文獻裡面經常會討論的
[00:01:45.120 --> 00:01:46.560]  這就是《創世紀》
[00:01:46.560 --> 00:01:49.960]  特別是第一至十一章有的背景
[00:01:49.960 --> 00:01:51.680]  這個世界叫做什麼呢?
[00:01:51.680 --> 00:01:53.320]  美索不達米亞
[00:01:53.320 --> 00:01:55.040]  Mesopotamia
[00:01:55.040 --> 00:01:59.680]  人類的文明、文字寫作、數學、天文地理
[00:01:59.680 --> 00:02:03.720]  耕種畜牧、商業法治、城邦的建立等等
[00:02:03.720 --> 00:02:05.880]  是由一個地方開始的
[00:02:05.880 --> 00:02:11.280]  這個地方不是埃及、不是希臘、不是羅馬
[00:02:11.280 --> 00:02:13.640]  不是中國、不是印度
[00:02:13.640 --> 00:02:16.160]  而是美索不達米亞
[00:02:16.160 --> 00:02:19.560]  Mesopotamia這個字是兩河流域的意思
[00:02:19.560 --> 00:02:26.160]  這片土地是位於底格里斯河和幽伐拉底河之間的肥沃平原
[00:02:26.160 --> 00:02:31.200]  就是今天的伊拉克、波斯灣、科威特、敘利亞一帶
[00:02:31.200 --> 00:02:37.080]  人類定居在這裡有近於一萬二千年的歷史
[00:02:37.080 --> 00:02:39.400]  在古時這個地方氣候穩定
[00:02:39.400 --> 00:02:41.200]  土壤肥沃
[00:02:41.200 --> 00:02:43.240]  長年也有河水供應
[00:02:43.240 --> 00:02:46.240]  很適合農業、城鎮的發展
[00:02:46.240 --> 00:02:49.440]  所以有史以來這個地方就出現人類的文明
[00:02:49.440 --> 00:02:54.240]  也出現人類文明第一次的創新、改革
[00:02:54.240 --> 00:02:57.240]  改變了以後人類的歷史
[00:02:57.240 --> 00:02:59.080]  大約在六千年前
[00:02:59.080 --> 00:03:00.520]  好像一夜之間
[00:03:00.520 --> 00:03:07.560]  這些小的農村發展成為世界歷史裡面最早的城市
[00:03:07.560 --> 00:03:10.280]  公元前大概四千至三千年之間
[00:03:10.280 --> 00:03:13.920]  美索不達米亞這個地方冒起很多城市的幫國
[00:03:13.920 --> 00:03:16.160]  彼此來競爭
[00:03:16.160 --> 00:03:21.920]  曾經在阿卡德王薩爾岡一世,薩岡第一世之下統一過
[00:03:21.920 --> 00:03:26.520]  然後分裂成為古巴比倫和古亞瑟帝國
[00:03:26.520 --> 00:03:28.800]  儘管戰爭不休
[00:03:28.800 --> 00:03:32.720]  這個地方仍然在文明上不斷發展
[00:03:32.720 --> 00:03:35.240]  這裡的人建立了宮殿
[00:03:35.240 --> 00:03:39.280]  一些大規模的建築包括神廟、神塔
[00:03:39.280 --> 00:03:42.880]  創世紀第十一章曾經出現過巴別塔
[00:03:42.880 --> 00:03:46.280]  這些塔廟
[00:03:46.280 --> 00:03:48.360]  也發展了算術
[00:03:48.360 --> 00:03:53.160]  創建了一分鐘有六十秒的時間單位
[00:03:53.160 --> 00:03:55.160]  一個小時有六十分鐘
[00:03:55.160 --> 00:03:57.880]  一個圓形有三百六十度
[00:03:57.880 --> 00:04:02.520]  也有一些六十進制的計算方法
[00:04:02.520 --> 00:04:08.280]  巴比倫人用了這些複雜的數學系統去研究生長
[00:04:08.280 --> 00:04:11.120]  將地球分成十二個週期
[00:04:11.120 --> 00:04:12.160]  十二個月
[00:04:12.160 --> 00:04:15.360]  這是後期希臘人採用的方法
[00:04:15.360 --> 00:04:18.400]  來造成今天我們稱之為十二星座
[00:04:18.400 --> 00:04:22.360]  古巴比倫人也將一週分成七天
[00:04:22.360 --> 00:04:25.640]  但可能最大的文明影響力
[00:04:25.640 --> 00:04:29.040]  就是美索不達米亞出現的文字
[00:04:29.040 --> 00:04:34.760]  最初可能是一些黏土上標記著一些很簡單的圖案
[00:04:34.760 --> 00:04:37.680]  做一些簿記
[00:04:37.680 --> 00:04:40.640]  但到了公元前三千年
[00:04:40.640 --> 00:04:44.640]  這些圖案就發展了成為一種很複雜
[00:04:44.640 --> 00:04:48.000]  和很靈活的書寫系統
[00:04:48.000 --> 00:04:51.720]  我們後世人稱之為契形文字
[00:04:51.720 --> 00:04:53.200]  Cuneiform
[00:04:53.200 --> 00:04:54.680]  之後的三千年裏面
[00:04:54.680 --> 00:04:59.320]  這種字體就引申出很多不同的語言
[00:04:59.320 --> 00:05:01.400]  包括蘇美儀語言
[00:05:01.400 --> 00:05:04.320]  巴比倫 赫人 波斯文等等
[00:05:04.320 --> 00:05:06.320]  用途非常廣泛
[00:05:06.320 --> 00:05:09.760]  古巴比倫王漢莫拉比
[00:05:09.760 --> 00:05:15.880]  用契形文字形成了初代的司法系統
[00:05:15.880 --> 00:05:19.920]  一個是漢莫拉比發典的石碑
[00:05:19.920 --> 00:05:23.160]  裏面有些說話好像摩西五經的律法
[00:05:23.160 --> 00:05:26.560]  譬如是以眼還眼 以牙還牙
[00:05:26.560 --> 00:05:28.360]  作為文明的發源地
[00:05:28.360 --> 00:05:32.880]  美索不達米亞有不少文獻討論人類的歷史
[00:05:32.880 --> 00:05:38.080]  在某程度上是和創世紀一至十一章所討論的相似
[00:05:38.080 --> 00:05:43.240]  都是講述世界人類起源的歷史
[00:05:43.240 --> 00:05:45.160]  但在講述歷史的時候
[00:05:45.160 --> 00:05:50.000]  在近東的歷史寫作大概可以分為四種不同的種類
[00:05:50.000 --> 00:05:51.480]  或者我們了解一下的時候
[00:05:51.480 --> 00:05:56.040]  可以幫助我們如何去解釋創世紀頭十一章
[00:05:56.040 --> 00:05:58.480]  講述世界起源的經文
[00:05:58.480 --> 00:06:01.400]  哪四類的歷史寫作呢?
[00:06:01.400 --> 00:06:04.840]  第一類我們可以稱為當代歷史寫作
[00:06:04.840 --> 00:06:06.480]  Contemporary History
[00:06:06.480 --> 00:06:08.880]  就是說講述的事情是近期發生的
[00:06:08.880 --> 00:06:11.960]  或者是仍然在發展的一些事態
[00:06:11.960 --> 00:06:15.880]  現代的例子就好像一些新聞報導
[00:06:15.880 --> 00:06:18.680]  譬如上星期美國國會發生過的事情
[00:06:18.680 --> 00:06:22.080]  最近每個地方的疫情等等
[00:06:22.080 --> 00:06:24.280]  這些都是屬於當代歷史
[00:06:24.280 --> 00:06:26.680]  第二類的寫作是近代歷史
[00:06:26.680 --> 00:06:28.160]  就是 Previous History
[00:06:28.160 --> 00:06:30.560]  就是說比較遠一點的人事物
[00:06:30.560 --> 00:06:36.040]  很著重記載哪年哪月哪日發生過什麼事情
[00:06:36.040 --> 00:06:38.360]  譬如聖經裡面的一些例子
[00:06:38.360 --> 00:06:42.720]  聶王記提到一些外邦的君王
[00:06:42.720 --> 00:06:45.000]  來攻打耶路撒冷
[00:06:45.000 --> 00:06:47.800]  埃及王、亞述王等等
[00:06:47.800 --> 00:06:53.280]  所以這些記載在經外的文獻是可以做參考的
[00:06:53.280 --> 00:06:56.080]  第三種的歷史寫作
[00:06:56.080 --> 00:06:57.760]  就是遠古歷史
[00:06:57.760 --> 00:06:59.280]  Legendary History
[00:06:59.280 --> 00:07:04.160]  就是講述一些時間性更加遠古的人事物
[00:07:04.160 --> 00:07:06.920]  很多時候記載的時候的描述
[00:07:06.920 --> 00:07:10.880]  都是添上了一種英雄傳記的色彩
[00:07:10.880 --> 00:07:12.680]  現代的例子也很多
[00:07:12.680 --> 00:07:14.360]  譬如美國的歷史
[00:07:14.360 --> 00:07:15.960]  講到林肯總統
[00:07:15.960 --> 00:07:18.720]  開國的元老
[00:07:18.720 --> 00:07:20.000]  那些 Fathers
[00:07:20.000 --> 00:07:22.520]  Founding Fathers 的歷史人物
[00:07:22.520 --> 00:07:25.520]  都是有一種文化英雄的色彩
[00:07:25.520 --> 00:07:27.480]  那種 Cultural Hero
[00:07:27.480 --> 00:07:30.560]  聖經裡面的例子也有
[00:07:30.560 --> 00:07:32.520]  譬如阿巴拉罕
[00:07:32.520 --> 00:07:34.200]  我們叫他信心之父
[00:07:34.200 --> 00:07:35.680]  以色列的族長
[00:07:35.680 --> 00:07:39.800]  是帶有一種傳記的色彩在裡面
[00:07:39.800 --> 00:07:42.000]  第四種的歷史寫作
[00:07:42.000 --> 00:07:43.640]  就是原始歷史
[00:07:43.640 --> 00:07:45.240]  Protohistory
[00:07:45.240 --> 00:07:47.240]  越來越遠的時候
[00:07:47.240 --> 00:07:50.880]  目的不是記載某年某月發生了什麼事
[00:07:50.880 --> 00:07:55.160]  這些不是那種寫作所有的焦點
[00:07:55.160 --> 00:07:58.480]  目的不是去記載那件事件的詳情
[00:07:58.480 --> 00:08:02.240]  而是用歷史來教導一個世界觀
[00:08:02.240 --> 00:08:05.000]  歷史去教導一個宇宙的觀念
[00:08:05.000 --> 00:08:07.920]  教導你如何去看待這個世界
[00:08:07.920 --> 00:08:09.520]  譬如有什麼例子呢
[00:08:09.520 --> 00:08:12.680]  近東文獻裡面有一些巴比倫的神話
[00:08:12.680 --> 00:08:14.840]  講到世界的起初
