
[00:00:00.000 --> 00:00:07.160]  很感謝神讓我有機會今天和大家分享今天的訊息
[00:00:07.160 --> 00:00:10.120]  我是潮州人
[00:00:10.120 --> 00:00:15.640]  因為洗禮的玄武爸爸不准我送去英國讀書
[00:00:15.640 --> 00:00:18.000]  結果在英國二十六年
[00:00:18.000 --> 00:00:25.320]  然後過來澳洲這邊也有三十多年,三十八年了
[00:00:25.320 --> 00:00:31.160]  很感謝主一切的帶領、一切的侍奉
[00:00:31.160 --> 00:00:39.800]  我們今天講到的題目就是耶穌宣教的榜樣
[00:00:39.800 --> 00:00:46.200]  我們天父是一位宣教的上帝
[00:00:46.200 --> 00:00:49.080]  祂差派祂的兒子來到世上
[00:00:49.080 --> 00:00:54.200]  不僅是我們的救主,祂也做了一位宣教士
[00:00:54.200 --> 00:00:59.480]  主耶穌基督在聖經之前又差派祂的門徒
[00:00:59.480 --> 00:01:04.520]  往普天下傳福音,使人可以做主的門徒
[00:01:04.520 --> 00:01:12.040]  所以講到宣教這一點實在是我們每一個信徒應該做的事
[00:01:12.040 --> 00:01:15.960]  因此我們今天用一個宣教的眼光
[00:01:15.960 --> 00:01:18.840]  看剛才所讀的那段聖經
[00:01:18.840 --> 00:01:27.800]  來看一下我們自己在這位Missionary Par excellence的救主
[00:01:27.800 --> 00:01:31.880]  他是宣教士的救主,怎樣一天的生活
[00:01:31.880 --> 00:01:35.320]  從他這一天的生活裡面學習
[00:01:35.320 --> 00:01:38.280]  有五點跟大家分享的
[00:01:38.280 --> 00:01:45.080]  第一點是覺得我們如果要侍奉主學習他的榜樣的時候
[00:01:45.080 --> 00:01:52.760]  我們要知道我們宣教的信息是怎樣的信息
[00:01:52.760 --> 00:01:55.960]  還有怎樣是有權柄的信息
[00:01:55.960 --> 00:02:01.080]  在我們的經文裡面21和22節
[00:02:01.080 --> 00:02:07.320]  講到耶穌安息地進入會堂裡面來教導別人
[00:02:07.320 --> 00:02:14.440]  在那裡的人都感覺到他的教導非常之驚奇
[00:02:14.440 --> 00:02:18.520]  因為他教導正常有權柄的人
[00:02:18.520 --> 00:02:20.840]  不像那些文時印經古典
[00:02:20.840 --> 00:02:24.040]  但是自己講出來好像是別人的東西一樣
[00:02:24.040 --> 00:02:28.440]  耶穌所講的就是我告訴你是甚麼
[00:02:28.440 --> 00:02:31.320]  是一個有權柄的信息
[00:02:31.320 --> 00:02:34.920]  其實講到權柄的信息的時候
[00:02:34.920 --> 00:02:42.840]  我們做基督徒的每一個傳福音的時候都可以說有權柄的信息
[00:02:42.840 --> 00:02:51.560]  因為這個信息是從天父接著耶穌基督所做的工作帶給我們的這個信息
[00:02:51.560 --> 00:02:53.720]  這個信息是怎樣的呢
[00:02:53.720 --> 00:03:01.720]  保羅在哥倫多前書15章第三節到第七節就講得很清楚
[00:03:01.720 --> 00:03:05.080]  我們可以很大膽的講這個信息
[00:03:05.080 --> 00:03:08.120]  因為這個是拯救人類的信息
[00:03:08.120 --> 00:03:10.840]  又或者洗人與神和好的信息
[00:03:10.840 --> 00:03:12.840]  我們可以很大膽的講
[00:03:12.840 --> 00:03:20.440]  內容就是哥倫多前書15章這幾個短短的經文裡面告訴我們
[00:03:20.440 --> 00:03:26.200]  保羅說我當天傳了領袖仍有傳給你們的
[00:03:26.200 --> 00:03:29.240]  最重要的就是聖經裡面所講的
[00:03:29.240 --> 00:03:31.800]  基督為我們的罪死了
[00:03:31.800 --> 00:03:33.240]  而且埋葬你
[00:03:33.240 --> 00:03:35.480]  而且在第三天復活了
[00:03:35.480 --> 00:03:42.680]  而且顯現給很多人不同的人見到給彼得、給十二個仕徒
[00:03:42.680 --> 00:03:46.280]  後來有五百個人一起都可以見到
[00:03:46.280 --> 00:03:48.680]  保羅說有些還沒人死
[00:03:48.680 --> 00:03:50.840]  雖然有些死了有些還沒人死
[00:03:50.840 --> 00:03:54.360]  意思就是說如果不相信的話你可以問一下他
[00:03:54.360 --> 00:03:57.160]  他們可以作證基督已經復活
[00:03:57.160 --> 00:04:00.680]  信息就是這幾個重點
[00:04:00.680 --> 00:04:05.480]  所以一定要有時我們可以有膽量的講出來
[00:04:05.480 --> 00:04:10.360]  耶穌的死是因為人的罪而死
[00:04:10.360 --> 00:04:13.640]  為我們負上這個贖罪祭
[00:04:13.640 --> 00:04:15.560]  祂不僅僅是死
[00:04:15.560 --> 00:04:18.360]  祂真真正正的死而且埋葬了
[00:04:18.360 --> 00:04:20.360]  第三天復活了
[00:04:20.360 --> 00:04:25.080]  有一個復活的生命可以賜給我們每一個歸順祂的人
[00:04:25.080 --> 00:04:28.440]  我們一定是很有權柄的
[00:04:28.440 --> 00:04:31.000]  說什麼都好
[00:04:31.000 --> 00:04:32.280]  說什麼都好
[00:04:32.280 --> 00:04:33.560]  說個人的經歷
[00:04:33.560 --> 00:04:36.120]  說教育歷史的發展
[00:04:36.120 --> 00:04:37.400]  世界的大事
[00:04:37.400 --> 00:04:38.680]  世界的悲慘
[00:04:38.680 --> 00:04:39.960]  各樣東西都好
[00:04:39.960 --> 00:04:41.240]  說來說去
[00:04:41.240 --> 00:04:42.520]  說信息的時候
[00:04:42.520 --> 00:04:46.360]  剛才所提的這幾點不可以缺乏的
[00:04:46.360 --> 00:04:50.200]  這個是我們可以有膽量的講
[00:04:50.200 --> 00:04:54.040]  在提摩大前書第一章十五節
[00:04:54.040 --> 00:04:55.320]  保羅是這樣講
[00:04:55.320 --> 00:04:59.160]  你話可信,值得完全接受
[00:04:59.160 --> 00:05:03.000]  就是基督耶穌到世上來
[00:05:03.000 --> 00:05:05.560]  是要拯救罪人
[00:05:05.560 --> 00:05:08.120]  這個真是好消息
[00:05:08.120 --> 00:05:11.960]  世界的人就需要這個好消息
[00:05:11.960 --> 00:05:14.520]  主能夠拯救我
[00:05:14.520 --> 00:05:19.640]  好,在提摩大前書第二章第五至到第七節
[00:05:19.640 --> 00:05:23.480]  是比較簡單的講及這個信息
[00:05:23.480 --> 00:05:26.040]  我們只有一位上帝
[00:05:26.040 --> 00:05:32.440]  這個上帝和人之間只有一位宗保
[00:05:32.440 --> 00:05:36.920]  就是成為人的基督耶穌
[00:05:36.920 --> 00:05:40.360]  他獻上自己作人人的贖罪
[00:05:40.360 --> 00:05:42.680]  在適當的時候
[00:05:42.680 --> 00:05:47.800]  這事已經證實了出來
[00:05:47.800 --> 00:05:49.080]  保羅又說
[00:05:49.080 --> 00:05:54.200]  我為此奉派作傳道作使徒
[00:05:54.200 --> 00:05:59.320]  在信仰和真理上作外邦人的教師
[00:05:59.320 --> 00:06:04.440]  我說的是真話,不是說謊
[00:06:04.440 --> 00:06:07.000]  我們就要記住了
[00:06:07.000 --> 00:06:10.840]  我們有一個很寶貴、很有權威的信息
[00:06:10.840 --> 00:06:15.960]  從神而來的信息傳給世界的人
[00:06:15.960 --> 00:06:19.800]  第二點,在這段聖經我們都可以學習到
[00:06:19.800 --> 00:06:23.640]  就是二十三節到二十七節裏面所講的
[00:06:23.640 --> 00:06:27.480]  講到會堂裏面有一個有烏鬼的人
[00:06:27.480 --> 00:06:30.040]  他見到耶穌的時候,他說
[00:06:30.040 --> 00:06:33.880]  你不要來滅亡我們,我知道你在哪裏
[00:06:33.880 --> 00:06:35.160]  你是上帝的聖者
[00:06:35.160 --> 00:06:40.280]  耶穌就斥責他,不要作聲,從這人的身上出來
[00:06:40.280 --> 00:06:46.680]  那個烏靈就抽了一份風,從那人的身上出來
[00:06:46.680 --> 00:06:53.080]  我們學習到要為宣教士多多的禱告
[00:06:53.080 --> 00:06:55.640]  因為他們出去工作的時候
[00:06:55.640 --> 00:07:01.400]  是在這個與靈界爭戰的情況下工作的
[00:07:01.400 --> 00:07:03.960]  多多的為他們禱告
[00:07:03.960 --> 00:07:12.280]  求神賜他們每一位都有宿靈的力量,有智慧應付這個宿靈的事
[00:07:12.280 --> 00:07:15.240]  尤其是這個爭戰裏面的事
[00:07:15.240 --> 00:07:18.280]  其實前晚我已經有一個這樣的經歷
[00:07:18.280 --> 00:07:21.880]  我都不知道為什麼會發生,但是事情是發生了
[00:07:21.880 --> 00:07:27.000]  就是我臨睡覺的時候,太太說要你幫我滴一下眼肉
[00:07:27.000 --> 00:07:30.200]  所以滴一下她的眼,因為她的眼不舒服
[00:07:30.200 --> 00:07:34.200]  我自己做了另一件事,過了一段時間
[00:07:34.200 --> 00:07:37.240]  她說不對,要和太太滴眼
[00:07:37.240 --> 00:07:42.360]  那時候我又進了她的洗澡房,要擦牙
[00:07:42.360 --> 00:07:49.400]  已經把假牙脫下來了,牙骨已經放在牙刷那裡了
[00:07:49.400 --> 00:07:51.640]  一想起的時候就去太太家
