
[00:00:00.000 --> 00:00:03.160]  (主持人) 各位頂尖早安 今日陽光燦爛
[00:00:03.160 --> 00:00:05.120]  相信大家回來都可能會很熱
[00:00:05.120 --> 00:00:07.040]  我見到大家都在潑涼
[00:00:07.040 --> 00:00:09.520]  我們教會出了名 冷氣應該強的
[00:00:09.520 --> 00:00:11.240]  不過可能都要些時間
[00:00:11.240 --> 00:00:14.040]  一會兒如果冷 就可以舉手
[00:00:14.040 --> 00:00:17.320]  我們有些披肩 有需要的時候
[00:00:17.320 --> 00:00:19.400]  現在天氣都幻變
[00:00:19.400 --> 00:00:22.240]  所以很多人都感冒相逢
[00:00:22.240 --> 00:00:23.760]  又重新冠
[00:00:23.760 --> 00:00:26.520]  今日有些人知道
[00:00:26.520 --> 00:00:28.320]  原本應該是胡姑娘講到的
[00:00:28.320 --> 00:00:32.800]  我提早一個星期跟大家講這個題目
[00:00:32.800 --> 00:00:37.200]  教會問題多四 屬靈尚未長大成人
[00:00:37.200 --> 00:00:38.520]  你見到右邊
[00:00:38.520 --> 00:00:40.000]  是否你的左邊
[00:00:40.000 --> 00:00:42.520]  見到小孩子很奇怪
[00:00:42.520 --> 00:00:44.640]  見到都想吐
[00:00:44.640 --> 00:00:47.120]  是嬰兒的 但其實是老人家
[00:00:47.120 --> 00:00:50.680]  整個嬰兒哭著
[00:00:50.680 --> 00:00:52.760]  都不知如何照顧這些嬰兒
[00:00:52.760 --> 00:00:55.360]  如果知道我今年
[00:00:55.360 --> 00:00:57.360]  進入了三月份開始
[00:00:57.360 --> 00:00:59.640]  頭一月 二月是要講八福
[00:00:59.640 --> 00:01:01.720]  三月是用哥倫多前書
[00:01:01.720 --> 00:01:03.920]  今日是第四講
[00:01:03.920 --> 00:01:06.880]  我們之前講過哥倫多教會很多問題
[00:01:06.880 --> 00:01:12.840]  保羅寫信可以說是去罵爆教會
[00:01:12.840 --> 00:01:15.640]  但當中背後其實是愛心出發
[00:01:15.640 --> 00:01:19.440]  因為哥倫多教會是保羅所生的
[00:01:19.440 --> 00:01:20.880]  是他所創立的
[00:01:20.880 --> 00:01:23.520]  當見到教會各自各山頭
[00:01:23.520 --> 00:01:27.400]  大家都分黨分派分身很心痛
[00:01:27.400 --> 00:01:36.120]  他要告訴教會有什麼要拆毀重建的
[00:01:36.120 --> 00:01:39.000]  第二是高舉理性多於實價
[00:01:39.000 --> 00:01:43.600]  哥倫多教會對耶穌基督的受苦十字架
[00:01:43.600 --> 00:01:44.600]  視為愚絕
[00:01:44.600 --> 00:01:46.440]  連神都會釘在十字架上
[00:01:46.440 --> 00:01:48.240]  如果死了怎可以這樣
[00:01:48.240 --> 00:01:49.840]  他們趨向了理性
[00:01:49.840 --> 00:01:55.800]  趨向了世俗的辯論 哲學 知識
[00:01:55.800 --> 00:01:57.320]  所以第三講
[00:01:57.320 --> 00:02:00.160]  我們看到哥倫多教會
[00:02:00.160 --> 00:02:04.200]  是高舉屬世的智慧多於屬靈
[00:02:04.200 --> 00:02:06.000]  不去信服聖靈
[00:02:06.000 --> 00:02:09.200]  所以到了今天的接續
[00:02:09.200 --> 00:02:12.800]  我們再看到保羅指出
[00:02:12.800 --> 00:02:17.480]  哥倫多教會什麼地方是屬肉體
[00:02:17.480 --> 00:02:20.040]  不成熟 不夠屬靈
[00:02:20.040 --> 00:02:22.040]  今天我們就要去學習
[00:02:22.040 --> 00:02:23.480]  在我們的教會裡面
[00:02:23.480 --> 00:02:26.320]  又有沒有一些類似哥倫多教會的問題
[00:02:26.320 --> 00:02:27.880]  在我們教會裡面出現呢
[00:02:27.880 --> 00:02:28.880]  如果有的話
[00:02:28.880 --> 00:02:31.360]  我們要去悔改
[00:02:31.360 --> 00:02:33.120]  我們要去轉化
[00:02:33.120 --> 00:02:34.680]  以及要去更新
[00:02:34.680 --> 00:02:37.240]  讓我們去領受神的懷疑之前
[00:02:37.240 --> 00:02:40.640]  我再為大家一起同心的禱告
[00:02:40.640 --> 00:02:42.160]  次比奧的天父我們多謝你
[00:02:42.160 --> 00:02:46.320]  讓我們今天在上帝給我們的平安的日子
[00:02:46.320 --> 00:02:48.280]  來到教會一起去敬拜
[00:02:48.280 --> 00:02:49.400]  讚美你是主
[00:02:49.400 --> 00:02:50.800]  你給我們的福分
[00:02:50.800 --> 00:02:53.840]  我們知道有些弟兄姊妹身體有軟弱
[00:02:53.840 --> 00:02:55.160]  回不來
[00:02:55.160 --> 00:02:56.560]  希望透過網上
[00:02:56.560 --> 00:02:58.440]  他們都能夠聽到
[00:02:58.440 --> 00:02:59.840]  能夠繼續敬拜
[00:02:59.840 --> 00:03:02.960]  繼續被上帝的話語去更新
[00:03:02.960 --> 00:03:03.960]  同一一刻
[00:03:03.960 --> 00:03:06.880]  我們打開我們的心靈的耳朵
[00:03:06.880 --> 00:03:08.600]  去聆聽你的話語
[00:03:08.600 --> 00:03:09.960]  讓我們打開我們的腦袋
[00:03:09.960 --> 00:03:11.320]  去思想明白
[00:03:11.320 --> 00:03:13.040]  更加用心去領受
[00:03:13.040 --> 00:03:15.240]  以致能夠將你的話語去活出來
[00:03:15.240 --> 00:03:17.680]  去將自己成為流通的管子
[00:03:17.680 --> 00:03:19.080]  以致我能夠將你的道
[00:03:19.080 --> 00:03:22.960]  按正義真理分解辨明出來
[00:03:22.960 --> 00:03:24.240]  求主你使用
[00:03:24.240 --> 00:03:26.400]  我們願意將今天的時間公園交上
[00:03:26.400 --> 00:03:27.840]  奉耶穌基督命求
[00:03:27.840 --> 00:03:29.200]  阿們
[00:03:29.200 --> 00:03:30.760]  剛才多謝Cindy
[00:03:30.760 --> 00:03:32.960]  幫我們讀出了今天的經文
[00:03:32.960 --> 00:03:38.880]  第三章其實總共有21節
[00:03:38.880 --> 00:03:41.480]  我選擇了1至17節去讀
[00:03:41.480 --> 00:03:44.760]  待會我們最後會讀完18節之後
[00:03:44.760 --> 00:03:48.400]  既然讀完我就由這裡開始
[00:03:48.400 --> 00:03:49.680]  我們回到第一節
[00:03:49.680 --> 00:03:52.280]  其實我們都有些人會說
[00:03:52.280 --> 00:03:55.640]  會把聖經放在椅底
[00:03:55.640 --> 00:03:56.960]  我們考慮過
[00:03:56.960 --> 00:04:01.800]  都建議不如將聖經放在入口附近
[00:04:01.800 --> 00:04:03.840]  如果大家覺得自己需要拿聖經
[00:04:03.840 --> 00:04:04.560]  就可以自己拿
[00:04:04.560 --> 00:04:06.280]  用完就放在那裡
[00:04:06.280 --> 00:04:09.680]  我們都不需要放那麼多聖經在椅底
[00:04:09.680 --> 00:04:11.440]  因為有時椅子會移動
[00:04:11.440 --> 00:04:16.120]  大家可以用自己的聖經是最好的
[00:04:16.120 --> 00:04:18.080]  我今天想給大家兩個方向
[00:04:18.080 --> 00:04:19.240]  第一個方向就是
[00:04:19.240 --> 00:04:21.440]  屬肉體教會是怎樣的
[00:04:21.440 --> 00:04:24.720]  一個成熟的教會又應該是怎樣的
[00:04:24.720 --> 00:04:26.120]  在哥倫多教會
[00:04:26.120 --> 00:04:28.040]  保羅稱呼他們是一群
[00:04:28.040 --> 00:04:31.440]  屬肉體仍是嬰孩的教會
[00:04:31.440 --> 00:04:33.880]  一群是嬰孩的基督徒
[00:04:33.880 --> 00:04:35.240]  他們已經信了耶穌
[00:04:35.240 --> 00:04:36.320]  他們已經接受了福音
[00:04:36.320 --> 00:04:38.600]  所以他們是一群基督的門徒
[00:04:38.600 --> 00:04:40.160]  但是保羅仍然說他們
[00:04:40.160 --> 00:04:42.520]  仍然是好像嬰孩一樣
[00:04:42.520 --> 00:04:43.920]  好像這幅一樣
[00:04:43.920 --> 00:04:46.240]  只能夠吃奶
[00:04:46.240 --> 00:04:49.840]  不能夠吃飯
[00:04:49.840 --> 00:04:50.680]  意思就是說
[00:04:50.680 --> 00:04:53.360]  他們不願意接受聖靈的影響
[00:04:53.360 --> 00:04:55.600]  不願意信服在基督的道理裡面
[00:04:55.600 --> 00:04:57.200]  他們仍然活在一個膚淺的
[00:04:57.200 --> 00:04:58.600]  屬靈的生命
[00:04:58.600 --> 00:05:00.040]  只能夠吃奶
[00:05:00.040 --> 00:05:01.840]  一些流質的食物
[00:05:01.840 --> 00:05:04.280]  飯其實意思就是
[00:05:04.280 --> 00:05:05.840]  原文是固體的食物
[00:05:05.840 --> 00:05:09.320]  就是乾涼或者硬淨的食物
[00:05:09.320 --> 00:05:11.880]  其實可能背景就是
[00:05:11.880 --> 00:05:14.240]  哥倫多教會正在照顧保羅
[00:05:14.240 --> 00:05:17.720]  保羅你一開始建立我們教會的時候
[00:05:17.720 --> 00:05:22.160]  說一些好像吃奶一樣淺淺的道理
[00:05:22.160 --> 00:05:23.600]  後來那個阿波羅
[00:05:23.600 --> 00:05:25.760]  他用高深的哲學
[00:05:25.760 --> 00:05:28.000]  有很好的修持和說服力
[00:05:28.000 --> 00:05:29.200]  很吸引
[00:05:29.200 --> 00:05:31.000]  他教的東西才是堅實的
[00:05:31.000 --> 00:05:33.160]  你這些這麼膚淺的東西
[00:05:33.160 --> 00:05:35.080]  給我們哥倫多教會
[00:05:35.080 --> 00:05:37.320]  但是其實保羅反過來說
[00:05:37.320 --> 00:05:38.480]  哥倫多教會
[00:05:38.480 --> 00:05:41.360]  你們仍然是小孩子
[00:05:41.360 --> 00:05:43.360]  我當年來你們那裡
[00:05:43.360 --> 00:05:44.800]  用奶餵你們
[00:05:44.800 --> 00:05:48.040]  就算現在也不能夠用飯來餵你們
[00:05:48.040 --> 00:05:49.520]  因為你的屬靈光景
[00:05:49.520 --> 00:05:52.600]  不能夠吃飯
[00:05:52.600 --> 00:05:54.880]  這個就是保羅指責
[00:05:54.880 --> 00:05:57.520]  哥倫多教會仍然在吃奶的階段
[00:05:57.520 --> 00:05:59.160]  未能夠長大成人
[00:05:59.160 --> 00:06:01.920]  原地踏步
[00:06:01.920 --> 00:06:03.600]  令我想起我岳父
[00:06:03.600 --> 00:06:04.920]  很感謝教會
[00:06:04.920 --> 00:06:07.400]  也為我岳父的身體祈禱
[00:06:07.400 --> 00:06:10.760]  他進了醫院已經兩個月了
[00:06:10.760 --> 00:06:12.760]  之前還要在ICU
[00:06:12.760 --> 00:06:14.640]  在深切治療部
[00:06:14.640 --> 00:06:16.880]  那些細節不說了
[00:06:16.880 --> 00:06:19.520]  但因為他長期都插著胃口
[00:06:19.520 --> 00:06:20.880]  沒有吃東西
[00:06:20.880 --> 00:06:22.480]  所以經常都說很想吃東西
[00:06:22.480 --> 00:06:23.400]  很餓
[00:06:23.400 --> 00:06:26.360]  但其實長期都有些營養奶
[00:06:26.360 --> 00:06:28.040]  插在胃口裡給他
[00:06:28.040 --> 00:06:29.200]  他自己感覺不到
[00:06:29.200 --> 00:06:32.440]  因為中國人都覺得吃飯才有力
[00:06:32.440 --> 00:06:34.600]  所以經常都說很餓
[00:06:34.600 --> 00:06:38.160]  感恩現在他已經開始飲食
[00:06:38.160 --> 00:06:41.400]  開始要混合一些凝固粉
[00:06:41.400 --> 00:06:42.760]  吃一些糊狀的東西
[00:06:42.760 --> 00:06:43.840]  所以人的身體
