
[00:00:00.000 --> 00:00:04.080]  今日同大家揀咗講一首詩篇
[00:00:04.080 --> 00:00:05.720]  《八十四篇》
[00:00:05.720 --> 00:00:11.400]  我畀咗個題目佢叫做三福
[00:00:11.400 --> 00:00:16.000]  當然唔係講緊全夫音歌嘅三福
[00:00:16.000 --> 00:00:17.840]  如果唔係應該係巨星企喺度㗎啦
[00:00:17.840 --> 00:00:19.040]  一定唔係我㗎
[00:00:19.040 --> 00:00:23.240]  三福係因為呢首詩帶畀我哋有三種福氣
[00:00:23.240 --> 00:00:26.000]  所以頭先敬拜咗喺度祈禱嘅時候
[00:00:26.000 --> 00:00:27.880]  大家問我係咪又係三點呀
[00:00:27.880 --> 00:00:30.400]  姓朱嘅都係差唔多係咁㗎啦
[00:00:30.400 --> 00:00:38.120]  大家去聽下呢首詩篇帶畀我哋有乜嘢嘅福氣
[00:00:38.120 --> 00:00:41.680]  讓我哋更深進入去詩歌嘅裏面
[00:00:41.680 --> 00:00:46.040]  我想從一個問題開始
[00:00:46.040 --> 00:00:47.520]  我想問下大家
[00:00:47.520 --> 00:00:51.560]  喺你人生長大去到而家呢個年歲裏面
[00:00:51.560 --> 00:00:54.960]  如果你要講一樣嘢你係好鍾意
[00:00:54.960 --> 00:00:56.480]  好喜歡嘅
[00:00:56.480 --> 00:00:58.240]  譬如話一樣嗜好
[00:00:58.240 --> 00:01:00.160]  或者係有一樣嘅
[00:01:00.160 --> 00:01:03.040]  即係你好鍾意嘅嘢
[00:01:03.040 --> 00:01:04.680]  OK你會講咩呢
[00:01:04.680 --> 00:01:05.680]  諗一諗先
[00:01:05.680 --> 00:01:10.760]  嗰樣嘢我就好開心好興奮
[00:01:10.760 --> 00:01:12.160]  請你同隔壁嗰個講
[00:01:12.160 --> 00:01:13.440]  你唔需要講畀其他人聽嘅
[00:01:13.440 --> 00:01:15.000]  我鍾意呢樣嘢
[00:01:15.000 --> 00:01:16.640]  嗰樣嘢可以係運動
[00:01:16.640 --> 00:01:19.600]  可以係同人傾偈
[00:01:19.600 --> 00:01:21.080]  可以係瞓覺
[00:01:21.080 --> 00:01:22.320]  可以係shopping
[00:01:22.320 --> 00:01:24.840]  可以係玩樂器唱歌等等
[00:01:24.840 --> 00:01:26.360]  你可以嘅同隔壁講
[00:01:26.360 --> 00:01:27.160]  諗起一樣嘢
[00:01:27.160 --> 00:01:30.360]  其中一樣你好喜歡嘅
[00:01:30.360 --> 00:01:31.440]  咩都得嘅
[00:01:31.440 --> 00:01:32.680]  諗起嗰樣嘢你會覺得
[00:01:32.680 --> 00:01:33.520]  真係好開心
[00:01:33.520 --> 00:01:35.520]  我真係可以真係好好
[00:01:35.520 --> 00:01:36.680]  成日對住嗰樣嘢就好啦
[00:01:36.680 --> 00:01:39.000]  有冇咁嘅
[00:01:39.000 --> 00:01:44.440]  有冇先
[00:01:44.440 --> 00:01:46.840]  呢個係一個挑起大家諗
[00:01:46.840 --> 00:01:51.840]  諗呢個課題嘅開始嘅
[00:01:51.840 --> 00:01:53.160]  我由自小到大
[00:01:53.160 --> 00:01:54.400]  你講我自己啦
[00:01:54.400 --> 00:01:56.880]  咁我就有一樣嘢我好鍾意嘅
[00:01:56.880 --> 00:01:58.640]  可能好多人都知嘅
[00:01:58.640 --> 00:02:00.400]  我好鍾意吹笛
[00:02:00.400 --> 00:02:02.200]  ok呀我鍾意吹笛子
[00:02:02.200 --> 00:02:05.360]  咁呀同工嘅有時敬拜呢
[00:02:05.360 --> 00:02:07.720]  我都會參與喺中間
[00:02:07.720 --> 00:02:09.480]  我喺中四
[00:02:09.480 --> 00:02:12.160]  我記得中四嘅時候開始學嘅
[00:02:12.160 --> 00:02:14.160]  我嘅開始係點開始嘅呢
[00:02:14.160 --> 00:02:15.200]  就係有一日
[00:02:15.200 --> 00:02:17.000]  嗰時我仲住喺啲寫字區
[00:02:17.000 --> 00:02:19.160]  大家都應該都知咩係寫字區㗎啦
[00:02:19.160 --> 00:02:20.160]  咁我同青年區講
[00:02:20.160 --> 00:02:21.720]  佢哋係唔知咩嚟嘅
[00:02:21.720 --> 00:02:22.880]  寫字區七層嗰啲
[00:02:22.880 --> 00:02:24.160]  我住喺最高嗰層
[00:02:24.160 --> 00:02:25.440]  即係六樓
[00:02:25.440 --> 00:02:26.320]  咁樣啦
[00:02:26.320 --> 00:02:28.320]  咁呀有一日
[00:02:28.320 --> 00:02:30.320]  我突然之間喺行出騎樓
[00:02:30.320 --> 00:02:33.440]  聽到呢對面同一座嘅H型對面嗰度呢
[00:02:33.440 --> 00:02:35.520]  有人吹笛
[00:02:35.520 --> 00:02:36.760]  我第一次聽嘅
[00:02:36.760 --> 00:02:39.160]  其實佢好有型嘅
[00:02:39.160 --> 00:02:41.720]  佢人見唔到因為佢屋裏面吹
[00:02:41.720 --> 00:02:43.400]  佢係樓下我喺樓上望落去
[00:02:43.400 --> 00:02:44.400]  不過聽到聲
[00:02:44.400 --> 00:02:45.560]  但佢吹嘅時候呢
[00:02:45.560 --> 00:02:48.280]  佢係播住隻黑膠嗰啲唱片嘅
[00:02:48.280 --> 00:02:49.840]  做伴奏
[00:02:49.840 --> 00:02:51.360]  咁樣嘅
[00:02:51.360 --> 00:02:52.680]  咁呢就一路吹但係聽到
[00:02:52.680 --> 00:02:54.320]  應該唔係淨係音樂
[00:02:54.320 --> 00:02:56.440]  即係唔係淨係嗰啲唱片聲嚟㗎
[00:02:56.440 --> 00:02:57.920]  係真係有人吹嘅
[00:02:57.920 --> 00:02:59.840]  不過就嗰啲係個伴奏嘅音樂
[00:02:59.840 --> 00:03:02.000]  咁佢就吹喇
[00:03:02.000 --> 00:03:03.480]  第一次聽完之後
[00:03:03.480 --> 00:03:05.200]  覺得驚為天人
[00:03:05.200 --> 00:03:06.440]  唔知用咩形詞好啦
[00:03:06.440 --> 00:03:07.920]  好鍾意啦係咪
[00:03:07.920 --> 00:03:11.080]  嘩真係好想去學呢樣嘢
[00:03:11.080 --> 00:03:12.040]  好想玩呢樣嘢
[00:03:12.040 --> 00:03:13.480]  結果第二日
[00:03:13.480 --> 00:03:14.120]  就呢
[00:03:14.120 --> 00:03:17.440]  我就知道呢應該啲咩國貨公司有得賣嘅呢啲嘢
[00:03:17.440 --> 00:03:18.920]  於是就去賣啦係咪
[00:03:18.920 --> 00:03:20.960]  當時我唔係好識咩琴行咁樣嘅
[00:03:20.960 --> 00:03:22.560]  咁呀終於揀到支返嚟
[00:03:22.560 --> 00:03:23.560]  就買咗本書
[00:03:23.560 --> 00:03:24.920]  因為冇人
[00:03:24.920 --> 00:03:26.480]  即係唔識人呀嘛
[00:03:26.480 --> 00:03:28.400]  跟住本書開始學喇
[00:03:28.400 --> 00:03:29.640]  吹咗三日
[00:03:29.640 --> 00:03:30.680]  先吹得響
[00:03:30.680 --> 00:03:34.440]  咁呢個係開始嘅過程啦係咪
[00:03:34.440 --> 00:03:37.240]  咁呀開始就鍾意玩啦
[00:03:37.240 --> 00:03:39.920]  咁呀我大佬喺度都可以做見證㗎
[00:03:39.920 --> 00:03:42.160]  咁嗰時住喺屋企裏面呢就
[00:03:42.160 --> 00:03:43.200]  就玩啦
[00:03:43.200 --> 00:03:45.480]  其實我真係好好㗎嗰時係
[00:03:45.480 --> 00:03:46.680]  嗯
[00:03:46.680 --> 00:03:48.520]  嗰時就冇而家咁方便啦
[00:03:48.520 --> 00:03:50.680]  可以download mp3呀電話咁聽
[00:03:50.680 --> 00:03:52.320]  冇㗎嘛一定係冇咁嘅嘢啦係咪
[00:03:52.320 --> 00:03:53.280]  當時呢就
[00:03:53.280 --> 00:03:55.480]  當時最興嘅就係嗰啲嘅cassette嗰啲嘢
[00:03:55.480 --> 00:03:56.200]  錄音帶
[00:03:56.200 --> 00:03:57.560]  一盒盒嗰啲錄音帶呢
[00:03:57.560 --> 00:03:58.560]  咁我就儲錢啦
[00:03:58.560 --> 00:03:59.880]  就買咗幾盒錄音帶返嚟
[00:03:59.880 --> 00:04:01.400]  聽下啲所謂名家呀
[00:04:01.400 --> 00:04:02.120]  點樣吹呀
[00:04:02.120 --> 00:04:03.480]  啲獨奏呀伴奏咁呀
[00:04:03.480 --> 00:04:04.480]  嘩好
[00:04:04.480 --> 00:04:06.120]  好滿足呀好開心呀
[00:04:06.120 --> 00:04:08.600]  嗱完之後買一支又買第二支呀
[00:04:08.600 --> 00:04:09.600]  有啲嘢又唔係好明
[00:04:09.600 --> 00:04:10.400]  跟住本書學
[00:04:10.400 --> 00:04:11.320]  咁呀總之係
[00:04:11.320 --> 00:04:12.960]  識學識就學啦
