
[00:00:00.000 --> 00:00:11.080]  今日我繼續和大家講這個傳道書
[00:00:11.080 --> 00:00:15.480]  我們亦都繼續去看看這個傳道者
[00:00:15.480 --> 00:00:23.200]  他如何去尋求他的人生意義
[00:00:23.200 --> 00:00:31.840]  上兩次的講道他先從大自然、宇宙、創造
[00:00:31.840 --> 00:00:35.800]  去尋求人生的意義
[00:00:35.800 --> 00:00:38.520]  他說看不到
[00:00:38.520 --> 00:00:46.400]  接着他又去人的行爲或者歷史去看
[00:00:46.400 --> 00:00:48.920]  看他看不看得到人生的意義在裏面
[00:00:48.920 --> 00:00:51.720]  他也說看不到
[00:00:51.720 --> 00:00:57.960]  這次他就嘗試從工作的成就裏面
[00:00:57.960 --> 00:01:01.120]  還有各種的享樂
[00:01:01.120 --> 00:01:05.560]  希望在這兩樣東西里面能夠找到人生意義
[00:01:05.560 --> 00:01:07.680]  所謂人生意義就是說
[00:01:07.680 --> 00:01:14.480]  能夠找到真正或者較爲長久的喜樂滿足
[00:01:14.480 --> 00:01:19.880]  他持有極高的聰明智慧
[00:01:19.880 --> 00:01:23.240]  他什麼都去試一試
[00:01:23.240 --> 00:01:29.560]  他不怕會被導致沉迷下去
[00:01:29.560 --> 00:01:37.120]  因爲他認爲自己是很有智慧、很有分寸、很理智的
[00:01:37.120 --> 00:01:41.120]  但結果如何呢?
[00:01:41.120 --> 00:01:46.320]  結果我們可以從不同的經文、經卷裏面看到
[00:01:46.320 --> 00:01:48.880]  這個傳道者所羅門王
[00:01:48.880 --> 00:01:51.720]  他結果是敗壞的
[00:01:51.720 --> 00:01:54.640]  他沉迷了下去
[00:01:54.640 --> 00:01:57.320]  今天我們要學的功課就是
[00:01:57.320 --> 00:02:02.480]  我們不要以爲自己很有智慧、很有定力、很理智
[00:02:02.480 --> 00:02:10.560]  就可以接受各種試探的引誘或者挑戰
[00:02:10.560 --> 00:02:14.480]  否則我們就只會犯罪、得罪神
[00:02:14.480 --> 00:02:19.160]  失去了應該有的喜樂平安
[00:02:19.160 --> 00:02:20.760]  我們一起學這個功課
[00:02:20.760 --> 00:02:28.320]  免得我們會重複所羅門王的失敗
[00:02:28.320 --> 00:02:34.560]  我們看傳道書二章一節
[00:02:34.560 --> 00:02:46.600]  「我心裏說:來吧,我以喜樂試試你,你好享福,誰知這也是虛空。」
[00:02:46.600 --> 00:02:51.560]  「我心裏說」這幾個字的意思其實就是說
[00:02:51.560 --> 00:02:55.880]  我決定這樣做
[00:02:55.880 --> 00:03:01.840]  「你好享福」這幾個字原文的意思是說
[00:03:01.840 --> 00:03:08.440]  「等你看看有什麼好處」
[00:03:08.440 --> 00:03:11.680]  「亦會」是說「讓你享福」
[00:03:11.680 --> 00:03:15.960]  「讓你看看有什麼好處」
[00:03:15.960 --> 00:03:19.240]  「喜樂」這個字可以演繹爲
[00:03:19.240 --> 00:03:22.840]  「沉落」或者「享樂」的意思
[00:03:22.840 --> 00:03:27.160]  整句我們就會理解這句話是什麼意思
[00:03:27.160 --> 00:03:33.800]  傳道者決定在尋歡作樂這一方面尋找人生意義
[00:03:33.800 --> 00:03:37.880]  看看能否從中找到什麼好處
[00:03:37.880 --> 00:03:42.480]  即是找到人生意義在裏面
[00:03:42.480 --> 00:03:46.680]  但是他也即時告訴大家
[00:03:46.680 --> 00:03:49.240]  結果是什麼?
[00:03:49.240 --> 00:03:53.320]  虛空
[00:03:53.320 --> 00:03:55.680]  虛空這個字的意思
[00:03:55.680 --> 00:04:00.160]  我們曾經說過我們很多時候會偏向解釋爲
[00:04:00.160 --> 00:04:04.560]  空虛、徒然、徒勞、沒有結果
[00:04:04.560 --> 00:04:06.520]  這些意思
[00:04:06.520 --> 00:04:10.200]  但是我們也可以解釋爲
[00:04:10.200 --> 00:04:16.120]  武器、雲霧、煙霞、氣泡
[00:04:16.120 --> 00:04:17.960]  可以在這方面想
[00:04:17.960 --> 00:04:21.720]  即是說武器、煙霞
[00:04:21.720 --> 00:04:23.440]  是什麼意思呢?
[00:04:23.440 --> 00:04:31.400]  就是說如果我們用人的方法去尋找人生的意義
[00:04:31.400 --> 00:04:33.800]  在煙霧裏面是看不清楚的
[00:04:33.800 --> 00:04:36.360]  我們不會看得清楚我們人生意義
[00:04:36.360 --> 00:04:37.880]  用人的方法
[00:04:37.880 --> 00:04:40.200]  也很難去掌握得到
[00:04:40.200 --> 00:04:46.880]  很難去掌握得到那些武器
[00:04:46.880 --> 00:04:51.360]  好像我們在煙霧瀰漫的樹林裏面
[00:04:51.360 --> 00:04:53.320]  去看風景的時候
[00:04:53.320 --> 00:04:54.720]  你會模糊不清
[00:04:54.720 --> 00:04:57.800]  根本看不清楚
[00:04:57.800 --> 00:05:00.920]  可能還會看錯東西
[00:05:00.920 --> 00:05:06.240]  用人的智慧、用人的方法去尋找人生的意義
[00:05:06.240 --> 00:05:12.680]  不僅會很容易搞錯、看不清
[00:05:12.680 --> 00:05:16.440]  你會搞錯方向
[00:05:16.440 --> 00:05:18.720]  或者理解錯了
[00:05:18.720 --> 00:05:25.200]  我們知道《傳道書》是講探求人生意義
[00:05:25.200 --> 00:05:27.120]  但是你看完整本書之後
[00:05:27.120 --> 00:05:33.480]  其實它沒有正式說答案是什麼
[00:05:33.480 --> 00:05:37.760]  最後它只是說
[00:05:37.760 --> 00:05:40.160]  到後來它說總之就是要敬畏神
[00:05:40.160 --> 00:05:43.760]  總之你要敬畏神
[00:05:43.760 --> 00:05:45.560]  你要信得過神
[00:05:45.560 --> 00:05:48.840]  因爲神是公義信神
[00:05:48.840 --> 00:05:51.520]  這樣一本書的寫法
[00:05:51.520 --> 00:05:53.840]  又令我想起《約伯記》
[00:05:53.840 --> 00:05:55.000]  如果大家讀過《約伯記》
[00:05:55.000 --> 00:05:56.440]  就知道《約伯記》是講什麼
[00:05:56.440 --> 00:05:57.440]  是講苦難
[00:05:57.440 --> 00:06:03.680]  講人爲什麼會有苦難
[00:06:03.680 --> 00:06:10.600]  《約伯記》是講探求人爲什麼會有苦難
[00:06:10.600 --> 00:06:18.560]  這本書是很長的42章的聖經裏
[00:06:18.560 --> 00:06:22.040]  它都沒有給答案
[00:06:22.040 --> 00:06:24.000]  到最後也告訴人
[00:06:24.000 --> 00:06:26.400]  你信得過神就行了
[00:06:26.400 --> 00:06:33.840]  因爲神是公義慈愛
[00:06:33.840 --> 00:06:37.960]  苦難和人生的制御
[00:06:37.960 --> 00:06:45.560]  正正就是人生意義裏面很重要的一部分
[00:06:45.560 --> 00:06:48.600]  但是這個苦難和制御也好
[00:06:48.600 --> 00:06:51.160]  如果是用人的智慧
[00:06:51.160 --> 00:06:54.440]  是很難去解釋得清楚的
[00:06:54.440 --> 00:06:57.680]  如果勉強地去解釋
[00:06:57.680 --> 00:07:00.960]  很容易就會走火入魔
[00:07:00.960 --> 00:07:04.720]  會走入宿命論這個範疇裏
[00:07:04.720 --> 00:07:11.360]  或者會走入那些相信因果輪迴的異教裏
[00:07:11.360 --> 00:07:14.640]  所以我們要很小心去理解一些
[00:07:14.640 --> 00:07:19.320]  聖經裏面沒有直接給答案的難題
[00:07:19.320 --> 00:07:23.600]  苦難、制御、人生目標
[00:07:23.600 --> 00:07:25.880]  或者人生意義
[00:07:25.880 --> 00:07:30.720]  這些我們只能夠信聖經裏面告訴我們的
[00:07:30.720 --> 00:07:36.280]  如果我們靠人的理智、智慧、學識去理解
[00:07:36.280 --> 00:07:41.160]  就變成了異端異教
[00:07:41.160 --> 00:07:46.960]  的確我們也需要用信心去信靠神
[00:07:46.960 --> 00:07:54.320]  這纔是我們信仰的正路
[00:07:54.320 --> 00:07:59.640]  我們看第三節
[00:07:59.640 --> 00:08:04.720]  「我心裏察究如何用酒使我肉體舒暢
[00:08:04.720 --> 00:08:07.120]  我心卻仍以智慧引導我
[00:08:07.120 --> 00:08:09.520]  又如何持住愚昧
[00:08:09.520 --> 00:08:16.440]  等我看明世人在天下一生當行何事唯美」
[00:08:16.440 --> 00:08:22.760]  「肉體舒暢」這個詞原文的意思是
[00:08:22.760 --> 00:08:25.880]  其實是拉拉扯扯的意思
[00:08:25.880 --> 00:08:27.920]  Draw、Drag的意思
[00:08:27.920 --> 00:08:33.240]  可以理解爲「啪啪啪」
[00:08:33.240 --> 00:08:37.800]  也可以引申理解爲「刺激起來」
[00:08:37.800 --> 00:08:43.560]  因爲拉拉扯扯會刺激起來
[00:08:43.560 --> 00:08:49.720]  傳道者在品嚐人間美酒
[00:08:49.720 --> 00:08:53.720]  他想去感受一下酒後那種飄飄然
[00:08:53.720 --> 00:08:57.520]  「啪啪啪」的刺激感覺
[00:08:57.520 --> 00:09:00.880]  他不是那種狂喝
[00:09:00.880 --> 00:09:06.240]  喝到酩酊大醉的那種
[00:09:06.240 --> 00:09:11.360]  因爲他說他仍以智慧引導
[00:09:11.360 --> 00:09:13.760]  即是說他不是亂來的
[00:09:13.760 --> 00:09:16.800]  他真的很清楚自己在做什麼
[00:09:16.800 --> 00:09:20.240]  他知道他現在喝酒的目的是什麼
[00:09:20.240 --> 00:09:24.880]  他目的是品嚐人間極品的美酒
[00:09:24.880 --> 00:09:32.480]  看看酒能否給他喜樂、滿足
[00:09:32.480 --> 00:09:35.920]  當他喝到飄飄然的時候
[00:09:35.920 --> 00:09:38.040]  但他不是喝醉
[00:09:38.040 --> 00:09:43.040]  他是酒醉都有三分醒的時候
[00:09:43.040 --> 00:09:47.200]  他想到人生這麼短暫
[00:09:47.200 --> 00:09:50.560]  在人生這麼短小的日子裏
[00:09:50.560 --> 00:09:53.400]  人究竟應該做些什麼
[00:09:53.400 --> 00:09:59.400]  這纔是值得或者有意義呢?
[00:09:59.400 --> 00:10:04.280]  於是他可能拿着一杯酒想着想着
[00:10:04.280 --> 00:10:06.720]  就想到九樣東西
[00:10:06.720 --> 00:10:09.080]  他想爲自己做九樣東西
[00:10:09.080 --> 00:10:17.680]  看看是否可以得到真正的喜樂、平安、滿足
[00:10:17.680 --> 00:10:22.640]  接着的經文由第四節到第八節裏
[00:10:22.640 --> 00:10:27.160]  總共用了九次「爲自己」這個字
[00:10:27.160 --> 00:10:30.760]  中文的翻譯裏面就數得好像五六個
[00:10:30.760 --> 00:10:33.440]  但其實我等下說每一樣東西的時候
[00:10:33.440 --> 00:10:35.600]  其實它都是有原文
[00:10:35.600 --> 00:10:37.440]  是有一個字叫「爲自己」
[00:10:37.440 --> 00:10:39.000]  爲自己做這樣做那樣
[00:10:39.000 --> 00:10:43.520]  爲自己做這樣做那樣
[00:10:43.520 --> 00:10:47.080]  我們看第四節
[00:10:47.080 --> 00:10:52.240]  他說第一樣爲自己做的事就是建造房屋
[00:10:52.240 --> 00:11:00.160]  包括聖殿、皇宮和其他的城
[00:11:00.160 --> 00:11:08.480]  第二樣他爲自己做的是爲自己栽種葡萄園
[00:11:08.480 --> 00:11:12.480]  其實是有個「爲自己」的字跟着
[00:11:12.480 --> 00:11:15.440]  我們看第五節
[00:11:15.440 --> 00:11:19.640]  第三樣他爲自己做的是
[00:11:19.640 --> 00:11:24.840]  爲自己收造園遊、栽種各樣果樹
[00:11:24.840 --> 00:11:31.120]  園遊即是花園、公園、果園之類的
[00:11:31.120 --> 00:11:32.960]  我們知道讀《雅歌》
[00:11:32.960 --> 00:11:39.320]  我們會看到所羅門王是擁有葡萄園、果園的
[00:11:39.320 --> 00:11:40.720]  第六節
[00:11:40.720 --> 00:11:43.560]  第四樣他爲自己做的就是
[00:11:43.560 --> 00:11:49.920]  挖造水池來灌溉果園
[00:11:49.920 --> 00:11:52.520]  第七節
[00:11:52.520 --> 00:11:54.520]  第五樣他爲自己做的就是
[00:11:54.520 --> 00:11:56.240]  他買了很多盧木
[00:11:56.240 --> 00:11:59.640]  跟着亦都生了很多其他的
[00:11:59.640 --> 00:12:02.160]  即是他的子女出來亦都是盧木
[00:12:02.160 --> 00:12:05.720]  很多木屁
