
[00:00:00.000 --> 00:00:05.200]  剛讀這段的《約翰福音》第十章二十二節
[00:00:05.200 --> 00:00:07.860]  提到有修奠節
[00:00:07.860 --> 00:00:11.160]  原來是為期有八天的時間
[00:00:11.160 --> 00:00:15.000]  紀念到主前一百六十四年
[00:00:15.000 --> 00:00:18.400]  由大瑪加比潔淨聖殿
[00:00:18.400 --> 00:00:22.700]  並且重新去獻上聖殿
[00:00:22.700 --> 00:00:26.900]  因為敘利亞的西流古王
[00:00:26.900 --> 00:00:32.400]  叫做安提亞古愛比潔尼斯
[00:00:32.400 --> 00:00:39.800]  他是將希臘的風俗、宗教強加於猶太人身上
[00:00:39.800 --> 00:00:43.800]  因為猶太地的人反對最大
[00:00:43.800 --> 00:00:47.900]  他就對猶太人施暴
[00:00:47.900 --> 00:00:52.400]  最厲害就是污衊了聖殿
[00:00:52.400 --> 00:00:59.400]  他將聖殿改建為宙斯奧林匹斯的廟
[00:00:59.400 --> 00:01:02.800]  在原來獻祭的地方
[00:01:02.800 --> 00:01:07.900]  為著偶像來設立祭壇
[00:01:07.900 --> 00:01:11.400]  並且在壇上獻珠
[00:01:11.400 --> 00:01:15.700]  後來猶太人終於推翻了他
[00:01:15.700 --> 00:01:21.500]  他們在猶大瑪加比帶領之下獲得大勝
[00:01:21.500 --> 00:01:24.700]  再次來到潔淨聖殿
[00:01:24.700 --> 00:01:29.800]  並且向神獻上聖殿
[00:01:29.800 --> 00:01:36.100]  可能這個修殿節不是猶太人最大的節日
[00:01:36.100 --> 00:01:41.100]  但卻是他們最喜樂的時刻
[00:01:41.100 --> 00:01:45.500]  這個修殿節又叫做「燭光節」
[00:01:45.500 --> 00:01:48.800]  因為在這個節日當中
[00:01:48.800 --> 00:01:52.200]  家家戶戶都是燈火通明
[00:01:52.200 --> 00:01:55.400]  是在十二月下旬的時間
[00:01:55.400 --> 00:02:00.100]  經文耶義節也說到是冬天的時候
[00:02:00.100 --> 00:02:04.700]  猶太人帶著自己城鄉裡的會堂
[00:02:04.700 --> 00:02:08.000]  來慶祝這個節日
[00:02:08.000 --> 00:02:12.300]  當時耶穌身在猶太
[00:02:12.300 --> 00:02:16.300]  他就去耶路撒冷守節
[00:02:16.300 --> 00:02:21.000]  當耶穌在店裡的鎖羅門廊
[00:02:21.000 --> 00:02:24.200]  廊下走過的時候
[00:02:24.200 --> 00:02:26.600]  原來這個鎖羅門廊
[00:02:26.600 --> 00:02:29.500]  就在聖殿的東區
[00:02:29.500 --> 00:02:33.800]  它是有蓋的一個長廊
[00:02:33.800 --> 00:02:38.400]  原來蓋子是四十八尺寬的
[00:02:38.400 --> 00:02:42.100]  由香柏木造的天花板
[00:02:42.100 --> 00:02:49.200]  由三十八尺高的白色大理石做柱
[00:02:49.200 --> 00:02:54.100]  可以擋住冬天的寒冷
[00:02:54.100 --> 00:02:58.200]  當聖殿的儀式結束之後
[00:02:58.200 --> 00:03:02.400]  會眾就可以去到這個鎖羅門廊下
[00:03:02.400 --> 00:03:06.000]  來討論聖經
[00:03:06.000 --> 00:03:09.100]  在《使徒行傳》的五章十二節
[00:03:09.100 --> 00:03:12.000]  有提到早期的基督徒
[00:03:12.000 --> 00:03:15.800]  他們就在這個鎖羅門的走廊當中
[00:03:15.800 --> 00:03:18.800]  來到有聚會
[00:03:18.800 --> 00:03:21.600]  我們要去跟隨好目者
[00:03:21.600 --> 00:03:25.900]  第一方面就是正如二十七節說到
[00:03:25.900 --> 00:03:29.600]  要去聽主的聲音
[00:03:29.600 --> 00:03:34.000]  在約翰福音同一章十章的十一節
[00:03:34.000 --> 00:03:37.000]  主耶穌說:我是好目人
[00:03:37.000 --> 00:03:39.900]  好目人為羊舍命
[00:03:39.900 --> 00:03:43.500]  好目人因著愛羊群
[00:03:43.500 --> 00:03:47.700]  專心來照顧這些羊群
[00:03:47.700 --> 00:03:52.600]  保護牠們免受一些野獸的侵害
[00:03:52.600 --> 00:03:56.100]  必須要冒著生命危險
[00:03:56.100 --> 00:04:00.800]  主就是一位好目人
[00:04:00.800 --> 00:04:07.000]  他也是表達到有一天
[00:04:07.000 --> 00:04:12.600]  他要為著他的羊群獻上他的生命
[00:04:12.600 --> 00:04:16.900]  在耶四節提到突然之間
[00:04:16.900 --> 00:04:22.200]  是耶穌被一群不懷好意的猶太官長
[00:04:22.200 --> 00:04:25.100]  來去包圍
[00:04:25.100 --> 00:04:27.400]  他們對主說:
[00:04:27.400 --> 00:04:31.700]  你叫我們猶豫不定到何時呢?
[00:04:31.700 --> 00:04:37.000]  你若是基督就明明的告訴我們
[00:04:37.000 --> 00:04:40.600]  他們不是真心想要去知道
[00:04:40.600 --> 00:04:44.500]  耶穌是不是基督
[00:04:44.500 --> 00:04:48.400]  意思是受告者
[00:04:48.400 --> 00:04:55.400]  就是一位君王、先知、祭司
[00:04:55.400 --> 00:04:59.400]  耶穌就是履行這些的職份
[00:04:59.400 --> 00:05:03.700]  他們也不是想要相信這位主
[00:05:03.700 --> 00:05:07.300]  剛剛在十章的夜五夜六節
[00:05:07.300 --> 00:05:10.200]  主這樣去回答
[00:05:10.200 --> 00:05:11.600]  耶穌回答說:
[00:05:11.600 --> 00:05:13.700]  我已經告訴你們
[00:05:13.700 --> 00:05:15.400]  你們不信
[00:05:15.400 --> 00:05:18.400]  我奉我父之名所行的事
[00:05:18.400 --> 00:05:20.300]  可以為我作見證
[00:05:20.300 --> 00:05:22.400]  只是你們不信
[00:05:22.400 --> 00:05:25.100]  因為你們不是我的羊
[00:05:25.100 --> 00:05:28.300]  這些猶太官長
[00:05:28.300 --> 00:05:32.200]  想耶穌明明說祂自己是基督
[00:05:32.200 --> 00:05:34.500]  我是基督
[00:05:34.500 --> 00:05:36.700]  希望藉此
[00:05:36.700 --> 00:05:39.000]  從祂的說話當中
[00:05:39.000 --> 00:05:42.500]  找到控訴祂的把柄
[00:05:42.500 --> 00:05:44.900]  但是他們未能夠如願
[00:05:44.900 --> 00:05:47.100]  因為耶穌回答說:
[00:05:47.100 --> 00:05:49.700]  我已經告訴你們
[00:05:49.700 --> 00:05:51.200]  你們不信
[00:05:51.200 --> 00:05:54.200]  祂沒有直接說我是基督
[00:05:54.200 --> 00:05:59.100]  耶穌雖然沒有在猶太人當中公開宣告
[00:05:59.100 --> 00:06:01.100]  祂是哪一個
[00:06:01.100 --> 00:06:04.000]  或者祂就是基督
[00:06:04.000 --> 00:06:07.500]  但是祂是用不同的方式
[00:06:07.500 --> 00:06:11.000]  向他們顯示了祂是哪一個
[00:06:11.000 --> 00:06:14.300]  祂曾經說給法利塞人
[00:06:14.300 --> 00:06:18.500]  和猶太官長的尼哥底姆說
[00:06:18.500 --> 00:06:21.200]  祂是同天降下的人子
[00:06:21.200 --> 00:06:25.800]  在約翰福音三章十三十四節提到
[00:06:25.800 --> 00:06:28.500]  當主在不是大池旁
[00:06:28.500 --> 00:06:32.500]  去醫好一個騎腿行動不便的人
[00:06:32.500 --> 00:06:34.100]  祂說給猶太人聽
[00:06:34.100 --> 00:06:38.200]  祂所做的工作就是負的工作
[00:06:38.200 --> 00:06:41.800]  他們聽了之後想要殺耶穌
[00:06:41.800 --> 00:06:44.700]  因為他們覺得
[00:06:44.700 --> 00:06:48.400]  耶穌將自己和神等同
[00:06:48.400 --> 00:06:51.800]  褻瀆了神
[00:06:51.800 --> 00:06:55.200]  他們也看耶穌在安息日
[00:06:55.200 --> 00:06:58.900]  做這個醫治的工作不適切
[00:06:58.900 --> 00:07:01.600]  耶穌對他們說
[00:07:01.600 --> 00:07:04.100]  我負作事直到如今
[00:07:04.100 --> 00:07:06.000]  我也作事
[00:07:06.000 --> 00:07:10.800]  所以猶太人越想殺害祂
[00:07:10.800 --> 00:07:15.800]  因為他們認為耶穌不單止
[00:07:15.800 --> 00:07:18.800]  犯了安息日的例
[00:07:18.800 --> 00:07:20.400]  不好工作
[00:07:20.400 --> 00:07:25.100]  認為祂進行醫治騎腿的人
[00:07:25.100 --> 00:07:27.300]  是犯例
[00:07:27.300 --> 00:07:29.900]  並且稱神為祂的父
[00:07:29.900 --> 00:07:33.400]  將自己和神等同
[00:07:33.400 --> 00:07:35.800]  在耶五節耶穌回答說
[00:07:35.800 --> 00:07:37.800]  我奉我父之名
[00:07:37.800 --> 00:07:41.300]  所行的事可以為我作見證
[00:07:41.300 --> 00:07:44.200]  其實在約翰福音二章三節
[00:07:44.200 --> 00:07:48.100]  當耶穌在耶路撒冷過御月節的時候
[00:07:48.100 --> 00:07:51.400]  有很多人親眼見到祂行神蹟
[00:07:51.400 --> 00:07:53.400]  就是信了祂的名
[00:07:53.400 --> 00:07:55.400]  信祂是一位神
[00:07:55.400 --> 00:07:59.500]  偏偏這些猶太的官長不信
[00:07:59.500 --> 00:08:01.400]  正如十章耶六節說
[00:08:01.400 --> 00:08:03.600]  只是你們不信
[00:08:03.600 --> 00:08:06.700]  因為你們不是我的羊
[00:08:06.700 --> 00:08:08.100]  耶七節同樣說
[00:08:08.100 --> 00:08:10.600]  我的羊聽我的聲音
[00:08:10.600 --> 00:08:13.100]  我也認識他們
[00:08:13.100 --> 00:08:15.400]  顯示了門徒
