
[00:00:00.000 --> 00:00:04.000]  為什麼基督徒的生活應該不是隨波逐流
[00:00:04.000 --> 00:00:06.000]  而是逆流而上
[00:00:06.000 --> 00:00:09.000]  我記得在前不久之前我跟大家分享過
[00:00:09.000 --> 00:00:12.000]  在台灣有兩個很出名的畫家
[00:00:12.000 --> 00:00:15.000]  一個叫朱德雍 一個叫蔡志忠
[00:00:15.000 --> 00:00:18.000]  那麼我也跟你們分享過蔡志忠講了一段話
[00:00:18.000 --> 00:00:20.000]  顛覆了我內心的世界
[00:00:20.000 --> 00:00:22.000]  那麼那段話是怎麼說的呢
[00:00:22.000 --> 00:00:23.000]  他第一句是說
[00:00:23.000 --> 00:00:25.000]  我人生不知道想幹什麼好
[00:00:25.000 --> 00:00:26.000]  所以感到很苦惱
[00:00:26.000 --> 00:00:28.000]  那麼這句話很普通 大家都經歷過
[00:00:28.000 --> 00:00:31.000]  有一段時間你完全不知道人生應該做什麼
[00:00:31.000 --> 00:00:33.000]  也活著也不知道為什麼
[00:00:33.000 --> 00:00:35.000]  可是他下一句話就顛覆我內心世界
[00:00:35.000 --> 00:00:38.000]  他說因此從三歲半到四歲半
[00:00:38.000 --> 00:00:39.000]  我苦苦思考了一年
[00:00:39.000 --> 00:00:42.000]  最後決定我這一生要畫畫
[00:00:42.000 --> 00:00:45.000]  聽清楚 是從三歲半到四歲半
[00:00:45.000 --> 00:00:48.000]  我到三十歲半還苦苦思考
[00:00:48.000 --> 00:00:49.000]  今晚吃什麼好呢
[00:00:49.000 --> 00:00:51.000]  人家三歲半已經在思考
[00:00:51.000 --> 00:00:53.000]  我人生應該做什麼
[00:00:53.000 --> 00:00:54.000]  不單止他如此
[00:00:54.000 --> 00:00:56.000]  他整條村的人都是這樣子
[00:00:56.000 --> 00:01:00.000]  哇 好厲害的 為什麼三歲半就知道自己要做什麼
[00:01:00.000 --> 00:01:03.000]  蔡志忠還講了一句話很有意思
[00:01:03.000 --> 00:01:05.000]  他這句話跟我們的主題有關
[00:01:05.000 --> 00:01:09.000]  他說只有死魚才會隨波逐流
[00:01:09.000 --> 00:01:12.000]  活的魚總會逆流而上
[00:01:12.000 --> 00:01:14.000]  這是他講的其中一句話
[00:01:14.000 --> 00:01:17.000]  人活著如果只是隨波逐流的話
[00:01:17.000 --> 00:01:18.000]  其實你是一個死的人
[00:01:18.000 --> 00:01:20.000]  因為你沒有思想
[00:01:20.000 --> 00:01:22.000]  你完全沒有想過你到底要什麼
[00:01:22.000 --> 00:01:25.000]  你只是隨著大家往那邊去
[00:01:25.000 --> 00:01:27.000]  一直你就往那邊去
[00:01:27.000 --> 00:01:30.000]  我記得很久以前我在
[00:01:30.000 --> 00:01:35.000]  有一個很有智慧的投資的人
[00:01:35.000 --> 00:01:36.000]  他是搞商業的
[00:01:36.000 --> 00:01:38.000]  是賺錢賺得很多
[00:01:38.000 --> 00:01:41.000]  他跟我講說他以前學股票的時候
[00:01:41.000 --> 00:01:44.000]  有一點想不通
[00:01:44.000 --> 00:01:45.000]  那我也想不通
[00:01:45.000 --> 00:01:47.000]  因為我對股票認識不多
[00:01:47.000 --> 00:01:51.000]  但是我所認識最基本的概念就是
[00:01:51.000 --> 00:01:53.000]  它便宜的時候你買進來
[00:01:53.000 --> 00:01:55.000]  股票升的時候你賣出去
[00:01:55.000 --> 00:01:56.000]  那你就賺錢
[00:01:56.000 --> 00:01:57.000]  股票是這樣
[00:01:57.000 --> 00:01:59.000]  他說為什麼大部分的人都說
[00:01:59.000 --> 00:02:01.000]  股票升了趕快買
[00:02:01.000 --> 00:02:03.000]  然後股票跌了趕快賣
[00:02:03.000 --> 00:02:06.000]  為什麼大部分都是這樣
[00:02:06.000 --> 00:02:08.000]  你去看所有股場的人
[00:02:08.000 --> 00:02:11.000]  這次股票升了趕快買
[00:02:11.000 --> 00:02:13.000]  然後跌的時候就賣
[00:02:13.000 --> 00:02:16.000]  你是講賺錢還是虧錢
[00:02:16.000 --> 00:02:18.000]  每個人都知道concept
[00:02:18.000 --> 00:02:20.000]  什麼是對的觀念
[00:02:20.000 --> 00:02:21.000]  當我們活出來的時候
[00:02:21.000 --> 00:02:25.000]  很少人會按照對的觀念去活的
[00:02:25.000 --> 00:02:26.000]  大部分的人都按照一些
[00:02:26.000 --> 00:02:28.000]  很奇奇怪怪的觀念
[00:02:28.000 --> 00:02:30.000]  然後去活得一塌糊塗
[00:02:30.000 --> 00:02:31.000]  所以今天我們來講說
[00:02:31.000 --> 00:02:33.000]  做一個基督徒
[00:02:33.000 --> 00:02:35.000]  我們為什麼不要選擇
[00:02:35.000 --> 00:02:39.000]  隨意忙亂的跟隨一些亂七八糟的
[00:02:39.000 --> 00:02:43.000]  隨波逐流的一些扭曲的觀念去生活
[00:02:43.000 --> 00:02:44.000]  是我們要逆流而上
[00:02:44.000 --> 00:02:46.000]  逆流而上不容易
[00:02:46.000 --> 00:02:47.000]  但是既然是活的人
[00:02:47.000 --> 00:02:48.000]  我們有生命
[00:02:48.000 --> 00:02:50.000]  應該花時間去思想
[00:02:50.000 --> 00:02:52.000]  你人生應該怎麼樣活
[00:02:52.000 --> 00:02:54.000]  所以我們今天會看一段聖經
[00:02:54.000 --> 00:02:56.000]  在哥羅西書的一章九到十四節
[00:02:56.000 --> 00:02:59.000]  那邊保羅對基督徒有一個禱告
[00:02:59.000 --> 00:03:00.000]  我們從這個禱告當中
[00:03:00.000 --> 00:03:02.000]  我們學一點功課
[00:03:02.000 --> 00:03:04.000]  希望能夠幫到我們人生當中
[00:03:04.000 --> 00:03:07.000]  不要再過一些隨波逐流的生活
[00:03:07.000 --> 00:03:08.000]  那邊說因此
[00:03:08.000 --> 00:03:11.000]  我們自從聽見的日子
[00:03:11.000 --> 00:03:14.000]  也就為你們不住的禱告祈求
[00:03:14.000 --> 00:03:16.000]  願你們在一切屬您的智慧
[00:03:16.000 --> 00:03:19.000]  悟性上滿心知道神的旨意
[00:03:19.000 --> 00:03:22.000]  好叫你們行事為人對得起主
[00:03:22.000 --> 00:03:24.000]  凡事蒙他喜悅
[00:03:24.000 --> 00:03:27.000]  在一切善事上結果子
[00:03:27.000 --> 00:03:29.000]  漸漸的多知道神
[00:03:29.000 --> 00:03:33.000]  願他照他榮耀的全能
[00:03:33.000 --> 00:03:36.000]  得以在各樣的事上立上佳例
[00:03:36.000 --> 00:03:40.000]  好叫你們凡事歡歡喜喜的忍耐寬容
[00:03:40.000 --> 00:03:41.000]  又感謝父
[00:03:41.000 --> 00:03:46.000]  叫我們能與眾聖徒在光明中同得激業
[00:03:46.000 --> 00:03:49.000]  他救了我們脫離黑暗的權勢
[00:03:49.000 --> 00:03:52.000]  把我們牽到他愛子的國裡
[00:03:52.000 --> 00:03:55.000]  我們在愛子裡蒙救贖
[00:03:55.000 --> 00:03:58.000]  罪過得以赦免
[00:03:58.000 --> 00:04:00.000]  這是保羅的一段經文
[00:04:00.000 --> 00:04:02.000]  就是他寫給格林多教會的
[00:04:02.000 --> 00:04:05.000]  他聽到他們有很多愛心各方面
[00:04:05.000 --> 00:04:06.000]  然後就為他們感恩
[00:04:06.000 --> 00:04:09.000]  以下這段經文是他為他們的一個禱告
[00:04:09.000 --> 00:04:11.000]  那麼今天我想提的第一點是
[00:04:11.000 --> 00:04:13.000]  如果你要想逆流而上
[00:04:13.000 --> 00:04:16.000]  我們需要知道逆流而上背後的動機動力
[00:04:16.000 --> 00:04:17.000]  應該是什麼
[00:04:17.000 --> 00:04:20.000]  第一個就是因為神的恩典的緣故
[00:04:20.000 --> 00:04:22.000]  如果你不了解說為什麼
[00:04:22.000 --> 00:04:24.000]  有時候你會走不遠
[00:04:24.000 --> 00:04:26.000]  在格林多的
[00:04:26.000 --> 00:04:27.000]  剛剛我們看的
[00:04:27.000 --> 00:04:31.000]  在哥羅西書的一章十三節那邊說
[00:04:31.000 --> 00:04:32.000]  十三十四
[00:04:32.000 --> 00:04:33.000]  他說又感謝父
[00:04:33.000 --> 00:04:37.000]  叫我們能與眾聖徒在光明中同得激業
[00:04:37.000 --> 00:04:39.000]  他救了我們脫離黑暗的權勢
[00:04:39.000 --> 00:04:41.000]  把我們牽到他愛子的國裡
[00:04:41.000 --> 00:04:43.000]  我們在愛子裡蒙救贖
[00:04:43.000 --> 00:04:45.000]  罪過得以赦免
[00:04:45.000 --> 00:04:47.000]  我想提一提就是
[00:04:47.000 --> 00:04:50.000]  你知道我們得救以後
[00:04:50.000 --> 00:04:51.000]  作為基督徒
[00:04:51.000 --> 00:04:52.000]  我們都知道說
[00:04:52.000 --> 00:04:55.000]  應該按照一個新的樣式生活
[00:04:55.000 --> 00:04:57.000]  但我想提的是
[00:04:57.000 --> 00:05:00.000]  我們不是因為要做一些好事
[00:05:00.000 --> 00:05:01.000]  過著好的生活
[00:05:01.000 --> 00:05:04.000]  因此我們認識了神
[00:05:04.000 --> 00:05:05.000]  是相反
[00:05:05.000 --> 00:05:07.000]  是你先認識了神
[00:05:07.000 --> 00:05:08.000]  你得到祂的恩典
[00:05:08.000 --> 00:05:13.000]  然後你是用回應祂恩典的方式
[00:05:13.000 --> 00:05:15.000]  我是用感恩的方式
[00:05:15.000 --> 00:05:16.000]  去過一個新的生活
[00:05:16.000 --> 00:05:19.000]  所以你要過一個新的生活的動機
[00:05:19.000 --> 00:05:22.000]  來自於因為神給你很多的恩典
[00:05:22.000 --> 00:05:24.000]  其中這邊講了很多的恩典
[00:05:24.000 --> 00:05:25.000]  第一個說
[00:05:25.000 --> 00:05:29.000]  祂叫我們能夠與眾聖徒在光明中同得激業
[00:05:29.000 --> 00:05:32.000]  就是神在祂的國度裡面
[00:05:32.000 --> 00:05:35.000]  為你預備了一分的激業
[00:05:35.000 --> 00:05:36.000]  中文講得不太懂
[00:05:36.000 --> 00:05:39.000]  如果說英文inheritance
[00:05:39.000 --> 00:05:41.000]  你比較了解這個觀念
[00:05:41.000 --> 00:05:45.000]  inheritance或者翻成中文是遺產
[00:05:45.000 --> 00:05:46.000]  你知道遺產的意思
[00:05:46.000 --> 00:05:48.000]  遺產就是繼承的
[00:05:48.000 --> 00:05:50.000]  不是你努力賺來的
[00:05:50.000 --> 00:05:51.000]  賺來的是你的人工
[00:05:51.000 --> 00:05:52.000]  那不叫遺產
[00:05:52.000 --> 00:05:54.000]  遺產是說神為你預備
[00:05:54.000 --> 00:05:56.000]  你可以繼承的東西
[00:05:56.000 --> 00:05:58.000]  那一筆是很大的
[00:05:58.000 --> 00:06:00.000]  沒有人說
[00:06:00.000 --> 00:06:01.000]  你有沒有聽過人說
[00:06:01.000 --> 00:06:02.000]  我經過多年努力工作
[00:06:02.000 --> 00:06:04.000]  終於繼承我爸的遺產
[00:06:04.000 --> 00:06:06.000]  不會的
[00:06:06.000 --> 00:06:07.000]  遺產是繼承的
[00:06:07.000 --> 00:06:09.000]  You do nothing
[00:06:09.000 --> 00:06:12.000]  You probably didn't deserve it
[00:06:12.000 --> 00:06:13.000]  你不配得
[00:06:13.000 --> 00:06:15.000]  但是神的緣故
[00:06:15.000 --> 00:06:16.000]  神給你恩典的緣故
[00:06:16.000 --> 00:06:18.000]  祂為你預備的那一筆
[00:06:18.000 --> 00:06:20.000]  那個積產是很重要
[00:06:20.000 --> 00:06:22.000]  那個是我們的盼望
[00:06:22.000 --> 00:06:23.000]  今天你還沒看到
[00:06:23.000 --> 00:06:24.000]  你還沒得到
[00:06:24.000 --> 00:06:26.000]  但是神說
[00:06:26.000 --> 00:06:28.000]  有一天我為你預備的
[00:06:28.000 --> 00:06:30.000]  超過你現在所能夠想像
[00:06:30.000 --> 00:06:31.000]  所能夠看得見
[00:06:31.000 --> 00:06:34.000]  你想不到我為你預備有多豐盛
[00:06:34.000 --> 00:06:35.000]  這是其中一個恩典
[00:06:35.000 --> 00:06:38.000]  就是我們得了一個基業
[00:06:38.000 --> 00:06:39.000]  一個遺產
[00:06:39.000 --> 00:06:40.000]  一個inheritance
[00:06:40.000 --> 00:06:42.000]  是神將來為我們預備的
[00:06:42.000 --> 00:06:43.000]  第二個
[00:06:43.000 --> 00:06:44.000]  祂把我們
[00:06:44.000 --> 00:06:47.000]  能夠替我們脫離了黑暗的權勢
[00:06:47.000 --> 00:06:49.000]  把我們遷到愛子的國度
[00:06:49.000 --> 00:06:51.000]  我們從出生到現在
[00:06:51.000 --> 00:06:53.000]  只活在一個國度
[00:06:53.000 --> 00:06:54.000]  就是地球上的國度
[00:06:54.000 --> 00:06:55.000]  無論你是在中國大陸
[00:06:55.000 --> 00:06:56.000]  還是你在香港
[00:06:56.000 --> 00:06:57.000]  你在台灣
[00:06:57.000 --> 00:06:58.000]  現在來到美國
[00:06:58.000 --> 00:06:59.000]  轉來轉去
[00:06:59.000 --> 00:07:00.000]  都是地上的國度
[00:07:00.000 --> 00:07:02.000]  神說我有一個另外的國度
[00:07:02.000 --> 00:07:04.000]  不屬於這世上的
[00:07:04.000 --> 00:07:06.000]  但是在那個國度裡面
[00:07:06.000 --> 00:07:07.000]  你是一分子
[00:07:07.000 --> 00:07:08.000]  我算你一分
[00:07:08.000 --> 00:07:10.000]  如果你認識耶穌基督的話
[00:07:10.000 --> 00:07:11.000]  這是第一個最大的恩典
[00:07:11.000 --> 00:07:13.000]  就是當你知道
[00:07:13.000 --> 00:07:15.000]  我們有一天都會死去
[00:07:15.000 --> 00:07:16.000]  當你過去的時候
[00:07:16.000 --> 00:07:18.000]  你知道等著你的
[00:07:18.000 --> 00:07:21.000]  是另外一個很榮耀的國度
[00:07:21.000 --> 00:07:22.000]  那裡面沒有眼淚
[00:07:22.000 --> 00:07:24.000]  神說我會擦乾你一些的眼淚
[00:07:24.000 --> 00:07:27.000]  這個是神給我們第二個最大的恩典
[00:07:27.000 --> 00:07:29.000]  第三個恩典
[00:07:29.000 --> 00:07:32.000]  保羅告訴我們說
[00:07:32.000 --> 00:07:33.000]  我們的愛子裡
[00:07:33.000 --> 00:07:34.000]  得蒙救贖
[00:07:34.000 --> 00:07:36.000]  罪過得以赦免
[00:07:36.000 --> 00:07:38.000]  這是其中一個最大的恩典
[00:07:38.000 --> 00:07:40.000]  有時候我不知道你啊
[00:07:40.000 --> 00:07:42.000]  我一輩子做錯很多的事情
[00:07:42.000 --> 00:07:43.000]  到今天為止
[00:07:43.000 --> 00:07:45.000]  每天不斷地做錯
[00:07:45.000 --> 00:07:46.000]  有時候態度錯
[00:07:46.000 --> 00:07:47.000]  有時候講話錯
[00:07:47.000 --> 00:07:48.000]  得罪了人
[00:07:48.000 --> 00:07:49.000]  有時候太自私
[00:07:49.000 --> 00:07:50.000]  Whatever
[00:07:50.000 --> 00:07:52.000]  就是每天我有很多的軟弱
[00:07:52.000 --> 00:07:53.000]  感謝神
[00:07:53.000 --> 00:07:55.000]  如果不是神告訴我說
[00:07:55.000 --> 00:07:57.000]  我真的愛能夠接納你
[00:07:57.000 --> 00:07:58.000]  所有的軟弱
[00:07:58.000 --> 00:08:00.000]  我知道你有多脆弱
[00:08:00.000 --> 00:08:01.000]  但是我還是愛你
[00:08:01.000 --> 00:08:03.000]  我赦免你一切的罪
[00:08:03.000 --> 00:08:04.000]  如果不是這樣的恩典
[00:08:04.000 --> 00:08:06.000]  大概我們沒有動力
