
[00:00:00.000 --> 00:00:02.760]  上個星期我們一起看
[00:00:02.760 --> 00:00:06.680]  鐵撒羅尼加前書的第三章
[00:00:06.680 --> 00:00:08.440]  在那裏我們得到的教導就是
[00:00:08.440 --> 00:00:11.080]  保羅勸勉當時的信徒
[00:00:11.080 --> 00:00:16.280]  在患難裏面仍然持守對基督耶穌的信心
[00:00:16.280 --> 00:00:19.240]  不過很多時候我們發覺
[00:00:19.240 --> 00:00:22.360]  我們做基督徒的挑戰
[00:00:22.360 --> 00:00:28.040]  不是單單來自困難或者是苦難
[00:00:28.040 --> 00:00:30.800]  很多時候在無風無浪的時候
[00:00:30.800 --> 00:00:35.440]  我們會發覺我們的信仰同樣會受到很大的挑戰
[00:00:35.440 --> 00:00:37.000]  保羅在這裏告訴我們
[00:00:37.000 --> 00:00:38.840]  挑戰很多時候在這裏就是說
[00:00:38.840 --> 00:00:43.560]  我們會來自各種的試探、誘惑
[00:00:43.560 --> 00:00:47.040]  今天我們嘗試從這份經文去探討一下
[00:00:47.040 --> 00:00:50.240]  究竟我們面對試探的時候
[00:00:50.240 --> 00:00:55.280]  我們怎樣可以持守在耶穌基督裏面的信心
[00:00:55.280 --> 00:00:58.360]  在開始之前我想問一問大家
[00:00:58.360 --> 00:01:00.320]  你從來有沒有想過
[00:01:00.320 --> 00:01:08.880]  我們怎樣才知道我們在耶穌基督裏面的屬靈生命是否健康
[00:01:08.880 --> 00:01:10.880]  你怎樣去決定
[00:01:10.880 --> 00:01:11.920]  或者這樣問
[00:01:11.920 --> 00:01:15.280]  你覺得你現在的屬靈生命是否健康
[00:01:15.280 --> 00:01:18.120]  如果是健康或者不是健康的時候
[00:01:18.120 --> 00:01:20.120]  你怎樣知道呢
[00:01:20.120 --> 00:01:24.200]  有一次特朗普在一個訪問當中
[00:01:24.200 --> 00:01:26.200]  他就跟一些人說
[00:01:26.200 --> 00:01:29.560]  我是一個不屬於任何宗派的基督徒
[00:01:29.560 --> 00:01:34.440]  也許由於他自稱是一個基督徒
[00:01:34.440 --> 00:01:38.320]  所以美國有很多的基督徒投票支持他的
[00:01:38.320 --> 00:01:43.280]  當然也有很多的基督徒不相信他是一個真正的基督徒
[00:01:43.280 --> 00:01:47.000]  因為他實際上有很多的言語行為
[00:01:47.000 --> 00:01:50.920]  並不符合聖經的體統
[00:01:50.920 --> 00:01:56.320]  我們不在這裏討論特朗普是否一個真正的基督徒
[00:01:56.320 --> 00:01:59.440]  就當他是一個真正的基督徒
[00:01:59.440 --> 00:02:06.800]  你覺得他是不是一個正常和屬靈生命是健康的基督徒呢
[00:02:06.800 --> 00:02:14.480]  有一次特朗普去訪問去探訪一個精神病院
[00:02:14.480 --> 00:02:16.480]  他就問院長
[00:02:16.480 --> 00:02:23.520]  你用什麼方法來決定病人是否需要留院治療呢
[00:02:23.520 --> 00:02:28.040]  院長就說我們通常會裝一個浴缸放滿水
[00:02:28.040 --> 00:02:32.840]  然後給病人一個茶杯和一個水桶
[00:02:32.840 --> 00:02:36.240]  然後叫病人把浴缸的水都清掉
[00:02:36.240 --> 00:02:40.840]  特朗普為了表現自己的聰明智慧
[00:02:40.840 --> 00:02:46.680]  未等院長說下去之前 特朗普就說我知道
[00:02:46.680 --> 00:02:50.840]  很簡單 正常人一定會用水桶
[00:02:50.840 --> 00:02:56.160]  因為水桶比茶更大 茶匙和茶杯
[00:02:56.160 --> 00:02:59.680]  院長就看了一會 然後就說
[00:02:59.680 --> 00:03:06.040]  總統先生 正常人是會拉起水塞放水的
[00:03:06.040 --> 00:03:10.680]  你需要我安排一個有窗口的房間給你嗎
[00:03:10.680 --> 00:03:14.560]  當然這不是一個真實的故事
[00:03:14.560 --> 00:03:17.040]  但是這個故事告訴我們一件事
[00:03:17.040 --> 00:03:24.080]  我們的言語行為是反映了我們的身心是否健康
[00:03:24.080 --> 00:03:29.040]  同樣我們今天所做和所講的某個程度上
[00:03:29.040 --> 00:03:34.600]  是表明我們究竟屬靈生命是否健康
[00:03:34.600 --> 00:03:39.600]  我問大家 你說一個真正的基督徒
[00:03:39.600 --> 00:03:44.080]  他的正常行為是應該有些甚麼行為
[00:03:44.080 --> 00:03:49.120]  我們看今天的經文第一節
[00:03:49.120 --> 00:03:55.080]  保羅在勸勉信徒要過一個土神喜悅的生活
[00:03:55.080 --> 00:03:59.600]  為何土神喜悅的生活是那麼重要
[00:03:59.600 --> 00:04:01.000]  大家留意保羅怎麼說
[00:04:01.000 --> 00:04:03.600]  他說我勸你們 我求你們
[00:04:03.600 --> 00:04:06.520]  是否這麼嚴重 為何保羅這麼嚴謹
[00:04:06.520 --> 00:04:12.400]  大家如果留意我們正在舉行一個親子課程
[00:04:12.400 --> 00:04:17.360]  這個親子課程講到人很多時候表達或者接收愛
[00:04:17.360 --> 00:04:19.640]  是通過五種愛的語言
[00:04:19.640 --> 00:04:22.840]  如果大家不知道這五種愛的語言是甚麼
[00:04:22.840 --> 00:04:25.800]  歡迎大家參加 一同學習
[00:04:25.800 --> 00:04:32.000]  意思是每個人對愛的接收和表達方式都是不同的
[00:04:32.000 --> 00:04:35.720]  所以我們需要用一個最有效最直接的方式
[00:04:35.720 --> 00:04:39.800]  來讓對方感受到我們的愛
[00:04:39.800 --> 00:04:42.400]  讓對方喜悅
[00:04:42.400 --> 00:04:43.840]  我想大家都會同意
[00:04:43.840 --> 00:04:45.360]  我們愛一個人的時候
[00:04:45.360 --> 00:04:49.160]  我們很自然就會希望對方喜悅
[00:04:49.160 --> 00:04:51.720]  而當我們信耶穌基督的時候
[00:04:51.720 --> 00:04:54.640]  我們就和上帝建立了一個愛的關係
[00:04:54.640 --> 00:04:56.680]  有了這個愛的關係的時候
[00:04:56.680 --> 00:05:02.200]  信徒就很自然希望我們所信的神喜悅
[00:05:02.200 --> 00:05:07.120]  但你可能會說 不是的 我信耶穌是因為我怕落地獄
[00:05:07.120 --> 00:05:09.920]  我不想落地獄 所以我信耶穌
[00:05:09.920 --> 00:05:12.520]  這是不是你的看法呢
[00:05:12.520 --> 00:05:15.320]  你覺得這個看法有沒有錯
[00:05:15.320 --> 00:05:16.920]  我想問問大家
[00:05:16.920 --> 00:05:19.920]  如果你們的孩子
[00:05:19.920 --> 00:05:24.280]  當你是銀行存款機
[00:05:24.280 --> 00:05:27.640]  提款機又不是存款 提款機
[00:05:27.640 --> 00:05:29.800]  他平時就是怪自己做自己的事
[00:05:29.800 --> 00:05:33.960]  從來不關心不理會你 或者是你的事情
[00:05:33.960 --> 00:05:36.800]  你的感覺如何
[00:05:36.800 --> 00:05:40.600]  我相信大概作為父母的你都不會感到開心
[00:05:40.600 --> 00:05:42.120]  因為很明很簡單
[00:05:42.120 --> 00:05:47.800]  任何帶來情感滿足的人際關係
[00:05:47.800 --> 00:05:53.200]  都應該由愛成為這個關係的基礎
[00:05:53.200 --> 00:05:54.720]  所以我們和上帝的關係
[00:05:54.720 --> 00:05:58.120]  如果只是為了不落地獄的話
[00:05:58.120 --> 00:06:02.200]  這個並不是一個建立在愛的基礎上的關係
[00:06:02.200 --> 00:06:07.800]  所以我們很難能夠真正享受人和神之間的關係
[00:06:07.800 --> 00:06:12.200]  更加不要說我們會做些什麼去討神的喜悅
[00:06:12.200 --> 00:06:13.800]  不過大家千萬不要誤會
[00:06:13.800 --> 00:06:18.800]  以為我們討神喜悅是為了滿足神的某一些的滿足
[00:06:18.800 --> 00:06:19.800]  並不是這樣
[00:06:19.800 --> 00:06:22.800]  因為實際上其實更加是為了我們自己
[00:06:22.800 --> 00:06:26.400]  因為唯有我們過一個討神喜悅的生活的時候
[00:06:26.400 --> 00:06:30.200]  我們就更加能夠經歷和神之間的愛
[00:06:30.200 --> 00:06:35.800]  我們更加能夠享受神給我們的恩典和祝福
[00:06:35.800 --> 00:06:39.200]  所以保羅對當時的帖撒羅利加信徒這樣說
[00:06:39.200 --> 00:06:44.200]  他說你們已經知道怎樣做去討神的喜悅
[00:06:44.200 --> 00:06:45.200]  你就不要停下來
[00:06:45.200 --> 00:06:47.400]  繼續做 不斷做
[00:06:47.400 --> 00:06:52.600]  就是說只要我們仍然想在神的愛中的時候
