
[00:00:00.000 --> 00:00:06.080]  上個月的講題是「再施福音的整全使命」
[00:00:06.080 --> 00:00:11.080]  提醒當我們作為門徒要行使神給我們的福音使命的時候
[00:00:11.080 --> 00:00:15.520]  不單單是將福音帶給他使他的靈魂得救那麼簡單
[00:00:15.520 --> 00:00:18.480]  我們不單單關心他的靈魂能否上到天堂
[00:00:18.480 --> 00:00:21.280]  我們更加關心這個人的全人的福音
[00:00:21.280 --> 00:00:27.800]  包括他的身體、情感、社群的關係和靈魂上的需要
[00:00:27.800 --> 00:00:30.560]  而且福音如何才是真正臨到呢?
[00:00:30.560 --> 00:00:32.920]  就是上帝的國臨在地上
[00:00:32.920 --> 00:00:34.720]  這就是在上個月的訊息
[00:00:34.720 --> 00:00:37.600]  如果大家有需要可以再回到網上聽
[00:00:37.600 --> 00:00:41.000]  而今天我們再看回這個季題的時候
[00:00:41.000 --> 00:00:42.440]  最後十二個字
[00:00:42.440 --> 00:00:46.240]  「秉行公義,憐恤弱小,與主同行」
[00:00:46.240 --> 00:00:48.600]  剛才施班偉獻頌的詩歌
[00:00:48.600 --> 00:00:51.760]  剛才主席為我們所讀的神話語
[00:00:51.760 --> 00:00:53.560]  尼加書六章八節
[00:00:53.560 --> 00:00:58.680]  今天就讓我們思想如何行公義、好憐憫
[00:00:58.680 --> 00:01:00.880]  當我見到在上個月
[00:01:00.880 --> 00:01:03.960]  我們很多傳媒的高層
[00:01:03.960 --> 00:01:10.480]  那些大報紙的主席或者是總編輯或者是高層
[00:01:10.480 --> 00:01:14.160]  上到國內聽中宣部的訓話
[00:01:14.160 --> 00:01:15.680]  就是這樣傳下來
[00:01:15.680 --> 00:01:21.520]  甚至連團長蕭世華說了一些報道
[00:01:21.520 --> 00:01:25.560]  接著他們自己都要自我審查去更正
[00:01:25.560 --> 00:01:27.040]  不知道大家有沒有留意這些新聞
[00:01:27.040 --> 00:01:28.600]  可能都未必留意到
[00:01:28.600 --> 00:01:30.200]  不過這單新聞可能留意到
[00:01:30.200 --> 00:01:33.000]  就是在香港的外國記者會
[00:01:33.000 --> 00:01:35.520]  第一副主席馬凱
[00:01:35.520 --> 00:01:39.720]  就被他工作簽證的來香港工作
[00:01:39.720 --> 00:01:41.320]  官方口吻都是一樣
[00:01:41.320 --> 00:01:44.640]  就是說這些都是特區事務內部的事
[00:01:44.640 --> 00:01:47.200]  是不需要過問的
[00:01:47.200 --> 00:01:49.080]  過時的世界都是這樣的
[00:01:49.080 --> 00:01:51.320]  但是我想大家心知肚明
[00:01:51.320 --> 00:01:53.320]  都知道原因是什麼
[00:01:53.320 --> 00:01:56.480]  你會覺得香港的新聞自由好像正在被剝削
[00:01:56.480 --> 00:01:58.720]  傳媒的公信力正在萎縮
[00:01:58.720 --> 00:02:01.400]  香港的言論空間不斷被收窄
[00:02:01.400 --> 00:02:02.880]  令我想起一年前
[00:02:02.880 --> 00:02:04.640]  當我看時代論壇的時候
[00:02:04.640 --> 00:02:07.600]  李錦鴻先生在他的A4紙專欄裡面
[00:02:07.600 --> 00:02:10.680]  有一個題目叫螢光幕的右下角
[00:02:10.680 --> 00:02:12.520]  這個螢光幕的右下角是說什麼呢?
[00:02:12.520 --> 00:02:13.800]  都是說很久以前的事
[00:02:13.800 --> 00:02:16.920]  都是十多年前2004年2005年
[00:02:16.920 --> 00:02:19.960]  當時的烏克蘭正是一個叫橙色革命
[00:02:19.960 --> 00:02:21.400]  不知道大家有沒有聽過
[00:02:21.400 --> 00:02:25.640]  當時的烏克蘭正是有兩個人在候選總統
[00:02:25.640 --> 00:02:31.040]  一邊就是親西方歐洲的美麗領袖尤新科
[00:02:31.040 --> 00:02:32.160]  很帥的
[00:02:32.160 --> 00:02:34.560]  當然不是因為帥
[00:02:34.560 --> 00:02:36.960]  但是當時民調是高企的
[00:02:36.960 --> 00:02:42.920]  而另一邊就是親俄羅斯的阿努科維奇
[00:02:42.920 --> 00:02:44.800]  很想贏得大選
[00:02:44.800 --> 00:02:49.080]  所以他私奸計想毒害這個帥哥
[00:02:49.080 --> 00:02:50.600]  弄到他毀容了
[00:02:50.600 --> 00:02:51.720]  但是死不去
[00:02:51.720 --> 00:02:54.200]  但是這個毀容的尤新科
[00:02:54.200 --> 00:03:00.800]  繼續努力在選戰裡面做好他的選戰
[00:03:00.800 --> 00:03:05.400]  仍然在投票當天是領先十幾個百分點的
[00:03:05.400 --> 00:03:07.320]  選舉結束了
[00:03:07.320 --> 00:03:09.520]  大家猜猜結果是怎麼樣呢?
[00:03:09.520 --> 00:03:12.280]  的確尤新科贏了選舉
[00:03:12.280 --> 00:03:16.400]  但是竟然敵方的勢力極權的政府
[00:03:16.400 --> 00:03:18.440]  在他的國營電視台裡面
[00:03:18.440 --> 00:03:22.080]  就找一個傀儡的電視台新聞主持
[00:03:22.080 --> 00:03:24.920]  直接說這次選舉的結果就是
[00:03:24.920 --> 00:03:28.760]  阿努科維奇贏了
[00:03:28.760 --> 00:03:30.440]  完全是一個謊言
[00:03:30.440 --> 00:03:34.960]  但是當時的新聞部只能夠聽命行事
[00:03:34.960 --> 00:03:37.080]  整個的安排滴水不漏
[00:03:37.080 --> 00:03:40.480]  完全掌控在掌權者當中
[00:03:40.480 --> 00:03:42.880]  但是百密一疏
[00:03:42.880 --> 00:03:45.080]  在螢光幕的右下角是什麼呢?
[00:03:45.080 --> 00:03:47.360]  是一個在做手語的女記者
[00:03:47.360 --> 00:03:50.240]  叫做羅泰婭
[00:03:50.240 --> 00:03:52.880]  她就用她的手語向視像的朋友說
[00:03:52.880 --> 00:03:54.560]  這群人在說謊
[00:03:54.560 --> 00:03:57.040]  真正的總統是尤新科
[00:03:57.040 --> 00:04:00.440]  我感到非常可恥
[00:04:00.440 --> 00:04:01.800]  她的誠實
[00:04:01.800 --> 00:04:03.160]  她的勇氣
[00:04:03.160 --> 00:04:06.760]  感動了新聞部那些錦囊不緊的同事
[00:04:06.760 --> 00:04:10.600]  同時這個訊息也藉著她幾個的動作
[00:04:10.600 --> 00:04:14.280]  傳到民間的傳媒裡面不斷的發酵
[00:04:14.280 --> 00:04:18.360]  接著在幾個星期之後就有數百萬穿著橙色衣服的人
[00:04:18.360 --> 00:04:21.760]  上到首府機庫那裡說
[00:04:21.760 --> 00:04:23.920]  No more lies 不再謊言
[00:04:23.920 --> 00:04:25.680]  要求重選
[00:04:25.680 --> 00:04:28.520]  終於結果就是烏克蘭的最高法院宣佈
[00:04:28.520 --> 00:04:29.840]  這次選舉無效
[00:04:29.840 --> 00:04:31.320]  重新選舉
[00:04:31.320 --> 00:04:34.240]  當然結果就是尤新科
[00:04:34.240 --> 00:04:37.480]  和這個橙色革命旗幟之下改寫了歷史
[00:04:37.480 --> 00:04:39.640]  而這位羅泰婭
[00:04:39.640 --> 00:04:44.240]  也贏得國際記者會2005年的新聞自由大獎
[00:04:44.240 --> 00:04:48.360]  所以任何權力都不能夠完全壟斷掩飾一切
[00:04:48.360 --> 00:04:49.920]  螢光幕的右下角
[00:04:49.920 --> 00:04:54.040]  被當年少年大衛五顆石仔
[00:04:54.040 --> 00:04:55.800]  不知道大家讀了學嗎?
[00:04:55.800 --> 00:04:57.320]  少年大衛五顆石仔做了什麼?
[00:04:57.320 --> 00:04:59.560]  打敗了巨人哥利亞
[00:04:59.560 --> 00:05:02.640]  這個女記者在螢光幕的右下角
[00:05:02.640 --> 00:05:06.760]  打敗了這個極權政府密不透風的謊言
[00:05:06.760 --> 00:05:09.320]  發揮了以小擊大的力量
[00:05:09.320 --> 00:05:12.640]  簡單幾個動作喚醒了人民的良知
[00:05:12.640 --> 00:05:15.720]  飛越了恐懼和自保的圍牆
[00:05:15.720 --> 00:05:18.360]  向權力謊言說不
[00:05:18.360 --> 00:05:21.080]  今天在香港
[00:05:21.080 --> 00:05:24.640]  這個大螢光幕好像逐漸被人壟斷
[00:05:24.640 --> 00:05:28.080]  很多的傳媒正在自我審查
[00:05:28.080 --> 00:05:31.080]  或者新聞自由的空間好像在收窄
[00:05:31.080 --> 00:05:33.520]  但是我們會不會仍然有一個小小的角落
[00:05:33.520 --> 00:05:35.520]  我們作為主要的門徒
[00:05:35.520 --> 00:05:38.240]  如何在這個時代裏行公義
[00:05:38.240 --> 00:05:39.120]  好憐憫呢?
[00:05:39.120 --> 00:05:40.840]  讓我們同心討告
[00:05:40.840 --> 00:05:44.120]  慈悲愛天父,求上帝你的靈帶領我們
[00:05:44.120 --> 00:05:46.960]  預備我們的心去聆聽上主你的話語
[00:05:46.960 --> 00:05:48.960]  藉著尼加書的訊息
[00:05:48.960 --> 00:05:52.320]  藉著孩子在僕人李慎你面前的領受
[00:05:52.320 --> 00:05:54.640]  求上帝讓我成為你流通的管子
[00:05:54.640 --> 00:05:57.320]  將你的話語去按正義分解出來
[00:05:57.320 --> 00:06:00.200]  又願上帝你的靈都興起我們這裏的心
[00:06:00.200 --> 00:06:02.200]  讓我們願意不單止是聆聽
[00:06:02.200 --> 00:06:03.840]  更加讓我們思考
[00:06:03.840 --> 00:06:07.080]  更加願意去遵行上帝你的話語
[00:06:07.080 --> 00:06:09.560]  以致我們能夠成為使人得見的門徒
[00:06:09.560 --> 00:06:12.960]  也能夠在我們社群當中成為使人得見的教會
[00:06:12.960 --> 00:06:14.280]  求主你幫助我們
[00:06:14.280 --> 00:06:15.160]  禱告教託
[00:06:15.160 --> 00:06:16.480]  奉耶穌基督的名求
[00:06:16.480 --> 00:06:17.080]  阿們
[00:06:17.080 --> 00:06:20.880]  當時尼加書是一個什麼年代呢?
[00:06:20.880 --> 00:06:23.600]  是一個不公不義沒有憐憫的年代
[00:06:23.600 --> 00:06:24.880]  哪個時代?
[00:06:24.880 --> 00:06:28.840]  就是主前八世紀
[00:06:28.840 --> 00:06:33.720]  是當時阿摩斯、荷西亞、以賽亞的同期
[00:06:33.720 --> 00:06:36.360]  尼加尼是比較後期的一位先知
[00:06:36.360 --> 00:06:39.280]  好像主前八世紀很抽象那樣
[00:06:39.280 --> 00:06:40.680]  如果用中國的歷史
[00:06:40.680 --> 00:06:44.400]  就是東周春秋時代
[00:06:44.400 --> 00:06:45.800]  大約是那段時間
[00:06:45.800 --> 00:06:46.760]  主前八世紀
[00:06:46.760 --> 00:06:49.760]  我們看回尼加書的背景
[00:06:49.760 --> 00:06:50.680]  一章一節
[00:06:50.680 --> 00:06:52.280]  講出了那個年代
[00:06:52.280 --> 00:06:55.840]  第七節講出了當時的猶太人
[00:06:55.840 --> 00:06:59.560]  他們仍然有敬拜耶和華
[00:06:59.560 --> 00:07:02.440]  但是同一時間也敬拜其他外邦的偶像
[00:07:02.440 --> 00:07:04.240]  所以在尼加的叱咤裏面
[00:07:04.240 --> 00:07:08.840]  他們敬拜偶像就好像沒有將上帝獨一為聖
[00:07:08.840 --> 00:07:10.600]  就像在婚姻關係裏面
[00:07:10.600 --> 00:07:12.320]  有第三者一樣
[00:07:12.320 --> 00:07:13.600]  好像僑記一樣
[00:07:13.600 --> 00:07:16.760]  所以上帝透過尼加叱咤這群人敬拜偶像
[00:07:16.760 --> 00:07:20.160]  他們要面對承擔上帝的懲罰
[00:07:20.160 --> 00:07:21.840]  另外我們看到
[00:07:21.840 --> 00:07:24.200]  除了他們在宗教上高不忠之外
[00:07:24.200 --> 00:07:27.920]  他們也有很多高官、富商
[00:07:27.920 --> 00:07:31.160]  一直在構思如何欺壓人民
[00:07:31.160 --> 00:07:33.040]  在二章一至二節就這樣說
[00:07:33.040 --> 00:07:37.920]  「和哉!那些人在床上圖謀罪孽、策劃惡事
[00:07:37.920 --> 00:07:41.480]  天一亮他們因手中有能力就去行惡
[00:07:41.480 --> 00:07:44.000]  他們看上田地就佔據
[00:07:44.000 --> 00:07:46.080]  貪圖房屋便奪取
[00:07:46.080 --> 00:07:48.400]  他們欺壓戶主和他的家庭
[00:07:48.400 --> 00:07:50.360]  霸佔人和他的產業」
[00:07:50.360 --> 00:07:51.320]  多麼恐怖
[00:07:51.320 --> 00:07:54.880]  當你早上睡在床上起床的時候
[00:07:54.880 --> 00:07:55.960]  在想什麼呢?
[00:07:55.960 --> 00:07:58.480]  這群做惡事的人正在想如何行惡
[00:07:58.480 --> 00:08:00.880]  起床就是如何霸佔別人的田產
[00:08:00.880 --> 00:08:03.360]  如何去奪取別人的田地
[00:08:03.360 --> 00:08:09.560]  我們看到那些有領袖、有能力、有富貴的人
[00:08:09.560 --> 00:08:11.240]  就是欺壓百姓
[00:08:11.240 --> 00:08:13.520]  在三章一節說得更加恐怖
[00:08:13.520 --> 00:08:15.040]  在第二節說
[00:08:15.040 --> 00:08:20.160]  「你們惡善好惡
[00:08:20.160 --> 00:08:22.080]  剝削我百姓身上的皮
[00:08:22.080 --> 00:08:24.160]  從他們的骨頭上剔肉
[00:08:24.160 --> 00:08:25.520]  你們吃我百姓的肉
