
[00:00:00.000 --> 00:00:05.080]  按照原定計劃,今天進入啟示錄第三間教會——別家摩
[00:00:05.080 --> 00:00:12.520]  按照原定的講道計劃,今早是進入啟示錄七教會的第三間教會——別家摩
[00:00:12.520 --> 00:00:17.680]  熟悉別家摩的地形,別家摩是一個山城
[00:00:17.680 --> 00:00:23.520]  如果熟悉別家摩的地形的話,就知道別家摩是一個山形的地形
[00:00:23.520 --> 00:00:28.200]  在當時新約的環境,它不是一個很重要的城市
[00:00:28.200 --> 00:00:31.800]  在當時的環境,不是一個很重要的城市
[00:00:31.800 --> 00:00:36.520]  只不過在亞歷山大,即希臘的政權之後
[00:00:36.520 --> 00:00:41.240]  只不過在希臘的政權之後,亞歷山大帝之後
[00:00:41.240 --> 00:00:45.600]  別家摩在所屬的地區,興起了一個叫亞他勒王朝
[00:00:45.600 --> 00:00:49.920]  別家摩在所屬的地區,興起了一個叫亞他勒的王朝
[00:00:49.920 --> 00:00:53.280]  以別家摩建立成為首都
[00:00:53.280 --> 00:00:56.200]  再以別家摩成為它的首都
[00:00:56.200 --> 00:00:57.800]  它就慢慢建立起來
[00:00:57.800 --> 00:00:59.280]  它就慢慢建立起來
[00:00:59.280 --> 00:01:02.280]  大概在公元前133年
[00:01:02.280 --> 00:01:04.920]  大概在公元前的133年
[00:01:04.920 --> 00:01:09.080]  亞他勒王朝最後一個皇帝離世之前
[00:01:09.080 --> 00:01:12.440]  在亞他勒王朝最後一個皇帝離世之前
[00:01:12.440 --> 00:01:18.720]  他就立下一個遺願,將別家摩獻給當時的羅馬政府
[00:01:18.720 --> 00:01:25.440]  他就立下一個遺囑,將別家摩獻上給當時的羅馬政府
[00:01:25.440 --> 00:01:31.160]  結果別家摩成為羅馬在小亞細亞的首府
[00:01:31.160 --> 00:01:37.040]  結果別家摩成為羅馬王朝在這個地區的首府
[00:01:37.040 --> 00:01:39.640]  別家摩原來的意思是堡壘
[00:01:39.640 --> 00:01:41.920]  別家摩原來的意思是堡壘
[00:01:41.920 --> 00:01:43.080]  是一個山城
[00:01:43.080 --> 00:01:44.480]  是一個山城
[00:01:44.480 --> 00:01:47.600]  去年我有機會去到別家摩參觀的時候
[00:01:47.600 --> 00:01:47.640]  去年我有機會去到別家摩參觀的時候
[00:01:47.640 --> 00:01:47.640]  去年我有機會去到別家摩參觀的時候
[00:01:47.640 --> 00:01:47.640]  去年我有機會去到別家摩參觀的時候
[00:01:47.640 --> 00:01:47.640]  去年我有機會去到別家摩參觀的時候
[00:01:47.640 --> 00:01:47.640]  去年我有機會去到別家摩參觀的時候
[00:01:47.640 --> 00:01:47.640]  去年我有機會去到別家摩參觀的時候
[00:01:47.640 --> 00:01:47.640]  去年我有機會去到別家摩參觀的時候
[00:01:47.640 --> 00:01:47.640]  去年我有機會去到別家摩參觀的時候
[00:01:47.640 --> 00:01:55.560]  是要坐高空吊車上到山頂
[00:01:55.560 --> 00:02:00.240]  它是當時羅馬一個居高臨下的重要軍事據點
[00:02:00.240 --> 00:02:00.280]  它是當時羅馬一個居高臨下的重要軍事據點
[00:02:00.280 --> 00:02:04.360]  它是當時羅馬一個居高臨下的重要軍事據點
[00:02:04.360 --> 00:02:11.000]  現時仍然留下一個很美的石建築群
[00:02:11.000 --> 00:02:11.040]  現時仍然留下一個很美的石建築群
[00:02:11.040 --> 00:02:15.320]  現時仍然留下一個很美的石建築群
[00:02:15.320 --> 00:02:17.320]  因為別家摩是一個山城
[00:02:17.320 --> 00:02:19.200]  因為別家摩是一個山城
[00:02:19.200 --> 00:02:22.000]  它離開海岸大概十五公里
[00:02:22.000 --> 00:02:22.000]  它離開海岸大概十五公里
[00:02:22.000 --> 00:02:24.480]  它離開海岸大概十五公里
[00:02:24.480 --> 00:02:27.520]  不方便商業發展
[00:02:27.520 --> 00:02:27.520]  不方便商業發展
[00:02:27.520 --> 00:02:30.400]  不方便商業發展
[00:02:30.400 --> 00:02:33.200]  當時主要是以福所靠近海邊
[00:02:33.200 --> 00:02:33.240]  當時主要是以福所靠近海邊
[00:02:33.240 --> 00:02:33.280]  當時主要是以福所靠近海邊
[00:02:33.280 --> 00:02:33.280]  當時主要是以福所靠近海邊
[00:02:33.280 --> 00:02:33.280]  當時主要是以福所靠近海邊
[00:02:33.280 --> 00:02:33.280]  當時主要是以福所靠近海邊
[00:02:33.280 --> 00:02:33.280]  當時主要是以福所靠近海邊
[00:02:33.280 --> 00:02:33.280]  當時主要是以福所靠近海邊
[00:02:33.280 --> 00:02:33.280]  當時主要是以福所靠近海邊
[00:02:33.280 --> 00:02:47.280]  用船作為運輸工具
[00:02:47.280 --> 00:02:47.280]  所以他們就轉移以文化、宗教和政治
[00:02:47.280 --> 00:02:50.880]  所以他們就轉移以文化、宗教和政治
[00:02:50.880 --> 00:02:53.200]  作為當時城市發展的重點
[00:02:53.200 --> 00:02:53.200]  別家摩當時收納了有20萬冊圖書的圖書館
[00:02:53.200 --> 00:02:59.680]  別家摩當時收納了有20萬冊圖書的圖書館
[00:02:59.680 --> 00:03:05.680]  別家摩當時建設了一座可以收藏20萬冊圖書的圖書館
[00:03:05.680 --> 00:03:05.680]  就算20萬冊的圖書館在大學來說也是一件不簡單的事
[00:03:05.680 --> 00:03:10.080]  就算20萬冊的圖書館在大學來說也是一件不簡單的事
[00:03:10.080 --> 00:03:10.080]  現在對於大陸來說,一個20萬冊收錄圖書的圖書館
[00:03:10.080 --> 00:03:14.480]  現在對於大陸來說,一個20萬冊收錄圖書的圖書館
[00:03:14.480 --> 00:03:14.480]  都是一個不簡單的事
[00:03:14.480 --> 00:03:16.880]  都是一個不簡單的事
[00:03:16.880 --> 00:03:16.880]  為了方便收藏,楊皮紙其實是由別家摩這個地方發明的
[00:03:16.880 --> 00:03:22.680]  為了方便收藏,楊皮紙其實是由別家摩這個地方發明的
[00:03:22.680 --> 00:03:33.280]  他們能夠透過用楊皮加工作為文字記錄
[00:03:33.280 --> 00:03:33.280]  他們能夠透過用楊皮加工作為文字記錄
[00:03:33.280 --> 00:03:37.480]  他們能夠透過用楊皮加工作為文字記錄
[00:03:37.480 --> 00:03:43.880]  推前之前用蘆葦造成的蒲草紙非常進步
[00:03:43.880 --> 00:03:43.880]  推前之前用蘆葦造成的蒲草紙非常進步
[00:03:43.880 --> 00:03:43.880]  推前之前用蘆葦造成的蒲草紙非常進步
[00:03:43.880 --> 00:03:43.880]  推前之前用蘆葦造成的蒲草紙非常進步
[00:03:43.880 --> 00:03:43.880]  推前之前用蘆葦造成的蒲草紙非常進步
[00:03:43.880 --> 00:03:43.880]  推前之前用蘆葦造成的蒲草紙非常進步
[00:03:43.880 --> 00:03:43.880]  推前之前用蘆葦造成的蒲草紙非常進步
[00:03:43.880 --> 00:04:12.880]  何:沒關係,反正就是進步了。別加摩也是一個很著名的宗教中心,你可以說是滿天神話的城市,裡面建了很多不同宗教的神廟,包括當時希臘信仰象徵的宙斯,
[00:04:13.880 --> 00:04:36.880]  亞典娜,另外一個最吸引人的就是一個叫做醫治之神,叫做亞西比斯,他為每一個當時的神都建立了這些神廟,
[00:04:36.880 --> 00:05:03.880]  特別是亞西比斯,他就成為很多人湧到那裏尋求醫治,你留意這個神的手拿著一條蛇,據聞今天的現代醫學會的logo那條蛇都是出自這裏。
[00:05:03.880 --> 00:05:22.880]  除了他們敬奉很多異教的神靈之外,別加摩是當時最早敬奉羅馬皇帝為神,也為建立神廟的一個城市。
[00:05:22.880 --> 00:05:42.880]  別加摩是當時最早敬拜羅馬皇帝為神,並且建立神廟的城市,甚至比以弗所和士美那更早,而且他不只建一間,他建了好幾間的神廟去供奉羅馬皇帝為神。
[00:05:42.880 --> 00:06:01.880]  所以別加摩不單是滿天神佛,也是以羅馬皇帝為神的一個文化氣氛。
[00:06:01.880 --> 00:06:21.880]  所以有學者稱以弗所是一個改變之城,士美那是一個生命之城,而別加摩是一個主權的城市。
[00:06:21.880 --> 00:06:42.880]  因為他是為再生的皇帝已經奉他為神,所以當你讀到經文的時候,耶穌基督一開始對別加摩教會講了這麼一番話,
[00:06:42.880 --> 00:07:02.880]  他說哪有兩刃利劍的說,這個兩刃利劍是當時羅馬士兵最基本的裝備,他的劍尖是非常尖的,
