
[00:00:00.000 --> 00:00:03.800]  上星期講過當一個人恩信稱義之後
[00:00:03.800 --> 00:00:07.100]  除非我們很快離開世界
[00:00:07.100 --> 00:00:13.000]  否則當上主給我們機會仍然活在世上的時候
[00:00:13.000 --> 00:00:16.800]  我們的思想、形態和生活
[00:00:16.800 --> 00:00:19.900]  都要被上主改造
[00:00:19.900 --> 00:00:22.800]  這個改造的過程
[00:00:22.800 --> 00:00:27.100]  是要我們願意獻上自己開始的
[00:00:27.100 --> 00:00:31.000]  然後透過聖靈和聖經的幫助
[00:00:31.000 --> 00:00:35.000]  讓我們的人生觀和價值觀被改造
[00:00:35.000 --> 00:00:40.000]  而教會就提供了一個好的環境去支持我們
[00:00:40.000 --> 00:00:46.000]  讓我們在教會裏面學習實踐彼此相愛
[00:00:46.000 --> 00:00:49.000]  我也提過有一個三角的關係
[00:00:49.000 --> 00:00:53.000]  就是上主、自己和教會
[00:00:53.000 --> 00:00:59.000]  今天我們就要從二佛所書思想教會的目的
[00:00:59.000 --> 00:01:02.000]  如果大家收集了聖經
[00:01:02.000 --> 00:01:05.000]  請大家打開二佛所書第四章
[00:01:05.000 --> 00:01:08.000]  今天我忘記了整個powerpoint
[00:01:08.000 --> 00:01:10.000]  請大家留意看聖經
[00:01:10.000 --> 00:01:15.000]  教會的本質是一個信仰的群體
[00:01:15.000 --> 00:01:20.000]  正如今天的經文二佛所書四章四至六節講得很清楚
[00:01:20.000 --> 00:01:24.000]  唯有一個身體,唯有一位聖靈
[00:01:24.000 --> 00:01:29.000]  正如上帝呼召你們來享有同一個盼望
[00:01:29.000 --> 00:01:33.000]  唯有一位主,一個信仰,一個洗禮
[00:01:33.000 --> 00:01:35.000]  唯有一個上帝
[00:01:35.000 --> 00:01:37.000]  就是人類的父親
[00:01:37.000 --> 00:01:43.000]  他在萬有之中,統如萬有,貫徹萬有
[00:01:43.000 --> 00:01:46.000]  這幾節經文講得很清楚
[00:01:46.000 --> 00:01:49.000]  我們的信仰內涵
[00:01:49.000 --> 00:01:53.000]  教會就是一個信仰的群體
[00:01:53.000 --> 00:01:57.000]  很多教會很強調傳福音
[00:01:57.000 --> 00:02:01.000]  實踐主耶穌頒佈的大使命
[00:02:01.000 --> 00:02:03.000]  但教會的目的
[00:02:03.000 --> 00:02:08.000]  不單止要傳揚福音,使人認識耶穌
[00:02:08.000 --> 00:02:13.000]  更加像今天的經文十二節所講
[00:02:13.000 --> 00:02:18.000]  是要準備上帝的子民為他工作
[00:02:18.000 --> 00:02:23.000]  建立教會,就是基督的身體
[00:02:23.000 --> 00:02:28.000]  其實教會就像一間訓練學院
[00:02:28.000 --> 00:02:33.000]  是要訓練上帝的子民為他工作
[00:02:33.000 --> 00:02:38.000]  教會既然像一間訓練學院
[00:02:38.000 --> 00:02:40.000]  我們要問三個問題
[00:02:40.000 --> 00:02:46.000]  第一,上主為這間學院預備了什麼資源
[00:02:46.000 --> 00:02:53.000]  第二,要有什麼條件才可以成為學員
[00:02:53.000 --> 00:03:00.000]  第三,學員在這裏要接受哪些項目的訓練
[00:03:00.000 --> 00:03:03.000]  讓我們一起思想這些問題
[00:03:03.000 --> 00:03:05.000]  首先第一個問題就是
[00:03:05.000 --> 00:03:09.000]  上主為這間學院預備了什麼資源
[00:03:09.000 --> 00:03:16.000]  在第十一節說,他指定有些人作使徒
[00:03:16.000 --> 00:03:19.000]  有些人作先知,有些人傳福音
[00:03:19.000 --> 00:03:22.000]  有些人作牧師或教師
[00:03:22.000 --> 00:03:25.000]  我們想一想這些人的工作
[00:03:25.000 --> 00:03:30.000]  以及這些恩賜在教會裏的職責
[00:03:30.000 --> 00:03:34.000]  使徒排在第一位
[00:03:34.000 --> 00:03:41.000]  因為使徒是由主耶穌當年從很多門徒當中揀選出來的
[00:03:41.000 --> 00:03:46.000]  在路加福音第六章十二至十三節告訴我們
[00:03:46.000 --> 00:03:49.000]  有一天耶穌到山上禱告
[00:03:49.000 --> 00:03:52.000]  在那裏整夜祈禱上帝
[00:03:52.000 --> 00:03:56.000]  天亮的時候他叫門徒到他跟前
[00:03:56.000 --> 00:03:59.000]  從他們當中揀選了十二個人
[00:03:59.000 --> 00:04:01.000]  稱他們為使徒
[00:04:01.000 --> 00:04:08.000]  使徒的主要職責就是要見證耶穌基督
[00:04:08.000 --> 00:04:12.000]  所以當我們讀新約的時候
[00:04:12.000 --> 00:04:16.000]  我們會讀到彼得在彼得前書五章一節說
[00:04:16.000 --> 00:04:19.000]  我是見證基督受苦的人
[00:04:19.000 --> 00:04:26.000]  在約翰一書一章二節非常強調見證的功能
[00:04:26.000 --> 00:04:31.000]  這生命知道我們聽見了親眼看見了時的
[00:04:31.000 --> 00:04:35.000]  我們已經看見而且親手摸過
[00:04:35.000 --> 00:04:38.000]  這生命出現的時候我們見到了
[00:04:38.000 --> 00:04:43.000]  這些都是強調他們是耶穌基督的見證人
[00:04:43.000 --> 00:04:47.000]  是由耶穌親自揀選親自委任的
[00:04:47.000 --> 00:04:50.000]  不過由於使徒是人
[00:04:50.000 --> 00:04:53.000]  人是會死的
[00:04:53.000 --> 00:04:57.000]  耶穌基督委任的使徒
[00:04:57.000 --> 00:05:01.000]  早就走了世上的路程回到天家
[00:05:01.000 --> 00:05:05.000]  今天就不可能在我們中間為我們做見證
[00:05:05.000 --> 00:05:10.000]  不過既然使徒的主要職責是為主做見證
[00:05:10.000 --> 00:05:16.000]  我想今天的聖經可以說是代替了使徒的功能
[00:05:16.000 --> 00:05:20.000]  因為新約聖經的形成
[00:05:20.000 --> 00:05:25.000]  其實那些書信收進新約聖經裡面
[00:05:25.000 --> 00:05:31.000]  主要的條件就是要看那本書的作者是不是使徒
[00:05:31.000 --> 00:05:33.000]  如果不是使徒的話
[00:05:33.000 --> 00:05:37.000]  都一定要由使徒口述
[00:05:37.000 --> 00:05:39.000]  然後有人寫下來
[00:05:39.000 --> 00:05:43.000]  我嘗試以四福音來做一個例子解釋一下
[00:05:43.000 --> 00:05:45.000]  第一本福音雖然是馬太福音
[00:05:45.000 --> 00:05:48.000]  馬太是使徒所以沒有問題
[00:05:48.000 --> 00:05:50.000]  第二本福音是馬可福音
[00:05:50.000 --> 00:05:53.000]  馬可不是使徒
[00:05:53.000 --> 00:05:58.000]  不過我們知道馬可是彼得的助手
[00:05:58.000 --> 00:06:01.000]  彼得不太會說希臘文
[00:06:01.000 --> 00:06:03.000]  不要叫他寫
[00:06:03.000 --> 00:06:07.000]  所以有馬可幫他做翻譯
[00:06:07.000 --> 00:06:09.000]  寫下了馬可福音
[00:06:09.000 --> 00:06:15.000]  所以馬可福音的內容其實只是使徒彼得的見證
[00:06:15.000 --> 00:06:17.000]  第三本福音是盧伽福音
[00:06:17.000 --> 00:06:21.000]  盧伽醫生不是使徒
[00:06:21.000 --> 00:06:24.000]  他本來的職業是醫生
[00:06:24.000 --> 00:06:27.000]  但是他在一開始那本盧伽福音的時候
[00:06:27.000 --> 00:06:30.000]  第一章一至三節已經說明
[00:06:30.000 --> 00:06:31.000]  他這樣說
[00:06:31.000 --> 00:06:32.000]  提下飛羅閣下
[00:06:32.000 --> 00:06:35.000]  已經有好些人從事寫作
[00:06:35.000 --> 00:06:37.000]  報導在我們當中所發生的事
[00:06:37.000 --> 00:06:42.000]  他們的報導是根據那些從開始就親眼看見的事
[00:06:42.000 --> 00:06:45.000]  並且曾經傳播者信息的人所敘述的
[00:06:45.000 --> 00:06:49.000]  這一切我都從頭仔細查考過了
[00:06:49.000 --> 00:06:54.000]  所以我想按照次序向你報告所寫或見證的記錄
[00:06:54.000 --> 00:06:57.000]  盧伽其實是很有可能
[00:06:57.000 --> 00:06:59.000]  當他寫他的福音書的時候
[00:06:59.000 --> 00:07:03.000]  已經有馬太和馬可福音在這裡給他參考
[00:07:03.000 --> 00:07:08.000]  他自己到處去訪問那些在生的見證人
[00:07:08.000 --> 00:07:12.000]  然後寫了盧伽福音出來
[00:07:12.000 --> 00:07:15.000]  所以盧伽雖然不是仕途
[00:07:15.000 --> 00:07:20.000]  他寫的福音也是被收在新約當中
[00:07:20.000 --> 00:07:23.000]  約翰福音是仕途約翰寫的
[00:07:23.000 --> 00:07:25.000]  所以沒有問題了
[00:07:25.000 --> 00:07:29.000]  雖然主耶穌所選定的仕途已經回到天間
[00:07:29.000 --> 00:07:31.000]  不在我們中間做見證
[00:07:31.000 --> 00:07:37.000]  但是已經有新約的聖經代替了仕途的功能
[00:07:37.000 --> 00:07:39.000]  除了仕途之外
[00:07:39.000 --> 00:07:42.000]  主耶穌也賜下先知
[00:07:42.000 --> 00:07:45.000]  我想不厭其煩地說
[00:07:45.000 --> 00:07:48.000]  先知的主要工作
[00:07:48.000 --> 00:07:53.000]  從來都不是預測未來的預言家
[00:07:53.000 --> 00:07:56.000]  預言家不是先知
[00:07:56.000 --> 00:08:01.000]  在聖經裡面的先知是上帝的代言人
[00:08:01.000 --> 00:08:03.000]  在《出拉及記》20章19節
[00:08:03.000 --> 00:08:10.000]  第一次我們看到以色列人要求不要聽上帝的話
[00:08:10.000 --> 00:08:12.000]  他們對摩西說
[00:08:12.000 --> 00:08:14.000]  請你向我們說話
[00:08:14.000 --> 00:08:16.000]  我們必定聆聽
[00:08:16.000 --> 00:08:18.000]  若是上帝向我們說話
[00:08:18.000 --> 00:08:20.000]  恐怕我們會死
[00:08:20.000 --> 00:08:24.000]  他們很怕直接聽到上帝的話
[00:08:24.000 --> 00:08:25.000]  怕死
[00:08:25.000 --> 00:08:28.000]  所以說摩西你上山吧
[00:08:28.000 --> 00:08:30.000]  聽了下來告訴我們
[00:08:30.000 --> 00:08:32.000]  我們一定聽的
[00:08:32.000 --> 00:08:37.000]  從此就開始了猶太人的先知傳統
[00:08:37.000 --> 00:08:40.000]  先知的信息裡面
[00:08:40.000 --> 00:08:44.000]  當然有時會有預言
[00:08:44.000 --> 00:08:48.000]  因為上主能夠知道未來要發生的事
[00:08:48.000 --> 00:08:55.000]  其實在先知裡面很多預言都和主耶穌來世有關
[00:08:55.000 --> 00:08:58.000]  但是從舊約的先知書裡面
[00:08:58.000 --> 00:09:00.000]  我們認真去讀的話
[00:09:00.000 --> 00:09:02.000]  我們可以發現
[00:09:02.000 --> 00:09:06.000]  大部份的講論都是指責當代的人
[00:09:06.000 --> 00:09:11.000]  和勸他們要回轉悔改的信息
[00:09:11.000 --> 00:09:15.000]  有一些預測未來的信息
[00:09:15.000 --> 00:09:18.000]  都只是告訴那些人
[00:09:18.000 --> 00:09:21.000]  如果你們不悔改的話
[00:09:21.000 --> 00:09:23.000]  不肯回轉的話
[00:09:23.000 --> 00:09:27.000]  上主會怎樣來懲罰你們
[00:09:27.000 --> 00:09:31.000]  因此在新約教會形成以後
[00:09:31.000 --> 00:09:35.000]  先知性的工作其實慢慢被牧師取代了
[00:09:35.000 --> 00:09:39.000]  因為牧師是負責講道的
[00:09:39.000 --> 00:09:42.000]  不單只講道也教道
[00:09:42.000 --> 00:09:45.000]  按照希臘文的文化來說
[00:09:45.000 --> 00:09:49.000]  在第十一節提到的牧師和教師不是兩種人
[00:09:49.000 --> 00:09:53.000]  而是同一個人擔負兩個的責任
[00:09:53.000 --> 00:09:57.000]  因此牧師兼有教師的功能
[00:09:57.000 --> 00:10:02.000]  我相信先知、上帝、代言人這種恩賜
[00:10:02.000 --> 00:10:07.000]  已經被中心講解聖經的牧師代替了
[00:10:07.000 --> 00:10:14.000]  現在是不會再有那些舊約的先知的另一個原因
[00:10:14.000 --> 00:10:16.000]  我相信現在不會再有了
[00:10:16.000 --> 00:10:21.000]  由於在希伯來書第一章第一至第二節說
[00:10:21.000 --> 00:10:26.000]  在古時候上帝多次用多種方法
[00:10:26.000 --> 00:10:31.000]  藉著先知向我們的祖先說話
[00:10:31.000 --> 00:10:34.000]  但是在這末後的日子
[00:10:34.000 --> 00:10:38.000]  他藉著自己的兒子向我們說話
[00:10:38.000 --> 00:10:42.000]  古時候就是舊約的時代
[00:10:42.000 --> 00:10:46.000]  末後的日子就是耶穌基督來過之後
[00:10:46.000 --> 00:10:53.000]  既然在這個末後的日子上帝要藉著耶穌基督向我們說話的話
[00:10:53.000 --> 00:10:56.000]  那就包含了另外一個意思
[00:10:56.000 --> 00:11:00.000]  不會再有舊約的先知
[00:11:00.000 --> 00:11:06.000]  所以在靈恩派教會裡面他們很強調的那些講預言的先知
[00:11:06.000 --> 00:11:09.000]  其實都不是舊約那一類的先知
[00:11:09.000 --> 00:11:13.000]  因為他們講的預言大部分都沒有應驗
[00:11:13.000 --> 00:11:19.000]  並且靈恩派的先知從來都不敢
[00:11:19.000 --> 00:11:22.000]  好像舊約那些先知那樣
[00:11:22.000 --> 00:11:28.000]  在開始講預言之前會加一句話
[00:11:28.000 --> 00:11:30.000]  主耶和華如此說
[00:11:30.000 --> 00:11:36.000]  這個其實是舊約先知一開始講預言之前
[00:11:36.000 --> 00:11:39.000]  講上帝說話之前他們一定要加的
[00:11:39.000 --> 00:11:41.000]  主耶和華如此說
[00:11:41.000 --> 00:11:44.000]  不是我說的,現在這些說話你們要留心聽
[00:11:44.000 --> 00:11:47.000]  是上主藉著我說的
[00:11:47.000 --> 00:11:53.000]  上主為教會預備的第三種恩賜就是傳福音
[00:11:53.000 --> 00:11:55.000]  這個真是一種特別的恩賜
[00:11:55.000 --> 00:12:00.000]  傳福音的人主要的工作就是帶人信耶穌
[00:12:00.000 --> 00:12:04.000]  不負責牧師和教師的功能
[00:12:04.000 --> 00:12:08.000]  近代最有名的報道家Billy Graham
[00:12:08.000 --> 00:12:11.000]  也有人譯作葛利翰牧師
[00:12:11.000 --> 00:12:14.000]  是很明顯有傳福音恩賜的人
[00:12:14.000 --> 00:12:18.000]  他到世界很多不同的地方來開報道會傳福音
[00:12:18.000 --> 00:12:20.000]  都帶了很多人信主
[00:12:20.000 --> 00:12:25.000]  我們上一任悉尼聖公會的大主教Peter Jensen
[00:12:25.000 --> 00:12:31.000]  都是在葛利翰牧師來澳洲報道會的時候信主的
[00:12:31.000 --> 00:12:34.000]  不過很多有傳福音恩賜的人
[00:12:34.000 --> 00:12:38.000]  他們傳了福音之後回到自己的國家
[00:12:38.000 --> 00:12:41.000]  那些信徒信了主的人
[00:12:41.000 --> 00:12:48.000]  就要由本地教會的牧師和教師來做訓練教導的工作
[00:12:48.000 --> 00:12:51.000]  除了這些特別指定的人以外
[00:12:51.000 --> 00:12:55.000]  其實我們每一個人都要成為教會的資源
[00:12:55.000 --> 00:12:58.000]  來幫助訓練其他的人
[00:12:58.000 --> 00:13:03.000]  因為今天的經文第七節告訴我們
[00:13:03.000 --> 00:13:07.000]  我們每一個人都按照基督所分配的
[00:13:07.000 --> 00:13:10.000]  領受特別的恩賜
[00:13:10.000 --> 00:13:16.000]  領受了恩賜的人就不能夠將恩賜埋藏在地裡
[00:13:16.000 --> 00:13:19.000]  主耶穌講過一個比喻
[00:13:19.000 --> 00:13:21.000]  有個人埋藏在地裡
[00:13:21.000 --> 00:13:23.000]  但我們不要這樣做
[00:13:23.000 --> 00:13:27.000]  我們一定要在教會裡面運用我們的恩賜
[00:13:27.000 --> 00:13:30.000]  幫助訓練其他的人
[00:13:30.000 --> 00:13:33.000]  接下來第二個問題
[00:13:33.000 --> 00:13:36.000]  要有什麼條件才可以成為學員?
[00:13:36.000 --> 00:13:40.000]  要成為學員的條件是第四節提到的
[00:13:40.000 --> 00:13:45.000]  上帝呼召你們來享有同一個派目
[00:13:45.000 --> 00:13:50.000]  就是說信了主的人就應該成為學員
[00:13:50.000 --> 00:13:53.000]  信了主的人應該成為學員
[00:13:53.000 --> 00:13:55.000]  上個星期我講過了
[00:13:55.000 --> 00:13:59.000]  雖然我們強調信徒是恩信稱義
[00:13:59.000 --> 00:14:01.000]  但不是說我們做信徒的
[00:14:01.000 --> 00:14:07.000]  拿了一張天堂入境證之後就成功了
[00:14:07.000 --> 00:14:10.000]  然後依然顧我這樣去生活
[00:14:10.000 --> 00:14:14.000]  而是應該在教會裡面接受訓練
[00:14:14.000 --> 00:14:21.000]  使我們學會怎樣去愛上主和愛其他人
[00:14:21.000 --> 00:14:24.000]  怎樣去抗拒世界的價值觀
[00:14:24.000 --> 00:14:30.000]  使我們成為一個名符其實的耶穌基督的門徒
[00:14:30.000 --> 00:14:36.000]  在今天經文四章第一節補落提醒所有信徒
[00:14:36.000 --> 00:14:41.000]  你們行事為人都應該符合上帝呼召你們時所立的標準
[00:14:41.000 --> 00:14:47.000]  不知道大家有沒有問過牧師或者向你傳福音的人
[00:14:47.000 --> 00:14:49.000]  我們要信耶穌
[00:14:49.000 --> 00:14:53.000]  上帝立了什麼標準要信徒遵守呢?
[00:14:53.000 --> 00:14:56.000]  其實在福音書裡面有提到
[00:14:56.000 --> 00:15:01.000]  標準就是義無反顧的來跟隨耶穌
[00:15:01.000 --> 00:15:06.000]  在路加福音九章六十二節主耶穌是這樣說的
[00:15:06.000 --> 00:15:12.000]  守扶著來向後看的人不配盡上帝的國
[00:15:12.000 --> 00:15:18.000]  此外主耶穌給門徒的命令就是大誡命
[00:15:18.000 --> 00:15:21.000]  在約翰福音十三章三十四節說
[00:15:21.000 --> 00:15:23.000]  我給你們一條新命令
[00:15:23.000 --> 00:15:25.000]  要彼此相愛
[00:15:25.000 --> 00:15:30.000]  我怎樣愛你們你們也要怎樣彼此相愛
[00:15:30.000 --> 00:15:36.000]  上帝定的標準簡單來說就是大誡命裡面那兩條
[00:15:36.000 --> 00:15:38.000]  第一愛神第二愛人
[00:15:38.000 --> 00:15:42.000]  愛神愛人就是上帝給我們的標準
[00:15:42.000 --> 00:15:45.000]  然後先生第三個問題
[00:15:45.000 --> 00:15:49.000]  學員信了耶穌的門徒
[00:15:49.000 --> 00:15:54.000]  在教會要接受哪些項目的訓練呢?
[00:15:54.000 --> 00:15:56.000]  我相信有四方面的訓練
[00:15:56.000 --> 00:15:59.000]  第一第十三節提到的
[00:15:59.000 --> 00:16:05.000]  對上帝的兒子有一致的信仰和認識
[00:16:05.000 --> 00:16:10.000]  這是一個思想知識方面的訓練
[00:16:10.000 --> 00:16:16.000]  自古至今在基督教裡面都有很多疑端出現
[00:16:16.000 --> 00:16:20.000]  很多時候都是由於對有關耶穌基督的認識
[00:16:20.000 --> 00:16:24.000]  或者其他教義是不清楚是混淆了
[00:16:24.000 --> 00:16:28.000]  或者是編造了一些東西出來
[00:16:28.000 --> 00:16:32.000]  當我們在這一方面受到足夠的訓練之後
[00:16:32.000 --> 00:16:35.000]  我們才不會像小孩子
[00:16:35.000 --> 00:16:38.000]  眾了人所編造巧妙的詭計
[00:16:38.000 --> 00:16:42.000]  隨著各樣學風飄來飄去
[00:16:42.000 --> 00:16:46.000]  所以這個知識方面的訓練是很重要的
[00:16:46.000 --> 00:16:50.000]  第二方面就是愛心的行為
[00:16:50.000 --> 00:16:54.000]  愛心的行為不單單有外表行動
[00:16:54.000 --> 00:16:57.000]  而是我們要從裡面做起
[00:16:57.000 --> 00:17:00.000]  由裡面開始到外面
[00:17:00.000 --> 00:17:02.000]  然後才有外表行為
[00:17:02.000 --> 00:17:05.000]  就是所謂有諸內而盈於外
