
[00:00:00.000 --> 00:00:01.500]  不知大家還記不記得
[00:00:01.500 --> 00:00:04.500]  我上兩次都是講一個同一個題目
[00:00:04.500 --> 00:00:06.500]  是衝突的轉化
[00:00:06.500 --> 00:00:08.500]  其中一個題目是什麼?
[00:00:08.500 --> 00:00:10.000]  就是調解之道
[00:00:10.000 --> 00:00:13.500]  上次是講一個寬恕之道
[00:00:13.500 --> 00:00:16.500]  今天就是講祈禱之道
[00:00:16.500 --> 00:00:20.500]  都是繼續在一個題目裡面思想
[00:00:20.500 --> 00:00:23.500]  因為我們在今天香港的社會裡面
[00:00:23.500 --> 00:00:26.500]  或者我們在人際緊張的關係裡面
[00:00:26.500 --> 00:00:29.500]  都很多時候會發生衝突
[00:00:29.500 --> 00:00:33.500]  特別是在香港的社會發生一些衝突的時候
[00:00:33.500 --> 00:00:39.500]  其中可以用法律的途徑去調解兩方的糾紛
[00:00:39.500 --> 00:00:44.500]  這個就是會使用一個叫做民事訴訟的方法
[00:00:44.500 --> 00:00:48.500]  就是說如果是事案各方面
[00:00:48.500 --> 00:00:50.500]  未能夠自行去解決
[00:00:50.500 --> 00:00:53.500]  他們自己的糾紛或者衝突的時候
[00:00:53.500 --> 00:00:58.500]  任何一方都可以去展開民事的法律的程序
[00:00:58.500 --> 00:01:02.500]  尋求公正和獨立的法庭
[00:01:02.500 --> 00:01:07.500]  就這件事案的人士作出一個判斷、一個裁決
[00:01:07.500 --> 00:01:12.500]  最終如果是有一些牽涉到中間有問題的話
[00:01:12.500 --> 00:01:19.500]  受害者可以因此得到賠償或者是一些補償
[00:01:19.500 --> 00:01:24.500]  在今天剛才主席幫我們讀一段經文裡面
[00:01:24.500 --> 00:01:26.500]  這是一個耶穌的比喻
[00:01:26.500 --> 00:01:30.500]  我們通常說這是禱告不悔心的比喻
[00:01:30.500 --> 00:01:32.500]  禱告不悔心的比喻
[00:01:32.500 --> 00:01:33.500]  講到耶穌
[00:01:33.500 --> 00:01:36.500]  因為耶穌講到一個法官
[00:01:36.500 --> 00:01:41.500]  始終都是去立案處理一件民事的訴訟
[00:01:41.500 --> 00:01:45.500]  只因為這個舉報人、這個婦人
[00:01:45.500 --> 00:01:48.500]  真是常常的煩擾他
[00:01:48.500 --> 00:01:51.500]  煩到他很頂不住了
[00:01:51.500 --> 00:01:54.500]  最終都願意為他伸冤
[00:01:54.500 --> 00:01:56.500]  讓他繼續的煩擾
[00:01:56.500 --> 00:02:00.500]  當然這個背景是講古時候
[00:02:00.500 --> 00:02:05.500]  古時候的官可能就是看自己的心情
[00:02:05.500 --> 00:02:09.500]  看自己的利益去做一些事情
[00:02:09.500 --> 00:02:12.500]  但是耶穌要讓人知道
[00:02:12.500 --> 00:02:16.500]  就算這個這麼纏繞不休的婦人
[00:02:16.500 --> 00:02:24.500]  去阻止她的對頭繼續傷害她
[00:02:24.500 --> 00:02:27.500]  縱使是怎樣死纏爛打都好
[00:02:27.500 --> 00:02:30.500]  但是她都覺得這種精神是可嘉的
[00:02:30.500 --> 00:02:32.500]  是值得欣賞的
[00:02:32.500 --> 00:02:35.500]  但是在比喻裡面提到
[00:02:35.500 --> 00:02:38.500]  如果這種精神放在禱告裡面
[00:02:38.500 --> 00:02:41.500]  就更加看到一種希望了
[00:02:41.500 --> 00:02:45.500]  所以今天跟大家去看這段經文
[00:02:45.500 --> 00:02:48.500]  又盼望我們去看看
[00:02:48.500 --> 00:02:51.500]  怎樣從禱告裡面不灰心
[00:02:51.500 --> 00:02:52.500]  可以看到
[00:02:52.500 --> 00:02:54.500]  都是能夠幫助我們化解
[00:02:54.500 --> 00:02:59.500]  禱告化解衝突一個最好的方法
[00:02:59.500 --> 00:03:01.500]  當我們看這個比喻的時候
[00:03:01.500 --> 00:03:03.500]  我先看一看
[00:03:03.500 --> 00:03:06.500]  耶穌的比喻很多時候開始
[00:03:06.500 --> 00:03:12.500]  是不會平鋪直說地講出主題、道理的
[00:03:12.500 --> 00:03:15.500]  然後再講那個例子
[00:03:15.500 --> 00:03:17.500]  他一開始就講故事
[00:03:17.500 --> 00:03:21.500]  一開始就講有一個這樣的情況
[00:03:21.500 --> 00:03:22.500]  有一個這樣的人
[00:03:22.500 --> 00:03:27.500]  或者即使有時候會多一點提示
[00:03:27.500 --> 00:03:30.500]  神的國、天國的道理是這樣的
[00:03:30.500 --> 00:03:32.500]  然後就講一個故事下去
[00:03:32.500 --> 00:03:34.500]  所以一般來說
[00:03:34.500 --> 00:03:39.500]  就要我們細心進入這個故事的內容
[00:03:39.500 --> 00:03:40.500]  如果有人物
[00:03:40.500 --> 00:03:43.500]  你就要代進自己在這個人物裡面
[00:03:43.500 --> 00:03:48.500]  而且往往耶穌的比喻
[00:03:48.500 --> 00:03:52.500]  是去豐富我們人內心的世界
[00:03:52.500 --> 00:03:55.500]  但他又會藉著外在的環境
[00:03:55.500 --> 00:03:59.500]  那些情景呈現出來
[00:03:59.500 --> 00:04:03.500]  然後最後又帶進我們內心世界裡面
[00:04:03.500 --> 00:04:05.500]  如果我們很熟悉的
[00:04:05.500 --> 00:04:08.500]  譬如耶穌講的撒種的比喻
[00:04:08.500 --> 00:04:10.500]  講他們很熟悉的情況
[00:04:10.500 --> 00:04:15.500]  因為古時代他們都是做很多農耕的工作
[00:04:15.500 --> 00:04:17.500]  他們就很明白
[00:04:17.500 --> 00:04:20.500]  農民他們去撒種
[00:04:20.500 --> 00:04:22.500]  撒種放在什麼土地裡面最好
[00:04:22.500 --> 00:04:23.500]  有幾種的土地
[00:04:23.500 --> 00:04:25.500]  但放回到我們心裡面
[00:04:25.500 --> 00:04:28.500]  就說原來我們心就是那個心田
[00:04:28.500 --> 00:04:31.500]  究竟我們的心怎樣預備好
[00:04:31.500 --> 00:04:35.500]  最好的土壤能夠承載天父給我們的種子
[00:04:35.500 --> 00:04:37.500]  這個就是類似這樣的情況
[00:04:37.500 --> 00:04:38.500]  所以我盼望
[00:04:38.500 --> 00:04:40.500]  待會我們提這個比喻的時候
[00:04:40.500 --> 00:04:43.500]  有時我們都要進入我們內心裡面
[00:04:43.500 --> 00:04:45.500]  我們一起看一下這個比喻
[00:04:45.500 --> 00:04:47.500]  禱告不悔心的比喻
[00:04:47.500 --> 00:04:49.500]  首先我們就看到一個情景
[00:04:49.500 --> 00:04:52.500]  就是有一個有冤無路訴的人
[00:04:52.500 --> 00:04:53.500]  是誰呢
[00:04:53.500 --> 00:04:54.500]  是一個婦人
[00:04:54.500 --> 00:04:55.500]  有冤無路訴
[00:04:55.500 --> 00:04:57.500]  第三第四節就說
[00:04:57.500 --> 00:04:59.500]  城裡面有一個寡婦
[00:04:59.500 --> 00:05:01.500]  經常去到這個官那裡
[00:05:01.500 --> 00:05:03.500]  說我有一個冤家
[00:05:03.500 --> 00:05:04.500]  有一個對頭
[00:05:04.500 --> 00:05:06.500]  我希望你給我伸冤
[00:05:06.500 --> 00:05:09.500]  但是這個官很久都不受理
[00:05:09.500 --> 00:05:11.500]  一直都不理他
[00:05:11.500 --> 00:05:14.500]  所以我們說這個是不義的官
[00:05:14.500 --> 00:05:20.500]  這個寡婦是象徵當時貧窮無助的人
[00:05:20.500 --> 00:05:22.500]  她一無所有
[00:05:22.500 --> 00:05:23.500]  很明顯她一無所有
[00:05:23.500 --> 00:05:25.500]  連官都不理她
[00:05:25.500 --> 00:05:26.500]  她沒有什麼益處
[00:05:26.500 --> 00:05:27.500]  沒有什麼利益在裡面
[00:05:27.500 --> 00:05:31.500]  得不到任何的幫助在裡面
[00:05:31.500 --> 00:05:35.500]  如果在一些悲情的劇情裡面
[00:05:35.500 --> 00:05:38.500]  一個很典型的受害人
[00:05:38.500 --> 00:05:39.500]  又有對頭人
[00:05:39.500 --> 00:05:41.500]  但是報官又不理
[00:05:41.500 --> 00:05:43.500]  總之就很無奈
[00:05:43.500 --> 00:05:45.500]  很慘這樣的情況
[00:05:45.500 --> 00:05:48.500]  但是當這個婦人
[00:05:48.500 --> 00:05:51.500]  說一個這樣的情景的時候
[00:05:51.500 --> 00:05:53.500]  我們都去思想
[00:05:53.500 --> 00:05:55.500]  婦人在比喻裡面
[00:05:55.500 --> 00:05:57.500]  都可能是指著我們
[00:05:57.500 --> 00:05:59.500]  耶穌基督提醒的時候
[00:05:59.500 --> 00:06:01.500]  我們可能都會有時候
[00:06:01.500 --> 00:06:06.500]  會自覺到自己類似有這樣的悲情的情況
[00:06:06.500 --> 00:06:08.500]  有時候我們都會覺得自己
[00:06:08.500 --> 00:06:13.500]  很容易自覺到自己有很受傷的心靈在裡面
[00:06:13.500 --> 00:06:17.500]  常常有時候有些有冤無路訴的情況
[00:06:17.500 --> 00:06:19.500]  有時候我們受了一些委屈
[00:06:19.500 --> 00:06:21.500]  受了一些挫折
[00:06:21.500 --> 00:06:24.500]  受了一些不好的對待的時候
[00:06:24.500 --> 00:06:27.500]  心裡面都是很忿忿不平的
[00:06:27.500 --> 00:06:34.500]  我們都可能都很想去報復或者回應
[00:06:34.500 --> 00:06:38.500]  當然這種的爭鬥就會出現
[00:06:38.500 --> 00:06:40.500]  這種的衝突就會出現
[00:06:40.500 --> 00:06:43.500]  但是我們心裡面都很大的掙扎
[00:06:43.500 --> 00:06:46.500]  但是有時候我們都會覺得
[00:06:46.500 --> 00:06:49.500]  會不會我們太過於敏感呢?
[00:06:49.500 --> 00:06:53.500]  會不會我們太過於自憐呢?
[00:06:53.500 --> 00:06:56.500]  所以在現代人裡面
[00:06:56.500 --> 00:06:58.500]  特別是在網絡裡面
[00:06:58.500 --> 00:07:02.500]  經常寫一些人類似太過敏感的那種
[00:07:02.500 --> 00:07:04.500]  就是玻璃心
[00:07:04.500 --> 00:07:05.500]  大家有沒有聽過?
[00:07:05.500 --> 00:07:07.500]  玻璃心
[00:07:07.500 --> 00:07:09.500]  那個心很容易碎的
[00:07:09.500 --> 00:07:12.500]  特別是在網絡裡面經常寫的
[00:07:12.500 --> 00:07:16.500]  大家就說你是玻璃心來的
[00:07:16.500 --> 00:07:20.500]  所以那種人基本上是這樣
[00:07:20.500 --> 00:07:23.500]  他沒有辦法接受任何的意見和批評
[00:07:23.500 --> 00:07:25.500]  覺得別人不肯定他的時候
[00:07:25.500 --> 00:07:27.500]  他心裡面就會很憤怒
[00:07:27.500 --> 00:07:29.500]  心裡面會憤憤不平
[00:07:29.500 --> 00:07:32.500]  所以如果你看到在網絡裡面
[00:07:32.500 --> 00:07:33.500]  有些人寫一些東西
[00:07:33.500 --> 00:07:38.500]  就是很疊疊不休的
[00:07:38.500 --> 00:07:41.500]  一路要去平反自己
[00:07:41.500 --> 00:07:43.500]  或者去講他的想法
[00:07:43.500 --> 00:07:47.500]  一路跟對方如果有些東西得罪了他
[00:07:47.500 --> 00:07:48.500]  就沒完沒了
[00:07:48.500 --> 00:07:49.500]  一路繼續寫下去
[00:07:49.500 --> 00:07:53.500]  當然在人際裡面都會有這樣的情況
[00:07:53.500 --> 00:07:55.500]  打官司裡面都會有這樣的情況
