
[00:00:00.000 --> 00:00:07.000]  花了九個月的時間完成了雅各蘇的系列,
[00:00:07.000 --> 00:00:16.000]  現在我在整理一個新的系列是約拿蘇的信息,
[00:00:16.000 --> 00:00:22.000]  所以藉助今早一個間場和大家分享一些最近我思考的問題。
[00:00:22.000 --> 00:00:27.000]  所以借這個時間來分享一個最近思考的問題,
[00:00:27.000 --> 00:00:35.000]  在2011年7月,某位中國的政要在一個公開場合裏面說了這番話,
[00:00:35.000 --> 00:00:43.000]  他說重慶市不僅要建設成爲一個開放的高地,
[00:00:43.000 --> 00:00:45.000]  更要建設成爲一個道德高地,
[00:00:45.000 --> 00:00:49.000]  他說重慶市不僅要成爲一個開放的高地,
[00:00:49.000 --> 00:00:51.000]  更要建設成一個道德的高地,
[00:00:51.000 --> 00:00:56.000]  之後就展開一連串大家都熟悉的唱紅打黑的活動,
[00:00:56.000 --> 00:00:59.000]  之後就展開一連串大家都熟悉的唱紅打黑的活動,
[00:00:59.000 --> 00:01:02.000]  慢慢道德高地這個字就被大家留意了,
[00:01:02.000 --> 00:01:04.000]  所以道德高地這個字就慢慢被人留意了,
[00:01:04.000 --> 00:01:08.000]  所以近年無論在香港的電臺電視臺,
[00:01:08.000 --> 00:01:12.000]  有些政論節目經常都提到道德高地這個字,
[00:01:12.000 --> 00:01:17.000]  所以最近在電臺或者電視臺一些有關政治的事情,
[00:01:17.000 --> 00:01:20.000]  整天都會提到道德高地這個字,
[00:01:20.000 --> 00:01:26.000]  其實道德高地這個字直接是從英文moral high ground這個字直入過來的,
[00:01:26.000 --> 00:01:30.000]  其實這個字是從英文裏面moral high ground這個字直接翻譯過來的,
[00:01:30.000 --> 00:01:34.000]  其實本來這個字是說一些比賽,
[00:01:34.000 --> 00:01:36.000]  其實這個講的是一個比賽,
[00:01:36.000 --> 00:01:40.000]  兩批人爭取佔領一個小山頭,
[00:01:40.000 --> 00:01:44.000]  他們兩批人去爭取去佔領一個小山頭,
[00:01:44.000 --> 00:01:48.000]  表示隱身在那個比賽佔上風的意思,
[00:01:48.000 --> 00:01:52.000]  所以隱身在比賽裏面佔上風的意思,
[00:01:52.000 --> 00:01:55.000]  但是這個字慢慢被挪用了中文之後,
[00:01:55.000 --> 00:01:57.000]  慢慢這個字被挪用以後,
[00:01:57.000 --> 00:02:02.000]  經過很多的變化原來佔上風這個意思就淡化了,
[00:02:02.000 --> 00:02:05.000]  慢慢把這個佔上風這個字的意義淡化掉,
[00:02:05.000 --> 00:02:10.000]  就變成泛指某個人去挾持一些道德的議題,
[00:02:10.000 --> 00:02:14.000]  泛指一個人去掃持一個道德的語詞,
[00:02:14.000 --> 00:02:19.000]  他道貌岸然高高在上,
[00:02:19.000 --> 00:02:25.000]  用一種很超然的身份去對一些人或一些事指指點點,
[00:02:25.000 --> 00:02:28.000]  他用一個超然的身份去對一些人或事事指指點點,
[00:02:28.000 --> 00:02:32.000]  現實當中當然沒有一個地方叫道德高地,
[00:02:32.000 --> 00:02:34.000]  超然現實裏面沒有一個地方叫道德高地,
[00:02:34.000 --> 00:02:36.000]  我想地圖也找不到,
[00:02:36.000 --> 00:02:37.000]  應該在地圖裏面是找不到的,
[00:02:37.000 --> 00:02:39.000]  谷歌搜索裏面也找不到,
[00:02:39.000 --> 00:02:40.000]  因爲它不是一個實體,
[00:02:40.000 --> 00:02:41.000]  因爲它不是一個實體,
[00:02:41.000 --> 00:02:46.000]  但是道德高地很多人存在很多人的心裏面,
[00:02:46.000 --> 00:02:49.000]  道德高地存在很多人的心裏面,
[00:02:49.000 --> 00:02:53.000]  我們用一些道德的議題去建構虛擬的平臺,
[00:02:53.000 --> 00:02:59.000]  我們用道德的觀念去建構虛擬的平臺,
[00:02:59.000 --> 00:03:02.000]  或者我們自己帶着虛擬的光環,
[00:03:02.000 --> 00:03:04.000]  或者我們帶着虛擬的光環,
[00:03:04.000 --> 00:03:06.000]  對周圍的事指指點點,
[00:03:06.000 --> 00:03:08.000]  對周圍的事情指指點點,
[00:03:08.000 --> 00:03:12.000]  來襯托自己高人一等的身份,
[00:03:12.000 --> 00:03:13.000]  來襯托自己高人一等的身份,
[00:03:13.000 --> 00:03:15.000]  審判是從神家開始,
[00:03:15.000 --> 00:03:16.000]  審判是從神家開始,
[00:03:16.000 --> 00:03:21.000]  最容易受道德高地試探的我覺得是牧師傳道人,
[00:03:21.000 --> 00:03:25.000]  我相信最容易受道德高地試探的是牧師跟傳道人,
[00:03:25.000 --> 00:03:27.000]  因爲我們擁有在港臺的話語權,
[00:03:27.000 --> 00:03:29.000]  因爲我們擁有在講臺上的話語權,
[00:03:29.000 --> 00:03:32.000]  我每隔一個禮拜就要講一次道,
[00:03:32.000 --> 00:03:34.000]  我每隔一個禮拜就要講一次道,
[00:03:34.000 --> 00:03:36.000]  得罪人多,輕負人少,
[00:03:36.000 --> 00:03:38.000]  得罪人多,輕負人少,
[00:03:38.000 --> 00:03:42.000]  據聞某位牧師投訴我在港臺霸凌他,
[00:03:42.000 --> 00:03:46.000]  據聞某位牧師投訴牧師霸凌他,
[00:03:46.000 --> 00:03:49.000]  有時候牧師引經據典,
[00:03:49.000 --> 00:03:52.000]  有時候牧師引經據典,
[00:03:52.000 --> 00:03:57.000]  有時候牧師引經據典,
[00:03:57.000 --> 00:03:59.000]  好像議政言辭提醒大家,
[00:03:59.000 --> 00:04:01.000]  好像議政言辭提醒大家,
[00:04:01.000 --> 00:04:06.000]  被人覺得牧師自己講的都做了,
[00:04:06.000 --> 00:04:08.000]  很想讓人覺得牧師講的都做完了,
[00:04:08.000 --> 00:04:09.000]  很想讓人覺得牧師講的都做完了,
[00:04:09.000 --> 00:04:11.000]  其實每次預備都帶着恐懼的心,
[00:04:11.000 --> 00:04:13.000]  但每次預備都帶着恐懼的心,
[00:04:13.000 --> 00:04:15.000]  怕自己贏過其實,
[00:04:15.000 --> 00:04:17.000]  怕自己贏過其實,
[00:04:17.000 --> 00:04:18.000]  講一套做一套,
[00:04:18.000 --> 00:04:19.000]  講一套做一套,
[00:04:19.000 --> 00:04:23.000]  熟悉我的人都知道我過去的言行紀錄劣跡斑斑,
[00:04:23.000 --> 00:04:27.000]  熟悉我的人都知道我過去的言行紀錄劣跡斑斑,
[00:04:27.000 --> 00:04:31.000]  年輕的時候摸空一切,
[00:04:31.000 --> 00:04:33.000]  所有人和事都看不順眼,
[00:04:33.000 --> 00:04:35.000]  所有事跟人都看不順眼,
[00:04:35.000 --> 00:04:38.000]  好像現在的年輕人特別喜歡挑戰權威,
[00:04:38.000 --> 00:04:42.000]  特別像現在年輕人特別喜歡挑戰權威,
[00:04:42.000 --> 00:04:45.000]  十幾年前我在美國拐入隔岸,
[00:04:45.000 --> 00:04:46.000]  十幾年前我在美國拐入隔岸,
[00:04:46.000 --> 00:04:47.000]  十幾年前我在美國拐入隔岸,
[00:04:47.000 --> 00:04:48.000]  十幾年前我在美國拐入隔岸,
[00:04:48.000 --> 00:04:49.000]  十幾年前我在美國拐入隔岸,
[00:04:49.000 --> 00:04:50.000]  十幾年前我在美國拐入隔岸,
[00:04:50.000 --> 00:04:51.000]  十幾年前我在美國拐入隔岸,
[00:04:51.000 --> 00:04:52.000]  十幾年前我在美國拐入隔岸,
[00:04:52.000 --> 00:04:57.000]  十幾年前我在美國拐入隔岸,
[00:04:57.000 --> 00:04:58.000]  十幾年前我在美國拐入隔岸,
[00:04:58.000 --> 00:04:59.000]  十幾年前我在美國拐入隔岸,
[00:04:59.000 --> 00:05:00.000]  十幾年前我在美國拐入隔岸,
[00:05:00.000 --> 00:05:01.000]  十幾年前我在美國拐入隔岸,
[00:05:01.000 --> 00:05:02.000]  十幾年前我在美國拐入隔岸,
[00:05:02.000 --> 00:05:03.000]  十幾年前我在美國拐入隔岸,
[00:05:03.000 --> 00:05:04.000]  十幾年前我在美國拐入隔岸,
[00:05:04.000 --> 00:05:05.000]  十幾年前我在美國拐入隔岸,
[00:05:05.000 --> 00:05:06.000]  十幾年前我在美國拐入隔岸,
[00:05:06.000 --> 00:05:07.000]  十幾年前我在美國拐入隔岸,
[00:05:07.000 --> 00:05:08.000]  十幾年前我在美國拐入隔岸,
[00:05:08.000 --> 00:05:26.000]  十幾年前我在美國拐入隔岸,
[00:05:26.000 --> 00:05:27.000]  十幾年前我在美國拐入隔岸,
[00:05:27.000 --> 00:05:28.000]  十幾年前我在美國拐入隔岸,
[00:05:28.000 --> 00:05:29.000]  十幾年前我在美國拐入隔岸,
[00:05:29.000 --> 00:05:30.000]  十幾年前我在美國拐入隔岸,
[00:05:30.000 --> 00:05:31.000]  十幾年前我在美國拐入隔岸,
[00:05:31.000 --> 00:05:32.000]  十幾年前我在美國拐入隔岸,
[00:05:32.000 --> 00:05:33.000]  十幾年前我在美國拐入隔岸,
[00:05:33.000 --> 00:05:34.000]  十幾年前我在美國拐入隔岸,
[00:05:34.000 --> 00:05:35.000]  十幾年前我在美國拐入隔岸,
[00:05:35.000 --> 00:05:36.000]  十幾年前我在美國拐入隔岸,
[00:05:36.000 --> 00:05:37.000]  十幾年前我在美國拐入隔岸,
[00:05:37.000 --> 00:05:44.000]  據說我那篇文章就成為了「浸神」的思考方法的一個插口格式
[00:05:44.000 --> 00:05:50.000]  然後原來我那篇文章就成為了神學院裡面的思考方法的一個格式
[00:05:50.000 --> 00:05:54.000]  當然其實我自己事後反省的是,我是得理不要人的
[00:05:54.000 --> 00:05:57.000]  當然事後反省的是我得理不饒人
[00:05:57.000 --> 00:06:01.000]  所以就種下一些所謂的惡果了
[00:06:01.000 --> 00:06:08.000]  所以就種下一些惡果,被黑名單的那些極度麻煩的人
[00:06:08.000 --> 00:06:12.000]  在黑名單裡面被列成極度麻煩的人
[00:06:12.000 --> 00:06:17.000]  所以大家都體會何牧師當年冒著生命危險
[00:06:17.000 --> 00:06:20.000]  所以大家體會何牧師當年冒著生命危險
[00:06:20.000 --> 00:06:22.000]  身敗名裂地介紹我來
[00:06:22.000 --> 00:06:25.000]  身敗名裂地介紹我來
[00:06:25.000 --> 00:06:28.000]  道德高地是一個很誘人的地方
[00:06:28.000 --> 00:06:30.000]  道德高地是一個很誘人的地方
[00:06:30.000 --> 00:06:33.000]  在高高在上,很超然的看下去
[00:06:33.000 --> 00:06:35.000]  在高高在上,在上面往下看
[00:06:35.000 --> 00:06:39.000]  好像自己看透世情,眾人皆醉,我獨醒
