
[00:00:00.000 --> 00:00:03.000]  讓我們再一次低頭禱告
[00:00:03.000 --> 00:00:05.500]  親愛的天父
[00:00:05.500 --> 00:00:08.500]  祢就是那位以馬來歷的神
[00:00:08.500 --> 00:00:10.500]  祢常與我們同在
[00:00:10.500 --> 00:00:12.500]  常與我們同行
[00:00:12.500 --> 00:00:16.500]  多謝祢藉著剛才詩歌的歌詞
[00:00:16.500 --> 00:00:18.500]  再一次提醒我們
[00:00:18.500 --> 00:00:22.500]  縱使我們面對著狂風暴雨
[00:00:22.500 --> 00:00:28.500]  因著我們隱藏在主基督盤石的陰霞
[00:00:28.500 --> 00:00:31.500]  我們就能夠得著那份穩妥
[00:00:31.500 --> 00:00:34.500]  我們不致沉淪失所
[00:00:34.500 --> 00:00:39.500]  也因著主祢溫柔的慈愛看顧
[00:00:39.500 --> 00:00:43.500]  使我們能夠感受上帝祢的愛
[00:00:43.500 --> 00:00:46.500]  是多麼的無微不至
[00:00:46.500 --> 00:00:51.500]  主也提醒我們要藉著禱告警醒
[00:00:51.500 --> 00:00:53.500]  使我們能夠每時每刻
[00:00:53.500 --> 00:00:56.500]  都能夠懂得靠著祢的話語
[00:00:56.500 --> 00:01:01.500]  來去分辨何謂善和惡
[00:01:01.500 --> 00:01:06.500]  求祢就在當中繼續去醒察我們的心
[00:01:06.500 --> 00:01:10.500]  使我們不再驚惶和恐慌
[00:01:10.500 --> 00:01:14.500]  因為我們知道主祢就在我們的身旁
[00:01:14.500 --> 00:01:16.500]  願祢藉著今天的話語
[00:01:16.500 --> 00:01:19.500]  再一次去成為兩人的利劍
[00:01:19.500 --> 00:01:21.500]  否開我們的心
[00:01:21.500 --> 00:01:25.500]  讓我們能夠繼續更新改變
[00:01:25.500 --> 00:01:30.500]  讓我們的生命能夠成為主祢合用的器皿
[00:01:30.500 --> 00:01:31.500]  多謝祢
[00:01:31.500 --> 00:01:33.500]  垂聽我們的禱告
[00:01:33.500 --> 00:01:35.500]  奉耶穌基督得勝的名求
[00:01:35.500 --> 00:01:37.500]  阿門
[00:01:52.500 --> 00:01:56.500]  一路來看十誡的時候
[00:01:56.500 --> 00:02:01.500]  其實整個總綱都會圍繞著兩件事
[00:02:01.500 --> 00:02:04.500]  就是我們怎樣去愛神
[00:02:04.500 --> 00:02:06.500]  怎樣去愛人
[00:02:06.500 --> 00:02:10.500]  頭四誡會教我們怎樣去調教
[00:02:10.500 --> 00:02:13.500]  我們的心思意念能夠對準神
[00:02:13.500 --> 00:02:15.500]  接著尾後的六誡
[00:02:15.500 --> 00:02:20.500]  其實是說我們怎樣去跟周遭的人相處
[00:02:20.500 --> 00:02:23.500]  當我預備這篇講章的時候
[00:02:23.500 --> 00:02:24.500]  我突然間就想起
[00:02:24.500 --> 00:02:27.500]  我不知道你一路成長的過程裡
[00:02:27.500 --> 00:02:30.500]  你有沒有被人安過花名呢
