
[00:00:00.000 --> 00:00:01.080]  以同心祈禱
[00:00:01.080 --> 00:00:05.760]  願僕人口中的言語
[00:00:05.760 --> 00:00:08.040]  領姊妹的心思意念
[00:00:08.040 --> 00:00:09.600]  蒙聖靈的啟迪
[00:00:09.600 --> 00:00:10.840]  蒙主的月臘
[00:00:10.840 --> 00:00:12.080]  禱告藉主耶穌
[00:00:12.080 --> 00:00:13.280]  基督聖名而求
[00:00:13.280 --> 00:00:14.280]  阿們
[00:00:14.280 --> 00:00:22.400]  我們常常聽到
[00:00:22.400 --> 00:00:25.640]  今天的香港有所謂「港孩」
[00:00:25.640 --> 00:00:27.000]  有「港女」
[00:00:27.000 --> 00:00:28.400]  所以呢
[00:00:28.400 --> 00:00:29.800]  一定會有「港爸」
[00:00:30.000 --> 00:00:31.200]  以及「港媽」
[00:00:31.200 --> 00:00:34.560]  在父親節差不多到的時候
[00:00:34.560 --> 00:00:36.280]  就有很多不同的團體
[00:00:36.280 --> 00:00:38.120]  做了一些調查
[00:00:38.120 --> 00:00:39.800]  希望了解一下
[00:00:39.800 --> 00:00:41.840]  今時今日的「港爸」
[00:00:41.840 --> 00:00:43.880]  他們的情況是怎麼樣
[00:00:43.880 --> 00:00:47.040]  其實不做調查大家都可以想象的
[00:00:47.040 --> 00:00:50.000]  大致上這些爸爸
[00:00:50.000 --> 00:00:51.600]  當然是很忙的工作
[00:00:51.600 --> 00:00:53.440]  在肩頭上
[00:00:53.440 --> 00:00:55.240]  就有很重的擔子
[00:00:55.240 --> 00:00:58.040]  就要來揹起繩頭架
[00:00:58.040 --> 00:01:00.040]  所以呢
[00:01:00.040 --> 00:01:01.440]  譬如可能在這一兩天
[00:01:01.440 --> 00:01:04.960]  大家很多時候會收到父親節快樂的訊息
[00:01:04.960 --> 00:01:07.040]  其中我們收到一個
[00:01:07.040 --> 00:01:10.000]  父親節就變成了父親節
[00:01:10.000 --> 00:01:11.680]  父親所有的債務
[00:01:11.680 --> 00:01:13.240]  父親學費
[00:01:13.240 --> 00:01:15.840]  所有燈油火蠟的費用
[00:01:15.840 --> 00:01:20.520]  子女的零用錢等等
[00:01:20.520 --> 00:01:23.520]  父親要父親所有的東西
[00:01:23.520 --> 00:01:25.000]  都是很正常的
[00:01:25.000 --> 00:01:27.840]  這個似乎不需要做調查都知道了
[00:01:27.840 --> 00:01:31.520]  不過真的有一些調查讓我們去看看
[00:01:31.520 --> 00:01:34.840]  今時今日在香港的「港爸」的情況
[00:01:34.840 --> 00:01:36.520]  其中有一個團體
[00:01:36.520 --> 00:01:42.120]  他們就向了接近200位在職的父親
[00:01:42.120 --> 00:01:45.520]  來看看他們平時的生活是怎麼樣
[00:01:45.520 --> 00:01:48.960]  這些父親多數都是從事運輸
[00:01:48.960 --> 00:01:50.960]  飲食、零售、保安
[00:01:50.960 --> 00:01:55.360]  都是一些比較工作時間長的工種
[00:01:55.360 --> 00:01:58.360]  在這個調查裡面就發現了
[00:01:58.360 --> 00:02:01.520]  有60%的受訪者
[00:02:01.520 --> 00:02:03.520]  他們每一天平均的工作
[00:02:03.520 --> 00:02:07.160]  就是9點5到12小時
[00:02:07.160 --> 00:02:08.560]  大家可以計算一下
[00:02:08.560 --> 00:02:12.840]  12小時就是如果早上7點開始工作
[00:02:12.840 --> 00:02:15.560]  就晚上7點半才下班
[00:02:15.560 --> 00:02:20.040]  那就超過12個小時了
[00:02:20.040 --> 00:02:23.360]  如果9點5小時可能會好一點
[00:02:23.360 --> 00:02:27.040]  可能就早上9點、晚上6點、晚上7點
[00:02:27.040 --> 00:02:28.600]  那就差不多了
[00:02:28.600 --> 00:02:34.560]  其中有10%是需要有12點5小時或者以上
[00:02:34.560 --> 00:02:40.040]  這樣的話他剩下的休息、食飯的時間加起來
[00:02:40.040 --> 00:02:43.080]  其實都所餘無幾了
[00:02:43.080 --> 00:02:47.440]  只是有5%比較少數的
[00:02:47.440 --> 00:02:50.760]  他們工作的時間是不夠8小時
[00:02:50.760 --> 00:02:54.160]  因為可能是工種的原因
[00:02:54.160 --> 00:02:59.320]  未必讓他們有這麼多工作的機會或者時間
[00:02:59.320 --> 00:03:03.120]  所以可能是少於8個小時
[00:03:03.120 --> 00:03:06.120]  在受訪者裡面
[00:03:06.120 --> 00:03:11.880]  有近70%都是需要工作6天或者以上
[00:03:11.880 --> 00:03:13.640]  如果工作6天或者以上
[00:03:13.640 --> 00:03:15.840]  就是說沒有休息日
[00:03:15.840 --> 00:03:19.920]  當然這個可能是不符合勞工的法例
[00:03:19.920 --> 00:03:23.880]  不過有一些他們可能是從事運輸業
[00:03:23.880 --> 00:03:27.400]  可能是中港的司機
[00:03:27.400 --> 00:03:30.280]  可能他們一離開了家庭工作
[00:03:30.280 --> 00:03:34.160]  就真的有機會超過6天了
[00:03:34.160 --> 00:03:39.400]  還有這個對於健康來講可能構成一個威脅
[00:03:39.400 --> 00:03:43.840]  有60%的爸爸表示他們平均每一天
[00:03:43.840 --> 00:03:47.560]  只有6小時或者以下的睡眠時間
[00:03:47.560 --> 00:03:51.880]  是因為睡不著還是因為其他的原因
[00:03:51.880 --> 00:03:53.520]  因為可能要看球賽
[00:03:53.520 --> 00:03:56.600]  所以睡得少於6小時就不太清楚
[00:03:56.600 --> 00:04:00.320]  不過就是說他們的休息是很不足夠的
[00:04:00.320 --> 00:04:04.320]  一天裡面有超過四分之三的時間
[00:04:04.320 --> 00:04:08.160]  可能都是在工作處理各樣的事情
[00:04:08.160 --> 00:04:10.320]  只有四分之一的時間
[00:04:10.320 --> 00:04:12.600]  整天裡面是用來休息
[00:04:12.600 --> 00:04:15.400]  這個似乎就不是很健康了
[00:04:15.400 --> 00:04:17.640]  還有既然是爸爸
[00:04:17.640 --> 00:04:19.400]  就是整個家庭
[00:04:19.400 --> 00:04:22.960]  有55%的爸爸表示
[00:04:22.960 --> 00:04:26.160]  缺乏跟子女相處的時間
[00:04:26.160 --> 00:04:29.480]  有20%的爸爸表示
[00:04:29.480 --> 00:04:32.440]  每一天跟家人相處的時間
[00:04:32.440 --> 00:04:35.360]  是少於30分鐘
[00:04:35.360 --> 00:04:37.200]  如果你是這樣的情況
[00:04:37.200 --> 00:04:37.840]  恭喜你
[00:04:37.840 --> 00:04:40.840]  你就是落入了「港巴」的情況
[00:04:40.840 --> 00:04:43.640]  原來只有很少的時間
[00:04:43.640 --> 00:04:46.840]  是跟家人相處
[00:04:46.840 --> 00:04:51.720]  這個調查就是對於那些工時長的父親
[00:04:51.720 --> 00:04:53.840]  來做一個調查
[00:04:53.840 --> 00:04:57.320]  另外一些可能是屬於比較
[00:04:57.320 --> 00:04:59.080]  可能是管理階層
[00:04:59.080 --> 00:05:02.240]  或者他們從事跨國的企業
[00:05:02.240 --> 00:05:05.400]  這些大的公司的爸爸又是怎麼樣呢?
[00:05:05.400 --> 00:05:08.120]  不用調查也可以想像
[00:05:08.120 --> 00:05:10.720]  他們的時間是未必更多的
[00:05:10.720 --> 00:05:11.840]  可能是更加少的
[00:05:11.840 --> 00:05:12.800]  為什麼呢?
[00:05:12.800 --> 00:05:17.080]  因為可能他們正常在香港工作的時候
[00:05:17.080 --> 00:05:18.880]  就是香港工作時間
[00:05:18.880 --> 00:05:21.880]  到了在香港收工以後
[00:05:21.880 --> 00:05:25.480]  就是他們外國的總公司開工的時間
[00:05:25.480 --> 00:05:28.200]  他們就要回應那些總公司
[00:05:28.200 --> 00:05:30.040]  各樣的查詢工作
[00:05:30.040 --> 00:05:31.720]  就是沒得休息
[00:05:31.720 --> 00:05:34.160]  又或者更加是因為要出差
[00:05:34.160 --> 00:05:36.120]  一離開香港可能就是
[00:05:36.120 --> 00:05:38.160]  兩個星期、三個星期
[00:05:38.160 --> 00:05:40.480]  直接在家裡消失了
[00:05:40.480 --> 00:05:41.920]  所以不要以為
[00:05:41.920 --> 00:05:44.200]  因為他們所謂的工時不是很長
[00:05:44.200 --> 00:05:47.000]  他們可能就可以陪伴家人更多
[00:05:47.000 --> 00:05:49.880]  但其實可能結果是更加少的
[00:05:49.880 --> 00:05:54.520]  既然爸爸在這個家裡的時間是少
[00:05:54.520 --> 00:05:58.400]  所以他們對於子女的那種影響
[00:05:58.400 --> 00:06:01.400]  基本上就是集中在他們的行為
