
[00:00:00.000 --> 00:00:05.440]  我們很多時候稱教會為我們屬靈的家
[00:00:05.440 --> 00:00:10.840]  剛才我們所讀的經文在二章十九節講得很清楚
[00:00:10.840 --> 00:00:11.840]  我們信耶穌
[00:00:11.840 --> 00:00:13.240]  我們在耶穌基督裡面的信心
[00:00:13.240 --> 00:00:16.640]  就讓我們成為神家裡面的一分子
[00:00:16.640 --> 00:00:19.140]  觀念上來講
[00:00:19.140 --> 00:00:20.200]  什麼叫做神的家
[00:00:20.200 --> 00:00:21.340]  什麼為之屬於神的家
[00:00:21.340 --> 00:00:22.500]  神的家就是說
[00:00:22.500 --> 00:00:23.740]  在歷世歷代
[00:00:23.740 --> 00:00:25.600]  無論你在什麼國家什麼民族
[00:00:25.600 --> 00:00:27.600]  總之你信耶穌的時候
[00:00:27.600 --> 00:00:30.700]  我們就是神家裡面的一分子
[00:00:30.700 --> 00:00:32.800]  在實踐上面
[00:00:32.800 --> 00:00:34.700]  當然我們不能夠去到不同的國家
[00:00:34.700 --> 00:00:35.300]  不同的地方
[00:00:35.300 --> 00:00:37.600]  不同的時代
[00:00:37.600 --> 00:00:40.400]  我們在我們自己的地方教會裡面
[00:00:40.400 --> 00:00:43.300]  實踐神家裡面的一分子
[00:00:43.300 --> 00:00:45.900]  來活出這個關係
[00:00:45.900 --> 00:00:47.300]  我們要明白
[00:00:47.300 --> 00:00:49.600]  要明白在一個教會裡面
[00:00:49.600 --> 00:00:53.900]  我們應該享有的義務與權利
[00:00:53.900 --> 00:00:57.900]  我們必須要去認識到
[00:00:57.900 --> 00:00:59.400]  關於神家裡面
[00:00:59.400 --> 00:01:01.100]  聖經的教導是怎麼樣
[00:01:01.100 --> 00:01:03.600]  以致我們懂得如何在教會裡面
[00:01:03.600 --> 00:01:05.400]  來跟弟兄姊妹相處
[00:01:05.400 --> 00:01:07.100]  如何在教會裡面
[00:01:07.100 --> 00:01:09.900]  活出一個健康的關係
[00:01:09.900 --> 00:01:12.900]  以致教會和信徒
[00:01:12.900 --> 00:01:14.900]  都可以在這個地上
[00:01:14.900 --> 00:01:19.400]  將榮耀帶給我們的天父上帝
[00:01:19.400 --> 00:01:22.300]  一個的
[00:01:22.300 --> 00:01:23.200]  大家都知道
[00:01:23.200 --> 00:01:24.300]  地上的家
[00:01:24.300 --> 00:01:25.600]  我們怎麼去定義
[00:01:25.600 --> 00:01:28.300]  去明白一個地上的家
[00:01:28.300 --> 00:01:32.200]  很明顯我們有血緣的關係
[00:01:32.200 --> 00:01:35.200]  以致我們在地上成為一家人
[00:01:35.200 --> 00:01:36.900]  而基督徒
[00:01:36.900 --> 00:01:39.600]  或者是我們地上的兒女
[00:01:39.600 --> 00:01:41.200]  我們都會
[00:01:41.200 --> 00:01:42.200]  或多或少
[00:01:42.200 --> 00:01:44.500]  都會帶著父母的什麼
[00:01:44.500 --> 00:01:45.800]  外表有些相似
[00:01:45.800 --> 00:01:48.100]  性格有些相似
[00:01:48.100 --> 00:01:49.800]  所以大家如果知道
[00:01:49.800 --> 00:01:51.600]  我們以前的媒人
[00:01:51.600 --> 00:01:54.100]  幫你們找一些老公老婆
[00:01:54.100 --> 00:01:55.300]  是怎麼樣的
[00:01:55.300 --> 00:01:57.100]  要查三代
[00:01:57.100 --> 00:01:59.500]  看看你過去的三代是怎麼樣的
[00:01:59.500 --> 00:02:03.200]  這樣才確保你的品種優良
[00:02:03.200 --> 00:02:03.900]  不過
[00:02:03.900 --> 00:02:05.200]  保羅在這裡告訴我們
[00:02:05.200 --> 00:02:07.600]  我們在神家裡面的關係
[00:02:07.600 --> 00:02:11.700]  是建造在使徒和先知的根基上
[00:02:11.700 --> 00:02:12.900]  耶穌基督
[00:02:12.900 --> 00:02:17.700]  本身就成為了根基的防角石
[00:02:17.700 --> 00:02:19.100]  所以我們不需要查三代
[00:02:19.100 --> 00:02:20.100]  那麼麻煩了
[00:02:20.100 --> 00:02:20.700]  因為為什麼
[00:02:20.700 --> 00:02:22.900]  我們每一代的信徒
[00:02:22.900 --> 00:02:29.000]  都是建築在永不改變基督耶穌的盤石根基上
[00:02:29.000 --> 00:02:31.100]  我們需要留意的就是
[00:02:31.100 --> 00:02:35.100]  在這個十九到二十一節的經文之前
[00:02:35.100 --> 00:02:37.900]  我們看聖經需要明白上文與下理
[00:02:37.900 --> 00:02:40.500]  保羅在這三節經文之前是在說什麼的
[00:02:40.500 --> 00:02:44.100]  他是在說個別的信徒的咎因
[00:02:44.100 --> 00:02:46.700]  我們如果看第八到第十節的時候
[00:02:46.700 --> 00:02:48.400]  保羅在這裡清楚說到
[00:02:48.400 --> 00:02:52.200]  我們得救是本乎因
[00:02:52.200 --> 00:02:54.000]  也是因著信
[00:02:54.000 --> 00:02:56.700]  當我們在耶穌基督裡面有這個信心的時候
[00:02:56.700 --> 00:02:59.900]  就自然在神家裡面
[00:02:59.900 --> 00:03:03.100]  就成為家裡面的一份子
[00:03:03.100 --> 00:03:04.400]  換言之
[00:03:04.400 --> 00:03:06.900]  換言之我們在耶穌基督裡面的信心
[00:03:06.900 --> 00:03:10.100]  從來都不是只是我們個人的
[00:03:10.100 --> 00:03:11.400]  而是我們除了個人之外
[00:03:11.400 --> 00:03:13.100]  也是群體的
[00:03:13.100 --> 00:03:15.200]  不知道大家有沒有在信耶穌的歷程裡面
[00:03:15.200 --> 00:03:15.900]  聽別人說過
[00:03:15.900 --> 00:03:18.100]  或者甚至自己說過就是說
[00:03:18.100 --> 00:03:21.800]  我接受耶穌基督為我個人的救主
[00:03:21.800 --> 00:03:26.600]  我如何建立跟耶穌基督的關係
[00:03:26.600 --> 00:03:27.700]  我自己的事
[00:03:27.700 --> 00:03:29.400]  不關其他人的事
[00:03:29.400 --> 00:03:31.900]  有沒有聽過
[00:03:31.900 --> 00:03:34.200]  這個說法對不對
[00:03:34.200 --> 00:03:35.700]  大家不要搞錯
[00:03:35.700 --> 00:03:37.100]  當我們說我們信耶穌
[00:03:37.100 --> 00:03:39.700]  耶穌成為我們個人的救主
[00:03:39.700 --> 00:03:41.400]  最主要是指到什麼
[00:03:41.400 --> 00:03:45.000]  最主要是指到我們信耶穌這個決定
[00:03:45.000 --> 00:03:46.500]  其他人不可以幫我們做
[00:03:46.500 --> 00:03:48.800]  我父母是基督徒
[00:03:48.800 --> 00:03:50.100]  我自然是基督徒
[00:03:50.100 --> 00:03:51.800]  我老婆我老公是基督徒
[00:03:51.800 --> 00:03:53.200]  我自然是基督徒
[00:03:53.200 --> 00:03:54.000]  對不對
[00:03:54.000 --> 00:03:55.100]  當然不對
[00:03:55.100 --> 00:03:56.100]  這個決定
[00:03:56.100 --> 00:03:58.600]  不是外人第三者可以幫我們
[00:03:58.600 --> 00:04:02.900]  做這個重要的人生決定
[00:04:02.900 --> 00:04:06.100]  但是這個
[00:04:06.100 --> 00:04:10.400]  並不是指到我們不需要投入教會
[00:04:10.400 --> 00:04:15.500]  當我們說耶穌基督是我們個人的救主的時候
[00:04:15.500 --> 00:04:20.000]  我們仍然需要來投入一個地方教會
[00:04:20.000 --> 00:04:23.200]  與這個教會的其他信徒來有相交
[00:04:23.200 --> 00:04:24.900]  這個就是個人
[00:04:24.900 --> 00:04:27.800]  也是群體層面
[00:04:27.800 --> 00:04:31.400]  來理解這個救恩
[00:04:31.400 --> 00:04:33.100]  當然事實上
[00:04:33.100 --> 00:04:36.400]  在保羅的經文裡面
[00:04:36.400 --> 00:04:38.000]  他也說得很清楚
[00:04:38.000 --> 00:04:41.400]  當我們說到信徒與信徒之間的關係的時候
[00:04:41.400 --> 00:04:42.300]  他怎麼形容
[00:04:42.300 --> 00:04:46.700]  他要說到國防靠它聯絡得合適
[00:04:46.700 --> 00:04:50.300]  漸漸成為主的聖殿
[00:04:50.300 --> 00:04:51.100]  那是什麼意思
[00:04:51.100 --> 00:04:54.200]  就是說信徒是需要依靠耶穌基督
[00:04:54.200 --> 00:04:57.200]  來與其他的信徒有相交
[00:04:57.200 --> 00:04:59.600]  在神的家裡面
[00:04:59.600 --> 00:05:00.700]  而這個關係
[00:05:00.700 --> 00:05:02.800]  這個相交是有方向性
[00:05:02.800 --> 00:05:04.200]  也有一個很重要的意義
[00:05:04.200 --> 00:05:05.100]  是什麼
[00:05:05.100 --> 00:05:06.100]  寫得很清楚
[00:05:06.100 --> 00:05:11.200]  是為了建立主的聖殿
[00:05:11.200 --> 00:05:12.900]  成為主的聖殿
[00:05:12.900 --> 00:05:15.100]  我們需要很清楚很準確的明白
[00:05:15.100 --> 00:05:17.700]  究竟保羅在這裡所說什麼的時候
[00:05:17.700 --> 00:05:20.800]  我們要首先知道什麼是聖殿
[00:05:20.800 --> 00:05:21.700]  什麼是聖殿
[00:05:21.700 --> 00:05:23.300]  聖殿是什麼意思
[00:05:23.300 --> 00:05:25.000]  主的聖殿
[00:05:25.000 --> 00:05:28.200]  最簡單來說就是代表著神與我們同在
[00:05:28.200 --> 00:05:29.200]  我們來到神的家
[00:05:29.200 --> 00:05:30.300]  來到神的殿裡面
[00:05:30.300 --> 00:05:34.100]  神就在當中來接受我們的敬拜
[00:05:34.100 --> 00:05:36.000]  與我們有相交
[00:05:36.000 --> 00:05:36.800]  大家都知道
[00:05:36.800 --> 00:05:40.400]  神不能與罪共存
[00:05:40.400 --> 00:05:41.600]  換言之
[00:05:41.600 --> 00:05:43.900]  信徒無論在個別的層面
[00:05:43.900 --> 00:05:46.500]  或者在教會群體的層面來說
[00:05:46.500 --> 00:05:53.100]  我們都需要活出一個與神相稱的人生
[00:05:53.100 --> 00:05:54.500]  保羅也提到
[00:05:54.500 --> 00:05:58.200]  我們要漸漸成為主的聖殿
[00:05:58.200 --> 00:06:00.000]  漸漸的意思很明顯
[00:06:00.000 --> 00:06:02.600]  是指一個過程
[00:06:02.600 --> 00:06:04.000]  有人說得很好
[00:06:04.000 --> 00:06:07.800]  他說教會並不是一個組織
[00:06:07.800 --> 00:06:11.200]  教會是一個有生命的生命體
[00:06:11.200 --> 00:06:14.500]  一間教會可以有很多的什麼
[00:06:14.500 --> 00:06:16.200]  我們要與政府登記
[00:06:16.200 --> 00:06:18.000]  成立教會與政府登記
[00:06:18.000 --> 00:06:21.600]  我們有我們自己教會作為一個組織的憲章
[00:06:21.600 --> 00:06:23.000]  我們有我們的教堂
[00:06:23.000 --> 00:06:24.100]  有我們的侍公
[00:06:24.100 --> 00:06:25.100]  有我們的工作
[00:06:25.100 --> 00:06:27.300]  有我們的同工
[00:06:27.300 --> 00:06:30.600]  不過這些統統都不能夠定義
[00:06:30.600 --> 00:06:32.800]  真正一個屬靈的教會
[00:06:32.800 --> 00:06:38.200]  這些都是一個教會的外在的硬件
[00:06:38.200 --> 00:06:40.200]  並不等於我們剛才所說的
[00:06:40.200 --> 00:06:43.300]  並不等於這間教會有屬靈的生命
[00:06:43.300 --> 00:06:46.600]  是一個活的教會
[00:06:46.600 --> 00:06:47.400]  好了
[00:06:47.400 --> 00:06:50.000]  那究竟如果我們說一個活的教會
[00:06:50.000 --> 00:06:53.800]  當中是有什麼跡象呢
[00:06:53.800 --> 00:06:55.600]  我們看看
[00:06:55.600 --> 00:07:00.600]  保羅在《哥羅西書》的教導
[00:07:00.600 --> 00:07:04.800]  從保羅作為一個牧者的角度
[00:07:04.800 --> 00:07:10.700]  來講解一個牧者在教會裏面的職責
[00:07:10.700 --> 00:07:12.400]  他說作為一個牧者
[00:07:12.400 --> 00:07:15.700]  他要用諸般的智慧勸誡各人
[00:07:15.700 --> 00:07:16.800]  教導各人
[00:07:16.800 --> 00:07:20.000]  然後要將各人在基督耶穌裏面
[00:07:20.000 --> 00:07:23.800]  完完全全地引到神面前
[00:07:23.800 --> 00:07:26.800]  我們逐句去理解
[00:07:26.800 --> 00:07:31.000]  勸誡很明顯是指行為上
[00:07:31.000 --> 00:07:33.800]  教導是指真理上
[00:07:33.800 --> 00:07:35.300]  而諸般的智慧
[00:07:35.300 --> 00:07:38.200]  就是指我們需要用最有效的方式
[00:07:38.200 --> 00:07:40.800]  來勸誡教導
[00:07:40.800 --> 00:07:41.600]  為了什麼呢
[00:07:41.600 --> 00:07:43.600]  為了將人帶到神面前
[00:07:43.600 --> 00:07:47.000]  還要完完全全地帶到神面前
[00:07:47.000 --> 00:07:48.200]  所以很明顯
[00:07:48.200 --> 00:07:51.000]  我們將人帶到神面前的時候
[00:07:51.000 --> 00:07:56.000]  我們期望人會有一個生命的更生
[00:07:56.000 --> 00:07:57.000]  生命的改變
[00:07:57.000 --> 00:07:58.200]  所以一個活的教會
[00:07:58.200 --> 00:08:02.500]  其實最重要的職責是什麼呢
[00:08:02.500 --> 00:08:04.500]  簡體會轉會
[00:08:04.500 --> 00:08:06.800]  是應該有生命上面的改變
[00:08:06.800 --> 00:08:09.900]  十年前和現在教會是一模一樣的
[00:08:09.900 --> 00:08:11.900]  這間教會有很大的問題
[00:08:11.900 --> 00:08:14.600]  根據剛才我所講的
[00:08:14.600 --> 00:08:16.900]  各人要在基督耶穌裏面
[00:08:16.900 --> 00:08:20.100]  完完全全地來到神面前
[00:08:20.100 --> 00:08:22.400]  我們基於這個理解
[00:08:22.400 --> 00:08:25.800]  我們去看看教會究竟有什麼功能
[00:08:25.800 --> 00:08:26.700]  教會有什麼功能
[00:08:26.700 --> 00:08:29.700]  通常我們都會看到教會
[00:08:29.700 --> 00:08:34.200]  有五個最重要教會存在的目的
[00:08:34.200 --> 00:08:39.100]  我們就通過耶穌基督給我們的大使命
[00:08:39.100 --> 00:08:40.800]  和大誡命
[00:08:40.800 --> 00:08:44.100]  來看看教會存在有什麼目的
[00:08:44.100 --> 00:08:45.500]  有什麼意義呢
[00:08:45.500 --> 00:08:50.200]  我們第一個來看看就是贊美敬拜
[00:08:50.200 --> 00:08:53.200]  贊美敬拜提供我們屬靈生活上面
[00:08:53.200 --> 00:08:55.800]  一個很重要的力量
[00:08:55.800 --> 00:08:58.800]  耶穌說最大的誡命是什麼
[00:08:58.800 --> 00:09:01.800]  盡心 盡性 盡意
[00:09:01.800 --> 00:09:04.400]  愛主我們的神
[00:09:04.400 --> 00:09:07.900]  最重要 最直接 最自然的方式
[00:09:07.900 --> 00:09:09.200]  來愛神是什麼
[00:09:09.200 --> 00:09:11.200]  就是敬拜神
