
[00:00:00.000 --> 00:00:04.740]  今早去到一間在八龍岸的教會講道
[00:00:04.740 --> 00:00:06.740]  第一次去這間教會講道
[00:00:06.740 --> 00:00:08.000]  都很感動
[00:00:08.000 --> 00:00:11.600]  然後那個負責人就跟我說
[00:00:11.600 --> 00:00:16.900]  「律師,下次你來,可不可以講關於奉獻的道理」
[00:00:16.900 --> 00:00:19.180]  我說「OK,OK,OK」
[00:00:19.180 --> 00:00:23.000]  很多時候我在香港的教會講道
[00:00:23.000 --> 00:00:25.000]  很多時候那些牧者叫我說
[00:00:25.000 --> 00:00:27.000]  「可不可以講奉獻的道理」
[00:00:27.000 --> 00:00:29.000]  我說「OK,有沒有問題」
[00:00:29.000 --> 00:00:31.000]  當時我就會問
[00:00:31.000 --> 00:00:33.000]  「為甚麼要我說不是你說的」
[00:00:33.000 --> 00:00:41.000]  他說「你是講完的,你講完就是講完的,那你就走吧」
[00:00:41.000 --> 00:00:43.000]  我說「為甚麼你不說」
[00:00:43.000 --> 00:00:45.000]  他說「這些話題很敏感的,可能他們會生我的氣」
[00:00:45.000 --> 00:00:49.000]  我說「哦,那他們生我的氣,我不生你的氣」
[00:00:49.000 --> 00:00:53.000]  他說「其實我就說了,你講完就走,沒時間了」
[00:00:53.000 --> 00:00:56.000]  「始終你在外面講比較好」
[00:00:56.000 --> 00:00:59.000]  當年我在美音堂學會的時候
[00:00:59.000 --> 00:01:02.000]  每隔一年的三月最後一個星期
[00:01:02.000 --> 00:01:04.000]  或者四月第一個星期
[00:01:04.000 --> 00:01:06.000]  我是一定講奉獻的
[00:01:06.000 --> 00:01:09.000]  因為新的財政年度
[00:01:09.000 --> 00:01:11.000]  我一定要教育體會
[00:01:11.000 --> 00:01:14.000]  這也是要反省為甚麼牧者有這個魅力
[00:01:14.000 --> 00:01:16.000]  你自己檢視一下
[00:01:16.000 --> 00:01:21.000]  如果叫你親近神,要讀正經,要祈禱
[00:01:21.000 --> 00:01:23.000]  你沒有讀經,沒有祈禱,你沒有問題
[00:01:23.000 --> 00:01:27.000]  你沒有好反感,你要示棟,要來參與
[00:01:27.000 --> 00:01:29.000]  你不參與示棟是沒有問題的
[00:01:29.000 --> 00:01:32.000]  你要奉獻,如果你們不奉獻就很有問題
[00:01:32.000 --> 00:01:34.000]  又不說這些
[00:01:34.000 --> 00:01:38.000]  如果很奇妙地講這個話題
[00:01:38.000 --> 00:01:40.000]  就馬上反彈
[00:01:40.000 --> 00:01:42.000]  最反彈的是哪些呢
[00:01:42.000 --> 00:01:44.000]  就是不奉獻的
[00:01:44.000 --> 00:01:46.000]  奉獻的反而沒甚麼重要
[00:01:46.000 --> 00:01:48.000]  我也有看到這件事
[00:01:48.000 --> 00:01:50.000]  所以我們作為牧者
[00:01:50.000 --> 00:01:53.000]  是很需要去奉獻的
[00:01:53.000 --> 00:01:56.000]  因為我那時候走到監獄院
[00:01:56.000 --> 00:01:59.000]  有時候我寫好奉獻封
[00:01:59.000 --> 00:02:01.000]  第一講完就馬上走
[00:02:01.000 --> 00:02:03.000]  去第二間運動院去奉獻
[00:02:03.000 --> 00:02:05.000]  我就遲了,我死了
[00:02:05.000 --> 00:02:07.000]  最後一個星期
[00:02:07.000 --> 00:02:09.000]  不行,要收奉獻
[00:02:09.000 --> 00:02:10.000]  獅子王不行
[00:02:10.000 --> 00:02:12.000]  我們只好撥下去
[00:02:12.000 --> 00:02:14.000]  下個月過個六歲就去奉獻
[00:02:14.000 --> 00:02:16.000]  我說不行的
[00:02:16.000 --> 00:02:18.000]  因為你出了一份財政報告
[00:02:18.000 --> 00:02:20.000]  不奉獻一定看的
[00:02:20.000 --> 00:02:22.000]  一定看牧師有沒有奉獻
[00:02:22.000 --> 00:02:23.000]  他自己也沒奉獻
[00:02:23.000 --> 00:02:24.000]  叫我們去奉獻
[00:02:24.000 --> 00:02:25.000]  怎麼搞的
[00:02:25.000 --> 00:02:27.000]  他不會看下個月的
[00:02:27.000 --> 00:02:28.000]  所以後來我們就改了
[00:02:28.000 --> 00:02:30.000]  我們有自動轉帳
[00:02:30.000 --> 00:02:31.000]  我們有自動轉帳
[00:02:31.000 --> 00:02:33.000]  就一定不會甩了
[00:02:33.000 --> 00:02:36.000]  這個就是奉獻
[00:02:36.000 --> 00:02:39.000]  今天會講這個課題是什麼呢
[00:02:39.000 --> 00:02:41.000]  大家很熟悉這段經文
[00:02:41.000 --> 00:02:43.000]  不如我們再讀一次
[00:02:43.000 --> 00:02:44.000]  我們很熟悉的
[00:02:44.000 --> 00:02:49.000]  「各人可以隨本奉獻聖聖聖聖」
[00:02:49.000 --> 00:02:53.000]  「因為捐得樂而的人事實所在地」
[00:02:53.000 --> 00:02:55.000]  我去很多的教會講到
[00:02:55.000 --> 00:02:57.000]  很多時候有不少的教會
[00:02:57.000 --> 00:02:59.000]  當奉獻的時候
[00:02:59.000 --> 00:03:00.000]  就打個拋棺
[00:03:00.000 --> 00:03:01.000]  就打這段經文出來
[00:03:01.000 --> 00:03:03.000]  就是要捐得樂而
[00:03:03.000 --> 00:03:05.000]  是誠所以樂的
[00:03:05.000 --> 00:03:08.000]  其實引用這段經文
[00:03:08.000 --> 00:03:11.000]  是引導錯誤
[00:03:11.000 --> 00:03:15.000]  這一段經文絕對不是講奉獻的
[00:03:15.000 --> 00:03:17.000]  如果我們看哥倫多
[00:03:17.000 --> 00:03:20.000]  前書第八第九章這兩章聖經
[00:03:20.000 --> 00:03:23.000]  是一個課題
[00:03:23.000 --> 00:03:26.000]  保羅就提醒哥倫多教會的人
[00:03:26.000 --> 00:03:28.000]  他說你們曾經答應過
[00:03:28.000 --> 00:03:31.000]  要去捐錢幫助一些人
[00:03:31.000 --> 00:03:33.000]  我現在就來了
[00:03:33.000 --> 00:03:35.000]  你們要好好地來
[00:03:35.000 --> 00:03:37.000]  收集好這些捐獻
[00:03:37.000 --> 00:03:38.000]  等我來到的時候
[00:03:38.000 --> 00:03:39.000]  可以拿走
[00:03:39.000 --> 00:03:41.000]  然後就帶去給別人
[00:03:41.000 --> 00:03:43.000]  因為你們答應了
[00:03:43.000 --> 00:03:45.000]  近期無意中看了一個視頻
[00:03:45.000 --> 00:03:47.000]  是講一個曾經在香港
[00:03:47.000 --> 00:03:49.000]  都很多人喜歡
[00:03:49.000 --> 00:03:51.000]  但是現在他的電影
[00:03:51.000 --> 00:03:52.000]  不會在香港上映
[00:03:52.000 --> 00:03:53.000]  因為沒有人看了
[00:03:53.000 --> 00:03:56.000]  那個是講是男人都會做錯事的那個
[00:03:56.000 --> 00:03:58.000]  那是什麼呢
[00:03:58.000 --> 00:04:00.000]  就是你講的
[00:04:00.000 --> 00:04:03.000]  原來他很多時候都會
[00:04:03.000 --> 00:04:05.000]  捐錢給一些人
[00:04:05.000 --> 00:04:09.000]  但是接著就沒有進行這個承諾
[00:04:09.000 --> 00:04:11.000]  講的時候就很多人
[00:04:11.000 --> 00:04:13.000]  要去大慈善監
[00:04:13.000 --> 00:04:15.000]  但是沒有做到這件事
[00:04:15.000 --> 00:04:17.000]  保羅都提醒他們
[00:04:17.000 --> 00:04:18.000]  你們就要很小心
[00:04:18.000 --> 00:04:20.000]  因為你們答應了
[00:04:20.000 --> 00:04:22.000]  接著第八第九章
[00:04:22.000 --> 00:04:26.000]  他就拿馬其頓的教會
[00:04:26.000 --> 00:04:28.000]  做一個榜樣
[00:04:28.000 --> 00:04:31.000]  你們要學馬其頓的教會
[00:04:31.000 --> 00:04:33.000]  因為他們做得非常好
[00:04:33.000 --> 00:04:35.000]  那奉獻是什麼呢
[00:04:35.000 --> 00:04:37.000]  今天不是我主力講這些
[00:04:37.000 --> 00:04:38.000]  但是我給大家聽
[00:04:38.000 --> 00:04:40.000]  奉獻不是你捐不捐得樂意
[00:04:40.000 --> 00:04:42.000]  是很現實的
[00:04:42.000 --> 00:04:44.000]  你可能很難接受這件事
[00:04:44.000 --> 00:04:47.000]  奉獻是我們基督徒應有的責任
[00:04:47.000 --> 00:04:50.000]  是不到你願不願意的
[00:04:50.000 --> 00:04:52.000]  就好像要交稅
[00:04:52.000 --> 00:04:54.000]  我有人性的軟弱
[00:04:54.000 --> 00:04:56.000]  我們去英國
[00:04:56.000 --> 00:04:57.000]  英國的稅很重的
[00:04:57.000 --> 00:04:59.000]  特別我是這幾年才來的
[00:04:59.000 --> 00:05:01.000]  我以前在香港賺的錢
[00:05:01.000 --> 00:05:03.000]  我在香港賺銀行的錢
[00:05:03.000 --> 00:05:05.000]  原來你會很壞的
[00:05:05.000 --> 00:05:06.000]  就像國安法一樣
[00:05:06.000 --> 00:05:08.000]  全世界都可以做到的
[00:05:08.000 --> 00:05:09.000]  原來你在香港賺的錢
[00:05:09.000 --> 00:05:12.000]  收的利息都要在這裡計算的
[00:05:12.000 --> 00:05:14.000]  都要扣的
[00:05:14.000 --> 00:05:15.000]  很真誠地說
[00:05:15.000 --> 00:05:17.000]  我覺得很不禮
[00:05:17.000 --> 00:05:18.000]  還有
[00:05:18.000 --> 00:05:20.000]  我70歲了
[00:05:20.000 --> 00:05:21.000]  快要走了
[00:05:21.000 --> 00:05:22.000]  不知道什麼時候走的
[00:05:22.000 --> 00:05:24.000]  我立了遺囑
[00:05:24.000 --> 00:05:27.000]  但原來英國的遺產稅是很厲害的
[00:05:27.000 --> 00:05:28.000]  知不知道多少
[00:05:28.000 --> 00:05:30.000]  是40%
[00:05:30.000 --> 00:05:32.000]  是的
[00:05:32.000 --> 00:05:34.000]  你過了一個限額
[00:05:34.000 --> 00:05:36.000]  就要給40%
[00:05:36.000 --> 00:05:37.000]  但那個限額很低
[00:05:37.000 --> 00:05:39.000]  可能我都會過的
[00:05:39.000 --> 00:05:40.000]  可能
[00:05:40.000 --> 00:05:42.000]  我未明白清楚
[00:05:42.000 --> 00:05:44.000]  我挺有錢的
[00:05:44.000 --> 00:05:47.000]  我不單單心中富有
[00:05:47.000 --> 00:05:49.000]  那時候
[00:05:49.000 --> 00:05:52.000]  說真的
[00:05:52.000 --> 00:05:55.000]  我怎麼會有興趣去納稅呢
[00:05:55.000 --> 00:05:56.000]  我想問
[00:05:56.000 --> 00:05:57.000]  特別是香港來的那些
[00:05:57.000 --> 00:05:59.000]  當你收到一個綠色的信封
[00:05:59.000 --> 00:06:00.000]  寄到你家的時候
[00:06:00.000 --> 00:06:02.000]  你會有什麼感覺呢
[00:06:02.000 --> 00:06:03.000]  不是吧
[00:06:03.000 --> 00:06:05.000]  這麼快又來的
[00:06:05.000 --> 00:06:07.000]  交完信封又來
[00:06:07.000 --> 00:06:09.000]  你在香港剛剛收到了
[00:06:09.000 --> 00:06:11.000]  出了報稅料
[00:06:11.000 --> 00:06:13.000]  但你有事做
[00:06:13.000 --> 00:06:14.000]  你才可以交稅
[00:06:14.000 --> 00:06:15.000]  對不對
[00:06:15.000 --> 00:06:16.000]  但縱然是這樣
[00:06:16.000 --> 00:06:17.000]  我也不會
[00:06:17.000 --> 00:06:18.000]  很開心
[00:06:18.000 --> 00:06:20.000]  可以去交稅
[00:06:20.000 --> 00:06:21.000]  如果是這樣
[00:06:21.000 --> 00:06:23.000]  這個人是很不正常的
[00:06:23.000 --> 00:06:24.000]  那時候所以
[00:06:24.000 --> 00:06:26.000]  絕對不能捐得來
[00:06:26.000 --> 00:06:28.000]  原來你不樂意
[00:06:28.000 --> 00:06:30.000]  這個是你的責任
[00:06:30.000 --> 00:06:31.000]  你也要去做的
[00:06:31.000 --> 00:06:33.000]  我們一起讀《馬拉基書》
[00:06:33.000 --> 00:06:34.000]  第三章第八節
[00:06:34.000 --> 00:06:35.000]  第三章第八節
[00:06:35.000 --> 00:06:37.000]  我們一起讀出來
[00:06:37.000 --> 00:06:54.000]  原來你們不去捐
[00:06:54.000 --> 00:06:56.000]  去奉獻的時候
[00:06:56.000 --> 00:06:58.000]  原來就是偷取神的東西
[00:06:58.000 --> 00:06:59.000]  你想想
[00:06:59.000 --> 00:07:01.000]  偷東西
[00:07:01.000 --> 00:07:03.000]  是一個罪
[00:07:03.000 --> 00:07:05.000]  而且你是偷誰的東西
[00:07:05.000 --> 00:07:06.000]  是偷神的東西
[00:07:06.000 --> 00:07:08.000]  即是你不去捐的時候
[00:07:08.000 --> 00:07:10.000]  即是你不去奉獻的時候
[00:07:10.000 --> 00:07:11.000]  是奪取了
[00:07:11.000 --> 00:07:13.000]  搶了神應有利的東西
[00:07:13.000 --> 00:07:15.000]  所以是一個很嚴重的錯誤
[00:07:15.000 --> 00:07:17.000]  但今天我們基督徒
[00:07:17.000 --> 00:07:19.000]  不會怎樣去想這件事
[00:07:19.000 --> 00:07:21.000]  甚至他誤解神經
[00:07:21.000 --> 00:07:24.000]  是新約再無講十分之一
[00:07:24.000 --> 00:07:26.000]  舊港也是把那23章
[00:07:26.000 --> 00:07:28.000]  留給法律賽人
[00:07:28.000 --> 00:07:30.000]  所以我們是捐得樂意
[00:07:30.000 --> 00:07:31.000]  最重要是自言自語
[00:07:31.000 --> 00:07:34.000]  不需要去講十分之一
[00:07:34.000 --> 00:07:36.000]  那你不是很選擇性
[00:07:36.000 --> 00:07:38.000]  好像一些社會讚你
[00:07:38.000 --> 00:07:40.000]  這個調查挺好
[00:07:40.000 --> 00:07:42.000]  一說你這個調查錯了
[00:07:42.000 --> 00:07:44.000]  沒有問題的
[00:07:44.000 --> 00:07:46.000]  十誡裡面不可殺人
[00:07:46.000 --> 00:07:47.000]  是怎樣的
[00:07:47.000 --> 00:07:48.000]  你老套捅人
[00:07:48.000 --> 00:07:50.000]  那就是殺人
[00:07:50.000 --> 00:07:52.000]  好了 新約
[00:07:52.000 --> 00:07:53.000]  耶穌說到
[00:07:53.000 --> 00:07:55.000]  當你氣一個人的時候
[00:07:55.000 --> 00:07:57.000]  你恨一個人就已經怎樣
[00:07:57.000 --> 00:07:58.000]  殺人
[00:07:58.000 --> 00:07:59.000]  我想問大家
[00:07:59.000 --> 00:08:02.000]  耶穌宗律法的標準提高了
[00:08:02.000 --> 00:08:04.000]  還是降低了
[00:08:04.000 --> 00:08:05.000]  提高了
[00:08:05.000 --> 00:08:06.000]  好 第二
[00:08:06.000 --> 00:08:09.000]  不可姦人
[00:08:09.000 --> 00:08:11.000]  我只望著弟兄
[00:08:11.000 --> 00:08:12.000]  如果望弟兄就死了
[00:08:12.000 --> 00:08:13.000]  如果望甚麼人都死了
[00:08:13.000 --> 00:08:16.000]  當你望到一個異性
[00:08:16.000 --> 00:08:18.000]  挺漂亮的
[00:08:18.000 --> 00:08:20.000]  原來要令姦人
[00:08:20.000 --> 00:08:23.000]  真是要發生婚姻意外的行為
[00:08:23.000 --> 00:08:24.000]  叫姦人
[00:08:24.000 --> 00:08:25.000]  但耶穌說
[00:08:25.000 --> 00:08:26.000]  當你見到一個女性
[00:08:26.000 --> 00:08:28.000]  來動人念的時候
[00:08:28.000 --> 00:08:29.000]  就已經犯甚麼
[00:08:29.000 --> 00:08:30.000]  姦人
[00:08:30.000 --> 00:08:31.000]  那我想問大家
[00:08:31.000 --> 00:08:33.000]  祂是宗律法提升了
[00:08:33.000 --> 00:08:34.000]  還是降低了
[00:08:34.000 --> 00:08:36.000]  提升了
[00:08:36.000 --> 00:08:37.000]  為甚麼這麼奇怪呢
[00:08:37.000 --> 00:08:39.000]  得到奉獻的時候
[00:08:39.000 --> 00:08:42.000]  哦 隨心所欲
[00:08:42.000 --> 00:08:44.000]  我們宗律經多少就多少
[00:08:44.000 --> 00:08:46.000]  但我們永遠都不會
[00:08:46.000 --> 00:08:47.000]  超過十誡之一
[00:08:47.000 --> 00:08:48.000]  很多次
[00:08:48.000 --> 00:08:51.000]  那我們是將這個律法降低還是提升
[00:08:51.000 --> 00:08:53.000]  大家自己去反省
[00:08:53.000 --> 00:08:55.000]  所以這是一個很大的問題
[00:08:55.000 --> 00:08:56.000]  不過我再說
[00:08:56.000 --> 00:08:57.000]  放心
[00:08:57.000 --> 00:08:58.000]  今天焦點不是講奉獻
[00:08:58.000 --> 00:09:00.000]  是講幫助人
[00:09:00.000 --> 00:09:03.000]  那祂很清楚說
[00:09:03.000 --> 00:09:05.000]  原來捐得樂意
[00:09:05.000 --> 00:09:07.000]  不是講奉獻
[00:09:07.000 --> 00:09:10.000]  是講幫助有需要的人
[00:09:10.000 --> 00:09:13.000]  就正如前一陣子
[00:09:13.000 --> 00:09:15.000]  緬甸大地震
[00:09:15.000 --> 00:09:16.000]  哎呀
[00:09:16.000 --> 00:09:18.000]  很多人有需要
[00:09:18.000 --> 00:09:19.000]  還有一件事我很感動
[00:09:19.000 --> 00:09:20.000]  幾年前
[00:09:20.000 --> 00:09:21.000]  烏克林戰爭
[00:09:21.000 --> 00:09:24.000]  我見到你們教會很多人
[00:09:24.000 --> 00:09:27.000]  都捐一些物資給烏克林那邊
[00:09:27.000 --> 00:09:29.000]  這個就是慈慰了
[00:09:29.000 --> 00:09:31.000]  就是幫助有需要的人
[00:09:31.000 --> 00:09:33.000]  是捐得樂意
[00:09:33.000 --> 00:09:35.000]  不是逼的
[00:09:35.000 --> 00:09:40.000]  捐得樂意是神所喜悅的
[00:09:40.000 --> 00:09:41.000]  來到這裡的女性
[00:09:41.000 --> 00:09:43.000]  你們真的好
[00:09:43.000 --> 00:09:45.000]  因為你們很不平等
[00:09:45.000 --> 00:09:47.000]  我上次來港島
[00:09:47.000 --> 00:09:48.000]  三月中旬這個禮拜
[00:09:48.000 --> 00:09:50.000]  是母親節
[00:09:50.000 --> 00:09:51.000]  我就失敗了
[00:09:51.000 --> 00:09:52.000]  我離開後上車
[00:09:52.000 --> 00:09:53.000]  失敗了
[00:09:53.000 --> 00:09:55.000]  我留下了一個袋子
[00:09:55.000 --> 00:09:57.000]  還有錢都留在那裡
[00:09:57.000 --> 00:09:59.000]  可以留下來的
[00:09:59.000 --> 00:10:00.000]  剛上車
[00:10:00.000 --> 00:10:01.000]  電話打來
[00:10:01.000 --> 00:10:03.000]  說多謝靈安姐救我
[00:10:03.000 --> 00:10:04.000]  我都想著
[00:10:04.000 --> 00:10:05.000]  4點3那班車
[00:10:05.000 --> 00:10:06.000]  坐4點03搭不到
[00:10:06.000 --> 00:10:08.000]  就坐5點03那班車
[00:10:08.000 --> 00:10:09.000]  約了師母
[00:10:09.000 --> 00:10:11.000]  跟她慶祝母親節
[00:10:11.000 --> 00:10:13.000]  我的兒子女兒
[00:10:13.000 --> 00:10:17.000]  怎料5點03那班車取消了
[00:10:17.000 --> 00:10:19.000]  結果我坐6點03那班車
[00:10:19.000 --> 00:10:20.000]  回到我住的地方
[00:10:20.000 --> 00:10:21.000]  是8點03
[00:10:21.000 --> 00:10:23.000]  他們已經吃飯了
[00:10:23.000 --> 00:10:24.000]  我去到那裡
[00:10:24.000 --> 00:10:25.000]  是5分鐘吃完
[00:10:25.000 --> 00:10:26.000]  他們留下的東西
[00:10:26.000 --> 00:10:29.000]  叫慶祝母親節
[00:10:29.000 --> 00:10:33.000]  但是下個禮拜
[00:10:33.000 --> 00:10:35.000]  5月2個禮拜
[00:10:35.000 --> 00:10:37.000]  又是母親節
[00:10:37.000 --> 00:10:38.000]  所以我說你們女性
[00:10:38.000 --> 00:10:39.000]  真的很好
[00:10:39.000 --> 00:10:40.000]  那時候
[00:10:40.000 --> 00:10:43.000]  就慶祝了生月
[00:10:43.000 --> 00:10:44.000]  這麼亡本
[00:10:44.000 --> 00:10:45.000]  我們是香港人
[00:10:45.000 --> 00:10:46.000]  下個禮拜怎麼可能
[00:10:46.000 --> 00:10:47.000]  沒有慶祝
[00:10:47.000 --> 00:10:49.000]  如果你愛你的妻子
[00:10:49.000 --> 00:10:51.000]  或者你愛你的媽媽
[00:10:51.000 --> 00:10:53.000]  你很自然地
[00:10:53.000 --> 00:10:55.000]  又去慶祝母親節
[00:10:55.000 --> 00:10:56.000]  逼不到的
[00:10:56.000 --> 00:10:58.000]  這個不是法律規定
[00:10:58.000 --> 00:11:00.000]  完全不是法律規定
