
[00:00:00.000 --> 00:00:02.000]  並致每主來平安
[00:00:02.000 --> 00:00:04.000]  我們一齊同心禱告
[00:00:04.000 --> 00:00:08.780]  天下求你都幫助我們
[00:00:08.780 --> 00:00:10.780]  藉著剛才那首詩歌
[00:00:10.780 --> 00:00:12.780]  一個很出名的法蘭西詩的同文
[00:00:12.780 --> 00:00:14.780]  來幫助我們
[00:00:14.780 --> 00:00:18.940]  去過一個樂以犧牲的生命
[00:00:18.940 --> 00:00:21.940]  求主,求聖靈來到去
[00:00:21.940 --> 00:00:23.940]  讓我們有一個聆聽的耳朵
[00:00:23.940 --> 00:00:25.940]  敞開的心
[00:00:25.940 --> 00:00:27.940]  去聽上帝的說話
[00:00:27.940 --> 00:00:29.940]  求主,祢掌管我的心思
[00:00:29.940 --> 00:00:31.940]  讓我所說的
[00:00:31.940 --> 00:00:33.940]  都是來自神理的話語
[00:00:33.940 --> 00:00:35.940]  奉主耶穌基督的聖名祈求
[00:00:35.940 --> 00:00:37.940]  阿們
[00:00:59.940 --> 00:01:01.940]  耶穌基督是我們的大祭司
[00:01:01.940 --> 00:01:03.940]  順徒作祭司的屬靈生命
[00:01:03.940 --> 00:01:05.940]  順徒作祭司的信心的呈獻
[00:01:05.940 --> 00:01:07.940]  順徒作祭司的敬拜生活
[00:01:07.940 --> 00:01:09.940]  順徒作祭司的敬拜生活
[00:01:09.940 --> 00:01:11.940]  順徒作祭司的敬拜生活
[00:01:11.940 --> 00:01:13.940]  順徒作祭司的敬拜生活
[00:01:13.940 --> 00:01:15.940]  順徒作祭司的敬拜生活
[00:01:15.940 --> 00:01:17.940]  順徒作祭司的敬拜生活
[00:01:17.940 --> 00:01:19.940]  順徒作祭司的敬拜生活
[00:01:19.940 --> 00:01:21.940]  順徒作祭司的敬拜生活
[00:01:21.940 --> 00:01:23.940]  順徒作祭司的敬拜生活
[00:01:23.940 --> 00:01:25.940]  順徒作祭司的敬拜生活
[00:01:25.940 --> 00:01:27.940]  順徒作祭司的敬拜生活
[00:01:27.940 --> 00:01:29.940]  順徒作祭司的敬拜生活
[00:01:29.940 --> 00:01:31.940]  順徒作祭司的敬拜生活
[00:01:31.940 --> 00:01:33.940]  順徒作祭司的敬拜生活
[00:01:33.940 --> 00:01:35.940]  順徒作祭司的敬拜生活
[00:01:35.940 --> 00:01:37.940]  順徒作祭司的敬拜生活
[00:01:37.940 --> 00:01:39.940]  順徒作祭司的敬拜生活
[00:01:39.940 --> 00:01:41.940]  順徒作祭司的敬拜生活
[00:01:41.940 --> 00:01:43.940]  順徒作祭司的敬拜生活
[00:01:43.940 --> 00:01:45.940]  順徒作祭司的敬拜生活
[00:01:45.940 --> 00:01:47.940]  順徒作祭司的敬拜生活
[00:01:47.940 --> 00:01:49.940]  順徒作祭司的敬拜生活
[00:01:49.940 --> 00:01:51.940]  順徒作祭司的敬拜生活
[00:01:51.940 --> 00:01:53.940]  順徒作祭司的敬拜生活
[00:01:53.940 --> 00:01:55.940]  順徒作祭司的敬拜生活
[00:01:55.940 --> 00:01:57.940]  順徒作祭司的敬拜生活
[00:01:57.940 --> 00:01:59.940]  順徒作祭司的敬拜生活
[00:01:59.940 --> 00:02:01.940]  順徒作祭司的敬拜生活
[00:02:01.940 --> 00:02:03.940]  順徒作祭司的敬拜生活
[00:02:03.940 --> 00:02:05.940]  順徒作祭司的敬拜生活
[00:02:05.940 --> 00:02:07.940]  順徒作祭司的敬拜生活
[00:02:07.940 --> 00:02:09.940]  順徒作祭司的敬拜生活
[00:02:09.940 --> 00:02:11.940]  順徒作祭司的敬拜生活
[00:02:11.940 --> 00:02:13.940]  順徒作祭司的敬拜生活
[00:02:13.940 --> 00:02:15.940]  順徒作祭司的敬拜生活
[00:02:15.940 --> 00:02:17.940]  順徒作祭司的敬拜生活
[00:02:17.940 --> 00:02:19.940]  順徒作祭司的敬拜生活
[00:02:19.940 --> 00:02:21.940]  順徒作祭司的敬拜生活
[00:02:21.940 --> 00:02:23.940]  順徒作祭司的敬拜生活
[00:02:23.940 --> 00:02:25.940]  順徒作祭司的敬拜生活
