
[00:00:00.000 --> 00:00:04.000]  我們來看耶穌基督在地上所行的神蹟
[00:00:04.000 --> 00:00:08.000]  另外一個很值得我們去留意的神蹟
[00:00:08.000 --> 00:00:13.000]  是記載在萬太福音28章第18至22節
[00:00:13.000 --> 00:00:18.000]  這段經文是講到耶穌基督是就坐無花果樹
[00:00:18.000 --> 00:00:24.000]  其實這個引申出來是有兩個的神蹟在這裏
[00:00:24.000 --> 00:00:27.000]  大家聽我讀完這段經文的時候
[00:00:27.000 --> 00:00:33.000]  就可以知道究竟這兩個的神蹟是什麼樣的神蹟
[00:00:33.000 --> 00:00:37.000]  萬太福音第21章第18節說
[00:00:37.000 --> 00:00:40.000]  早晨回城的時候他餓了
[00:00:40.000 --> 00:00:43.000]  看見路旁有一棵無花果樹
[00:00:43.000 --> 00:00:47.000]  就走到斤前在樹上找不著什麼
[00:00:47.000 --> 00:00:50.000]  不過有葉子就對樹說
[00:00:50.000 --> 00:00:53.000]  從今以後你永不結果子了
[00:00:53.000 --> 00:00:58.000]  那無花果樹就立刻枯幹了
[00:00:58.000 --> 00:01:01.000]  門徒看見了便稀奇說
[00:01:01.000 --> 00:01:04.000]  無花果樹怎麼立刻枯幹了呢?
[00:01:04.000 --> 00:01:05.000]  耶穌回答說
[00:01:05.000 --> 00:01:07.000]  我實在告訴你們
[00:01:07.000 --> 00:01:10.000]  你們若有信心不疑說
[00:01:10.000 --> 00:01:14.000]  不但難行無花果樹上所行的神蹟
[00:01:14.000 --> 00:01:16.000]  就是對這座山說
[00:01:16.000 --> 00:01:18.000]  你挪開此地
[00:01:18.000 --> 00:01:21.000]  投在海裏也必成就
[00:01:21.000 --> 00:01:23.000]  你們禱告無論求什麼
[00:01:23.000 --> 00:01:27.000]  只要信就必得著
[00:01:27.000 --> 00:01:29.000]  大家都看到這兩個神蹟
[00:01:29.000 --> 00:01:33.000]  一個實際是耶穌基督在地上走出來的神蹟
[00:01:33.000 --> 00:01:35.000]  門徒看到的
[00:01:35.000 --> 00:01:38.000]  就是祂就在一棵無花果樹
[00:01:38.000 --> 00:01:40.000]  這棵樹立刻枯幹
[00:01:40.000 --> 00:01:43.000]  門徒很震撼
[00:01:43.000 --> 00:01:46.000]  耶穌有這樣的能力
[00:01:46.000 --> 00:01:48.000]  一就在無花果樹的時候
[00:01:48.000 --> 00:01:50.000]  立刻就枯幹了
[00:01:50.000 --> 00:01:53.000]  雖然馬可夫人告訴我們
[00:01:53.000 --> 00:01:55.000]  隔了一天他們回來的時候
[00:01:55.000 --> 00:01:57.000]  枯幹了
[00:01:57.000 --> 00:01:58.000]  但無論如何
[00:01:58.000 --> 00:02:00.000]  耶穌就座之後
[00:02:00.000 --> 00:02:02.000]  枯幹的過程
[00:02:02.000 --> 00:02:04.000]  我們相信已經開始了
[00:02:04.000 --> 00:02:06.000]  或者他們未曾細心地看到
[00:02:06.000 --> 00:02:08.000]  但這個不要緊
[00:02:08.000 --> 00:02:12.000]  馬太寫的角度
[00:02:12.000 --> 00:02:18.000]  和馬可寫的角度不相同
[00:02:18.000 --> 00:02:21.000]  但是加起來的時候
[00:02:21.000 --> 00:02:24.000]  我們看到很重要的真理在這裡
[00:02:24.000 --> 00:02:28.000]  就是耶穌就坐無花果樹
[00:02:28.000 --> 00:02:32.000]  另外一個神蹟
[00:02:32.000 --> 00:02:35.000]  就是耶穌用一個比方
[00:02:35.000 --> 00:02:39.000]  有這樣的可能
[00:02:39.000 --> 00:02:41.000]  因為門徒很震撼的時候
[00:02:41.000 --> 00:02:44.000]  耶穌教導他們另一個功課
[00:02:44.000 --> 00:02:48.000]  就是說他們都可以行這樣的神蹟
[00:02:48.000 --> 00:02:50.000]  都有這樣的權能
[00:02:50.000 --> 00:02:54.000]  只要他們有信心
[00:02:54.000 --> 00:02:56.000]  甚至他們對這座山
[00:02:56.000 --> 00:03:00.000]  就是當時他們在那裡的橄欖山
[00:03:00.000 --> 00:03:02.000]  對這座橄欖山說
[00:03:02.000 --> 00:03:04.000]  你挪開這個地方
[00:03:04.000 --> 00:03:05.000]  投在海裡
[00:03:05.000 --> 00:03:09.000]  這個死海裡面
[00:03:09.000 --> 00:03:12.000]  只要我們祈禱的時候有信心
[00:03:12.000 --> 00:03:16.000]  神就必為我們成就
[00:03:16.000 --> 00:03:21.000]  我們相信這兩個神蹟和比方
[00:03:21.000 --> 00:03:24.000]  給我們很重要的一些教導
[00:03:24.000 --> 00:03:27.000]  讓我們了解第一個神蹟
[00:03:27.000 --> 00:03:31.000]  就坐無花果樹的神蹟
[00:03:31.000 --> 00:03:35.000]  是一個審判和刑罰的神蹟
[00:03:35.000 --> 00:03:39.000]  審判和刑罰的神蹟
[00:03:39.000 --> 00:03:42.000]  這個無花果樹
[00:03:42.000 --> 00:03:46.000]  是比喻以色列民族
[00:03:46.000 --> 00:03:47.000]  以色列民族
[00:03:47.000 --> 00:03:50.000]  當他們一而再在神的恩典裡面
[00:03:50.000 --> 00:03:52.000]  他們不肯悔改的時候
[00:03:52.000 --> 00:04:00.000]  神的咒詛淋到他們
[00:04:00.000 --> 00:04:03.000]  我們看到耶穌咒詛無花果樹
[00:04:03.000 --> 00:04:06.000]  並不是因為祂的無情
[00:04:06.000 --> 00:04:08.000]  也不是因為祂的殘酷
[00:04:08.000 --> 00:04:12.000]  耶穌要用這個行動
[00:04:12.000 --> 00:04:14.000]  來帶來以色列民族
[00:04:14.000 --> 00:04:16.000]  特別是給當時的門徒
[00:04:16.000 --> 00:04:18.000]  一個很重要的功課
[00:04:18.000 --> 00:04:19.000]  一個屬靈的功課
[00:04:19.000 --> 00:04:21.000]  用一個實物的教材
[00:04:21.000 --> 00:04:29.000]  來將這個真理很實在地顯露出來
[00:04:29.000 --> 00:04:34.000]  讓他們深深地看到無花果樹被咒詛的時候
[00:04:34.000 --> 00:04:36.000]  他們心裡面會震撼
[00:04:36.000 --> 00:04:40.000]  他們永遠不會忘記
[00:04:40.000 --> 00:04:44.000]  耶穌要對他們說什麼話
[00:04:44.000 --> 00:04:48.000]  我想耶穌基督不單止對當時猶太人
[00:04:48.000 --> 00:04:50.000]  要說一個重要的訊息
[00:04:50.000 --> 00:04:53.000]  今天也跟我們教會和信徒
[00:04:53.000 --> 00:04:57.000]  要說同樣的訊息
[00:04:57.000 --> 00:05:02.000]  我們先來看聖經給我們什麼樣的提醒
[00:05:02.000 --> 00:05:08.000]  第十八節說:早晨回城的時候他訛了
[00:05:08.000 --> 00:05:10.000]  如果我們看上文的時候
[00:05:10.000 --> 00:05:12.000]  就是耶穌基督在最後
[00:05:12.000 --> 00:05:14.000]  祂在地上最後一個星期
[00:05:14.000 --> 00:05:16.000]  祂進入耶路撒冷
[00:05:16.000 --> 00:05:18.000]  好像舊約聖經所預言的
[00:05:18.000 --> 00:05:22.000]  祂騎著驢驅子進入耶路撒冷那裡
[00:05:22.000 --> 00:05:24.000]  好像一個君王一樣
[00:05:24.000 --> 00:05:31.000]  沒錯,祂是以尼塞亞王的身份來到地上
[00:05:31.000 --> 00:05:33.000]  這個時刻就是祂彰顯
[00:05:33.000 --> 00:05:41.000]  祂尼塞亞王的權能的時候
[00:05:41.000 --> 00:05:45.000]  所以祂騎著驢驅子進入耶路撒冷
[00:05:45.000 --> 00:05:47.000]  眾人前呼後擁
[00:05:47.000 --> 00:05:50.000]  將他們的衣服放在地上
[00:05:50.000 --> 00:05:52.000]  放在祂所騎的驢驅子上面
[00:05:52.000 --> 00:05:58.000]  讓耶穌很威王地進入耶路撒冷
[00:05:58.000 --> 00:06:02.000]  之後耶穌就離開了
[00:06:02.000 --> 00:06:04.000]  就離開耶路撒冷
[00:06:04.000 --> 00:06:08.000]  我想可能耶路撒冷沒有人招呼耶穌在那裡住
[00:06:08.000 --> 00:06:13.000]  所以祂就回到伯大尼的地方
[00:06:13.000 --> 00:06:15.000]  在那個地方過夜
[00:06:15.000 --> 00:06:17.000]  翌日一早祂就起身
[00:06:17.000 --> 00:06:22.000]  預備再進入耶路撒冷
[00:06:22.000 --> 00:06:26.000]  耶路撒冷聖經告訴我們
[00:06:26.000 --> 00:06:31.000]  祂是要潔淨聖殿在那天
[00:06:31.000 --> 00:06:35.000]  這個無花果樹被奏坐和潔淨聖殿
[00:06:35.000 --> 00:06:38.000]  是有很密切的關係
[00:06:38.000 --> 00:06:43.000]  其實是同一個訊息
[00:06:43.000 --> 00:06:45.000]  在這裡第十九節說
[00:06:45.000 --> 00:06:47.000]  耶穌行路的時候
[00:06:47.000 --> 00:06:50.000]  要入城的時候看見路旁
[00:06:50.000 --> 00:06:52.000]  有一棵無花果樹
[00:06:52.000 --> 00:06:56.000]  就走到根前在樹上走不著什麼
[00:06:56.000 --> 00:07:02.000]  不過有葉子
[00:07:02.000 --> 00:07:06.000]  耶穌要找什麼呢?要找果子
[00:07:06.000 --> 00:07:10.000]  因為預節的時候是四月中的時候
[00:07:10.000 --> 00:07:13.000]  四月中的時候我們看到
[00:07:13.000 --> 00:07:16.000]  也是無花果樹
[00:07:16.000 --> 00:07:22.000]  開始有葉子出來
[00:07:22.000 --> 00:07:27.000]  其實當時他們的耕種就是無花果樹
[00:07:27.000 --> 00:07:30.000]  先有果子然後有葉子
[00:07:30.000 --> 00:07:33.000]  所以看到有葉子的時候
[00:07:33.000 --> 00:07:36.000]  應該是有果子的
[00:07:36.000 --> 00:07:41.000]  因為葉子和果子一起出現
[00:07:41.000 --> 00:07:42.000]  是這樣的情況
[00:07:42.000 --> 00:07:45.000]  所以耶穌看到這棵樹的茂盛
[00:07:45.000 --> 00:07:49.000]  那些葉子這麼多
[00:07:49.000 --> 00:07:53.000]  在道理上應該是有果子的
[00:07:53.000 --> 00:07:55.000]  所以耶穌就走過去
[00:07:55.000 --> 00:07:57.000]  要拿果子來吃
[00:07:57.000 --> 00:07:58.000]  但這裡有一個問題
[00:07:58.000 --> 00:08:00.000]  就是你猜耶穌知不知道
[00:08:00.000 --> 00:08:02.000]  一看的時候知不知道
[00:08:02.000 --> 00:08:04.000]  這個無花果樹、葉子茂盛
[00:08:04.000 --> 00:08:06.000]  是沒有果子的
