
[00:00:00.000 --> 00:00:02.000]  大家午安!
[00:00:02.000 --> 00:00:07.000]  最近不知道大家有沒有機會留意新聞
[00:00:07.000 --> 00:00:14.000]  上星期剛剛被稱為「末代高考A-Level」放榜
[00:00:14.000 --> 00:00:16.000]  其實每年都有的了
[00:00:16.000 --> 00:00:24.000]  報章總是會報道有多少個同學拿到6個A、5個A
[00:00:24.000 --> 00:00:31.000]  固然是值得欣喜的,因為的確努力得到一個好的成績
[00:00:31.000 --> 00:00:41.000]  不過這次吸引我的就是在報章上提到有三位同學分別拿了兩個A、一個A
[00:00:41.000 --> 00:00:45.000]  不過報章說他們是「撞完」
[00:00:45.000 --> 00:00:49.000]  我心想兩個A、一個A都可以是撞完的嗎?
[00:00:49.000 --> 00:00:56.000]  於是我便看下去了,原來這三位都是殘障人士
[00:00:56.000 --> 00:01:04.000]  其中有一個患有嚴重弱聽,他的名字叫彭思齊
[00:01:04.000 --> 00:01:10.000]  這個年輕人因為他患有嚴重弱聽
[00:01:10.000 --> 00:01:17.000]  所以他對一些高音、英文的尾音基本上聽不到
[00:01:17.000 --> 00:01:24.000]  所以從小到大,他在英文科都是「肥佬」
[00:01:24.000 --> 00:01:30.000]  英文其實是主科之一,那怎麼辦呢?
[00:01:30.000 --> 00:01:37.000]  他每年升班都要「慢車邊」試升
[00:01:37.000 --> 00:01:42.000]  被他「碌下碌下」,碌到上中三了
[00:01:42.000 --> 00:01:46.000]  不過很奇怪,由那時開始他突然發力
[00:01:46.000 --> 00:01:52.000]  覺得需要努力一點,竟然經過幾年的努力
[00:01:52.000 --> 00:01:59.000]  他在A級拿到兩個A、一個C、一個E,都頗厲害
[00:01:59.000 --> 00:02:03.000]  他接受訪問時說他小時候不喜歡讀書
[00:02:03.000 --> 00:02:09.000]  因為聽不到,所以有一個好藉口,讀得不好
[00:02:09.000 --> 00:02:13.000]  結果老師叫他「東」,他便走去「西」
[00:02:13.000 --> 00:02:15.000]  從來都不聽話的
[00:02:15.000 --> 00:02:20.000]  直至中三那年,他覺得人生需要有些夢想
[00:02:20.000 --> 00:02:24.000]  要有一個努力向上的志向
[00:02:24.000 --> 00:02:33.000]  於是他很努力,並且以升讀大學的地理系作為目標
[00:02:33.000 --> 00:02:38.000]  他跟記者說,其實他學習的過程比一般人吃力
[00:02:38.000 --> 00:02:42.000]  他舉了一個例子,就是他怎樣讀歷史科
[00:02:42.000 --> 00:02:45.000]  即是世界歷史History
[00:02:45.000 --> 00:02:51.000]  大家明白了,歷史科需要有很多筆記要抄
[00:02:51.000 --> 00:02:56.000]  第一件事死火的就是老師說他抄不到
[00:02:56.000 --> 00:03:01.000]  於是他抄得很老草,字很無聊
[00:03:01.000 --> 00:03:06.000]  回家後希望再整理,再抄一次
[00:03:06.000 --> 00:03:10.000]  希望能夠做得齊整一點,讀得好一點
[00:03:10.000 --> 00:03:16.000]  誰知考試第一次,取得29分
[00:03:16.000 --> 00:03:19.000]  當然全班包尾
[00:03:19.000 --> 00:03:26.000]  老師跟他說,這樣的學科算了,不要讀了
[00:03:26.000 --> 00:03:31.000]  但他在裡面仍然是誓不言退
[00:03:31.000 --> 00:03:35.000]  於是他想到一個辦法,借隔壁同學的筆記
[00:03:35.000 --> 00:03:41.000]  拍下它,現在方便了,拍下它,回家再整理
[00:03:41.000 --> 00:03:47.000]  很努力,繼續去看課外的參考書
[00:03:47.000 --> 00:03:52.000]  一些問題答案的範例
[00:03:52.000 --> 00:03:55.000]  結果當他這麼努力之後
[00:03:55.000 --> 00:04:01.000]  終於在中七的時候,第一次考歷史是合格的
[00:04:01.000 --> 00:04:08.000]  但不要忘記,由第一次升上中七到A級的時候
[00:04:08.000 --> 00:04:10.000]  竟然取得A級
[00:04:10.000 --> 00:04:18.000]  想問他究竟如何讀,由合格幾個月後變成A級
[00:04:18.000 --> 00:04:23.000]  至於他自己很不濟的英文,他說他不怕醜
[00:04:23.000 --> 00:04:28.000]  於是將一些文章請老師讀給他聽
[00:04:28.000 --> 00:04:33.000]  希望儘量聽得到,多讀多寫多聽
[00:04:33.000 --> 00:04:39.000]  結果經過一番努力,英文A級合格了
[00:04:39.000 --> 00:04:42.000]  取得大學入場券
[00:04:42.000 --> 00:04:47.000]  他的耳朵問題,身體殘障對於思齊來說
[00:04:47.000 --> 00:04:51.000]  其實是一個無法逆轉的事實
[00:04:51.000 --> 00:04:55.000]  究竟他在中三的時候發生了什麼事
[00:04:55.000 --> 00:04:59.000]  他的改變動力從何而來呢?
[00:04:59.000 --> 00:05:06.000]  按照教會今年編排講道的三代經課
[00:05:06.000 --> 00:05:10.000]  我在經文中選取了今天要講的這段
[00:05:10.000 --> 00:05:14.000]  哥倫多後書十二章第七至第十節
[00:05:14.000 --> 00:05:16.000]  來跟大家分享
[00:05:16.000 --> 00:05:21.000]  有聖經學者如何形容保羅這段經文呢?
[00:05:21.000 --> 00:05:30.000]  是整部新約聖經裡其中一段最有力最powerful的經文
[00:05:30.000 --> 00:05:34.000]  在我跟大家分享這四節經文之前
[00:05:34.000 --> 00:05:38.000]  給大家一點背景認識
[00:05:38.000 --> 00:05:45.000]  哥倫多城在雅典以西,是一個商業繁盛的重要城市
[00:05:45.000 --> 00:05:50.000]  哥倫多教會按照《少爺行傳》第十八章記載
[00:05:50.000 --> 00:05:55.000]  是保羅在第二次報道旅程時所建立的
[00:05:55.000 --> 00:05:59.000]  保羅在這地方逗留了一年半
[00:05:59.000 --> 00:06:04.000]  直至猶太人群起攻擊他,他就不走不得了
[00:06:04.000 --> 00:06:10.000]  這間教會大部分都是外邦人,很有恩賜
[00:06:10.000 --> 00:06:15.000]  但與這城市一樣,亦非常麻煩,問題多多
[00:06:15.000 --> 00:06:22.000]  所以保羅在寫了哥倫多前書給教會的信徒後
[00:06:22.000 --> 00:06:29.000]  他就親自去到這地方,希望試圖解決教會的問題
[00:06:29.000 --> 00:06:33.000]  但結果是不成功,所以保羅非常憂愁
[00:06:33.000 --> 00:06:39.000]  就寫了另外一封信,更加嚴厲地責備哥倫多教會
[00:06:39.000 --> 00:06:42.000]  請提多帶去給他們
[00:06:42.000 --> 00:06:50.000]  他在這裡等等等等,終於提多給一個好的消息給他們
[00:06:50.000 --> 00:06:53.000]  哥倫多教會回轉了
[00:06:53.000 --> 00:06:58.000]  這個悔改的消息令到保羅有一個很深的體會
[00:06:58.000 --> 00:07:06.000]  於是他就在馬其頓寫了哥倫多後書給這班信徒
[00:07:06.000 --> 00:07:11.000]  如果你有機會看過哥倫多後書
[00:07:11.000 --> 00:07:13.000]  今天我要講十二章
[00:07:13.000 --> 00:07:16.000]  你翻開前的十一章
[00:07:16.000 --> 00:07:23.000]  你就會留意到保羅寫這封信時的心情
[00:07:23.000 --> 00:07:30.000]  當中不單是客觀地描述了他多年來的艱難遭遇
[00:07:30.000 --> 00:07:34.000]  還有一個很深的體會在其中
[00:07:34.000 --> 00:07:37.000]  我讀幾句給大家聽,你們就會明白
[00:07:37.000 --> 00:07:40.000]  十一章二十四至二十五節
[00:07:40.000 --> 00:07:44.000]  被猶太人鞭打五次,每次四十,減去一下
[00:07:44.000 --> 00:07:47.000]  被棍打了三次,被石頭打了一次
[00:07:47.000 --> 00:07:52.000]  遇著船壞三次,一晝一夜在深海裡
[00:07:52.000 --> 00:07:55.000]  接著二十八、二十九節這樣說
[00:07:55.000 --> 00:08:01.000]  除了這外面的事,還有為宗教會掛心的事,天天壓在我身上
[00:08:01.000 --> 00:08:03.000]  有誰軟弱,我不軟弱呢?
[00:08:03.000 --> 00:08:06.000]  有誰跌倒,我不焦急呢?
[00:08:06.000 --> 00:08:12.000]  大保羅為這些信徒付出了那麼多,換來什麼呢?
[00:08:12.000 --> 00:08:19.000]  竟然他的誠信被人挑戰,他屬靈的權柄被人質疑
[00:08:19.000 --> 00:08:24.000]  交道時被人藐視,他的肉身被人毆打
[00:08:24.000 --> 00:08:30.000]  甚至連他的外貌都被人評頭品足,批評一番
[00:08:30.000 --> 00:08:37.000]  更甚的是教會裡的信徒不知就裡,左搖右擺
[00:08:37.000 --> 00:08:43.000]  所有要攻擊他的人,都想他倒下來,想弄死他
[00:08:43.000 --> 00:08:48.000]  去到第十二章第七節
[00:08:48.000 --> 00:08:53.000]  保羅告訴我們,神給他在這個過程裡學習的第一個功課
[00:08:53.000 --> 00:08:56.000]  就是叫他不要自高
[00:08:56.000 --> 00:09:02.000]  曾經有人一針見血地指出,人最大的罪就是驕傲
[00:09:02.000 --> 00:09:06.000]  而最高貴的美德就是謙卑
[00:09:06.000 --> 00:09:12.000]  The greatest sin is pride, the noblest virtue is humility
[00:09:12.000 --> 00:09:15.000]  驕傲這東西很特別
[00:09:15.000 --> 00:09:21.000]  有些時候當然可以從外表裡察覺得到
[00:09:21.000 --> 00:09:25.000]  但是有些時候是很深層的
[00:09:25.000 --> 00:09:29.000]  因為包裝得很好
[00:09:29.000 --> 00:09:33.000]  如果有一天,當我們檢視自己
[00:09:33.000 --> 00:09:37.000]  覺得自己的看法總是比別人優勝
[00:09:37.000 --> 00:09:43.000]  或者對身邊的人很多的埋怨不滿的時候
[00:09:43.000 --> 00:09:46.000]  我想我們需要謹慎一點
[00:09:46.000 --> 00:09:50.000]  以免我們掉進這個驕傲的陷阱裡
