
[00:00:00.000 --> 00:00:01.000]  鄧小姐早安
[00:00:01.000 --> 00:00:05.400]  代表史達基金會向大家問安
[00:00:05.400 --> 00:00:08.200]  感謝教會感謝江牧師的邀請
[00:00:08.200 --> 00:00:11.400]  可以今天跟大家分享
[00:00:11.400 --> 00:00:16.400]  早兩個星期打風我
[00:00:16.400 --> 00:00:17.800]  有沒有聚會?
[00:00:17.800 --> 00:00:19.600]  沒有了
[00:00:19.600 --> 00:00:26.000]  打完風之後大家都又困難了一天
[00:00:26.000 --> 00:00:28.600]  然後上班又不行
[00:00:28.600 --> 00:00:32.400]  我在馬鞍山住
[00:00:32.400 --> 00:00:39.200]  基本上我都叫同工那天可以在家工作
[00:00:39.200 --> 00:00:44.000]  但我都曾經想過回辦公室
[00:00:44.000 --> 00:00:49.800]  但後來就聽到朋友WhatsApp說
[00:00:49.800 --> 00:00:53.000]  一方面沒有巴士
[00:00:53.000 --> 00:00:54.000]  我們都知道
[00:00:54.000 --> 00:00:56.800]  但另一方面原來大圍站又塞到
[00:00:57.600 --> 00:01:00.200]  不能動幾個小時都不能上月台
[00:01:00.200 --> 00:01:04.600]  在我們那裡出去唯有坐火車
[00:01:04.600 --> 00:01:07.000]  很困難
[00:01:07.000 --> 00:01:09.400]  很多怨言
[00:01:09.400 --> 00:01:15.200]  但其實又有些訊息來的時候
[00:01:15.200 --> 00:01:17.800]  又有些挺鼓勵的
[00:01:17.800 --> 00:01:25.400]  在不同地區有些不同地區的居民
[00:01:26.200 --> 00:01:31.000]  有些會自發出來幫忙清理樹木
[00:01:31.000 --> 00:01:33.000]  或者路
[00:01:33.000 --> 00:01:35.600]  可能網上都有看到
[00:01:35.600 --> 00:01:40.400]  磚頭那些地下的磚
[00:01:40.400 --> 00:01:43.400]  被風海水湧起來
[00:01:43.400 --> 00:01:49.800]  他們就嘗試鋪一條路讓人可以走
[00:01:49.800 --> 00:01:51.600]  都很鼓勵
[00:01:51.600 --> 00:01:54.400]  我們最流行的
[00:01:54.400 --> 00:01:55.400]  香港人就是這樣
[00:01:55.400 --> 00:01:57.400]  我們就說這是什麼
[00:01:57.400 --> 00:02:00.200]  五個字
[00:02:00.200 --> 00:02:04.200]  香港人精神
[00:02:04.200 --> 00:02:07.200]  或者獅子山精神
[00:02:07.200 --> 00:02:12.600]  當我們用到這些字的時候
[00:02:12.600 --> 00:02:13.400]  我們就會想
[00:02:13.400 --> 00:02:14.800]  我們香港人
[00:02:14.800 --> 00:02:19.800]  雖然是七百多萬好像很多
[00:02:19.800 --> 00:02:22.800]  但我們有個身份在裡面
[00:02:26.400 --> 00:02:28.400]  在不同的區
[00:02:28.400 --> 00:02:34.400]  馬鞍山區都有人會出來幫忙
[00:02:34.400 --> 00:02:36.400]  清潔一下
[00:02:36.400 --> 00:02:38.400]  我們可能會說
[00:02:38.400 --> 00:02:40.400]  我是馬鞍山區的人
[00:02:40.400 --> 00:02:42.400]  我是柴灣區的人
[00:02:42.400 --> 00:02:44.400]  我是將軍澳的人
[00:02:44.400 --> 00:02:46.400]  市區那些比較少
[00:02:46.400 --> 00:02:49.400]  因為沒怎麼倒樹
[00:02:49.400 --> 00:02:52.400]  比較偏遠的地方市多
[00:02:52.400 --> 00:02:56.400]  我們又會說我是柴灣區的人
[00:02:56.400 --> 00:02:59.400]  好像很有榮耀
[00:02:59.400 --> 00:03:02.400]  我們覺得我們在那個群體裡面
[00:03:02.400 --> 00:03:07.400]  我在馬鞍山區就是馬鞍山的群體
[00:03:07.400 --> 00:03:10.400]  這個群體是很重要的
[00:03:10.400 --> 00:03:12.400]  我們是屬群體的
[00:03:12.400 --> 00:03:15.400]  因為我們被造的時候
[00:03:15.400 --> 00:03:17.400]  一開始的時候已經是造群體
[00:03:17.400 --> 00:03:21.400]  如果大家記得創世紀怎樣形容造夏娃的時候
[00:03:21.400 --> 00:03:24.400]  之前上帝造了阿當
[00:03:24.400 --> 00:03:28.400]  然後他說這個人獨居不好
[00:03:28.400 --> 00:03:31.400]  我要找一個
[00:03:31.400 --> 00:03:34.400]  最原先不是想造人
[00:03:34.400 --> 00:03:36.400]  找一個幫手
[00:03:36.400 --> 00:03:39.400]  所以上帝就叫了阿當
[00:03:39.400 --> 00:03:42.400]  叫動物排隊排長龍
[00:03:42.400 --> 00:03:44.400]  阿當就給他們名字
[00:03:44.400 --> 00:03:45.400]  每個動物都有名字
[00:03:45.400 --> 00:03:49.400]  但到最後發現都沒有一個適合做的幫手
[00:03:49.400 --> 00:03:53.400]  所以上帝就想造一個女人出來
[00:03:53.400 --> 00:03:55.400]  夏娃
[00:03:55.400 --> 00:03:58.400]  其實從那一剎那開始
[00:03:58.400 --> 00:04:03.400]  人是需要住在一個群體的環境裡面
[00:04:03.400 --> 00:04:06.400]  群體也有很多
[00:04:06.400 --> 00:04:09.400]  我們每一個人都屬於很多不同的群體
[00:04:09.400 --> 00:04:12.400]  但很重要作為上帝的信徒
[00:04:12.400 --> 00:04:13.400]  主耶穌的信徒的時候
[00:04:13.400 --> 00:04:18.400]  我們是不是能夠做到一個屬於上帝的群體呢
[00:04:18.400 --> 00:04:20.400]  可能我們就會想
[00:04:20.400 --> 00:04:21.400]  教會
[00:04:21.400 --> 00:04:23.400]  我們節目是屬於傳人堂的
[00:04:23.400 --> 00:04:27.400]  傳人堂的會友就是群體
[00:04:27.400 --> 00:04:31.400]  今天想和大家去思考一下這個問題
[00:04:31.400 --> 00:04:34.400]  我是會友的群體
[00:04:34.400 --> 00:04:36.400]  我自己的母會
[00:04:36.400 --> 00:04:38.400]  我現在在馬鞍山有間教會
[00:04:38.400 --> 00:04:40.400]  但我自己的母會
[00:04:40.400 --> 00:04:41.400]  是在天水圍
[00:04:41.400 --> 00:04:44.400]  因為我們二十多年前去直堂
[00:04:44.400 --> 00:04:50.400]  但近幾年因為家裡的需要
[00:04:50.400 --> 00:04:53.400]  各方面就在馬鞍山的教會聚會
[00:04:53.400 --> 00:04:55.400]  但我沒有轉會
[00:04:55.400 --> 00:04:57.400]  那我到底屬於誰呢
[00:04:57.400 --> 00:04:58.400]  我的群體在哪裡呢
[00:04:58.400 --> 00:05:01.400]  是天水圍一個還是馬鞍山一個呢
[00:05:01.400 --> 00:05:04.400]  很多的問號
[00:05:04.400 --> 00:05:07.400]  但在神的眼裡
[00:05:07.400 --> 00:05:12.400]  怎樣才是屬於上帝的群體呢
[00:05:12.400 --> 00:05:19.400]  我們可以舉很多例子
[00:05:19.400 --> 00:05:24.400]  但我今天想用初期教會
[00:05:24.400 --> 00:05:26.400]  或者初期信徒
[00:05:26.400 --> 00:05:29.400]  他們的情況去思考一下
[00:05:29.400 --> 00:05:34.400]  我們今天有沒有活出屬神的群體呢
[00:05:34.400 --> 00:05:38.400]  初期的教會
[00:05:38.400 --> 00:05:40.400]  我們叫教會
[00:05:40.400 --> 00:05:42.400]  在聖經裡叫教會
[00:05:42.400 --> 00:05:45.400]  其實跟我們今天所說的教會
[00:05:45.400 --> 00:05:47.400]  可能是有一點不出入的
[00:05:47.400 --> 00:05:49.400]  為什麼這樣說呢
[00:05:49.400 --> 00:05:52.400]  我不是異端
[00:05:52.400 --> 00:05:56.400]  但是我們今天現代人
[00:05:56.400 --> 00:05:58.400]  很多時候我們想的教會
[00:05:58.400 --> 00:06:02.400]  就是我們傳恩堂回來這裡
[00:06:02.400 --> 00:06:05.400]  這裡有很多教會
[00:06:05.400 --> 00:06:09.400]  整棟大廈有很多間教會
