
[00:00:00.000 --> 00:00:03.160]  好 今天我們繼續看經文
[00:00:03.160 --> 00:00:08.360]  我想特別是打第一章的第七節那部份
[00:00:08.360 --> 00:00:13.720]  換言之是要有第一章第七節那節的經文的
[00:00:13.720 --> 00:00:16.760]  是啦 非常之好
[00:00:16.760 --> 00:00:20.160]  我再讀一次這個經文給大家
[00:00:20.160 --> 00:00:21.720]  這個經文就是說
[00:00:21.720 --> 00:00:24.440]  看呀 他駕雲降臨
[00:00:24.440 --> 00:00:26.960]  眾目都要看見他
[00:00:26.960 --> 00:00:30.280]  連似他的人也要看見他
[00:00:30.280 --> 00:00:34.520]  地上的萬族要因他哀哭
[00:00:34.520 --> 00:00:36.440]  這是真實的暗末
[00:00:36.440 --> 00:00:38.760]  這一節經文呢
[00:00:38.760 --> 00:00:48.720]  是一節 如果用英文講一個字眼是頗debatable的
[00:00:48.720 --> 00:00:51.520]  對有些人來講很debatable
[00:00:51.520 --> 00:00:55.320]  對有些人來講覺得是可以這樣又可以
[00:00:55.320 --> 00:00:56.560]  可以這樣又可以
[00:00:56.680 --> 00:01:00.440]  可能我們就這樣看下去覺得很清晰
[00:01:00.440 --> 00:01:03.480]  他駕雲降臨
[00:01:03.480 --> 00:01:07.200]  當然是主耶穌基督啦 講到這裡
[00:01:07.200 --> 00:01:09.120]  眾目都要看見他
[00:01:09.120 --> 00:01:10.960]  當耶穌再回來的時候
[00:01:10.960 --> 00:01:13.240]  是個個都見到他的
[00:01:13.240 --> 00:01:15.640]  不是靜靜的這樣回來的
[00:01:15.640 --> 00:01:19.040]  因為有一些人就說
[00:01:19.040 --> 00:01:21.880]  耶穌回來 靜靜的回來
[00:01:21.880 --> 00:01:23.480]  已經回來了
[00:01:23.480 --> 00:01:25.520]  去了哪裡 去了美國
[00:01:26.960 --> 00:01:29.160]  所以出了摩門教出來
[00:01:29.160 --> 00:01:33.280]  摩門教就是耶穌曾經在若干年前回來
[00:01:33.280 --> 00:01:35.880]  他們的教主就遇到了
[00:01:35.880 --> 00:01:40.000]  得到一些是從耶穌而來的啟示
[00:01:40.000 --> 00:01:40.880]  特別的真理
[00:01:40.880 --> 00:01:42.600]  他就創造了這個摩門教
[00:01:42.600 --> 00:01:44.160]  但是聖經絕對沒有
[00:01:44.160 --> 00:01:48.600]  絕對不會支持這樣的講法的
[00:01:48.600 --> 00:01:51.120]  好了 接著呢
[00:01:51.120 --> 00:01:54.200]  就說連似他的人也要看見他
[00:01:54.200 --> 00:01:58.400]  似他的人 地上的萬族都要因他哀哭
[00:01:58.400 --> 00:02:00.400]  這是真實的阿門
[00:02:00.400 --> 00:02:03.720]  我和大家呢
[00:02:03.720 --> 00:02:07.960]  首先呢 又是要大家拿回程序表裡面那個的
[00:02:07.960 --> 00:02:12.120]  你叫講到大綱也好 講到經文也好
[00:02:12.120 --> 00:02:14.720]  因為是經文多過大綱
[00:02:14.720 --> 00:02:17.000]  有少少東西是我寫的
[00:02:17.000 --> 00:02:20.320]  但是絕大部分呢 是聖經的說話來的
[00:02:21.840 --> 00:02:26.520]  我記得我初初在讀神學的時候
[00:02:26.520 --> 00:02:28.120]  上港道學
[00:02:28.120 --> 00:02:29.680]  我的教授就說
[00:02:29.680 --> 00:02:33.320]  你一開始講道要告訴別人題目是什麼
[00:02:33.320 --> 00:02:34.360]  題目是什麼呢
[00:02:34.360 --> 00:02:36.520]  就是主在來時的光景
[00:02:36.520 --> 00:02:39.720]  我現在回到舊時的時代
[00:02:39.720 --> 00:02:41.920]  接著他說如果你有三點
[00:02:41.920 --> 00:02:44.160]  你要告訴別人那三點是什麼
[00:02:44.160 --> 00:02:46.360]  別人就知道你說哪一代說什麼
[00:02:46.360 --> 00:02:49.440]  我又照教授以前教我的那樣東西
[00:02:49.440 --> 00:02:54.240]  第一樣東西就是寫著他駕雲降臨
[00:02:54.240 --> 00:02:56.920]  看到我那張紙給你嗎 看到嗎
[00:02:56.920 --> 00:02:59.600]  因為你要跟著的 很多經文的
[00:02:59.600 --> 00:03:05.240]  他駕雲降臨 是榮耀地 大有能力地
[00:03:05.240 --> 00:03:08.120]  駕著那些雲降臨是有意思的
[00:03:08.120 --> 00:03:10.360]  我一會兒跟大家深入一點去看這裡
[00:03:10.360 --> 00:03:11.680]  所以第一點就是說
[00:03:11.680 --> 00:03:15.600]  當我們的主耶穌基督再回來的時候
[00:03:15.600 --> 00:03:20.600]  祂是榮耀地回來 是大有能力地回來
[00:03:20.600 --> 00:03:23.120]  好了 第二點想跟大家說的是什麼呢
[00:03:23.120 --> 00:03:26.160]  就是賜他的人們
[00:03:26.160 --> 00:03:29.480]  好了 賜他的人們
[00:03:29.480 --> 00:03:32.920]  我就括號寫著誰是真兇
[00:03:32.920 --> 00:03:36.800]  究竟是誰去賜耶穌的呢
[00:03:36.800 --> 00:03:41.000]  一會兒我會再跟大家看多一點聖經的經文
[00:03:41.000 --> 00:03:44.400]  我盼望我們所講的東西是有聖經根據的
[00:03:44.400 --> 00:03:46.760]  沒有聖經根據的東西
[00:03:46.760 --> 00:03:49.600]  你喜歡怎麼講都可以
[00:03:49.600 --> 00:03:51.160]  我最近看報紙
[00:03:51.160 --> 00:03:52.560]  又看到一篇
[00:03:52.560 --> 00:03:54.720]  他沒有說是誰登的
[00:03:54.720 --> 00:03:57.080]  我又不想說一定是他們登的
[00:03:57.080 --> 00:04:01.880]  但是那個手法之前是一模一樣的
[00:04:01.880 --> 00:04:05.240]  他說在舊約時代就是律法時代
[00:04:05.240 --> 00:04:07.400]  新約時代就是恩典時代
[00:04:07.400 --> 00:04:11.120]  耶穌就道成肉身來到這個世界
[00:04:11.120 --> 00:04:13.680]  神的兒子耶穌道成肉身來到這個世界
[00:04:13.680 --> 00:04:15.800]  基督道成肉身來到這個世界
[00:04:15.800 --> 00:04:17.120]  他說現在是怎樣呢
[00:04:17.120 --> 00:04:19.880]  現在就不是了
[00:04:19.880 --> 00:04:23.440]  現在神再來的時候
[00:04:23.440 --> 00:04:28.000]  神會將一件事重複又重複做
[00:04:28.000 --> 00:04:30.480]  你看看 舊約是律法時代
[00:04:30.480 --> 00:04:32.120]  到新約就是恩典時代
[00:04:32.120 --> 00:04:32.920]  沒有重複
[00:04:32.920 --> 00:04:34.480]  好了 現在是什麼
[00:04:34.480 --> 00:04:36.840]  現在是神的話語時代
[00:04:36.840 --> 00:04:38.200]  他作的
[00:04:38.200 --> 00:04:40.400]  他作的 不用用聖經根據的
[00:04:40.400 --> 00:04:42.360]  總之他寫了出來
[00:04:42.360 --> 00:04:44.320]  登了很多報紙
[00:04:44.320 --> 00:04:46.680]  起碼十張報紙
[00:04:46.680 --> 00:04:48.480]  我有根據的
[00:04:48.480 --> 00:04:49.560]  他那張報紙登了出來
[00:04:49.560 --> 00:04:53.240]  然後在哪一張報紙又登
[00:04:53.240 --> 00:04:56.040]  一整頁
[00:04:56.040 --> 00:04:57.760]  不少錢的
[00:04:57.760 --> 00:04:58.760]  這樣都可以
[00:04:58.760 --> 00:04:59.840]  沒有聖經根據
[00:04:59.840 --> 00:05:02.120]  但是他說他是傳教的
[00:05:02.120 --> 00:05:04.880]  現在是話語時代
[00:05:04.880 --> 00:05:07.520]  不會再道成肉身了
[00:05:07.520 --> 00:05:09.400]  但是這個問題第二就是
[00:05:09.400 --> 00:05:14.160]  「賜他的人們誰是真兇」
[00:05:14.160 --> 00:05:17.640]  誰是真真正正去賜耶穌的呢
[00:05:17.640 --> 00:05:18.880]  吉耶穌的呢
[00:05:18.880 --> 00:05:20.840]  或者誰是真真正正
[00:05:20.840 --> 00:05:22.600]  殺主耶穌基督的兇手呢
[00:05:22.600 --> 00:05:24.240]  第三點就是說
[00:05:24.240 --> 00:05:29.640]  「地上萬族哀哭為何而哭」
[00:05:29.640 --> 00:05:30.920]  究竟地上的萬族
[00:05:30.920 --> 00:05:32.960]  當主耶穌再回來的時候
[00:05:32.960 --> 00:05:36.320]  聖經說地上的萬族都會哀哭
[00:05:36.320 --> 00:05:38.320]  究竟為何哭呢
[00:05:38.320 --> 00:05:39.440]  為何會哭呢
[00:05:39.440 --> 00:05:41.160]  哭有很多可能性的
[00:05:41.160 --> 00:05:42.360]  是不是
[00:05:42.360 --> 00:05:46.120]  最近電視上有一個男人在街上哭
[00:05:46.120 --> 00:05:47.080]  你記不記得我說什麼
[00:05:47.080 --> 00:05:48.040]  知不知道我說什麼
[00:05:48.040 --> 00:05:49.720]  有人會笑有人不會笑
[00:05:49.720 --> 00:05:50.280]  是不是
[00:05:50.280 --> 00:05:51.240]  哭什麼
[00:05:51.240 --> 00:05:55.560]  哭說因為旅遊旅行社安排出了一些問題
[00:05:55.560 --> 00:05:57.160]  他在哭
[00:05:57.160 --> 00:05:58.840]  他哭是為了什麼呢
[00:05:58.840 --> 00:06:00.040]  我不是說他對不對
[00:06:00.040 --> 00:06:00.840]  我只是告訴你
[00:06:00.840 --> 00:06:01.920]  他有他哭的原因
[00:06:01.920 --> 00:06:03.160]  對不對
[00:06:03.160 --> 00:06:06.760]  可能有些小朋友在哭
[00:06:06.760 --> 00:06:09.280]  哭什麼原因呢
[00:06:09.280 --> 00:06:10.600]  最近我看電視
[00:06:10.600 --> 00:06:12.200]  不是看報紙
[00:06:12.200 --> 00:06:13.120]  電視還是報紙
[00:06:13.120 --> 00:06:14.520]  電視因為要動的
[00:06:14.520 --> 00:06:16.600]  我腦袋有時候忘記了電視還是報紙
[00:06:16.600 --> 00:06:17.520]  但是記得是動的
[00:06:17.520 --> 00:06:19.520]  動的當然是電視了
[00:06:19.520 --> 00:06:21.840]  有一個人收了一件禮物
[00:06:21.840 --> 00:06:23.760]  是一個大盒子
[00:06:23.760 --> 00:06:27.920]  兒子和女兒打開盒子
[00:06:27.920 --> 00:06:29.640]  大家知不知道我說什麼
[00:06:29.640 --> 00:06:31.120]  有人已經知道了
[00:06:31.120 --> 00:06:32.720]  你們知不知道
[00:06:32.720 --> 00:06:37.360]  然後在大盒子裡跳了一個男人出來
[00:06:37.360 --> 00:06:38.400]  他們很開心
[00:06:38.400 --> 00:06:40.840]  原來他爸爸是打仗的
[00:06:40.840 --> 00:06:42.400]  回來美國
[00:06:42.400 --> 00:06:44.760]  兒子和女兒以為收到一件大禮物
[00:06:44.760 --> 00:06:45.800]  不知道是什麼
[00:06:45.800 --> 00:06:47.840]  原來是爸爸跳了出來
[00:06:47.840 --> 00:06:49.520]  女兒怎麼樣
[00:06:49.520 --> 00:06:50.320]  女兒抱著
[00:06:50.320 --> 00:06:52.800]  在那裏猛哭猛哭猛哭
[00:06:52.800 --> 00:06:54.160]  很想念爸爸
[00:06:54.160 --> 00:06:55.080]  她在那裏看到爸爸
[00:06:55.080 --> 00:06:56.440]  她猛哭在那裏
[00:06:56.440 --> 00:06:57.560]  她哭是為了什麼呢
[00:06:57.560 --> 00:07:00.200]  就是因為她很想念爸爸
[00:07:00.200 --> 00:07:01.760]  兒子不是很開心
[00:07:01.760 --> 00:07:02.720]  老婆開心
[00:07:02.720 --> 00:07:03.880]  其他朋友都很開心
[00:07:03.880 --> 00:07:05.480]  但是這個時候她就哭了
[00:07:05.480 --> 00:07:06.600]  我要問的問題就是
[00:07:06.600 --> 00:07:08.600]  在這裏地上萬眾哀哭
[00:07:08.600 --> 00:07:09.800]  為何哀哭
[00:07:09.800 --> 00:07:11.040]  他們哭什麼呢
[00:07:11.040 --> 00:07:12.480]  為什麼耶穌回來的時候
[00:07:12.480 --> 00:07:15.040]  地上的萬族會哭呢
[00:07:15.040 --> 00:07:18.640]  我一會兒跟大家詳細去分析這段經文
[00:07:18.640 --> 00:07:22.400]  我們由第一點開始看起
[00:07:22.400 --> 00:07:24.720]  首先拿經文的時候
[00:07:24.720 --> 00:07:25.840]  他說看
[00:07:25.840 --> 00:07:27.920]  如果有人說看
[00:07:27.920 --> 00:07:29.640]  就是拿你的注意力
[00:07:29.640 --> 00:07:30.520]  對不對
[00:07:30.520 --> 00:07:32.520]  我經常和小朋友玩的時候
[00:07:32.520 --> 00:07:34.880]  小朋友很有趣的
[00:07:34.880 --> 00:07:36.160]  有時候我說你看
[00:07:36.160 --> 00:07:37.280]  他真的看上去
[00:07:37.280 --> 00:07:38.600]  我就擠在他這裏
[00:07:38.600 --> 00:07:41.240]  然後很快他又忘記了
[00:07:41.240 --> 00:07:42.360]  然後他弄了一會兒
[00:07:42.360 --> 00:07:43.080]  我說你看
[00:07:43.080 --> 00:07:43.800]  他看在後面
[00:07:43.800 --> 00:07:45.480]  我戳在他背上
[00:07:45.480 --> 00:07:46.560]  你看
[00:07:46.560 --> 00:07:47.520]  即是什麼
[00:07:47.520 --> 00:07:50.040]  即是說有東西要看
[00:07:50.040 --> 00:07:51.040]  所以這段經文說
[00:07:51.040 --> 00:07:51.920]  看吧
[00:07:51.920 --> 00:07:54.520]  他駕雲降臨
[00:07:54.520 --> 00:07:58.200]  即是抓你的注意力
[00:07:58.200 --> 00:07:59.800]  然後最後那裏說
[00:07:59.800 --> 00:08:02.040]  這是真實的阿門
[00:08:02.040 --> 00:08:03.760]  這個真實這兩個字
[00:08:03.760 --> 00:08:05.880]  是在希臘文的寫法
[00:08:05.880 --> 00:08:07.480]  即是說這個是真的
[00:08:07.480 --> 00:08:10.600]  阿門就是希伯來文的意思
[00:08:10.600 --> 00:08:12.680]  希伯來文是阿門
[00:08:12.680 --> 00:08:13.800]  就是Amen
[00:08:13.800 --> 00:08:14.800]  真的是這樣的
[00:08:14.800 --> 00:08:15.800]  Amen
[00:08:15.800 --> 00:08:19.080]  那個阿門的英文就叫做阿門
[00:08:19.080 --> 00:08:19.800]  中文叫阿門
[00:08:19.800 --> 00:08:20.680]  英文叫Amen
[00:08:20.680 --> 00:08:21.960]  Amen
[00:08:21.960 --> 00:08:24.040]  所以整句話裏面
[00:08:24.040 --> 00:08:25.160]  一開始就說
[00:08:25.160 --> 00:08:26.080]  看吧
[00:08:26.080 --> 00:08:27.240]  拿你的注意力
[00:08:27.240 --> 00:08:28.680]  然後講完這句話
[00:08:28.680 --> 00:08:29.400]  是真的
[00:08:29.400 --> 00:08:30.760]  用希臘文的方法說
[00:08:30.760 --> 00:08:31.640]  是真的
[00:08:31.640 --> 00:08:34.520]  不夠再用多一次希伯來文的說法
[00:08:34.520 --> 00:08:35.160]  就是阿門
[00:08:35.160 --> 00:08:36.560]  阿門就是什麼
[00:08:36.560 --> 00:08:38.480]  誠心所願
[00:08:38.480 --> 00:08:40.400]  真心說這句話
[00:08:40.400 --> 00:08:41.400]  都是說真的意思
[00:08:41.400 --> 00:08:42.160]  對不對
[00:08:42.160 --> 00:08:43.680]  講完祈願土
[00:08:43.680 --> 00:08:44.320]  是真的
[00:08:44.320 --> 00:08:45.720]  神是我真心的
[00:08:45.720 --> 00:08:48.600]  有這個含義在裏面
[00:08:48.600 --> 00:08:50.920]  所以這段經文是不是很重要
[00:08:50.920 --> 00:08:51.920]  是不是
[00:08:51.920 --> 00:08:53.960]  一開始就叫你看清楚一點
[00:08:53.960 --> 00:08:55.000]  看看
[00:08:55.000 --> 00:08:56.440]  然後是真的
[00:08:56.440 --> 00:08:57.280]  是真的都不夠
[00:08:57.280 --> 00:08:59.360]  還要是阿門的
[00:08:59.360 --> 00:09:02.640]  現在和大家深入看這個經文
[00:09:02.640 --> 00:09:03.760]  在這個經文裏面
[00:09:03.760 --> 00:09:05.440]  第一個就是他駕雲降臨
[00:09:05.440 --> 00:09:07.440]  原來他駕雲降臨
[00:09:07.440 --> 00:09:08.800]  我們看啟示錄
[00:09:08.800 --> 00:09:12.920]  我盼望主若許我和大家一路繼續看啟示錄
[00:09:12.920 --> 00:09:13.880]  看啟示錄
[00:09:13.880 --> 00:09:15.880]  看到完為止
[00:09:15.880 --> 00:09:17.680]  我盼望
[00:09:17.680 --> 00:09:19.960]  可能要幾年了
[00:09:19.960 --> 00:09:20.920]  但是這裏來說
[00:09:20.920 --> 00:09:22.480]  他駕雲降臨
[00:09:22.480 --> 00:09:25.240]  原來啟示錄裏面有一個很重要的特色
[00:09:25.240 --> 00:09:25.840]  是什麼
[00:09:25.840 --> 00:09:27.680]  原來啟示錄裏面所講的
[00:09:27.680 --> 00:09:29.680]  很多是有舊約背景的
[00:09:29.680 --> 00:09:32.520]  如果你不知道舊約的背景
[00:09:32.520 --> 00:09:35.760]  你對它的解釋可能不是很清晰
[00:09:35.760 --> 00:09:38.360]  所以這裏其實引用了什麼
[00:09:38.360 --> 00:09:41.360]  但爾利書第七章十三十四節
[00:09:41.360 --> 00:09:46.280]  我在筆記裏面列了給大家
[00:09:46.280 --> 00:09:48.400]  但爾利書第七章十三十四節說
[00:09:48.400 --> 00:09:51.280]  我在夜間的異象中觀看
[00:09:51.280 --> 00:09:51.880]  看了
