
[00:00:00.000 --> 00:00:03.240]  我昨天掙扎了一個上午
[00:00:03.240 --> 00:00:06.720]  才決定今天要宣講這一篇的講章
[00:00:06.720 --> 00:00:10.400]  因為我原先的講章是兩個禮拜前我已經寫好了
[00:00:10.400 --> 00:00:13.120]  為什麼會有掙扎呢?
[00:00:13.120 --> 00:00:16.960]  因為我身邊很多的教務同工
[00:00:16.960 --> 00:00:19.000]  突然間發覺
[00:00:19.000 --> 00:00:23.680]  現在講道是一個高危的工作
[00:00:23.680 --> 00:00:30.480]  但是我覺得
[00:00:30.480 --> 00:00:33.120]  教務同工如果不宣講神的訊息
[00:00:33.120 --> 00:00:36.480]  在這個大時代裏面去回應的話
[00:00:36.480 --> 00:00:39.880]  我們就有點兒欺詐
[00:00:39.880 --> 00:00:42.560]  會眾也不會滿足
[00:00:42.560 --> 00:00:46.160]  也間接否定了神的說明
[00:00:46.160 --> 00:00:49.280]  我們就有一點兒欺詐
[00:00:49.280 --> 00:00:55.120]  亦都不會滿足 亦都間接否定了神的說話
[00:00:55.120 --> 00:01:00.160]  是不能夠回應這個大時代的需要
[00:01:00.160 --> 00:01:03.040]  但是要宣講的話
[00:01:03.040 --> 00:01:09.480]  就需要有相當大的膽量和骨氣
[00:01:09.480 --> 00:01:11.680]  甚至乎可以說
[00:01:11.680 --> 00:01:17.720]  是要冒死去宣講神的話
[00:01:17.720 --> 00:01:23.080]  我跟周邊的教務同工說
[00:01:23.080 --> 00:01:25.920]  我有幸活在這個大時代
[00:01:25.920 --> 00:01:28.520]  要冒死宣講神的話
[00:01:28.520 --> 00:01:35.040]  比你講完道下面沒有一點兒的漣漪好
[00:01:35.040 --> 00:01:37.240]  現在歐美國家
[00:01:37.240 --> 00:01:39.080]  你在崇拜講道
[00:01:39.080 --> 00:01:42.000]  下面的弟兄姊妹有聽和沒聽
[00:01:42.000 --> 00:01:44.600]  是沒有分別的
[00:01:44.600 --> 00:01:48.440]  神的話就是指你要你查
[00:01:48.440 --> 00:01:51.080]  是沒有功效的
[00:01:51.080 --> 00:01:53.160]  過往這十幾天
[00:01:53.160 --> 00:01:57.320]  我們經歷過觸目驚心的日子
[00:01:57.320 --> 00:02:03.080]  甚至乎被時代雜誌成為了封面的故事
[00:02:03.080 --> 00:02:08.520]  連續兩期
[00:02:08.520 --> 00:02:12.360]  六七年成長的人
[00:02:12.360 --> 00:02:16.000]  大部分已經年事很高
[00:02:16.000 --> 00:02:18.560]  這一代
[00:02:18.560 --> 00:02:25.040]  沒有人見過這麼震撼的場面
[00:02:25.040 --> 00:02:30.320]  包括警察
[00:02:30.320 --> 00:02:32.680]  我們怎樣面對呢
[00:02:32.680 --> 00:02:35.040]  爭取政治的運動
[00:02:35.040 --> 00:02:36.800]  政改的運動
[00:02:36.800 --> 00:02:39.400]  在短短十幾天
[00:02:39.400 --> 00:02:43.320]  將整個香港社會不同階層的人
[00:02:43.320 --> 00:02:47.400]  完全撕裂了
[00:02:47.400 --> 00:02:50.680]  我們不可以逃避 不可以不承認
[00:02:50.680 --> 00:02:52.640]  最小的單元在家裏
[00:02:52.640 --> 00:02:56.400]  父母和子女的關係被撕裂了
[00:02:56.400 --> 00:02:59.680]  因著政見的不同
[00:02:59.680 --> 00:03:02.160]  公司裏面同事同事之間
[00:03:02.160 --> 00:03:03.680]  上司同同事之間
[00:03:03.680 --> 00:03:10.480]  老闆同同事之間都撕裂了
[00:03:10.480 --> 00:03:13.960]  學校更加不用說
[00:03:13.960 --> 00:03:15.160]  同學與同學之間
[00:03:15.160 --> 00:03:19.760]  老師與同學之間都撕裂了
[00:03:19.760 --> 00:03:23.960]  甚至大學的校長
[00:03:23.960 --> 00:03:31.040]  亦都不能夠成為一個旁觀者
[00:03:31.040 --> 00:03:35.040]  但亦不知怎樣去表態
[00:03:35.040 --> 00:03:37.760]  不如我們退一步
[00:03:37.760 --> 00:03:41.000]  在十幾天未發生之前
[00:03:41.000 --> 00:03:45.520]  其實這幾年我們整個香港社會
[00:03:45.520 --> 00:03:50.080]  未正式爭取到雙普選
[00:03:50.080 --> 00:03:52.240]  已經失去了
[00:03:52.240 --> 00:04:00.280]  我們最寶貴最核心的東西
[00:04:00.280 --> 00:04:02.480]  是甚麼呢
[00:04:02.480 --> 00:04:04.320]  跟你家裏的弟子說一聲
[00:04:04.320 --> 00:04:09.600]  是言論自由
[00:04:09.600 --> 00:04:12.880]  為何這樣說
[00:04:12.880 --> 00:04:15.000]  想像一下
[00:04:15.000 --> 00:04:17.880]  如果我們發表一些言論
[00:04:17.880 --> 00:04:23.320]  與某些叫做自己是主流意見不同的話
[00:04:23.320 --> 00:04:30.360]  我們很快會被人圍剿、圍插甚至滅聲
[00:04:30.360 --> 00:04:32.080]  在香港社會上
[00:04:32.080 --> 00:04:34.480]  無論你是有色之士
[00:04:34.480 --> 00:04:38.840]  或者是一個普通的人都知道
[00:04:38.840 --> 00:04:40.880]  只要你的說話
[00:04:40.880 --> 00:04:44.320]  與某些人不一樣
[00:04:44.320 --> 00:04:49.640]  你就會遭遇不測
[00:04:49.640 --> 00:04:53.880]  那種恐怖性是很難想像
[00:04:53.880 --> 00:04:56.000]  在一個文明社會
[00:04:56.000 --> 00:05:00.960]  在爭取民主的社會
[00:05:00.960 --> 00:05:05.960]  有這麼恐怖的現象出現
[00:05:05.960 --> 00:05:07.760]  這裡我不需要多說
[00:05:07.760 --> 00:05:11.480]  亦不需要多舉學生的言論
[00:05:11.480 --> 00:05:12.760]  為甚麼呢
[00:05:12.760 --> 00:05:13.680]  因為這十幾天
[00:05:13.680 --> 00:05:16.840]  我們每十幾分鐘已經聽到學生的言論
[00:05:16.840 --> 00:05:23.080]  學生的言論已經霸佔了我們整個傳媒的時間
[00:05:23.080 --> 00:05:28.040]  我不覺得我這裡需要再多舉例
[00:05:28.040 --> 00:05:29.960]  當然
[00:05:29.960 --> 00:05:31.080]  有些突然之間會說
[00:05:31.080 --> 00:05:32.600]  你不說學生的言論
[00:05:32.600 --> 00:05:34.720]  即是你反對學生
[00:05:34.720 --> 00:05:39.040]  這些扣帽子的人
[00:05:39.040 --> 00:05:41.400]  我嚴重告訴你
[00:05:41.400 --> 00:05:47.440]  你是沒有資格爭取民主的
[00:05:47.440 --> 00:05:55.120]  你比希特勒還要獨裁
[00:05:55.120 --> 00:05:58.320]  穆斯巴比亞拿著咪高峰
[00:05:58.320 --> 00:06:02.840]  就可以說這些話
[00:06:02.840 --> 00:06:07.240]  你在Facebook繼續可以說話
[00:06:07.240 --> 00:06:14.520]  怎可以在這個社會裏面像無綫劇集《天與地》那樣說
[00:06:14.520 --> 00:06:19.320]  七百萬人要同一把聲音
[00:06:19.320 --> 00:06:22.080]  難道我們追求民主社會
[00:06:22.080 --> 00:06:26.120]  就是要滅人家的聲音
[00:06:26.120 --> 00:06:33.040]  只有幾十萬人在說話
[00:06:33.040 --> 00:06:39.120]  這個是不是比文革還要恐怖呢?是的
[00:06:39.120 --> 00:06:44.000]  不如我和你重新說一說什麼是文革
[00:06:44.000 --> 00:06:45.320]  近十幾天
[00:06:45.320 --> 00:06:51.600]  Facebook裏面的Unfriend潮是前所未見的
[00:06:51.600 --> 00:06:55.160]  只要發覺我朋友和我意見不合
[00:06:55.160 --> 00:06:58.560]  我就馬上不需要事先通知
