
[00:00:00.000 --> 00:00:03.000]  今日教會所編給我的經文
[00:00:03.000 --> 00:00:07.200]  是我心裏近期常常想的一段經文
[00:00:07.200 --> 00:00:09.600]  這段經文就是主禱文
[00:00:09.600 --> 00:00:13.200]  這主禱文第一句
[00:00:13.200 --> 00:00:15.600]  「我們在天上的符」
[00:00:15.600 --> 00:00:19.400]  這使得我常常會感覺到
[00:00:19.400 --> 00:00:22.000]  今天我們活在這個社會當中
[00:00:22.000 --> 00:00:24.400]  我們怎樣能夠
[00:00:24.400 --> 00:00:27.600]  可以在這句話當中
[00:00:27.600 --> 00:00:29.600]  去激勵我們
[00:00:30.200 --> 00:00:31.600]  去幫助我們
[00:00:31.600 --> 00:00:34.800]  去讓我們能夠看見頂梓梅
[00:00:34.800 --> 00:00:36.800]  看見這個社會的本身
[00:00:36.800 --> 00:00:40.200]  從而能夠建立
[00:00:40.200 --> 00:00:42.800]  以他人的關係
[00:00:42.800 --> 00:00:45.400]  而這個世界的關係
[00:00:45.400 --> 00:00:49.600]  想想我們過去的禱告
[00:00:49.600 --> 00:00:53.600]  有多少時候是為我們身邊的朋友
[00:00:53.600 --> 00:00:56.800]  是為我們今天在社會
[00:00:56.800 --> 00:00:59.000]  在世界所發生的事
[00:00:59.400 --> 00:01:01.400]  我們付出我們的關心
[00:01:01.400 --> 00:01:04.200]  我們能夠嘗試
[00:01:04.200 --> 00:01:07.200]  我們能夠從禱告中實際的行動
[00:01:07.200 --> 00:01:11.000]  去幫助他們能夠解決問題
[00:01:11.000 --> 00:01:12.600]  因為
[00:01:12.600 --> 00:01:17.000]  這個符是我們整個人類的符
[00:01:17.000 --> 00:01:21.600]  我們嘗試舉一些例子
[00:01:21.600 --> 00:01:25.200]  因為這個禱告的本身
[00:01:25.600 --> 00:01:29.600]  它不是為那些迷信的人要作一個禱告
[00:01:29.600 --> 00:01:34.200]  這個禱告是一個跟隨耶穌的人
[00:01:34.200 --> 00:01:36.800]  是一個專心跟隨耶穌的人
[00:01:36.800 --> 00:01:40.400]  是一個專心要將自己奉獻給耶穌的人
[00:01:40.400 --> 00:01:42.800]  這種禱告
[00:01:42.800 --> 00:01:45.600]  而這個禱告的本身
[00:01:45.600 --> 00:01:47.000]  不輕易的
[00:01:47.000 --> 00:01:49.200]  但這個禱告
[00:01:49.200 --> 00:01:52.000]  是主要教導我們的禱告
[00:01:52.000 --> 00:01:55.200]  我們在天上的符
[00:01:55.800 --> 00:01:58.200]  願人都尊你的名為聖
[00:01:58.200 --> 00:02:00.200]  願你的國降臨
[00:02:00.200 --> 00:02:04.000]  願你的旨意行在地上
[00:02:04.000 --> 00:02:06.200]  兒童行在天上
[00:02:06.200 --> 00:02:09.800]  這是被選召的人
[00:02:09.800 --> 00:02:13.400]  這是要專心跟隨耶穌的人
[00:02:13.400 --> 00:02:18.200]  才能夠有這份信心的禱告
[00:02:18.200 --> 00:02:23.600]  我記得我年很年輕
[00:02:23.600 --> 00:02:25.400]  大概1974年
[00:02:26.000 --> 00:02:27.600]  做傳道人的時候
[00:02:27.600 --> 00:02:31.600]  有一個家庭
[00:02:31.600 --> 00:02:34.600]  就來跟我說
[00:02:34.600 --> 00:02:36.000]  牧師
[00:02:36.000 --> 00:02:38.800]  我兒子患了血癌
[00:02:38.800 --> 00:02:43.000]  我希望你為他禱告
[00:02:43.000 --> 00:02:47.600]  那時候是馬來縣
[00:02:47.600 --> 00:02:50.200]  我們上去馬來縣探病
[00:02:50.200 --> 00:02:52.000]  真的長途跋涉
[00:02:52.400 --> 00:02:56.400]  而且他只有一個小時的探病時間
[00:02:56.400 --> 00:02:59.200]  我上去了
[00:02:59.200 --> 00:03:03.400]  家人圍著病床
[00:03:03.400 --> 00:03:07.400]  我作了一個禱告
[00:03:07.400 --> 00:03:13.200]  我求主醫治這位年輕人
[00:03:13.200 --> 00:03:18.800]  我求主很快使這位年輕人康復
[00:03:18.800 --> 00:03:21.800]  我的禱告就完了
[00:03:23.400 --> 00:03:26.400]  當我坐了二十三號車
[00:03:26.400 --> 00:03:32.400]  一路從博富林到搬陷道
[00:03:32.400 --> 00:03:36.400]  我覺得不平安
[00:03:36.400 --> 00:03:43.400]  我們面對一個這樣的病人
[00:03:43.400 --> 00:03:46.400]  面對家庭的盼望
[00:03:46.400 --> 00:03:49.400]  但這一個禱告
[00:03:49.400 --> 00:03:51.400]  似乎是一個單方面的禱告
[00:03:53.400 --> 00:03:56.400]  我沒有為這個家人來禱告
[00:03:56.400 --> 00:04:01.400]  我的禱告是應該為了這位年輕人
[00:04:01.400 --> 00:04:06.400]  但我的禱告是應該加強他們的信心
[00:04:06.400 --> 00:04:08.400]  讓他們面對這個
[00:04:08.400 --> 00:04:12.400]  在四十多年前
[00:04:12.400 --> 00:04:18.400]  這種病是很難治的病
[00:04:19.400 --> 00:04:22.400]  是否家屬也需要培養一種信心
[00:04:22.400 --> 00:04:29.400]  父母是否需要一種對上帝的神信救
[00:04:29.400 --> 00:04:32.400]  無論結果如何
[00:04:32.400 --> 00:04:34.400]  這都是神的恩典
[00:04:34.400 --> 00:04:40.400]  這也是神賜給他們的恩典
[00:04:40.400 --> 00:04:46.400]  我們是否有這份信心去接受
[00:04:48.400 --> 00:04:51.400]  這也是神賜給我們的恩典
[00:04:51.400 --> 00:04:56.400]  於是我們說
[00:04:56.400 --> 00:05:01.400]  我們的禱告不是單單成就我的心意
[00:05:01.400 --> 00:05:05.400]  是成就上帝的旨意
[00:05:05.400 --> 00:05:08.400]  在聖經有兩位祈禱
[00:05:08.400 --> 00:05:11.400]  有兩位被呼召的人
[00:05:11.400 --> 00:05:14.400]  他的禱告真是值得我們學習
[00:05:16.400 --> 00:05:18.400]  第一位就是摩西
[00:05:18.400 --> 00:05:23.400]  當時以色列人製造偶像
[00:05:23.400 --> 00:05:25.400]  去敬拜偶像
[00:05:25.400 --> 00:05:28.400]  神想要滅絕他們
[00:05:28.400 --> 00:05:32.400]  這一班是活逆的百姓
[00:05:32.400 --> 00:05:34.400]  上帝覺得他們活逆
[00:05:34.400 --> 00:05:37.400]  他們應該要接受審判
[00:05:37.400 --> 00:05:38.400]  要滅亡
[00:05:38.400 --> 00:05:42.400]  這是索多瑪和摩拉的聖人
[00:05:43.400 --> 00:05:46.400]  阿伯勒罕知道
[00:05:46.400 --> 00:05:51.400]  阿伯勒罕對向神求什麼呢?
[00:05:51.400 --> 00:05:55.400]  他不是為自己的平安祈求
[00:05:55.400 --> 00:06:01.400]  他不是慶幸自己將會逃出
[00:06:01.400 --> 00:06:07.400]  或者被離開索多瑪和摩拉
[00:06:07.400 --> 00:06:11.400]  因為這是他親戚所選擇的地方
[00:06:11.400 --> 00:06:13.400]  而這個地方腐爛了
[00:06:13.400 --> 00:06:15.400]  這個地方失敗了
[00:06:15.400 --> 00:06:18.400]  這個地方被上帝所審判
[00:06:18.400 --> 00:06:24.400]  阿伯勒罕的祈求對神說
[00:06:24.400 --> 00:06:30.400]  神啊,如果這裡有五十個異人
[00:06:30.400 --> 00:06:33.400]  你會否毀滅他們呢?
[00:06:33.400 --> 00:06:38.400]  神說,五十個,我不會毀滅他們
[00:06:39.400 --> 00:06:42.400]  阿伯勒罕說,減五個吧
[00:06:42.400 --> 00:06:44.400]  四十五,可以嗎?
[00:06:44.400 --> 00:06:48.400]  神又答應他,四十五吧
[00:06:48.400 --> 00:06:52.400]  阿伯勒罕仍然覺得沒有信心
[00:06:52.400 --> 00:06:55.400]  四十五,也不至於四十吧
[00:06:55.400 --> 00:06:59.400]  神又答應他
[00:06:59.400 --> 00:07:05.400]  阿伯勒罕真的在想索多瑪和摩拉
[00:07:05.400 --> 00:07:08.400]  這個城市是賣透的城市
[00:07:08.400 --> 00:07:11.400]  他仍然沒有信心,不至於三十吧
[00:07:11.400 --> 00:07:15.400]  神又答應他
[00:07:15.400 --> 00:07:19.400]  以後他說,不如二十比較安全
[00:07:19.400 --> 00:07:25.400]  最後阿伯勒罕也覺得二十可能比較難
[00:07:25.400 --> 00:07:28.400]  不如十吧,十吧
[00:07:28.400 --> 00:07:34.400]  阿伯勒罕不斷為你的懲求
[00:07:34.400 --> 00:07:37.400]  他眼中所看見的
[00:07:37.400 --> 00:07:39.400]  是所有人
[00:07:39.400 --> 00:07:41.400]  在這個城市
[00:07:41.400 --> 00:07:44.400]  這個城市已經賣透了
[00:07:44.400 --> 00:07:47.400]  這個城市被上帝要毀滅了
[00:07:47.400 --> 00:07:51.400]  但是阿伯勒罕不會因為自己
[00:07:51.400 --> 00:07:55.400]  可以不在這個毀滅的名單當中
[00:07:55.400 --> 00:07:57.400]  他起落
[00:07:57.400 --> 00:08:01.400]  不會因為他已經避免這種災難
[00:08:01.400 --> 00:08:04.400]  他自己慶幸
[00:08:05.400 --> 00:08:08.400]  一個符合上帝的禱告
[00:08:08.400 --> 00:08:12.400]  一個符合上帝旨意的禱告
[00:08:12.400 --> 00:08:17.400]  他的眼睛是看著所有人
[00:08:17.400 --> 00:08:20.400]  是看見一個社會
[00:08:20.400 --> 00:08:24.400]  所以阿伯勒罕的禱告
[00:08:24.400 --> 00:08:27.400]  是不斷為別人求情
[00:08:27.400 --> 00:08:31.400]  他的禱告是為整個城市
[00:08:31.400 --> 00:08:35.400]  希望能夠尋求神的赦免
[00:08:35.400 --> 00:08:40.400]  而整個城市能夠得救和得盼望
[00:08:40.400 --> 00:08:46.400]  另外一個例子也常常打動我的心
[00:08:46.400 --> 00:08:58.400]  摩西帶領以色列人出埃及
[00:09:00.400 --> 00:09:03.400]  當他們去到一個地方的時候
[00:09:03.400 --> 00:09:09.400]  民眾就製造偶像去敬拜
[00:09:09.400 --> 00:09:12.400]  神大怒
[00:09:12.400 --> 00:09:15.400]  神都要毀滅以色列人的百姓
[00:09:15.400 --> 00:09:19.400]  是祂所帶領、是祂所救贖的百姓
[00:09:19.400 --> 00:09:23.400]  上帝幾乎灰心
[00:09:23.400 --> 00:09:26.400]  要讓這些人自己走
[00:09:26.400 --> 00:09:28.400]  不理他們
[00:09:29.400 --> 00:09:35.400]  你會看出埃及記三十二章
[00:09:35.400 --> 00:09:38.400]  摩西怎樣祈禱呢
[00:09:38.400 --> 00:09:40.400]  摩西說
[00:09:40.400 --> 00:09:45.400]  神啊,求祢與他們同行
[00:09:45.400 --> 00:09:54.400]  不如將我的名從祢所寫的生命冊挪開
[00:09:57.400 --> 00:09:59.400]  摩西的禱告
[00:09:59.400 --> 00:10:03.400]  甚至可以到一個地步
[00:10:03.400 --> 00:10:07.400]  神啊,在祢的生命冊裡面
[00:10:07.400 --> 00:10:09.400]  祢可以挪開我的名
[00:10:09.400 --> 00:10:13.400]  但是祢要救贖這些百姓
[00:10:13.400 --> 00:10:17.400]  祢要帶領這些百姓
[00:10:17.400 --> 00:10:21.400]  去到留乃以物理所應許之地
[00:10:24.400 --> 00:10:29.400]  為什麼耶穌會教門徒作這樣的禱告呢
[00:10:29.400 --> 00:10:32.400]  這個禱告是被召者
[00:10:32.400 --> 00:10:34.400]  被上帝所呼召的人
[00:10:34.400 --> 00:10:36.400]  是應該有的禱告
[00:10:36.400 --> 00:10:39.400]  而這個禱告是為了全民
[00:10:39.400 --> 00:10:41.400]  是為了全百姓
[00:10:41.400 --> 00:10:45.400]  是為了一個敗壞的城市
[00:10:45.400 --> 00:10:49.400]  甚至犧牲自己的命
[00:10:49.400 --> 00:10:52.400]  甚至在上帝的面前
[00:10:52.400 --> 00:10:54.400]  去為一些罪人
[00:10:54.400 --> 00:10:56.400]  為神要毀滅的人
[00:10:56.400 --> 00:10:58.400]  去獻上祂的禱告
[00:10:58.400 --> 00:11:02.400]  心中只有旁邊的人
[00:11:02.400 --> 00:11:04.400]  心中只有這個社會的人
[00:11:04.400 --> 00:11:10.400]  心中只有這些犯罪的人
[00:11:10.400 --> 00:11:13.400]  祂期望甚至犧牲自己
[00:11:13.400 --> 00:11:17.400]  都讓他們來到神的跟前
[00:11:17.400 --> 00:11:21.400]  讓神的國度降臨
[00:11:21.400 --> 00:11:24.400]  讓神的旨意成就在地
[00:11:24.400 --> 00:11:27.400]  而從成就在天上
[00:11:27.400 --> 00:11:30.400]  現人都尊上的一個名為聖
