
[00:00:00.000 --> 00:00:02.540]  我相信大家都會同意一個機構
[00:00:02.540 --> 00:00:07.300]  或者是一個國家的輕與衰
[00:00:07.300 --> 00:00:12.340]  很多時候都是在乎那個機構或者國家的領袖
[00:00:12.340 --> 00:00:14.300]  我想問一問大家
[00:00:14.300 --> 00:00:16.000]  不知道大家知不知道
[00:00:16.000 --> 00:00:20.000]  古以色列的南北二國
[00:00:20.000 --> 00:00:22.880]  他們有多少個皇帝
[00:00:22.880 --> 00:00:25.340]  而這些皇帝是好皇帝
[00:00:25.340 --> 00:00:27.540]  因為壞的皇帝
[00:00:27.540 --> 00:00:28.380]  我所說的好
[00:00:28.380 --> 00:00:31.840]  就是說在耶和華眼中是不是好的皇帝
[00:00:31.840 --> 00:00:33.540]  大家知不知道有多少
[00:00:33.540 --> 00:00:37.000]  在南國有20個皇帝
[00:00:37.000 --> 00:00:39.000]  20個皇帝
[00:00:39.000 --> 00:00:45.040]  一般都認為當中12個就是不好的皇帝
[00:00:45.040 --> 00:00:48.140]  20個裡面只有8個是好皇帝
[00:00:48.140 --> 00:00:50.000]  那北國呢
[00:00:50.000 --> 00:00:52.300]  以色列北國有多少個好的皇帝
[00:00:52.300 --> 00:00:54.040]  大家如果看這個圖片
[00:00:54.040 --> 00:00:55.340]  說全部紅色
[00:00:55.340 --> 00:00:57.140]  紅色不是代表好
[00:00:57.440 --> 00:01:01.640]  紅色代表在耶和華眼中是惡的皇帝
[00:01:01.640 --> 00:01:03.440]  一個都沒有
[00:01:03.440 --> 00:01:11.440]  從北國的建國到國家元旦
[00:01:11.440 --> 00:01:13.800]  經歷了210年
[00:01:13.800 --> 00:01:15.540]  在這麼多年的裡面
[00:01:15.540 --> 00:01:18.500]  雖然神不斷地派仙子來提醒他們
[00:01:18.500 --> 00:01:19.500]  警告他們
[00:01:19.500 --> 00:01:20.800]  叫他們迴轉
[00:01:20.800 --> 00:01:26.180]  但是到了河西亞的仙子的年代
[00:01:26.180 --> 00:01:30.600]  其實北國已經離滅國的日子不遠了
[00:01:30.600 --> 00:01:33.400]  我們中國人都說
[00:01:33.400 --> 00:01:35.580]  上天要你滅亡
[00:01:35.580 --> 00:01:36.480]  下一句是什麼
[00:01:36.480 --> 00:01:39.400]  必先使你瘋狂
[00:01:39.400 --> 00:01:41.480]  我們今天來一同看看
[00:01:41.480 --> 00:01:45.180]  究竟以色列北國如何的瘋狂
[00:01:45.180 --> 00:01:48.580]  以致他面臨滅亡
[00:01:48.580 --> 00:01:50.540]  大家都知道
[00:01:50.540 --> 00:01:56.140]  在古以色列分開南北國之前
[00:01:57.180 --> 00:02:03.180]  國家是在大衛王和所羅門王的領導下
[00:02:03.180 --> 00:02:06.180]  可以說以色列國家到了巔峰
[00:02:06.180 --> 00:02:07.180]  很繁榮
[00:02:07.180 --> 00:02:11.180]  很榮耀的日子
[00:02:11.180 --> 00:02:13.180]  但是在所羅門王之後
[00:02:13.180 --> 00:02:15.180]  接著那二百多年來
[00:02:15.180 --> 00:02:19.180]  以色列的北國
[00:02:19.180 --> 00:02:22.180]  沒有一個皇帝是敬畏耶和華
[00:02:22.180 --> 00:02:25.180]  沒有一個皇帝是想行耶和華
[00:02:25.180 --> 00:02:27.180]  眼中是正的事
[00:02:27.180 --> 00:02:30.180]  我相信大家都去過假期
[00:02:30.180 --> 00:02:31.180]  大家都去過度假
[00:02:31.180 --> 00:02:33.180]  我想問大家
[00:02:33.180 --> 00:02:36.180]  你去度假最長的時間是多久
[00:02:36.180 --> 00:02:39.180]  一個星期?兩個星期?一個月?一年?
[00:02:39.180 --> 00:02:41.180]  我想問大家
[00:02:41.180 --> 00:02:43.180]  當你去旅遊的時候
[00:02:43.180 --> 00:02:47.180]  你的房子會交給誰來打理?
[00:02:47.180 --> 00:02:49.180]  沒有啊
[00:02:49.180 --> 00:02:50.180]  就靠鄰居
[00:02:50.180 --> 00:02:52.180]  叫鄰居有空幫我收拾一下
[00:02:52.180 --> 00:02:53.180]  剷一下草
[00:02:53.180 --> 00:02:55.180]  或者如果有朋友有子女的話
[00:02:55.180 --> 00:02:59.180]  就會交給朋友、子女來幫忙看一看房子
[00:02:59.180 --> 00:03:01.180]  大家有沒有試過
[00:03:01.180 --> 00:03:03.180]  你叫一些人幫你看房子
[00:03:03.180 --> 00:03:07.180]  那些人最後發覺毫無責任感
[00:03:07.180 --> 00:03:08.180]  或者這麼說
[00:03:08.180 --> 00:03:11.180]  他的責任感和你的責任感是不相似的
[00:03:11.180 --> 00:03:13.180]  有沒有這種情況出現過?
[00:03:13.180 --> 00:03:15.180]  不知道大家有沒有印象
[00:03:15.180 --> 00:03:20.180]  2008年在墨爾本一個住宅區裡面
[00:03:20.180 --> 00:03:22.180]  父母要去旅遊
[00:03:22.180 --> 00:03:26.180]  就交給了一個16歲大的兒子
[00:03:26.180 --> 00:03:28.180]  去看著房子
[00:03:28.180 --> 00:03:29.180]  父母一走了之後
[00:03:29.180 --> 00:03:31.180]  這個兒子就開心了
[00:03:31.180 --> 00:03:34.180]  立刻在網上就叫了所有的人
[00:03:34.180 --> 00:03:36.180]  其實不是叫所有他認識的朋友
[00:03:36.180 --> 00:03:40.180]  是叫所有的人看到邀請他去派對的人
[00:03:40.180 --> 00:03:41.180]  認識與不認識都好
[00:03:41.180 --> 00:03:43.180]  就來開派對吧
[00:03:43.180 --> 00:03:48.180]  你猜最後有多少人出席他這個網上的派對?
[00:03:48.180 --> 00:03:51.180]  500人以上
[00:03:51.180 --> 00:03:53.180]  想象一下
[00:03:53.180 --> 00:03:55.180]  你的房子容納了多少人?
[00:03:55.180 --> 00:03:56.180]  容納不了
[00:03:56.180 --> 00:03:57.180]  整條街
[00:03:57.180 --> 00:03:59.180]  不單止這條街
[00:03:59.180 --> 00:04:03.180]  隔壁那幾條街滿了年輕人
[00:04:03.180 --> 00:04:05.180]  你可以想象
[00:04:05.180 --> 00:04:07.180]  強勁的音樂
[00:04:07.180 --> 00:04:10.180]  喝酒、吸煙甚至吸毒
[00:04:10.180 --> 00:04:13.180]  所到之處都少不免有破壞
[00:04:13.180 --> 00:04:14.180]  我想問你
[00:04:14.180 --> 00:04:16.180]  如果你住在隔壁房子的鄰居
[00:04:16.180 --> 00:04:17.180]  你會做些什麼?
[00:04:17.180 --> 00:04:19.180]  你不要說隔壁房子
[00:04:19.180 --> 00:04:20.180]  可能隔壁那條街的人
[00:04:20.180 --> 00:04:22.180]  看到這樣的陣容
[00:04:22.180 --> 00:04:23.180]  是吧?
[00:04:23.180 --> 00:04:24.180]  很明顯
[00:04:24.180 --> 00:04:25.180]  沒多久
[00:04:25.180 --> 00:04:26.180]  警察到場
[00:04:26.180 --> 00:04:27.180]  清場
[00:04:27.180 --> 00:04:30.180]  叫那些小孩
[00:04:30.180 --> 00:04:32.180]  派對結束
[00:04:32.180 --> 00:04:33.180]  玩完了
[00:04:33.180 --> 00:04:35.180]  你們各自回家
[00:04:35.180 --> 00:04:36.180]  大家要記得
[00:04:36.180 --> 00:04:38.180]  當年真的是一個很大的新聞
[00:04:38.180 --> 00:04:40.180]  這個小孩
[00:04:40.180 --> 00:04:42.180]  也成為一個很出名的人物
[00:04:42.180 --> 00:04:44.180]  不單止在澳洲出名
[00:04:44.180 --> 00:04:46.180]  甚至去到國外都很出名
[00:04:46.180 --> 00:04:47.180]  我想問
[00:04:47.180 --> 00:04:49.180]  如果你是這個年輕人的夫婦
[00:04:49.180 --> 00:04:51.180]  你期望兒子幫你帶來房子
