
[00:00:00.000 --> 00:00:06.440]  今天的主題是「得享豐盛 敬拜」
[00:00:06.440 --> 00:00:10.680]  其實我們今季的主題是「豐盛生命」
[00:00:10.680 --> 00:00:14.080]  所以記得我們還有幸實體時第一講
[00:00:14.080 --> 00:00:16.720]  就已經講了在港島的設計裏面
[00:00:16.720 --> 00:00:18.280]  我們連戲四講
[00:00:18.280 --> 00:00:20.840]  其實就是講信徒四大本份
[00:00:20.840 --> 00:00:24.640]  即是講敬拜、靈修等各方面的東西
[00:00:24.640 --> 00:00:27.720]  事緣就是當初設計的時候
[00:00:27.720 --> 00:00:32.640]  沒有想過突然間香港會失去實體
[00:00:32.640 --> 00:00:34.120]  我都同時在想
[00:00:34.120 --> 00:00:36.080]  怎樣講敬拜呢?
[00:00:36.080 --> 00:00:40.360]  當我們再沒有特別的會眾一齊去經歷
[00:00:40.360 --> 00:00:43.520]  神童在那種感覺的時候應該怎樣呢?
[00:00:43.520 --> 00:00:46.240]  但回想起來為何當初會這樣去想
[00:00:46.240 --> 00:00:47.280]  還是去講
[00:00:47.280 --> 00:00:53.040]  原因就是事緣是關於我們這個車仔的分享
[00:00:53.040 --> 00:00:57.360]  有很多我們其他教會的朋友都有私訊我
[00:00:57.360 --> 00:00:58.960]  他們都有聽我們講道
[00:00:58.960 --> 00:01:00.440]  他們覺得都頗有意思
[00:01:00.440 --> 00:01:01.640]  事實上是的
[00:01:01.640 --> 00:01:04.440]  當我們要講一個豐盛的生活的時候
[00:01:04.440 --> 00:01:05.560]  我們都要想
[00:01:05.560 --> 00:01:07.760]  我們是因為環境很好
[00:01:07.760 --> 00:01:09.360]  以致我們覺得豐盛
[00:01:09.360 --> 00:01:11.400]  還是因為我們自己裏面很豐盛
[00:01:11.400 --> 00:01:15.120]  以致我們無論環境遇到甚麼困難的時候
[00:01:15.120 --> 00:01:17.680]  我們仍然是否能夠安穩呢?
[00:01:17.680 --> 00:01:21.040]  我們一直用這架車來代表一個人的完全行為的時候
[00:01:21.040 --> 00:01:22.080]  我們都知道
[00:01:22.080 --> 00:01:26.480]  如果我們是一般的動物性去生活
[00:01:26.480 --> 00:01:28.800]  很多時候人怎樣走的呢?
[00:01:28.800 --> 00:01:31.920]  的而且確一定是按著基本需要去走的
[00:01:31.920 --> 00:01:34.280]  所以上次我們都提過
[00:01:34.280 --> 00:01:37.240]  而最難困難去處理的是甚麼呢?
[00:01:37.240 --> 00:01:40.400]  其實很多時候就是因為我們個人的慾望
[00:01:40.400 --> 00:01:42.640]  往往是在掌控著我們的車
[00:01:42.640 --> 00:01:45.120]  以致我們很多時候覺得不自由
[00:01:45.120 --> 00:01:48.320]  我們不能夠真的享受到那份豐盛
[00:01:48.320 --> 00:01:50.320]  而在車仔的教導裏面
[00:01:50.320 --> 00:01:53.000]  我們就知道前面兩個輪子是可以去學習
[00:01:53.000 --> 00:01:55.840]  所以在上次那兩堂崇拜
[00:01:55.840 --> 00:01:57.680]  如果你有聽到的話
[00:01:57.680 --> 00:01:58.560]  你應該都記得的
[00:01:58.560 --> 00:02:00.240]  我們都提過
[00:02:00.240 --> 00:02:03.920]  雖然我們背後有很多情緒
[00:02:03.920 --> 00:02:04.920]  我們的經歷
[00:02:04.920 --> 00:02:06.200]  甚至我們對於肉身
[00:02:06.200 --> 00:02:07.640]  我們長高的肥瘦
[00:02:07.640 --> 00:02:09.920]  我們都很不開心的
[00:02:09.920 --> 00:02:12.400]  但是當我們信了主之後
[00:02:12.400 --> 00:02:14.200]  我們經歷了上帝的救贖
[00:02:14.200 --> 00:02:17.120]  我們正在學習怎樣去聽聖靈的聲音
[00:02:17.120 --> 00:02:19.600]  被上帝帶領的時候
[00:02:19.600 --> 00:02:22.280]  我們應該是可以邁向豐盛的
[00:02:22.280 --> 00:02:25.120]  而B目那一堂是教導了我們
[00:02:25.120 --> 00:02:27.480]  就是當我們怎樣去學習聖經
[00:02:27.480 --> 00:02:29.960]  以致我們能夠去認識神
[00:02:29.960 --> 00:02:31.520]  亦都去認識自己
[00:02:31.520 --> 00:02:34.320]  將一些熟悉的價值觀去改變
[00:02:34.320 --> 00:02:37.480]  以致我們有一個改變的機會
[00:02:37.480 --> 00:02:39.280]  而在邱牧師那裏
[00:02:39.280 --> 00:02:40.560]  我們聽到的是
[00:02:40.560 --> 00:02:42.360]  透過禱告和服事
[00:02:42.360 --> 00:02:43.320]  我們真的去實踐
[00:02:43.320 --> 00:02:44.920]  我們去行動的時候
[00:02:44.920 --> 00:02:46.760]  我們就學習到原來
[00:02:46.760 --> 00:02:47.960]  當我們做的
[00:02:47.960 --> 00:02:48.720]  我們去服事
[00:02:48.720 --> 00:02:50.440]  不問為什麼的時候
[00:02:50.440 --> 00:02:51.800]  我們有很多新的發現
[00:02:51.800 --> 00:02:53.640]  我們可以去認識著
[00:02:53.640 --> 00:02:56.600]  今天為什麼會說敬拜呢
[00:02:56.600 --> 00:02:58.880]  因為我相信聽到的弟兄姊妹
[00:02:58.880 --> 00:03:00.040]  很多都已經信了主
[00:03:00.040 --> 00:03:01.960]  可能我們信了主很多年
[00:03:01.960 --> 00:03:03.360]  有時候我們都會覺得
[00:03:03.360 --> 00:03:04.960]  很多事情我們都知道
[00:03:04.960 --> 00:03:06.840]  我們每天都看聖經
[00:03:06.840 --> 00:03:09.000]  我們每天都參與教會的服事
[00:03:09.000 --> 00:03:11.320]  我們都有很多不同的事情要做
[00:03:11.320 --> 00:03:13.160]  但是往往我們都發覺
[00:03:13.160 --> 00:03:17.120]  仍然是在心路歷程裏面
[00:03:17.120 --> 00:03:19.160]  仍然還有很多的困鎖
[00:03:19.160 --> 00:03:20.720]  所以今天我們要去面對的
[00:03:20.720 --> 00:03:23.600]  後面的所謂拖後腳的問題
[00:03:23.600 --> 00:03:26.000]  敬拜的功能是很特別的
[00:03:26.000 --> 00:03:27.560]  當我們今天去留意的時候
[00:03:27.560 --> 00:03:31.920]  原來當我們在情緒上的失控
[00:03:31.920 --> 00:03:33.200]  或者不滿足
[00:03:33.200 --> 00:03:34.840]  又或者我們有一些事情
[00:03:34.840 --> 00:03:36.200]  不知道為什麼突然間都拖後腳
[00:03:36.200 --> 00:03:37.600]  人的情緒是很有趣的
[00:03:37.600 --> 00:03:39.400]  是無端端會出現的
[00:03:39.400 --> 00:03:41.440]  原來在敬拜讚美的裏面
[00:03:41.440 --> 00:03:43.760]  是幫助我們很多很多醫治的機會
[00:03:43.760 --> 00:03:45.600]  當然四大本份還有一個傳福音
[00:03:45.600 --> 00:03:47.240]  留待下一課再說
[00:03:47.240 --> 00:03:49.000]  今天我們就整理一下
[00:03:49.000 --> 00:03:50.480]  我都跟神說
[00:03:50.480 --> 00:03:51.720]  沒有了音樂
[00:03:51.720 --> 00:03:53.200]  沒有了一起去經歷的時候
[00:03:53.200 --> 00:03:54.840]  怎麼去講敬拜呢
[00:03:54.840 --> 00:03:56.320]  但反而神是很奇妙的
[00:03:56.320 --> 00:03:57.200]  神跟我說
[00:03:57.200 --> 00:03:58.960]  祂就正正我要去面對一樣東西
[00:03:58.960 --> 00:04:01.160]  如果有一天我們是沒有音樂的
[00:04:01.160 --> 00:04:03.440]  我們怎麼去講敬拜呢
[00:04:03.440 --> 00:04:05.000]  所以第一件事我們要理解
[00:04:05.000 --> 00:04:06.400]  什麼叫做敬拜
[00:04:06.400 --> 00:04:08.520]  敬拜本身英文就叫做worship
[00:04:08.520 --> 00:04:12.880]  它本身的字是來自worship
[00:04:12.880 --> 00:04:14.720]  中文的意思是什麼呢
[00:04:14.720 --> 00:04:18.080]  其實原來敬拜就是去給予價值
[00:04:18.080 --> 00:04:19.040]  就是說
[00:04:19.040 --> 00:04:20.240]  你worship
[00:04:20.240 --> 00:04:21.640]  你敬拜的對象
[00:04:21.640 --> 00:04:26.200]  你是將你自己什麼最好的東西獻給他呢
[00:04:26.200 --> 00:04:29.120]  其實我想年輕人現在很明白了
[00:04:29.120 --> 00:04:30.840]  就是你們追星的時間
[00:04:30.840 --> 00:04:31.920]  不是
[00:04:31.920 --> 00:04:34.160]  現在追星是不分年齡的
[00:04:34.160 --> 00:04:37.120]  很多阿姨都追星的
[00:04:37.120 --> 00:04:40.480]  你看到他們喜歡他們的偶像的時候
[00:04:40.480 --> 00:04:42.800]  那種瘋狂的程度
[00:04:42.800 --> 00:04:44.800]  其實往往比我們平日
[00:04:44.800 --> 00:04:47.200]  基督徒的敬拜是更甚的
[00:04:47.200 --> 00:04:49.000]  他們所有想的東西
[00:04:49.000 --> 00:04:50.840]  都是去想他們的偶像的
[00:04:50.840 --> 00:04:52.600]  所有傾巢而出
[00:04:52.600 --> 00:04:53.200]  不吃飯
[00:04:53.200 --> 00:04:53.800]  省錢
[00:04:53.800 --> 00:04:56.680]  都是為了支持他們的偶像
[00:04:56.680 --> 00:04:58.400]  所賣的廣告
[00:04:58.400 --> 00:05:00.480]  這些威力我們都經歷過了
[00:05:00.480 --> 00:05:01.960]  但是如果我們基督徒說
[00:05:01.960 --> 00:05:03.360]  我們很愛我們的神
[00:05:03.360 --> 00:05:07.160]  我們覺得我們的神是值得我們去敬拜的時候
[00:05:07.160 --> 00:05:08.000]  意思是什麼呢
[00:05:08.000 --> 00:05:11.320]  就是我們要將上帝當得的榮耀
[00:05:11.320 --> 00:05:12.800]  要給予祂
[00:05:12.800 --> 00:05:15.560]  而基本上牽涉到敬拜的時候
[00:05:15.560 --> 00:05:18.960]  有兩個字是常常和敬拜的字結合在一起的
[00:05:18.960 --> 00:05:21.480]  第一樣就是跪下的意思
[00:05:21.480 --> 00:05:22.800]  什麼叫敬拜呢
[00:05:22.800 --> 00:05:26.440]  就是身份上是很清晰的
[00:05:26.440 --> 00:05:28.680]  祂永遠是高高在上的
