
[00:00:00.000 --> 00:00:02.000]  各位英雄姊妹,主內平安!
[00:00:02.000 --> 00:00:04.000]  各位大英姊妹,主內平安!
[00:00:04.000 --> 00:00:06.000]  聽得懂嗎?
[00:00:06.000 --> 00:00:11.000]  首先我要感謝粵語堂的牧師長老,
[00:00:11.000 --> 00:00:14.000]  給我一個機會,來這裡分享,一起來敬拜祖。
[00:00:14.000 --> 00:00:19.000]  感謝粵語堂的牧師長老,給我機會在這裡分享訊息。
[00:00:19.000 --> 00:00:25.000]  最近我在國語堂分享的是《沙漠記上》系列。
[00:00:25.000 --> 00:00:31.000]  最近我在國語堂分享的是《沙漠記上》系列。
[00:00:31.000 --> 00:00:36.000]  剛才我們讀的這段經文有一個背景。
[00:00:36.000 --> 00:00:39.000]  剛才我們讀的這段經文有一個背景。
[00:00:39.000 --> 00:00:41.000]  就在不久之前,
[00:00:41.000 --> 00:00:44.000]  就在不久之前,
[00:00:44.000 --> 00:00:48.000]  耶和華上帝就拯救了以色列人,
[00:00:48.000 --> 00:00:51.000]  脫離了他們的仇敵,菲律斯人的手。
[00:00:51.000 --> 00:01:01.000]  耶和華上帝就拯救了以色列人,脫離了他們的仇敵,菲律斯人的手。
[00:01:01.000 --> 00:01:04.000]  當時薩姆爾是死屍。
[00:01:04.000 --> 00:01:06.000]  當時薩姆爾是死屍。
[00:01:06.000 --> 00:01:09.000]  所以這場戰爭結束之後,
[00:01:09.000 --> 00:01:11.000]  所以這場戰爭結束之後,
[00:01:11.000 --> 00:01:16.000]  薩姆爾將一塊石頭立在戰場之上,
[00:01:16.000 --> 00:01:20.000]  薩姆爾將一塊石頭立在戰場之上,
[00:01:20.000 --> 00:01:24.000]  把這塊石頭命名為「以變以謝」。
[00:01:24.000 --> 00:01:27.000]  把這塊石頭命名為「以變以謝」。
[00:01:27.000 --> 00:01:30.000]  中文的意思就是「幫助之石」。
[00:01:30.000 --> 00:01:33.000]  中文的意思就是「幫助之石」。
[00:01:33.000 --> 00:01:39.000]  表明耶和華上帝到如今還在幫助著以色列人。
[00:01:39.000 --> 00:01:44.000]  表明耶和華上帝到如今還在幫助著以色列人。
[00:01:44.000 --> 00:01:47.000]  不過好景不長。
[00:01:47.000 --> 00:01:49.000]  不過好景不長。
[00:01:49.000 --> 00:01:53.000]  以色列人剛剛過上了幾天安穩的日子,
[00:01:53.000 --> 00:01:56.000]  以色列人剛剛過上了幾天安穩的日子,
[00:01:56.000 --> 00:02:00.000]  就開始嚮往迦南土著人的生活,
[00:02:00.000 --> 00:02:04.000]  就開始嚮往迦南土著人的生活,
[00:02:04.000 --> 00:02:07.000]  剛剛吃了幾天飽飯,
[00:02:07.000 --> 00:02:09.000]  剛剛吃了幾天飽飯,
[00:02:09.000 --> 00:02:11.000]  就懷念餓肚子的日子,
[00:02:11.000 --> 00:02:15.000]  就懷念餓肚子的日子,
[00:02:15.000 --> 00:02:20.000]  更重要的是他們開始嫌棄他們的領袖撒姆爾。
[00:02:20.000 --> 00:02:24.000]  更重要的是他們開始嫌棄他們的領袖撒姆爾。
[00:02:24.000 --> 00:02:27.000]  那這究竟是怎麼回事呢?
[00:02:27.000 --> 00:02:29.000]  那這究竟是怎麼回事呢?
[00:02:29.000 --> 00:02:32.000]  面對這突如其來的變故,
[00:02:32.000 --> 00:02:35.000]  撒姆爾又是怎麼樣去應對的呢?
[00:02:35.000 --> 00:02:37.000]  面對這些突如其來的困境,
[00:02:37.000 --> 00:02:39.000]  撒姆爾又是如何去面對呢?
[00:02:39.000 --> 00:02:46.000]  今天我跟弟兄姊妹分享的講題就是「你只管依從他們的話」。
[00:02:46.000 --> 00:02:51.000]  今天我跟大家分享的主題是「你只管依從他們的話」。
[00:02:51.000 --> 00:02:54.000]  這是神對撒姆爾禱告的回應。
[00:02:54.000 --> 00:02:58.000]  這是神對撒姆爾禱告的回應。
[00:02:58.000 --> 00:03:01.000]  剛才我們讀的這段經文很長,
[00:03:01.000 --> 00:03:03.000]  剛才我們讀的這段經文很長,
[00:03:03.000 --> 00:03:04.000]  很抱歉,
[00:03:04.000 --> 00:03:05.000]  很抱歉,
[00:03:05.000 --> 00:03:10.000]  但是因為這段經文裡面是因為三次出現了這句話。
[00:03:10.000 --> 00:03:11.000]  但是因為這段經文裡面是因為三次出現了這句話。
[00:03:11.000 --> 00:03:15.000]  但是這句話在經文當中出現了三次。
[00:03:15.000 --> 00:03:16.000]  但是這句話在經文當中出現了三次。
[00:03:16.000 --> 00:03:18.000]  你只管依從他們的話。
[00:03:18.000 --> 00:03:20.000]  你只管依從他們的話。
[00:03:20.000 --> 00:03:21.000]  從頭到尾。
[00:03:21.000 --> 00:03:22.000]  從頭到尾。
[00:03:22.000 --> 00:03:25.000]  我們知道重要的事要說三遍。
[00:03:25.000 --> 00:03:26.000]  我們知道重要的事要說三遍。
[00:03:26.000 --> 00:03:28.000]  我們知道重要的事要說三遍。
[00:03:28.000 --> 00:03:32.000]  神對撒姆爾就是說了這句話三遍。
[00:03:32.000 --> 00:03:35.000]  神對撒姆爾就是說了這句話三遍。
[00:03:35.000 --> 00:03:39.000]  那麼你只管依從他們的話是什麼意思呢?
[00:03:39.000 --> 00:03:40.000]  那麼你只管依從他們的話是什麼意思呢?
[00:03:40.000 --> 00:03:41.000]  那麼你只管依從他們的話是什麼意思呢?
[00:03:41.000 --> 00:03:42.000]  那麼你只管依從他們的話是什麼意思呢?
[00:03:42.000 --> 00:03:43.000]  神提醒撒姆爾。
[00:03:43.000 --> 00:03:44.000]  神提醒撒姆爾。
[00:03:44.000 --> 00:03:45.000]  神提醒撒姆爾。
[00:03:45.000 --> 00:03:46.000]  神提醒撒姆爾。
[00:03:46.000 --> 00:03:48.000]  你不要糾結於自己的情緒。
[00:03:48.000 --> 00:03:49.000]  你不要糾結於自己的情緒。
[00:03:49.000 --> 00:03:50.000]  你不要糾結於自己的情緒。
[00:03:50.000 --> 00:03:51.000]  你不要糾結於自己的情緒。
[00:03:51.000 --> 00:03:52.000]  你不要糾結於自己的情緒。
[00:03:52.000 --> 00:03:53.000]  你不要與人對著幹。
[00:03:53.000 --> 00:03:54.000]  你不要與人對著幹。
[00:03:54.000 --> 00:04:02.000]  你只管聽從主的旨意。
[00:04:02.000 --> 00:04:03.000]  你只管聽從主的旨意。
[00:04:03.000 --> 00:04:04.000]  你只管聽從主的旨意。
[00:04:04.000 --> 00:04:05.000]  你只管聽從主的旨意。
[00:04:05.000 --> 00:04:06.000]  你只管聽從主的旨意。
[00:04:06.000 --> 00:04:07.000]  你只管聽從主的旨意。
[00:04:07.000 --> 00:04:08.000]  你只管聽從主的旨意。
[00:04:08.000 --> 00:04:09.000]  你只管聽從主的旨意。
[00:04:09.000 --> 00:04:10.000]  你只管聽從主的旨意。
[00:04:10.000 --> 00:04:11.000]  你只管聽從主的旨意。
[00:04:11.000 --> 00:04:12.000]  你只管聽從主的旨意。
[00:04:12.000 --> 00:04:13.000]  你只管聽從主的旨意。
[00:04:13.000 --> 00:04:14.000]  你只管聽從主的旨意。
[00:04:14.000 --> 00:04:15.000]  你只管聽從主的旨意。
[00:04:15.000 --> 00:04:16.000]  你只管聽從主的旨意。
[00:04:16.000 --> 00:04:17.000]  你只管聽從主的旨意。
[00:04:17.000 --> 00:04:24.000]  你只管聽從主的旨意。
[00:04:24.000 --> 00:04:25.000]  你只管聽從主的旨意。
[00:04:25.000 --> 00:04:26.000]  你只管聽從主的旨意。
[00:04:26.000 --> 00:04:27.000]  你只管聽從主的旨意。
[00:04:27.000 --> 00:04:28.000]  你只管聽從主的旨意。
[00:04:28.000 --> 00:04:29.000]  你只管聽從主的旨意。
[00:04:29.000 --> 00:04:30.000]  你只管聽從主的旨意。
[00:04:30.000 --> 00:04:31.000]  你只管聽從主的旨意。
[00:04:31.000 --> 00:04:32.000]  你只管聽從主的旨意。
[00:04:32.000 --> 00:04:33.000]  你只管聽從主的旨意。
[00:04:33.000 --> 00:04:34.000]  你只管聽從主的旨意。
[00:04:34.000 --> 00:04:35.000]  你只管聽從主的旨意。
[00:04:35.000 --> 00:04:36.000]  你只管聽從主的旨意。
[00:04:36.000 --> 00:04:37.000]  你只管聽從主的旨意。
[00:04:37.000 --> 00:04:38.000]  你只管聽從主的旨意。
[00:04:38.000 --> 00:04:39.000]  你只管聽從主的旨意。
[00:04:39.000 --> 00:04:51.000]  你只管聽從主的旨意。
[00:04:51.000 --> 00:04:52.000]  你只管聽從主的旨意。
[00:04:52.000 --> 00:04:53.000]  你只管聽從主的旨意。
[00:04:53.000 --> 00:04:54.000]  你只管聽從主的旨意。
