
[00:00:00.000 --> 00:00:03.740]  首先我們開始一個禱告
[00:00:03.740 --> 00:00:05.740]  首先我們來一個禱告
[00:00:05.740 --> 00:00:07.740]  親愛的恩主 感謝您
[00:00:07.740 --> 00:00:10.740]  親愛的恩主 我們感謝您
[00:00:10.740 --> 00:00:14.240]  感謝您帶領我來到雪喧
[00:00:14.240 --> 00:00:17.240]  感謝您帶領我來到雪喧
[00:00:17.240 --> 00:00:24.740]  也感謝恩主您
[00:00:24.740 --> 00:00:28.740]  給予我們澳洲這個可以自由敬拜上帝的國家
[00:00:28.740 --> 00:00:32.740]  讓我們來到澳洲這個可以自由敬拜的國家
[00:00:32.740 --> 00:00:37.740]  因為我們知道有些國家主內的弟兄姊妹
[00:00:37.740 --> 00:00:41.740]  他們不能夠公開的敬拜你
[00:00:41.740 --> 00:00:44.740]  因為我們知道有些國家的弟兄姊妹
[00:00:44.740 --> 00:00:46.740]  他們不能自由的敬拜你
[00:00:46.740 --> 00:00:48.740]  我們特別為他們禱告
[00:00:48.740 --> 00:00:50.740]  我們特別為他們禱告
[00:00:50.740 --> 00:00:55.740]  也都求您繼續用聖靈去幫助他們
[00:00:55.740 --> 00:00:58.740]  也都求您繼續用聖靈去幫助他們
[00:00:58.740 --> 00:01:00.740]  在主裡頭成長
[00:01:00.740 --> 00:01:04.740]  也請您在主裡頭繼續教導他們成長
[00:01:04.740 --> 00:01:05.740]  也請您在主裡頭繼續教導他們成長
[00:01:05.740 --> 00:01:07.740]  也請您在主裡頭繼續教導他們成長
[00:01:07.740 --> 00:01:08.740]  也請您在主裡頭繼續教導他們成長
[00:01:08.740 --> 00:01:09.740]  也請您在主裡頭繼續教導他們成長
[00:01:09.740 --> 00:01:10.740]  也請您在主裡頭繼續教導他們成長
[00:01:10.740 --> 00:01:11.740]  也請您在主裡頭繼續教導他們成長
[00:01:11.740 --> 00:01:12.740]  也請您在主裡頭繼續教導他們成長
[00:01:12.740 --> 00:01:13.740]  也請您在主裡頭繼續教導他們成長
[00:01:13.740 --> 00:01:14.740]  也請您在主裡頭繼續教導他們成長
[00:01:14.740 --> 00:01:15.740]  也請您在主裡頭繼續教導他們成長
[00:01:15.740 --> 00:01:16.740]  也請您在主裡頭繼續教導他們成長
[00:01:16.740 --> 00:01:17.740]  也請您在主裡頭繼續教導他們成長
[00:01:17.740 --> 00:01:25.740]  也請您在主裡頭繼續教導他們成長
[00:01:25.740 --> 00:01:26.740]  也請您在主裡頭繼續教導他們成長
[00:01:26.740 --> 00:01:27.740]  也請您在主裡頭繼續教導他們成長
[00:01:27.740 --> 00:01:28.740]  也請您在主裡頭繼續教導他們成長
[00:01:28.740 --> 00:01:29.740]  也請您在主裡頭繼續教導他們成長
[00:01:29.740 --> 00:01:30.740]  也請您在主裡頭繼續教導他們成長
[00:01:30.740 --> 00:01:31.740]  也請您在主裡頭繼續教導他們成長
[00:01:31.740 --> 00:01:32.740]  也請您在主裡頭繼續教導他們成長
[00:01:32.740 --> 00:01:33.740]  也請您在主裡頭繼續教導他們成長
[00:01:33.740 --> 00:01:34.740]  也請您在主裡頭繼續教導他們成長
[00:01:34.740 --> 00:01:35.740]  也請您在主裡頭繼續教導他們成長
[00:01:35.740 --> 00:01:36.740]  也請您在主裡頭繼續教導他們成長
[00:01:36.740 --> 00:01:37.740]  也請您在主裡頭繼續教導他們成長
[00:01:37.740 --> 00:01:38.740]  也請您在主裡頭繼續教導他們成長
[00:01:38.740 --> 00:01:48.740]  也請您在主裡頭繼續教導他們成長
[00:01:48.740 --> 00:01:49.740]  也請您在主裡頭繼續教導他們成長
[00:01:49.740 --> 00:01:50.740]  也請您在主裡頭繼續教導他們成長
[00:01:50.740 --> 00:01:51.740]  也請您在主裡頭繼續教導他們成長
[00:01:51.740 --> 00:01:52.740]  也請您在主裡頭繼續教導他們成長
[00:01:52.740 --> 00:01:53.740]  也請您在主裡頭繼續教導他們成長
[00:01:53.740 --> 00:01:54.740]  也請您在主裡頭繼續教導他們成長
[00:01:54.740 --> 00:01:55.740]  也請您在主裡頭繼續教導他們成長
[00:01:55.740 --> 00:01:56.740]  也請您在主裡頭繼續教導他們成長
[00:01:56.740 --> 00:01:57.740]  也請您在主裡頭繼續教導他們成長
[00:01:57.740 --> 00:01:58.740]  也請您在主裡頭繼續教導他們成長
[00:01:58.740 --> 00:01:59.740]  也請您在主裡頭繼續教導他們成長
[00:01:59.740 --> 00:02:00.740]  也請您在主裡頭繼續教導他們成長
[00:02:00.740 --> 00:02:01.740]  也請您在主裡頭繼續教導他們成長
[00:02:01.740 --> 00:02:11.740]  也請您在主裡頭繼續教導他們成長
[00:02:11.740 --> 00:02:12.740]  也請您在主裡頭繼續教導他們成長
[00:02:12.740 --> 00:02:13.740]  也請您在主裡頭繼續教導他們成長
[00:02:13.740 --> 00:02:14.740]  也請您在主裡頭繼續教導他們成長
[00:02:14.740 --> 00:02:15.740]  也請您在主裡頭繼續教導他們成長
[00:02:15.740 --> 00:02:16.740]  也請您在主裡頭繼續教導他們成長
[00:02:16.740 --> 00:02:17.740]  也請您在主裡頭繼續教導他們成長
[00:02:17.740 --> 00:02:18.740]  也請您在主裡頭繼續教導他們成長
