
[00:00:00.000 --> 00:00:01.920]  剛才你看這段短片的時候
[00:00:01.920 --> 00:00:05.560]  你會覺得這個世界好像跟我們不太一樣
[00:00:05.560 --> 00:00:07.440]  我們剛才很溫馨的
[00:00:07.440 --> 00:00:09.240]  又領著餐又唱詩歌
[00:00:09.240 --> 00:00:11.120]  那群水深火熱的
[00:00:11.120 --> 00:00:13.760]  好像我們看一套電影一樣
[00:00:13.760 --> 00:00:16.440]  其實這個水深火熱的系列
[00:00:16.440 --> 00:00:18.080]  我們一直說到的時候
[00:00:18.080 --> 00:00:20.960]  我們其實都希望每一個弟兄姊妹朋友
[00:00:20.960 --> 00:00:22.080]  你都明白
[00:00:22.080 --> 00:00:23.440]  其實今天你們每一個人
[00:00:23.440 --> 00:00:26.440]  都活在一個水深火熱的世界
[00:00:26.440 --> 00:00:27.960]  都在這個時代裏面
[00:00:27.960 --> 00:00:31.480]  你還是受了很多暖流也好
[00:00:31.480 --> 00:00:34.080]  冰冷的人情世故也好
[00:00:34.080 --> 00:00:36.560]  都在刺激你的人生
[00:00:36.560 --> 00:00:38.840]  今天我們特別去探討一個叫做
[00:00:38.840 --> 00:00:42.360]  俗世清泉的一個題目
[00:00:42.360 --> 00:00:44.160]  這個題目當我們去接觸的時候
[00:00:44.160 --> 00:00:47.760]  我們發覺世界有很多不同的文化
[00:00:47.760 --> 00:00:51.040]  無遠弗屆地不斷地影響我們
[00:00:51.040 --> 00:00:53.320]  無論你的思想你的行為
[00:00:53.320 --> 00:00:56.720]  其實它都在冒照你
[00:00:56.720 --> 00:01:00.040]  你是否如此地就這樣被同化呢
[00:01:00.040 --> 00:01:02.640]  還是說你今天是相信了耶穌基督
[00:01:02.640 --> 00:01:04.840]  你願意在耶穌基督裏面
[00:01:04.840 --> 00:01:07.800]  去創立一個基督的文化
[00:01:07.800 --> 00:01:09.120]  於是其他的人
[00:01:09.120 --> 00:01:11.200]  在這個俗世間見到你的時候
[00:01:11.200 --> 00:01:13.240]  好像清水一樣
[00:01:13.240 --> 00:01:14.800]  嘩!我覺得你很棒
[00:01:14.800 --> 00:01:16.360]  很清純
[00:01:16.360 --> 00:01:17.920]  我們一起祈禱好嗎
[00:01:17.920 --> 00:01:19.040]  稍為離開你面前的時候
[00:01:19.040 --> 00:01:21.160]  我們再一次願意你的話語
[00:01:21.160 --> 00:01:24.200]  成為我們人生的力量
[00:01:24.200 --> 00:01:26.760]  讓我們相信只有你的話語
[00:01:26.760 --> 00:01:29.680]  才能夠清洗我們的心靈
[00:01:29.680 --> 00:01:33.400]  主是因為我們心裏面常常不純潔
[00:01:33.400 --> 00:01:35.120]  常常有惡念
[00:01:35.120 --> 00:01:37.880]  但主祢看得透我們的心
[00:01:37.880 --> 00:01:41.760]  祢亦沒有去責打我們
[00:01:41.760 --> 00:01:45.240]  祢沒有狠狠地去懲罰我們
[00:01:45.240 --> 00:01:48.840]  祢卻是不斷地持聲地叫我們回轉
[00:01:48.840 --> 00:01:50.680]  願意我們在世俗當中
[00:01:50.680 --> 00:01:53.720]  能夠成為一個清泉
[00:01:53.720 --> 00:01:55.200]  以致祢的福音
[00:01:55.200 --> 00:01:58.240]  主祢賜給我們的恩典
[00:01:58.240 --> 00:02:00.960]  我們能夠播放出去
[00:02:00.960 --> 00:02:04.320]  願主祢繼續帶領我們在敬拜當中
[00:02:04.320 --> 00:02:06.800]  讓我們聽到主祢對我們的說話
[00:02:06.800 --> 00:02:09.120]  讓我們再一次心裏面思想
[00:02:09.120 --> 00:02:12.440]  我們怎樣可以成為俗世裏面的清泉
[00:02:12.440 --> 00:02:14.520]  我們禱告奉主耶穌名求
[00:02:14.520 --> 00:02:16.240]  阿門
[00:02:16.240 --> 00:02:17.920]  我也想問問大家
[00:02:17.920 --> 00:02:22.520]  有沒有人是沒有Facebook帳戶的
[00:02:22.520 --> 00:02:24.360]  也有一些
[00:02:24.360 --> 00:02:28.480]  我不是說代表你是清泉
[00:02:28.480 --> 00:02:32.080]  如果你現在跟一個比較年輕的青少年說
[00:02:32.080 --> 00:02:35.840]  你是沒有社交網絡帳戶
[00:02:35.840 --> 00:02:38.880]  他就會用一個很奇異的眼光
[00:02:38.880 --> 00:02:40.200]  看一看你
[00:02:40.200 --> 00:02:43.440]  然後很憐憫地跟你說
[00:02:43.440 --> 00:02:46.520]  我想你也可能沒有什麼朋友了
[00:02:46.520 --> 00:02:50.760]  好像現在沒有Facebook就沒有朋友了
[00:02:50.760 --> 00:02:52.800]  我希望剛才舉手的那些
[00:02:52.800 --> 00:02:53.840]  不用怕
[00:02:53.840 --> 00:02:56.440]  我可以做你的朋友
[00:02:56.440 --> 00:02:57.880]  我認識一個人
[00:02:57.880 --> 00:02:59.000]  他真的沒有
[00:02:59.000 --> 00:03:02.000]  原來我認識了不少
[00:03:02.000 --> 00:03:04.440]  他說他不想
[00:03:04.440 --> 00:03:08.120]  為什麼他沒有社交網絡帳戶
[00:03:08.120 --> 00:03:10.960]  因為他說他不想做電腦
[00:03:10.960 --> 00:03:12.480]  不想做電腦
[00:03:12.480 --> 00:03:15.280]  他意思是不想做電腦的奴隸
[00:03:15.280 --> 00:03:16.280]  聽得很辛苦
[00:03:16.280 --> 00:03:18.760]  但是他說他不想做電腦
[00:03:18.760 --> 00:03:22.560]  如果你真的是社交網絡的一些常客
[00:03:22.560 --> 00:03:25.240]  你可能會發現
[00:03:25.240 --> 00:03:29.800]  最近越來越多那些不良的文化信息
[00:03:29.800 --> 00:03:31.400]  越來越厲害
[00:03:31.400 --> 00:03:35.360]  帶有仇恨言論的一些說話
[00:03:35.360 --> 00:03:37.520]  在網上更加激烈
[00:03:37.520 --> 00:03:38.240]  越來越激烈
[00:03:38.240 --> 00:03:40.080]  近幾年是越來越厲害的
[00:03:40.080 --> 00:03:41.800]  隨著網絡的發展
[00:03:41.800 --> 00:03:43.080]  可能你也感受到
[00:03:43.080 --> 00:03:45.280]  那些飲食男女的文化
[00:03:45.280 --> 00:03:47.480]  色情暴力的文化
[00:03:47.480 --> 00:03:49.120]  不是說過氣
[00:03:49.120 --> 00:03:52.440]  已經不再是你覺得稀奇的事情
[00:03:52.440 --> 00:03:54.520]  當然他們經常說要監控
[00:03:54.520 --> 00:03:56.440]  那些色情暴力的內容
[00:03:56.440 --> 00:03:57.640]  經常都還在
[00:03:57.640 --> 00:03:59.360]  監控不了
[00:03:59.360 --> 00:04:01.760]  在這個世俗文化底下
[00:04:01.760 --> 00:04:08.360]  有一個很新興的網絡的罪行
[00:04:08.360 --> 00:04:10.440]  最近飆升得很快
[00:04:10.440 --> 00:04:13.280]  我不知道你有沒有留意
[00:04:13.280 --> 00:04:15.360]  不是賣毒
[00:04:15.360 --> 00:04:17.640]  網上賣毒
[00:04:17.640 --> 00:04:19.800]  以前很流行的那一輪
[00:04:19.800 --> 00:04:21.160]  飆升得很快
[00:04:21.160 --> 00:04:22.200]  現在不是了
[00:04:22.200 --> 00:04:24.480]  不是賣淫
[00:04:24.480 --> 00:04:29.840]  也不是我們所說的身份盜竊
[00:04:29.840 --> 00:04:32.560]  再不是這個我們經常聽到的
[00:04:32.560 --> 00:04:37.240]  有一個非常飆升得快的新興罪行
[00:04:37.240 --> 00:04:38.600]  在網絡是什麼呢
[00:04:38.600 --> 00:04:41.280]  是叫做網絡欺凌
[00:04:41.280 --> 00:04:44.920]  Cyber Bully
[00:04:44.920 --> 00:04:52.640]  有一個人在電視機前跳舞
[00:04:52.640 --> 00:04:56.840]  跳舞的時候被同房的G2處理拍下了
[00:04:56.840 --> 00:04:58.880]  然後就上載了
[00:04:58.880 --> 00:05:01.000]  在他的朋友圈子
[00:05:01.000 --> 00:05:02.760]  他突然醒了之後
[00:05:02.760 --> 00:05:04.080]  他一打開的時候
[00:05:04.080 --> 00:05:07.280]  排山倒海很多負面的批評
[00:05:07.280 --> 00:05:08.400]  你跳成這樣
[00:05:08.400 --> 00:05:09.960]  像一隻殭屍一樣
[00:05:09.960 --> 00:05:11.000]  你又胖
[00:05:11.000 --> 00:05:11.920]  又跳得不好
[00:05:11.920 --> 00:05:13.280]  你不要影響我的偶像
[00:05:13.280 --> 00:05:17.760]  諸如此類 一片的謾罵
[00:05:17.760 --> 00:05:19.720]  如果你記得上年左右
[00:05:19.720 --> 00:05:23.000]  我相信是一個高中15歲的女孩
[00:05:23.000 --> 00:05:24.600]  她去了一個派對
[00:05:24.600 --> 00:05:27.120]  當時不知道發生什麼事
[00:05:27.120 --> 00:05:30.480]  不省人事
[00:05:30.480 --> 00:05:35.200]  在那段時間有一些男孩性侵她
[00:05:35.200 --> 00:05:36.480]  她被性侵犯的時候
[00:05:36.480 --> 00:05:40.120]  這段時間那些男孩也拍了出來
[00:05:40.120 --> 00:05:41.960]  也上載了
[00:05:41.960 --> 00:05:45.120]  在網絡上的相片流傳
[00:05:45.120 --> 00:05:47.800]  整個學校都知道
[00:05:47.800 --> 00:05:49.560]  一個15歲
[00:05:49.560 --> 00:05:51.880]  婷婷玉立剛成長的女孩
[00:05:51.880 --> 00:05:53.400]  面對這些打擊
[00:05:53.400 --> 00:05:57.680]  她最後在一個網絡欺凌底下
[00:05:57.680 --> 00:06:01.280]  她所選擇的是一個自殺的道路
[00:06:01.280 --> 00:06:02.400]  當我們聽到這些的時候
[00:06:02.400 --> 00:06:03.680]  我們發覺
[00:06:03.680 --> 00:06:06.280]  這個世俗有很多的文化
[00:06:06.280 --> 00:06:07.720]  在影響著我們
[00:06:07.720 --> 00:06:09.320]  影響著我們的下一代
[00:06:09.320 --> 00:06:10.640]  Cyber Bully
[00:06:10.640 --> 00:06:12.480]  剛才我們說的Cyber Bully
[00:06:12.480 --> 00:06:16.120]  是一個叫Hate Crime的罪行
[00:06:16.120 --> 00:06:18.440]  它散佈了很多仇恨的文化
[00:06:18.440 --> 00:06:20.440]  在我們下一代當中
[00:06:20.440 --> 00:06:23.840]  也許你也可能有被欺凌過
[00:06:23.840 --> 00:06:26.280]  這個罪行也成為了
[00:06:26.280 --> 00:06:29.040]  很多今天時下的年青人
[00:06:29.040 --> 00:06:34.640]  一個自殺的主要幫兇
[00:06:34.640 --> 00:06:38.160]  我有兩個teenage的女兒
[00:06:38.160 --> 00:06:41.720]  作為一個teenage的爸爸
[00:06:41.720 --> 00:06:45.520]  我很擔心她們在網絡上的安全
[00:06:45.520 --> 00:06:47.560]  剛才你看那段短片
[00:06:47.560 --> 00:06:49.960]  有個女孩問
[00:06:49.960 --> 00:06:51.920]  那個其中一個是我女兒
