
[00:00:00.000 --> 00:00:02.720]  今日我同大家繼續會講希伯來書
[00:00:02.720 --> 00:00:05.820]  不過我會跳到去十一章先
[00:00:05.820 --> 00:00:07.820]  因為我不是話前面啲我唔講
[00:00:07.820 --> 00:00:10.840]  不過我覺得今日我地會跳到去十一章第一節
[00:00:10.840 --> 00:00:13.700]  去到十二章嘅第一節
[00:00:13.700 --> 00:00:17.660]  個原因就係今日係新年嘅開始嘅第一堂崇拜
[00:00:17.660 --> 00:00:20.000]  我唔想同大家講啲嘅警告呀
[00:00:20.000 --> 00:00:21.220]  即係唔知得唔得救呀
[00:00:21.220 --> 00:00:22.960]  咁一啲嘅拗撬嘅嘢
[00:00:22.960 --> 00:00:24.320]  即係我唔好想拗撬
[00:00:24.320 --> 00:00:26.480]  我想不如講一啲嘅正面嘅嘢
[00:00:26.480 --> 00:00:29.240]  你同我可以喺2014年
[00:00:29.240 --> 00:00:32.940]  可以一齊立志嘅一啲嘅方向
[00:00:32.940 --> 00:00:34.080]  同埋一啲嘅功課
[00:00:34.080 --> 00:00:37.040]  係透過希伯來書第十一章第一節
[00:00:37.040 --> 00:00:39.160]  去到十二章嘅第一節
[00:00:39.160 --> 00:00:40.760]  而今日我嘅題目就係
[00:00:40.760 --> 00:00:43.680]  信心嘅見證人
[00:00:43.680 --> 00:00:47.640]  希伯來書嘅作者對耶穌基督認識好深
[00:00:47.640 --> 00:00:51.720]  呢個作者同樣對舊約嘅認識又係好深
[00:00:51.720 --> 00:00:53.120]  所以呢個作者好精彩
[00:00:53.120 --> 00:00:56.400]  佢將新約嘅耶穌基督同整卷嘅舊約
[00:00:56.400 --> 00:00:59.200]  整部嘅舊約去到作一個比較
[00:00:59.200 --> 00:01:00.240]  而家嘅比較當中
[00:01:00.240 --> 00:01:03.560]  佢就講到耶穌基督嘅超越性
[00:01:03.560 --> 00:01:06.320]  佢超越舊約嘅眾星之嘅啟示
[00:01:06.320 --> 00:01:07.840]  佢超越天使
[00:01:07.840 --> 00:01:08.880]  超越摩西
[00:01:08.880 --> 00:01:10.520]  超越好多嘅祭司
[00:01:10.520 --> 00:01:12.280]  佢超越晒一切嘅嘢
[00:01:12.280 --> 00:01:13.600]  但係喺個過程當中
[00:01:13.600 --> 00:01:14.960]  去到第十一章嘅時候
[00:01:14.960 --> 00:01:17.360]  佢忽然之間講咗一節聖經
[00:01:17.360 --> 00:01:20.640]  呢一節聖經其實喺信徒嘅過程裏邊
[00:01:20.640 --> 00:01:22.520]  我相信信主較為耐嘅
[00:01:22.520 --> 00:01:23.680]  大演之輩當中呢
[00:01:23.680 --> 00:01:26.240]  呢一節聖經我哋一定聽過
[00:01:26.240 --> 00:01:29.320]  目者嘅分享甚至可能
[00:01:29.320 --> 00:01:32.200]  係我哋嘅金句裏邊嘅其中一句
[00:01:32.200 --> 00:01:34.320]  就可能我哋識背都唔定
[00:01:34.320 --> 00:01:36.360]  頭先係祖童有少少尷尬
[00:01:36.360 --> 00:01:37.200]  我以為識背嘅
[00:01:37.200 --> 00:01:38.840]  結果唔係好多人識背
[00:01:38.840 --> 00:01:40.760]  不過今次我就唔想再尷尬
[00:01:40.760 --> 00:01:42.080]  不如我哋一齊讀一讀
[00:01:42.080 --> 00:01:43.840]  十一章第一節好唔好
[00:01:43.840 --> 00:01:45.080]  預備一二三
[00:01:45.080 --> 00:01:48.200]  信是所望之事嘅實體
[00:01:48.200 --> 00:01:51.280]  是未見之事嘅確據
[00:01:51.280 --> 00:01:53.360]  我相信大家讀嘅時候
[00:01:53.360 --> 00:01:57.160]  咦 係喎 似曾相識
[00:01:57.160 --> 00:02:00.240]  真係信就係所望之事嘅實體
[00:02:00.240 --> 00:02:03.560]  係未見之事嘅確據
[00:02:03.560 --> 00:02:05.440]  呢個作者喺第十一章第一節
[00:02:05.440 --> 00:02:09.640]  佢先定義咗乜嘢叫做信心
[00:02:09.640 --> 00:02:11.360]  然後去到第十二章第一節
[00:02:11.360 --> 00:02:13.200]  佢作為一個結論
[00:02:13.200 --> 00:02:16.680]  究竟呢個信心嘅定義係點樣解釋
[00:02:16.680 --> 00:02:18.240]  究竟呢一節聖經點解
[00:02:18.240 --> 00:02:20.920]  呢個作者就話信就係咩嘅
[00:02:20.920 --> 00:02:23.960]  就係所望之事嘅實體
[00:02:23.960 --> 00:02:25.800]  究竟咩叫做所望之事
[00:02:25.800 --> 00:02:27.480]  如果睇返聖經原文嘅意思就係
[00:02:27.480 --> 00:02:31.600]  將來嘅事係啲神所應許咗嘅
[00:02:31.600 --> 00:02:36.640]  但係呢個時候仍然未得著嘅一啲嘢
[00:02:36.640 --> 00:02:39.080]  係神已經應許咗嘅
[00:02:39.080 --> 00:02:41.760]  不過呢個時候仍然未得著
[00:02:41.760 --> 00:02:43.520]  呢個就係所望之事
[00:02:43.520 --> 00:02:47.400]  亦都係所謂未見之事嘅一樣嘅解釋
[00:02:47.400 --> 00:02:49.600]  而同樣佢話係實體
[00:02:49.600 --> 00:02:50.800]  咩叫實體
[00:02:50.800 --> 00:02:53.240]  實體呢個字嘅希臘文嘅原文
[00:02:53.240 --> 00:02:55.680]  就係放置喺下面嘅嘢
[00:02:55.680 --> 00:02:57.680]  亦都可以話係基礎
[00:02:57.680 --> 00:02:59.920]  亦都可以話係契句
[00:02:59.920 --> 00:03:02.160]  就係所謂簽嘅契約
[00:03:02.160 --> 00:03:03.400]  呢個字嘅意思
[00:03:03.400 --> 00:03:05.000]  而同樣確句呢
[00:03:05.000 --> 00:03:07.680]  喺聖經嘅原文嘅希臘文意思
[00:03:07.680 --> 00:03:09.840]  亦都有憑據嘅意思
[00:03:09.840 --> 00:03:13.000]  即係換言之佢話信係咩嘅
[00:03:13.000 --> 00:03:15.880]  信就係一啲上帝所應許咗
[00:03:15.880 --> 00:03:19.920]  不過而家未有嘅一啲嘅契句
[00:03:19.920 --> 00:03:21.640]  或者一啲嘅契約
[00:03:21.640 --> 00:03:22.600]  意思就係話
[00:03:22.600 --> 00:03:24.760]  今日真正嘅信心
