
[00:00:00.000 --> 00:00:05.000]  今天會跟大家講一段舊約經文
[00:00:05.000 --> 00:00:11.000]  今季我們會講到新命記的內容
[00:00:11.000 --> 00:00:19.000]  而講到這裏提到有關因典的課題的時候
[00:00:19.000 --> 00:00:21.000]  即是因典的內容的時候
[00:00:21.000 --> 00:00:24.000]  我想,甚麼是因典呢?
[00:00:24.000 --> 00:00:31.000]  給大家看看這張圖
[00:00:31.000 --> 00:00:33.000]  甚麼是因典呢?
[00:00:33.000 --> 00:00:37.000]  這些是不是因典呢?
[00:00:37.000 --> 00:00:39.000]  神愛世人
[00:00:39.000 --> 00:00:41.000]  風調雨順
[00:00:41.000 --> 00:00:43.000]  眾神愛
[00:00:43.000 --> 00:00:45.000]  看不到
[00:00:45.000 --> 00:00:48.000]  應該是靈母聯歌
[00:00:48.000 --> 00:00:50.000]  眾主恩
[00:00:50.000 --> 00:00:54.000]  教會主題
[00:00:54.000 --> 00:00:56.000]  標題式
[00:00:56.000 --> 00:00:58.000]  很多的
[00:00:58.000 --> 00:01:00.000]  有時行花事
[00:01:00.000 --> 00:01:02.000]  或是去基督教書室
[00:01:02.000 --> 00:01:04.000]  或是收禮物
[00:01:04.000 --> 00:01:09.000]  你會找到一大堆類似的因典對聯
[00:01:09.000 --> 00:01:11.000]  是不是因典呢?
[00:01:11.000 --> 00:01:13.000]  是,當然是因典
[00:01:13.000 --> 00:01:15.000]  你想要嗎?
[00:01:15.000 --> 00:01:17.000]  當然想要
[00:01:17.000 --> 00:01:19.000]  我也想要
[00:01:19.000 --> 00:01:21.000]  不過如果單單看因典
[00:01:21.000 --> 00:01:24.000]  這件事就較為平面化了
[00:01:24.000 --> 00:01:27.000]  因為我經常提到
[00:01:27.000 --> 00:01:29.000]  如果我們要求這些的話
[00:01:29.000 --> 00:01:31.000]  我們跟信黃大仙的信徒
[00:01:31.000 --> 00:01:33.000]  就沒甚麼分別
[00:01:33.000 --> 00:01:35.000]  我問信德的時候
[00:01:35.000 --> 00:01:38.000]  如果你不提自己的罪
[00:01:38.000 --> 00:01:40.000]  跟神的關係
[00:01:40.000 --> 00:01:42.000]  我大概會問你一個問題
[00:01:42.000 --> 00:01:44.000]  你的信跟信黃大仙有甚麼分別?
[00:01:44.000 --> 00:01:46.000]  總之神很愛我
[00:01:46.000 --> 00:01:52.000]  停留在一個較為平面的關係
[00:01:52.000 --> 00:01:54.000]  當我們再談論因典
[00:01:54.000 --> 00:01:58.000]  究竟是否真的可以再想深一點
[00:01:58.000 --> 00:02:01.000]  或是再刮得深入一點
[00:02:01.000 --> 00:02:04.000]  思想神對我們的因典
[00:02:04.000 --> 00:02:06.000]  所以配合今季的主題
[00:02:06.000 --> 00:02:08.000]  是講舊約的生命記
[00:02:08.000 --> 00:02:10.000]  而去到這個位置要談論因典的時候
[00:02:10.000 --> 00:02:13.000]  有兩件事不能不向大家討論
[00:02:13.000 --> 00:02:16.000]  第一是不能不討論揀選
[00:02:16.000 --> 00:02:20.000]  第二是不能繞過出埃及記
[00:02:20.000 --> 00:02:24.000]  這段重要的歷史來討論因典
[00:02:24.000 --> 00:02:27.000]  否則將因典完全平面化
[00:02:27.000 --> 00:02:29.000]  成為了一句對聯
[00:02:29.000 --> 00:02:30.000]  好!搞定!
[00:02:30.000 --> 00:02:31.000]  然後完了崇拜之後
[00:02:31.000 --> 00:02:32.000]  大家高高興興
[00:02:32.000 --> 00:02:35.000]  拿著這句對聯的因典去吃飯
[00:02:35.000 --> 00:02:37.000]  很容易的
[00:02:37.000 --> 00:02:40.000]  如果信仰淪為一個這樣的地步的時候
[00:02:40.000 --> 00:02:47.000]  會有很多人相信
[00:02:47.000 --> 00:02:49.000]  這是不難的
[00:02:49.000 --> 00:02:51.000]  不過上帝的因典
[00:02:51.000 --> 00:02:54.000]  還可以令我們思考深思的地方
[00:02:54.000 --> 00:02:57.000]  首先大家去看揀選
[00:02:57.000 --> 00:02:58.000]  一看經文的時候
[00:02:58.000 --> 00:03:03.000]  你會看到很濃厚揀選的意思
[00:03:03.000 --> 00:03:05.000]  揀選在這段經文
[00:03:05.000 --> 00:03:08.000]  生命記七章六至八節
[00:03:08.000 --> 00:03:11.000]  你可以去區分出
[00:03:11.000 --> 00:03:15.000]  有三重的揀選
[00:03:15.000 --> 00:03:17.000]  這三重的揀選是什麼呢?
[00:03:17.000 --> 00:03:19.000]  大家會看到是有
[00:03:19.000 --> 00:03:21.000]  聖潔的揀選
[00:03:21.000 --> 00:03:22.000]  第七節
[00:03:22.000 --> 00:03:25.000]  一個蒙愛的揀選
[00:03:25.000 --> 00:03:28.000]  然後去到一個信實的揀選
[00:03:28.000 --> 00:03:30.000]  而這三重的揀選
[00:03:30.000 --> 00:03:33.000]  會為你帶來一個
[00:03:33.000 --> 00:03:35.000]  不單止是身份的確認
[00:03:35.000 --> 00:03:37.000]  然後在這個身份裡面
[00:03:37.000 --> 00:03:39.000]  再讓我們去重拾
[00:03:39.000 --> 00:03:41.000]  或者重提
[00:03:41.000 --> 00:03:44.000]  我們是一個聖潔的子民
[00:03:44.000 --> 00:03:47.000]  被神揀選的族類
[00:03:47.000 --> 00:03:50.000]  什麼是聖潔的揀選呢?
[00:03:50.000 --> 00:03:51.000]  弟兄姊妹
[00:03:51.000 --> 00:03:53.000]  是不是洗得很乾淨
[00:03:53.000 --> 00:03:55.000]  立立令潔白如雪
[00:03:55.000 --> 00:03:59.000]  在裡面乾淨到發光
[00:03:59.000 --> 00:04:02.000]  這就是聖潔的意思
[00:04:02.000 --> 00:04:05.000]  聖潔的意思在這裡很簡單
[00:04:05.000 --> 00:04:10.000]  只要你願意被主使用
[00:04:10.000 --> 00:04:12.000]  無論你是什麼背景
[00:04:12.000 --> 00:04:14.000]  什麼情況
[00:04:14.000 --> 00:04:15.000]  什麼人
[00:04:15.000 --> 00:04:16.000]  什麼族類
[00:04:16.000 --> 00:04:17.000]  都沒有分別
[00:04:17.000 --> 00:04:21.000]  只要你是願意被上帝使用
[00:04:21.000 --> 00:04:23.000]  你就是聖潔的族類
[00:04:23.000 --> 00:04:26.000]  分別被神使用的時候
[00:04:26.000 --> 00:04:28.000]  你就是聖潔
[00:04:28.000 --> 00:04:30.000]  第二
[00:04:30.000 --> 00:04:32.000]  什麼是愛的揀選
[00:04:32.000 --> 00:04:34.000]  這裡形容愛的揀選
[00:04:34.000 --> 00:04:36.000]  我想可以再
[00:04:36.000 --> 00:04:38.000]  大家去體會多一點
[00:04:38.000 --> 00:04:41.000]  去咀嚼多一點
[00:04:41.000 --> 00:04:43.000]  大家會看到這個揀選
[00:04:43.000 --> 00:04:46.000]  是有一點一反常態
[00:04:46.000 --> 00:04:48.000]  不同一般主流價值
[00:04:48.000 --> 00:04:50.000]  來去所想的
[00:04:50.000 --> 00:04:54.000]  因為神揀選了世上最少人的民族
[00:04:54.000 --> 00:04:56.000]  聖經是這樣說
[00:04:56.000 --> 00:04:59.000]  當然你說有沒有土著
[00:04:59.000 --> 00:05:03.000]  我們不是去到那個層面
[00:05:03.000 --> 00:05:04.000]  來去看
[00:05:04.000 --> 00:05:05.000]  而是聖經所說
[00:05:05.000 --> 00:05:08.000]  在一個最少數的民族
[00:05:08.000 --> 00:05:10.000]  其實是在說什麼呢
[00:05:10.000 --> 00:05:12.000]  他是在顛覆一個我們認為
[00:05:12.000 --> 00:05:16.000]  強大的一個主流價值的思想
[00:05:16.000 --> 00:05:18.000]  一般人怎麼揀選
[00:05:18.000 --> 00:05:19.000]  弟兄姊妹
[00:05:19.000 --> 00:05:20.000]  無論你出去工作
[00:05:20.000 --> 00:05:22.000]  在教會侍奉
[00:05:22.000 --> 00:05:23.000]  都會這樣去想
[00:05:23.000 --> 00:05:25.000]  你怎麼去揀選人呢
[00:05:25.000 --> 00:05:27.000]  有沒有恩賜
[00:05:27.000 --> 00:05:29.000]  你有多少才幹
[00:05:29.000 --> 00:05:30.000]  固然是的
[00:05:30.000 --> 00:05:31.000]  你不會彈琴
[00:05:31.000 --> 00:05:33.000]  不可能去彈琴
[00:05:33.000 --> 00:05:35.000]  彈不到東西出來
