
[00:00:00.000 --> 00:00:01.300]  各位大英姐妹
[00:00:01.300 --> 00:00:05.100]  章林奇代表著我們聖誕節之前四個主日
[00:00:05.100 --> 00:00:06.300]  如果你們記得的時候
[00:00:06.300 --> 00:00:09.300]  第一個主日我們的主題是期待
[00:00:09.300 --> 00:00:11.800]  第二個主題是預備
[00:00:11.800 --> 00:00:16.900]  今天第三個主日的主題是行動
[00:00:16.900 --> 00:00:20.100]  章林奇我們經常都會唱一首詩歌
[00:00:20.100 --> 00:00:22.600]  這首詩歌是106首
[00:00:22.600 --> 00:00:26.400]  以馬來尼懇求降臨
[00:00:26.400 --> 00:00:28.800]  大英姐妹這首詩歌裡面說
[00:00:28.800 --> 00:00:32.600]  以馬來尼必定降臨
[00:00:32.600 --> 00:00:36.800]  以馬來尼的意思就是神與我們同在
[00:00:36.800 --> 00:00:42.000]  以馬來尼也是指那個將要出生的救世主君王
[00:00:42.000 --> 00:00:45.100]  他的名稱為耶穌以馬來尼
[00:00:45.100 --> 00:00:48.500]  這個是當時以色列人他們的盼望
[00:00:48.500 --> 00:00:50.000]  也是他們的肯定
[00:00:50.000 --> 00:00:52.700]  他們在等待這個救世主
[00:00:52.700 --> 00:00:53.700]  一定會降臨
[00:00:53.700 --> 00:00:55.900]  但是他們不知道什麼時候
[00:00:55.900 --> 00:00:57.800]  所以聖經裡面不斷提醒
[00:00:57.800 --> 00:00:59.800]  我們人心要預備
[00:00:59.800 --> 00:01:03.500]  等待這個救主隨時的降臨
[00:01:03.500 --> 00:01:07.300]  今天我們講的是要講行動
[00:01:07.300 --> 00:01:10.000]  行動
[00:01:10.000 --> 00:01:12.600]  最近的天氣都比較有趣
[00:01:12.600 --> 00:01:15.300]  有時冬有時熱
[00:01:15.300 --> 00:01:17.100]  我都很喜歡這些天氣
[00:01:17.100 --> 00:01:19.300]  有些變化
[00:01:19.300 --> 00:01:20.300]  時冬時熱
[00:01:20.300 --> 00:01:22.100]  有時又清涼下有時又熱下
[00:01:22.100 --> 00:01:25.700]  又未至於去到43度這麼熱
[00:01:25.700 --> 00:01:30.500]  你現在是沖冷水還是熱水?
[00:01:30.500 --> 00:01:32.100]  先做一下統計
[00:01:32.100 --> 00:01:35.900]  沖熱水或暖水
[00:01:35.900 --> 00:01:41.600]  請舉手
[00:01:41.600 --> 00:01:42.500]  大部分
[00:01:42.500 --> 00:01:43.700]  好
[00:01:43.700 --> 00:01:44.900]  冷水的
[00:01:44.900 --> 00:01:46.100]  冷水的
[00:01:46.100 --> 00:01:49.400]  請舉手
[00:01:49.400 --> 00:01:50.600]  有
[00:01:50.600 --> 00:01:51.400]  四個
[00:01:51.400 --> 00:01:52.200]  算上我
[00:01:52.200 --> 00:01:53.700]  五個
[00:01:53.700 --> 00:01:56.100]  外面這裡有五個人
[00:01:56.100 --> 00:01:58.000]  我就
[00:01:58.000 --> 00:01:59.500]  一時的我都很喜歡變化
[00:01:59.500 --> 00:02:01.700]  天氣暖的時候我就喜歡沖冷水
[00:02:01.700 --> 00:02:06.000]  涼一點或者晚一點的時候就沖暖水
