
[00:00:00.000 --> 00:00:02.000]  大家知道我們踏入九月份
[00:00:02.000 --> 00:00:04.000]  我們會有一個猜拳月
[00:00:04.000 --> 00:00:07.000]  這段時間我們大家都一起關心到
[00:00:07.000 --> 00:00:09.000]  神自己的心意
[00:00:09.000 --> 00:00:11.000]  就是宣教和猜拳的事情
[00:00:11.000 --> 00:00:13.000]  而我們今天都一起思想一件事情
[00:00:13.000 --> 00:00:15.000]  就是司徒雄傳裡面提到的
[00:00:15.000 --> 00:00:17.000]  馬其頓異象
[00:00:17.000 --> 00:00:19.000]  而我們都想起在我們生命中
[00:00:19.000 --> 00:00:22.000]  神賜給我們甚麼異象
[00:00:22.000 --> 00:00:24.000]  我們都可以回應
[00:00:24.000 --> 00:00:25.000]  又被神所用呢
[00:00:25.000 --> 00:00:27.000]  我們大家就一起祈禱
[00:00:27.000 --> 00:00:29.000]  我們仰望著
[00:00:31.000 --> 00:00:35.000]  主我們再次感謝祢
[00:00:35.000 --> 00:00:37.000]  因為祢自己的說話
[00:00:37.000 --> 00:00:40.000]  叫我們明白、認識祢
[00:00:40.000 --> 00:00:44.000]  又領受祢給我們生命之恩
[00:00:44.000 --> 00:00:46.000]  當我們去聽從的時候
[00:00:46.000 --> 00:00:48.000]  我們在實行的過程中
[00:00:48.000 --> 00:00:51.000]  我們就可以真實地蒙恩
[00:00:51.000 --> 00:00:55.000]  主如今我們再次來揭開聖經
[00:00:55.000 --> 00:00:57.000]  主我們知道
[00:00:57.000 --> 00:00:59.000]  有些經文我們比較熟悉
[00:00:59.000 --> 00:01:02.000]  我們容易會當作平常
[00:01:02.000 --> 00:01:04.000]  主也求祢再次
[00:01:04.000 --> 00:01:06.000]  藉著祢寶貴的聖靈
[00:01:06.000 --> 00:01:08.000]  給我們深刻的領受
[00:01:08.000 --> 00:01:10.000]  明白祢的心意
[00:01:10.000 --> 00:01:12.000]  又靠著祢
[00:01:12.000 --> 00:01:14.000]  真是我們可以歡喜快樂的
[00:01:14.000 --> 00:01:16.000]  來回應祢的說話
[00:01:16.000 --> 00:01:18.000]  對我們的吩咐
[00:01:18.000 --> 00:01:21.000]  這段時間求主的靈引導我們
[00:01:21.000 --> 00:01:23.000]  施恩於我們
[00:01:23.000 --> 00:01:25.000]  奉耶穌成名祈禱
[00:01:25.000 --> 00:01:29.000]  我們翻開剛才讀過的
[00:01:29.000 --> 00:01:31.000]  士童傳第十六章
[00:01:31.000 --> 00:01:33.000]  我們思想馬其頓二章
[00:01:33.000 --> 00:01:37.000]  和肥立教會的關係
[00:01:37.000 --> 00:01:39.000]  在講述經文之前
[00:01:39.000 --> 00:01:41.000]  我想先跟大家分享一件事情
[00:01:41.000 --> 00:01:43.000]  剛剛在一個星期
[00:01:43.000 --> 00:01:46.000]  在香港舉行了一個特別的大會
[00:01:46.000 --> 00:01:48.000]  是亞洲宣導
[00:01:48.000 --> 00:01:50.000]  應該說是亞太宣導會的
[00:01:50.000 --> 00:01:52.000]  聯合的一個年會
[00:01:52.000 --> 00:01:54.000]  是四年一次的
[00:01:54.000 --> 00:01:56.000]  有一百四十多位代表
[00:01:56.000 --> 00:01:59.000]  從亞洲太平洋地區
[00:01:59.000 --> 00:02:01.000]  有二十個地區的
[00:02:01.000 --> 00:02:03.000]  一些宣導會的領袖
[00:02:03.000 --> 00:02:05.000]  來到香港一齊開會
[00:02:05.000 --> 00:02:06.000]  在過程裡面
[00:02:06.000 --> 00:02:08.000]  大家都分享到不同地區的
[00:02:08.000 --> 00:02:09.000]  一些福音的狀況
[00:02:09.000 --> 00:02:11.000]  教會的狀況
[00:02:11.000 --> 00:02:13.000]  我第一次聽到一件事情
[00:02:13.000 --> 00:02:15.000]  就是在蒙古
[00:02:15.000 --> 00:02:17.000]  大家知道以前叫做愛蒙
[00:02:17.000 --> 00:02:18.000]  現在是蒙古國
[00:02:18.000 --> 00:02:20.000]  是他們一個獨立的國家
[00:02:20.000 --> 00:02:24.000]  在大概1990年初期
[00:02:24.000 --> 00:02:26.000]  這個國家裡面
[00:02:26.000 --> 00:02:29.000]  能夠找得出來的焦圖
[00:02:29.000 --> 00:02:30.000]  或者知道的焦圖
[00:02:30.000 --> 00:02:32.000]  只有四個
[00:02:32.000 --> 00:02:34.000]  全個國家
[00:02:34.000 --> 00:02:36.000]  四個焦圖
[00:02:36.000 --> 00:02:38.000]  裡面是經過了
[00:02:38.000 --> 00:02:40.000]  後來經過了差不多是
[00:02:40.000 --> 00:02:41.000]  七十年的
[00:02:41.000 --> 00:02:43.000]  共產政權的統治
[00:02:43.000 --> 00:02:45.000]  很多人都會相信
[00:02:45.000 --> 00:02:47.000]  就是無神論
[00:02:47.000 --> 00:02:49.000]  認為這個世界是沒有神的
[00:02:49.000 --> 00:02:50.000]  這個國家
[00:02:50.000 --> 00:02:52.000]  很多人都未必會留意到
[00:02:52.000 --> 00:02:54.000]  也都是全世界
[00:02:54.000 --> 00:02:56.000]  人口的比率
[00:02:56.000 --> 00:02:58.000]  是最低的地區
[00:02:58.000 --> 00:03:00.000]  但是裡面有很多的生命
[00:03:00.000 --> 00:03:03.000]  他們是未曾認識主耶穌
[00:03:03.000 --> 00:03:04.000]  1997年
[00:03:04.000 --> 00:03:06.000]  當我們是很忙碌於
[00:03:06.000 --> 00:03:09.000]  香港的回歸的事情的時候
[00:03:09.000 --> 00:03:11.000]  有第一位的宣教士
[00:03:11.000 --> 00:03:14.000]  從宣導會去到這個地方
[00:03:14.000 --> 00:03:16.000]  開始在當中服事
[00:03:16.000 --> 00:03:19.000]  甚好憐憫到今天
[00:03:19.000 --> 00:03:21.000]  差不多17年的時間
[00:03:21.000 --> 00:03:24.000]  已經有15間教會
[00:03:24.000 --> 00:03:27.000]  另外有17個聚會點
[00:03:27.000 --> 00:03:30.000]  當中最少每個星期
[00:03:30.000 --> 00:03:32.000]  有350位弟兄姊妹
[00:03:32.000 --> 00:03:34.000]  在不同的教會的聚會點
[00:03:34.000 --> 00:03:35.000]  來到敬拜神
[00:03:35.000 --> 00:03:38.000]  當然在當中也有很多的困難
[00:03:38.000 --> 00:03:42.000]  政府不太接受教會的發展
[00:03:42.000 --> 00:03:44.000]  因此要求所有的教會
[00:03:44.000 --> 00:03:47.000]  每年都要重新登記
[00:03:47.000 --> 00:03:48.000]  如果有什麼問題
[00:03:48.000 --> 00:03:50.000]  他們隨時會禁止
[00:03:50.000 --> 00:03:53.000]  這些教會繼續有活動
[00:03:53.000 --> 00:03:54.000]  但是神在當中工作
[00:03:54.000 --> 00:03:57.000]  興起了很多的人在當中服事
[00:03:57.000 --> 00:04:00.000]  其中有24個的牧者
[00:04:00.000 --> 00:04:02.000]  不過他們全部都是要
[00:04:02.000 --> 00:04:03.000]  很多時候要自己
[00:04:03.000 --> 00:04:05.000]  來到一邊工作
[00:04:05.000 --> 00:04:06.000]  一邊服事教會
[00:04:06.000 --> 00:04:08.000]  不能夠有足夠的經費
[00:04:08.000 --> 00:04:11.000]  來全心集中在教會的服事
[00:04:11.000 --> 00:04:14.000]  但當他們說回他們的情況的時候
[00:04:14.000 --> 00:04:15.000]  我就一直聽的時候
[00:04:15.000 --> 00:04:18.000]  發覺是最初有宣教士
[00:04:18.000 --> 00:04:20.000]  他們真的領受神給他們的意象
[00:04:20.000 --> 00:04:21.000]  和感動
[00:04:21.000 --> 00:04:23.000]  他們就去
[00:04:23.000 --> 00:04:26.000]  然後見到神一步步地來到工作
[00:04:26.000 --> 00:04:29.000]  見到有很寶貴的福音的果效
[00:04:29.000 --> 00:04:32.000]  人轉向上帝
[00:04:32.000 --> 00:04:34.000]  很多很多歷代的教徒
[00:04:34.000 --> 00:04:36.000]  領受神給人的意象
[00:04:36.000 --> 00:04:38.000]  福音的意象
[00:04:38.000 --> 00:04:40.000]  然後順從神的帶領
[00:04:40.000 --> 00:04:43.000]  進入神自己給的引導當中
[00:04:43.000 --> 00:04:45.000]  或者是近處的
[00:04:45.000 --> 00:04:47.000]  或者是遠處的
[00:04:47.000 --> 00:04:49.000]  當人回應神給的意象的時候
[00:04:49.000 --> 00:04:51.000]  他們都有共同的體驗
[00:04:51.000 --> 00:04:53.000]  就是他們自己
[00:04:53.000 --> 00:04:55.000]  領受了神的恩惠
[00:04:55.000 --> 00:04:57.000]  又在過程裡面
[00:04:57.000 --> 00:04:59.000]  見到神的作為
[00:04:59.000 --> 00:05:02.000]  在當中顯明出來
[00:05:02.000 --> 00:05:03.000]  正如我剛才所說
[00:05:03.000 --> 00:05:06.000]  蒙古國的一些情況
[00:05:06.000 --> 00:05:07.000]  而當我們看回聖經的時候
[00:05:07.000 --> 00:05:08.000]  在聖經裡面
[00:05:08.000 --> 00:05:09.000]  歷史藍傳
[00:05:09.000 --> 00:05:10.000]  就很清楚的講述
[00:05:10.000 --> 00:05:13.000]  神是賜給人有意象的
[00:05:13.000 --> 00:05:16.000]  當人回應神給的意象的時候
