
[00:00:00.000 --> 00:00:04.440]  一節的聖經在約翰福音第四章第35節
[00:00:04.440 --> 00:00:06.640]  只有一節的聖經我們一同來你也來
[00:00:06.640 --> 00:00:10.440]  你們豈不說到收割的時候還有四個月嗎
[00:00:10.440 --> 00:00:13.240]  我告訴你們舉目向田觀看
[00:00:13.240 --> 00:00:17.240]  莊稼已經熟了可以收割了
[00:00:17.240 --> 00:00:20.720]  上個禮拜我跟師母一同回到臺北
[00:00:20.720 --> 00:00:24.920]  參加臺北凌涼堂70週年的慶典
[00:00:24.920 --> 00:00:29.960]  在開幕典禮那一天大概五千多的人來參加
[00:00:29.960 --> 00:00:33.500]  還有海內外所有的幕者一同聚集
[00:00:33.500 --> 00:00:35.600]  還有本地很多的嘉賓
[00:00:35.600 --> 00:00:39.600]  整個聚會真的是充滿神榮耀的同在
[00:00:39.600 --> 00:00:44.840]  特別我跟師母是從小在臺北凌涼堂長大的
[00:00:44.840 --> 00:00:47.320]  我看我是在臺北凌涼堂
[00:00:47.320 --> 00:00:50.680]  售國僅存了幾個老人在上面
[00:00:50.680 --> 00:00:53.680]  我是60年前在臺北凌涼堂授席
[00:00:53.680 --> 00:00:54.520]  你可以相信嗎
[00:00:54.520 --> 00:00:57.080]  60年前在那邊授席
[00:00:57.080 --> 00:01:02.800]  所以在那邊已經是好像是前輩了已經在那邊
[00:01:02.800 --> 00:01:06.200]  你可以想象參加那個慶典的時候
[00:01:06.200 --> 00:01:09.440]  我心裏那種感受我們的感觸真的很深的
[00:01:09.440 --> 00:01:13.840]  在當時的我們有誰能夠想象得到
[00:01:13.840 --> 00:01:18.140]  臺北凌涼堂能夠發展到今天這樣的地步呢
[00:01:18.140 --> 00:01:25.720]  在全球職堂宣教也在本地社區帶來如此大的影響力
[00:01:25.720 --> 00:01:29.960]  所以那幾天當我在聚會當中在敬拜的時候
[00:01:29.960 --> 00:01:36.560]  真的不能夠不從心裏向神發出敬拜感謝跟讚美
[00:01:36.560 --> 00:01:39.200]  就像今天我們剛纔所唱的我尊崇你
[00:01:39.200 --> 00:01:42.660]  真的我們的神是佩得一切榮耀
[00:01:42.660 --> 00:01:44.960]  我們稱爲偉大奇妙的真神
[00:01:44.960 --> 00:01:50.840]  你們跟着毛澤東沒有偉大奇妙的真神
[00:01:50.840 --> 00:01:56.080]  在第一堂聚會這個時候特別是講到傳承使命的時候
[00:01:56.080 --> 00:02:01.720]  周神之牧師特別提到我們創會的牧師就是趙世光牧師
[00:02:01.720 --> 00:02:07.020]  他是一位對傳福音非常有熱情的一個牧者
[00:02:07.020 --> 00:02:11.400]  在早期的凌涼堂他都要求每一個凌涼堂
[00:02:11.400 --> 00:02:14.700]  一定要掛一個世界地圖在那裏
[00:02:14.700 --> 00:02:19.200]  然後在世界地圖的下面一定有一個經文
[00:02:19.200 --> 00:02:22.200]  就是《馬可福音》十六章第十五節的經文
[00:02:22.200 --> 00:02:23.940]  我們一同來唸好不好
[00:02:23.940 --> 00:02:30.520]  他又對他們說你們往普天下去傳福音給萬民聽
[00:02:30.520 --> 00:02:36.960]  周牧師就提醒我們說這就是凌涼堂的DNA
[00:02:36.960 --> 00:02:41.220]  跟你們說這就是凌涼堂的DNA
[00:02:41.220 --> 00:02:43.600]  換句話說今天我們在凌涼堂的裏面
[00:02:43.600 --> 00:02:48.100]  我們一同領受神的使命 神的託付
[00:02:48.100 --> 00:02:53.500]  就是要將福音傳給萬國萬民 Amen
[00:02:53.500 --> 00:02:57.240]  丟姐 這些年當我在全世界做宣教工作的時候
[00:02:57.240 --> 00:03:02.040]  我越來越體會到現在真的是華人教會
[00:03:02.040 --> 00:03:05.020]  應當爲主興起的時刻
[00:03:05.020 --> 00:03:07.020]  因爲華人在傳福音的時候
[00:03:07.020 --> 00:03:11.960]  真的沒有所謂西方世界那種歷史的包袱
[00:03:11.960 --> 00:03:14.500]  我們很容易進入到第三世界
[00:03:14.500 --> 00:03:17.720]  而且被第三世界人所接納
[00:03:17.720 --> 00:03:22.260]  雖然今天我們所處的真的是一個充滿危機的世代
[00:03:22.260 --> 00:03:25.100]  但是越是動盪的時刻
[00:03:25.100 --> 00:03:29.500]  不就是越是神要興起工作的時刻嗎
[00:03:29.500 --> 00:03:35.940]  我們就應當抓住現在神所給我們的時機奮勇向前
[00:03:35.940 --> 00:03:40.720]  來成爲神向世人施恩典的管道
[00:03:40.720 --> 00:03:42.760]  今天要從幾方面我們來思想
[00:03:42.760 --> 00:03:49.800]  爲什麼現在是華人應當奮起爲神來工作的時刻呢
[00:03:49.800 --> 00:03:51.600]  三方面 第一個
[00:03:51.600 --> 00:03:55.160]  我們一定要看見神的國正在擴展
[00:03:55.160 --> 00:03:59.760]  跟你們說要看見神的國正在擴展
[00:03:59.760 --> 00:04:03.300]  丟姐 今天無論這個世界怎麼樣的改變
[00:04:03.300 --> 00:04:05.640]  這個世界多麼的動盪
[00:04:05.640 --> 00:04:09.140]  作爲神的兒女我們一定要看見一件事情
[00:04:09.140 --> 00:04:12.480]  我們的神仍坐在寶座上
[00:04:12.480 --> 00:04:17.260]  你們 他仍然在掌權 沒有改變
[00:04:17.260 --> 00:04:21.320]  這個世界上的改變或許會叫我們驚訝
[00:04:21.320 --> 00:04:25.660]  但我卻要告訴你沒有一件事情能夠叫神驚訝的
[00:04:25.660 --> 00:04:31.200]  也沒有一件事情是能夠攔住神的工作繼續向前
[00:04:31.200 --> 00:04:34.780]  很多時候我們會因爲這個世代很多的現象
[00:04:34.780 --> 00:04:37.440]  讓我們覺得好像很哀嘆
[00:04:37.440 --> 00:04:38.940]  但事實上我告訴你
[00:04:38.940 --> 00:04:42.820]  主耶穌早已經在聖經裏面解釋到
[00:04:42.820 --> 00:04:46.620]  神怎麼在現今的時代在工作
[00:04:46.620 --> 00:04:50.660]  馬太福音帝十三章二十四到三十節這段經文
[00:04:50.660 --> 00:04:55.400]  是特別耶穌講到天國的比喻中間的一個
[00:04:55.400 --> 00:04:58.160]  但這個比喻是很重要的比喻
[00:04:58.160 --> 00:04:59.700]  主耶穌怎麼說呢
[00:04:59.700 --> 00:05:01.940]  這裏說 耶穌又設一個比喻對他們說
[00:05:01.940 --> 00:05:05.340]  天國好像人撒好種在田裏
[00:05:05.340 --> 00:05:11.140]  極致人睡覺的時候有仇敵來將麥子撒在麥子裏就走了
[00:05:11.140 --> 00:05:14.380]  到掌苗土會的時候麥子也顯出來
[00:05:14.380 --> 00:05:16.140]  田主的僕人來告訴他說
[00:05:16.140 --> 00:05:19.060]  主啊你不是撒好種在田裏嗎
[00:05:19.060 --> 00:05:21.180]  從哪裏來的麥子呢
[00:05:21.180 --> 00:05:23.180]  主人說這是仇敵做的
[00:05:23.180 --> 00:05:26.520]  僕人說你要我們去把它掏出來嗎
[00:05:26.520 --> 00:05:27.360]  主人說不必
[00:05:27.360 --> 00:05:31.960]  恐怕掏麥子連麥子也拔出來了
[00:05:31.960 --> 00:05:34.540]  主人說容這兩樣一起長
[00:05:34.540 --> 00:05:35.700]  等着收割
[00:05:35.700 --> 00:05:37.840]  當收割的時候我要對收割的人說
[00:05:37.840 --> 00:05:40.600]  先將麥子掏出來捆成捆
[00:05:40.600 --> 00:05:41.540]  留着燒
[00:05:41.540 --> 00:05:44.780]  唯有麥子要收在倉裏
[00:05:44.780 --> 00:05:46.640]  這是我們很熟悉這個比喻
[00:05:46.640 --> 00:05:48.220]  但這個比喻非常的重要
[00:05:48.220 --> 00:05:48.840]  爲什麼
[00:05:48.840 --> 00:05:50.980]  因爲這個比喻跟我們解釋到一件
[00:05:50.980 --> 00:05:55.480]  解釋到神在現今時代在做什麼
[00:05:55.480 --> 00:05:57.260]  這個比喻告訴我們很重要的真理
[00:05:57.260 --> 00:06:03.560]  就是天國在現今的時代是與邪惡世代並存的
[00:06:03.560 --> 00:06:04.860]  在現今的時代
[00:06:04.860 --> 00:06:09.800]  天國跟邪惡的世界是並存的
[00:06:09.800 --> 00:06:11.640]  所以我們一點不需要
[00:06:11.640 --> 00:06:14.300]  因爲看見麥子就很驚慌
[00:06:14.300 --> 00:06:15.600]  不必
[00:06:15.600 --> 00:06:19.780]  反而要看見其實麥子也正在成長
[00:06:19.780 --> 00:06:20.540]  你們
[00:06:20.540 --> 00:06:22.440]  我再次說你不要看見麥子很驚慌
[00:06:22.440 --> 00:06:24.880]  像僕人說要把我拔出來
[00:06:24.880 --> 00:06:25.780]  那耶穌說什麼
[00:06:25.780 --> 00:06:28.680]  不要 要容許兩個一起長嘛
[00:06:28.680 --> 00:06:31.020]  要看見麥子也正在成長
[00:06:31.020 --> 00:06:35.320]  跟你們說要看見麥子正在成長跟他說
[00:06:35.320 --> 00:06:38.000]  事實上我們看見神的國在全世界
[00:06:38.000 --> 00:06:41.760]  現在正在迅速的擴展當中
[00:06:41.760 --> 00:06:45.800]  你說這個神的國怎麼成長法呢
[00:06:45.800 --> 00:06:49.040]  其實接下來耶穌用另外一個比喻來說明這件事
[00:06:49.040 --> 00:06:52.580]  馬太福音13章31到32節這一說什麼呢
[00:06:52.580 --> 00:06:56.320]  他又設個比喻叫做天國好像一粒芥菜種
[00:06:56.320 --> 00:06:58.020]  有人拿去撒在田裏
[00:06:58.020 --> 00:07:01.160]  32節這原是白種裏最小的
[00:07:01.160 --> 00:07:05.060]  等到長起來卻比各樣的菜都大且成了樹
[00:07:05.060 --> 00:07:08.560]  天上的飛鳥來樹在它的枝上
[00:07:08.560 --> 00:07:11.460]  耶穌在這裏繼續講到天國怎麼擴展呢
[00:07:11.460 --> 00:07:13.400]  像芥菜種
[00:07:13.400 --> 00:07:14.500]  那芥菜種是什麼
[00:07:14.500 --> 00:07:16.800]  所以說白種中最小的
[00:07:16.800 --> 00:07:19.740]  換句話說當天國開始成長的時候
[00:07:19.740 --> 00:07:22.040]  一開始沒有人注意的
[00:07:22.040 --> 00:07:23.940]  因爲很小 看不見
[00:07:23.940 --> 00:07:26.240]  也沒有人會注意到它的成長
[00:07:26.240 --> 00:07:30.220]  但事實上神的國是正在迅速的成長
[00:07:30.220 --> 00:07:33.360]  而當神的手開始工作的時候
[00:07:33.360 --> 00:07:36.120]  沒有任何勢力可以阻擋
[00:07:36.120 --> 00:07:39.900]  你們 至終神的國必然降臨
[00:07:39.900 --> 00:07:42.400]  神的旨意必定成就
[00:07:42.400 --> 00:07:46.400]  這就是芥菜種這個比喻所要告訴我們的事情
[00:07:46.400 --> 00:07:49.400]  我們看在教會歷史當中正是如此
[00:07:49.400 --> 00:07:51.340]  在教會初期的時候
[00:07:51.340 --> 00:07:54.680]  保羅想傳福音往小亞西亞去傳
[00:07:54.680 --> 00:07:56.900]  神的靈不允許
[00:07:56.900 --> 00:08:00.240]  後來我們看見保羅就想往北傳福音
[00:08:00.240 --> 00:08:01.540]  往比推尼去
[00:08:01.540 --> 00:08:04.320]  神的靈也不許
[00:08:04.320 --> 00:08:08.320]  一直到十六章第九節
[00:08:08.320 --> 00:08:09.160]  什麼事情發生了
[00:08:09.160 --> 00:08:13.220]  在這裏有夜間有異象獻與保羅
[00:08:13.220 --> 00:08:15.420]  有一個馬其頓人站着求他說
[00:08:15.420 --> 00:08:18.460]  請你過到馬其頓來幫助我們
[00:08:18.460 --> 00:08:23.140]  保羅看見一個異象是馬其頓人向他發出一個呼召說
[00:08:23.140 --> 00:08:25.400]  請你來幫助我們
[00:08:25.400 --> 00:08:30.680]  保羅領受的異象就開始往歐洲去傳福音
[00:08:30.680 --> 00:08:33.180]  事實上這節聖經是很重要的
[00:08:33.180 --> 00:08:35.140]  十六章第九節很重要
[00:08:35.140 --> 00:08:42.920]  這一節聖經就決定了未來兩千多年傳福音的方向
[00:08:42.920 --> 00:08:45.260]  從那個時候直到現在
[00:08:45.260 --> 00:08:49.120]  福音一直是往西來傳
[00:08:49.120 --> 00:08:52.160]  福音一直是向西進
[00:08:52.160 --> 00:08:54.900]  從耶路撒冷到歐洲
[00:08:54.900 --> 00:08:57.140]  從歐洲到美洲
[00:08:57.140 --> 00:09:00.640]  再從美洲到亞洲
[00:09:00.640 --> 00:09:06.040]  在1946年我們看見中國的西北靈工團
[00:09:06.040 --> 00:09:09.080]  從神難領受一個異象
[00:09:09.080 --> 00:09:13.180]  要把福音沿着思路傳回到耶路撒冷
[00:09:13.180 --> 00:09:16.660]  這叫Back to Jerusalem Movement
[00:09:16.660 --> 00:09:17.620]  我們看見
[00:09:17.620 --> 00:09:20.620]  換句話說中國教會要領受一個異象
[00:09:20.620 --> 00:09:23.500]  在很早期就領受一個異象
[00:09:23.500 --> 00:09:26.700]  福音要繼續往西傳
[00:09:26.700 --> 00:09:29.740]  傳回到耶路撒冷
[00:09:29.740 --> 00:09:32.900]  我們看見好像神已經預定這樣一個
[00:09:32.900 --> 00:09:36.740]  傳福音的方向不斷地往西進
[00:09:36.740 --> 00:09:39.140]  我們看見在整個過程當中
[00:09:39.140 --> 00:09:42.380]  無論中間經過多少天災人禍
[00:09:42.380 --> 00:09:45.260]  經過多少敵黨的勢力
[00:09:45.260 --> 00:09:50.160]  經過多少甚至教會自己的黑暗時期
[00:09:50.160 --> 00:09:54.060]  但沒有一件事情能夠阻擋神的工作的
[00:09:54.060 --> 00:09:56.960]  神的國繼續不斷地擴展
[00:09:56.960 --> 00:10:00.460]  按照神的計劃繼續向前進
[00:10:00.460 --> 00:10:02.340]  你們
