
[00:00:00.000 --> 00:00:03.260]  我們在開始之前一起祈禱
[00:00:03.260 --> 00:00:07.260]  親愛的主,我們感謝讚美祢
[00:00:07.260 --> 00:00:10.260]  多謝祢今天早上來招聚我們
[00:00:10.260 --> 00:00:12.760]  讓我們在這裡一同去敬拜祢
[00:00:12.760 --> 00:00:16.760]  主一求祢以祢的話語對我們生命作出提醒
[00:00:16.760 --> 00:00:19.260]  以至於我們能夠在祢的裏面
[00:00:19.260 --> 00:00:23.260]  我們能夠活出上帝祢擺在我們生命裏面的旨意
[00:00:23.260 --> 00:00:27.760]  多謝主,禱告奉靠主耶穌基督,得聖名自祈求,阿們
[00:00:28.260 --> 00:00:31.260]  今天的講題是「光復聖殿」
[00:00:31.260 --> 00:00:33.260]  當你一聽到這個題目的時候
[00:00:33.260 --> 00:00:36.260]  不知道你心裏即時有什麼反應呢?
[00:00:36.260 --> 00:00:40.260]  特別是可能跟近日的社會狀況拉上關係的時候
[00:00:40.260 --> 00:00:44.260]  會不會影響你對這個字的理解呢?
[00:00:44.260 --> 00:00:47.260]  我今天刻意用一個比較敏感的字
[00:00:47.260 --> 00:00:51.260]  不是想有一個很爆的講題吸引你去聽到
[00:00:51.260 --> 00:00:54.260]  而「光復」這個字其實不是今天才有的
[00:00:54.260 --> 00:01:00.260]  「光」是有單單的意思,而「復」是有恢復的意思
[00:01:00.260 --> 00:01:06.260]  表示我們單單恢復聖殿正正是今天所講的經文內容
[00:01:06.260 --> 00:01:11.260]  不過的確「光復」這個字在此時此刻有它的時代性
[00:01:11.260 --> 00:01:14.260]  以至於可能我們會有很多的聯想
[00:01:14.260 --> 00:01:18.260]  有人可能會憤怒,有人可能會擔心
[00:01:18.260 --> 00:01:21.260]  有人可能會失望,有人可能會興奮
[00:01:21.260 --> 00:01:24.260]  等等不同的心情和感受
[00:01:24.260 --> 00:01:28.260]  而這些情緒感受或多或少會影響我們
[00:01:28.260 --> 00:01:31.260]  如何去理解事情,理解當中的意義
[00:01:31.260 --> 00:01:34.260]  正如昔日的以色列子民一樣
[00:01:34.260 --> 00:01:40.260]  在國破家亡之後,他們雖然能夠回歸故土光復聖殿
[00:01:40.260 --> 00:01:45.260]  但是無論他們過去的經歷和他們身處的處境
[00:01:45.260 --> 00:01:48.260]  都在影響他們對光復聖殿的理解
[00:01:48.260 --> 00:01:53.260]  甚至影響他們如何明白上帝在這件事情上的心意
[00:01:53.260 --> 00:01:56.260]  所以盼望我們同樣藉著哈該書的經文
[00:01:56.260 --> 00:01:59.260]  提醒我們在這個充滿張力的世代
[00:01:59.260 --> 00:02:03.260]  我們如何仍然能夠活出上帝的心意
[00:02:03.260 --> 00:02:06.260]  首先我們要了解一下經文的背景
[00:02:06.260 --> 00:02:10.260]  剛才讀到經文第一章第十五節提到
[00:02:10.260 --> 00:02:15.260]  大理士王第二年的時代,即哈該書的時代
[00:02:15.260 --> 00:02:20.260]  其實也是以斯拉記第一至第六章所記載的
[00:02:20.260 --> 00:02:26.260]  那時候其實以色列的南國和北國都已經被滅了
[00:02:26.260 --> 00:02:31.260]  連消滅南國的巴比倫都被波斯所滅了
[00:02:31.260 --> 00:02:37.260]  所以本身被腦到巴比倫做俘虜的以色列民
[00:02:37.260 --> 00:02:42.260]  其實很自然就成為了波斯王國的一個戰利品
[00:02:42.260 --> 00:02:49.260]  不過當時的波斯王居魯士,有譯本叫古烈
[00:02:49.260 --> 00:02:55.260]  是一個在權貿和外交手段都非常傑出的人
[00:02:55.260 --> 00:02:59.260]  所以他當時就推行一個宗教寬容的政策
[00:02:59.260 --> 00:03:04.260]  所以所有的外族人只要你繳交稅款
[00:03:04.260 --> 00:03:07.260]  和服從國王委派的總督或者省長
[00:03:07.260 --> 00:03:12.260]  就可以有自己的政治和宗教的生活
[00:03:12.260 --> 00:03:18.260]  所以當時居魯士允許猶太人回到故土耶路撒冷
[00:03:18.260 --> 00:03:23.260]  並且把當時被巴比倫所掠奪的財產都還給他們
[00:03:23.260 --> 00:03:27.260]  令他們有資金去重建聖殿
[00:03:27.260 --> 00:03:31.260]  這個就是所謂的以色列民被擄之後第一次回歸
[00:03:31.260 --> 00:03:34.260]  是由索羅巴伯去帶領的
[00:03:34.260 --> 00:03:40.260]  以色列民能夠回到故土興建聖殿當然很雀躍
[00:03:40.260 --> 00:03:46.260]  所以他們的人民馬上把自己的財產都捐出來去光復聖殿
[00:03:46.260 --> 00:03:50.260]  但是當時鄰近的其他民族
[00:03:50.260 --> 00:03:56.260]  就馬上對興建聖殿這件事群起反對
[00:03:56.260 --> 00:04:01.260]  不是說有宗教自由的嗎?為什麼會這樣呢?
[00:04:01.260 --> 00:04:04.260]  對於我們現代人來說
[00:04:04.260 --> 00:04:08.260]  其實宗教和世俗是可以完全分開的
[00:04:08.260 --> 00:04:13.260]  個人的修養、敬拜、禱告這些純粹是宗教的範疇
[00:04:13.260 --> 00:04:18.260]  政治、經濟、社會等等這些是屬於世俗的事
[00:04:18.260 --> 00:04:24.260]  所以屬靈和世俗有河水不犯井水的理解
[00:04:24.260 --> 00:04:25.260]  對於現代人來說
[00:04:25.260 --> 00:04:27.260]  但其實在聖經的時代
[00:04:27.260 --> 00:04:30.260]  無論在舊約或者新約也好
[00:04:30.260 --> 00:04:35.260]  宗教、經濟和政治都是彼此不能夠分割的一體
[00:04:35.260 --> 00:04:39.260]  聖殿不是單純的宗教建築物
[00:04:39.260 --> 00:04:44.260]  而是有宗教、經濟、政治的中心
[00:04:44.260 --> 00:04:49.260]  所以你這個以色列民說現在光復聖殿
[00:04:49.260 --> 00:04:52.260]  就是說你想擴充你們的國家
[00:04:52.260 --> 00:04:55.260]  對我們其他國家就會帶來威脅
[00:04:55.260 --> 00:04:58.260]  不行,我就要馬上反對
[00:04:58.260 --> 00:05:02.260]  民間的國家就馬上群起上告到波斯王
[00:05:02.260 --> 00:05:06.260]  波斯政府當然是避免各族的相爭
[00:05:06.260 --> 00:05:12.260]  下令猶太人停止建設聖殿的工程
[00:05:12.260 --> 00:05:14.260]  就是以色列記第四章
[00:05:14.260 --> 00:05:17.260]  如果大家有時間可以回家的時候
[00:05:17.260 --> 00:05:20.260]  看看那個歷史和那個狀況
[00:05:20.260 --> 00:05:22.260]  你會覺得很有趣和很精彩的
[00:05:22.260 --> 00:05:23.260]  就是這樣
[00:05:23.260 --> 00:05:27.260]  聖殿的工程一停就停了16年
[00:05:27.260 --> 00:05:29.260]  直至大理士王第二年
[00:05:29.260 --> 00:05:33.260]  今天就是哈蓋書的年代
[00:05:33.260 --> 00:05:35.260]  其實在這16年間
[00:05:35.260 --> 00:05:39.260]  以色列民是不是因為持續受到鄰國的阻擾
[00:05:39.260 --> 00:05:42.260]  而不能夠重建聖殿呢
[00:05:42.260 --> 00:05:45.260]  可能有一點點關係
[00:05:45.260 --> 00:05:47.260]  但其實最影響他們的
[00:05:47.260 --> 00:05:51.260]  就是在哈蓋書一章三兆四節
[00:05:51.260 --> 00:05:53.260]  如果你有聖經你可以看看
[00:05:53.260 --> 00:05:56.260]  哈蓋書一章三兆四節
[00:05:56.260 --> 00:05:58.260]  他這樣說
[00:05:58.260 --> 00:05:59.260]  耶和華的話
[00:05:59.260 --> 00:06:02.260]  直哈蓋先知傳講說
[00:06:02.260 --> 00:06:04.260]  這殿荒涼
[00:06:04.260 --> 00:06:08.260]  你們自己還住天花板的房屋嗎
[00:06:08.260 --> 00:06:10.260]  這殿荒涼
[00:06:10.260 --> 00:06:14.260]  你們自己還住天花板的房屋嗎
[00:06:14.260 --> 00:06:17.260]  殿這個字和房屋這個字
[00:06:17.260 --> 00:06:21.260]  其實是同一個希伯來文的字
[00:06:21.260 --> 00:06:22.260]  簡單的說
[00:06:22.260 --> 00:06:24.260]  我家屋就荒廢
[00:06:24.260 --> 00:06:26.260]  上帝說我家屋就荒廢
[00:06:26.260 --> 00:06:30.260]  你就住一間有屋頂的屋
[00:06:30.260 --> 00:06:33.260]  意思就是當時的猶太人
[00:06:33.260 --> 00:06:34.260]  就是以色列民
[00:06:34.260 --> 00:06:40.260]  只是忙於為自己建造和裝潢自己的房屋
[00:06:40.260 --> 00:06:42.260]  貪圖自己的享樂
[00:06:42.260 --> 00:06:47.260]  他們根本不再熱衷於重建聖殿的工作
[00:06:47.260 --> 00:06:52.260]  並且在哈蓋書第一章第三節都這樣提到
[00:06:52.260 --> 00:06:57.260]  這百姓說建造耶和華殿的時候還沒有到
[00:06:57.260 --> 00:06:58.260]  是啊
[00:06:58.260 --> 00:07:00.260]  都回到耶路撒冷了
[00:07:00.260 --> 00:07:02.260]  經濟又有好的發展
[00:07:02.260 --> 00:07:04.260]  我們個個都有瓦遮頭
[00:07:04.260 --> 00:07:06.260]  不要搞那麼多了
[00:07:06.260 --> 00:07:08.260]  你一搞就有人反對
[00:07:08.260 --> 00:07:10.260]  多一事不如少一事
[00:07:10.260 --> 00:07:11.260]  不要急
[00:07:11.260 --> 00:07:13.260]  遲一點再來吧
[00:07:13.260 --> 00:07:17.260]  這些就是可能當時以色列民的心態了
[00:07:17.260 --> 00:07:21.260]  於是上帝就興起哈蓋先知
[00:07:21.260 --> 00:07:23.260]  發出簡單而有力的信息
[00:07:23.260 --> 00:07:27.260]  去激發上帝的子民光復聖殿的決心
[00:07:27.260 --> 00:07:31.260]  也就是哈蓋書的第一章的內容
[00:07:31.260 --> 00:07:33.260]  不過熱心歸熱心
[00:07:33.260 --> 00:07:37.260]  面對重建聖殿仍然存在著很多的顧慮
[00:07:37.260 --> 00:07:42.260]  特別是那些要帶領著這些以色列民族重建工作的領袖
[00:07:42.260 --> 00:07:44.260]  就更加不容易了
[00:07:44.260 --> 00:07:46.260]  既不可以得失波斯王
[00:07:46.260 --> 00:07:50.260]  又要防衛鄰國國家的阻攔
[00:07:50.260 --> 00:07:53.260]  同時又要安撫激勵以色列民
[00:07:53.260 --> 00:07:56.260]  嘩!個個都好像老闆那樣
[00:07:56.260 --> 00:07:58.260]  那應該怎麼辦呢?
[00:07:58.260 --> 00:08:02.260]  所以上帝就叫哈蓋再次發出第二個信息
[00:08:02.260 --> 00:08:07.260]  向當時的行政領袖猶大省長索羅巴伯
[00:08:07.260 --> 00:08:10.260]  和宗教領袖約書亞大祭司
[00:08:10.260 --> 00:08:12.260]  和倖存的百姓
[00:08:12.260 --> 00:08:16.260]  即是相對較為年長的帶領者講話
[00:08:16.260 --> 00:08:20.260]  亦即是今天我們所讀的經文
[00:08:20.260 --> 00:08:22.260]  我們一起看看
[00:08:22.260 --> 00:08:24.260]  一開始的時候
[00:08:24.260 --> 00:08:26.260]  第二章第一節就說
[00:08:26.260 --> 00:08:29.260]  上帝特別在七月二十一日
[00:08:29.260 --> 00:08:33.260]  叫哈蓋才說這番說話
[00:08:33.260 --> 00:08:37.260]  七月二十一日對於他們來說
[00:08:37.260 --> 00:08:39.260]  是有很多的聯想的
[00:08:39.260 --> 00:08:42.260]  因為當日就是慶祝著
[00:08:42.260 --> 00:08:46.260]  彭治最後一日而舉行的慶典的日子
[00:08:46.260 --> 00:08:52.260]  亦曾幾何時是索羅門王獻聖殿的日子
[00:08:52.260 --> 00:08:54.260]  嘩!這樣就尷尬了
[00:08:54.260 --> 00:08:59.260]  看看面前這個頹垣敗瓦的殿
[00:08:59.260 --> 00:09:01.260]  即是一塊爛地
[00:09:01.260 --> 00:09:06.260]  和昔日索羅門王獻聖殿的規模來說
[00:09:06.260 --> 00:09:09.260]  實在差得太遠了
