
[00:00:00.000 --> 00:00:02.460]  跟我們一起低頭禱告
[00:00:02.460 --> 00:00:07.120]  天父,多謝祢,因為祢是信實無變的神
[00:00:07.120 --> 00:00:10.520]  祢的恩典足夠我們使用
[00:00:10.520 --> 00:00:14.200]  我們今天可以在祢面前敬拜
[00:00:14.200 --> 00:00:15.800]  我們仍然有生命氣息
[00:00:15.800 --> 00:00:18.320]  因為都是祢的信實
[00:00:18.320 --> 00:00:24.140]  祢自己是那位不變不斷的師馳外的神
[00:00:24.140 --> 00:00:26.440]  願意我們今天去思想祢的時候
[00:00:26.440 --> 00:00:30.320]  亦都讓我們更多地依靠祢
[00:00:30.320 --> 00:00:31.360]  去仰賴祢
[00:00:31.360 --> 00:00:32.800]  奉耶穌基督的名祈求
[00:00:32.800 --> 00:00:33.600]  下門
[00:00:33.600 --> 00:00:38.080]  好了,今天就思想到神的信實
[00:00:38.080 --> 00:00:39.520]  溫習少少
[00:00:39.520 --> 00:00:42.360]  第一課我們就說到神是聖潔的神
[00:00:42.360 --> 00:00:47.240]  神的聖潔就好像是神自己獨一無二的衛士
[00:00:47.240 --> 00:00:54.400]  而讓我們知道神和我們是完全不同的
[00:00:54.400 --> 00:00:56.680]  我們不要胡亂地去猜度神
[00:00:56.680 --> 00:00:59.760]  而神自己就是獨一聖潔的神
[00:00:59.760 --> 00:01:02.800]  接著第二課就說到神的愛
[00:01:02.800 --> 00:01:06.440]  神的愛就是神自己的本性
[00:01:06.440 --> 00:01:13.720]  如果聖潔是神那個好像是負面的
[00:01:13.720 --> 00:01:21.400]  去將我們那些對神不正確的思想排除的時候
[00:01:21.400 --> 00:01:26.280]  神的愛就是正面的內容
[00:01:26.280 --> 00:01:29.040]  將神是一個怎樣的神
[00:01:29.040 --> 00:01:33.000]  來灌注進去神的每一個屬性那裡
[00:01:33.000 --> 00:01:34.600]  讓我們去明白
[00:01:34.600 --> 00:01:42.720]  而神的愛其中最深的表達就是
[00:01:42.720 --> 00:01:46.080]  去尋找人、去與人、去團契
[00:01:46.080 --> 00:01:49.440]  接著我們就說到神的管治
[00:01:49.440 --> 00:01:51.600]  神的管治就是神的主權
[00:01:51.600 --> 00:01:55.280]  神的主權就是其實是神愛裡面的管治
[00:01:55.280 --> 00:01:57.640]  當神是去愛
[00:01:57.640 --> 00:02:04.840]  也是想去尋找人、去與人、去相交、去團契的時候
[00:02:04.840 --> 00:02:06.760]  神的主權就顯出來
[00:02:06.760 --> 00:02:14.200]  因為祂是對一切的罪惡是恨之入骨
[00:02:14.200 --> 00:02:24.160]  也是在祂的主權管轄之下將一切的罪惡要征服的
[00:02:24.160 --> 00:02:30.360]  接著我們就說到神的公義
[00:02:30.360 --> 00:02:34.520]  神的公義就是神在祂主權之下所表現出來
[00:02:34.520 --> 00:02:39.440]  讓人知道怎樣活在神的面前
[00:02:39.440 --> 00:02:44.760]  也都是神自己將祂自己的管治的標準
[00:02:44.760 --> 00:02:49.440]  與我們去交流、教導的
[00:02:49.440 --> 00:02:52.640]  我們就經歷到神的公義
[00:02:52.640 --> 00:02:54.480]  而藉著神的公義
[00:02:54.480 --> 00:02:56.920]  神這樣去管治的標準的時候
[00:02:56.920 --> 00:03:01.160]  我們經歷到在神的公義的審判之下
[00:03:01.160 --> 00:03:05.360]  所帶來的信服的人得到救贖
[00:03:05.360 --> 00:03:08.000]  敵對的人得到懲罰
[00:03:08.000 --> 00:03:11.320]  接著我們今天就說到神的信實
[00:03:11.320 --> 00:03:16.320]  神的信實就是說到在神的愛當中
[00:03:16.320 --> 00:03:19.440]  怎樣去與人交流
[00:03:19.440 --> 00:03:25.160]  在整個我們信仰的核心
[00:03:25.160 --> 00:03:29.040]  當然你一邊聽的時候都會明白
[00:03:29.040 --> 00:03:31.480]  整個我們信仰的核心
[00:03:31.480 --> 00:03:36.320]  其實是很在乎神與人交流的那一部分
[00:03:36.320 --> 00:03:41.360]  都是在乎神與人之間的關係
[00:03:41.360 --> 00:03:44.000]  我們的信仰不是一堆的教條
[00:03:44.000 --> 00:03:46.760]  也不是一些道德的
[00:03:46.760 --> 00:03:51.640]  教導你怎樣在世界做一個更加有道德的人
[00:03:51.640 --> 00:03:56.800]  我們的信仰是在乎與活的神去交往
[00:03:56.800 --> 00:04:00.320]  而因為神的愛就是與神與人團契
[00:04:00.320 --> 00:04:03.920]  神自己是神性不可侵犯
[00:04:03.920 --> 00:04:07.640]  也是住在人不能靠近的光裏
[00:04:07.640 --> 00:04:09.920]  神自己的本性
[00:04:09.920 --> 00:04:11.480]  我們坦白說
[00:04:11.480 --> 00:04:15.120]  我們沒有辦法完全去知道
[00:04:15.120 --> 00:04:19.600]  但是神怎樣與我們交流
[00:04:19.600 --> 00:04:23.920]  祂怎樣來與我們去相交
[00:04:23.920 --> 00:04:27.840]  這個是神自己最想讓我們明白的
[00:04:27.840 --> 00:04:30.720]  而祂怎樣與我們相交的時候
[00:04:30.720 --> 00:04:35.560]  今天我們就思想到神自己的信實和無變
[00:04:35.560 --> 00:04:37.240]  當說到神的信實的時候
[00:04:37.240 --> 00:04:39.560]  我特意選擇這個題目
[00:04:39.560 --> 00:04:41.920]  我都不用神的不變
[00:04:41.920 --> 00:04:44.320]  我用神的信實是有意思的
[00:04:44.320 --> 00:04:48.480]  因為很多時候可能你讀聖經的時候
[00:04:48.480 --> 00:04:50.200]  或者你聽人說的時候
[00:04:50.200 --> 00:04:53.080]  都知道聖經說的神是不變的
[00:04:53.080 --> 00:04:55.440]  而事實上聖經也有這樣說的
[00:04:55.440 --> 00:04:57.680]  在詩篇102篇第27節
[00:04:57.680 --> 00:05:04.040]  祂說:「唯有你事,永不改變;唯有你,永不改變,你的年數沒有窮盡。」
[00:05:04.040 --> 00:05:06.920]  聖經當中
[00:05:06.920 --> 00:05:11.080]  講神的不變也有講到不同的地方也有講
[00:05:11.080 --> 00:05:14.080]  譬如希伯來書一章12節也說
[00:05:14.080 --> 00:05:22.040]  「你要將天地捲起來,像一件外衣,天地都要改變;唯有你,永不改變,你的年數沒有窮盡。」
[00:05:22.040 --> 00:05:27.800]  這個我相信大家都有一定的觀念
[00:05:27.800 --> 00:05:28.800]  神是不變
[00:05:28.800 --> 00:05:33.400]  但是當他深入一些理論思想的時候
[00:05:33.400 --> 00:05:35.680]  其實神的不變是什麼意思呢?
[00:05:35.680 --> 00:05:37.840]  不知道你有沒有想過
[00:05:37.840 --> 00:05:43.680]  神的不變是什麼意思呢?
[00:05:43.680 --> 00:05:52.440]  很多時候不變有不同的層次
[00:05:52.440 --> 00:05:55.400]  舉例來說
