
[00:00:00.000 --> 00:00:06.000]  感謝節就即將要到了
[00:00:06.000 --> 00:00:10.000]  我不曉得每一次當這個感恩節要來臨的時候
[00:00:10.000 --> 00:00:14.000]  對你來講感恩節是代表什麼意義
[00:00:14.000 --> 00:00:17.000]  是一個家人團聚的時間
[00:00:17.000 --> 00:00:21.000]  是可以吃火雞的時間
[00:00:21.000 --> 00:00:27.000]  好像你們沒有很excited
[00:00:27.000 --> 00:00:32.000]  就是感恩節其實常常提醒我們
[00:00:32.000 --> 00:00:35.000]  我們的人生就像剛才說的
[00:00:35.000 --> 00:00:38.000]  不管是經歷多少的風雨
[00:00:38.000 --> 00:00:42.000]  不管你是經過多少的困難
[00:00:42.000 --> 00:00:46.000]  我們都要來感謝神
[00:00:46.000 --> 00:00:49.000]  所以詩篇103篇在那個地方
[00:00:49.000 --> 00:00:52.000]  大衛講到說
[00:00:52.000 --> 00:00:57.000]  他說我的心啊 你要稱頌耶和華
[00:00:57.000 --> 00:01:01.000]  凡在我裡面的也要稱頌他的聖名
[00:01:01.000 --> 00:01:04.000]  我的心啊 你要稱頌耶和華
[00:01:04.000 --> 00:01:06.000]  不可忘記他的一切恩惠
[00:01:06.000 --> 00:01:08.000]  他赦免你的一切罪孽
[00:01:08.000 --> 00:01:10.000]  抑制你的一切疾病
[00:01:10.000 --> 00:01:12.000]  他救贖你的命脫離死亡
[00:01:12.000 --> 00:01:15.000]  以仁愛和慈悲為你的冠冕
[00:01:15.000 --> 00:01:18.000]  他用每物使你所願的得以知足
[00:01:18.000 --> 00:01:23.000]  以致你如鷹返老還童
[00:01:23.000 --> 00:01:27.000]  詩篇103篇不是只有這五節
[00:01:27.000 --> 00:01:29.000]  但是我們今天只能夠
[00:01:29.000 --> 00:01:32.000]  這麼短短的時間來講這五節
[00:01:32.000 --> 00:01:36.000]  詩篇23篇大家都熟悉對不對
[00:01:36.000 --> 00:01:39.000]  耶和華是我的慕者
[00:01:39.000 --> 00:01:41.000]  我必不自缺乏
[00:01:41.000 --> 00:01:43.000]  這個詩篇很多人都會背
[00:01:43.000 --> 00:01:48.000]  詩篇23篇稱它叫做國王篇
[00:01:48.000 --> 00:01:51.000]  那麼國王就有王后呢
[00:01:51.000 --> 00:01:53.000]  王后是哪一篇呢
[00:01:53.000 --> 00:01:57.000]  王后就是詩篇103篇
[00:01:57.000 --> 00:01:59.000]  所以你就可以看見
[00:01:59.000 --> 00:02:02.000]  詩篇103篇的重要性
[00:02:02.000 --> 00:02:07.000]  詩篇23篇曾經安慰了多多少少
[00:02:07.000 --> 00:02:09.000]  古今中代多少的人讀了
[00:02:09.000 --> 00:02:12.000]  詩篇23篇得到安慰
[00:02:12.000 --> 00:02:16.000]  因為它帶領我們走過人生的高高低低
[00:02:16.000 --> 00:02:20.000]  它帶領我們走過許許多多的這些死因的幽谷
[00:02:20.000 --> 00:02:23.000]  但是它怎麼樣
[00:02:23.000 --> 00:02:29.000]  它一生一世都有恩惠慈愛會隨著我們
[00:02:29.000 --> 00:02:32.000]  可是同時在詩篇103篇裡面
[00:02:32.000 --> 00:02:37.000]  卻讓我們看見一個完全的
[00:02:37.000 --> 00:02:43.000]  好像是另外一個充滿了一個感恩的詩篇裡面
[00:02:43.000 --> 00:02:45.000]  它一開始就說我的心啊
[00:02:45.000 --> 00:02:48.000]  你要稱頌耶和華
[00:02:48.000 --> 00:02:50.000]  然後接著
[00:02:50.000 --> 00:02:58.000]  第一節到第五節是講到他個人的感恩
[00:02:58.000 --> 00:03:01.000]  那麼接著從第六節到十八節
[00:03:01.000 --> 00:03:06.000]  它講到整個民族整個國家對神的讚美
[00:03:06.000 --> 00:03:09.000]  第三個從十九到二十二節
[00:03:09.000 --> 00:03:12.000]  是整個宇宙它呼召整個宇宙
[00:03:12.000 --> 00:03:17.000]  天使天君神的仆役都要來讚美神
[00:03:17.000 --> 00:03:21.000]  就讓我想到那個哈利路亞大合唱
[00:03:21.000 --> 00:03:23.000]  哈利路亞
[00:03:23.000 --> 00:03:26.000]  那個一唱起來說你全部都要站起來
[00:03:26.000 --> 00:03:29.000]  你們怎麼沒有站起來啊
[00:03:29.000 --> 00:03:32.000]  全部都要站起來在那邊讚美神啊
[00:03:32.000 --> 00:03:36.000]  一個人懂得讚美
[00:03:36.000 --> 00:03:41.000]  他的人生就會不一樣
[00:03:41.000 --> 00:03:46.000]  基督徒應該是一個讚美的人生
[00:03:46.000 --> 00:03:49.000]  但是我們讚美神
[00:03:49.000 --> 00:03:52.000]  我們感謝神
[00:03:52.000 --> 00:03:56.000]  詩篇103篇告訴我們說從哪裡開始呢
[00:03:56.000 --> 00:04:00.000]  它說從得救開始
[00:04:00.000 --> 00:04:06.000]  今天我們在這裡有許多的弟兄姊妹
[00:04:06.000 --> 00:04:10.000]  這九位的弟兄姊妹他們受洗歸路主的名下
[00:04:10.000 --> 00:04:13.000]  對他們來講這是他們人生當中
[00:04:13.000 --> 00:04:17.000]  可以說是最重要的一個moment
[00:04:17.000 --> 00:04:20.000]  我相信他們的朋友他們周遭的這些親人
[00:04:20.000 --> 00:04:24.000]  也會看到他們的受洗而大大的歡喜
[00:04:24.000 --> 00:04:37.000]  特別是水庚的太太
[00:04:37.000 --> 00:04:40.000]  但是今天我們要來思想一下
[00:04:40.000 --> 00:04:43.000]  為什麼得救這件事情
[00:04:43.000 --> 00:04:47.000]  這是一切感恩的基礎
[00:04:47.000 --> 00:04:49.000]  保羅在講到恩典的時候
[00:04:49.000 --> 00:04:52.000]  在一夫所書裡面也一開始就講到什麼
[00:04:52.000 --> 00:04:58.000]  講到蒙救贖得赦免
[00:04:58.000 --> 00:05:02.000]  所以講到得救這一個恩典的時候
[00:05:02.000 --> 00:05:08.000]  他說他赦免你的一切罪孽
[00:05:08.000 --> 00:05:11.000]  因此當我們講到赦免的時候
[00:05:11.000 --> 00:05:16.000]  那我們不能不提到罪
[00:05:16.000 --> 00:05:22.000]  可是我們中國人最不喜歡聽罪了
[00:05:22.000 --> 00:05:29.000]  我還記得好幾年前有一個老姊妹
[00:05:29.000 --> 00:05:32.000]  我替她做受洗約談
[00:05:32.000 --> 00:05:35.000]  我先請童工先跟她談
[00:05:35.000 --> 00:05:38.000]  童工就跟我說她說安慕斯
[00:05:38.000 --> 00:05:41.000]  這個老姊妹說她沒有罪
[00:05:41.000 --> 00:05:45.000]  我們教會裡面都要有一個認罪清單
[00:05:45.000 --> 00:05:49.000]  所以她說她沒有罪
[00:05:49.000 --> 00:05:54.000]  我說她沒有罪但是她願意受洗
[00:05:54.000 --> 00:05:57.000]  我就親自的跟她談的時候
[00:05:57.000 --> 00:05:59.000]  我就跟她談這個問題我就問她
[00:05:59.000 --> 00:06:01.000]  那我一聽她看她的年紀我就知道
[00:06:01.000 --> 00:06:06.000]  這一定是經過這個文革
[00:06:06.000 --> 00:06:08.000]  所以我就跟她講我說
[00:06:08.000 --> 00:06:10.000]  某某姊妹你不用擔心
[00:06:10.000 --> 00:06:13.000]  我說今天我們做這個認罪
[00:06:13.000 --> 00:06:15.000]  是你自己跟上帝認
[00:06:15.000 --> 00:06:16.000]  你不需要跟我講
[00:06:16.000 --> 00:06:18.000]  你也不要講出聲音來
[00:06:18.000 --> 00:06:20.000]  你就默默的你又犯過什麼罪
[00:06:20.000 --> 00:06:27.000]  你通通的就是跟他跟上帝去承認
[00:06:27.000 --> 00:06:29.000]  現在就證明
[00:06:29.000 --> 00:06:32.000]  那一天她突然明白
[00:06:32.000 --> 00:06:39.000]  原來我沒有要她教悔過書
[00:06:39.000 --> 00:06:42.000]  過去在文革裡面她曾經被迫
[00:06:42.000 --> 00:06:46.000]  去寫悔過書去承認自己的罪
[00:06:46.000 --> 00:06:49.000]  所以她一看到認罪清單
[00:06:49.000 --> 00:06:51.000]  她就又想起那個經驗
[00:06:51.000 --> 00:06:53.000]  所以她覺得我沒罪
[00:06:53.000 --> 00:06:55.000]  哈勒路亞
[00:06:55.000 --> 00:06:56.000]  現在柳姊妹
[00:06:56.000 --> 00:06:58.000]  在我們這邊有沒有沒有罪的人
[00:06:58.000 --> 00:07:00.000]  今天姓祖的今天受洗的
[00:07:00.000 --> 00:07:02.000]  請告訴我說你有沒有罪
[00:07:02.000 --> 00:07:05.000]  沒罪沒罪啊
[00:07:05.000 --> 00:07:11.000]  剛剛白洗了
[00:07:11.000 --> 00:07:15.000]  為什麼我們怕別人說我們犯罪
[00:07:15.000 --> 00:07:18.000]  很多時候是因為我們對罪不認識
[00:07:18.000 --> 00:07:19.000]  我們講到罪的時候
[00:07:19.000 --> 00:07:21.000]  我們就講到是什麼
[00:07:21.000 --> 00:07:23.000]  講到殺人放火對不對
[00:07:23.000 --> 00:07:24.000]  我沒有殺人放火啊
[00:07:24.000 --> 00:07:27.000]  我沒有幹這種偷人的事情啊
[00:07:27.000 --> 00:07:29.000]  所以我沒犯罪啊
[00:07:29.000 --> 00:07:31.000]  但是耶穌怎麼說呢
[00:07:31.000 --> 00:07:32.000]  耶穌說什麼
[00:07:32.000 --> 00:07:36.000]  耶穌說你如果看見一個婦女
[00:07:36.000 --> 00:07:38.000]  你心中動了一念
[00:07:38.000 --> 00:07:42.000]  那就是跟她犯姦淫了看到沒有
[00:07:42.000 --> 00:07:44.000]  所以耶穌在講到的問題是什麼
[00:07:44.000 --> 00:07:47.000]  是心裡面的問題
[00:07:47.000 --> 00:07:49.000]  外面的律法告訴我們說
[00:07:49.000 --> 00:07:52.000]  你姦淫就是什麼
[00:07:52.000 --> 00:07:55.000]  所以叫做捉姦對不對
[00:07:55.000 --> 00:07:57.000]  要有證據
[00:07:57.000 --> 00:08:00.000]  沒證據
[00:08:00.000 --> 00:08:04.000]  你怎麼去定她的罪呢
[00:08:04.000 --> 00:08:05.000]  可是耶穌說
[00:08:05.000 --> 00:08:08.000]  你如果心裡有了一念
[00:08:08.000 --> 00:08:10.000]  你就犯姦淫的罪了
[00:08:10.000 --> 00:08:12.000]  那請問我們在這裡的
[00:08:12.000 --> 00:08:14.000]  特別是弟兄
[00:08:14.000 --> 00:08:15.000]  其實現在也不僅僅弟兄
[00:08:15.000 --> 00:08:19.000]  姐妹一樣也會犯這個罪是不是
[00:08:19.000 --> 00:08:21.000]  看到一個漂亮的夫人
[00:08:21.000 --> 00:08:31.000]  心中會不會犯有一種念頭有沒有
[00:08:31.000 --> 00:08:33.000]  你可能沒有犯姦淫罪
[00:08:33.000 --> 00:08:39.000]  但是可能犯了沙皇罪
[00:08:39.000 --> 00:08:43.000]  要不然就是不是男人
[00:08:43.000 --> 00:08:46.000]  也許可能那一個moment沒有
[00:08:46.000 --> 00:08:48.000]  所以馬丁路德說什麼
[00:08:48.000 --> 00:08:50.000]  你沒有辦法攔住飛鳥
[00:08:50.000 --> 00:08:53.000]  在你的頭上面撒一個屎對不對
[00:08:53.000 --> 00:08:55.000]  可是你可以決定
[00:08:55.000 --> 00:08:57.000]  你不要讓它在你的頭上
[00:08:57.000 --> 00:09:01.000]  繼續的做一個窩
[00:09:01.000 --> 00:09:02.000]  那個意思就是說
[00:09:02.000 --> 00:09:04.000]  那個罪的那個吸引
[00:09:04.000 --> 00:09:06.000]  或者試探來的時候
[00:09:06.000 --> 00:09:08.000]  可能當時候
[00:09:08.000 --> 00:09:10.000]  當時候你沒有進入這個試探
[00:09:10.000 --> 00:09:12.000]  但是如果你繼續的看它
[00:09:12.000 --> 00:09:15.000]  你繼續的容許它進入你的思想裡面
[00:09:15.000 --> 00:09:19.000]  你最後一定會犯姦淫是不是
[00:09:19.000 --> 00:09:22.000]  那些書正經也告訴我們說
[00:09:22.000 --> 00:09:25.000]  他說凡恨人的
[00:09:25.000 --> 00:09:29.000]  就是殺人
[00:09:29.000 --> 00:09:32.000]  殺人的沒有永生在他裡面
[00:09:32.000 --> 00:09:35.000]  約翰遺書裡面告訴我們說
[00:09:35.000 --> 00:09:38.000]  約翰遺書講的很嚴肅
[00:09:38.000 --> 00:09:41.000]  他說如果你的心裡面還恨弟兄
[00:09:41.000 --> 00:09:42.000]  還恨別人的話
[00:09:42.000 --> 00:09:44.000]  你就沒有永生在你裡面
[00:09:44.000 --> 00:09:48.000]  意思就是說你根本就沒有重生
[00:09:48.000 --> 00:09:53.000]  哇 親愛的牛仔妹
[00:09:53.000 --> 00:09:55.000]  那我要請問大家
[00:09:55.000 --> 00:09:58.000]  我們從小到大有沒有恨過人
[00:09:58.000 --> 00:10:01.000]  沒恨過人舉手
[00:10:01.000 --> 00:10:05.000]  大家都不敢舉手
[00:10:05.000 --> 00:10:08.000]  那你說我從來不恨人
[00:10:08.000 --> 00:10:11.000]  我只是不喜歡他
[00:10:11.000 --> 00:10:14.000]  生機裡面的恨
[00:10:14.000 --> 00:10:16.000]  反過來是什麼
[00:10:16.000 --> 00:10:18.000]  就是愛
[00:10:18.000 --> 00:10:21.000]  換句話說你不愛了
[00:10:21.000 --> 00:10:23.000]  就是恨
[00:10:23.000 --> 00:10:25.000]  沒有中間地帶的
[00:10:25.000 --> 00:10:26.000]  沒有灰色地帶的
[00:10:26.000 --> 00:10:27.000]  沒有說我不喜歡他
[00:10:27.000 --> 00:10:29.000]  我討厭他
[00:10:29.000 --> 00:10:35.000]  或者我只是看他不順眼
[00:10:35.000 --> 00:10:38.000]  意思說一個人如果有神的生命在他裡面
[00:10:38.000 --> 00:10:41.000]  他就一定會去愛弟兄
[00:10:41.000 --> 00:10:45.000]  他不會容許這個恨在他的裡面
[00:10:45.000 --> 00:10:47.000]  那當我們講到這些身體上
[00:10:47.000 --> 00:10:49.000]  我再講下去很多了
[00:10:49.000 --> 00:10:50.000]  講到這些時候
[00:10:50.000 --> 00:10:51.000]  親愛的牛仔妹
[00:10:51.000 --> 00:10:55.000]  所以神藉著他的話讓我們看見
[00:10:55.000 --> 00:10:56.000]  什麼叫做罪
[00:10:56.000 --> 00:11:00.000]  凡是違背律法的就是罪
[00:11:00.000 --> 00:11:02.000]  律法就是神的話
[00:11:02.000 --> 00:11:03.000]  那親愛的牛仔妹
[00:11:03.000 --> 00:11:07.000]  我們有哪一個人沒有違背他的話呢
[00:11:07.000 --> 00:11:12.000]  所以這個罪就使得我們與神隔絕了
[00:11:12.000 --> 00:11:16.000]  這個罪就使得人跟神離開了
[00:11:16.000 --> 00:11:20.000]  亞當夏娃犯罪就從神的面前被逐出去
[00:11:20.000 --> 00:11:22.000]  離開了伊甸園
[00:11:22.000 --> 00:11:24.000]  人就過著一個沒有神
[00:11:24.000 --> 00:11:26.000]  沒有將來沒有盼望
[00:11:26.000 --> 00:11:31.000]  沒有喜樂的人生
[00:11:31.000 --> 00:11:35.000]  這就是為什麼蒙神赦免
[00:11:35.000 --> 00:11:38.000]  蒙神赦免的恩典
[00:11:38.000 --> 00:11:41.000]  是一個最重要最基礎的恩典
[00:11:41.000 --> 00:11:43.000]  一切的恩典都從這個地方開始
[00:11:43.000 --> 00:11:45.000]  所以詩篇103篇
[00:11:45.000 --> 00:11:47.000]  一開始就說我的心啊
[00:11:47.000 --> 00:11:48.000]  你要稱頌耶和華
[00:11:48.000 --> 00:11:51.000]  然後他就開始一一的數算神的恩典
[00:11:51.000 --> 00:11:52.000]  第一個恩典他就說
[00:11:52.000 --> 00:11:58.000]  他赦免你的一切罪孽
[00:11:58.000 --> 00:12:02.000]  他赦免我們一切的罪孽
[00:12:02.000 --> 00:12:05.000]  有沒有哪一個罪大到一個地步
[00:12:05.000 --> 00:12:06.000]  上帝不能赦免的
[00:12:06.000 --> 00:12:14.000]  有沒有
[00:12:14.000 --> 00:12:17.000]  台灣有一個殺人犯
[00:12:17.000 --> 00:12:22.000]  殺了一個明星的女兒
[00:12:22.000 --> 00:12:24.000]  這個明星叫做白冰冰
[00:12:24.000 --> 00:12:26.000]  你們聽過吧
[00:12:26.000 --> 00:12:29.000]  這個在當年是很轟動的
