
[00:00:00.000 --> 00:00:03.520]  從今天開始我們會從《伊斯拉記》開始看
[00:00:03.520 --> 00:00:05.320]  我們看的主題訊息就說是
[00:00:05.320 --> 00:00:07.080]  「猶或臣是不離不棄」
[00:00:07.080 --> 00:00:08.960]  剛才大家所讀的經文當中
[00:00:08.960 --> 00:00:11.880]  都看到原來他們都可以回家
[00:00:11.880 --> 00:00:15.840]  我們都想起原來我們在日常生活中
[00:00:15.840 --> 00:00:18.040]  提到今天的主題「立定根基」
[00:00:18.040 --> 00:00:22.360]  究竟我們過暑假的時候
[00:00:22.360 --> 00:00:26.400]  爸爸媽媽預備子女放暑假
[00:00:26.400 --> 00:00:27.880]  有時候都會很頭痛
[00:00:27.880 --> 00:00:30.280]  有沒有頭痛的感覺
[00:00:30.280 --> 00:00:32.600]  都不知道怎樣安排他們的時間
[00:00:32.600 --> 00:00:35.560]  因為他們突然間沒有學習
[00:00:35.560 --> 00:00:37.760]  生活突然間轉變得很重要
[00:00:37.760 --> 00:00:42.120]  就算是電視告白都說要保持忙碌
[00:00:42.120 --> 00:00:44.360]  最好就來這個地方玩一下
[00:00:44.360 --> 00:00:45.840]  去哪個遊樂場玩
[00:00:45.840 --> 00:00:48.120]  接著又去哪個夏令營
[00:00:48.120 --> 00:00:49.200]  又學哪一樣
[00:00:49.200 --> 00:00:54.680]  總之要將時間充充實實地安排好
[00:00:54.680 --> 00:00:57.000]  就算我們這些退休人士都一樣
[00:00:57.000 --> 00:00:59.160]  我們的時間突然間多了很多
[00:00:59.160 --> 00:01:01.560]  嘩 怎樣用我們的時間呢
[00:01:01.560 --> 00:01:05.960]  我們的時間是否可以排得很忙
[00:01:05.960 --> 00:01:08.280]  究竟我們所謂忙不忙碌
[00:01:08.280 --> 00:01:12.040]  是所謂我們所謂的是為了什麼
[00:01:12.040 --> 00:01:14.880]  所以我們看到的時候就會安排
[00:01:14.880 --> 00:01:19.920]  究竟我們的人生什麼是我們生命的根基
[00:01:19.920 --> 00:01:22.040]  究竟我們為了什麼
[00:01:22.040 --> 00:01:23.960]  這樣忙碌的過日子
[00:01:23.960 --> 00:01:25.200]  不忙都要弄得很忙
[00:01:25.200 --> 00:01:26.320]  退休又要忙
[00:01:26.320 --> 00:01:29.840]  讀完書又要想辦法排很多的節目
[00:01:29.840 --> 00:01:34.000]  那我們的人生的根基是什麼呢
[00:01:34.000 --> 00:01:35.040]  我們不用看太遠
[00:01:35.040 --> 00:01:36.080]  我們都知道
[00:01:36.080 --> 00:01:38.280]  我們先看哥倫多的前書
[00:01:38.280 --> 00:01:40.320]  我們先看哥倫多前書第三章
[00:01:40.320 --> 00:01:42.160]  十字到十三節那裡說
[00:01:42.160 --> 00:01:44.000]  我趙敘臣給我的恩
[00:01:44.000 --> 00:01:47.120]  好像有一個聰明的公投
[00:01:47.120 --> 00:01:50.280]  立好的根基就是別人在上面建造
[00:01:50.280 --> 00:01:53.520]  指示各人要謹慎怎樣在上面建造
[00:01:53.520 --> 00:01:56.760]  我們因為那已經立好根基的
[00:01:56.760 --> 00:01:58.480]  就是那個根基是什麼
[00:01:58.480 --> 00:01:59.640]  諸耶穌基督
[00:01:59.640 --> 00:02:04.400]  此外沒有他人能立別的根基
[00:02:04.400 --> 00:02:07.280]  各人的工程就會被必然顯露
[00:02:07.280 --> 00:02:10.160]  因為那日子將會表明出來
[00:02:10.160 --> 00:02:12.440]  用火發現試煉一下
[00:02:12.440 --> 00:02:15.440]  火要試煉各人的工程怎樣
[00:02:15.440 --> 00:02:17.680]  所以我們今天看的主題就是
[00:02:17.680 --> 00:02:25.440]  究竟我們基督為根基的教會有什麼特徵
[00:02:25.440 --> 00:02:29.400]  我們用基督為根基在上面建立的教會
[00:02:29.400 --> 00:02:30.400]  是有什麼特徵
[00:02:30.400 --> 00:02:34.040]  我們會從三方面去看到
[00:02:34.040 --> 00:02:35.320]  從今天的經文
[00:02:35.320 --> 00:02:37.400]  在第一章到第三章
[00:02:37.400 --> 00:02:40.680]  我們看到有三個重要的重點
[00:02:40.680 --> 00:02:45.640]  一個以基督為根基的教會有三個特徵
[00:02:45.640 --> 00:02:47.720]  就是領袖方面 會眾方面
[00:02:47.720 --> 00:02:49.680]  以及同工團隊上面
[00:02:49.680 --> 00:02:53.080]  都有些特徵在當中
[00:02:53.080 --> 00:02:55.760]  我們繼續去之前
[00:02:55.760 --> 00:02:58.360]  我們會做個祈禱
[00:02:58.360 --> 00:02:59.920]  我們天父上帝我們多謝你
[00:02:59.920 --> 00:03:02.400]  多謝你賜下聖經寶貴的話語
[00:03:02.400 --> 00:03:04.560]  從你的話語中我們得到鼓勵
[00:03:04.560 --> 00:03:06.400]  從你的話語中我們得到力量
[00:03:06.400 --> 00:03:07.880]  求你幫助我們
[00:03:07.880 --> 00:03:11.080]  好使我們能夠在生命上結出果子
[00:03:11.080 --> 00:03:14.560]  我們多謝你給我們有敬拜的時間
[00:03:14.560 --> 00:03:16.240]  求你捆綁撒旦的作為
[00:03:16.240 --> 00:03:18.600]  好使我們能夠聽得清楚看得明白
[00:03:18.600 --> 00:03:20.200]  求聖靈繼續幫助我們
[00:03:20.200 --> 00:03:22.800]  以上禱告是奉主耶穌得聖面子祈求
[00:03:22.800 --> 00:03:23.560]  阿們
[00:03:44.560 --> 00:03:49.280]  馬黛波斯的王朝的第一個帝國的王
[00:03:49.280 --> 00:03:53.520]  那個王是能夠統治去擊敗了巴比倫帝國
[00:03:53.520 --> 00:03:55.920]  就成就了這個帝國
[00:03:55.920 --> 00:03:57.480]  馬黛波斯的帝國
[00:03:57.480 --> 00:04:01.400]  是一直延伸到亞歷山大大帝的時代
[00:04:01.400 --> 00:04:02.680]  自然是完結的
[00:04:02.680 --> 00:04:07.160]  長度大約是二百年的帝國
[00:04:07.160 --> 00:04:09.640]  所以這個帝國是比巴比倫帝國更加長
[00:04:09.640 --> 00:04:11.640]  巴比倫尼布格尼撒那時
[00:04:11.640 --> 00:04:15.520]  他承接了父親的皇位之後
[00:04:15.520 --> 00:04:19.480]  他滅了猶太國 南國 猶大
[00:04:19.480 --> 00:04:21.480]  一直到539B.C.
[00:04:21.480 --> 00:04:23.600]  你算起來也不是很久
[00:04:23.600 --> 00:04:26.040]  這個巴比倫帝國幾十年
[00:04:26.040 --> 00:04:29.280]  由鼎盛時期滅了亞述之後
[00:04:29.280 --> 00:04:30.880]  下去巴比倫
[00:04:30.880 --> 00:04:34.360]  一直擊敗了整個以色列
[00:04:34.360 --> 00:04:35.360]  南國不國
[00:04:35.360 --> 00:04:37.560]  滅了南國的時候
[00:04:37.560 --> 00:04:41.160]  所以這個帝國是一個強大猶久的帝國
[00:04:41.160 --> 00:04:43.080]  大家都看過一些故事
[00:04:43.080 --> 00:04:44.400]  馬拉松
[00:04:44.400 --> 00:04:46.880]  波斯帝國嘗試去打希臘
[00:04:46.880 --> 00:04:48.680]  打不贏就打回頭
[00:04:48.680 --> 00:04:51.760]  去到希臘的國家
[00:04:51.760 --> 00:04:52.760]  斯巴頓
[00:04:52.760 --> 00:04:56.960]  所以我們看到這個帝國有很興旺的時候
[00:04:56.960 --> 00:04:59.600]  這個皇帝 古烈王
[00:04:59.600 --> 00:05:01.360]  神就激動古烈
[00:05:01.360 --> 00:05:05.600]  去擊敗了 去打巴比倫
[00:05:05.600 --> 00:05:07.080]  打完巴比倫之後
[00:05:07.080 --> 00:05:12.240]  波斯王就在他們發出這個公告
[00:05:12.240 --> 00:05:15.320]  這個告示
[00:05:15.320 --> 00:05:17.320]  就說這幫猶太人
[00:05:17.320 --> 00:05:19.560]  就可以回到自己的國家
[00:05:19.560 --> 00:05:20.840]  拜他們的神
[00:05:20.840 --> 00:05:24.440]  這個波斯王是不是信爺和華的呢
[00:05:24.440 --> 00:05:25.880]  他什麼神都拜
[00:05:25.880 --> 00:05:27.480]  他不只是信爺和華
[00:05:27.480 --> 00:05:28.880]  他就是每個地方的神
[00:05:28.880 --> 00:05:29.800]  你們回去吧
[00:05:29.800 --> 00:05:32.080]  包括這個猶太人
[00:05:32.080 --> 00:05:34.320]  你都可以回到自己的國家
[00:05:34.320 --> 00:05:39.600]  去建立你自己的敬拜
[00:05:39.600 --> 00:05:43.880]  所以他們就開始了這個信心的旅程
[00:05:43.880 --> 00:05:47.320]  他們不只是會提醒他們
[00:05:47.320 --> 00:05:48.400]  你們可以回去
[00:05:48.400 --> 00:05:53.600]  但是神都同時去激動這幫猶太人
[00:05:53.600 --> 00:05:55.120]  在他們的心中
[00:05:55.120 --> 00:05:55.760]  飄雲淚
[00:05:55.760 --> 00:05:57.920]  你們一於要回去
[00:05:57.920 --> 00:05:59.680]  他們有沒有回去
[00:05:59.680 --> 00:06:00.840]  有
[00:06:00.840 --> 00:06:03.240]  我們在第二章有個族譜
[00:06:03.240 --> 00:06:05.160]  我們是不是看聖經呢
[00:06:05.160 --> 00:06:06.520]  看見族譜
[00:06:06.520 --> 00:06:07.520]  彈開
[00:06:07.520 --> 00:06:08.240]  退幾步
[00:06:08.240 --> 00:06:09.560]  又是哪個有多少人
[00:06:09.560 --> 00:06:11.000]  又是哪個打哪個
[00:06:11.000 --> 00:06:12.120]  究竟是做什麼呢
[00:06:12.120 --> 00:06:13.600]  原來真是他們有回去
[00:06:13.600 --> 00:06:14.760]  真是這幫人
[00:06:14.760 --> 00:06:16.440]  如果你看第二章的時候
[00:06:16.440 --> 00:06:17.840]  看到有多少人
[00:06:17.840 --> 00:06:25.040]  有第二章的接近尾那裡
[00:06:25.040 --> 00:06:26.320]  第六十四節
[00:06:26.320 --> 00:06:30.200]  匯眾共有四萬二千三百六十名
[00:06:30.200 --> 00:06:32.920]  是聽到這幫領袖
[00:06:32.920 --> 00:06:34.360]  說你們回去吧
[00:06:34.360 --> 00:06:38.240]  耶和華激動這幫領袖的心
[00:06:38.240 --> 00:06:40.000]  去帶領這幫以色列
[00:06:40.000 --> 00:06:43.320]  這幫猶太人回去耶路撒冷
[00:06:43.320 --> 00:06:45.560]  去見他們的聖殿
[00:06:45.560 --> 00:06:47.000]  當時之前聖殿
[00:06:47.000 --> 00:06:50.160]  大家讀聖經有一點歷史的時候
[00:06:50.160 --> 00:06:53.040]  586BC主持586年
[00:06:53.040 --> 00:06:54.400]  彌布加利撒
[00:06:54.400 --> 00:06:56.720]  巴比倫王就將聖殿
[00:06:56.720 --> 00:06:58.600]  一磚一石都拆毀了
[00:06:58.600 --> 00:06:59.400]  拆毀了
[00:06:59.400 --> 00:07:02.560]  現在他們可以回去建造了
[00:07:02.560 --> 00:07:04.200]  過了五十年
[00:07:04.200 --> 00:07:05.560]  五百三十八年
[00:07:05.560 --> 00:07:06.600]  主持五百三百八年
[00:07:06.600 --> 00:07:08.120]  他們就可以回去建造
[00:07:08.120 --> 00:07:10.120]  他們回去開始建造
[00:07:10.120 --> 00:07:12.320]  我們看到原來
[00:07:12.320 --> 00:07:15.200]  這幫領袖們
[00:07:15.200 --> 00:07:17.720]  就開始了一個信心的旅程
