
[00:00:00.000 --> 00:00:03.000]  多謝剛才主席跟我們讀了這段經文
[00:00:03.000 --> 00:00:08.000]  這段經文可以說是第一個復活節的故事
[00:00:08.000 --> 00:00:10.000]  這個故事裏面
[00:00:10.000 --> 00:00:12.000]  你有沒有留意到
[00:00:12.000 --> 00:00:16.000]  八節裏面是沒有出現過耶穌的
[00:00:16.000 --> 00:00:18.000]  是不是
[00:00:18.000 --> 00:00:21.000]  因為只有一個空墳墓
[00:00:21.000 --> 00:00:23.000]  這段經文在八節裏面
[00:00:23.000 --> 00:00:26.000]  是給我們看到一個空墳墓
[00:00:26.000 --> 00:00:28.000]  一班的婦女
[00:00:28.000 --> 00:00:31.000]  亞國的媽媽瑪利亞和薩羅米
[00:00:31.000 --> 00:00:38.000]  專程去安葬耶穌的墓穴裏面
[00:00:38.000 --> 00:00:44.000]  準備拿一些香膏去供給耶穌
[00:00:44.000 --> 00:00:48.000]  但是他們心裏面一直在想
[00:00:48.000 --> 00:00:53.000]  到時候怎樣推開墓穴的大石頭呢
[00:00:53.000 --> 00:00:59.000]  擋住墓穴的大石頭
[00:00:59.000 --> 00:01:01.000]  但是到時候發覺
[00:01:01.000 --> 00:01:04.000]  竟然這塊石頭已經滾開了
[00:01:04.000 --> 00:01:06.000]  於是他們進去
[00:01:06.000 --> 00:01:10.000]  但是找不到耶穌基督的遺體
[00:01:10.000 --> 00:01:14.000]  他們心裏面是很驚訝
[00:01:14.000 --> 00:01:16.000]  不知道發生了什麼事
[00:01:16.000 --> 00:01:18.000]  而有一個年輕人去說
[00:01:18.000 --> 00:01:20.000]  不用怕
[00:01:20.000 --> 00:01:25.000]  因為耶穌已經按祂所說復活了
[00:01:25.000 --> 00:01:26.000]  他說完這句話之後
[00:01:26.000 --> 00:01:28.000]  他們更害怕
[00:01:28.000 --> 00:01:31.000]  因為究竟耶穌會去哪裏呢
[00:01:31.000 --> 00:01:33.000]  耶穌會變成怎樣呢
[00:01:33.000 --> 00:01:36.000]  今天我跟大家分享一個主題
[00:01:36.000 --> 00:01:38.000]  是「震撼的愛」
[00:01:38.000 --> 00:01:39.000]  分開兩方面
[00:01:39.000 --> 00:01:43.000]  一方面就是既害怕又興奮
[00:01:43.000 --> 00:01:46.000]  第二方面是活出復活的
[00:01:46.000 --> 00:01:50.000]  認出復活主嗎
[00:01:50.000 --> 00:01:53.000]  怎樣既害怕又興奮呢
[00:01:53.000 --> 00:01:58.000]  因為他們來到墓穴裏面
[00:01:58.000 --> 00:02:00.000]  竟然看不到耶穌
[00:02:00.000 --> 00:02:02.000]  但是明明在兩天之前
[00:02:02.000 --> 00:02:06.000]  他們看著耶穌基督在營場裏面
[00:02:06.000 --> 00:02:08.000]  在十字架裏面被釘死
[00:02:08.000 --> 00:02:11.000]  直至流盡血
[00:02:11.000 --> 00:02:14.000]  而身體已經搬下來了
[00:02:14.000 --> 00:02:19.000]  已經入殮埋葬了
[00:02:19.000 --> 00:02:21.000]  明明已經死了
[00:02:21.000 --> 00:02:23.000]  明明是一個遺體
[00:02:23.000 --> 00:02:27.000]  但是為什麼現在在墓穴裏面
[00:02:27.000 --> 00:02:30.000]  找不到這個遺體呢
[00:02:30.000 --> 00:02:32.000]  只是聽到一個年輕人說
[00:02:32.000 --> 00:02:34.000]  不用怕
[00:02:34.000 --> 00:02:38.000]  釘十字架的耶穌已經復活了
[00:02:38.000 --> 00:02:40.000]  但是對於他們來說
[00:02:40.000 --> 00:02:41.000]  什麼叫復活呢
[00:02:41.000 --> 00:02:43.000]  他們沒有什麼概念
[00:02:43.000 --> 00:02:45.000]  第一個反應就是很怕
[00:02:45.000 --> 00:02:47.000]  耶穌不見了
[00:02:47.000 --> 00:02:48.000]  但是又說復活了
[00:02:48.000 --> 00:02:51.000]  但是又看不到耶穌在場
[00:02:51.000 --> 00:02:53.000]  他們這種恐懼
[00:02:53.000 --> 00:02:55.000]  當然不是單單害怕
[00:02:55.000 --> 00:02:58.000]  同時也有很大的震撼在裏面
[00:02:58.000 --> 00:03:04.000]  因為其實站在生死交界的地方
[00:03:04.000 --> 00:03:08.000]  究竟耶穌是生還是死呢
[00:03:08.000 --> 00:03:10.000]  究竟這個死而復活的耶穌
[00:03:10.000 --> 00:03:13.000]  究竟是一個怎樣的人呢
[00:03:13.000 --> 00:03:15.000]  是如何的呢
[00:03:15.000 --> 00:03:17.000]  完全沒有概念
[00:03:17.000 --> 00:03:21.000]  他們無法用他們的知識
[00:03:21.000 --> 00:03:23.000]  他們的頭腦理解
[00:03:23.000 --> 00:03:26.000]  超越了他們的能力
[00:03:26.000 --> 00:03:31.000]  整個的想法包圍著自己
[00:03:31.000 --> 00:03:35.000]  所以他們很害怕
[00:03:35.000 --> 00:03:38.000]  心裏面是空白的
[00:03:38.000 --> 00:03:40.000]  如果有一天
[00:03:40.000 --> 00:03:42.000]  有一個認識你的人
[00:03:42.000 --> 00:03:43.000]  已經死了
[00:03:43.000 --> 00:03:45.000]  突然間來探望你
[00:03:45.000 --> 00:03:47.000]  來見你
[00:03:47.000 --> 00:03:49.000]  那你見到他怎麼辦
[00:03:49.000 --> 00:03:52.000]  他說你有沒有死
[00:03:52.000 --> 00:03:54.000]  我沒有死
[00:03:54.000 --> 00:03:55.000]  那你也不要這麼害怕
[00:03:55.000 --> 00:03:57.000]  他說我已經死了
[00:03:57.000 --> 00:03:58.000]  那怎樣
[00:03:58.000 --> 00:04:01.000]  你還害怕
[00:04:01.000 --> 00:04:05.000]  因為撞鬼
[00:04:05.000 --> 00:04:08.000]  但是你想想這些婦女
[00:04:08.000 --> 00:04:09.000]  聽到耶穌
[00:04:09.000 --> 00:04:12.000]  看到耶穌真的死了
[00:04:12.000 --> 00:04:14.000]  流盡血了
[00:04:14.000 --> 00:04:17.000]  但是為什麼又說復活了呢
[00:04:17.000 --> 00:04:20.000]  究竟心情是如何呢
[00:04:20.000 --> 00:04:24.000]  敢不敢見復活了的耶穌呢
[00:04:24.000 --> 00:04:26.000]  也是什麼形態呢
[00:04:26.000 --> 00:04:28.000]  當然他們覺得
[00:04:28.000 --> 00:04:30.000]  如果見到復活的耶穌
[00:04:30.000 --> 00:04:32.000]  他們會想到
[00:04:32.000 --> 00:04:33.000]  原來耶穌基督
[00:04:33.000 --> 00:04:35.000]  已經征服了死亡
[00:04:35.000 --> 00:04:39.000]  更加體會進入了神的榮耀
[00:04:39.000 --> 00:04:41.000]  在一個更高的境界裏面
[00:04:41.000 --> 00:04:43.000]  所以他們更加驚訝
[00:04:43.000 --> 00:04:45.000]  到時候如果看到這種
[00:04:45.000 --> 00:04:47.000]  如此奇妙
[00:04:47.000 --> 00:04:49.000]  如此充滿神蹟
[00:04:49.000 --> 00:04:51.000]  這種異象的時候
[00:04:51.000 --> 00:04:54.000]  他們一定是十分驚訝
[00:04:54.000 --> 00:04:57.000]  但是驚訝之餘
[00:04:57.000 --> 00:04:59.000]  也是很興奮
[00:04:59.000 --> 00:05:01.000]  因為他們會知道
[00:05:01.000 --> 00:05:04.000]  意識到耶穌已經復活
[00:05:04.000 --> 00:05:07.000]  好像失而復得
[00:05:07.000 --> 00:05:10.000]  好像從死裏面復活
[00:05:10.000 --> 00:05:12.000]  死亡已經被聖過
[00:05:12.000 --> 00:05:15.000]  絕望已經被轉化
[00:05:15.000 --> 00:05:18.000]  黑暗已經消逝
[00:05:18.000 --> 00:05:20.000]  人生的曙光又出現了
[00:05:20.000 --> 00:05:22.000]  所以他們會想到
[00:05:22.000 --> 00:05:27.000]  死亡都不能夠征服
[00:05:27.000 --> 00:05:32.000]  他們那種整個人生
[00:05:32.000 --> 00:05:34.000]  他們會更加興奮
[00:05:34.000 --> 00:05:40.000]  人都能夠克服死亡
[00:05:40.000 --> 00:05:42.000]  有什麼難處
[00:05:42.000 --> 00:05:43.000]  有什麼絕望
[00:05:43.000 --> 00:05:45.000]  有什麼沮喪
[00:05:45.000 --> 00:05:50.000]  是可以比死亡更加可怕呢
[00:05:50.000 --> 00:05:52.000]  當然他們一時間
[00:05:52.000 --> 00:05:55.000]  不能夠去接受這件事情
[00:05:55.000 --> 00:05:58.000]  所以他們的反應是驚訝的
[00:05:58.000 --> 00:06:00.000]  就算是一個
[00:06:00.000 --> 00:06:03.000]  坐在墓穴裏面的年輕人
[00:06:03.000 --> 00:06:05.000]  我們一般說可能是天使
[00:06:05.000 --> 00:06:07.000]  跟他講一些話
[00:06:07.000 --> 00:06:08.000]  所以第一句話就是
[00:06:08.000 --> 00:06:09.000]  你不用怕
[00:06:09.000 --> 00:06:12.000]  因為已經預料到他們會很害怕
[00:06:12.000 --> 00:06:13.000]  不用怕
[00:06:13.000 --> 00:06:16.000]  但是仍然聽完這些話
[00:06:16.000 --> 00:06:18.000]  他們仍然是
[00:06:18.000 --> 00:06:20.000]  在墳墓裏面立刻走出來
[00:06:20.000 --> 00:06:24.000]  其實第八節說又發抖又驚訝
[00:06:24.000 --> 00:06:27.000]  都不敢講給人聽
[00:06:27.000 --> 00:06:30.000]  因為他們害怕
[00:06:30.000 --> 00:06:32.000]  但是當然剛才我說
[00:06:32.000 --> 00:06:36.000]  他們慢慢靜下來又想起
[00:06:36.000 --> 00:06:39.000]  耶穌基督曾經講過的事情
[00:06:39.000 --> 00:06:41.000]  一天他都會復活
[00:06:41.000 --> 00:06:44.000]  一天他會成就新的事情
[00:06:44.000 --> 00:06:47.000]  他們慢慢慢慢去想起這些話
[00:06:47.000 --> 00:06:50.000]  而他們看到這樣的情景
[00:06:50.000 --> 00:06:54.000]  他們開始相信耶穌基督已經復活了
[00:06:54.000 --> 00:06:58.000]  他們開始會按照天使所講
[00:06:58.000 --> 00:07:01.000]  將消息講給耶穌的門徒
[00:07:01.000 --> 00:07:02.000]  彼得約翰等等
[00:07:02.000 --> 00:07:05.000]  同時他們都很希望
[00:07:05.000 --> 00:07:08.000]  能夠見到復活主
[00:07:08.000 --> 00:07:13.000]  但是究竟復活主又能不能夠找回呢
[00:07:13.000 --> 00:07:15.000]  他們會不會想
[00:07:15.000 --> 00:07:17.000]  耶穌復活了
[00:07:17.000 --> 00:07:19.000]  有新的面貌呢
[00:07:19.000 --> 00:07:20.000]  更加年輕呢
[00:07:20.000 --> 00:07:23.000]  或者是更加年老了呢
[00:07:23.000 --> 00:07:26.000]  或者是形容了不同的樣子呢
[00:07:26.000 --> 00:07:28.000]  就算是同一個樣子
[00:07:28.000 --> 00:07:30.000]  究竟怎樣認得
[00:07:30.000 --> 00:07:35.000]  真真正正已經從死裏面復活的耶穌
[00:07:35.000 --> 00:07:38.000]  或者他們覺得都不是問題
[00:07:38.000 --> 00:07:42.000]  都是平時那個耶穌
[00:07:42.000 --> 00:07:46.000]  但是對於我們今天來說
[00:07:46.000 --> 00:07:51.000]  我們是不是同樣認出復活的主呢
[00:07:51.000 --> 00:07:53.000]  所以在另一方面我說
[00:07:53.000 --> 00:07:56.000]  是不是真的認出復活的主呢
[00:07:56.000 --> 00:07:59.000]  天使就邀請他們說
[00:07:59.000 --> 00:08:01.000]  不要緊
[00:08:01.000 --> 00:08:02.000]  在第七節說
[00:08:02.000 --> 00:08:05.000]  到時候你去返加利利
[00:08:05.000 --> 00:08:06.000]  見那些門徒
[00:08:06.000 --> 00:08:08.000]  在那裡會面
[00:08:08.000 --> 00:08:11.000]  那裡就會見到耶穌了
[00:08:11.000 --> 00:08:15.000]  耶穌會在那裡等他們
[00:08:15.000 --> 00:08:17.000]  但是其實
[00:08:17.000 --> 00:08:20.000]  我說能不能夠認出耶穌
[00:08:20.000 --> 00:08:22.000]  意思是
[00:08:22.000 --> 00:08:26.000]  我們首先要承認
[00:08:26.000 --> 00:08:30.000]  耶穌已經曾經死過
[00:08:30.000 --> 00:08:34.000]  但是他也不是停留在一個墳墓裏面
[00:08:34.000 --> 00:08:36.000]  不是以為我們覺得
[00:08:36.000 --> 00:08:39.000]  他應該留在那個地方裏面
[00:08:39.000 --> 00:08:41.000]  耶穌去的地方
[00:08:41.000 --> 00:08:45.000]  耶穌的生命是超越過我們所想像的
[00:08:45.000 --> 00:08:49.000]  是不受到我們的期望所限制的
[00:08:49.000 --> 00:08:51.000]  所以我們跟隨耶穌的人
[00:08:51.000 --> 00:08:54.000]  我們有時候會用自己的想法
[00:08:54.000 --> 00:08:56.000]  去塑造一位耶穌
[00:08:56.000 --> 00:08:58.000]  尤其是我們今天
[00:08:58.000 --> 00:09:01.000]  在耶穌基督已經復活了
[00:09:01.000 --> 00:09:04.000]  超過二千年的時間裏面
[00:09:04.000 --> 00:09:06.000]  我們可能會停留在
[00:09:06.000 --> 00:09:09.000]  一個我們知識的層面裏面
[00:09:09.000 --> 00:09:15.000]  停留在一個我們以為耶穌的形象裏面
[00:09:15.000 --> 00:09:17.000]  我們所知道
[00:09:17.000 --> 00:09:20.000]  或者我們所領受到的
[00:09:20.000 --> 00:09:22.000]  但是我相信
[00:09:22.000 --> 00:09:25.000]  是超越我們的期望
[00:09:25.000 --> 00:09:27.000]  超越我們所理解的
[00:09:27.000 --> 00:09:29.000]  正如當時這班婦女
[00:09:29.000 --> 00:09:31.000]  她們面對的情況
[00:09:31.000 --> 00:09:33.000]  既害怕又興奮
[00:09:33.000 --> 00:09:37.000]  因為已經超越了她們所想像
[00:09:37.000 --> 00:09:41.000]  問題是我們是否能夠認出
[00:09:41.000 --> 00:09:44.000]  這位已經復活了的耶穌呢?
[00:09:44.000 --> 00:09:48.000]  事實上當時有一班門徒
[00:09:48.000 --> 00:09:51.000]  見到耶穌已經死了
[00:09:51.000 --> 00:09:54.000]  埋葬在墳墓裏
[00:09:54.000 --> 00:09:56.000]  她們是很沮喪的
[00:09:56.000 --> 00:09:59.000]  她們去到耶路撒冷看到這個情況
[00:09:59.000 --> 00:10:05.000]  去到這個受苦的現場看到
[00:10:05.000 --> 00:10:08.000]  現在已經散去
[00:10:08.000 --> 00:10:11.000]  好像沒有希望了
[00:10:11.000 --> 00:10:14.000]  好像一隊球隊
[00:10:14.000 --> 00:10:17.000]  踢世界盃進入決賽
[00:10:17.000 --> 00:10:19.000]  那個國家已經輸了
[00:10:19.000 --> 00:10:23.000]  那些觀眾是很失望
[00:10:23.000 --> 00:10:25.000]  回到自己的家裏
[00:10:25.000 --> 00:10:27.000]  很沮喪
[00:10:27.000 --> 00:10:31.000]  二萬五師的路上
[00:10:31.000 --> 00:10:33.000]  又有兩個這樣的門徒
[00:10:33.000 --> 00:10:37.000]  她們很沮喪離開這個地方
[00:10:37.000 --> 00:10:40.000]  她們沮喪到
