
[00:00:00.000 --> 00:00:02.140]  多謝師父讓我們聽神的導演宣揚
[00:00:02.140 --> 00:00:03.480]  宣揚同心的禱告
[00:00:03.480 --> 00:00:06.560]  你們也讓我們聽神的導演宣揚同心禱告
[00:00:06.560 --> 00:00:09.060]  我們親愛的父神多謝你
[00:00:09.060 --> 00:00:11.420]  讓我們能夠再次來到你的根前
[00:00:11.420 --> 00:00:13.060]  去聆聽你的話語
[00:00:13.060 --> 00:00:16.660]  讓你的獨生兒子耶穌基督的救恩
[00:00:16.660 --> 00:00:20.380]  怎樣在地上隨著聖靈的引導
[00:00:20.380 --> 00:00:26.500]  去活在一個忠信於主你的門徒的身上
[00:00:27.060 --> 00:00:31.060]  後來他的見證 保羅 使徒保羅的見證
[00:00:31.060 --> 00:00:35.140]  能夠成為我們一個很好的學校的榜樣
[00:00:35.140 --> 00:00:37.660]  知道我們在這個地上怎樣活
[00:00:37.660 --> 00:00:40.260]  往一個甚麼方向去走
[00:00:40.260 --> 00:00:42.380]  我們親愛的父神多謝你
[00:00:42.380 --> 00:00:46.620]  再次讓我們有這樣的憂鬱
[00:00:46.620 --> 00:00:49.520]  使我們能夠來到你的根前
[00:00:49.520 --> 00:00:51.860]  再次聆聽你的話語
[00:00:51.860 --> 00:00:53.420]  使我們明白到
[00:00:53.420 --> 00:00:58.580]  你愛著耶穌基督他所承受的救恩
[00:00:58.580 --> 00:01:00.940]  人 屬於主你的人
[00:01:00.940 --> 00:01:02.420]  每個使徒 門徒
[00:01:02.420 --> 00:01:06.180]  是在地上隨著聖靈來活
[00:01:06.180 --> 00:01:08.020]  我們再次先聲感謝
[00:01:08.020 --> 00:01:10.940]  讓我們好好掌握在當中的教訓
[00:01:10.940 --> 00:01:14.860]  使我們生命完全在主你的引導當中
[00:01:14.860 --> 00:01:16.660]  直奔到永恆當中
[00:01:16.660 --> 00:01:19.100]  我們禱告 供主耶穌的名球
[00:01:19.100 --> 00:01:20.420]  Amen
[00:01:21.860 --> 00:01:24.540]  上個禮拜 或者上一堂的講道裏面
[00:01:24.540 --> 00:01:26.420]  我們講了第一部份
[00:01:26.420 --> 00:01:29.460]  怎樣去抵禦一些直接對信仰的衝擊
[00:01:29.460 --> 00:01:30.420]  第一講
[00:01:30.420 --> 00:01:31.540]  上一堂講到了
[00:01:31.540 --> 00:01:32.740]  我們講的第一部份
[00:01:32.740 --> 00:01:35.220]  是如何抵禦直接的信仰的衝擊
[00:01:35.220 --> 00:01:40.660]  就是首先怎樣去識破人那種誣告的狀況
[00:01:40.660 --> 00:01:43.860]  怎樣識破人的誣告的一些狀況
[00:01:43.860 --> 00:01:45.820]  來到今天 我們接著去看一下
[00:01:45.820 --> 00:01:50.060]  保羅怎樣去回應這個直接的衝擊
[00:01:50.060 --> 00:01:53.340]  今天就看保羅是怎樣回應
[00:01:53.340 --> 00:01:58.900]  其實在聖經裏面有很多這樣的學習
[00:01:58.900 --> 00:02:01.140]  其實有很多是可以學習的
[00:02:01.140 --> 00:02:02.500]  目的只有一個
[00:02:02.500 --> 00:02:03.340]  目的只有一個
[00:02:03.340 --> 00:02:08.180]  讓我們怎樣繼續往永恆走這段道路的期間
[00:02:08.180 --> 00:02:10.860]  讓我們在走永恆這條路的期間
[00:02:10.860 --> 00:02:13.900]  既好好保守我們自己的信
[00:02:13.900 --> 00:02:15.980]  既好好地保護自己的信
[00:02:15.980 --> 00:02:18.860]  也都能夠同時怎樣作好見證
[00:02:18.860 --> 00:02:20.580]  也能同時作很好的見證
[00:02:20.580 --> 00:02:23.740]  這個兩層的一個工作果效
[00:02:23.740 --> 00:02:25.620]  這兩層工作的果效
[00:02:25.620 --> 00:02:28.900]  往往就是藉著一些的場合
[00:02:28.900 --> 00:02:30.500]  往往是藉著一些場合
[00:02:30.500 --> 00:02:33.260]  給我們能夠有這樣的見證的機會
[00:02:33.260 --> 00:02:35.100]  給我們有一些見證的機會
[00:02:35.100 --> 00:02:36.620]  來到今天我們去看
[00:02:36.620 --> 00:02:39.820]  《司徒函經》第24章第10節開始的經文
[00:02:39.820 --> 00:02:43.460]  今天我們來看《水路經》第24章10節的經文
[00:02:43.460 --> 00:02:45.580]  我們之前已經聽過
[00:02:45.580 --> 00:02:47.900]  一班猶太人的長老
[00:02:47.900 --> 00:02:51.060]  他們怎樣去運用法律
[00:02:51.060 --> 00:02:53.660]  之前我們看到那些猶太的長老
[00:02:53.660 --> 00:02:54.860]  怎麼利用一些法律
[00:02:54.860 --> 00:02:57.660]  希望對保羅作出攻擊
[00:02:57.660 --> 00:02:59.660]  希望對保羅作出攻擊
[00:02:59.660 --> 00:03:01.580]  而他們的手法
[00:03:01.580 --> 00:03:02.700]  而他們的手法
[00:03:02.700 --> 00:03:05.300]  甚至是希望帶領一些
[00:03:05.300 --> 00:03:07.100]  當時在這段的經文裏面
[00:03:07.100 --> 00:03:09.420]  一個很重要的官
[00:03:09.420 --> 00:03:11.780]  希望能帶給這個經文當中這個官
[00:03:11.780 --> 00:03:13.380]  他的名字叫做「斐力斯」
[00:03:13.380 --> 00:03:14.660]  他的名字叫做「斐力斯」
[00:03:14.660 --> 00:03:19.580]  讓他跌入這班猶太人長老的陷阱
[00:03:19.580 --> 00:03:23.020]  讓他跌進這些猶太長老社的陷阱裏
[00:03:23.020 --> 00:03:26.260]  換句話說法律在這個世界現在是很普遍的
[00:03:26.260 --> 00:03:29.460]  玩弄法律是一個在世上很普遍的
[00:03:29.460 --> 00:03:33.380]  很多人利用他的所謂法律的權利
[00:03:33.380 --> 00:03:35.540]  很多人利用法律的權利
[00:03:35.540 --> 00:03:37.820]  去謀取自己的利益
[00:03:37.820 --> 00:03:40.100]  去謀取自己的利益
[00:03:40.100 --> 00:03:44.900]  特別我相信上帝給我有很多不同的經歷經驗
[00:03:44.900 --> 00:03:47.580]  我相信上帝給了我很多的經歷
[00:03:47.580 --> 00:03:49.780]  就發現到很多人其實
[00:03:49.780 --> 00:03:51.780]  你看他以為他好人好者
[00:03:51.780 --> 00:03:54.780]  其實原來他們是用很多方法
[00:03:54.780 --> 00:03:57.900]  去謀取自己的利益
[00:03:57.900 --> 00:04:00.020]  你看有些人表面上很好
[00:04:00.020 --> 00:04:02.460]  其實他是在謀取自己的利益
[00:04:02.460 --> 00:04:06.460]  並且我們可以說他們的謀取方法是合法的謀取
[00:04:06.460 --> 00:04:10.020]  而且他的謀取利益的方法是合法的
[00:04:10.020 --> 00:04:12.300]  好像在加拿大裡面
[00:04:12.300 --> 00:04:13.460]  在加拿大
[00:04:13.460 --> 00:04:15.220]  大家知不知道呢?
[00:04:15.220 --> 00:04:16.140]  大家知道嗎?
[00:04:16.140 --> 00:04:17.540]  加拿大是一個什麼樣的社會呢?
[00:04:17.540 --> 00:04:19.900]  很多人都說這個國家很落後啊
[00:04:19.900 --> 00:04:21.380]  怎樣怎樣怎樣
[00:04:21.380 --> 00:04:23.020]  加拿大是一個什麼樣的社會呢?
[00:04:23.020 --> 00:04:24.580]  它是很落後嗎?
[00:04:24.580 --> 00:04:26.980]  我們的加拿大政府是怎樣蠢的?
[00:04:26.980 --> 00:04:29.180]  在加拿大的政府又怎樣愚蠢呢?
[00:04:29.180 --> 00:04:31.380]  這些都不是我們討論的焦點
[00:04:31.380 --> 00:04:32.660]  這些不是我們討論的焦點
[00:04:32.660 --> 00:04:36.660]  不過在原本加拿大立國的時候
[00:04:36.660 --> 00:04:38.900]  在原本加拿大立國的時候
[00:04:38.900 --> 00:04:44.340]  加拿大立國的原本那一批的領袖呢?
[00:04:44.340 --> 00:04:47.860]  當時加拿大立國的那些領袖呢?
[00:04:47.860 --> 00:04:50.060]  他們其實對於國家的國民
[00:04:50.060 --> 00:04:53.980]  是帶著一種很慈悲的態度去對待
[00:04:53.980 --> 00:04:57.060]  他對國家的國民有一種慈悲的態度
[00:04:57.060 --> 00:04:58.420]  如果大家留意到
[00:04:58.420 --> 00:05:02.220]  在加拿大其實有很多不同的層次的幫助
[00:05:02.220 --> 00:05:04.660]  是幫助我們這個國家的子民
[00:05:04.660 --> 00:05:07.660]  在加拿大有很多不同層次的幫助
[00:05:07.660 --> 00:05:08.700]  就是幫助他的子民
[00:05:08.700 --> 00:05:12.940]  譬如如果你是一個家庭
[00:05:12.940 --> 00:05:14.700]  又不是很高收入的
[00:05:14.700 --> 00:05:16.740]  譬如你家庭不是很高的收入
[00:05:16.740 --> 00:05:21.580]  在加拿大就有很多不同層次的福利去幫助你
[00:05:21.580 --> 00:05:24.260]  加拿大有很多不同層次的福利去幫助你
[00:05:24.260 --> 00:05:27.420]  希望這些福利能夠幫助你渡過難關
[00:05:27.420 --> 00:05:29.900]  希望這些福利能夠幫助你渡過難關
[00:05:29.900 --> 00:05:33.860]  或者是提供一些幫助減輕你的負擔
[00:05:33.860 --> 00:05:35.540]  或者說減輕你的負擔
[00:05:35.540 --> 00:05:37.700]  最近我就認識了一樣東西
[00:05:37.700 --> 00:05:39.460]  最近我就認識了一樣東西
[00:05:39.460 --> 00:05:42.900]  在加拿大原來有一樣東西叫做
[00:05:42.900 --> 00:05:47.220]  雙殘的退稅優惠
[00:05:47.220 --> 00:05:50.900]  在加拿大有一個叫殘疾的退稅優惠
[00:05:50.900 --> 00:05:53.740]  英文叫Disability Tax Credit
[00:05:53.740 --> 00:05:55.300]  不知道大家有沒有聽過
[00:05:55.300 --> 00:05:57.020]  不知道有沒有聽過
[00:05:57.020 --> 00:06:00.900]  這種退稅其實本身是一種
[00:06:00.900 --> 00:06:03.660]  non-refundable tax credit
[00:06:03.660 --> 00:06:05.660]  不是直接把錢給你
[00:06:05.660 --> 00:06:08.580]  這個退稅不是說把錢直接給你
[00:06:08.580 --> 00:06:12.540]  而是鼓勵你如果你在有工作的情況之下
[00:06:12.540 --> 00:06:14.540]  而是鼓勵你在工作的情況下
[00:06:14.540 --> 00:06:18.700]  但是你家裏有一些傷殘的人士需要幫助的
[00:06:18.700 --> 00:06:20.900]  家裏有傷殘人士需要幫助
[00:06:20.900 --> 00:06:24.940]  政府為了減輕你的壓力
[00:06:24.940 --> 00:06:26.980]  政府為了幫助你減輕壓力
[00:06:26.980 --> 00:06:29.340]  於是就說將這個津貼
[00:06:29.340 --> 00:06:31.300]  如果你能夠證明到
[00:06:31.300 --> 00:06:34.460]  醫生證明到你是一個傷殘人士的家庭
[00:06:34.460 --> 00:06:39.460]  如果有醫生證明你是有傷殘人士的家庭
[00:06:39.460 --> 00:06:43.180]  政府就可以提供八千七百多元的退稅給你
[00:06:43.180 --> 00:06:45.340]  政府就會提供八千多塊錢的退稅
[00:06:45.340 --> 00:06:46.340]  最多
[00:06:46.340 --> 00:06:46.980]  最多
[00:06:46.980 --> 00:06:47.580]  OK
[00:06:47.580 --> 00:06:50.500]  扣稅 應該是扣稅
[00:06:50.500 --> 00:06:51.820]  結果如何呢
[00:06:51.820 --> 00:06:52.780]  結果呢
[00:06:52.780 --> 00:06:55.020]  如果你是真的有工作的
[00:06:55.020 --> 00:06:56.100]  如果你真有工作
[00:06:56.100 --> 00:06:57.300]  你又有交稅的
[00:06:57.300 --> 00:06:58.180]  你有付稅
[00:06:58.180 --> 00:06:59.820]  但是政府見到有需要
[00:06:59.820 --> 00:07:00.700]  政府有需要
[00:07:00.700 --> 00:07:02.500]  於是乎
[00:07:02.500 --> 00:07:06.060]  政府就說可以用這些退稅減低你要交的稅
[00:07:06.060 --> 00:07:10.260]  政府就將這些可以減輕你交的稅
[00:07:10.260 --> 00:07:12.180]  可能你就會多一些退稅了
[00:07:12.180 --> 00:07:14.860]  所以你就會有多一些退稅
[00:07:14.860 --> 00:07:16.740]  但是結局如何呢
[00:07:16.740 --> 00:07:18.100]  結局如何呢
[00:07:18.100 --> 00:07:19.540]  結局
[00:07:19.540 --> 00:07:21.140]  竟然在加拿大
[00:07:21.140 --> 00:07:22.260]  竟然在加拿大
[00:07:22.260 --> 00:07:24.220]  我都是最近看新聞才知道的
[00:07:24.220 --> 00:07:25.820]  我最近看新聞才知道
[00:07:25.820 --> 00:07:27.140]  有兩間的公司
[00:07:27.140 --> 00:07:28.260]  至少有兩間
[00:07:28.260 --> 00:07:30.220]  至少有兩間公司
[00:07:30.220 --> 00:07:32.540]  他們就開始出來說
[00:07:32.540 --> 00:07:35.740]  我幫任何有傷殘的人申請
[00:07:35.740 --> 00:07:38.340]  我幫任何有傷殘人士申請
[00:07:38.340 --> 00:07:39.980]  因為他們的出現
[00:07:39.980 --> 00:07:41.260]  因為他們的出現
[00:07:41.260 --> 00:07:46.180]  增加的申請率就增加了幾百倍
[00:07:46.180 --> 00:07:48.620]  申請率就增加了幾百倍
[00:07:48.620 --> 00:07:49.580]  那你可以想一下
[00:07:49.580 --> 00:07:51.420]  原本有幾萬人申請
[00:07:51.420 --> 00:07:53.980]  變成了幾百萬人申請
[00:07:53.980 --> 00:07:54.780]  你就會想一下
[00:07:54.780 --> 00:07:56.460]  原本是幾萬人申請
[00:07:56.460 --> 00:07:58.380]  現在忽然之間多出了幾倍
[00:07:58.380 --> 00:08:00.620]  他們的做法是怎麼樣呢
[00:08:00.620 --> 00:08:01.100]  他們是怎麼做的呢
[00:08:01.100 --> 00:08:02.220]  完全合法
[00:08:02.220 --> 00:08:03.060]  完全合法
[00:08:03.060 --> 00:08:04.460]  他說我幫你填一份表
[00:08:04.460 --> 00:08:05.420]  我幫你填表
[00:08:05.420 --> 00:08:06.700]  填了一份表之後
[00:08:06.700 --> 00:08:07.980]  填表之後
[00:08:07.980 --> 00:08:09.940]  每一份表我幫你填完之後
[00:08:09.940 --> 00:08:12.780]  申請就收你三百元至五百元
[00:08:12.780 --> 00:08:15.820]  每張表填了之後申請
[00:08:15.820 --> 00:08:18.580]  然後收起服務費三百塊
[00:08:18.580 --> 00:08:19.620]  之後怎麼樣呢
[00:08:19.620 --> 00:08:21.620]  如果以後你有退稅的呢
[00:08:21.620 --> 00:08:22.860]  如果以後有退稅的
[00:08:22.860 --> 00:08:24.060]  你要跟我簽約
[00:08:24.060 --> 00:08:25.020]  你就跟我簽約
[00:08:25.020 --> 00:08:28.700]  然後將你的退稅的百分之三十交給我
[00:08:28.700 --> 00:08:31.500]  將退稅的百分之三十交給我
[00:08:31.500 --> 00:08:34.620]  很多人都這樣落了這樣的陷阱
[00:08:34.620 --> 00:08:36.460]  很多人就落了這樣的陷阱裡
[00:08:36.460 --> 00:08:37.740]  全部合法
[00:08:37.740 --> 00:08:38.460]  全部合法
[00:08:38.460 --> 00:08:39.740]  不過
[00:08:39.740 --> 00:08:40.260]  不過呢
[00:08:40.260 --> 00:08:43.780]  所有那些家庭不知道一件事
[00:08:43.780 --> 00:08:45.700]  家庭不知道一件事
[00:08:45.700 --> 00:08:46.500]  原來
[00:08:46.500 --> 00:08:47.180]  原來呢
[00:08:47.180 --> 00:08:48.580]  他們拿的錢
[00:08:48.580 --> 00:08:49.260]  他們拿的錢
[00:08:49.260 --> 00:08:51.500]  其實根本就是你原本自己的錢
[00:08:51.500 --> 00:08:52.900]  根本就是你自己的錢
[00:08:52.900 --> 00:08:54.180]  因為那些錢是你退稅
[00:08:54.180 --> 00:08:56.020]  原本你交了稅拿回來
[00:08:56.020 --> 00:08:57.700]  原本是你交的稅拿回來
[00:08:57.700 --> 00:08:59.300]  結果很多人怎麼樣呢
[00:08:59.300 --> 00:09:00.740]  結果很多人呢
[00:09:00.740 --> 00:09:02.700]  不單止一毛錢都收不到
[00:09:02.700 --> 00:09:04.220]  不單止一毛錢都收不到
[00:09:04.220 --> 00:09:05.780]  而且他還投訴
[00:09:05.780 --> 00:09:06.380]  還投訴
[00:09:06.380 --> 00:09:07.660]  加拿大政府
[00:09:07.660 --> 00:09:08.020]  加拿大政府
[00:09:08.020 --> 00:09:09.020]  偷了他們的錢
[00:09:09.020 --> 00:09:09.820]  偷了他們的錢
[00:09:09.820 --> 00:09:10.620]  第一姐妹
[00:09:10.620 --> 00:09:12.740]  為什麼我用這個例子來跟大家說呢
[00:09:12.740 --> 00:09:14.620]  為什麼我用這個例子來跟大家講呢
[00:09:14.620 --> 00:09:17.660]  我們剛剛在看的《仕途人傳》第二十四章就是這樣了
[00:09:17.660 --> 00:09:19.620]  我們看到《使徒行傳》二十四章就是這樣
[00:09:19.620 --> 00:09:27.780]  大祭司阿娜尼亞帶了幾個長老和一個律師來換弄法律
[00:09:27.780 --> 00:09:27.780]  大祭司阿娜尼亞帶了幾個長老和律師來換弄法律
[00:09:27.780 --> 00:09:33.860]  大祭司阿娜尼亞帶了幾個長老和律師來換弄法律
[00:09:33.860 --> 00:09:39.100]  希望利用法律陷菲律斯不義
[00:09:39.100 --> 00:09:42.420]  希望利用法律陷菲律斯不義
[00:09:42.420 --> 00:09:43.580]  我們不再講上文了
[00:09:43.580 --> 00:09:43.580]  我們不再講上文了
[00:09:43.580 --> 00:09:45.580]  他們怎樣去擦鞋的事情
[00:09:45.580 --> 00:09:46.380]  我們不講上文
[00:09:46.380 --> 00:09:48.020]  他們如何去拍馬屁
[00:09:48.020 --> 00:09:53.180]  但基本上這班大祭司原本是有上帝律法的人
[00:09:53.180 --> 00:09:53.220]  但基本上這班大祭司原本是有上帝律法的人
[00:09:53.220 --> 00:09:55.940]  但基本上這班大祭司原本是有上帝律法的人
[00:09:55.940 --> 00:10:00.340]  他們利用自己宗教的律法不能陷保羅於不義
[00:10:00.340 --> 00:10:00.380]  他們利用自己宗教的律法不能陷保羅於不義
[00:10:00.380 --> 00:10:03.220]  他們利用自己宗教的律法不能陷保羅於不義
[00:10:03.220 --> 00:10:03.220]  於是就用羅馬人的法律來陷保羅於不義
