
[00:00:00.000 --> 00:00:05.260]  我們今天繼續直著聆聽神的話語去敬拜神
[00:00:05.260 --> 00:00:10.340]  在今天的講題叫做「勝過世界的人」
[00:00:10.340 --> 00:00:13.040]  《約翰一書》的五章一到四節
[00:00:13.040 --> 00:00:16.240]  我們再讀第四和第五節一次
[00:00:16.240 --> 00:00:17.800]  第四和第五節
[00:00:17.800 --> 00:00:18.800]  預備起
[00:00:18.800 --> 00:00:21.280]  因為凡從神生的
[00:00:21.280 --> 00:00:22.960]  就勝過世界
[00:00:22.960 --> 00:00:25.280]  使我們勝過世界的
[00:00:25.280 --> 00:00:27.380]  就是我們的信心
[00:00:27.380 --> 00:00:29.960]  勝過世界的是誰呢?
[00:00:29.960 --> 00:00:33.980]  「不就是那信耶穌是神兒子的嗎?」
[00:00:33.980 --> 00:00:35.800]  我們一起來禱告
[00:00:35.800 --> 00:00:40.560]  天父上帝我們感謝祢
[00:00:40.560 --> 00:00:44.360]  因為祢使我們勝過世界
[00:00:44.360 --> 00:00:46.960]  我們憑這個信
[00:00:46.960 --> 00:00:48.260]  得以
[00:00:48.260 --> 00:00:49.840]  可以
[00:00:49.840 --> 00:00:53.280]  從黑暗的角度
[00:00:53.280 --> 00:00:56.060]  被遷移到光明的角度
[00:00:56.060 --> 00:00:58.160]  我們成為神的兒女
[00:00:58.480 --> 00:01:00.760]  我們能夠勝過世界
[00:01:00.760 --> 00:01:02.040]  就是因為這個信
[00:01:02.040 --> 00:01:04.280]  主求祢幫助我們
[00:01:04.280 --> 00:01:07.880]  今天我們面對世界很多的挑戰
[00:01:07.880 --> 00:01:11.380]  真的,我們很多人都不感受到
[00:01:11.380 --> 00:01:12.880]  我們的德性
[00:01:12.880 --> 00:01:16.700]  我們經常都會遇到讓我們很沮喪的事
[00:01:16.700 --> 00:01:19.460]  遇到令我們很不安的事
[00:01:19.460 --> 00:01:21.620]  甚至我們會很灰心
[00:01:21.620 --> 00:01:24.240]  我們顯現出這個德性
[00:01:24.240 --> 00:01:26.040]  主求祢幫助我們
[00:01:26.040 --> 00:01:28.600]  讓我們明白祢已經德性
[00:01:28.600 --> 00:01:30.980]  明白我們都是德性的人
[00:01:30.980 --> 00:01:33.200]  我們已經勝過世界
[00:01:33.200 --> 00:01:36.800]  主求祢的靈引導我們明白這個真理
[00:01:36.800 --> 00:01:38.100]  多謝你聽我們祈禱
[00:01:38.100 --> 00:01:39.500]  奉耶穌基督的聖名
[00:01:39.500 --> 00:01:40.500]  阿們
[00:01:40.500 --> 00:01:43.140]  各位姐妹,說到德性
[00:01:43.140 --> 00:01:47.080]  不知道你有沒有覺得你是一個基督徒已經德性呢?
[00:01:47.080 --> 00:01:51.080]  我在這裡做一點調查
[00:01:51.080 --> 00:01:53.780]  如果你覺得你很德性
[00:01:53.780 --> 00:01:56.760]  你覺得主已經德性
[00:01:56.760 --> 00:02:00.460]  總之你整個人生都很有關智慧的感覺
[00:02:00.460 --> 00:02:02.080]  知不知道關智慧的英文名字是什麼呢?
[00:02:02.080 --> 00:02:03.580]  Victor
[00:02:03.580 --> 00:02:05.220]  有一個Victor
[00:02:05.220 --> 00:02:07.120]  他有一個德性者的感覺
[00:02:07.120 --> 00:02:09.120]  我已經贏了
[00:02:09.120 --> 00:02:12.980]  好像一個世界冠軍
[00:02:12.980 --> 00:02:14.440]  就算過氣了
[00:02:14.440 --> 00:02:15.440]  我贏過
[00:02:15.440 --> 00:02:17.640]  我是一個德性者
[00:02:17.640 --> 00:02:19.780]  有些人說人生贏家
[00:02:19.780 --> 00:02:24.420]  其實聖經說基督徒的人生就是人生贏家
[00:02:24.420 --> 00:02:27.420]  德性就是贏家的意思
[00:02:27.420 --> 00:02:29.420]  勝利征服
[00:02:29.420 --> 00:02:32.920]  聽說以前有個偉大的君王說
[00:02:32.920 --> 00:02:34.920]  我來到,我看見
[00:02:34.920 --> 00:02:35.920]  什麼?
[00:02:35.920 --> 00:02:36.920]  我征服
[00:02:36.920 --> 00:02:38.320]  很威猛
[00:02:38.320 --> 00:02:39.320]  但是
[00:02:39.320 --> 00:02:42.920]  很多時候基督徒不覺得自己是人生贏家
[00:02:42.920 --> 00:02:44.120]  那我問一下
[00:02:44.120 --> 00:02:46.120]  如果你覺得你是一點點贏家
[00:02:46.120 --> 00:02:48.120]  那你輕輕拍一下
[00:02:48.120 --> 00:02:50.120]  如果你是
[00:02:50.120 --> 00:02:52.120]  如果你覺得你是中廷的
[00:02:52.120 --> 00:02:53.120]  都是贏家的
[00:02:53.120 --> 00:02:54.620]  都是德性的
[00:02:54.620 --> 00:02:56.120]  但是如果你覺得你真的
[00:02:56.120 --> 00:02:58.620]  好像約翰利奧第四節第五節說
[00:02:58.620 --> 00:03:01.620]  我們所有信主的人都已經勝過了世界
[00:03:01.620 --> 00:03:03.620]  那你拍大聲一點
[00:03:03.620 --> 00:03:05.620]  預備,1,2,3
[00:03:05.620 --> 00:03:09.120]  那個贏很多
[00:03:09.120 --> 00:03:11.120]  不是因為那兩千元
[00:03:11.120 --> 00:03:16.120]  為什麼我們經常都不覺得
[00:03:16.120 --> 00:03:19.120]  不是很多基督徒覺得自己已經是德性
[00:03:19.120 --> 00:03:21.120]  那怎麼看到呢?
[00:03:21.120 --> 00:03:24.120]  因為我們不是經常聽到很多人說感恩
[00:03:24.120 --> 00:03:25.120]  讚美
[00:03:25.120 --> 00:03:28.120]  如果你經常都覺得自己在主裡面是德性
[00:03:28.120 --> 00:03:30.120]  你會有很多感恩
[00:03:30.120 --> 00:03:32.120]  甚至很多讚美
[00:03:32.120 --> 00:03:34.120]  所以有時候我們說
[00:03:34.120 --> 00:03:36.120]  我們基督徒要多點讚美
[00:03:36.120 --> 00:03:39.120]  不唱詩歌的時候我們會不會讚美呢?
[00:03:39.120 --> 00:03:42.120]  不是在祈禱會有人引導你去感恩
[00:03:42.120 --> 00:03:44.120]  你不會懂得感恩
[00:03:44.120 --> 00:03:45.620]  其實很容易看到的
[00:03:45.620 --> 00:03:50.120]  如果你心裡面明白神的恩典
[00:03:50.120 --> 00:03:52.120]  就是你知道
[00:03:52.120 --> 00:03:54.120]  你明白神的恩
[00:03:54.120 --> 00:03:55.120]  你明白恩
[00:03:55.120 --> 00:03:56.120]  你就會感恩
[00:03:56.120 --> 00:03:57.120]  有時候我們不懂得感恩
[00:03:57.120 --> 00:03:58.120]  因為我們不明白
[00:03:58.120 --> 00:04:00.120]  原來神有很多恩典在我們身上
[00:04:00.120 --> 00:04:01.120]  不明白
[00:04:01.120 --> 00:04:02.120]  收不到
[00:04:02.120 --> 00:04:03.120]  就不懂得感恩
[00:04:03.120 --> 00:04:05.120]  又或者你沒有經歷神
[00:04:05.120 --> 00:04:07.120]  你看不到神在你身上的工作
[00:04:07.120 --> 00:04:08.120]  你不懂得讚美
[00:04:08.120 --> 00:04:10.120]  哇,神真是奇妙
[00:04:10.120 --> 00:04:13.120]  原來神有一個美意在這裡
[00:04:13.120 --> 00:04:15.120]  有很多東西
[00:04:15.120 --> 00:04:17.120]  我們過後才會明白
[00:04:17.120 --> 00:04:19.120]  或者當我們有醒覺
[00:04:19.120 --> 00:04:21.120]  神好像開我們的眼一樣
[00:04:21.120 --> 00:04:24.120]  我們就懂得讚美神
[00:04:24.120 --> 00:04:28.120]  原來神已經樣樣都計算在內
[00:04:28.120 --> 00:04:30.120]  感恩、讚美
[00:04:30.120 --> 00:04:32.120]  是其中一個德性者
[00:04:32.120 --> 00:04:34.120]  就是生命的表現
[00:04:34.120 --> 00:04:36.120]  我又說回
[00:04:36.120 --> 00:04:38.120]  為什麼我們經常都覺得
[00:04:38.120 --> 00:04:40.120]  沒有一種德性的感受
[00:04:40.120 --> 00:04:42.120]  或者那種意識
[00:04:42.120 --> 00:04:44.120]  因為多數我們是看環境
[00:04:44.120 --> 00:04:46.120]  你知道現在世界
[00:04:46.120 --> 00:04:47.120]  有很多基督徒
[00:04:47.120 --> 00:04:49.120]  有很多的試探與挑戰
[00:04:49.120 --> 00:04:52.120]  越來越多的地方
[00:04:52.120 --> 00:04:54.120]  是抗拒基督教
[00:04:54.120 --> 00:04:56.120]  因為很多時候和政治掛鉤
[00:04:56.120 --> 00:05:00.120]  會將國際不同的列強勢力
[00:05:00.120 --> 00:05:03.120]  和信仰掛鉤
[00:05:03.120 --> 00:05:04.120]  無可避免地
[00:05:04.120 --> 00:05:05.120]  很多人會覺得
[00:05:05.120 --> 00:05:10.120]  基督教好像成為了某些國家的工具
[00:05:10.120 --> 00:05:11.120]  但是對我們來說
[00:05:11.120 --> 00:05:12.120]  我們真的看聖經
[00:05:12.120 --> 00:05:13.120]  真的信耶穌
[00:05:13.120 --> 00:05:14.120]  我們知道
[00:05:14.120 --> 00:05:16.120]  我們基督教信仰
[00:05:16.120 --> 00:05:19.120]  我們不受這些東西影響
[00:05:19.120 --> 00:05:22.120]  我們信天上的神
[00:05:22.120 --> 00:05:25.120]  今天我們面對一個
[00:05:25.120 --> 00:05:26.120]  做基督徒
[00:05:26.120 --> 00:05:28.120]  面對不少的試探和衝擊
[00:05:28.120 --> 00:05:30.120]  但我越來越覺得
[00:05:30.120 --> 00:05:31.120]  有一個更難的試探
[00:05:31.120 --> 00:05:33.120]  今天香港的教會都面對
[00:05:33.120 --> 00:05:36.120]  就是撒旦和世界
[00:05:36.120 --> 00:05:40.120]  他們會用對付虐白
[00:05:40.120 --> 00:05:44.120]  或衝擊虐白生命的信心
[00:05:44.120 --> 00:05:45.120]  同樣的挑戰
[00:05:45.120 --> 00:05:46.120]  是什麼呢?
[00:05:46.120 --> 00:05:50.120]  你知道撒旦和神說
[00:05:50.120 --> 00:05:52.120]  當上帝說
[00:05:52.120 --> 00:05:54.120]  你有沒有看到我的僕人虐白
[00:05:54.120 --> 00:05:57.120]  他的生命完全遠離惡事
[00:05:57.120 --> 00:06:01.120]  他是地上最完美的人
[00:06:01.120 --> 00:06:04.120]  虐白的被挑戰是什麼呢?
[00:06:04.120 --> 00:06:05.120]  撒旦說
[00:06:05.120 --> 00:06:07.120]  你試試將他的祝福
[00:06:07.120 --> 00:06:09.120]  將他的幸福拿走
[00:06:09.120 --> 00:06:11.120]  將他的健康拿走
[00:06:11.120 --> 00:06:13.120]  將他現在擁有的東西
