
[00:00:00.000 --> 00:00:03.000]  對上兩次的講到
[00:00:03.000 --> 00:00:07.000]  我還和大家在這個加拉太書
[00:00:07.000 --> 00:00:11.000]  就是今年我們教會的主題經文的出處
[00:00:11.000 --> 00:00:12.000]  就是這本加拉太書
[00:00:12.000 --> 00:00:15.000]  來看關乎聖靈的真理
[00:00:15.000 --> 00:00:18.000]  因為我們今年的教會主題是
[00:00:18.000 --> 00:00:20.000]  靠聖靈而行
[00:00:20.000 --> 00:00:22.000]  所以讓我們都能夠多
[00:00:22.000 --> 00:00:25.000]  去再思想一下聖靈的工作
[00:00:25.000 --> 00:00:27.000]  我們有很多時候看到
[00:00:27.000 --> 00:00:29.000]  《士堂傳》聖靈的作為
[00:00:29.000 --> 00:00:31.000]  我們今下半年
[00:00:31.000 --> 00:00:33.000]  特別多去思想一些
[00:00:33.000 --> 00:00:36.000]  關乎聖靈的真理和神學
[00:00:36.000 --> 00:00:39.000]  再對上一次
[00:00:39.000 --> 00:00:42.000]  就是和大家從約翰福音
[00:00:42.000 --> 00:00:45.000]  看聖靈的工作和教導
[00:00:45.000 --> 00:00:47.000]  我們再溫習一次聖經
[00:00:47.000 --> 00:00:49.000]  因為這次聖經都很重要
[00:00:49.000 --> 00:00:50.000]  我們一起讀一讀
[00:00:50.000 --> 00:00:53.000]  約翰福音14章16節
[00:00:53.000 --> 00:00:54.000]  請讀
[00:00:54.000 --> 00:00:59.000]  我要求父 父就另外賜給你們
[00:00:59.000 --> 00:01:01.000]  一位保衛師
[00:01:01.000 --> 00:01:05.000]  叫他永遠與你們同在
[00:01:05.000 --> 00:01:07.000]  我們上一個講道的時候
[00:01:07.000 --> 00:01:09.000]  已經詳細講過了
[00:01:09.000 --> 00:01:11.000]  所以今天簡單講一講
[00:01:11.000 --> 00:01:13.000]  所以只是這節經文
[00:01:13.000 --> 00:01:15.000]  我們看到這三個的衛格
[00:01:15.000 --> 00:01:16.000]  第一就是我
[00:01:16.000 --> 00:01:18.000]  我就是耶穌說的
[00:01:18.000 --> 00:01:20.000]  耶穌當時在約翰福音14章這裡
[00:01:20.000 --> 00:01:23.000]  說我要求父
[00:01:23.000 --> 00:01:26.000]  父就另外賜給你們一位
[00:01:26.000 --> 00:01:29.000]  有衛格的保衛師
[00:01:29.000 --> 00:01:31.000]  叫他永遠與你們同在
[00:01:31.000 --> 00:01:33.000]  請問這個保衛師
[00:01:33.000 --> 00:01:35.000]  根據上下文上次我們解釋過的
[00:01:35.000 --> 00:01:37.000]  是指什麼
[00:01:37.000 --> 00:01:38.000]  指聖靈
[00:01:38.000 --> 00:01:39.000]  所以這裡我們看到
[00:01:39.000 --> 00:01:40.000]  主耶穌求父
[00:01:40.000 --> 00:01:43.000]  父就另外差遣聖靈
[00:01:43.000 --> 00:01:45.000]  所以三二一的神
[00:01:45.000 --> 00:01:47.000]  聖父 聖子
[00:01:47.000 --> 00:01:48.000]  還有什麼
[00:01:48.000 --> 00:01:49.000]  聖靈
[00:01:49.000 --> 00:01:51.000]  所以另外一位保衛師
[00:01:51.000 --> 00:01:53.000]  或者這個就是
[00:01:53.000 --> 00:01:56.000]  不容易翻譯的一個名詞
[00:01:56.000 --> 00:02:00.000]  畫作訓衛師
[00:02:00.000 --> 00:02:03.000]  這位聖靈
[00:02:03.000 --> 00:02:05.000]  當主耶穌差遣
[00:02:05.000 --> 00:02:08.000]  給我們父差遣下來的時候
[00:02:08.000 --> 00:02:11.000]  他就永遠與信徒同在
[00:02:11.000 --> 00:02:13.000]  所以這個我們上一次都提過
[00:02:13.000 --> 00:02:15.000]  在舊約至新約
[00:02:15.000 --> 00:02:17.000]  發展的過程
[00:02:17.000 --> 00:02:19.000]  現在我們透過耶穌基督
[00:02:19.000 --> 00:02:21.000]  他已經得榮耀了
[00:02:21.000 --> 00:02:25.000]  他已經受死 復活 升天
[00:02:25.000 --> 00:02:29.000]  他就讓教會領受聖靈
[00:02:29.000 --> 00:02:31.000]  聖靈的普遍降臨
[00:02:31.000 --> 00:02:33.000]  在每一位信耶穌基督
[00:02:33.000 --> 00:02:37.000]  重生得救的基督徒的生命當中
[00:02:37.000 --> 00:02:40.000]  這裡提到保衛師
[00:02:40.000 --> 00:02:43.000]  有翻譯做counselor
[00:02:43.000 --> 00:02:44.000]  counselor就是
[00:02:44.000 --> 00:02:47.000]  他會幫助我們思考
[00:02:47.000 --> 00:02:49.000]  幫助我們去分析問題
[00:02:49.000 --> 00:02:52.000]  幫助我們去了解
[00:02:52.000 --> 00:02:54.000]  這很重要的輔導我們
[00:02:54.000 --> 00:02:57.000]  就是一個輔導
[00:02:57.000 --> 00:02:59.000]  我自己想一下
[00:02:59.000 --> 00:03:01.000]  訓衛師可以翻譯做什麼呢
[00:03:01.000 --> 00:03:03.000]  訓衛師其實
[00:03:03.000 --> 00:03:05.000]  如果用今天的翻譯
[00:03:05.000 --> 00:03:08.000]  因為我用三個c
[00:03:08.000 --> 00:03:10.000]  第一個是counselor
[00:03:10.000 --> 00:03:12.000]  第二個我給他們的翻譯
[00:03:12.000 --> 00:03:14.000]  可以說是叫coach
[00:03:14.000 --> 00:03:15.000]  coaching
[00:03:15.000 --> 00:03:18.000]  你們有沒有試過被人coach過
[00:03:18.000 --> 00:03:21.000]  就是做運動的教練coach你
[00:03:21.000 --> 00:03:24.000]  打功夫的教練coach你
[00:03:24.000 --> 00:03:27.000]  或者在屬靈的追求上
[00:03:27.000 --> 00:03:29.000]  有人引導我們coach我們
[00:03:29.000 --> 00:03:32.000]  譬如我們的主學老師
[00:03:32.000 --> 00:03:35.000]  或者是現在門訓班
[00:03:35.000 --> 00:03:37.000]  門徒訓練更加需要
[00:03:37.000 --> 00:03:39.000]  這種生命的coaching
[00:03:39.000 --> 00:03:41.000]  所以我們看到
[00:03:41.000 --> 00:03:43.000]  這個可以說是一個coach
[00:03:43.000 --> 00:03:45.000]  他會在很多時候訓練我們
[00:03:45.000 --> 00:03:48.000]  教我們如果錯了應該怎樣做
[00:03:48.000 --> 00:03:50.000]  應該怎樣能夠進步
[00:03:50.000 --> 00:03:52.000]  所以這個訓衛師
[00:03:52.000 --> 00:03:54.000]  我覺得有這個味道
[00:03:54.000 --> 00:03:56.000]  就是他coach我們
[00:03:56.000 --> 00:03:58.000]  頂多你有沒有被聖靈coach你
[00:03:58.000 --> 00:04:00.000]  就是他成為我們的教練
[00:04:00.000 --> 00:04:03.000]  去訓練我們去教導我們
[00:04:03.000 --> 00:04:06.000]  去叫我們成長
[00:04:06.000 --> 00:04:08.000]  另外或者可以翻譯
[00:04:08.000 --> 00:04:11.000]  訓衛師可以翻譯做
[00:04:11.000 --> 00:04:13.000]  comfort
[00:04:13.000 --> 00:04:15.000]  所以他comfort我們
[00:04:15.000 --> 00:04:18.000]  他來安慰我們
[00:04:18.000 --> 00:04:20.000]  因為我們實在很需要
[00:04:20.000 --> 00:04:22.000]  在屬靈的生命過程裡
[00:04:22.000 --> 00:04:24.000]  有時候我們會有灰心
[00:04:24.000 --> 00:04:26.000]  有失敗有軟弱
[00:04:26.000 --> 00:04:28.000]  但是感謝神聖靈在我們心裡
[00:04:28.000 --> 00:04:30.000]  與我們同在
[00:04:30.000 --> 00:04:32.000]  他有一個很重要的角色
[00:04:32.000 --> 00:04:34.000]  就是鼓勵我們安慰我們
[00:04:34.000 --> 00:04:36.000]  所以我看到這三個師
[00:04:36.000 --> 00:04:38.000]  都挺容易記的
[00:04:38.000 --> 00:04:40.000]  第一個是什麼
[00:04:40.000 --> 00:04:42.000]  counselor
[00:04:42.000 --> 00:04:44.000]  即是輔導我們
[00:04:44.000 --> 00:04:46.000]  第二個coach我們
[00:04:46.000 --> 00:04:48.000]  第三個
[00:04:48.000 --> 00:04:50.000]  comfort
[00:04:50.000 --> 00:04:52.000]  即是安慰我們
[00:04:52.000 --> 00:04:54.000]  所以今天我們和大家思想一下
[00:04:54.000 --> 00:04:56.000]  關乎聖靈的時候
[00:04:56.000 --> 00:04:58.000]  我用這個題目叫做珍惜聖靈
[00:04:58.000 --> 00:05:00.000]  為什麼呢
[00:05:00.000 --> 00:05:02.000]  因為很多時候我們在信徒生活裡
[00:05:02.000 --> 00:05:04.000]  我們有時候會忽略了
[00:05:04.000 --> 00:05:06.000]  而且很容易忽略
[00:05:06.000 --> 00:05:08.000]  就是聖靈在我們身上的工作
[00:05:08.000 --> 00:05:10.000]  當然了
[00:05:10.000 --> 00:05:12.000]  我們敬拜天父
[00:05:12.000 --> 00:05:14.000]  我們尊崇耶穌基督
[00:05:14.000 --> 00:05:16.000]  這些都是絕對重要的
[00:05:16.000 --> 00:05:18.000]  不過在新約聖經裡
[00:05:18.000 --> 00:05:20.000]  除了講到父神
[00:05:20.000 --> 00:05:22.000]  特別在新約裡
[00:05:22.000 --> 00:05:24.000]  講到關乎耶穌基督
[00:05:24.000 --> 00:05:26.000]  如果你讀完整個新約
[00:05:26.000 --> 00:05:28.000]  你都不認識耶穌基督
[00:05:28.000 --> 00:05:30.000]  即是沒有讀過新約
[00:05:30.000 --> 00:05:32.000]  都是很重要的
[00:05:32.000 --> 00:05:34.000]  但是我們來到新約
[00:05:34.000 --> 00:05:36.000]  發現有太多經文講到聖靈
[00:05:36.000 --> 00:05:40.000]  而有時候我們反而會忽略了
[00:05:40.000 --> 00:05:42.000]  所以我們今天來到思想一下
[00:05:42.000 --> 00:05:44.000]  我們要珍惜聖靈
[00:05:44.000 --> 00:05:46.000]  為什麼呢
[00:05:46.000 --> 00:05:48.000]  我們發現在福音書裡記載耶穌基督的生平
[00:05:48.000 --> 00:05:50.000]  四本福音書記載
[00:05:50.000 --> 00:05:52.000]  而四本福音書
[00:05:52.000 --> 00:05:54.000]  不同有些是對觀
[00:05:54.000 --> 00:05:56.000]  有些是特別主題式的
[00:05:56.000 --> 00:05:58.000]  來談論關乎
[00:05:58.000 --> 00:06:00.000]  耶穌的記載和他的教導
[00:06:00.000 --> 00:06:04.000]  你會發覺都是充滿著聖靈的
[00:06:04.000 --> 00:06:06.000]  耶穌從聖靈感人
[00:06:06.000 --> 00:06:08.000]  開始來到這個世界
[00:06:08.000 --> 00:06:12.000]  然後耶穌受洗的時候
[00:06:12.000 --> 00:06:14.000]  聖靈降臨在他身上
[00:06:14.000 --> 00:06:16.000]  然後他一開始講道的時候
[00:06:16.000 --> 00:06:18.000]  他就提到神的靈高我
[00:06:18.000 --> 00:06:20.000]  所以他就靠著聖靈
[00:06:20.000 --> 00:06:22.000]  開始他侍奉的生活
[00:06:22.000 --> 00:06:24.000]  然後我們見到
[00:06:24.000 --> 00:06:26.000]  他透過聖靈治病
[00:06:26.000 --> 00:06:28.000]  在聖靈裡禱告
[00:06:28.000 --> 00:06:30.000]  甚至在十甲
[00:06:30.000 --> 00:06:32.000]  最後默克西瑪利縣的時候
[00:06:32.000 --> 00:06:34.000]  我們見到他
[00:06:34.000 --> 00:06:36.000]  都是聖靈加添他的力量
[00:06:36.000 --> 00:06:40.000]  不僅在抗野受魔鬼的試探
[00:06:40.000 --> 00:06:42.000]  一直到最後
[00:06:42.000 --> 00:06:44.000]  在默克西瑪利縣的掙扎
[00:06:44.000 --> 00:06:48.000]  整個主耶穌基督的 ministry
[00:06:48.000 --> 00:06:50.000]  和他所施行的
[00:06:50.000 --> 00:06:52.000]  他的講道
[00:06:52.000 --> 00:06:54.000]  他的各方面
[00:06:54.000 --> 00:06:56.000]  都是在他人子這個階段裡
[00:06:56.000 --> 00:06:58.000]  特別強調
[00:06:58.000 --> 00:07:00.000]  就是他靠聖靈而行
[00:07:00.000 --> 00:07:02.000]  所以我們發覺
[00:07:02.000 --> 00:07:04.000]  在這裡我們真的很需要珍惜
[00:07:04.000 --> 00:07:06.000]  如果主耶穌基督
[00:07:06.000 --> 00:07:10.000]  他都是靠聖靈來行事
[00:07:10.000 --> 00:07:12.000]  和侍奉的話
[00:07:12.000 --> 00:07:14.000]  那何況我們呢
[00:07:14.000 --> 00:07:16.000]  我們是不是更加需要
[00:07:16.000 --> 00:07:18.000]  靠聖靈來幫助我們侍奉
[00:07:18.000 --> 00:07:20.000]  來生活呢
[00:07:20.000 --> 00:07:22.000]  提到聖靈
[00:07:22.000 --> 00:07:24.000]  另外一節關乎三位一體
[00:07:24.000 --> 00:07:26.000]  我們很多時候講到三一上帝
[00:07:26.000 --> 00:07:28.000]  就是他的感動
[00:07:28.000 --> 00:07:30.000]  所以我們第一
[00:07:30.000 --> 00:07:32.000]  來看看今天
[00:07:32.000 --> 00:07:34.000]  就是關乎聖靈的感動
[00:07:34.000 --> 00:07:36.000]  聖靈很大的一個工作
[00:07:36.000 --> 00:07:38.000]  無論是
[00:07:38.000 --> 00:07:40.000]  他要輔導我們
[00:07:40.000 --> 00:07:42.000]  他要coach我們
[00:07:42.000 --> 00:07:44.000]  他要來安慰我們
[00:07:44.000 --> 00:07:48.000]  他都是透過感動我們
[00:07:48.000 --> 00:07:50.000]  所以他不會忽然間
[00:07:50.000 --> 00:07:52.000]  天外來星
[00:07:52.000 --> 00:07:54.000]  有什麼很大的神蹟
[00:07:54.000 --> 00:07:56.000]  來指引我們
[00:07:56.000 --> 00:07:58.000]  他很多時候就在我們心裏
[00:07:58.000 --> 00:08:00.000]  因為他住在我們裏面
[00:08:00.000 --> 00:08:02.000]  他來感動我們
[00:08:02.000 --> 00:08:04.000]  所以聖靈的工作
[00:08:04.000 --> 00:08:06.000]  很重要的感動
[00:08:06.000 --> 00:08:08.000]  有時候我們
[00:08:08.000 --> 00:08:10.000]  在崇拜最後
[00:08:10.000 --> 00:08:12.000]  牧師祝福的時候
[00:08:12.000 --> 00:08:14.000]  很多時候常用的一句祝福文
[00:08:14.000 --> 00:08:16.000]  我們一起唸一唸
[00:08:16.000 --> 00:08:18.000]  今天你們唸吧
[00:08:18.000 --> 00:08:20.000]  願主耶穌基督的恩惠
[00:08:20.000 --> 00:08:22.000]  神的慈愛
[00:08:22.000 --> 00:08:24.000]  聖靈的感動
[00:08:24.000 --> 00:08:26.000]  上與你們眾人同在
[00:08:26.000 --> 00:08:28.000]  這是哥倫多後書
[00:08:28.000 --> 00:08:30.000]  十三章十四節的經文
[00:08:30.000 --> 00:08:32.000]  所以我們看見耶穌基督
[00:08:32.000 --> 00:08:34.000]  著重是他的救恩
[00:08:34.000 --> 00:08:36.000]  上帝就是他的大愛
[00:08:36.000 --> 00:08:38.000]  而聖靈在這裏
[00:08:38.000 --> 00:08:40.000]  著重是他的什麼
[00:08:40.000 --> 00:08:42.000]  他的感動
[00:08:42.000 --> 00:08:44.000]  所以這裏
[00:08:44.000 --> 00:08:46.000]  也是另外一節經文
[00:08:46.000 --> 00:08:48.000]  除了我們
[00:08:48.000 --> 00:08:50.000]  大使命
[00:08:50.000 --> 00:08:52.000]  認不認識大使命那一節經文
[00:08:52.000 --> 00:08:54.000]  要去洗萬民族
[00:08:54.000 --> 00:08:56.000]  我的門徒奉什麼
[00:08:56.000 --> 00:08:58.000]  奉父子
[00:08:58.000 --> 00:09:00.000]  聖靈的名
[00:09:00.000 --> 00:09:02.000]  所以這個名是單數
[00:09:02.000 --> 00:09:04.000]  父子
[00:09:04.000 --> 00:09:06.000]  聖靈的單數的名
[00:09:06.000 --> 00:09:08.000]  那為什麼明明三個
[00:09:08.000 --> 00:09:10.000]  是單數的名
[00:09:10.000 --> 00:09:12.000]  321的上帝
[00:09:12.000 --> 00:09:14.000]  所以剛才我們看見
[00:09:14.000 --> 00:09:16.000]  讓福音那裏
[00:09:16.000 --> 00:09:18.000]  又說到父另外差遣
[00:09:18.000 --> 00:09:20.000]  聖靈耶穌求父
[00:09:20.000 --> 00:09:22.000]  他就差遣聖靈三位一體
[00:09:22.000 --> 00:09:24.000]  那在這裏又是
[00:09:24.000 --> 00:09:26.000]  這句也很重要的一節經文
[00:09:26.000 --> 00:09:28.000]  說到321的上帝
[00:09:28.000 --> 00:09:30.000]  為原主人數基督的恩惠
[00:09:30.000 --> 00:09:32.000]  天父的愛 神的愛
[00:09:32.000 --> 00:09:34.000]  神的慈愛 聖靈的感動
[00:09:34.000 --> 00:09:36.000]  所以我們看見
[00:09:36.000 --> 00:09:38.000]  聖靈很重要的工作就是感動我們
[00:09:38.000 --> 00:09:40.000]  那他怎樣感動我們呢
[00:09:40.000 --> 00:09:42.000]  今天不可以說得完
[00:09:42.000 --> 00:09:44.000]  其中有幾樣東西很重要的
[00:09:44.000 --> 00:09:46.000]  第一 他就是擇備光照我們
[00:09:46.000 --> 00:09:48.000]  這節就是讓福音
[00:09:48.000 --> 00:09:50.000]  我們上次也看過的
[00:09:50.000 --> 00:09:52.000]  不過我上次是用環球福音的譯本
[00:09:52.000 --> 00:09:54.000]  今天我們回到和合本
[00:09:54.000 --> 00:09:56.000]  因為我不用解釋這段經文
[00:09:56.000 --> 00:09:58.000]  上次解過了 我只是點出重點
[00:09:58.000 --> 00:10:00.000]  那這裏和合本都已經有這個重點了
[00:10:00.000 --> 00:10:02.000]  我們一起讀一讀
[00:10:02.000 --> 00:10:04.000]  再讀一次十六章七至八節
[00:10:04.000 --> 00:10:06.000]  請讀 然而我將
[00:10:06.000 --> 00:10:08.000]  真情告訴你們
[00:10:08.000 --> 00:10:10.000]  我去賜予你們
[00:10:10.000 --> 00:10:12.000]  有益的
[00:10:12.000 --> 00:10:14.000]  我若不去保衛斯
[00:10:14.000 --> 00:10:16.000]  就不到你們這裏來
[00:10:16.000 --> 00:10:18.000]  就差他來
[00:10:18.000 --> 00:10:20.000]  他既來了
[00:10:20.000 --> 00:10:22.000]  就要叫世人為罪
[00:10:22.000 --> 00:10:24.000]  為疑 為審判
[00:10:24.000 --> 00:10:26.000]  自己擇備自己
[00:10:26.000 --> 00:10:28.000]  所謂自己擇備自己
[00:10:28.000 --> 00:10:30.000]  他好像心裏有一種聲音
[00:10:30.000 --> 00:10:32.000]  他良心忽然發現
[00:10:32.000 --> 00:10:34.000]  就是裏面有一種聲音
[00:10:34.000 --> 00:10:36.000]  他熟悉的 是他好像自己的
[00:10:36.000 --> 00:10:38.000]  提醒那樣的
[00:10:38.000 --> 00:10:40.000]  但其實是聖靈的工作
[00:10:40.000 --> 00:10:42.000]  是聖靈的感動
[00:10:42.000 --> 00:10:44.000]  是聖靈去光照人
[00:10:44.000 --> 00:10:46.000]  感動人
[00:10:46.000 --> 00:10:48.000]  甚至是擇備人
[00:10:48.000 --> 00:10:50.000]  所以這裏給我們看見
[00:10:50.000 --> 00:10:52.000]  主耶穌說我去賜予你們
[00:10:52.000 --> 00:10:54.000]  有益的 即是指下面那件事
[00:10:54.000 --> 00:10:56.000]  所以聖靈來是幫助
[00:10:56.000 --> 00:10:58.000]  我們得益處的
[00:10:58.000 --> 00:11:00.000]  這個很重要 那他怎樣寫我們得益處
[00:11:00.000 --> 00:11:02.000]  他寫我們得益處
[00:11:02.000 --> 00:11:04.000]  就是叫我們知罪
[00:11:04.000 --> 00:11:06.000]  所以
[00:11:06.000 --> 00:11:08.000]  在這裏他說
[00:11:08.000 --> 00:11:10.000]  為罪 為疑 為審判 自己擇備自己
[00:11:10.000 --> 00:11:12.000]  上一次我們用
[00:11:12.000 --> 00:11:14.000]  環球聖經 日本那裏
[00:11:14.000 --> 00:11:16.000]  說叫人知罪
[00:11:16.000 --> 00:11:18.000]  叫人知罪
[00:11:18.000 --> 00:11:20.000]  甚至是讓我們
[00:11:20.000 --> 00:11:22.000]  擇心
[00:11:22.000 --> 00:11:24.000]  在初期教會
[00:11:24.000 --> 00:11:26.000]  當那些
[00:11:26.000 --> 00:11:28.000]  門徒開始講道的時候
[00:11:28.000 --> 00:11:30.000]  聖靈降臨之後
[00:11:30.000 --> 00:11:32.000]  給得講道
[00:11:32.000 --> 00:11:34.000]  有多少人悔改 當時 第一次
[00:11:34.000 --> 00:11:36.000]  在聖上傳第二章 有多少人悔改
[00:11:36.000 --> 00:11:38.000]  五千人 三千人 五千人
[00:11:38.000 --> 00:11:40.000]  這樣悔改
[00:11:40.000 --> 00:11:42.000]  所以
[00:11:42.000 --> 00:11:44.000]  留意聖經裏面說
[00:11:44.000 --> 00:11:46.000]  他們聽見彼得的話
[00:11:46.000 --> 00:11:48.000]  就覺得擇心
[00:11:48.000 --> 00:11:50.000]  這個很重要
[00:11:50.000 --> 00:11:52.000]  所以當聖靈降臨之後
