
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹、各位來賓
[00:00:02.000 --> 00:00:03.360]  歡迎大家來到當中
[00:00:03.360 --> 00:00:06.560]  今天一同參與我們今天的崇拜
[00:00:06.560 --> 00:00:10.880]  願每一個都能夠藉著神的話
[00:00:10.880 --> 00:00:13.280]  得到幫助、得到鼓勵
[00:00:13.280 --> 00:00:15.840]  我們先有一個祈禱
[00:00:15.840 --> 00:00:17.120]  我們一起祈禱
[00:00:17.120 --> 00:00:20.480]  親愛的主,我們去多謝祢
[00:00:20.480 --> 00:00:25.280]  因為祢讓我們有機會成為祢的兒女
[00:00:25.280 --> 00:00:28.240]  有機會成為祢的子民
[00:00:28.240 --> 00:00:29.600]  我們多謝祢
[00:00:29.600 --> 00:00:32.880]  大主也讓我們不單有愛
[00:00:32.880 --> 00:00:35.760]  同時也讓我們有吩咐、有要求
[00:00:35.760 --> 00:00:39.280]  求主讓我們能夠按祢心意去成長
[00:00:39.280 --> 00:00:41.920]  以致能夠去建立基督的身體
[00:00:41.920 --> 00:00:44.480]  也幫助我們每一個聽祢的話語的人
[00:00:44.480 --> 00:00:47.760]  我們都能夠知道上帝祢的道在當中
[00:00:47.760 --> 00:00:49.440]  求祢聽我們祈禱
[00:00:49.440 --> 00:00:51.520]  奉耶穌名字而求
[00:00:51.520 --> 00:00:52.320]  阿門
[00:00:52.320 --> 00:00:56.240]  今天和大家去看一個題目
[00:00:56.240 --> 00:00:59.680]  叫做「披大基督」
[00:00:59.680 --> 00:01:02.240]  在這個題目以先
[00:01:02.240 --> 00:01:04.960]  其實也想分享一次經驗
[00:01:04.960 --> 00:01:12.160]  有一次我和師母一起在香港
[00:01:12.160 --> 00:01:15.200]  去一個叫鳳凰山的晚上
[00:01:15.200 --> 00:01:16.560]  不知道大家知不知道
[00:01:16.560 --> 00:01:17.760]  香港有一個叫鳳凰山
[00:01:17.760 --> 00:01:18.960]  一個很高的山
[00:01:18.960 --> 00:01:20.320]  如果沒有記錯
[00:01:20.320 --> 00:01:22.400]  應該是香港第二高的山
[00:01:22.400 --> 00:01:28.000]  那裡最有名的就是翌日去看日出
[00:01:28.000 --> 00:01:31.040]  當然你要去翌日看日出的時候
[00:01:31.040 --> 00:01:34.720]  你首先要在之前的晚上上去看日出
[00:01:34.720 --> 00:01:41.600]  所以很多年前我和師母在香港一個地方
[00:01:41.600 --> 00:01:42.240]  大嶼山
[00:01:42.240 --> 00:01:43.840]  然後在山下
[00:01:43.840 --> 00:01:47.600]  然後要在晚上開始慢慢
[00:01:47.600 --> 00:01:50.880]  摸黑地走到山上
[00:01:50.880 --> 00:01:53.600]  而這個山其中一個特別的地方
[00:01:53.600 --> 00:01:56.720]  就是比較崎嶇比較斜
[00:01:56.720 --> 00:01:59.760]  所以你看上去好像很近
[00:01:59.760 --> 00:02:04.000]  但其實當你由山腳走到山上的時候
[00:02:04.000 --> 00:02:06.400]  其實是需要好幾個小時的時間
[00:02:06.400 --> 00:02:09.680]  而且當時是一個黑夜的晚上
[00:02:09.680 --> 00:02:12.880]  我還記得當時我看地圖
[00:02:12.880 --> 00:02:14.320]  它告訴我
[00:02:14.320 --> 00:02:17.200]  某一個距離可能只是兩百米
[00:02:17.200 --> 00:02:22.320]  當時我心想兩百米很快去到下一個地點
[00:02:22.320 --> 00:02:24.240]  我就可以休息一下
[00:02:24.240 --> 00:02:28.480]  走著走著走了很久
[00:02:28.480 --> 00:02:31.600]  半個小時一個小時都還沒有到
[00:02:31.600 --> 00:02:33.360]  我就覺得為什麼會這樣
[00:02:33.360 --> 00:02:34.480]  是不是地圖錯了
[00:02:34.480 --> 00:02:37.040]  但後來我想起原來的原因是什麼
[00:02:37.040 --> 00:02:39.120]  因為是很斜的原因
[00:02:39.120 --> 00:02:41.680]  所以我每一次都走很高的梯級
[00:02:41.680 --> 00:02:44.400]  每走一個梯級腳都軟了
[00:02:44.400 --> 00:02:46.560]  但你走了一個梯級
[00:02:46.560 --> 00:02:52.480]  地面的距離可能只是十多米
[00:02:52.480 --> 00:02:54.480]  所以一路走一路走
[00:02:54.480 --> 00:02:57.840]  而且當天那次和師母去的時候
[00:02:57.840 --> 00:03:00.720]  晚上還有點下雨
[00:03:00.720 --> 00:03:02.560]  有點濕濕的
[00:03:02.560 --> 00:03:04.480]  走的路又滑
[00:03:04.480 --> 00:03:06.400]  又不順滑
[00:03:06.400 --> 00:03:08.640]  還有點危險
[00:03:08.640 --> 00:03:12.480]  所以如果你去過你就很明白那個狀況
[00:03:12.480 --> 00:03:14.480]  所以在那個晚上裏面
