
[00:00:00.000 --> 00:00:04.660]  高興再次帶領神的家人一起分享神的話語
[00:00:04.660 --> 00:00:07.360]  我們先在神面前再次安靜
[00:00:07.360 --> 00:00:09.300]  等候仰望祂
[00:00:09.300 --> 00:00:13.000]  求祂對我們每個人說話
[00:00:13.000 --> 00:00:17.120]  親愛的恩主 我們仰望祢
[00:00:17.120 --> 00:00:20.920]  讓我們的耳朵能夠聽到聖靈的聲音
[00:00:20.920 --> 00:00:23.320]  開啟我們的五性
[00:00:23.320 --> 00:00:26.520]  使我們能夠聽到祢的話語
[00:00:26.520 --> 00:00:30.320]  又能夠遵行切切的謹記
[00:00:30.320 --> 00:00:34.800]  成為我們生命行事為人的法則
[00:00:34.800 --> 00:00:37.200]  主啊 求祢幫助我們
[00:00:37.200 --> 00:00:40.440]  在這個時代我們很需要祢的話語
[00:00:40.440 --> 00:00:42.900]  並且很需要一班忠心
[00:00:42.900 --> 00:00:44.780]  遵行祢話語的人
[00:00:44.780 --> 00:00:51.440]  求祢使用祈禱奉基督耶穌的聖名
[00:00:51.440 --> 00:00:55.960]  今天我用一個題目叫多而又多的禱告
[00:00:55.960 --> 00:00:58.260]  其實我們也禱告
[00:00:58.260 --> 00:01:00.200]  剛才我們在公禱的時間
[00:01:00.200 --> 00:01:02.660]  圍到雌雄執事來禱告
[00:01:02.660 --> 00:01:05.900]  我們很多時候在這些不同的機會
[00:01:05.900 --> 00:01:07.360]  在我們日常的生活
[00:01:07.360 --> 00:01:09.400]  我們吃飯 我們有病
[00:01:09.400 --> 00:01:12.240]  我們窮困 我們危難的時候
[00:01:12.240 --> 00:01:14.500]  我們都會去禱告
[00:01:14.500 --> 00:01:17.680]  但很多時候我們的禱告
[00:01:17.680 --> 00:01:21.480]  未必是很能夠恆久
[00:01:21.480 --> 00:01:25.320]  可能我們是生活在現代一個很繁忙的社會
[00:01:25.320 --> 00:01:29.420]  我們很急促 我們很需要很快去有結果
[00:01:29.420 --> 00:01:32.020]  我們都欠缺了耐性
[00:01:32.020 --> 00:01:35.720]  最近我參加了一個姐妹的婚禮
[00:01:35.720 --> 00:01:40.560]  這個姐妹應該照計她的年紀跟我差不多
[00:01:40.560 --> 00:01:43.500]  所以我很感謝主一見到這件事
[00:01:43.500 --> 00:01:46.040]  我就一定要去參加
[00:01:46.040 --> 00:01:50.300]  因為我在兩年多前曾經跟她聊天
[00:01:50.300 --> 00:01:54.180]  當時她分享還沒拍拖的時候
[00:01:54.180 --> 00:01:59.020]  所以前後拍拖可能是半年多的時間就結婚了
[00:01:59.020 --> 00:02:01.420]  所以很替她開心
[00:02:01.420 --> 00:02:02.920]  在她分享的時候
[00:02:02.920 --> 00:02:08.760]  我見到她跟她的夫婿很甜蜜 很美滿
[00:02:08.760 --> 00:02:11.500]  我真的裡面充滿了感恩
[00:02:11.500 --> 00:02:14.400]  甚至流了感恩的眼淚
[00:02:14.400 --> 00:02:19.140]  各位很多時候我們在禱告裡面
[00:02:19.140 --> 00:02:20.900]  在我們盼望的事上
[00:02:20.900 --> 00:02:25.080]  我們未必真的能夠堅持這麼久
[00:02:25.080 --> 00:02:28.140]  姐妹就是堅持了很多很多年
[00:02:28.140 --> 00:02:30.340]  去繼續等候神的預備
[00:02:30.340 --> 00:02:35.220]  我們見到神就為她來開路
[00:02:35.220 --> 00:02:38.220]  我們有時祈禱總望是第一天祈禱
[00:02:38.220 --> 00:02:42.420]  第二天等候 第三天就收成正果
[00:02:42.420 --> 00:02:45.960]  但是世界不是經常有這樣的事
[00:02:45.960 --> 00:02:48.740]  當然當你看回聖經的時候
[00:02:48.740 --> 00:02:53.100]  耶穌的祈禱很快就有回應
[00:02:53.100 --> 00:02:54.840]  耶穌一祈禱
[00:02:54.840 --> 00:02:59.540]  神職 醫病 趕鬼 馬上就進行
[00:02:59.540 --> 00:03:02.580]  這種天地能夠互通的能力
[00:03:02.580 --> 00:03:04.580]  這種權柄
[00:03:04.580 --> 00:03:10.220]  為什麼能夠這麼掌握到天父工作的法則時間呢?
[00:03:10.220 --> 00:03:13.220]  我發現並不是一朝一夕
[00:03:13.220 --> 00:03:16.520]  而是一個恆久忍耐的結果
[00:03:16.520 --> 00:03:18.720]  在耶穌出來傳道之前
[00:03:18.720 --> 00:03:21.460]  前後有三十年的時間
[00:03:21.460 --> 00:03:25.140]  耶穌就像你和我一個普通人一樣
[00:03:25.140 --> 00:03:28.740]  祂要出生 祂要成長
[00:03:28.740 --> 00:03:33.140]  這幅圖可能你誤以為耶穌小時候會做木工
[00:03:33.140 --> 00:03:36.220]  但其實只不過是一幅圖畫
[00:03:36.220 --> 00:03:40.660]  我相信耶穌都要學行 都要學走
[00:03:40.660 --> 00:03:42.660]  一步一步的成長
[00:03:42.660 --> 00:03:44.660]  祂十二歲的時候
[00:03:44.660 --> 00:03:51.260]  去到聖殿和那些文士和教師來討論
[00:03:51.260 --> 00:03:54.300]  去顯出驚人的智慧
[00:03:54.300 --> 00:03:58.100]  但聖經裏面透露一個很重要的訊息
[00:03:58.100 --> 00:04:00.100]  祂和普通人一樣
[00:04:00.100 --> 00:04:03.060]  祂說 耶穌的智慧和新量
[00:04:03.060 --> 00:04:07.380]  並神為人喜愛祂的心都一起增長
[00:04:07.380 --> 00:04:12.140]  原來耶穌的身體和祂的心智
[00:04:12.140 --> 00:04:16.980]  愛神愛人的心都是一路的成長
[00:04:16.980 --> 00:04:21.220]  所以不是一出生就會走
[00:04:21.220 --> 00:04:23.700]  不是一出生就全知
[00:04:23.700 --> 00:04:26.500]  而是要經過一個慢慢的過程
[00:04:26.500 --> 00:04:29.140]  所以祂是一個百分百的人
[00:04:29.140 --> 00:04:32.620]  並且耶穌在出來傳道之前
[00:04:32.620 --> 00:04:35.300]  祂要經過一個艱苦的特訓
[00:04:35.300 --> 00:04:38.780]  四十週夜在曠野禁食
[00:04:38.780 --> 00:04:41.060]  被魔鬼來試探
[00:04:41.060 --> 00:04:44.900]  並且我們知道不是單一次試探就足夠
[00:04:44.900 --> 00:04:46.100]  聖經說
[00:04:46.100 --> 00:04:51.180]  「他所謂兒子還是因所受的苦難學會了順從」
[00:04:51.180 --> 00:04:55.020]  他是要經過受苦去學習順從
[00:04:55.020 --> 00:04:56.060]  變成聖經說
[00:04:56.060 --> 00:04:59.860]  「他凡事受過試探」
[00:04:59.860 --> 00:05:03.060]  我們知道耶穌不是一次
[00:05:03.060 --> 00:05:06.780]  當然祂不是每樣試探都經歷過
[00:05:06.780 --> 00:05:13.620]  但是祂在試探的深度是經歷過每一種試探
[00:05:13.620 --> 00:05:14.460]  各位
[00:05:14.460 --> 00:05:18.500]  今天我們作為跟從耶穌的人
[00:05:18.500 --> 00:05:21.060]  我們都不是一信了
[00:05:21.060 --> 00:05:24.380]  就已經在等著天堂的位置留給我們
[00:05:24.380 --> 00:05:29.980]  今天我們是應該繼續不斷走一條成長的路
[00:05:29.980 --> 00:05:32.500]  特別在我們禱告的生活裏
[00:05:32.500 --> 00:05:36.900]  我們如何可以好好有效觸摸到上帝的旨意
[00:05:36.900 --> 00:05:39.500]  如何體貼父神的心
[00:05:39.500 --> 00:05:44.420]  而不是單單為了滿足我們個人的慾望和望求
[00:05:44.420 --> 00:05:46.020]  耶穌有一次
[00:05:46.020 --> 00:05:48.140]  曾經行經一個地方
[00:05:48.140 --> 00:05:51.500]  見到一棵無花果樹
[00:05:51.500 --> 00:05:56.540]  祂嘗試去找這棵無花果樹的果子
[00:05:56.540 --> 00:06:00.220]  但是卻是一個都找不到
[00:06:00.220 --> 00:06:03.700]  於是耶穌就咒助這棵無花果樹
[00:06:03.700 --> 00:06:05.620]  聖經記載
[00:06:05.620 --> 00:06:06.460]  很奇怪
[00:06:06.460 --> 00:06:10.220]  這棵無花果樹立時枯乾
[00:06:10.220 --> 00:06:13.500]  接著耶穌有一個很重要的教導
[00:06:13.500 --> 00:06:16.460]  竟然是教我們禱告
[00:06:16.460 --> 00:06:17.540]  聖經裏面說
[00:06:17.540 --> 00:06:19.700]  你們禱告無論求什麼
[00:06:19.700 --> 00:06:22.420]  只要信就必得著
[00:06:22.420 --> 00:06:25.540]  你就算對這個山崗離開這個地方
[00:06:25.540 --> 00:06:26.980]  投入海裏面
[00:06:26.980 --> 00:06:29.380]  都會實現
[00:06:29.380 --> 00:06:32.100]  我們見到耶穌為何能夠這麼準確
[00:06:32.100 --> 00:06:34.820]  以這種命令式的禱告
[00:06:34.820 --> 00:06:37.820]  去掌握父神的旨意
[00:06:37.820 --> 00:06:43.060]  我們見到祂的心似乎是和天父互通的
[00:06:43.060 --> 00:06:46.980]  其實我們見到
[00:06:46.980 --> 00:06:49.060]  父神是更加迫切的
[00:06:49.060 --> 00:06:52.300]  將祂的心意行在地上的時候
[00:06:52.300 --> 00:06:54.820]  當祂找到好像耶穌一樣
[00:06:54.820 --> 00:06:57.460]  和祂的心意互通的人的時候
[00:06:57.460 --> 00:07:01.020]  這個人就成為祈禱的一個管道
[00:07:01.020 --> 00:07:03.660]  去一個改變這個世界
[00:07:03.660 --> 00:07:06.260]  改變這個世界的一個道路
[00:07:06.260 --> 00:07:08.540]  各位
[00:07:08.540 --> 00:07:12.060]  今天我們如何能夠掌握這種禱告
[00:07:12.060 --> 00:07:13.540]  不是一種技巧
[00:07:13.540 --> 00:07:17.420]  而是我們能夠掌握這種和天父
[00:07:17.420 --> 00:07:20.420]  同一個心智的這種態度
[00:07:20.420 --> 00:07:22.340]  今天我們的經文
[00:07:22.340 --> 00:07:23.620]  剛才大家所讀的
[00:07:23.620 --> 00:07:25.900]  是哥羅西書的經文
[00:07:25.900 --> 00:07:28.860]  就是給我們揭示出保羅
[00:07:28.860 --> 00:07:34.060]  他為到神所愛的一群哥羅西的信徒
[00:07:34.060 --> 00:07:35.260]  禱告
[00:07:35.260 --> 00:07:37.300]  他期望他們能夠結出
[00:07:37.300 --> 00:07:40.460]  多而又多的果子
[00:07:40.460 --> 00:07:41.260]  試想一下
[00:07:41.260 --> 00:07:44.100]  如果一個不結果子的生命
[00:07:44.100 --> 00:07:45.700]  他的下場不就好像
[00:07:45.700 --> 00:07:47.820]  這一棵無花果樹一樣
[00:07:47.820 --> 00:07:49.100]  被咒助
[00:07:49.100 --> 00:07:52.380]  被變成枯乾
