
[00:00:00.000 --> 00:00:02.000]  鼎智梅平安
[00:00:02.000 --> 00:00:04.000]  由今日開始我們就是
[00:00:04.000 --> 00:00:07.000]  教會一年一度的猜全月
[00:00:07.000 --> 00:00:09.000]  我們今日第一個禮拜
[00:00:09.000 --> 00:00:11.000]  我們叫做猜全年會
[00:00:11.000 --> 00:00:13.000]  我講完度之後
[00:00:13.000 --> 00:00:15.000]  我們會有一個猜全年會
[00:00:15.000 --> 00:00:17.000]  有一段片給大家看
[00:00:17.000 --> 00:00:20.000]  這個題目用福音改變生命
[00:00:20.000 --> 00:00:23.000]  亦都是我們猜全年會的主題
[00:00:23.000 --> 00:00:25.000]  我們今年的主題
[00:00:28.000 --> 00:00:30.000]  在歷史上
[00:00:30.000 --> 00:00:32.000]  我們很多的領袖
[00:00:32.000 --> 00:00:35.000]  不論他們生前是多麼的叱吒風雲
[00:00:35.000 --> 00:00:39.000]  或者他們曾經有多輝煌的豐功偉績
[00:00:39.000 --> 00:00:43.000]  但一旦當他們失勢或者死了之後
[00:00:43.000 --> 00:00:47.000]  他們建立的勢力和皇朝都會隨之瓦解
[00:00:47.000 --> 00:00:50.000]  很好的例子就包括
[00:00:50.000 --> 00:00:54.000]  古希臘馬其頓王國的亞歷山大大帝
[00:00:54.000 --> 00:00:58.000]  另一個就是我們中國歷史上的秦始皇
[00:00:58.000 --> 00:01:02.000]  但耶穌基督卻是一個例外
[00:01:02.000 --> 00:01:04.000]  他死了之後
[00:01:04.000 --> 00:01:07.000]  他過去的工作不單止沒有停止下來
[00:01:07.000 --> 00:01:10.000]  反而透過那些他所呼召
[00:01:10.000 --> 00:01:12.000]  我們人眼中看來平平無奇
[00:01:12.000 --> 00:01:14.000]  很卑微的門徒
[00:01:14.000 --> 00:01:17.000]  一直擴展到今日這個世代
[00:01:17.000 --> 00:01:19.000]  而且是在世界各個地方
[00:01:19.000 --> 00:01:21.000]  繼續展現
[00:01:21.000 --> 00:01:24.000]  為什麼會有這麼大的分別呢
[00:01:24.000 --> 00:01:26.000]  我想關鍵就在於
[00:01:26.000 --> 00:01:28.000]  耶穌是誰
[00:01:28.000 --> 00:01:32.000]  要去知道耶穌到底是誰
[00:01:32.000 --> 00:01:35.000]  我想最好的做法就是
[00:01:35.000 --> 00:01:38.000]  透過那些親身跟隨他
[00:01:38.000 --> 00:01:41.000]  又親身見證過他的門徒
[00:01:41.000 --> 00:01:45.000]  透過他們的眼光來找出答案
[00:01:45.000 --> 00:01:48.000]  這些門徒當時追隨了耶穌
[00:01:48.000 --> 00:01:50.000]  大概三年多的時間
[00:01:50.000 --> 00:01:53.000]  但我想他們慢慢沒有想過
[00:01:53.000 --> 00:01:56.000]  他們一直跟隨這個金有大能的主
[00:01:56.000 --> 00:01:59.000]  他一直都是受萬人擁戴
[00:01:59.000 --> 00:02:01.000]  又能夠醫病趕鬼
[00:02:01.000 --> 00:02:03.000]  甚至死了的人都能夠復活
[00:02:03.000 --> 00:02:06.000]  為什麼他會一下子被釘死十字架呢
[00:02:06.000 --> 00:02:09.000]  當門徒見到耶穌被釘死之後
[00:02:09.000 --> 00:02:11.000]  他們的心情會是怎樣呢
