
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹們,平安!
[00:00:02.000 --> 00:00:06.000]  今天坐在這裡,我相信很多都是信徒
[00:00:06.000 --> 00:00:09.000]  也就是說,在你人生的階段
[00:00:09.000 --> 00:00:11.000]  有人將福音告訴你,是不是?
[00:00:11.000 --> 00:00:13.000]  你記不記得是誰?
[00:00:13.000 --> 00:00:15.000]  想一想
[00:00:15.000 --> 00:00:18.000]  沒可能一出生就成為基督徒
[00:00:18.000 --> 00:00:20.000]  想一想
[00:00:20.000 --> 00:00:24.000]  記不記得是誰將福音傳給你的?
[00:00:24.000 --> 00:00:28.000]  可能是你的家人,你的同事,你的朋友
[00:00:28.000 --> 00:00:30.000]  他在哪裡?
[00:00:30.000 --> 00:00:32.000]  還有回教會嗎?
[00:00:32.000 --> 00:00:38.000]  我們基督教的信仰的確是口傳的
[00:00:38.000 --> 00:00:40.000]  是人作見證的
[00:00:40.000 --> 00:00:43.000]  但不是說口碑那麼簡單
[00:00:43.000 --> 00:00:46.000]  不是有人走過來問,信耶穌好嗎?
[00:00:46.000 --> 00:00:48.000]  信什麼?你不要管,總之很好,你跟吧
[00:00:48.000 --> 00:00:50.000]  你也不是這樣信的
[00:00:50.000 --> 00:00:53.000]  或多或少,或遲或早
[00:00:53.000 --> 00:00:55.000]  你一定要問,究竟我信什麼?
[00:00:55.000 --> 00:00:58.000]  內容答案很清楚,看聖經
[00:00:58.000 --> 00:01:04.000]  我們基督教的信仰是從上帝啟示而來
[00:01:04.000 --> 00:01:06.000]  所以是很穩陣的
[00:01:06.000 --> 00:01:09.000]  不只是說口碑,口碑可以錯
[00:01:09.000 --> 00:01:13.000]  你知道外面有些網頁介紹哪家餐廳好
[00:01:13.000 --> 00:01:16.000]  是自己人稱讚的
[00:01:16.000 --> 00:01:18.000]  不是說口碑的
[00:01:18.000 --> 00:01:26.000]  是基於耶穌基督的十字架救恩
[00:01:26.000 --> 00:01:29.000]  所以這個信息很重要
[00:01:29.000 --> 00:01:32.000]  我們不可以忽略
[00:01:32.000 --> 00:01:37.000]  在我們熟悉的聖經,特別是新約羅馬書
[00:01:37.000 --> 00:01:39.000]  正正就是說了
[00:01:39.000 --> 00:01:44.000]  我們這個信仰真的是給所有人的
[00:01:44.000 --> 00:01:50.000]  當時以猶太人為主的猶太教
[00:01:50.000 --> 00:01:54.000]  對基督教信仰是有些拒絕的
[00:01:54.000 --> 00:01:56.000]  我們知道歷史
[00:01:56.000 --> 00:02:02.000]  但是保羅作為一個對外邦人傳福音的使徒
[00:02:02.000 --> 00:02:06.000]  他很想把這個好消息告訴其他人
[00:02:06.000 --> 00:02:08.000]  為什麼這個消息這麼重要?
[00:02:08.000 --> 00:02:15.000]  因為救恩更加可以說是很容易就得到
[00:02:15.000 --> 00:02:17.000]  剛才主席跟我們讀了這段經文
[00:02:17.000 --> 00:02:21.000]  其中大部份你都很陌生的
[00:02:21.000 --> 00:02:23.000]  但有一句你不會陌生的
[00:02:23.000 --> 00:02:29.000]  因為心裡相信就必稱為義
[00:02:29.000 --> 00:02:32.000]  用口承認就必得救
[00:02:32.000 --> 00:02:36.000]  這句我們有時候都會用來跟別人介紹福音
[00:02:36.000 --> 00:02:39.000]  其實信耶穌就是這麼簡單
[00:02:39.000 --> 00:02:41.000]  不用上什麼課
[00:02:41.000 --> 00:02:43.000]  信完就要上
[00:02:43.000 --> 00:02:45.000]  你不用上了才相信
[00:02:45.000 --> 00:02:48.000]  口裡承認,心裡相信
[00:02:48.000 --> 00:02:50.000]  因為其他的事情
[00:02:50.000 --> 00:02:54.000]  我們的主耶穌基督已經幫你做了
[00:02:54.000 --> 00:02:55.000]  多簡單
[00:02:55.000 --> 00:02:56.000]  信耶穌就是這樣
[00:02:56.000 --> 00:02:58.000]  但是對保羅來說
[00:02:58.000 --> 00:03:02.000]  這句話不是這麼容易令人明白
[00:03:02.000 --> 00:03:07.000]  特別當時他的猶太人社會
[00:03:07.000 --> 00:03:10.000]  你知道保羅,即是羅馬書這位作者
[00:03:10.000 --> 00:03:12.000]  他本身是猶太人
[00:03:12.000 --> 00:03:18.000]  他之前更加是反對基督教的信仰
[00:03:18.000 --> 00:03:22.000]  他很熱心去針對基督徒
[00:03:22.000 --> 00:03:24.000]  甚至拘捕基督徒
[00:03:24.000 --> 00:03:28.000]  甚至當史提反被石頭扔死
[00:03:28.000 --> 00:03:30.000]  為了見證基督的時候
[00:03:30.000 --> 00:03:31.000]  他很高興
[00:03:31.000 --> 00:03:33.000]  但是保羅改變了
[00:03:33.000 --> 00:03:34.000]  他改變了之後
[00:03:34.000 --> 00:03:38.000]  很想將這個福音帶給外邦人
[00:03:38.000 --> 00:03:39.000]  不止
[00:03:39.000 --> 00:03:44.000]  自己民族猶太人
[00:03:44.000 --> 00:03:46.000]  這個就艱難了
[00:03:46.000 --> 00:03:48.000]  所以如果大家熟悉羅馬書
[00:03:48.000 --> 00:03:50.000]  這十六章經文裡面
[00:03:50.000 --> 00:03:52.000]  保羅用了三章
[00:03:52.000 --> 00:03:57.000]  是講猶太人他自己的民族
[00:03:57.000 --> 00:03:59.000]  得救的問題
[00:03:59.000 --> 00:04:03.000]  第九,第十,十一章
[00:04:03.000 --> 00:04:05.000]  遣前少少
[00:04:05.000 --> 00:04:08.000]  第九章的第一節
[00:04:08.000 --> 00:04:11.000]  就是這三章經文
[00:04:11.000 --> 00:04:17.000]  保羅怎樣去很想將耶穌介紹給一班
[00:04:17.000 --> 00:04:19.000]  這麼多千年以來
[00:04:19.000 --> 00:04:21.000]  都是遵守律法
[00:04:21.000 --> 00:04:24.000]  以為律法才可以得救的猶太人
[00:04:24.000 --> 00:04:25.000]  他講什麼
[00:04:25.000 --> 00:04:27.000]  第一至三節
[00:04:27.000 --> 00:04:31.000]  他就說我在基督裡面講實話
[00:04:31.000 --> 00:04:33.000]  不是講大話
[00:04:33.000 --> 00:04:34.000]  並沒有雜謊
[00:04:34.000 --> 00:04:36.000]  因為我的良心
[00:04:36.000 --> 00:04:37.000]  保羅這樣講
[00:04:37.000 --> 00:04:41.000]  在聖靈裡一同為我作證
[00:04:41.000 --> 00:04:43.000]  我大大的憂傷
[00:04:43.000 --> 00:04:44.000]  憂愁
[00:04:44.000 --> 00:04:47.000]  心裡面常常傷痛
[00:04:47.000 --> 00:04:48.000]  為什麼
[00:04:48.000 --> 00:04:49.000]  為了同胞
[00:04:49.000 --> 00:04:50.000]  猶太人
[00:04:50.000 --> 00:04:52.000]  就是我骨肉之親
[00:04:52.000 --> 00:04:54.000]  就算自己受咒撞
[00:04:54.000 --> 00:04:55.000]  與基督隔絕
[00:04:55.000 --> 00:04:58.000]  我也甘心
[00:04:58.000 --> 00:04:59.000]  看到保羅
[00:04:59.000 --> 00:05:00.000]  他的胸襟
[00:05:00.000 --> 00:05:04.000]  他自己寧願與基督隔絕
[00:05:04.000 --> 00:05:07.000]  都不想他自己的同胞
[00:05:07.000 --> 00:05:09.000]  骨肉之親
[00:05:09.000 --> 00:05:12.000]  以為律法可以拯救他們
[00:05:12.000 --> 00:05:14.000]  而忘記了
[00:05:14.000 --> 00:05:17.000]  甚至是推開基督的救恩
[00:05:17.000 --> 00:05:19.000]  這個是保羅
[00:05:19.000 --> 00:05:21.000]  你要設身處地
[00:05:21.000 --> 00:05:24.000]  你不要以為很容易的事
[00:05:24.000 --> 00:05:27.000]  今天你試想想
[00:05:27.000 --> 00:05:30.000]  同胞特救
[00:05:30.000 --> 00:05:31.000]  我不知道
[00:05:31.000 --> 00:05:32.000]  一講到同胞
[00:05:32.000 --> 00:05:33.000]  你想到什麼
[00:05:33.000 --> 00:05:34.000]  強國人
[00:05:34.000 --> 00:05:36.000]  拿著行李箱到處撞
[00:05:36.000 --> 00:05:39.000]  你有很多印象
[00:05:39.000 --> 00:05:41.000]  傳呼給他們
[00:05:41.000 --> 00:05:43.000]  在蘇格門口
[00:05:43.000 --> 00:05:44.000]  尖沙咀門口
[00:05:44.000 --> 00:05:45.000]  你不會這樣想的
[00:05:45.000 --> 00:05:47.000]  你稍微明白到
[00:05:47.000 --> 00:05:51.000]  當時保羅面對的壓力
[00:05:51.000 --> 00:05:53.000]  但是他沒有放棄
[00:05:53.000 --> 00:05:55.000]  他一直用三章經文
[00:05:55.000 --> 00:05:58.000]  很想猶太人明白
[00:05:58.000 --> 00:06:02.000]  基督才是救恩唯一的出路
[00:06:02.000 --> 00:06:03.000]  來到第十章
[00:06:03.000 --> 00:06:06.000]  今天我們讀的經文
[00:06:06.000 --> 00:06:07.000]  頭那四節
[00:06:07.000 --> 00:06:09.000]  正正就是表達了
[00:06:09.000 --> 00:06:12.000]  保羅的盼望
[00:06:12.000 --> 00:06:13.000]  保羅說
[00:06:13.000 --> 00:06:15.000]  我心裡切切盼望的
[00:06:15.000 --> 00:06:18.000]  並且為以色列人向神祈求的
[00:06:18.000 --> 00:06:21.000]  就是他們得著救恩
[00:06:21.000 --> 00:06:23.000]  保羅可以為他們作見證
[00:06:23.000 --> 00:06:24.000]  他們很有熱心
[00:06:24.000 --> 00:06:28.000]  不過可惜不是按真理
[00:06:28.000 --> 00:06:31.000]  他們既然不明白神的義
[00:06:31.000 --> 00:06:34.000]  又企圖建立自己的義
[00:06:34.000 --> 00:06:37.000]  因此不服神的義
[00:06:37.000 --> 00:06:39.000]  推開神的義
[00:06:39.000 --> 00:06:41.000]  用自己的義
[00:06:41.000 --> 00:06:44.000]  以為可以得救
[00:06:44.000 --> 00:06:47.000]  但是律法的忠敬
[00:06:47.000 --> 00:06:49.000]  或者最終的意義
[00:06:49.000 --> 00:06:51.000]  是讓我們認識基督
[00:06:51.000 --> 00:06:54.000]  律法本身不是終極的
[00:06:54.000 --> 00:06:57.000]  但是猶太人就停在律法那裡
[00:06:57.000 --> 00:07:00.000]  沒有再走一步去接受耶穌基督
[00:07:00.000 --> 00:07:02.000]  而耶穌基督的救恩
[00:07:02.000 --> 00:07:04.000]  是要所有人
[00:07:04.000 --> 00:07:05.000]  信祂的人
[00:07:05.000 --> 00:07:07.000]  都得著義
[00:07:07.000 --> 00:07:08.000]  所以耶穌基督的救恩
[00:07:08.000 --> 00:07:11.000]  不只是猶太人這麼簡單
[00:07:11.000 --> 00:07:12.000]  是普世的
[00:07:12.000 --> 00:07:14.000]  不用守律法的
[00:07:14.000 --> 00:07:16.000]  這件事對我們今天
[00:07:16.000 --> 00:07:18.000]  又不是很大震撼
[00:07:18.000 --> 00:07:19.000]  為什麼?
[00:07:19.000 --> 00:07:21.000]  因為你同學都是愛邦人
[00:07:21.000 --> 00:07:23.000]  我們不會覺得
[00:07:23.000 --> 00:07:26.000]  原本救恩是屬於猶太人
[00:07:26.000 --> 00:07:29.000]  現在說愛邦人可以有救恩
[00:07:29.000 --> 00:07:31.000]  你不覺得有什麼震撼
[00:07:31.000 --> 00:07:32.000]  當時就會
[00:07:32.000 --> 00:07:34.000]  我們今天幾千年後
[00:07:34.000 --> 00:07:37.000]  二千年後已經很明白這件事
[00:07:37.000 --> 00:07:39.000]  但其實對當時來說就不是
[00:07:39.000 --> 00:07:41.000]  他也可以得救
[00:07:41.000 --> 00:07:44.000]  所以對保羅來說
[00:07:44.000 --> 00:07:49.000]  難度就是怎樣讓一班這麼熟悉律法的猶太人
[00:07:49.000 --> 00:07:52.000]  認定律法的限制
[00:07:52.000 --> 00:07:54.000]  接著接受基督
[00:07:54.000 --> 00:07:55.000]  這個很難
[00:07:55.000 --> 00:07:57.000]  所以用三章聖經去說
[00:07:57.000 --> 00:08:00.000]  今天沒時間和大家慢慢看這三章聖經
[00:08:00.000 --> 00:08:03.000]  在這一段的段落
[00:08:03.000 --> 00:08:04.000]  一至十三節
[00:08:04.000 --> 00:08:05.000]  保羅
[00:08:05.000 --> 00:08:07.000]  你稍微明白到保羅
[00:08:07.000 --> 00:08:11.000]  怎樣是想告訴猶太人
[00:08:11.000 --> 00:08:14.000]  律法有限制
[00:08:14.000 --> 00:08:16.000]  你不可以靠這條路
[00:08:16.000 --> 00:08:18.000]  靠基督
[00:08:18.000 --> 00:08:20.000]  第五到第八節
[00:08:20.000 --> 00:08:22.000]  保羅就嘗試
[00:08:22.000 --> 00:08:26.000]  用一個論據去說明
[00:08:26.000 --> 00:08:29.000]  保羅當時的思想
[00:08:29.000 --> 00:08:30.000]  我們今天來看
[00:08:30.000 --> 00:08:32.000]  都有少少格格不入
[00:08:32.000 --> 00:08:38.000]  你未必很明白他討論的焦點
[00:08:38.000 --> 00:08:39.000]  不要緊
[00:08:39.000 --> 00:08:41.000]  大家稍為留意
[00:08:41.000 --> 00:08:43.000]  我盡量解釋給大家聽
[00:08:43.000 --> 00:08:46.000]  保羅正在用一個很有趣
[00:08:46.000 --> 00:08:48.000]  或者我們很不習慣的方法
[00:08:48.000 --> 00:08:51.000]  就是借力打力
[00:08:51.000 --> 00:08:54.000]  猶太人最熟悉的是什麼
[00:08:54.000 --> 00:08:55.000]  律法
[00:08:55.000 --> 00:08:57.000]  聖經舊約
[00:08:57.000 --> 00:09:00.000]  就在舊約的經文裡和你說
[00:09:00.000 --> 00:09:02.000]  在舊約的經文裡
[00:09:02.000 --> 00:09:03.000]  看不看到基督
[00:09:03.000 --> 00:09:04.000]  保羅說看到的
[00:09:04.000 --> 00:09:06.000]  你看我怎樣用
[00:09:06.000 --> 00:09:09.000]  所以來了第五到第八節
[00:09:09.000 --> 00:09:12.000]  就想用舊約
[00:09:12.000 --> 00:09:14.000]  而告訴猶太人
[00:09:14.000 --> 00:09:16.000]  是在說基督
[00:09:16.000 --> 00:09:18.000]  我們看看經文
[00:09:18.000 --> 00:09:19.000]  第五節
[00:09:19.000 --> 00:09:24.000]  論到出於律法的義
[00:09:24.000 --> 00:09:26.000]  摩西寫著說
[00:09:26.000 --> 00:09:27.000]  遵行這些事的人
[00:09:27.000 --> 00:09:30.000]  就必因這事而活
[00:09:30.000 --> 00:09:32.000]  這句猶太人很明白
[00:09:32.000 --> 00:09:33.000]  是呀是呀是呀
[00:09:33.000 --> 00:09:34.000]  大家都點頭
[00:09:34.000 --> 00:09:35.000]  我們要活
[00:09:35.000 --> 00:09:36.000]  遵守律法
[00:09:36.000 --> 00:09:37.000]  摩西這麼說
[00:09:37.000 --> 00:09:39.000]  幾千年了
[00:09:39.000 --> 00:09:40.000]  但還沒完
[00:09:40.000 --> 00:09:42.000]  保羅不是停在這裡
[00:09:42.000 --> 00:09:43.000]  保羅說
[00:09:43.000 --> 00:09:44.000]  這些你是懂的
[00:09:44.000 --> 00:09:46.000]  不過後面
[00:09:46.000 --> 00:09:48.000]  有些你未必懂
[00:09:48.000 --> 00:09:51.000]  第五到第七節
[00:09:51.000 --> 00:09:52.000]  保羅又介紹
[00:09:52.000 --> 00:09:53.000]  另一個義
[00:09:53.000 --> 00:09:55.000]  有一個名字
[00:09:55.000 --> 00:09:57.000]  是信心的義
[00:09:57.000 --> 00:09:59.000]  還會說話
[00:09:59.000 --> 00:10:02.000]  當然這叫議人法
[00:10:02.000 --> 00:10:04.000]  義怎麼會說話呢
[00:10:04.000 --> 00:10:08.000]  是保羅的文學手法
[00:10:08.000 --> 00:10:09.000]  即是說
[00:10:09.000 --> 00:10:10.000]  信心的義
[00:10:10.000 --> 00:10:12.000]  等不到
[00:10:12.000 --> 00:10:14.000]  等我來我告訴你
[00:10:14.000 --> 00:10:17.000]  剛才那個律法的義
[00:10:17.000 --> 00:10:18.000]  你先聽著
[00:10:18.000 --> 00:10:20.000]  我信心的義
[00:10:20.000 --> 00:10:22.000]  有事要跟你說
[00:10:22.000 --> 00:10:23.000]  留意了
[00:10:23.000 --> 00:10:24.000]  他說什麼
[00:10:24.000 --> 00:10:25.000]  他就說
[00:10:25.000 --> 00:10:26.000]  你心裡不要說
[00:10:26.000 --> 00:10:29.000]  誰要升到天上呢
[00:10:29.000 --> 00:10:30.000]  什麼呀
[00:10:30.000 --> 00:10:32.000]  你不明白他說什麼
[00:10:32.000 --> 00:10:34.000]  保羅有個符注
[00:10:34.000 --> 00:10:38.000]  就是要把基督領下來
[00:10:38.000 --> 00:10:39.000]  看下面一句
[00:10:39.000 --> 00:10:40.000]  一對的
[00:10:40.000 --> 00:10:41.000]  話是說
[00:10:41.000 --> 00:10:44.000]  誰要下到深淵去呢
[00:10:44.000 --> 00:10:49.000]  就是把基督從死人中領上來
[00:10:49.000 --> 00:10:51.000]  其實這裡說什麼呢
[00:10:51.000 --> 00:10:54.000]  就是這個信心的義
[00:10:54.000 --> 00:10:57.000]  去挑戰猶太人
[00:10:57.000 --> 00:10:59.000]  你做這麼多事
[00:10:59.000 --> 00:11:01.000]  用不著呢
[00:11:01.000 --> 00:11:05.000]  你的能力可以走上天
[00:11:05.000 --> 00:11:08.000]  請這個基督下來嗎
[00:11:08.000 --> 00:11:10.000]  不是呀
[00:11:10.000 --> 00:11:13.000]  基督來到世間
[00:11:13.000 --> 00:11:15.000]  不是你請的
[00:11:15.000 --> 00:11:16.000]  是誰呀
[00:11:16.000 --> 00:11:19.000]  是上帝叫他
[00:11:19.000 --> 00:11:22.000]  道成肉身的
[00:11:22.000 --> 00:11:25.000]  不是你按著律法
