
[00:00:00.000 --> 00:00:02.000]  各位弟子平安
[00:00:02.000 --> 00:00:06.600]  邀請大家再一次低頭祈禱
[00:00:06.600 --> 00:00:08.100]  珍惜感謝祢
[00:00:08.100 --> 00:00:10.700]  感謝祢讓我們有機會今天
[00:00:10.700 --> 00:00:15.500]  能夠回到祢的殿裏面一切的敬拜
[00:00:15.500 --> 00:00:18.600]  我領由上帝祢去幫助我們
[00:00:18.600 --> 00:00:20.000]  有聖靈的啟迪
[00:00:20.000 --> 00:00:22.300]  能夠明白你懷中的奧秘
[00:00:22.300 --> 00:00:25.300]  有應講的和聽的都同夢祢的月亮
[00:00:25.300 --> 00:00:31.200]  祈禱奉主耶穌基督的名求 阿門
[00:00:31.200 --> 00:00:35.100]  早幾個禮拜不知道大家有沒有發覺
[00:00:35.100 --> 00:00:37.100]  特別當你有看報紙的時候
[00:00:37.100 --> 00:00:38.900]  一覺醒來
[00:00:38.900 --> 00:00:41.800]  知道有一天七個人輕生
[00:00:41.800 --> 00:00:44.400]  八個人喪命
[00:00:44.400 --> 00:00:47.100]  可能你都會好像我這樣去問
[00:00:47.100 --> 00:00:49.900]  香港發生什麼事
[00:00:49.900 --> 00:00:51.700]  然後在上個禮拜一
[00:00:51.700 --> 00:00:54.200]  五月二十二日的清晨
[00:00:54.200 --> 00:00:56.100]  有一名二十五歲的青年人
[00:00:56.100 --> 00:01:00.200]  他用了他自己的方法去結束他的生命
[00:01:00.200 --> 00:01:01.700]  遺書留言說
[00:01:01.700 --> 00:01:04.200]  他覺得生活枯燥
[00:01:04.200 --> 00:01:07.800]  做人沒有意義
[00:01:07.800 --> 00:01:11.100]  看到這段新聞除了覺得可惜之外
[00:01:11.100 --> 00:01:12.900]  實在明白
[00:01:12.900 --> 00:01:16.500]  如果我們生活覺得自己沒有意義的時候
[00:01:16.500 --> 00:01:19.200]  雖生猶死
[00:01:19.200 --> 00:01:20.800]  周星馳都說過
[00:01:20.800 --> 00:01:25.300]  做人沒有夢想的 跟一條鹹魚沒有分別
[00:01:25.300 --> 00:01:26.800]  不過另一邊廂的時候
[00:01:26.800 --> 00:01:28.100]  我們打開報紙
[00:01:28.100 --> 00:01:30.800]  香港有兩位人士 一男一女
[00:01:30.800 --> 00:01:32.900]  分別在五月二十一日上個禮拜日
[00:01:32.900 --> 00:01:38.700]  成功登上海拔有八千八百四十八米的珠穆朗瑪峰
[00:01:38.700 --> 00:01:40.600]  其中一個人
[00:01:40.600 --> 00:01:43.400]  在報紙的報道裡告訴我們
[00:01:43.400 --> 00:01:46.600]  他在登頂之後出現了雪脈
[00:01:46.600 --> 00:01:48.300]  什麼都看不到
[00:01:48.300 --> 00:01:50.200]  加上要在零下五十度的氣溫
[00:01:50.200 --> 00:01:53.600]  風速像爆風球一樣的情況下下山
[00:01:53.600 --> 00:01:55.600]  很難
[00:01:55.600 --> 00:01:57.200]  要知道的就是
[00:01:57.200 --> 00:02:00.300]  在山頂上瞎了差不多死定了
[00:02:00.300 --> 00:02:02.300]  又說在惡劣的環境下
[00:02:02.300 --> 00:02:04.400]  自己已經顧不了自己
[00:02:04.400 --> 00:02:06.300]  根本沒有人有能力
[00:02:06.300 --> 00:02:08.900]  去幫另一個人 去背著另一個人
[00:02:08.900 --> 00:02:14.300]  一個成年人有差不多六十公斤的人去下山
[00:02:14.300 --> 00:02:17.000]  在這十小時下山的路程裡
[00:02:17.000 --> 00:02:18.000]  他說
[00:02:18.000 --> 00:02:22.100]  他不單止跌過北海一百次
[00:02:22.100 --> 00:02:25.800]  除了自己不放棄生命的意志力
[00:02:25.800 --> 00:02:28.400]  還有一份使命感
[00:02:28.400 --> 00:02:31.600]  他更加多得他所請的嚮導
[00:02:31.600 --> 00:02:33.400]  他不斷的鞭策
[00:02:33.400 --> 00:02:35.500]  他不夠力想停下來
[00:02:35.500 --> 00:02:39.600]  都會被他的嚮導去罵 去催趕
