
[00:00:00.000 --> 00:00:08.000]  相信每個家庭都會有些糾紛和緊張的時侯
[00:00:08.000 --> 00:00:12.000]  可能夫婦之間有些爭執
[00:00:12.000 --> 00:00:19.000]  或者有兩代的父母和兒女都有些溝通上的缺乏
[00:00:19.000 --> 00:00:24.000]  有些問題,有時感情受到傷害
[00:00:24.000 --> 00:00:28.000]  我相信每個家庭可能大家都在裏面有經驗過
[00:00:28.000 --> 00:00:32.000]  一類不愉快的事情
[00:00:32.000 --> 00:00:34.000]  不過有時我們會覺得
[00:00:34.000 --> 00:00:38.000]  很多時家裏面的事情很難講得清
[00:00:38.000 --> 00:00:42.000]  家裏面的事情很難講得誰對誰錯
[00:00:42.000 --> 00:00:47.000]  最終都應該在主裏面能夠彼此祝福
[00:00:47.000 --> 00:00:49.000]  彼此能夠去學習
[00:00:49.000 --> 00:00:51.000]  彼此能夠去原諒
[00:00:51.000 --> 00:00:55.000]  其實我自己家裏面都常常發生這樣的情況
[00:00:55.000 --> 00:00:59.000]  最近都有一些事情爭執
[00:00:59.000 --> 00:01:03.000]  大家可能都知道我家裏面有兩個活潑的男孩子
[00:01:03.000 --> 00:01:06.000]  他們都慢慢長大
[00:01:06.000 --> 00:01:11.000]  有時做父母都會很生氣
[00:01:11.000 --> 00:01:13.000]  有時都很勞嘈
[00:01:13.000 --> 00:01:18.000]  記得那次都是一些事情,一些看法
[00:01:18.000 --> 00:01:20.000]  大家有些不同的意見
[00:01:20.000 --> 00:01:23.000]  有些糾紛起來
[00:01:23.000 --> 00:01:25.000]  但是一直講下去
[00:01:25.000 --> 00:01:29.000]  其實很難講一定要這樣做
[00:01:29.000 --> 00:01:32.000]  或者你的兒女一定要這樣聽
[00:01:32.000 --> 00:01:34.000]  都是很困難的事情
[00:01:34.000 --> 00:01:39.000]  做父母有時都會不夠忍耐力
[00:01:39.000 --> 00:01:43.000]  你見我好像都有點忍耐
[00:01:43.000 --> 00:01:45.000]  其實我都很暴躁
[00:01:45.000 --> 00:01:48.000]  突然有時都會大叫
[00:01:48.000 --> 00:01:53.000]  記得那次大家都不知道再講什麼
[00:01:53.000 --> 00:01:55.000]  我大兒子就說
[00:01:55.000 --> 00:01:56.000]  不如我們祈禱吧
[00:01:56.000 --> 00:01:58.000]  祈禱不如交託給神
[00:01:58.000 --> 00:02:00.000]  我說好吧,祈禱吧
[00:02:00.000 --> 00:02:02.000]  我們都沒話說了
[00:02:02.000 --> 00:02:04.000]  祈禱就跪下
[00:02:04.000 --> 00:02:06.000]  剛才自己就認罪
[00:02:06.000 --> 00:02:08.000]  自己就悔改
[00:02:08.000 --> 00:02:10.000]  弟弟就跟著
[00:02:10.000 --> 00:02:12.000]  哥哥又認罪悔改
[00:02:12.000 --> 00:02:13.000]  到我呢
[00:02:13.000 --> 00:02:14.000]  我都要學了
[00:02:14.000 --> 00:02:16.000]  我都有不對的地方
[00:02:16.000 --> 00:02:17.000]  我都有暴躁的地方
[00:02:17.000 --> 00:02:19.000]  我又認罪悔改了
[00:02:19.000 --> 00:02:22.000]  一家就在主人面前認罪悔改
[00:02:22.000 --> 00:02:23.000]  一起祈禱
[00:02:23.000 --> 00:02:25.000]  祈禱之後心情完全不同了
[00:02:25.000 --> 00:02:28.000]  跟剛才那種刀光劍影沒那麼誇張
[00:02:28.000 --> 00:02:31.000]  那種情景就已經不同了
[00:02:31.000 --> 00:02:33.000]  平靜了和諧了
[00:02:33.000 --> 00:02:35.000]  又有歡樂在裡面
[00:02:35.000 --> 00:02:38.000]  這個就看到彼此祝福是很重要的
[00:02:38.000 --> 00:02:41.000]  所以聖經經常教導我們
[00:02:41.000 --> 00:02:44.000]  只有祝福
[00:02:44.000 --> 00:02:45.000]  不要什麼
[00:02:45.000 --> 00:02:47.000]  就座嘛
[00:02:47.000 --> 00:02:48.000]  不要祝福不要就座
[00:02:48.000 --> 00:02:51.000]  所以這是一個很重要學習的地方
[00:02:51.000 --> 00:02:54.000]  一時真的沒辦法去到這樣的情景
[00:02:54.000 --> 00:02:56.000]  保羅在一段經文裡面
[00:02:56.000 --> 00:02:58.000]  剛才大家讀到第七節
[00:02:58.000 --> 00:03:00.000]  十三章七到十四節
[00:03:00.000 --> 00:03:03.000]  可以說是一段祝福語
[00:03:03.000 --> 00:03:06.000]  大家當然特別熟悉最後那一節
[00:03:06.000 --> 00:03:08.000]  十四節經文
[00:03:08.000 --> 00:03:09.000]  最後一節就說
[00:03:09.000 --> 00:03:11.000]  原主耶穌的恩惠
[00:03:11.000 --> 00:03:12.000]  天父的慈愛
[00:03:12.000 --> 00:03:13.000]  聖靈的感動
[00:03:13.000 --> 00:03:16.000]  常與你們眾人同在
[00:03:16.000 --> 00:03:18.000]  一會兒你們也會聽到
[00:03:18.000 --> 00:03:19.000]  這個是祝福語
[00:03:19.000 --> 00:03:21.000]  大家都很喜歡聽的
[00:03:21.000 --> 00:03:24.000]  聽完之後就崇拜完了
[00:03:24.000 --> 00:03:25.000]  結束了
[00:03:25.000 --> 00:03:26.000]  我們就歡歡喜喜
[00:03:26.000 --> 00:03:30.000]  我們就回到我們的家
[00:03:30.000 --> 00:03:32.000]  回到我們自己工作的地方
[00:03:32.000 --> 00:03:35.000]  繼續帶著力量服侍主
[00:03:35.000 --> 00:03:37.000]  這段經文我們很熟悉
[00:03:37.000 --> 00:03:38.000]  甚至我們也會覺得
[00:03:38.000 --> 00:03:40.000]  這段經文的祝福語
[00:03:40.000 --> 00:03:43.000]  最後那一節祝福的耳熟能詳
[00:03:43.000 --> 00:03:45.000]  你自己也可能會背出來
[00:03:45.000 --> 00:03:47.000]  聽得太多可能背不出來
[00:03:47.000 --> 00:03:49.000]  但是有時候我們也好像覺得
[00:03:49.000 --> 00:03:50.000]  千篇一律
[00:03:50.000 --> 00:03:51.000]  都是這樣的說法
[00:03:51.000 --> 00:03:53.000]  但是你看到今天
[00:03:53.000 --> 00:03:55.000]  從這段經文你會看到
[00:03:55.000 --> 00:03:57.000]  保羅這個祝福語
[00:03:57.000 --> 00:04:01.000]  裡面卻是帶有很多語重心長
[00:04:01.000 --> 00:04:03.000]  裡面可能是有血有淚
[00:04:03.000 --> 00:04:05.000]  有愛有痛
[00:04:05.000 --> 00:04:06.000]  因為實際上
[00:04:06.000 --> 00:04:10.000]  他和哥倫多在教會裡面有很多難纏的事情
[00:04:10.000 --> 00:04:11.000]  有很多的
[00:04:11.000 --> 00:04:13.000]  中間裡面有很多的誤會
[00:04:13.000 --> 00:04:17.000]  裡面有很多的不同的意見想法
[00:04:17.000 --> 00:04:23.000]  或者彼此之間有些鴻溝在裡面
[00:04:23.000 --> 00:04:26.000]  有些不和諧的地方
[00:04:26.000 --> 00:04:30.000]  但是仍然看到保羅對教會
[00:04:30.000 --> 00:04:33.000]  仍然充滿著這種祝福
[00:04:33.000 --> 00:04:36.000]  充滿著這種期望在裡面
[00:04:36.000 --> 00:04:42.000]  所以既然一家人可以從和睦彼此祝福開始
[00:04:42.000 --> 00:04:46.000]  保羅所以就在一段哥倫多的書信裡面
[00:04:46.000 --> 00:04:48.000]  作為一個結束的地方
[00:04:48.000 --> 00:04:50.000]  他就用這些祝福語
[00:04:50.000 --> 00:04:52.000]  能夠去彼此提醒
[00:04:52.000 --> 00:04:53.000]  實際上我們不知道
[00:04:53.000 --> 00:04:55.000]  最後保羅和哥倫多的教會
[00:04:55.000 --> 00:04:57.000]  後來變成怎樣
[00:04:57.000 --> 00:05:00.000]  現在已經過去了很久很久的時間
[00:05:00.000 --> 00:05:02.000]  我們都不知道是怎樣的情況
[00:05:02.000 --> 00:05:05.000]  但是深信保羅的心願
[00:05:05.000 --> 00:05:07.000]  是要帶到這個教會
[00:05:07.000 --> 00:05:10.000]  甚至是帶到我們今天歷代
[00:05:10.000 --> 00:05:15.000]  我們的教會都要體會這種心腸
[00:05:15.000 --> 00:05:17.000]  體會這種期望
[00:05:17.000 --> 00:05:19.000]  這種期許在裡面
[00:05:19.000 --> 00:05:22.000]  所以這裡讓我們看到
[00:05:22.000 --> 00:05:25.000]  這個最後的祝福的說話
[00:05:25.000 --> 00:05:26.000]  不是隨隨便便
[00:05:26.000 --> 00:05:28.000]  不是千篇一律
[00:05:28.000 --> 00:05:29.000]  不是隨便地說
[00:05:29.000 --> 00:05:32.000]  就好像我們過年拜年的時候
[00:05:32.000 --> 00:05:34.000]  我們就說祝福別人這樣那樣
[00:05:34.000 --> 00:05:39.000]  有時候我們都是順口開河地說出來
[00:05:39.000 --> 00:05:44.000]  記得小朋友要向長輩拜年
[00:05:44.000 --> 00:05:46.000]  不懂得怎麼說
[00:05:46.000 --> 00:05:50.000]  於是就想想別人怎樣跟他說呢
[00:05:50.000 --> 00:05:52.000]  於是他和他長輩和他奶奶就說
[00:05:52.000 --> 00:05:54.000]  祝奶奶快高長大
[00:05:54.000 --> 00:05:57.000]  祝奶奶學業進步
[00:05:57.000 --> 00:05:58.000]  他都不知道說些什麼
[00:05:58.000 --> 00:06:00.000]  不過他聽到別人這樣說就這樣說
[00:06:00.000 --> 00:06:01.000]  通常跟他說
