
[00:00:00.000 --> 00:00:01.000]  大英小妹平安
[00:00:01.000 --> 00:00:03.000]  恭喜朱牧師
[00:00:03.000 --> 00:00:05.000]  也恭喜港福堂
[00:00:05.000 --> 00:00:07.000]  因為有新的編章
[00:00:07.000 --> 00:00:08.000]  有新的編章
[00:00:08.000 --> 00:00:11.000]  但我們也不忘記現存的編章
[00:00:11.000 --> 00:00:15.000]  我們繼續聆聽啟示錄的訊息
[00:00:15.000 --> 00:00:16.000]  不過我也邀請大家
[00:00:16.000 --> 00:00:20.000]  用一個新編章的心態去聆聽
[00:00:20.000 --> 00:00:24.000]  今天會說到第九章的下半段
[00:00:24.000 --> 00:00:27.000]  眨眼就已經說到啟示錄第九章
[00:00:27.000 --> 00:00:30.000]  記得由第六章開始
[00:00:30.000 --> 00:00:33.000]  說到末日的災禍
[00:00:33.000 --> 00:00:36.000]  在七印裡面就說
[00:00:36.000 --> 00:00:37.000]  有些掃興
[00:00:37.000 --> 00:00:42.000]  因為剛剛這麼感恩的一個差遣禮之後
[00:00:42.000 --> 00:00:44.000]  就不得不跟大家說
[00:00:44.000 --> 00:00:45.000]  在七印裡面
[00:00:45.000 --> 00:00:49.000]  原來有四分之一的人是失去了生命
[00:00:49.000 --> 00:00:51.000]  然後就說到七號
[00:00:51.000 --> 00:00:53.000]  在頭五號的當中
[00:00:53.000 --> 00:00:55.000]  人會受苦
[00:00:55.000 --> 00:00:58.000]  但是不至於死
[00:00:58.000 --> 00:01:01.000]  而今天說到六號的當中
[00:01:01.000 --> 00:01:04.000]  原來死三分之一的人
[00:01:04.000 --> 00:01:05.000]  就像這幅圖一樣
[00:01:05.000 --> 00:01:06.000]  是不是也很恐怖
[00:01:06.000 --> 00:01:08.000]  這個怪獸
[00:01:08.000 --> 00:01:09.000]  他有個獅頭
[00:01:09.000 --> 00:01:11.000]  又會噴火
[00:01:11.000 --> 00:01:13.000]  中間就有個箭矢
[00:01:13.000 --> 00:01:16.000]  箭矢胸口又是有些火紅紅聲
[00:01:16.000 --> 00:01:20.000]  然後尾部就有一隻很恐怖的蛇頭
[00:01:20.000 --> 00:01:22.000]  張開嘴巴
[00:01:22.000 --> 00:01:24.000]  就是說你在這個怪獸裡面
[00:01:24.000 --> 00:01:28.000]  你在前在中在後都怎樣
[00:01:28.000 --> 00:01:31.000]  都是死的
[00:01:31.000 --> 00:01:33.000]  原來從創世紀第三章開始
[00:01:33.000 --> 00:01:35.000]  由人類的墮落
[00:01:35.000 --> 00:01:37.000]  就是亞當夏娃
[00:01:37.000 --> 00:01:39.000]  他不聽上帝的話開始
[00:01:39.000 --> 00:01:42.000]  神不斷去呼籲人去悔改
[00:01:42.000 --> 00:01:45.000]  不斷透過提醒
[00:01:45.000 --> 00:01:47.000]  甚至透過審判
[00:01:47.000 --> 00:01:48.000]  然後當人悔改
[00:01:48.000 --> 00:01:51.000]  又透過拯救
[00:01:51.000 --> 00:01:54.000]  甚至透過耶穌基督的犧牲
[00:01:54.000 --> 00:01:57.000]  都是一段的循環
[00:01:57.000 --> 00:02:00.000]  來呼籲來悔改
[00:02:00.000 --> 00:02:02.000]  獅子約翰和主耶穌
[00:02:02.000 --> 00:02:04.000]  剛剛出來傳道的時候
[00:02:04.000 --> 00:02:05.000]  都說明了
[00:02:05.000 --> 00:02:10.000]  天國近了 你們應當悔改
[00:02:10.000 --> 00:02:12.000]  弟兄姊妹都知道了
[00:02:12.000 --> 00:02:13.000]  耶穌甚至說
[00:02:13.000 --> 00:02:15.000]  你們若不悔改
[00:02:15.000 --> 00:02:21.000]  都要如此滅亡
[00:02:21.000 --> 00:02:24.000]  不過由舊約到新約
[00:02:24.000 --> 00:02:26.000]  不斷地說
[00:02:26.000 --> 00:02:30.000]  但是人都是不斷地不聽
[00:02:30.000 --> 00:02:34.000]  當我去預備今天的訊息的時候
[00:02:34.000 --> 00:02:37.000]  剛剛我又看見一個視頻
[00:02:37.000 --> 00:02:39.000]  就是新加坡人力部長
[00:02:39.000 --> 00:02:45.000]  後面的同工我自己可以按了
[00:02:45.000 --> 00:02:46.000]  謝謝
[00:02:46.000 --> 00:02:48.000]  新加坡人力部長
[00:02:48.000 --> 00:02:51.000]  他就跟一些議員的交鋒
[00:02:51.000 --> 00:02:52.000]  他講著講著的時候
[00:02:52.000 --> 00:02:54.000]  他有一些動氣
[00:02:54.000 --> 00:02:55.000]  他就說
[00:02:55.000 --> 00:02:56.000]  說你又不聽
[00:02:56.000 --> 00:02:58.000]  聽你又怎樣
[00:02:58.000 --> 00:02:59.000]  不明白
[00:02:59.000 --> 00:03:00.000]  明白
[00:03:00.000 --> 00:03:02.000]  你又不做
[00:03:02.000 --> 00:03:03.000]  是
[00:03:03.000 --> 00:03:05.000]  後面還有一段
[00:03:05.000 --> 00:03:07.000]  稍後再說
[00:03:07.000 --> 00:03:10.000]  然後他最後的結論是
[00:03:10.000 --> 00:03:12.000]  你想怎樣
[00:03:12.000 --> 00:03:15.000]  你想怎樣
[00:03:15.000 --> 00:03:17.000]  當我看這個短片的時候
[00:03:17.000 --> 00:03:20.000]  我就彷彿有一點點
[00:03:20.000 --> 00:03:23.000]  好像上帝在跟我說話一樣
[00:03:23.000 --> 00:03:24.000]  說
[00:03:24.000 --> 00:03:26.000]  你又怎樣
[00:03:26.000 --> 00:03:28.000]  為什麼小聲了這麼多
[00:03:28.000 --> 00:03:30.000]  剛剛我說是新加坡人力部長的時候
[00:03:30.000 --> 00:03:33.000]  大家回應很大聲
[00:03:33.000 --> 00:03:34.000]  不知道大家有沒有經歷過
[00:03:34.000 --> 00:03:35.000]  上帝說
[00:03:35.000 --> 00:03:36.000]  你又
[00:03:36.000 --> 00:03:37.000]  不聽
[00:03:37.000 --> 00:03:38.000]  不聽
[00:03:38.000 --> 00:03:40.000]  你不聽還這麼理性
[00:03:40.000 --> 00:03:41.000]  是的
[00:03:41.000 --> 00:03:44.000]  這個可能都是我們的狀態
[00:03:44.000 --> 00:03:48.000]  今天我就想跟大家透過
[00:03:48.000 --> 00:03:50.000]  第六號的訊息
[00:03:50.000 --> 00:03:52.000]  來看看神怎樣說
[00:03:52.000 --> 00:03:54.000]  說得明白
[00:03:54.000 --> 00:03:57.000]  但是人又怎樣不聽
[00:03:57.000 --> 00:03:59.000]  不如我們一起讀好嗎
[00:03:59.000 --> 00:04:01.000]  預備起
[00:04:01.000 --> 00:04:04.000]  第六位天使吹響號角
[00:04:04.000 --> 00:04:07.000]  我就聽見有一個聲音
[00:04:07.000 --> 00:04:11.000]  從神面前的金壇的四角傳來
[00:04:11.000 --> 00:04:15.000]  對那著號角的第六位天使說
[00:04:15.000 --> 00:04:18.000]  釋放那四位綁在
[00:04:18.000 --> 00:04:21.000]  誘發拉底大河的使者
[00:04:21.000 --> 00:04:24.000]  那四個使者是為了
[00:04:24.000 --> 00:04:29.000]  此年此月此時而準備的
[00:04:29.000 --> 00:04:31.000]  他們就被釋放
[00:04:31.000 --> 00:04:36.000]  要去殺害人類的三分之一
[00:04:36.000 --> 00:04:40.000]  騎兵全軍人數有兩億
[00:04:40.000 --> 00:04:43.000]  我聽見他們釋數目
[00:04:43.000 --> 00:04:46.000]  我在異象裡看見的馬
[00:04:46.000 --> 00:04:48.000]  和騎兵是這樣的
[00:04:48.000 --> 00:04:50.000]  他們騎著火紅
[00:04:50.000 --> 00:04:54.000]  紫藍和硫磺色的護胸甲
[00:04:54.000 --> 00:04:56.000]  碼頭像獅子頭
[00:04:56.000 --> 00:05:01.000]  有火煙和硫磺從馬口噴出
[00:05:01.000 --> 00:05:04.000]  人類的三分之一
[00:05:04.000 --> 00:05:08.000]  被馬口噴出的火煙和硫磺
[00:05:08.000 --> 00:05:11.000]  這三種災害所殺
