
[00:00:00.000 --> 00:00:06.360]  今天說的經文是在《馬可福音》第十一章二十至二十六節
[00:00:06.360 --> 00:00:10.080]  我請大家先翻開聖經
[00:00:10.080 --> 00:00:11.200]  先翻開聖經
[00:00:11.200 --> 00:00:20.000]  在《馬可福音》第十一章二十至二十六節
[00:00:20.000 --> 00:00:23.880]  這段經文是在壽蘭州
[00:00:23.880 --> 00:00:26.920]  耶穌已經騎驢進入耶路撒冷
[00:00:26.920 --> 00:00:32.440]  即是很快耶穌就會受害上十字架
[00:00:32.440 --> 00:00:35.880]  在地上離開跟隨祂三年的門徒
[00:00:35.880 --> 00:00:40.920]  這個對於門徒來說其實是很大的困難
[00:00:40.920 --> 00:00:43.240]  我們知道耶穌一離開
[00:00:43.240 --> 00:00:47.240]  門徒就陸續受到迫害
[00:00:47.240 --> 00:00:52.680]  在這一刻他們甚至不知道前面要遇到什麼困難
[00:00:52.680 --> 00:00:56.000]  但我們的神傳言知道
[00:00:56.000 --> 00:00:57.880]  在第二十二節
[00:00:57.880 --> 00:01:02.680]  耶穌已經提早跟門徒說信心的問題
[00:01:02.680 --> 00:01:06.440]  你們對神要有信心
[00:01:06.440 --> 00:01:12.840]  門徒就是憑著對神的信靠去抵抗逆境
[00:01:12.840 --> 00:01:17.280]  同樣地在耶穌死後不久的基督徒
[00:01:17.280 --> 00:01:20.360]  同樣是面對逆境
[00:01:20.360 --> 00:01:23.720]  最嚴峻的一次就是在主後七十年
[00:01:23.720 --> 00:01:25.720]  耶路撒冷城被毀
[00:01:25.720 --> 00:01:27.120]  聖殿被毀
[00:01:27.120 --> 00:01:30.040]  應驗了主耶穌的一句說話
[00:01:30.040 --> 00:01:35.920]  聖殿沒有一塊石頭留在石頭上
[00:01:35.920 --> 00:01:39.080]  今天的經文第二十節
[00:01:39.080 --> 00:01:42.080]  就是耶穌藉著無花果樹
[00:01:42.080 --> 00:01:45.080]  去一次先知性的行動
[00:01:45.080 --> 00:01:47.200]  第二十節就說
[00:01:47.200 --> 00:01:53.560]  門徒見到這一棵無花果樹的樹根都枯萎
[00:01:53.560 --> 00:01:58.040]  原來在這幾節之前的第十四節
[00:01:58.040 --> 00:02:01.680]  耶穌已經對著這一棵無花果樹說
[00:02:01.680 --> 00:02:06.120]  永遠再沒有人吃你的果子
[00:02:06.120 --> 00:02:08.280]  其實這棵無花果樹的枯萎
[00:02:08.280 --> 00:02:13.600]  是正正代表著接下來耶路撒冷城將要連根拔起
[00:02:13.600 --> 00:02:17.440]  連聖殿一起的傳言毀壞
[00:02:17.440 --> 00:02:18.840]  大家要知道
[00:02:18.840 --> 00:02:23.080]  其實這個聖殿對當時的猶太人來說是很重要的
[00:02:23.080 --> 00:02:26.640]  並且整個聖殿非常之雲偉
[00:02:26.640 --> 00:02:28.560]  金碧輝煌
[00:02:28.560 --> 00:02:30.720]  經過大希律王的修葺
[00:02:30.720 --> 00:02:32.560]  足足四十六年
[00:02:32.560 --> 00:02:34.920]  用了大理石
[00:02:34.920 --> 00:02:39.120]  黃金三十噸來興建
[00:02:39.120 --> 00:02:44.120]  可以想像這個象徵著神同在金宏偉的聖殿
[00:02:44.120 --> 00:02:47.200]  一夜間毀於一旦
[00:02:47.200 --> 00:02:53.560]  是對信徒多麼大的震撼
[00:02:53.560 --> 00:02:55.320]  在這些逆境
[00:02:55.320 --> 00:02:58.640]  我們對父神要有信心
[00:02:58.640 --> 00:03:01.520]  我們對父神要有信心
[00:03:01.520 --> 00:03:03.040]  或者你不是想起這個逆境
[00:03:03.040 --> 00:03:06.640]  你是想起這個逆境
[00:03:06.640 --> 00:03:09.920]  我們正在面對這個疫情
[00:03:09.920 --> 00:03:12.600]  武漢肺炎
[00:03:12.600 --> 00:03:13.680]  在這些逆境
[00:03:13.680 --> 00:03:15.680]  耶穌對信徒說
[00:03:15.680 --> 00:03:17.960]  包括我們
[00:03:17.960 --> 00:03:20.400]  你們對神要有信心
[00:03:20.400 --> 00:03:22.480]  不是對任何事物有信心
[00:03:22.480 --> 00:03:23.160]  弟兄姊妹
[00:03:23.160 --> 00:03:24.520]  這份信心
[00:03:24.520 --> 00:03:31.760]  甚至不是對著舊約中象徵神同在的聖殿有信心
[00:03:31.760 --> 00:03:36.160]  其實真是很對應今天的境況
[00:03:36.160 --> 00:03:36.720]  弟兄姊妹
[00:03:36.720 --> 00:03:38.160]  今天香港信徒
[00:03:38.160 --> 00:03:40.640]  或者是內地的信徒
[00:03:40.640 --> 00:03:43.520]  絕大部分因為疫症的關係
[00:03:43.520 --> 00:03:48.560]  不能夠去到外在的教會場所去敬拜
[00:03:48.560 --> 00:03:49.720]  好像你現在這樣
[00:03:49.720 --> 00:03:53.320]  就是要在家裡去敬拜
[00:03:53.320 --> 00:03:55.120]  我們會不會因為這樣
[00:03:55.120 --> 00:04:00.040]  就是失掉了對神的信心呢?
[00:04:00.040 --> 00:04:01.400]  在整個疫情
[00:04:01.400 --> 00:04:04.040]  香港人包括所有基督徒
[00:04:04.040 --> 00:04:07.120]  其實都有很多人心惶惶
[00:04:07.120 --> 00:04:09.080]  努力去買口罩的
[00:04:09.080 --> 00:04:11.120]  我們可以理解得到
[00:04:11.120 --> 00:04:15.920]  但是連米、廁紙都搶購一空
[00:04:15.920 --> 00:04:20.920]  可以看到人心已經是那份驚鴻
[00:04:20.920 --> 00:04:22.240]  我想沒有飯吃
[00:04:22.240 --> 00:04:24.600]  其實都可以吃一下米粉
[00:04:24.600 --> 00:04:30.200]  吃意粉、麵包、餅乾等等都可以
[00:04:30.200 --> 00:04:31.200]  在之前
[00:04:31.200 --> 00:04:36.880]  要防止連酒精抹紙都沒有了
[00:04:36.880 --> 00:04:42.760]  要知道其實這樣很影響長期要打、要針的病人
[00:04:42.760 --> 00:04:46.400]  他們每一天都要用酒精抹紙去消毒
[00:04:46.400 --> 00:04:49.600]  然後才去打針
[00:04:49.600 --> 00:04:53.000]  包括所有基督徒在內的香港人
[00:04:53.000 --> 00:04:56.200]  身處很害怕
[00:04:56.200 --> 00:04:59.880]  有駐香港記者這樣去說
[00:04:59.880 --> 00:05:07.200]  說香港人好像患了SARS後的心理創傷
[00:05:07.200 --> 00:05:11.640]  我們當然應當做足保護措施
[00:05:11.640 --> 00:05:13.520]  例如戴口罩
[00:05:13.520 --> 00:05:15.200]  蓋上廁所蓋
[00:05:15.200 --> 00:05:18.320]  然後才沖廁等等等等
[00:05:18.320 --> 00:05:21.000]  但是我們那份懼怕
[00:05:21.000 --> 00:05:27.000]  是不是我們不能夠信靠神的現象呢?
[00:05:27.000 --> 00:05:31.520]  究竟哪一個是我們信靠的對象呢?
[00:05:31.520 --> 00:05:34.000]  我們不能夠對政府有信心
[00:05:34.000 --> 00:05:35.480]  不多說香港政府
[00:05:35.480 --> 00:05:37.880]  就算連新加坡政府
[00:05:37.880 --> 00:05:42.200]  他們很努力動用軍人去整口罩
[00:05:42.200 --> 00:05:48.320]  但是現在當地都有很多確診個案
[00:05:48.320 --> 00:05:50.880]  我們手上如果有多一點物資
[00:05:50.880 --> 00:05:53.840]  好像有多一點信心
[00:05:53.840 --> 00:05:57.280]  但是怎樣才夠呢?
[00:05:57.280 --> 00:06:00.680]  專家好像給我們多一點信心
[00:06:00.680 --> 00:06:02.440]  但是是不是真的有專家
[00:06:02.440 --> 00:06:06.880]  就能夠去控制疫情呢?
[00:06:06.880 --> 00:06:09.280]  經文這裡很清楚地展示
[00:06:09.280 --> 00:06:11.680]  耶穌已經講得很清楚
[00:06:11.680 --> 00:06:16.080]  唯獨是神才是我們信心的對象
[00:06:16.080 --> 00:06:17.760]  並不是其他
[00:06:17.760 --> 00:06:22.160]  包括那個位於一旦的聖殿
[00:06:22.160 --> 00:06:26.600]  我們信靠的對象是大而可畏的真神
[00:06:26.600 --> 00:06:29.600]  是大而可畏的父神
[00:06:29.600 --> 00:06:30.920]  祂掌管一切
[00:06:30.920 --> 00:06:32.160]  掌管萬有
[00:06:32.160 --> 00:06:34.640]  能夠成就萬事
[00:06:34.640 --> 00:06:35.880]  就好像這段經文
[00:06:35.880 --> 00:06:40.040]  第23節說給我們聽
[00:06:40.040 --> 00:06:44.760]  祂是有能力移山填海的那位父神
[00:06:44.760 --> 00:06:48.360]  耶穌和門徒在耶路撒冷的時候
[00:06:48.360 --> 00:06:53.760]  他們聊天很可能在看東面的橄欖山峰
[00:06:53.760 --> 00:06:55.560]  當時的大希律王
[00:06:55.560 --> 00:06:59.600]  就是剷平了旁邊的山
[00:06:59.600 --> 00:07:01.880]  然後在這個山峰上
[00:07:01.880 --> 00:07:05.760]  建了大希律王的堡壘
[00:07:05.760 --> 00:07:09.280]  這幅就是鳥磡圖
[00:07:09.280 --> 00:07:12.760]  祂就是剷平了旁邊的小山
[00:07:12.760 --> 00:07:14.600]  你看到在山頂上
[00:07:14.600 --> 00:07:17.560]  建了祂的堡壘
[00:07:17.560 --> 00:07:21.800]  耶穌當時很可能是指著這個山
[00:07:21.800 --> 00:07:26.360]  說到神隨時能夠移山
[00:07:26.360 --> 00:07:28.840]  即使這座山是當時
[00:07:28.840 --> 00:07:32.720]  最具影響力的君王在上面建的堡壘
[00:07:32.720 --> 00:07:38.360]  神都隨時可以整座山移走
[00:07:38.360 --> 00:07:41.840]  這是我們的父神
[00:07:41.840 --> 00:07:43.880]  即使是世上最大的權勢
[00:07:43.880 --> 00:07:46.840]  都完全不能夠和我們行歧視
[00:07:46.840 --> 00:07:50.520]  施行奇蹟的上帝去比較
[00:07:50.520 --> 00:07:53.200]  這位最偉大的上帝是我們的倚靠
[00:07:53.200 --> 00:07:56.920]  你信得過我們的父神嗎?
[00:07:56.920 --> 00:08:00.120]  在這個最令人躁動不安
[00:08:00.120 --> 00:08:03.160]  讓人感到危機四伏
[00:08:03.160 --> 00:08:06.080]  有最嚴峻的疫情
[00:08:06.080 --> 00:08:08.280]  當然我們會做足防範措施
[00:08:08.280 --> 00:08:11.440]  但神是我們的倚靠
[00:08:11.440 --> 00:08:14.640]  神先至是我們的倚靠
[00:08:14.640 --> 00:08:16.360]  不要失掉左神對
[00:08:16.360 --> 00:08:19.840]  不要失掉左對神的這份信靠
[00:08:19.840 --> 00:08:22.800]  不要失掉左神所賜給我們
[00:08:22.800 --> 00:08:27.000]  那份可以出人意外的平安
[00:08:27.000 --> 00:08:33.920]  在患難裏仍然能夠靠主得勝
[00:08:33.920 --> 00:08:36.160]  這段經文說到我們向神祈禱
[00:08:36.160 --> 00:08:37.400]  對神有信心
[00:08:37.400 --> 00:08:39.560]  祂能夠成就一切
[00:08:39.560 --> 00:08:43.200]  因為祂的確是掌管萬有的上帝
[00:08:43.200 --> 00:08:46.400]  但同時我們留意到祂對禱告的人
[00:08:46.400 --> 00:08:48.280]  是有要求的
[00:08:48.280 --> 00:08:52.160]  我們看看第25節
[00:08:52.160 --> 00:08:55.640]  這裏說:你們站著禱告的時候
[00:08:55.640 --> 00:08:58.160]  如果有誰得罪了你們
[00:08:58.160 --> 00:09:00.320]  就該饒恕他
[00:09:00.320 --> 00:09:05.760]  好使你們的天父也都饒恕你們的過犯
[00:09:05.760 --> 00:09:08.520]  這裏說到要饒恕人
[00:09:08.520 --> 00:09:12.760]  就好像說到如果你要禱告達到神的面前
[00:09:12.760 --> 00:09:17.600]  就請你從心底裏去饒恕別人
[00:09:17.600 --> 00:09:22.040]  神願意聽生命是真實跟從神
[00:09:22.040 --> 00:09:27.920]  聽神教導的人的禱告
[00:09:27.920 --> 00:09:31.040]  我們的神不是王大仙
[00:09:31.040 --> 00:09:34.040]  人拜民間宗教的心態就是
[00:09:34.040 --> 00:09:35.160]  你去祈求
[00:09:35.160 --> 00:09:37.560]  王大仙就要回應
[00:09:37.560 --> 00:09:40.400]  祈求的人的生命
[00:09:40.400 --> 00:09:42.560]  和民間宗教的神明
[00:09:42.560 --> 00:09:43.480]  好像沒有關係
[00:09:43.480 --> 00:09:45.440]  神明亦都不理
[00:09:45.440 --> 00:09:49.600]  但我們所相信的是真神
[00:09:49.600 --> 00:09:51.280]  是父神上帝
[00:09:51.280 --> 00:09:53.480]  是對人有要求的
[00:09:53.480 --> 00:09:56.840]  特別是祂渴求我們信服祂
[00:09:56.840 --> 00:10:00.480]  和祂的聖情相近
[00:10:00.480 --> 00:10:04.680]  耶穌對無花果樹所作的先知性行動
[00:10:04.680 --> 00:10:07.360]  其實兩段無花果樹的經文
[00:10:07.360 --> 00:10:11.280]  是夾著中間耶路撒冷聖殿
[00:10:11.280 --> 00:10:15.520]  去耶穌潔淨聖殿的經文
[00:10:15.520 --> 00:10:19.480]  這兩段經文是應該一起來去分解的
[00:10:19.480 --> 00:10:21.400]  耶穌來到聖殿
[00:10:21.400 --> 00:10:24.760]  去趕走一切作買賣的人
[00:10:24.760 --> 00:10:29.680]  推倒換銀錢和賣甲子的人的桌椅
