
[00:00:00.000 --> 00:00:02.000]  這一段是我們很熟悉的經文
[00:00:02.000 --> 00:00:04.000]  很寶貴的經文,我們有機會再看一遍
[00:00:04.000 --> 00:00:07.000]  今天我們要看看這段經文教導我們什麼
[00:00:07.000 --> 00:00:11.000]  今天呢,我主要講到的內容會分三個部分
[00:00:11.000 --> 00:00:14.000]  一個就是,要問一個問題
[00:00:14.000 --> 00:00:16.000]  這段經文的內容是什麼
[00:00:16.000 --> 00:00:19.000]  第二就是,這段經文強調的是什麼
[00:00:19.000 --> 00:00:22.000]  第三就是,這段經文的神學是什麼
[00:00:22.000 --> 00:00:24.000]  大家不要被神學嚇啦
[00:00:24.000 --> 00:00:27.000]  等一下你看了你就會發現,其實很容易明白
[00:00:27.000 --> 00:00:32.000]  那麼,先看這段經文講到的內容到底是怎麼一回事呢
[00:00:32.000 --> 00:00:36.000]  基本上它是說,善行
[00:00:36.000 --> 00:00:39.000]  善行這個希臘文字在這裏是負數
[00:00:39.000 --> 00:00:46.000]  在英文它翻譯成righteousness
[00:00:46.000 --> 00:00:50.000]  所以就不一定是簡單的一種做好事
[00:00:50.000 --> 00:00:54.000]  在神面前的一些的神所喜悅的
[00:00:54.000 --> 00:00:57.000]  比如說禱告,也是這個觀念
[00:00:57.000 --> 00:01:00.000]  這個righteousness,在神的觀念裏面
[00:01:00.000 --> 00:01:04.000]  就猶太人當時候的他們一種的善行
[00:01:04.000 --> 00:01:08.000]  不是我們今天所理解的日行一善這麼簡單,對不對
[00:01:08.000 --> 00:01:12.000]  那麼,在這裏呢,很明顯的這段經文的內容呢
[00:01:12.000 --> 00:01:17.000]  告訴我們有三個主要的內容
[00:01:17.000 --> 00:01:21.000]  施捨、禱告跟進食
[00:01:21.000 --> 00:01:27.000]  這是當時候呢,你猜是誰最能夠做得最好的呢
[00:01:27.000 --> 00:01:29.000]  當時候的人
[00:01:29.000 --> 00:01:31.000]  對了,非常好,法利塞人
[00:01:31.000 --> 00:01:37.000]  法利塞人呢,其實我們不要整天就把法利塞人只看他負面的那一方面
[00:01:37.000 --> 00:01:40.000]  他們呢,爲了追求一種進錢呢
[00:01:40.000 --> 00:01:50.000]  他們已經開始呢,對這個聖殿的祭司有一些的埋怨
[00:01:50.000 --> 00:01:55.000]  他們呢,覺得他們有一些事情呢,其實也是很形式化
[00:01:55.000 --> 00:01:58.000]  所以他們去到哪裏呢,他們去到一種生活
[00:01:58.000 --> 00:02:01.000]  生活要非常的進錢
[00:02:01.000 --> 00:02:04.000]  但是呢,他們也沒有做到那個真義
[00:02:04.000 --> 00:02:07.000]  無論如何呢,他們就是在這幾方面呢
[00:02:07.000 --> 00:02:15.000]  就是有很好的操練、施捨、救濟窮人、禱告跟進食
[00:02:15.000 --> 00:02:17.000]  有些呢,是祝福他人的
[00:02:17.000 --> 00:02:20.000]  比如說施捨,對嗎,祝福他人的
[00:02:20.000 --> 00:02:22.000]  有些呢,是什麼呢,造就自己的
[00:02:22.000 --> 00:02:27.000]  你禱告,你進食,在神面前你的靈性也進步了,造就自己的
[00:02:27.000 --> 00:02:32.000]  那麼,我們看,這個呢,善
[00:02:32.000 --> 00:02:36.000]  所以第一部分我們要問的是,這段內容是什麼
[00:02:36.000 --> 00:02:40.000]  我們這段內容是要提醒我們什麼是善
[00:02:40.000 --> 00:02:45.000]  天國的子民呢,要活出良善的生命
[00:02:45.000 --> 00:02:49.000]  我覺得這是這段經文給我們的其中一個提醒
[00:02:49.000 --> 00:02:53.000]  你是不是天國的子民啊,是不是啊
[00:02:53.000 --> 00:02:57.000]  那麼,你的生命良善嗎
[00:02:57.000 --> 00:03:03.000]  我們要理解原來天國的子民,上帝對天國的子民有這樣的期望
[00:03:03.000 --> 00:03:06.000]  就是你要活出一種良善的生命,爲什麼呢
[00:03:06.000 --> 00:03:11.000]  因爲這是上帝所喜悅的
[00:03:11.000 --> 00:03:14.000]  舊約、新約都是如此,對嗎
[00:03:14.000 --> 00:03:19.000]  所以耶穌來,他不是在針對行善這件事情
[00:03:19.000 --> 00:03:26.000]  行善這件事情,本來就是基督徒在登山寶聖要聽到耶穌的教訓,應該有的
[00:03:26.000 --> 00:03:30.000]  因爲在舊約,在彌加蘇已經說得很清楚了
[00:03:30.000 --> 00:03:32.000]  我們就是要怎麼樣呢,上帝對我們的期望是什麼呢
[00:03:32.000 --> 00:03:35.000]  行公義,好憐民,對嗎
[00:03:35.000 --> 00:03:40.000]  你不能夠在社會上看到有欺詐的事情,你又做那個惡人
[00:03:40.000 --> 00:03:45.000]  或者是你做事不理,你要來伸張正義,行公義
[00:03:45.000 --> 00:03:49.000]  然後你要好憐民,你看到貧窮的人,你要施予援手
[00:03:49.000 --> 00:03:54.000]  如果你能力的話,你不可能只能夠顧自己喫得溫飽就行了
[00:03:54.000 --> 00:03:58.000]  你要看到有些人有需要的話,你要想想我在整個體系下
[00:03:58.000 --> 00:04:05.000]  我能夠怎麼樣的最健康的,最有效的幫到這羣弱勢的羣體
[00:04:05.000 --> 00:04:10.000]  好憐民,純謙卑的心與神同行
[00:04:10.000 --> 00:04:13.000]  這是一種造就自己的一種生命
[00:04:13.000 --> 00:04:18.000]  所以在舊約一直都是這樣子,到新約也是這樣
[00:04:18.000 --> 00:04:23.000]  當保羅說聖經是神所默示的,對嗎
[00:04:23.000 --> 00:04:25.000]  能夠教導我們各樣的真理,對嗎
[00:04:25.000 --> 00:04:26.000]  教導我們學藝,對嗎
[00:04:26.000 --> 00:04:31.000]  目的是什麼呢,預備我們做什麼,行各樣的善事
[00:04:31.000 --> 00:04:36.000]  當然我們以前講過,這善事是上帝自己定義的善事
[00:04:36.000 --> 00:04:42.000]  那麼行善呢,是非常重要的,因爲它反映了上帝的形象
[00:04:42.000 --> 00:04:44.000]  我們每個人都是尊貴的
[00:04:44.000 --> 00:04:48.000]  所以你每次能夠活出善的生命而不是惡的生命的時候呢
[00:04:48.000 --> 00:04:51.000]  你是在反映上帝的形象
[00:04:51.000 --> 00:04:57.000]  在這個時候我要真的是邀請你,在此時時候你靜下來
[00:04:57.000 --> 00:05:01.000]  想想一下你自己的生命
[00:05:01.000 --> 00:05:08.000]  當其他的人看到你的時候,他是不是更正確地認識了上帝呢
[00:05:08.000 --> 00:05:15.000]  你的親友,這次回去過年,大家的過年怎麼樣啊
[00:05:15.000 --> 00:05:20.000]  有些人說回家過年是一個很矛盾的事情
[00:05:20.000 --> 00:05:22.000]  你又很想見家人
[00:05:22.000 --> 00:05:29.000]  但是有些時候呢,家呢,就是你最容易呢,讓那個老我出現的地方
[00:05:29.000 --> 00:05:30.000]  對嗎
[00:05:30.000 --> 00:05:35.000]  那麼在家裏面呢,不知道爲什麼,就跟親人更容易地有衝突
[00:05:35.000 --> 00:05:43.000]  因爲那裏呢,就是他最容易知道怎麼樣,他也不是故意的,弄到你生氣的地方
[00:05:43.000 --> 00:05:49.000]  但是,我想問的是,我們有沒有行出上帝要我們行出的善
[00:05:49.000 --> 00:05:56.000]  你的家人看到你的時候,有沒有更準確地認識了你所信的上帝呢
[00:05:56.000 --> 00:06:01.000]  在你的工作的地方,你每次跟你的同事相處
[00:06:01.000 --> 00:06:06.000]  不管他是你的上司,或者是你的同輩,或者是你的下屬
[00:06:06.000 --> 00:06:13.000]  你跟他交往的時候,離開了之後,他有沒有在你身上更認識了基督教呢
[00:06:13.000 --> 00:06:21.000]  還是他更認識了以後,是一個錯誤的認識,他以後不再想去教會了
[00:06:21.000 --> 00:06:27.000]  我知道,不是這麼容易的,有時候在我們的處境裏面是困難的
[00:06:27.000 --> 00:06:30.000]  但是我們需要靠着上帝來改變自己的生命
[00:06:30.000 --> 00:06:37.000]  以致我們真的是,上帝要我們活出的善,能夠讓人更準確地認識上帝
[00:06:37.000 --> 00:06:46.000]  這是第一部分,我的言行是不是能夠使我的家庭,工作環境,社會有更多的良善呢
[00:06:46.000 --> 00:06:54.000]  你看到有人在有紛爭的時候,你是在加多一句,是使到那個紛爭更加激烈嗎
[00:06:54.000 --> 00:07:00.000]  還是你會常常就能夠做一個和平之子,做一個和事佬
[00:07:00.000 --> 00:07:08.000]  想要就是說,把事情都弄淡化了,有沒有這樣的一個和平之子的心態呢
[00:07:08.000 --> 00:07:12.000]  還是你也在那邊在挑撥離間,在火上加油呢
[00:07:12.000 --> 00:07:15.000]  我們要想,每次你聽到有人向你投訴的時候
[00:07:15.000 --> 00:07:22.000]  你是在那邊說這句呢,還是想辦法讓他從另外一個角度看這件事情
[00:07:22.000 --> 00:07:27.000]  當然,我的做法是什麼呢,我的做法通常都是先聆聽
[00:07:27.000 --> 00:07:31.000]  因爲人家在表達他的情緒的時候是很難受的
[00:07:31.000 --> 00:07:39.000]  你要先聆聽,聆聽了他纔有這個心思聽你後面要說的話
[00:07:39.000 --> 00:07:43.000]  你如果他在投訴的時候,你都不聆聽的話
[00:07:43.000 --> 00:07:47.000]  你就在那裏說一些其他話的話,他可能也聽不進去
[00:07:47.000 --> 00:07:51.000]  聽完了之後,你知道他平靜下來之後
[00:07:51.000 --> 00:07:57.000]  你如果看到另外一個角度看這件事情,你可以怎麼樣呢,提供一下
[00:07:57.000 --> 00:08:00.000]  當然你要慢慢的說,委婉的說,你要說
[00:08:00.000 --> 00:08:03.000]  我這件事我是這樣看的,不知道你同不同意
[00:08:03.000 --> 00:08:05.000]  那你是做了和平之子了對嗎
[00:08:05.000 --> 00:08:11.000]  那麼在家裏也是這樣,在工作的環境也是這樣,在社會也是這樣
[00:08:11.000 --> 00:08:16.000]  社會呢我看到呢,就是比較容易看到是在什麼地方你們知道嗎
[00:08:16.000 --> 00:08:19.000]  猜得到嗎,對社會的一些埋怨
[00:08:19.000 --> 00:08:26.000]  Facebook,對吧,你們有沒有看到Facebook有很多的各式各樣的投訴啊
[00:08:26.000 --> 00:08:34.000]  有時候我看到很奇怪的情況就是,有一些是我認識的高級知識分子
[00:08:34.000 --> 00:08:39.000]  高級知識分子,但是呢,我看到他寫的一些的評語
[00:08:39.000 --> 00:08:44.000]  對某某人的指責,讓我會進一步的去思考
[00:08:44.000 --> 00:08:47.000]  你真的這麼瞭解整個情況嗎
[00:08:47.000 --> 00:08:50.000]  你真的認識這個人嗎
[00:08:50.000 --> 00:08:55.000]  爲什麼你這麼快的就去跟着其他人一起批評這個人呢
[00:08:55.000 --> 00:08:59.000]  你真的知道真相嗎,對嗎
[00:08:59.000 --> 00:09:04.000]  這個時候,我們自己如果看到這個留言
[00:09:04.000 --> 00:09:10.000]  我們當然我不會鼓勵你在Facebook裏面來跟人家辯論
[00:09:10.000 --> 00:09:14.000]  因爲我知道呢,在那裏不是一個很好的辯論場合
[00:09:14.000 --> 00:09:17.000]  特別是你不是跟人家面對面的時候呢
[00:09:17.000 --> 00:09:21.000]  是很容易被人家誤解你所表達的東西的
[00:09:21.000 --> 00:09:24.000]  但是,至少你可以做的是什麼呢
[00:09:24.000 --> 00:09:28.000]  至少你可以做的是,在你自己最知道,最清楚
[00:09:28.000 --> 00:09:31.000]  在你自己不知道真相的全部的時候
[00:09:31.000 --> 00:09:37.000]  就避免自己,就剋制自己,也發一些負面的評語,對不對
[00:09:37.000 --> 00:09:40.000]  因爲我們真的不知道真相是什麼
[00:09:40.000 --> 00:09:44.000]  特別是距離我們這麼遠的人
[00:09:44.000 --> 00:09:47.000]  那麼,我們要想,我們是不是在這些事情上
[00:09:47.000 --> 00:09:51.000]  言語上都行出善,而不是惡呢
[00:09:51.000 --> 00:09:54.000]  第二部分,這段經文,剛纔我們看到這段經文
[00:09:54.000 --> 00:09:56.000]  它要強調的到底是什麼呢
[00:09:56.000 --> 00:09:58.000]  這很有意思
[00:09:58.000 --> 00:10:02.000]  如果你看這段經文呢,你會發現它有三個段落
[00:10:02.000 --> 00:10:05.000]  都很整齊的出現了一些的公式
[00:10:05.000 --> 00:10:09.000]  比如說,它說施捨、禱告跟進食呢
[00:10:09.000 --> 00:10:11.000]  它總是會這樣開始的
[00:10:11.000 --> 00:10:16.000]  你施捨的時候,你們禱告的時候,你們進食的時候
[00:10:16.000 --> 00:10:18.000]  然後後面它會講什麼呢
[00:10:18.000 --> 00:10:21.000]  不可做什麼,不可做什麼,不可做什麼,對嗎
[00:10:21.000 --> 00:10:23.000]  所以這段經文,它要強調的是什麼呢
[00:10:23.000 --> 00:10:25.000]  我們再繼續地思考下去
[00:10:25.000 --> 00:10:27.000]  它強調的是,我們看到
[00:10:27.000 --> 00:10:31.000]  不可將善事行在人面前,故意叫他們看見
[00:10:31.000 --> 00:10:32.000]  還說什麼呢
[00:10:32.000 --> 00:10:36.000]  你施捨的時候,不要叫左手知道右手所做的
[00:10:36.000 --> 00:10:39.000]  有些人可能會抓不住頭腦了
[00:10:39.000 --> 00:10:44.000]  就是,我怎麼樣叫我的左手做的,右手不知道呢
[00:10:44.000 --> 00:10:46.000]  你有沒有在家裏嘗試過啊
[00:10:46.000 --> 00:10:48.000]  讀完這句經文之後
[00:10:48.000 --> 00:10:51.000]  你有沒有嘗試過拿一些鈔票
[00:10:51.000 --> 00:10:54.000]  然後左手做的時候,右手不知道呢
[00:10:54.000 --> 00:10:56.000]  可能嗎
[00:10:56.000 --> 00:10:58.000]  不可能,對嗎
[00:10:58.000 --> 00:10:59.000]  不可能
[00:10:59.000 --> 00:11:02.000]  所以你看到呢,在聖經的文學裏面呢
[00:11:02.000 --> 00:11:04.000]  有很多他們的文化
[00:11:04.000 --> 00:11:05.000]  也有很多什麼呢
[00:11:05.000 --> 00:11:08.000]  很多的文學的表達,這裏是用了什麼呢
[00:11:08.000 --> 00:11:10.000]  誇張法
[00:11:10.000 --> 00:11:12.000]  誇張的文學表達方法
[00:11:12.000 --> 00:11:13.000]  爲的是什麼呢
[00:11:13.000 --> 00:11:15.000]  強調
[00:11:15.000 --> 00:11:19.000]  強調就是,儘量不要去記住了
[00:11:19.000 --> 00:11:21.000]  儘量不要去炫耀了
[00:11:21.000 --> 00:11:22.000]  那麼還有什麼呢
[00:11:22.000 --> 00:11:24.000]  第二個就是關於禱告的
[00:11:24.000 --> 00:11:27.000]  不可向那假冒爲善的人,愛站在會堂裏面呢
[00:11:27.000 --> 00:11:29.000]  十字路口呢,禱告
[00:11:29.000 --> 00:11:30.000]  故意叫人看見
[00:11:30.000 --> 00:11:33.000]  你禱告的時候,要進你的內屋
[00:11:33.000 --> 00:11:36.000]  關上門,禱告在你暗中的戶
[00:11:36.000 --> 00:11:39.000]  同樣也是一種誇張法,對嗎
[00:11:39.000 --> 00:11:42.000]  不然的話,我們的教會的禱告會就沒有人來了
[00:11:42.000 --> 00:11:43.000]  對不對
[00:11:43.000 --> 00:11:45.000]  每個人你要關上屋,對嗎
[00:11:45.000 --> 00:11:46.000]  要禱告嘛,對嗎
[00:11:46.000 --> 00:11:48.000]  然後我們說,我們很喜歡有禱告會啊
[00:11:48.000 --> 00:11:50.000]  那禱告會有沒有人來啊
[00:11:50.000 --> 00:11:51.000]  沒有人來了
[00:11:51.000 --> 00:11:53.000]  只有牧師站在那邊
[00:11:53.000 --> 00:11:54.000]  那麼,不是這樣理解的
[00:11:54.000 --> 00:11:56.000]  等一下我跟你解釋,就清楚了
[00:11:56.000 --> 00:11:58.000]  那麼,禁食也是這樣
[00:11:58.000 --> 00:12:00.000]  你們禁食的時候
[00:12:00.000 --> 00:12:02.000]  不可向那假冒爲善的人
[00:12:02.000 --> 00:12:06.000]  身上帶着愁容,因爲他們把臉弄得難看
[00:12:06.000 --> 00:12:08.000]  什麼叫做把臉弄得難看啊
[00:12:08.000 --> 00:12:10.000]  禁食你有沒有什麼經歷啊
[00:12:10.000 --> 00:12:12.000]  你們有沒有試過禁食啊
[00:12:12.000 --> 00:12:14.000]  經歷是什麼
[00:12:14.000 --> 00:12:15.000]  餓啦
[00:12:15.000 --> 00:12:17.000]  禁食當然是餓啦
[00:12:17.000 --> 00:12:19.000]  餓,那麼有些人禁食呢
[00:12:19.000 --> 00:12:22.000]  他就是要顯得憔悴一點
[00:12:22.000 --> 00:12:25.000]  但是他本來就很健康,那怎麼辦呢
[00:12:25.000 --> 00:12:27.000]  我禁食了半天都不憔悴
[00:12:27.000 --> 00:12:28.000]  他就要故意怎麼樣呢
[00:12:28.000 --> 00:12:30.000]  把臉弄得很憔悴
[00:12:30.000 --> 00:12:32.000]  讓人家一看就知道很餓
[00:12:32.000 --> 00:12:34.000]  你一定是有什麼問題
[00:12:34.000 --> 00:12:35.000]  這是在禁食
[00:12:35.000 --> 00:12:37.000]  那麼,因爲他們把臉弄得難看
[00:12:37.000 --> 00:12:39.000]  故意讓人看出他們在禁食
[00:12:39.000 --> 00:12:40.000]  所以這三段的經文呢
[00:12:40.000 --> 00:12:41.000]  都是很明顯
[00:12:41.000 --> 00:12:43.000]  一些共同的格式
[00:12:43.000 --> 00:12:45.000]  難題來了
[00:12:45.000 --> 00:12:47.000]  你知道難題是什麼嗎
[00:12:47.000 --> 00:12:49.000]  我們要
[00:12:49.000 --> 00:12:51.000]  這樣的話呢
[00:12:51.000 --> 00:12:53.000]  我們要怎麼樣做世上的炎
[00:12:53.000 --> 00:12:55.000]  跟世上的光呢
[00:12:55.000 --> 00:12:58.000]  我們施捨也不要讓人家知道
[00:12:58.000 --> 00:13:01.000]  禱告也不要讓人家知道
[00:13:01.000 --> 00:13:03.000]  禁食也不要讓人家知道
[00:13:03.000 --> 00:13:07.000]  那我們上一次纔剛剛在第五章那邊看到
[00:13:07.000 --> 00:13:09.000]  我們是世上的炎
[00:13:09.000 --> 00:13:11.000]  我們是世上的光
[00:13:11.000 --> 00:13:13.000]  你不讓人家知道你怎麼做炎
[00:13:13.000 --> 00:13:15.000]  做光呢
[00:13:15.000 --> 00:13:18.000]  因爲那裏說如果炎失了位
[00:13:18.000 --> 00:13:20.000]  怎麼叫他再閒呢
[00:13:20.000 --> 00:13:23.000]  你們的光也當這樣照在人前
[00:13:23.000 --> 00:13:26.000]  叫他們看見你們的好行爲
[00:13:26.000 --> 00:13:29.000]  便將榮耀歸給你們在天上的父
[00:13:29.000 --> 00:13:32.000]  你們怎麼處理這個難題呢
[00:13:32.000 --> 00:13:34.000]  我們又要讓人家看到
[00:13:34.000 --> 00:13:36.000]  可是聖經又叫我們行善的時候
[00:13:36.000 --> 00:13:38.000]  不要讓人家看到
[00:13:38.000 --> 00:13:39.000]  難題的處理呢
[00:13:39.000 --> 00:13:42.000]  其實就是在這段經文的重點
[00:13:42.000 --> 00:13:44.000]  到底要強調什麼
[00:13:44.000 --> 00:13:46.000]  原來不是要強調
[00:13:46.000 --> 00:13:48.000]  你完全的不要讓人家知道
[00:13:48.000 --> 00:13:50.000]  他要強調什麼呢
[00:13:50.000 --> 00:13:52.000]  強調的是
[00:13:52.000 --> 00:13:54.000]  故意
