
[00:00:00.000 --> 00:00:04.920]  今天是農曆大年初二
[00:00:04.920 --> 00:00:08.440]  在這裡再一次恭祝大家新年快樂
[00:00:08.440 --> 00:00:12.320]  身體健康
[00:00:12.320 --> 00:00:16.520]  我這件唐裝大家可能見過幾次了
[00:00:16.520 --> 00:00:19.920]  我這件唐裝可能你們都見過好幾次了
[00:00:19.920 --> 00:00:23.720]  我們通常都是每年拿出來穿過一天
[00:00:23.720 --> 00:00:26.480]  每年我都拿出來穿一次
[00:00:26.480 --> 00:00:29.040]  我們通常都是回教會才穿的
[00:00:29.040 --> 00:00:31.160]  通常我都是回教會才會穿的
[00:00:31.160 --> 00:00:35.680]  免得外面有人覺得我們怪
[00:00:35.680 --> 00:00:39.640]  免得外面的人看見我們穿成這樣
[00:00:39.640 --> 00:00:42.080]  說我們是中國人要馬上戴口罩
[00:00:42.080 --> 00:00:45.720]  如果他看見我是中國來的可能要戴口罩
[00:00:45.720 --> 00:00:49.200]  這個世界上真的有很多災難
[00:00:49.200 --> 00:00:51.200]  這個世界上很多的災難
[00:00:51.200 --> 00:00:55.040]  我父母現在在香港
[00:00:55.040 --> 00:00:57.160]  他都很擔心香港的疫情
[00:00:57.160 --> 00:01:00.520]  他們很擔心現在的疫情
[00:01:00.520 --> 00:01:04.280]  在香港真是一波未平一波又起
[00:01:04.280 --> 00:01:06.720]  一波還沒完一波又來了
[00:01:06.720 --> 00:01:09.760]  所以今天我們回到神那裡
[00:01:09.760 --> 00:01:11.280]  今天我們回到神的家
[00:01:11.280 --> 00:01:14.560]  我們說一下什麼叫做真正的福氣
[00:01:14.560 --> 00:01:17.520]  我們要說的是什麼是真正的福氣
[00:01:17.520 --> 00:01:21.600]  還有我們怎樣才能夠出入都蒙福
[00:01:21.600 --> 00:01:24.160]  我們怎樣可以做到出入都蒙福
[00:01:24.160 --> 00:01:26.280]  所謂出入蒙福是為什麼呢
[00:01:26.280 --> 00:01:27.760]  那出入蒙福是什麼呢
[00:01:27.760 --> 00:01:31.360]  就是我們無論在哪裡都蒙到這個福氣
[00:01:31.360 --> 00:01:35.920]  就是無論我們在何處我們都會有這個福氣
[00:01:35.920 --> 00:01:38.480]  不是說我們在英國就有蒙福
[00:01:38.480 --> 00:01:40.600]  不是說光是在英國才蒙福
[00:01:40.600 --> 00:01:43.080]  不是說回到香港就沒有這個福氣了
[00:01:43.080 --> 00:01:46.200]  也不是說我們回到香港就沒有這個福氣
[00:01:46.200 --> 00:01:49.560]  不是說我們順境才感受到蒙福的
[00:01:49.560 --> 00:01:52.200]  也不是說因為我們順境我們才會蒙福
[00:01:52.200 --> 00:01:54.840]  我們逆境的時候都感覺到神的福氣
[00:01:54.840 --> 00:01:57.400]  我們在逆境裡面我們也會蒙福的
[00:01:57.400 --> 00:01:59.640]  我們健康的時候也會感受到
[00:01:59.640 --> 00:02:01.640]  我們健康的時候也會感受到
[00:02:01.640 --> 00:02:03.680]  我們有疾病的時候也會感受到
[00:02:03.680 --> 00:02:06.360]  我們有疾病的時候也會感受得到
[00:02:06.360 --> 00:02:07.440]  什麼時候
[00:02:07.440 --> 00:02:08.240]  在什麼時候
[00:02:08.240 --> 00:02:09.320]  什麼地點
[00:02:09.320 --> 00:02:10.440]  什麼的地點
[00:02:10.440 --> 00:02:11.760]  什麼的心情
[00:02:11.760 --> 00:02:12.960]  怎麼樣的心情
[00:02:12.960 --> 00:02:14.560]  都可以蒙到這個福氣的
[00:02:14.560 --> 00:02:15.920]  都會蒙到這個福氣的
[00:02:15.920 --> 00:02:17.400]  這個才是真正的福氣
[00:02:17.400 --> 00:02:19.160]  那才是真正的福氣
[00:02:19.160 --> 00:02:22.760]  我們知道福氣不是用物質來衡量的
[00:02:22.760 --> 00:02:25.960]  福氣不是光是用物質來衡量的
[00:02:25.960 --> 00:02:28.040]  我們知道物質是重要的
[00:02:28.040 --> 00:02:29.720]  我們知道物質是重要的
[00:02:29.720 --> 00:02:31.640]  但物質是永遠都不夠的
[00:02:31.640 --> 00:02:33.560]  物質是永遠都不夠的
[00:02:33.560 --> 00:02:35.040]  當你擁有的時候
[00:02:35.040 --> 00:02:36.640]  當我們擁有的時候
[00:02:36.640 --> 00:02:38.000]  我們想擁有更多
[00:02:38.000 --> 00:02:39.680]  我們就要擁有更多
[00:02:39.680 --> 00:02:41.960]  我們不會珍惜自己所有的
[00:02:41.960 --> 00:02:43.720]  我們不珍惜我們自己所有的
[00:02:43.720 --> 00:02:48.200]  我們掛念著那些找不到的東西
[00:02:48.200 --> 00:02:51.320]  我們在找那些找不到的東西
[00:02:51.320 --> 00:02:52.840]  很多人就是這樣了
[00:02:52.840 --> 00:02:55.000]  很多時候人就是這樣子
[00:02:55.000 --> 00:02:57.160]  我以前也說過一個例子
[00:02:57.160 --> 00:02:59.280]  以前我也這麼說過
[00:02:59.280 --> 00:03:02.720]  有些人去完那段時間大減價
[00:03:02.720 --> 00:03:04.160]  上一回就是大減價
[00:03:04.160 --> 00:03:05.880]  就是聖誕節後大減價
[00:03:05.880 --> 00:03:07.480]  就是聖誕節後大減價
[00:03:07.480 --> 00:03:09.520]  去完購物回來
[00:03:09.520 --> 00:03:11.160]  我去購物回來
[00:03:11.160 --> 00:03:12.920]  看到那些人不開心
[00:03:12.920 --> 00:03:14.680]  看到那些人都不開心
[00:03:14.680 --> 00:03:15.640]  為什麼不開心
[00:03:15.640 --> 00:03:16.520]  為什麼不開心
[00:03:16.520 --> 00:03:18.040]  原來買不到便宜的東西
[00:03:18.040 --> 00:03:19.800]  原來沒有減價的東西
[00:03:19.800 --> 00:03:21.800]  本來之前看到的東西已經被人買了
[00:03:21.800 --> 00:03:22.680]  買不到了
[00:03:22.680 --> 00:03:25.320]  以前我見過那些東西
[00:03:25.320 --> 00:03:26.200]  現在就沒了
[00:03:26.200 --> 00:03:27.440]  愁眉苦臉
[00:03:27.440 --> 00:03:28.600]  愁眉苦臉
[00:03:28.600 --> 00:03:30.320]  我以為世界末日
[00:03:30.320 --> 00:03:31.800]  我以為是世界末日
[00:03:31.800 --> 00:03:33.520]  我以為他被人打劫
[00:03:33.520 --> 00:03:35.280]  我以為他是被人打劫
[00:03:35.280 --> 00:03:37.200]  原來他是買不到便宜的東西
[00:03:37.200 --> 00:03:38.480]  原來他買不到便宜的東西
[00:03:38.480 --> 00:03:40.360]  他覺得好像虧了錢
[00:03:40.360 --> 00:03:42.800]  他以為是已經好像虧本一樣
[00:03:42.800 --> 00:03:44.080]  其實他沒有虧錢
[00:03:44.080 --> 00:03:45.120]  實在有沒有虧本
[00:03:45.120 --> 00:03:46.240]  他的錢都沒有離開過
[00:03:46.240 --> 00:03:46.920]  他都沒有買到
[00:03:46.920 --> 00:03:48.120]  其實賺了
[00:03:48.120 --> 00:03:49.200]  其實他是賺了
[00:03:49.200 --> 00:03:50.160]  因為他都沒有花過
[00:03:50.160 --> 00:03:52.200]  但問題是我們的思想不是這樣
[00:03:52.200 --> 00:03:53.520]  我們的思想不是這樣
[00:03:53.520 --> 00:03:54.360]  我們得到的東西
[00:03:54.360 --> 00:03:55.680]  我們不去珍惜
[00:03:55.680 --> 00:03:56.800]  我們得到的東西
[00:03:56.800 --> 00:03:57.480]  我們不去珍惜
[00:03:57.480 --> 00:03:58.320]  我們得不到的
[00:03:58.320 --> 00:03:59.640]  我們想擁有
[00:03:59.640 --> 00:04:00.640]  我們得不到的
[00:04:00.640 --> 00:04:01.680]  我們要去擁有
[00:04:01.680 --> 00:04:02.680]  隔離友我沒有
[00:04:02.680 --> 00:04:04.760]  我就覺得會妒忌
[00:04:04.760 --> 00:04:05.920]  隔離友的話
[00:04:05.920 --> 00:04:07.440]  我們有的就會妒忌他
[00:04:07.440 --> 00:04:08.680]  跟我一起這麼高這麼大
[00:04:08.680 --> 00:04:09.600]  一起入職的
[00:04:09.600 --> 00:04:11.440]  他現在老闆升他職了
[00:04:11.440 --> 00:04:12.560]  我就不開心
[00:04:12.560 --> 00:04:13.640]  在公司裡面
[00:04:13.640 --> 00:04:15.000]  老闆升他的職
[00:04:15.000 --> 00:04:15.680]  不升我的
[00:04:15.680 --> 00:04:16.560]  但我沒有想過
[00:04:16.560 --> 00:04:17.640]  原來今時今日
[00:04:17.640 --> 00:04:19.360]  我有份工作應該開心,是不是?
[00:04:19.360 --> 00:04:21.160]  其實我們要感恩的是
[00:04:21.160 --> 00:04:23.240]  因為我們有一份工作已經很好了
[00:04:23.240 --> 00:04:25.920]  所以福氣絕對不可以用物質來衡量的
[00:04:25.920 --> 00:04:28.320]  所以福氣不是用物質來衡量的
[00:04:28.320 --> 00:04:29.560]  你說你兒孫很多
[00:04:29.560 --> 00:04:30.520]  是不是福氣呢?
[00:04:30.520 --> 00:04:32.040]  你說你兒孫很多
[00:04:32.040 --> 00:04:32.840]  是不是福氣呢?
[00:04:32.840 --> 00:04:34.400]  我兒孫就一定不多的
[00:04:34.400 --> 00:04:35.880]  我兒孫肯定不多
[00:04:35.880 --> 00:04:37.440]  其實我姓梁的家族
[00:04:37.440 --> 00:04:39.880]  根本代代都兒孫不多的
[00:04:39.880 --> 00:04:41.400]  我姓梁的家族
[00:04:41.400 --> 00:04:42.920]  代代都不是很多的
[00:04:42.920 --> 00:04:44.360]  兒孫多是不是真的好呢?
[00:04:44.360 --> 00:04:46.200]  那兒孫多是不是很好呢?
[00:04:46.200 --> 00:04:47.640]  個個聽話就好了
[00:04:47.640 --> 00:04:49.640]  如果每個人都聽話是非常好
