
[00:00:00.000 --> 00:00:02.000]  各位電影節目主持人平安
[00:00:02.000 --> 00:00:08.000]  今天是《紮根聖賢》第四講《絕境:重生之道》
[00:00:08.000 --> 00:00:11.000]  很特別吧?
[00:00:11.000 --> 00:00:14.000]  剛剛我們為《絕境》中的出路祈禱
[00:00:14.000 --> 00:00:18.000]  然後我們就講《絕境:重生之道》
[00:00:18.000 --> 00:00:20.000]  其實沒有配合過
[00:00:20.000 --> 00:00:24.000]  因為按道理,剛才的《木土》和那段短片
[00:00:24.000 --> 00:00:27.000]  按我們的計劃應該是上個星期播的
[00:00:28.000 --> 00:00:30.000]  而我的經文,我的題目
[00:00:30.000 --> 00:00:32.000]  在收到經文之後
[00:00:32.000 --> 00:00:34.000]  就因為經文的緣故
[00:00:34.000 --> 00:00:35.000]  它是《絕境》
[00:00:35.000 --> 00:00:36.000]  所以呢
[00:00:36.000 --> 00:00:38.000]  就已經是這樣的方向定下去
[00:00:38.000 --> 00:00:40.000]  所以
[00:00:40.000 --> 00:00:44.000]  上帝總是將各樣的事情
[00:00:44.000 --> 00:00:45.000]  成為美好
[00:00:45.000 --> 00:00:47.000]  讓我們彼此配搭
[00:00:47.000 --> 00:00:48.000]  互相契合
[00:00:48.000 --> 00:00:50.000]  我們在計劃裡面
[00:00:50.000 --> 00:00:53.000]  有時真的計劃不盡的
[00:00:53.000 --> 00:00:55.000]  但是上帝總可以將它補足
[00:00:56.000 --> 00:00:59.000]  好,那我們進入詩篇一百一十九篇
[00:00:59.000 --> 00:01:01.000]  二十五至三十二節
[00:01:01.000 --> 00:01:02.000]  我需要提一提
[00:01:02.000 --> 00:01:04.000]  我正在用的《呂進宗》《易本》
[00:01:04.000 --> 00:01:06.000]  不過是經文的內容而已
[00:01:06.000 --> 00:01:08.000]  如果我引用的經文
[00:01:08.000 --> 00:01:11.000]  我就沒有引用《呂進宗》了
[00:01:11.000 --> 00:01:12.000]  我引用的時候
[00:01:12.000 --> 00:01:14.000]  我就正在用《禍合本》
[00:01:14.000 --> 00:01:16.000]  讓我們大家留意
[00:01:16.000 --> 00:01:18.000]  當我們讀到
[00:01:18.000 --> 00:01:20.000]  說今天第四段
[00:01:20.000 --> 00:01:21.000]  前面有三講
[00:01:21.000 --> 00:01:22.000]  哪三講呢?
[00:01:22.000 --> 00:01:27.000]  方牧師帶領我們立志切實的遵守
[00:01:27.000 --> 00:01:28.000]  吳牧師告訴我們
[00:01:28.000 --> 00:01:31.000]  在落境當中喜樂至德的秘訣
[00:01:31.000 --> 00:01:33.000]  陳培若牧師帶領我們
[00:01:33.000 --> 00:01:36.000]  在困境裡面困乏中有出路
[00:01:36.000 --> 00:01:38.000]  所以今天來到絕境
[00:01:38.000 --> 00:01:40.000]  我們發現
[00:01:40.000 --> 00:01:43.000]  其實幾位牧者都應該告訴我們
[00:01:43.000 --> 00:01:45.000]  詩篇一百一十九篇
[00:01:45.000 --> 00:01:48.000]  是一首很優美的字母詩
[00:01:48.000 --> 00:01:51.000]  它由二十二個希伯來文的字母
[00:01:51.000 --> 00:01:52.000]  串成
[00:01:52.000 --> 00:01:54.000]  特別的地方是
[00:01:54.000 --> 00:01:59.000]  每一段落都是順序地有希伯來文字母
[00:01:59.000 --> 00:02:01.000]  然後今天第四個
[00:02:01.000 --> 00:02:05.000]  每一段落都是希伯來文字母
[00:02:05.000 --> 00:02:07.000]  成為那一句的開始
[00:02:07.000 --> 00:02:09.000]  就是每一個字
[00:02:09.000 --> 00:02:10.000]  所以呢
[00:02:10.000 --> 00:02:13.000]  這一個優美的詩篇幫助我們
[00:02:13.000 --> 00:02:14.000]  提醒我們
[00:02:14.000 --> 00:02:16.000]  176節裡面
[00:02:16.000 --> 00:02:22.000]  涵蓋著神話語對每一個景況都適用
[00:02:22.000 --> 00:02:27.000]  涵蓋著每一個景況神話語都能夠成為幫助
[00:02:27.000 --> 00:02:29.000]  無論剛才說的落境
[00:02:29.000 --> 00:02:30.000]  困境
[00:02:30.000 --> 00:02:32.000]  或者今天的絕境
[00:02:32.000 --> 00:02:33.000]  所以
[00:02:33.000 --> 00:02:38.000]  我們都能夠看到神話語幫助的地方
[00:02:38.000 --> 00:02:39.000]  其中呢
[00:02:39.000 --> 00:02:41.000]  這176節裡面
[00:02:41.000 --> 00:02:43.000]  它貫穿著的
[00:02:43.000 --> 00:02:47.000]  是八個希伯來文的詞語
[00:02:47.000 --> 00:02:49.000]  這八個詞語
[00:02:49.000 --> 00:02:51.000]  今天在我們這八節裡面
[00:02:51.000 --> 00:02:53.000]  七個會出現
[00:02:53.000 --> 00:02:55.000]  那就是有一個重覆了
[00:02:55.000 --> 00:02:57.000]  因為每一節有一個
[00:02:57.000 --> 00:03:00.000]  25至28是你的話
[00:03:00.000 --> 00:03:01.000]  26節是律例
[00:03:01.000 --> 00:03:02.000]  27是訓令
[00:03:02.000 --> 00:03:04.000]  29是律法
[00:03:04.000 --> 00:03:07.000]  就是我們平時叫妥拉
[00:03:07.000 --> 00:03:08.000]  然後30是典章
[00:03:08.000 --> 00:03:09.000]  31法度
[00:03:09.000 --> 00:03:11.000]  32誡命
[00:03:11.000 --> 00:03:13.000]  唯一我們比較熟悉的
[00:03:13.000 --> 00:03:15.000]  我將你的話藏在我內心
[00:03:15.000 --> 00:03:17.000]  那11節那個你的話
[00:03:17.000 --> 00:03:19.000]  它其實有時在82節
[00:03:19.000 --> 00:03:20.000]  可以譯做應許
[00:03:20.000 --> 00:03:21.000]  這一個字
[00:03:21.000 --> 00:03:24.000]  沒有出現在這八節裡面
[00:03:24.000 --> 00:03:27.000]  如果我們逐個逐個這樣分析
[00:03:27.000 --> 00:03:30.000]  基本上是不止八篇廣章的
[00:03:30.000 --> 00:03:33.000]  所以神話語實在是非常美妙
[00:03:33.000 --> 00:03:36.000]  但是我不敢在今天跟大家分享
[00:03:36.000 --> 00:03:38.000]  這八個的詞語
[00:03:38.000 --> 00:03:41.000]  我只能夠從旁邊去分享
[00:03:41.000 --> 00:03:43.000]  因為如果八個字
[00:03:43.000 --> 00:03:46.000]  應該可以八篇廣章都不止
[00:03:46.000 --> 00:03:51.000]  好 那我們進入第三第四段落之前
[00:03:51.000 --> 00:03:52.000]  我們先看看第三段落
[00:03:52.000 --> 00:03:53.000]  為什麼呢
[00:03:53.000 --> 00:03:55.000]  因為很多色經學家都告訴我們
[00:03:55.000 --> 00:03:58.000]  其實第三和第四這兩個段落
[00:03:58.000 --> 00:04:01.000]  其實它處於一個困境一樣
[00:04:01.000 --> 00:04:03.000]  不過心態不同
[00:04:03.000 --> 00:04:05.000]  第三個的段落
[00:04:05.000 --> 00:04:07.000]  其實是存於積極樂觀的心
[00:04:07.000 --> 00:04:09.000]  它能夠在困境裡面
[00:04:09.000 --> 00:04:12.000]  能夠知道抓緊神的話語
[00:04:12.000 --> 00:04:15.000]  以神的話語成為謀士
[00:04:15.000 --> 00:04:18.000]  人生最大的困難是什麼呢
[00:04:18.000 --> 00:04:20.000]  就是面對自己
[00:04:20.000 --> 00:04:23.000]  我們自己喜歡為自己做軍師
[00:04:23.000 --> 00:04:26.000]  自己為自己定調規劃
[00:04:26.000 --> 00:04:28.000]  所以適合自己聽的
[00:04:28.000 --> 00:04:30.000]  就拿來支持自己
[00:04:30.000 --> 00:04:31.000]  不適合自己聽的
[00:04:31.000 --> 00:04:33.000]  充耳不聞
[00:04:33.000 --> 00:04:36.000]  甚至忽略不見
[00:04:36.000 --> 00:04:40.000]  所以陳培惠牧師在上一次講到的時候
[00:04:40.000 --> 00:04:41.000]  提醒大家
[00:04:41.000 --> 00:04:43.000]  經文提醒我們
[00:04:43.000 --> 00:04:45.000]  求主開我們的眼睛
[00:04:45.000 --> 00:04:47.000]  看見神話語的幫助
[00:04:47.000 --> 00:04:51.000]  同時間更重要是切勿神的話語
[00:04:51.000 --> 00:04:53.000]  以神的話語為樂
[00:04:53.000 --> 00:04:55.000]  以神的話語為謀士
[00:04:55.000 --> 00:04:58.000]  所以當我們進入第四個段落的時候
[00:04:58.000 --> 00:04:59.000]  我剛才講過
[00:04:59.000 --> 00:05:01.000]  它處於同一個處境
[00:05:01.000 --> 00:05:03.000]  第三個段落是樂觀的
[00:05:03.000 --> 00:05:04.000]  所以他認為
[00:05:04.000 --> 00:05:08.000]  只要他繼續活潑地守著神的道
[00:05:08.000 --> 00:05:11.000]  他就能夠得到神的後代
[00:05:11.000 --> 00:05:14.000]  通常我們電影姐妹都是這樣受勉勵的
[00:05:14.000 --> 00:05:16.000]  然後可能你帶著期望
[00:05:16.000 --> 00:05:17.000]  遵守神的道一次
[00:05:17.000 --> 00:05:18.000]  兩次
[00:05:18.000 --> 00:05:19.000]  三次
[00:05:19.000 --> 00:05:20.000]  四次
[00:05:20.000 --> 00:05:21.000]  期望神的話語
[00:05:21.000 --> 00:05:25.000]  神的祝福臨到你所期望的事件上
[00:05:25.000 --> 00:05:28.000]  一次又一次又失望
[00:05:28.000 --> 00:05:31.000]  所以慢慢就變成了絕望
[00:05:31.000 --> 00:05:33.000]  慢慢就變成絕境
[00:05:33.000 --> 00:05:35.000]  所以這裡第四段落
[00:05:35.000 --> 00:05:38.000]  他就懇求神幫助他救活他
[00:05:38.000 --> 00:05:42.000]  這個剛剛就是希伯來文第四個字
[00:05:42.000 --> 00:05:45.000]  第四個字母的含義
[00:05:45.000 --> 00:05:49.000]  因為在希伯來文的字典裡面
[00:05:49.000 --> 00:05:50.000]  他告訴我們
[00:05:50.000 --> 00:05:52.000]  這個字是一道門
[00:05:52.000 --> 00:05:54.000]  它的樣子就好像一道門
[00:05:54.000 --> 00:05:56.000]  它是跟軟弱
[00:05:56.000 --> 00:05:58.000]  跟需要有關連
[00:05:58.000 --> 00:05:59.000]  所以一般的解釋
[00:05:59.000 --> 00:06:02.000]  對第四個字母的解釋
[00:06:02.000 --> 00:06:03.000]  就是它一扇門
[00:06:03.000 --> 00:06:05.000]  代表著轉變的機會
[00:06:05.000 --> 00:06:07.000]  從差轉變為更好
[00:06:07.000 --> 00:06:09.000]  它能夠把握那個機會
[00:06:09.000 --> 00:06:11.000]  所以如果我們說
[00:06:11.000 --> 00:06:13.000]  困境是一種提醒
[00:06:13.000 --> 00:06:16.000]  絕境就是告訴我們不能拖延
[00:06:16.000 --> 00:06:18.000]  要立即作出改變
[00:06:18.000 --> 00:06:20.000]  而且在絕境裡面
[00:06:20.000 --> 00:06:24.000]  要懂得把握選擇的能力
[00:06:24.000 --> 00:06:27.000]  以致在生死禍福當中
[00:06:27.000 --> 00:06:29.000]  揀生不要揀死
[00:06:29.000 --> 00:06:31.000]  揀福不要揀禍
[00:06:31.000 --> 00:06:33.000]  以致它能夠轉危為安
[00:06:33.000 --> 00:06:34.000]  所以我們要問
[00:06:34.000 --> 00:06:38.000]  私人究竟他面對什麼絕境呢?
[00:06:38.000 --> 00:06:40.000]  其實我想過去三位牧師
[00:06:40.000 --> 00:06:42.000]  或者你應該都熟悉的
[00:06:42.000 --> 00:06:44.000]  就是當時神的子民
[00:06:44.000 --> 00:06:47.000]  正處於被擄的時期
[00:06:47.000 --> 00:06:49.000]  他身在被擄的當中
[00:06:49.000 --> 00:06:50.000]  經歷過戰爭
[00:06:50.000 --> 00:06:51.000]  被擄的慘況
[00:06:51.000 --> 00:06:53.000]  甚至身在異鄉
[00:06:53.000 --> 00:06:54.000]  被羞辱
[00:06:54.000 --> 00:06:55.000]  被藐視
[00:06:55.000 --> 00:06:56.000]  飽歷滄桑
[00:06:56.000 --> 00:06:58.000]  困苦無依
[00:06:58.000 --> 00:07:01.000]  我們應該最近在讀《歷代之醫》
[00:07:01.000 --> 00:07:05.000]  應該是在讀這些經文的前傳
[00:07:05.000 --> 00:07:08.000]  所以那裡作者再三呼籲我們
[00:07:08.000 --> 00:07:10.000]  呼籲我們要知道
[00:07:10.000 --> 00:07:12.000]  為什麼他們會國破家亡
[00:07:12.000 --> 00:07:15.000]  所以他們身在絕境當中
[00:07:15.000 --> 00:07:17.000]  是因為
[00:07:17.000 --> 00:07:18.000]  不是被擄
[00:07:18.000 --> 00:07:21.000]  是因為他們離開上帝
[00:07:21.000 --> 00:07:23.000]  所以他們離開上帝
[00:07:23.000 --> 00:07:25.000]  落在絕境當中
[00:07:25.000 --> 00:07:27.000]  所以當他們不再自欺欺人
[00:07:27.000 --> 00:07:30.000]  他們知道自己的問題的時候
[00:07:30.000 --> 00:07:31.000]  這樣
[00:07:31.000 --> 00:07:32.000]  歷代之下
[00:07:32.000 --> 00:07:34.000]  七章十四節
[00:07:34.000 --> 00:07:36.000]  就非常之生動了
[00:07:36.000 --> 00:07:37.000]  神說
[00:07:37.000 --> 00:07:39.000]  這稱為我名下的子民
[00:07:39.000 --> 00:07:41.000]  若是自卑
[00:07:41.000 --> 00:07:43.000]  禱告尋求我的面
[00:07:43.000 --> 00:07:44.000]  轉離他的惡行
[00:07:44.000 --> 00:07:46.000]  我必從天上垂聽
[00:07:46.000 --> 00:07:47.000]  赦免他們的罪
[00:07:47.000 --> 00:07:49.000]  依治他們的地
[00:07:49.000 --> 00:07:52.000]  從祈禱返回正途
[00:07:52.000 --> 00:07:54.000]  從眷戀自己的世界
[00:07:54.000 --> 00:07:56.000]  返回神真實的世界
[00:07:56.000 --> 00:07:58.000]  我們希伯來人
[00:07:58.000 --> 00:07:59.000]  以色列人
[00:07:59.000 --> 00:08:00.000]  神的子民
[00:08:00.000 --> 00:08:01.000]  今天主的門徒
[00:08:01.000 --> 00:08:02.000]  我們很清楚知道
[00:08:02.000 --> 00:08:05.000]  什麼是遵守神的話語
[00:08:05.000 --> 00:08:07.000]  就有福遠離神的話語
[00:08:07.000 --> 00:08:10.000]  離開神就是遭禍
[00:08:10.000 --> 00:08:13.000]  這個是真實的世界
[00:08:13.000 --> 00:08:15.000]  對於當時神的子民
[00:08:15.000 --> 00:08:18.000]  能否返回迦南地
[00:08:18.000 --> 00:08:19.000]  還不知道
[00:08:19.000 --> 00:08:20.000]  但是他最重要的是
[00:08:20.000 --> 00:08:22.000]  持守神的話語
[00:08:22.000 --> 00:08:23.000]  返回神的話語
[00:08:23.000 --> 00:08:24.000]  丁子梅
[00:08:24.000 --> 00:08:26.000]  我們有沒有今天
[00:08:26.000 --> 00:08:29.000]  處於以色列人的景況呢
[00:08:29.000 --> 00:08:31.000]  我們有沒有跟他重蹈覆轍呢
[00:08:31.000 --> 00:08:33.000]  我們會不會都是
[00:08:33.000 --> 00:08:35.000]  眷戀著我們美妙的世界
[00:08:35.000 --> 00:08:38.000]  編織著我們虛幻的未來
[00:08:38.000 --> 00:08:41.000]  而忘記了神的話語呢
[00:08:41.000 --> 00:08:44.000]  以致我們落在絕境當中
[00:08:44.000 --> 00:08:45.000]  困境裡面
[00:08:45.000 --> 00:08:46.000]  無論你積極
[00:08:46.000 --> 00:08:49.000]  或者是悲觀
[00:08:49.000 --> 00:08:51.000]  你都身在困境當中
[00:08:51.000 --> 00:08:52.000]  如果我們說
[00:08:52.000 --> 00:08:55.000]  被擄當時的情況
[00:08:55.000 --> 00:08:58.000]  是當時所有人普遍的處境
[00:08:58.000 --> 00:09:01.000]  那麼詩人有什麼獨特的處境呢
[00:09:01.000 --> 00:09:04.000]  我們陳心儀牧師
[00:09:04.000 --> 00:09:07.000]  在2020年港九培靈經大會的時候
[00:09:07.000 --> 00:09:10.000]  他就用了25至40節
[00:09:10.000 --> 00:09:11.000]  就是多多一段
[00:09:11.000 --> 00:09:13.000]  就是第四段和第五段
[00:09:13.000 --> 00:09:16.000]  兩段用一個題目
[00:09:16.000 --> 00:09:19.000]  叫神能使我們脫離恐懼
[00:09:19.000 --> 00:09:22.000]  大家在2020年記得發生什麼事吧
[00:09:22.000 --> 00:09:25.000]  我們大家都身在恐懼當中
[00:09:25.000 --> 00:09:30.000]  所以陳牧師很切合地幫助我們
[00:09:30.000 --> 00:09:33.000]  他說今天恐懼是不是在你和我的生命當中呢
[00:09:33.000 --> 00:09:35.000]  2020年是的
[00:09:35.000 --> 00:09:36.000]  不只香港
[00:09:36.000 --> 00:09:38.000]  全世界都是
[00:09:38.000 --> 00:09:41.000]  生命當中我們遭遇很多不安
[00:09:41.000 --> 00:09:43.000]  在那個疫情之下
[00:09:43.000 --> 00:09:46.000]  神如何透過他的話語
[00:09:46.000 --> 00:09:48.000]  使我們明白這些事
[00:09:48.000 --> 00:09:50.000]  而脫離恐懼呢
[00:09:50.000 --> 00:09:52.000]  這是當日陳心儀牧師的勉勵
[00:09:52.000 --> 00:09:54.000]  所以他從三個方向
[00:09:54.000 --> 00:09:56.000]  幫助我們從個人從群體
[00:09:56.000 --> 00:09:59.000]  從各種天然的禍患
[00:09:59.000 --> 00:10:01.000]  或者不安
[00:10:01.000 --> 00:10:04.000]  而去幫助我們面對恐懼
[00:10:04.000 --> 00:10:05.000]  又看過
[00:10:05.000 --> 00:10:07.000]  又讓我們看得見的恐懼
[00:10:07.000 --> 00:10:09.000]  要作出準備
[00:10:09.000 --> 00:10:11.000]  我們做了不少準備
[00:10:11.000 --> 00:10:13.000]  看不見的恐懼
[00:10:13.000 --> 00:10:16.000]  是要依靠救主
[00:10:16.000 --> 00:10:18.000]  不存在的恐懼
[00:10:18.000 --> 00:10:20.000]  是要靠主去分辨
[00:10:20.000 --> 00:10:21.000]  這樣
[00:10:21.000 --> 00:10:23.000]  我們就能得盛恐懼了
[00:10:23.000 --> 00:10:24.000]  然後最後
[00:10:24.000 --> 00:10:25.000]  他勉勵我們
[00:10:25.000 --> 00:10:26.000]  要向神看
[00:10:26.000 --> 00:10:27.000]  向前看
[00:10:27.000 --> 00:10:28.000]  向自己看
[00:10:28.000 --> 00:10:31.000]  去忘記恐懼
[00:10:31.000 --> 00:10:34.000]  是不是很好的一篇講章呢
[00:10:34.000 --> 00:10:35.000]  很好的真理
[00:10:35.000 --> 00:10:37.000]  幫助當日的頂子妹
[00:10:37.000 --> 00:10:40.000]  我相信今天都成為我們的幫助
[00:10:40.000 --> 00:10:41.000]  我們是不是已經得到
[00:10:41.000 --> 00:10:44.000]  從聖經的話語中得到慰樣
[00:10:44.000 --> 00:10:46.000]  我們就應該可以
[00:10:46.000 --> 00:10:49.000]  快快樂樂回家了
[00:10:49.000 --> 00:10:50.000]  當然不行了
[00:10:50.000 --> 00:10:51.000]  是不是
[00:10:51.000 --> 00:10:53.000]  我們事實上讀同一段聖經
[00:10:53.000 --> 00:10:56.000]  我們希望從同一段聖經當中
[00:10:56.000 --> 00:10:58.000]  能夠在不同的時間
[00:10:58.000 --> 00:10:59.000]  相同的時間
[00:10:59.000 --> 00:11:00.000]  不同的人
[00:11:00.000 --> 00:11:01.000]  相同的人
[00:11:01.000 --> 00:11:02.000]  仍然能夠得到幫助
[00:11:02.000 --> 00:11:04.000]  所以我們今天又再一次
[00:11:04.000 --> 00:11:06.000]  再拿聖經出來看
[00:11:06.000 --> 00:11:07.000]  好嗎
[00:11:07.000 --> 00:11:08.000]  我們看看
[00:11:08.000 --> 00:11:09.000]  所以我用雷震蹤熱管
[00:11:09.000 --> 00:11:11.000]  希望從中帶來一些
[00:11:11.000 --> 00:11:14.000]  新的一些切入點
[00:11:14.000 --> 00:11:17.000]  私人他面對的絕境
[00:11:17.000 --> 00:11:19.000]  是不是只是恐懼呢
[00:11:19.000 --> 00:11:20.000]  這是我第一個
[00:11:20.000 --> 00:11:22.000]  當時我覺得真的好了
[00:11:22.000 --> 00:11:25.000]  然後我幾乎想抄一篇講章出來的時候
[00:11:25.000 --> 00:11:27.000]  我第一個問自己的問題
[00:11:27.000 --> 00:11:31.000]  私人面對的是不是只是恐懼呢
[00:11:31.000 --> 00:11:34.000]  其實這裡講的
[00:11:34.000 --> 00:11:38.000]  我的性命緊貼著塵土
[00:11:38.000 --> 00:11:39.000]  三個字而已
[00:11:39.000 --> 00:11:40.000]  三個希伯來文
[00:11:40.000 --> 00:11:42.000]  塵土這個字
[00:11:42.000 --> 00:11:44.000]  你和我今天讀的時候毫無感覺
[00:11:44.000 --> 00:11:46.000]  你和我最多就是塵歸塵
[00:11:46.000 --> 00:11:47.000]  土歸土
[00:11:47.000 --> 00:11:49.000]  你知道是什麼嗎
[00:11:49.000 --> 00:11:51.000]  說的是死亡
[00:11:51.000 --> 00:11:52.000]  是不是
[00:11:52.000 --> 00:11:53.000]  所以希伯來人
[00:11:53.000 --> 00:11:55.000]  其實他很清楚知道
[00:11:55.000 --> 00:11:57.000]  人是由泥土造成的
[00:11:57.000 --> 00:11:59.000]  最終我們會塵歸塵
[00:11:59.000 --> 00:12:00.000]  土歸土
[00:12:00.000 --> 00:12:03.000]  發現原來有一些坊間的說話
[00:12:03.000 --> 00:12:05.000]  原來我們都知道
[00:12:05.000 --> 00:12:08.000]  同樣好像希伯來人那樣
[00:12:08.000 --> 00:12:10.000]  知道什麼是塵土
[00:12:10.000 --> 00:12:12.000]  塵土象徵著死亡
[00:12:12.000 --> 00:12:14.000]  是死亡的代名詞
[00:12:14.000 --> 00:12:16.000]  是陰間的代名詞
[00:12:16.000 --> 00:12:18.000]  所以貼近死亡
[00:12:18.000 --> 00:12:20.000]  貼近陰間
[00:12:20.000 --> 00:12:23.000]  這個就是私人自己的治癒了
[00:12:23.000 --> 00:12:26.000]  他說我的生命已經面臨絕境
[00:12:26.000 --> 00:12:28.000]  危在旦夕
[00:12:28.000 --> 00:12:30.000]  所以希伯來人一讀就知道了
[00:12:30.000 --> 00:12:31.000]  不過我有一個問題
[00:12:31.000 --> 00:12:35.000]  究竟他是被動地進入絕境呢
[00:12:35.000 --> 00:12:40.000]  還是主動地進入絕境呢
[00:12:40.000 --> 00:12:41.000]  我們就不知道了
[00:12:41.000 --> 00:12:42.000]  是不是
[00:12:42.000 --> 00:12:44.000]  所以我們看看不同的《聖經》《易本》
[00:12:44.000 --> 00:12:46.000]  不同的《聖經》《易本》都是一種解釋
[00:12:46.000 --> 00:12:48.000]  《鳳象聖經》《易本》就說
[00:12:48.000 --> 00:12:53.000]  他是主動地跌倒在塵土當中
[00:12:53.000 --> 00:12:55.000]  《現代中文易本》就說
[00:12:55.000 --> 00:12:56.000]  他是被擊倒
[00:12:56.000 --> 00:12:59.000]  被動地進入絕境
[00:12:59.000 --> 00:13:01.000]  那究竟何者為真
[00:13:01.000 --> 00:13:03.000]  何者為假呢
[00:13:03.000 --> 00:13:06.000]  我們看看《聖經》原文希伯來文的意思
[00:13:06.000 --> 00:13:09.000]  他說我的生命這個字
[00:13:09.000 --> 00:13:13.000]  其實在二十八節會重新出現的
[00:13:13.000 --> 00:13:16.000]  同一個字會重新出現
[00:13:16.000 --> 00:13:17.000]  不過這次呢
[00:13:17.000 --> 00:13:19.000]  你看看《聖經》《易本》他會譯嗎
[00:13:19.000 --> 00:13:22.000]  他說我的精神
[00:13:22.000 --> 00:13:26.000]  可見這個字不只是說肉體
[00:13:26.000 --> 00:13:29.000]  這個字也在說精神困擾
[00:13:29.000 --> 00:13:31.000]  你說不明白了
[00:13:31.000 --> 00:13:34.000]  難怪陳心業牧師會說我的困擾
[00:13:34.000 --> 00:13:36.000]  是不是
[00:13:36.000 --> 00:13:38.000]  那我們再看看緊貼著
[00:13:38.000 --> 00:13:39.000]  是什麼意思
[00:13:39.000 --> 00:13:41.000]  緊貼著這個字
[00:13:41.000 --> 00:13:46.000]  其實是簡單直接主動的完成式動詞
[00:13:46.000 --> 00:13:47.000]  你說什麼來的
[00:13:47.000 --> 00:13:50.000]  簡單來講就是他主動捉住
[00:13:50.000 --> 00:13:51.000]  他主動捉住
[00:13:51.000 --> 00:13:53.000]  然後我們再看這個字
[00:13:53.000 --> 00:13:57.000]  其實可以在三十一節重新出現的
[00:13:57.000 --> 00:14:00.000]  三十一節那裡話本譯做持守
[00:14:00.000 --> 00:14:02.000]  就是捉緊
[00:14:02.000 --> 00:14:04.000]  我們將整句串在一起
[00:14:04.000 --> 00:14:07.000]  那你就大概可以猜測
[00:14:07.000 --> 00:14:10.000]  猜測就是我們在猜測
[00:14:10.000 --> 00:14:13.000]  其實應該是他的困擾
[00:14:13.000 --> 00:14:17.000]  是私人內心的煩惱
[00:14:17.000 --> 00:14:19.000]  以致他抓著不放
[00:14:19.000 --> 00:14:21.000]  放不下
[00:14:21.000 --> 00:14:23.000]  放不下大家聽過吧
[00:14:23.000 --> 00:14:26.000]  應該在你生命當中也有很多東西放不下吧
[00:14:26.000 --> 00:14:27.000]  是
[00:14:27.000 --> 00:14:28.000]  應該是這樣
[00:14:28.000 --> 00:14:32.000]  你想想當日被擄未歸回的人
[00:14:32.000 --> 00:14:33.000]  他有什麼處境呢
[00:14:33.000 --> 00:14:36.000]  他很明顯是活得無盼望
[00:14:36.000 --> 00:14:37.000]  歸家無期
[00:14:37.000 --> 00:14:39.000]  復國無望
[00:14:39.000 --> 00:14:40.000]  人為刀阻
[00:14:40.000 --> 00:14:41.000]  我為魚肉
[00:14:41.000 --> 00:14:44.000]  可能連嘆氣慨嘆
[00:14:44.000 --> 00:14:49.000]  都視為被對當時的繁榮穩定
[00:14:49.000 --> 00:14:52.000]  平安有破壞
[00:14:52.000 --> 00:14:56.000]  這種無望會不會招來沮喪
[00:14:56.000 --> 00:15:00.000]  這種無望會不會令你和我生活無力
[00:15:00.000 --> 00:15:04.000]  你和我有沒有目擊這些事件發生
[00:15:04.000 --> 00:15:08.000]  我們身在這幾年應該看不少吧
[00:15:08.000 --> 00:15:10.000]  我不知道你是不是當中那個呢
[00:15:10.000 --> 00:15:12.000]  如果你不是
[00:15:12.000 --> 00:15:13.000]  那就是主
[00:15:13.000 --> 00:15:14.000]  是不是
[00:15:14.000 --> 00:15:17.000]  不過你接著很容易說一句話
[00:15:17.000 --> 00:15:18.000]  看開一點吧
[00:15:18.000 --> 00:15:20.000]  放下
[00:15:20.000 --> 00:15:23.000]  你很多時候會和其他人的煩惱這樣說
[00:15:23.000 --> 00:15:25.000]  退一步海闊天空
[00:15:25.000 --> 00:15:28.000]  忍一時
[00:15:28.000 --> 00:15:30.000]  我不說了
[00:15:30.000 --> 00:15:33.000]  忍一時未必風氣浪靜
[00:15:33.000 --> 00:15:35.000]  但是你很多時候都會這樣說
[00:15:35.000 --> 00:15:37.000]  你會和別人說
[00:15:37.000 --> 00:15:39.000]  放下吧
[00:15:39.000 --> 00:15:40.000]  是的
[00:15:40.000 --> 00:15:41.000]  你對著別人說容易
[00:15:41.000 --> 00:15:43.000]  但是如果那個苦惱在你內心
[00:15:43.000 --> 00:15:45.000]  在你裡面的糾纏
[00:15:45.000 --> 00:15:46.000]  你就會放不下
[00:15:46.000 --> 00:15:47.000]  吃不安
