
[00:00:00.000 --> 00:00:03.200]  我最近讀了一篇文章
[00:00:03.200 --> 00:00:06.560]  是講到一位廚師
[00:00:06.560 --> 00:00:11.920]  他怎樣晉身成為一個
[00:00:11.920 --> 00:00:17.000]  休閒的度假酒店的老闆
[00:00:17.000 --> 00:00:21.240]  在一間夏威夷
[00:00:21.240 --> 00:00:27.400]  自己擁有一間很美好的酒店
[00:00:27.400 --> 00:00:30.760]  原來這個人一直夢想
[00:00:30.760 --> 00:00:33.720]  自己擁有一間酒店
[00:00:33.720 --> 00:00:35.520]  但其實又沒有錢
[00:00:35.520 --> 00:00:42.080]  他開始跟一間專做薄餅的專門店
[00:00:42.080 --> 00:00:48.080]  簽約做一個薄餅的師傅
[00:00:48.080 --> 00:00:51.640]  很快他的成績做得很好
[00:00:51.640 --> 00:00:53.480]  晉升為一個經理
[00:00:53.480 --> 00:00:58.160]  之後又跟薄餅店的老闆合作
[00:00:58.160 --> 00:01:03.400]  開始一間一間的薄餅連鎖店
[00:01:03.400 --> 00:01:06.440]  於是越做越好
[00:01:06.440 --> 00:01:14.800]  最後把自己連鎖店的王國賣掉
[00:01:14.800 --> 00:01:19.520]  而去買了一間酒店
[00:01:19.520 --> 00:01:22.400]  成為了一個酒店的老闆
[00:01:22.400 --> 00:01:26.200]  這是他自己的夢想成真
[00:01:26.200 --> 00:01:33.040]  不過這位廚師一開始是好高騖遠
[00:01:33.040 --> 00:01:39.560]  他講述自己怎樣能夠走到這一步
[00:01:39.560 --> 00:01:44.920]  他的答案很簡單
[00:01:44.920 --> 00:01:47.320]  他說我煎薄餅的時候
[00:01:47.320 --> 00:01:51.240]  是一塊一塊這樣煎的
[00:01:51.240 --> 00:01:55.160]  一塊一塊去煎薄餅
[00:01:55.160 --> 00:01:58.200]  不能夠操之過急
[00:01:58.200 --> 00:02:02.920]  是慢慢一步一步走上去
[00:02:02.920 --> 00:02:06.160]  所以他今天能夠成功
[00:02:06.160 --> 00:02:11.600]  知道自己慢慢一步一步走上去
[00:02:11.600 --> 00:02:13.080]  又沒有停步
[00:02:13.080 --> 00:02:19.200]  也沒有一步登天的想法
[00:02:19.200 --> 00:02:26.280]  今天我相信我們都是要學習一樣的事情
[00:02:26.280 --> 00:02:28.400]  當一個信徒
[00:02:28.400 --> 00:02:32.160]  我們都希望我們有所謂生命的成長
[00:02:32.160 --> 00:02:38.600]  但很多時候我們卻有一步登天的想法
[00:02:38.600 --> 00:02:45.040]  好像很快成為一個成熟
[00:02:45.040 --> 00:02:51.600]  有一個穩定或者是一個滿有經歷的基督徒
[00:02:51.600 --> 00:02:56.760]  但事實上真的沒有辦法一步登天
[00:02:56.760 --> 00:03:05.960]  這段經文是繼續去解答耶穌要離開門徒
[00:03:05.960 --> 00:03:10.520]  我上次講了一個餘節的晚餐裏面
[00:03:10.520 --> 00:03:13.800]  跟他們說我要返回父家
[00:03:13.800 --> 00:03:18.240]  但繼續說耶穌不是不顧而去
[00:03:18.240 --> 00:03:26.160]  所以這段經文是耶穌去回答門徒肥力的問題
[00:03:26.160 --> 00:03:30.720]  祂指出過往我跟門徒有一段時間
[00:03:30.720 --> 00:03:33.080]  跟他們的生活
[00:03:33.080 --> 00:03:35.120]  耶穌基督的言行
[00:03:35.120 --> 00:03:41.560]  正正是已經反映了天父的真道
[00:03:41.560 --> 00:03:48.200]  因為天父與聖子耶穌合而為一
[00:03:48.200 --> 00:03:55.480]  所以最重要的門徒應該是去認識和相信耶穌
[00:03:55.480 --> 00:03:59.720]  所以今天我講的題目叫「一步登天的信仰」
[00:03:59.720 --> 00:04:01.400]  是一個問號
[00:04:01.400 --> 00:04:03.320]  是不是真的這樣呢?
[00:04:03.320 --> 00:04:08.600]  當然這個問號是一個否定的答案
[00:04:08.600 --> 00:04:12.440]  但很多時候我們卻是很期望
[00:04:12.440 --> 00:04:15.040]  所以我分開三方面去講
[00:04:15.040 --> 00:04:19.600]  第一是因為我們會受到積食文化的影響
[00:04:19.600 --> 00:04:25.520]  第二方面其實我們應該有一個很焦點的
[00:04:25.520 --> 00:04:28.520]  屬靈的生命
[00:04:28.520 --> 00:04:35.560]  第三方面我們的信仰是循序漸進的信仰
[00:04:35.560 --> 00:04:40.600]  所以看回第一方面在第七節那裏所講
[00:04:40.600 --> 00:04:45.960]  為甚麼我們會受到積食文化的影響呢?
[00:04:45.960 --> 00:04:48.200]  第七節那裏開始
[00:04:48.200 --> 00:04:51.880]  「既然你們認識了我,也會認識我的父
[00:04:51.880 --> 00:04:57.880]  從今以後你們就認識他,並且已經看見他了」
[00:04:57.880 --> 00:05:01.640]  在這裏講到其實都頗複雜的
[00:05:01.640 --> 00:05:03.760]  耶穌講的這句話裏面
[00:05:03.760 --> 00:05:08.600]  他的意思是你過去如果真的認識我的話
[00:05:08.600 --> 00:05:11.640]  就一定會認識我的天父
[00:05:11.640 --> 00:05:14.640]  所以從今以後
[00:05:14.640 --> 00:05:17.400]  你是會根本就認識
[00:05:17.400 --> 00:05:24.800]  以及已經看過、見過這個天父的
[00:05:24.800 --> 00:05:30.560]  但是對於這班門徒卻是一頭霧水
[00:05:30.560 --> 00:05:34.800]  因為真是未見過天父
[00:05:34.800 --> 00:05:41.760]  耶穌說現在他要往父家那裏的時候
[00:05:41.760 --> 00:05:46.840]  又講到耶穌會為我們預備地方去
[00:05:46.840 --> 00:05:49.400]  將來又會接我們去
[00:05:49.400 --> 00:05:52.200]  我們應該未見到這個天父
[00:05:52.200 --> 00:05:55.360]  但我們會在那裏會合
[00:05:55.360 --> 00:06:03.720]  所以肥力問的問題似乎是很自然的一個問
[00:06:03.720 --> 00:06:07.680]  第八節:主啊,祢就將父給我們看吧
[00:06:07.680 --> 00:06:11.640]  我們就知足了
[00:06:11.640 --> 00:06:14.840]  當然肥力這樣問的時候
[00:06:14.840 --> 00:06:15.920]  對於我們今天來說
[00:06:15.920 --> 00:06:18.920]  我們會體會到一件事
[00:06:18.920 --> 00:06:20.920]  似乎如果你是耶穌
[00:06:20.920 --> 00:06:24.240]  究竟是很生氣還是很笑呢?
[00:06:24.240 --> 00:06:27.920]  究竟你是否不認識天父呢?
[00:06:27.920 --> 00:06:36.080]  究竟現在你又想去到甚麼屬靈的境界呢?
[00:06:36.080 --> 00:06:40.880]  很多時候我們都有類似肥力的想法
[00:06:40.880 --> 00:06:43.280]  這不是不相信
[00:06:43.280 --> 00:06:47.840]  只不過既然我們都會去到父家那裏
[00:06:47.840 --> 00:06:49.560]  為甚麼這麼麻煩?
[00:06:49.560 --> 00:06:52.280]  我們又要經歷一段這麼長的時間
[00:06:52.280 --> 00:06:56.800]  又要等待,又不知道耶穌會做些甚麼事情
[00:06:56.800 --> 00:07:00.000]  我們在世上又不知道會做些甚麼事情
[00:07:00.000 --> 00:07:02.880]  根本我們都不知道怎樣走下去
[00:07:02.880 --> 00:07:06.320]  不如我們現在就見到天父吧
[00:07:06.320 --> 00:07:09.320]  這樣就知足了
[00:07:09.320 --> 00:07:13.640]  這樣就滿足,這樣就足夠了
[00:07:13.640 --> 00:07:17.680]  其實這裏讓我們看到
[00:07:17.680 --> 00:07:21.440]  好像我們有時也會這樣看
[00:07:21.440 --> 00:07:26.000]  當我們不知道前面的路程怎樣走的時候
[00:07:26.000 --> 00:07:30.960]  當我們在信仰裏有時也會矇查查的時候
[00:07:30.960 --> 00:07:34.240]  我們都很想一步跨上天
[00:07:34.240 --> 00:07:38.160]  我們都能夠很快找到一些答案
[00:07:38.160 --> 00:07:41.720]  很快知道
[00:07:41.720 --> 00:07:46.720]  用一個屬靈的角度去解釋到
[00:07:46.720 --> 00:07:50.000]  現在所發生事情的現象
[00:07:50.000 --> 00:07:53.920]  當然今天在香港裏面也有很多問題
[00:07:53.920 --> 00:07:56.360]  無論是社會的事件
[00:07:56.360 --> 00:07:58.480]  無論是現在疫情的問題
[00:07:58.480 --> 00:08:00.080]  或者是經濟的問題
[00:08:00.080 --> 00:08:01.840]  很多事情我們都不明白
[00:08:01.840 --> 00:08:03.880]  接著如何發展下去
[00:08:03.880 --> 00:08:05.440]  接著香港會變成怎樣
[00:08:05.440 --> 00:08:07.640]  這個世界會變成怎樣
[00:08:07.640 --> 00:08:08.680]  我們都很想知道
[00:08:08.680 --> 00:08:14.080]  我們都很想用一個屬靈的角度去理解
[00:08:14.080 --> 00:08:18.040]  但很多時候我們卻又不想經歷
[00:08:18.040 --> 00:08:22.240]  很想掌握預知未來
[00:08:22.240 --> 00:08:28.760]  但其實很多人可能會在網上找到很多答案
[00:08:28.760 --> 00:08:31.560]  其實很多時候我們都發覺到
[00:08:31.560 --> 00:08:37.880]  經常收到很多人在網上給我們很多訊息
[00:08:37.880 --> 00:08:41.880]  無論是用聖經的角度去解釋一些事情
[00:08:41.880 --> 00:08:45.560]  無論是一些屬靈的經驗也好
[00:08:45.560 --> 00:08:50.720]  似乎這些好像是將我們一時的迷惘
[00:08:50.720 --> 00:08:54.080]  將我們一時的一些未知的前面
[00:08:54.080 --> 00:09:00.600]  好像給我們一個立刻的答案
[00:09:00.600 --> 00:09:03.920]  其實信仰是不是這樣呢?
[00:09:03.920 --> 00:09:07.360]  是不是當我們在一個十字路口的時候
[00:09:07.360 --> 00:09:12.960]  在一個我們仍然是沒有經歷的時候
[00:09:12.960 --> 00:09:17.240]  我們就可以掌握到的答案呢?
[00:09:17.240 --> 00:09:19.360]  我相信不是這樣
[00:09:19.360 --> 00:09:23.320]  但是為什麼我們會變成這樣呢?
[00:09:23.320 --> 00:09:26.280]  可能就是受到這個即食文化的影響
[00:09:26.280 --> 00:09:30.200]  所謂即食文化大家會想到就是吃快餐
[00:09:30.200 --> 00:09:33.920]  時間關係我們就有快餐
[00:09:33.920 --> 00:09:36.240]  能夠吃得快
[00:09:36.240 --> 00:09:39.200]  能夠可以去填飽肚子
[00:09:39.200 --> 00:09:42.960]  不過現在的即食文化更加有些講求
[00:09:42.960 --> 00:09:44.640]  通常又不是單單快
[00:09:44.640 --> 00:09:45.840]  還要什麼?
[00:09:45.840 --> 00:09:47.440]  快、靚、正
[00:09:47.440 --> 00:09:49.040]  我們就要講一句
[00:09:49.040 --> 00:09:50.920]  快又靚又正
[00:09:50.920 --> 00:09:52.920]  最好是這樣的情況
[00:09:52.920 --> 00:09:56.320]  當然在一般生活裡面
