
[00:00:00.000 --> 00:00:04.000]  剛才讀的那段經文
[00:00:04.000 --> 00:00:10.000]  就是描述了主耶穌當年騎驢進耶路撒冷的場景
[00:00:10.000 --> 00:00:14.000]  就是描述當年耶穌騎著驢驅進耶路撒冷的情景
[00:00:14.000 --> 00:00:20.000]  這幅圖畫大概就是藝術家按照經文所描述的
[00:00:20.000 --> 00:00:24.000]  這幅圖畫就是藝術家按照經文所描述的畫出來的
[00:00:24.000 --> 00:00:30.000]  一幅藝術的創作 大概就描述了當時眾人
[00:00:30.000 --> 00:00:35.000]  耶路撒冷曾在兩千年前那個月節
[00:00:35.000 --> 00:00:40.000]  眾人迎接主耶穌騎驢進耶路撒冷的場景
[00:00:40.000 --> 00:00:43.000]  大概就是描述了當年準備去過禦節的時候
[00:00:43.000 --> 00:00:47.000]  耶穌騎著驢驅進入耶路撒冷當時的情況
[00:00:47.000 --> 00:00:51.000]  其實那時候有一個猶太的史學家叫約瑟夫
[00:00:51.000 --> 00:00:56.000]  他曾經在他所寫的書中記錄了一個場景
[00:00:56.000 --> 00:01:00.000]  有一個猶太的歷史學家約瑟夫有一個記錄
[00:01:00.000 --> 00:01:03.000]  當時進入耶路撒冷城的群眾
[00:01:03.000 --> 00:01:10.000]  那個年代過禦節有很多猶太人從猶太地的四面八方
[00:01:10.000 --> 00:01:12.000]  都聚居在耶路撒冷城
[00:01:12.000 --> 00:01:17.000]  有很多猶太人在耶路撒冷四面八方聚集在耶路撒冷城
[00:01:17.000 --> 00:01:20.000]  據說由約瑟夫的記載
[00:01:20.000 --> 00:01:23.000]  人數高達二百五十萬人
[00:01:23.000 --> 00:01:26.000]  約瑟夫的記載人數高達二百五十萬人
[00:01:26.000 --> 00:01:29.000]  大家可以想像在小小的耶路撒冷城
[00:01:29.000 --> 00:01:32.000]  在那個月節期間竟然聚集了這麼多的人
[00:01:32.000 --> 00:01:35.000]  大家可以想像在這麼小的地方
[00:01:35.000 --> 00:01:37.000]  遇見的時候竟然可以聚集了這麼多人在裡面
[00:01:37.000 --> 00:01:39.000]  可以說是人山人海
[00:01:39.000 --> 00:01:40.000]  可以說是人山人海
[00:01:40.000 --> 00:01:45.000]  他們聽說拉撒冷人耶穌也要來耶路撒冷過節了
[00:01:45.000 --> 00:01:48.000]  所以他們就夾道地歡迎耶穌
[00:01:48.000 --> 00:01:53.000]  他們聽見拉撒冷的耶穌終於來到耶路撒冷
[00:01:53.000 --> 00:01:55.000]  他們又夾道地歡迎祂來到城裡
[00:01:55.000 --> 00:01:59.000]  那麼人們手上拿著棕櫚葉
[00:01:59.000 --> 00:02:02.000]  手上拿著棕櫚樹的樹枝
[00:02:02.000 --> 00:02:03.000]  他們嘴裡還喊著
[00:02:03.000 --> 00:02:06.000]  嘴裡口裡有大聲的喊叫著
[00:02:06.000 --> 00:02:08.000]  我們剛才讀了這個經文了
[00:02:08.000 --> 00:02:18.000]  荷薩納以色列王奮主明來的是應當稱頌的
[00:02:18.000 --> 00:02:21.000]  荷薩納是希伯萊文的一個音譯來的
[00:02:21.000 --> 00:02:24.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:24.000 --> 00:02:25.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:25.000 --> 00:02:26.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:26.000 --> 00:02:27.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:27.000 --> 00:02:28.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:28.000 --> 00:02:29.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:29.000 --> 00:02:30.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:30.000 --> 00:02:39.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:39.000 --> 00:02:40.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:40.000 --> 00:02:41.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:41.000 --> 00:02:42.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:42.000 --> 00:02:43.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:43.000 --> 00:02:44.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:44.000 --> 00:02:45.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:45.000 --> 00:02:46.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:46.000 --> 00:02:47.000]  荷薩納是希伯萊文的譯音譯過來的
[00:02:47.000 --> 00:03:05.000]  荷薩納是希伯萊文的譯音譯過來的
[00:03:05.000 --> 00:03:06.000]  荷薩納是希伯萊文的譯音譯過來的
[00:03:06.000 --> 00:03:07.000]  荷薩納是希伯萊文的譯音譯過來的
[00:03:07.000 --> 00:03:08.000]  荷薩納是希伯萊文的譯音譯過來的
[00:03:08.000 --> 00:03:09.000]  荷薩納是希伯萊文的譯音譯過來的
[00:03:09.000 --> 00:03:10.000]  荷薩納是希伯萊文的譯音譯過來的
[00:03:10.000 --> 00:03:11.000]  荷薩納是希伯萊文的譯音譯過來的
[00:03:11.000 --> 00:03:12.000]  荷薩納是希伯萊文的譯音譯過來的
[00:03:12.000 --> 00:03:13.000]  荷薩納是希伯萊文的譯音譯過來的
[00:03:13.000 --> 00:03:32.000]  荷薩納是希伯萊文的譯音譯過來的
