
[00:00:00.000 --> 00:00:03.020]  主持人:今日講到的題目是「藥室的囚醫」
[00:00:03.020 --> 00:00:05.540]  主持人:今天的題目是「藥室的囚醫」
[00:00:05.540 --> 00:00:11.400]  主持人:其實當我定這個題目的時候,我忘記了是年初二
[00:00:11.400 --> 00:00:13.760]  主持人:我忘了今天剛好是年初二
[00:00:13.760 --> 00:00:15.100]  主持人:其實我很大掙扎
[00:00:15.100 --> 00:00:18.780]  主持人:我應不應該將這個題目調一調轉呢,跟下個星期
[00:00:18.780 --> 00:00:22.640]  主持人:我應不應該把這個題目跟下個星期的講到調一調呢
[00:00:22.640 --> 00:00:24.600]  主持人:因為年初二是講好意頭
[00:00:24.600 --> 00:00:27.000]  主持人:年初二大家要講一點意頭好的
[00:00:27.000 --> 00:00:28.820]  主持人:講囚醫好像不是太好意頭
[00:00:28.820 --> 00:00:30.680]  主持人:講囚醫好像意頭不太好
[00:00:30.680 --> 00:00:34.580]  主持人:當我再次思想的時候
[00:00:34.580 --> 00:00:41.480]  主持人:我發覺我應該按照聖靈的感動來定這個題目
[00:00:41.480 --> 00:00:45.400]  主持人:既然神讓我定這個題目的時候,我相信神有祂的心意
[00:00:45.400 --> 00:00:50.140]  主持人:當我一路思想的時候,我在想
[00:00:50.140 --> 00:00:53.520]  主持人:其實豈不是這個就是福音可貴的地方呢?
[00:00:53.520 --> 00:00:57.880]  主持人:當我這麼想的時候,其實我發覺到這不是正正是福音可貴的地方嗎?
[00:00:57.880 --> 00:01:00.440]  主持人:因為十字架的信息
[00:01:00.440 --> 00:01:02.480]  主持人:基督教的信仰
[00:01:02.480 --> 00:01:08.960]  主持人:不單單是包含榮耀和福樂
[00:01:08.960 --> 00:01:14.220]  主持人:也包含了羞辱和苦難
[00:01:14.220 --> 00:01:18.820]  主持人:很視乎我們從哪個角度來看
[00:01:18.820 --> 00:01:21.420]  主持人:對於我們基督徒來說
[00:01:21.420 --> 00:01:27.440]  主持人:十字架是神一個榮耀的記號
[00:01:27.440 --> 00:01:31.920]  主持人:因為我們知道主耶穌在十字架上面
[00:01:31.920 --> 00:01:34.920]  主持人:通過祂捨棄祂的生命
[00:01:34.920 --> 00:01:41.380]  主持人:為世人償還了罪的代價
[00:01:41.380 --> 00:01:46.640]  主持人:以致祂可以面對死亡而得勝
[00:01:46.640 --> 00:01:49.200]  主持人:不過對於世界來說
[00:01:49.200 --> 00:01:52.780]  主持人:十字架是一個羞辱的記號
[00:01:52.780 --> 00:01:57.640]  主持人:是一個行死刑的刑具
[00:01:57.640 --> 00:02:00.220]  主持人:主耶穌有一次這麼說
[00:02:00.220 --> 00:02:05.840]  主持人:祂說:我來了是要叫人得生命
[00:02:05.840 --> 00:02:07.400]  主持人:不單是得生命
[00:02:07.400 --> 00:02:09.260]  主持人:而是得一個更豐盛的生命
[00:02:09.260 --> 00:02:10.460]  主持人:不單是得生命
[00:02:10.460 --> 00:02:12.620]  主持人:而且是得更豐盛的生命
[00:02:12.620 --> 00:02:15.380]  主持人:但同時
[00:02:15.380 --> 00:02:18.680]  主持人:祂也向門徒表明
[00:02:18.680 --> 00:02:21.560]  主持人:祂說:我猜你們出去的時候
[00:02:21.560 --> 00:02:28.340]  主持人:就好像羊進入狼群一樣
[00:02:28.340 --> 00:02:32.260]  主持人:你們會被人帶到工會
[00:02:32.260 --> 00:02:33.920]  主持人:被人鞭打
[00:02:33.920 --> 00:02:35.180]  主持人:被人辱罵
[00:02:35.180 --> 00:02:37.200]  主持人:被人仇恨
[00:02:37.200 --> 00:02:39.760]  主持人:我想大家思想一下
[00:02:39.760 --> 00:02:43.420]  主持人:主耶穌說了兩類型好像互相矛盾的說話
[00:02:43.420 --> 00:02:48.580]  主持人:當祂說豐盛的生命的時候
[00:02:48.580 --> 00:02:52.180]  主持人:豐盛的生命會被人憎恨的嗎?
[00:02:52.180 --> 00:02:57.800]  主持人:豐盛的生命會被人鞭打的嗎?
[00:02:57.800 --> 00:03:03.180]  主持人:大家回頭看約瑟的生命
[00:03:03.180 --> 00:03:04.880]  主持人:你覺得約瑟整個人生裡面
[00:03:04.880 --> 00:03:06.240]  主持人:祂是不是一個豐盛的生命呢?
[00:03:06.240 --> 00:03:11.640]  主持人:我相信大概大部份人都會說
[00:03:11.640 --> 00:03:13.400]  主持人:祂並沒有一個豐盛的生命
[00:03:13.400 --> 00:03:18.280]  主持人:不單止祂的生命並不豐盛
[00:03:18.280 --> 00:03:19.800]  主持人:不單止祂的生命並不豐盛
[00:03:19.800 --> 00:03:23.540]  主持人:甚至我們覺得祂很坎坷
[00:03:23.540 --> 00:03:27.040]  主持人:在十多歲的時候已經被兄弟們賣到埃及
[00:03:27.040 --> 00:03:31.340]  主持人:去到埃及做奴隸
[00:03:31.340 --> 00:03:32.340]  主持人:到了埃及做奴隸
[00:03:32.340 --> 00:03:34.340]  主持人:現在又被人陷害
[00:03:34.340 --> 00:03:37.380]  主持人:成為階下囚
[00:03:37.380 --> 00:03:40.340]  主持人:雖然故事是這樣發展
[00:03:40.340 --> 00:03:45.000]  主持人:但我們不得不否認一件事情
[00:03:45.000 --> 00:03:47.140]  主持人:當我們看整個約瑟的故事的時候
[00:03:47.140 --> 00:03:49.200]  主持人:當我們看整個他的一生的故事的時候
[00:03:49.200 --> 00:03:51.440]  主持人:似乎他無論遇到什麼不幸的事情
[00:03:51.440 --> 00:03:53.840]  主持人:似乎他無論遇到什麼不幸的事情
[00:03:53.840 --> 00:03:56.100]  主持人:他都沒有被這些環境所擊倒
[00:03:56.100 --> 00:04:00.140]  主持人:他沒有被環境所打倒
[00:04:00.140 --> 00:04:05.340]  主持人:所以有人將約瑟和主耶穌來做一個類比
[00:04:05.340 --> 00:04:07.900]  主持人:很多人把約瑟和主耶穌做了一個類比
[00:04:07.900 --> 00:04:10.480]  主持人:有人說約瑟和主耶穌
[00:04:10.480 --> 00:04:13.200]  主持人:同樣是經歷了很困難的日子
[00:04:13.200 --> 00:04:14.400]  主持人:很大的羞辱
[00:04:14.400 --> 00:04:19.880]  主持人:有人說約瑟和主耶穌同樣都受了很大的災難跟羞辱
[00:04:19.880 --> 00:04:23.380]  主持人:然後才能得到榮耀
[00:04:23.380 --> 00:04:25.980]  主持人:所以我們甚至可以這麼說
[00:04:25.980 --> 00:04:28.500]  主持人:約瑟的整個人生
[00:04:28.500 --> 00:04:37.780]  主持人:某一個程度上展示了主耶穌所應許豐盛的生命
[00:04:37.780 --> 00:04:39.500]  主持人:主耶穌這麼說
[00:04:39.500 --> 00:04:43.940]  主持人:他說這個世界上一定會有苦難
[00:04:43.940 --> 00:04:45.640]  主持人:不過你們放心
[00:04:45.640 --> 00:04:50.140]  主持人:因為主耶穌說我已經勝過這個世界
[00:04:50.140 --> 00:04:55.240]  主持人:換句話說基督徒與否
[00:04:55.240 --> 00:05:01.740]  主持人:我們都不能倖免這個世界上一些不如意的事情
[00:05:01.740 --> 00:05:06.840]  主持人:剛才主席說2020年一開始的時候
[00:05:06.840 --> 00:05:16.640]  主持人:除了澳洲的山火 現在又來了武漢的肺炎
[00:05:16.640 --> 00:05:21.540]  主持人:所以無論非基督徒還是基督徒
[00:05:21.540 --> 00:05:23.740]  主持人:我們都同樣面對這些問題
[00:05:23.740 --> 00:05:28.640]  主持人:除非我們離開這個世界
[00:05:28.640 --> 00:05:33.640]  主持人:否則我們就要面對接受這個世界上所有的問題
[00:05:33.640 --> 00:05:39.740]  主持人:但是也是同樣的原因
[00:05:39.740 --> 00:05:46.740]  主持人:在主耶穌面臨十字架的痛苦的時候
[00:05:46.740 --> 00:05:51.240]  主持人:主耶穌就向天父祈禱
[00:05:51.240 --> 00:05:54.440]  主持人:由於我們不能夠離開這個世界
[00:05:54.440 --> 00:06:00.140]  主持人:所以主耶穌說我不求我的門徒離開這個世界
[00:06:00.140 --> 00:06:09.940]  主持人:但是活在這個世界的時候 主耶穌說保守這班信徒能夠脫離罪惡
[00:06:09.940 --> 00:06:13.840]  主持人:因為這班信徒不屬這個世界
[00:06:13.840 --> 00:06:17.640]  主持人:正如主耶穌不屬這個世界一樣
[00:06:17.640 --> 00:06:24.840]  主持人:所以由於苦難是一個不能避免的現實
[00:06:24.840 --> 00:06:30.540]  主持人:所以我同意有人這麼說
[00:06:30.540 --> 00:06:38.640]  主持人:我們其實不需要祈求一個無風無浪的人生
[00:06:38.640 --> 00:06:40.640]  主持人:因為不切實際
[00:06:40.640 --> 00:06:49.240]  主持人:但是我們反而要祈求神讓我們有一個堅強緊守的人生
[00:06:49.240 --> 00:06:53.040]  主持人:以致我們活在這個罪惡的世界的時候
[00:06:53.040 --> 00:06:57.740]  主持人:我們能夠脫離這個世界上的罪惡
[00:06:57.740 --> 00:07:04.440]  主持人:這就是主耶穌所應許那個豐盛的生命
[00:07:04.440 --> 00:07:08.840]  主持人:今天讓我們通過約瑟的故事
[00:07:08.840 --> 00:07:16.040]  主持人:來看看三個豐盛生命的特質
[00:07:16.040 --> 00:07:23.940]  主持人:第一個特質是在苦難當中仍然能夠服事
[00:07:23.940 --> 00:07:26.940]  主持人:故事一開始
[00:07:26.940 --> 00:07:34.240]  主持人:約瑟被他的主人放到下監
[00:07:34.240 --> 00:07:39.440]  主持人:中國人有句笑話
[00:07:39.440 --> 00:07:43.240]  主持人:福無從至
[00:07:43.240 --> 00:07:48.040]  主持人:禍不單行
[00:07:48.040 --> 00:07:50.040]  主持人:我覺得這句笑話大家想一想的時候
[00:07:50.040 --> 00:07:52.840]  主持人:真的很貼切在約瑟的身上
[00:07:52.840 --> 00:07:56.240]  主持人:這句話用在約瑟的身上非常貼切
[00:07:56.240 --> 00:07:59.640]  主持人:他原本是家庭裏面一個最被寵愛的兒子
[00:07:59.640 --> 00:08:04.640]  主持人:但突然之間他又被賣到埃及
[00:08:04.640 --> 00:08:07.840]  主持人:成為奴隸
[00:08:07.840 --> 00:08:10.040]  主持人:幾經艱難
[00:08:10.040 --> 00:08:16.840]  主持人:在眾多奴婦當中他做了第一
[00:08:16.840 --> 00:08:18.840]  主持人:但又突然之間
[00:08:18.840 --> 00:08:25.240]  主持人:由於一個不合理的控訴
