
[00:00:00.000 --> 00:00:02.060]  弟子每早晨很高興能夠和大家
[00:00:02.060 --> 00:00:03.700]  再次在主日崇拜的時間
[00:00:03.700 --> 00:00:06.220]  和大家分享神的說話
[00:00:06.220 --> 00:00:07.980]  讓在聆聽主導以先
[00:00:07.980 --> 00:00:09.500]  我們一齊同心禱告
[00:00:09.500 --> 00:00:11.540]  仰望主我們的神
[00:00:11.540 --> 00:00:12.900]  求聖靈帶領我們
[00:00:12.900 --> 00:00:14.300]  讓我們一齊同心禱告
[00:00:14.300 --> 00:00:15.520]  親愛的父神多謝祢
[00:00:15.520 --> 00:00:19.400]  讓我們能夠再次回到祢寶貴的說話面前
[00:00:19.400 --> 00:00:21.120]  一齊去恭聽
[00:00:21.120 --> 00:00:25.160]  上帝在當中的教導和祢的啟示
[00:00:25.160 --> 00:00:27.980]  如何幫助教會建立起來
[00:00:27.980 --> 00:00:29.840]  求祢的靈與我同在
[00:00:29.840 --> 00:00:32.840]  讓我們對上主祢更深的認識
[00:00:32.840 --> 00:00:34.440]  更加的深信
[00:00:34.440 --> 00:00:38.800]  祢如何帶領我們走這條崇靈的道路
[00:00:38.800 --> 00:00:39.760]  我們同心的禱告
[00:00:39.760 --> 00:00:41.960]  奉主耶穌的名號
[00:00:41.960 --> 00:00:45.980]  我們可以開始今天的講道以先
[00:00:45.980 --> 00:00:50.020]  讓我們再次看看今天的經文是講什麼
[00:00:50.020 --> 00:00:52.480]  今天會和大家一齊思想的
[00:00:52.480 --> 00:00:53.820]  經文是出自於
[00:00:53.820 --> 00:00:58.820]  《加拉太書》第六章第一至第五節
[00:00:58.820 --> 00:01:01.120]  今天講道的內容
[00:01:01.120 --> 00:01:07.200]  是從《加拉太書》第六章第一至第五節
[00:01:07.200 --> 00:01:10.620]  今天和大家一齊去看的講道題目
[00:01:10.620 --> 00:01:16.040]  就是一家值得嚮往的屬神的家庭
[00:01:16.040 --> 00:01:21.180]  An admirable spiritual home of God
[00:01:21.180 --> 00:01:22.600]  好,在開始之前
[00:01:22.600 --> 00:01:25.320]  讓我們一齊去同心讀一下這段經文
[00:01:25.320 --> 00:01:28.820]  我們會由第一節讀到第五節
[00:01:28.820 --> 00:01:33.320]  弟兄們,若有人偶然被過犯所聖
[00:01:33.320 --> 00:01:37.380]  你們屬靈的人就當用溫柔的心
[00:01:37.380 --> 00:01:39.520]  把他挽回過來
[00:01:39.520 --> 00:01:44.420]  又當自己小心,恐怕也被引誘
[00:01:44.420 --> 00:01:48.620]  你們各人的重擔要互相擔當
[00:01:48.620 --> 00:01:52.320]  如此就完全了基督的律法
[00:01:52.320 --> 00:01:57.320]  人若無有,自己還以為有,則是自欺了
[00:01:57.320 --> 00:02:01.120]  各人應當測驗自己的行為
[00:02:01.120 --> 00:02:07.220]  這樣他所誇的,就專在自己,不在別人了
[00:02:07.220 --> 00:02:13.020]  因為各人必擔當自己的擔子
[00:02:13.020 --> 00:02:16.720]  我相信很多弟兄姊妹都很喜歡看電影
[00:02:16.720 --> 00:02:18.120]  而在電影當中
[00:02:18.120 --> 00:02:21.920]  我相信英雄題材的電影
[00:02:21.920 --> 00:02:25.520]  一定是大家特別的喜歡
[00:02:25.520 --> 00:02:30.820]  因為這些電影很容易幫助到一些觀眾
[00:02:30.820 --> 00:02:36.920]  將自己代入到這些電影當中的英雄角色上
[00:02:36.920 --> 00:02:39.920]  甚至看的時候還以為自己成為了
[00:02:39.920 --> 00:02:44.220]  全世界拯救大業的英雄
[00:02:44.220 --> 00:02:46.920]  不過,雖然這些英雄的片
[00:02:46.920 --> 00:02:52.720]  很容易吸引人進入到他這個情節的裏面
[00:02:52.720 --> 00:02:57.320]  但是,亦都在這種電影的吹噓之下
[00:02:57.320 --> 00:03:00.820]  人很容易變成一種心態
[00:03:00.820 --> 00:03:03.020]  就是不可一世的心態
[00:03:03.020 --> 00:03:05.720]  或者我們簡單的講得文雅的
[00:03:05.720 --> 00:03:09.320]  就是一種很自大的心態
[00:03:09.320 --> 00:03:15.020]  結果變成一種小看其他人的一種催化劑
[00:03:15.020 --> 00:03:20.220]  隨著這種英雄主義的思維
[00:03:20.220 --> 00:03:22.720]  其實那個吸引力這麼強大
[00:03:22.720 --> 00:03:28.720]  所以亦都造成了英雄主義是很有銷路的一種思維
[00:03:28.720 --> 00:03:33.020]  於是乎在多年來的教會裏面
[00:03:33.020 --> 00:03:34.620]  亦都衍生了一種
[00:03:34.620 --> 00:03:41.920]  類同於英雄主義的這種教會神學模式
[00:03:41.920 --> 00:03:47.120]  就稱之為一種福音的救世英雄的思維
[00:03:47.120 --> 00:03:53.720]  教會於是乎就很喜歡去推捧或者吹捧一些人
[00:03:53.720 --> 00:03:58.120]  一個又一個的這些所謂教會福音
[00:03:58.120 --> 00:04:00.920]  或者信仰的英雄走出來
[00:04:00.920 --> 00:04:02.720]  當然啦,如果首推
[00:04:02.720 --> 00:04:05.920]  我們最熟悉的就是在天主教裏面
[00:04:05.920 --> 00:04:08.320]  他們推舉的不少的
[00:04:08.320 --> 00:04:11.420]  他們所稱之為聖人的人
[00:04:11.420 --> 00:04:15.620]  這些人物就成為當時的天主教會
[00:04:15.620 --> 00:04:16.920]  甚至今天的天主教會
[00:04:16.920 --> 00:04:20.320]  一個很好的一個推廣他的教會
[00:04:20.320 --> 00:04:26.120]  讓人去體驗怎樣教會去拯救世界這種思想
[00:04:26.120 --> 00:04:28.320]  至於在基督教裏面
[00:04:28.320 --> 00:04:32.620]  亦都製造了很多類同的這些英雄
[00:04:32.620 --> 00:04:35.620]  不過他們就不用封聖這種的說法
[00:04:35.620 --> 00:04:41.520]  而是變成一種推廣一些著名的講員
[00:04:41.520 --> 00:04:45.520]  或者以他們的神跡經驗
[00:04:45.520 --> 00:04:47.920]  這些過來人的身份
[00:04:47.920 --> 00:04:53.220]  去吹捧這些人物成為教會一代的名人
[00:04:53.220 --> 00:04:56.020]  一代的福音英雄
[00:04:56.020 --> 00:04:58.820]  而其中當然亦都不乏一些宣教士
[00:04:58.820 --> 00:05:01.520]  不是所有,但是有些宣教士
[00:05:01.520 --> 00:05:07.720]  亦都利用這種思想去推動,甚至招募他的經費
[00:05:07.720 --> 00:05:12.520]  希望用這種方式去鼓勵到教會的人
[00:05:12.520 --> 00:05:14.920]  去支持一位福音的英雄
[00:05:14.920 --> 00:05:19.620]  去到某個地方去作為神的軍隊的元帥
[00:05:19.620 --> 00:05:21.220]  去到那裏犧牲自己
[00:05:21.220 --> 00:05:24.520]  甚至是捨棄自己的一切
[00:05:24.520 --> 00:05:26.920]  然後去完成神的工作
[00:05:26.920 --> 00:05:35.120]  這種宗教從業員,我們稱為religion practitioners的參與者
[00:05:35.120 --> 00:05:38.520]  他們就很擅長於用這種神跡見證
[00:05:38.520 --> 00:05:43.120]  或者能人所不能的形式
[00:05:43.120 --> 00:05:50.020]  去確立自己是得到神委託之下去做這些的工作
[00:05:50.020 --> 00:05:55.320]  很自然,因為我們很多人都喜歡看這些英雄電影
[00:05:55.320 --> 00:05:56.820]  加上我們的信仰
[00:05:56.820 --> 00:06:01.620]  有些人推廣到,原來我們去參與在他們其中一份之一
[00:06:01.620 --> 00:06:04.120]  我們好像在支持一個英雄的時候
[00:06:04.120 --> 00:06:06.120]  所以很多人在教會當中
[00:06:06.120 --> 00:06:13.120]  亦都很喜歡去掏出他的金錢、時間去支持這些英雄
[00:06:13.120 --> 00:06:15.620]  但是在這些情況裏面
[00:06:15.620 --> 00:06:20.120]  漸漸教會就開始變質
[00:06:20.120 --> 00:06:22.120]  變成怎樣呢?
[00:06:22.120 --> 00:06:29.920]  教會就以這些名人、英雄形式的思維所塑造出來的人物
[00:06:29.920 --> 00:06:33.920]  成為教會的福音的主導
[00:06:33.920 --> 00:06:35.920]  認為只要用這種方式
[00:06:35.920 --> 00:06:38.920]  一方面人又容易受落
[00:06:38.920 --> 00:06:47.720]  另一方面亦都顯出教會是好像一個救世英雄的塑造機構群體一樣
[00:06:47.720 --> 00:06:50.920]  而這樣的情況就漸漸造成了
[00:06:50.920 --> 00:06:58.720]  我們看見今時今日的教會宣教的神學觀的扭曲
[00:06:58.720 --> 00:07:05.720]  漸漸教會認為這種方式就成為正統的傳福音的正統
[00:07:05.720 --> 00:07:08.720]  無論在海外也好,在本地也好
[00:07:08.720 --> 00:07:12.720]  都要塑造一些名人形態出來
[00:07:12.720 --> 00:07:17.720]  讓人覺得一方面自己好像做了神的工作
[00:07:17.720 --> 00:07:24.720]  另一方面也可以塑造了一個機會給人好像我成就神的大業
[00:07:24.720 --> 00:07:32.720]  以至於耶穌基督在馬太福音原本在二十八章十八至二十節裏面
[00:07:32.720 --> 00:07:39.720]  所強調那種傳講神聖經當中的啟示
[00:07:39.720 --> 00:07:43.720]  這種交代傳福音的基礎
[00:07:43.720 --> 00:07:49.720]  漸漸開始被人邊緣化或者花瓶化
[00:07:49.720 --> 00:07:57.720]  那種視為神的耶穌基督原本要我們傳福音的主調
[00:07:57.720 --> 00:07:59.720]  漸漸被淡化下來
[00:07:59.720 --> 00:08:06.720]  這種情況就變成了我們廣東人所謂的「妹仔大過主人婆」
[00:08:06.720 --> 00:08:14.720]  原本主耶穌叫我們要傳祂的道理教訓人遵守為原則的事情
[00:08:14.720 --> 00:08:19.720]  漸漸就被這種英雄主義去取代了
[00:08:19.720 --> 00:08:23.720]  而很多人也都不敢說我完全要丟棄耶穌基督
[00:08:23.720 --> 00:08:25.720]  因為如果這樣就說祂離經背義
[00:08:25.720 --> 00:08:30.720]  於是就負責將耶穌基督的教訓花瓶化
[00:08:30.720 --> 00:08:34.720]  將祂說得很漂亮一點
[00:08:34.720 --> 00:08:36.720]  就將祂的好處
[00:08:36.720 --> 00:08:40.720]  那些泰國人不喜歡聽的就不要說那麼多給別人聽了
[00:08:40.720 --> 00:08:45.720]  於是這樣就造成了本末倒置的情況
[00:08:45.720 --> 00:08:50.720]  我們就稱之為一種「reversed theology」
[00:08:50.720 --> 00:08:52.720]  在這樣的情況之下
[00:08:52.720 --> 00:08:55.720]  教會漸漸的發展
[00:08:55.720 --> 00:09:01.720]  就被人覺得以塑造英雄為他們的主調
[00:09:01.720 --> 00:09:06.720]  「Gospel heroes」或者「Gospel heroines」
[00:09:06.720 --> 00:09:09.720]  用他們這樣的形式、思維
[00:09:09.720 --> 00:09:14.720]  才能推動別人去傳主的道理
[00:09:14.720 --> 00:09:18.720]  今天這種錯謬非常普遍
[00:09:18.720 --> 00:09:22.720]  流行在今天的教會當中
[00:09:22.720 --> 00:09:26.720]  其實在昔日的加拉太教會
[00:09:26.720 --> 00:09:29.720]  同樣都有這樣的情況
[00:09:29.720 --> 00:09:32.720]  聽這種思維、英雄主義
[00:09:32.720 --> 00:09:37.720]  找幾個出名的領袖帶領他們
[00:09:37.720 --> 00:09:40.720]  就以為自己也成為他們的領袖一樣
[00:09:40.720 --> 00:09:46.720]  這種情況怎樣才能防止繼續腐爛下去呢?
[00:09:46.720 --> 00:09:47.720]  西道教會
[00:09:47.720 --> 00:09:55.720]  尤其是當一眾人都已經出現了這種錯誤的神學觀的時候
[00:09:55.720 --> 00:09:59.720]  保羅怎樣糾正他們過來呢?
[00:09:59.720 --> 00:10:04.720]  因此我們在加拉太書第五章裡
[00:10:04.720 --> 00:10:07.720]  我們看到保羅很強調一點
[00:10:07.720 --> 00:10:18.720]  就是要教會重新在屬靈、聖靈的果子基礎上去建立才對
[00:10:18.720 --> 00:10:20.720]  而在這個基礎之下
[00:10:20.720 --> 00:10:25.720]  保羅就引出一個很重要的觀念就是彼此
[00:10:25.720 --> 00:10:31.720]  讓我們能夠在一個教會共同一重建立的狀態之下
[00:10:31.720 --> 00:10:34.720]  我們就很容易去怎樣呢?
[00:10:34.720 --> 00:10:36.720]  幫助我們彼此去檢測
[00:10:36.720 --> 00:10:39.720]  我們自己那個屬靈的狀況
[00:10:39.720 --> 00:10:45.720]  究竟是不是合乎主原本要我們做的工作
[00:10:45.720 --> 00:10:51.720]  是不是一個真正屬靈人應該有的表現和生命力
[00:10:51.720 --> 00:10:53.720]  這個正正就是在這段聖經裡
[00:10:53.720 --> 00:10:56.720]  保羅要去講的重點
[00:10:56.720 --> 00:10:59.720]  來到第六章裡
[00:10:59.720 --> 00:11:02.720]  再不只是停留在你有的屬靈生命
[00:11:02.720 --> 00:11:05.720]  怎樣能夠與聖靈平衡
[00:11:05.720 --> 00:11:08.720]  也怎樣與神的聖靈同行
[00:11:08.720 --> 00:11:10.720]  我們叫做平衡與平衡
[00:11:10.720 --> 00:11:13.720]  上一堂課我們已經講過了
[00:11:13.720 --> 00:11:16.720]  保羅不只是空口講白話
[00:11:16.720 --> 00:11:22.720]  而是重新將整個情況放回在加拉太教會裡面
[00:11:22.720 --> 00:11:25.720]  讓加拉太教會的信徒
[00:11:25.720 --> 00:11:31.720]  要很小心在一個實質的屬靈生活環境裡面
[00:11:31.720 --> 00:11:35.720]  即使今天我們也同樣有類似的情況
[00:11:35.720 --> 00:11:42.720]  我們在這個實質的屬靈的空間、時間、地點裡面
[00:11:42.720 --> 00:11:46.720]  我們怎樣能夠活出這個聖靈的果子呢?
[00:11:46.720 --> 00:11:50.720]  怎樣能夠透過彼此的過程
[00:11:50.720 --> 00:11:54.720]  能夠將教會隨著聖靈而建造起來呢?
[00:11:54.720 --> 00:11:59.720]  幫助教會去防止給其他的神學觀
[00:11:59.720 --> 00:12:02.720]  特別我們今天會詳細多講一點
[00:12:02.720 --> 00:12:05.720]  這種英雄主義的神學觀
[00:12:05.720 --> 00:12:08.720]  推動教會去繼續發展的時候
[00:12:08.720 --> 00:12:10.720]  我們怎樣去防止自己
[00:12:10.720 --> 00:12:13.720]  不在這種錯誤上面繼續去浸淫
[00:12:13.720 --> 00:12:16.720]  而相反我們回到原本
[00:12:16.720 --> 00:12:22.720]  是由上帝的靈所引導的屬靈的發展呢?
[00:12:22.720 --> 00:12:24.720]  保羅明白到
[00:12:24.720 --> 00:12:29.720]  當教會要彼此建立的時候
[00:12:29.720 --> 00:12:32.720]  可能會出現一些情況
[00:12:32.720 --> 00:12:33.720]  這個情況是什麼呢?
[00:12:33.720 --> 00:12:38.720]  就是一些真的很有心去侍奉主的弟兄姊妹
[00:12:38.720 --> 00:12:42.720]  他們真的很想實踐保羅所說的
[00:12:42.720 --> 00:12:45.720]  彼此守望的神學
[00:12:45.720 --> 00:12:47.720]  在這個過程裡面
[00:12:47.720 --> 00:12:49.720]  他們真的很願意去做
[00:12:49.720 --> 00:12:51.720]  但是在做的過程當中
[00:12:51.720 --> 00:12:55.720]  可能他們做著做著會出現一些問題
[00:12:55.720 --> 00:12:58.720]  而這個問題就是我們今天第六章
[00:12:58.720 --> 00:13:01.720]  頭五節所要講的主題
[00:13:01.720 --> 00:13:05.720]  保羅為什麼重點要特別用這五節的基文題呢?
[00:13:05.720 --> 00:13:10.720]  就是因為他免得教會在彼此建立的過程當中
[00:13:10.720 --> 00:13:13.720]  原本是做一件好事的信徒
[00:13:13.720 --> 00:13:15.720]  他們反而墮落了上來
[00:13:15.720 --> 00:13:19.720]  所以這個正正是保羅在這段經文裡面
[00:13:19.720 --> 00:13:24.720]  去防止免得教會原本需要被建造起來的時候
[00:13:24.720 --> 00:13:26.720]  透過彼此守望的過程
[00:13:26.720 --> 00:13:30.720]  能夠使信徒的生命更穩固的同時
[00:13:30.720 --> 00:13:35.720]  免得因為一些錯漏或誤會
[00:13:35.720 --> 00:13:38.720]  促使信徒走錯路的時候
[00:13:38.720 --> 00:13:41.720]  然後好心做壞事
[00:13:41.720 --> 00:13:43.720]  或者我們說適得其反
[00:13:43.720 --> 00:13:48.720]  原本要建立的教會反而使一些有心去侍奉的信徒墮落
[00:13:48.720 --> 00:13:50.720]  這是保羅很想在這裡一開始
[00:13:50.720 --> 00:13:52.720]  重點地去提出的一點
[00:13:52.720 --> 00:13:55.720]  這個正正就是我們今天要看的題目
[00:13:55.720 --> 00:13:58.720]  我們先看第一部分
[00:13:58.720 --> 00:14:01.720]  第一部分是從第一到第三節
[00:14:01.720 --> 00:14:03.720]  在這一部分我們會看到
[00:14:03.720 --> 00:14:07.720]  當一個人過分以心去侍奉的時候
[00:14:07.720 --> 00:14:11.720]  可能會有一些暗湧在他背後
[00:14:11.720 --> 00:14:17.720]  而倒轉來影響原意初心是很好的信徒
[00:14:17.720 --> 00:14:21.720]  所以我們想提出的第一點是
[00:14:21.720 --> 00:14:31.720]  要小心背後的過份依賴,從第一到第三節的六章
[00:14:31.720 --> 00:14:33.720]  不如我再為大家讀一次
[00:14:33.720 --> 00:14:36.720]  剛才我們讀了中文一次
[00:14:36.720 --> 00:14:39.720]  我再次讀中文一次和英文一次
[00:14:39.720 --> 00:14:44.720]  頭三節請大家拿著聖經一路跟著我看就可以了
[00:14:46.720 --> 00:14:52.720]  這裡這樣說:弟兄們若有人偶然被過犯所成
[00:14:52.720 --> 00:14:58.720]  你們屬靈的人就當用溫柔的心把他挽回過來
[00:14:58.720 --> 00:15:02.720]  又當自己小心恐怕也被引誘
[00:15:02.720 --> 00:15:06.720]  你們各人的重擔要互相擔當
[00:15:06.720 --> 00:15:09.720]  如此就完全了基督的律法
[00:15:09.720 --> 00:15:15.720]  人若無有,自己還以為有,就是自欺了
[00:15:15.720 --> 00:15:19.720]  弟兄們若有人偶然被過犯所成
[00:15:19.720 --> 00:15:26.720]  你們屬靈的人就當用溫柔的心把他挽回過來
[00:15:26.720 --> 00:15:31.720]  又當自己小心恐怕也被引誘
[00:15:31.720 --> 00:15:36.720]  你們各人的重擔要互相擔當
[00:15:36.720 --> 00:15:39.720]  如此就完全了基督的律法
[00:15:39.720 --> 00:15:44.720]  人若無有,自己還以為有,就是自欺了
[00:15:44.720 --> 00:15:49.720]  弟兄們若有人偶然被過犯所成
[00:15:49.720 --> 00:15:52.720]  你們各人的重擔要互相擔當
[00:15:52.720 --> 00:15:55.720]  如此就完全了基督的律法
[00:15:55.720 --> 00:15:58.720]  又當自己小心恐怕也被引誘
[00:15:58.720 --> 00:16:04.720]  你們各人的重擔要互相擔當
[00:16:04.720 --> 00:16:08.720]  如此就完全了基督的律法
[00:16:08.720 --> 00:16:17.720]  人若無有,自己還以為有,就是自欺了
[00:16:17.720 --> 00:16:20.720]  剛才我一開始說了這一部份
[00:16:20.720 --> 00:16:23.720]  我們會去看當一個人過分熱心的時候
[00:16:23.720 --> 00:16:24.720]  有一個暗湧
[00:16:24.720 --> 00:16:28.720]  暗湧就是我們英文的翻譯為backwash
[00:16:28.720 --> 00:16:30.720]  什麼叫暗湧呢?
[00:16:30.720 --> 00:16:33.720]  其實如果弟兄姊妹們知道我的背景
[00:16:33.720 --> 00:16:37.720]  我以前是讀地理及環境規劃的
[00:16:37.720 --> 00:16:40.720]  其中一項我們必須要讀的課程
[00:16:40.720 --> 00:16:46.720]  就是海洋學或水文學
[00:16:46.720 --> 00:16:50.720]  Hydrology or Oceology
[00:16:50.720 --> 00:16:55.720]  這兩項學術研究
[00:16:55.720 --> 00:17:00.720]  其中一樣很重要的就是談論到backwash
[00:17:00.720 --> 00:17:02.720]  暗湧這個題目
[00:17:02.720 --> 00:17:05.720]  為什麼暗湧是這麼重要的題目呢?
[00:17:05.720 --> 00:17:07.720]  原來在我們這個世界裏
[00:17:07.720 --> 00:17:11.720]  很多東西不是我們表面看的那麼簡單
[00:17:11.720 --> 00:17:13.720]  有些東西在表面我們看見
[00:17:13.720 --> 00:17:14.720]  是這樣的
[00:17:14.720 --> 00:17:15.720]  譬如特別是水
[00:17:15.720 --> 00:17:18.720]  它向著某一個方向流動的時候
[00:17:18.720 --> 00:17:21.720]  我們很多人說水就是流動
[00:17:21.720 --> 00:17:25.720]  譬如中國人說水向東流
[00:17:25.720 --> 00:17:29.720]  水往下流,水亦往東流
[00:17:29.720 --> 00:17:32.720]  當然視乎你那個國家的地勢是怎樣
[00:17:32.720 --> 00:17:33.720]  有些國家的水
[00:17:33.720 --> 00:17:36.720]  總之從上而下而流
[00:17:36.720 --> 00:17:40.720]  但這只是我們表面看到的現象
[00:17:40.720 --> 00:17:49.720]  原來在水文學或海洋學裏面
[00:17:49.720 --> 00:17:51.720]  有一個研究是說
[00:17:51.720 --> 00:17:54.720]  當我們見到水向著某一個方向
[00:17:54.720 --> 00:17:57.720]  一道水在流動的時候
[00:17:57.720 --> 00:18:00.720]  原來有另一道暗湧
[00:18:00.720 --> 00:18:03.720]  是反過來流向另一個方向
[00:18:03.720 --> 00:18:06.720]  你會說這麼奇妙的嗎?
[00:18:06.720 --> 00:18:07.720]  沒錯
[00:18:07.720 --> 00:18:09.720]  特別我們去研究河流
[00:18:09.720 --> 00:18:10.720]  其中一件事
[00:18:10.720 --> 00:18:13.720]  河流的流水從山上流到低地
[00:18:13.720 --> 00:18:15.720]  進入到海洋的過程裏
[00:18:15.720 --> 00:18:18.720]  很多人以為水就是一個方向
[00:18:18.720 --> 00:18:21.720]  完全向下流
[00:18:21.720 --> 00:18:23.720]  其實實際上原來不是
[00:18:23.720 --> 00:18:25.720]  水當它流動的時候
[00:18:25.720 --> 00:18:28.720]  當它在上面的上層的水面
[00:18:28.720 --> 00:18:31.720]  看起來是向著某一個下方向流動
[00:18:31.720 --> 00:18:35.720]  原來在水的下半部份和旁邊的環境
[00:18:35.720 --> 00:18:42.720]  有很多暗湧不斷在進行另一個方向的旋動
[00:18:42.720 --> 00:18:44.720]  在這個過程裏
[00:18:44.720 --> 00:18:49.720]  產生了很多我們今天所看到的山形地勢
[00:18:49.720 --> 00:18:53.720]  譬如我們見到有些瀑布
[00:18:53.720 --> 00:18:55.720]  有些人跳下去游泳
[00:18:55.720 --> 00:18:56.720]  其實是很危險的
[00:18:56.720 --> 00:18:58.720]  為甚麼呢?
[00:18:58.720 --> 00:19:00.720]  雖然那些水是向下流
[00:19:00.720 --> 00:19:02.720]  然後沿著山谷走
[00:19:02.720 --> 00:19:05.720]  原來瀑布的落位下方
[00:19:05.720 --> 00:19:08.720]  有一個轉動的暗流在裏面
[00:19:08.720 --> 00:19:11.720]  如果你在那些地方游泳
[00:19:11.720 --> 00:19:12.720]  很多人就會發覺
[00:19:12.720 --> 00:19:16.720]  為甚麼有些人以前去山間游泳
[00:19:16.720 --> 00:19:17.720]  又淹死了在那裏
[00:19:17.720 --> 00:19:20.720]  因為原來當它游在上面的時候
[00:19:20.720 --> 00:19:23.720]  原來有一個暗湧相反的潮流
[00:19:23.720 --> 00:19:25.720]  在樓下不斷轉動、滾動
[00:19:25.720 --> 00:19:27.720]  將人向下扯
[00:19:27.720 --> 00:19:29.720]  以為人向水流
[00:19:29.720 --> 00:19:31.720]  向下山流下去
[00:19:31.720 --> 00:19:32.720]  沒有問題
[00:19:32.720 --> 00:19:33.720]  原來不是
[00:19:33.720 --> 00:19:34.720]  它不是向山流
[00:19:34.720 --> 00:19:42.720]  而是向下的池的瀑布底轉動去流
[00:19:42.720 --> 00:19:44.720]  於是怎麼樣呢?
[00:19:44.720 --> 00:19:48.720]  瀑布底越大
[00:19:48.720 --> 00:19:50.720]  我們叫whirlpool
[00:19:50.720 --> 00:19:52.720]  就是backwash
[00:19:52.720 --> 00:19:56.720]  當河水去到海邊流的時候
[00:19:56.720 --> 00:19:59.720]  原來以為水就這樣流出海
[00:19:59.720 --> 00:20:00.720]  就散開
[00:20:00.720 --> 00:20:01.720]  原來不是
[00:20:01.720 --> 00:20:05.720]  當水進入到海的時候
[00:20:05.720 --> 00:20:09.720]  因為水的密度、鹽分不同
[00:20:09.720 --> 00:20:10.720]  所以流動的時候
[00:20:10.720 --> 00:20:13.720]  一方面有一層是向上、向海流
