
[00:00:00.000 --> 00:00:02.000]  宣讀之前我們一起祈禱
[00:00:02.000 --> 00:00:04.000]  求主您幫助我們
[00:00:04.000 --> 00:00:06.000]  讓我們透過您的話語
[00:00:06.000 --> 00:00:08.000]  來認識您
[00:00:08.000 --> 00:00:10.000]  認得您跟從您
[00:00:10.000 --> 00:00:12.000]  讓我們在這裏
[00:00:12.000 --> 00:00:14.000]  一起謙卑
[00:00:14.000 --> 00:00:16.000]  信服
[00:00:16.000 --> 00:00:18.000]  向我們的主託開我們的心
[00:00:18.000 --> 00:00:20.000]  讓講的聽的
[00:00:20.000 --> 00:00:22.000]  都同得幫助
[00:00:22.000 --> 00:00:24.000]  祈禱奉耶穌基督的名
[00:00:24.000 --> 00:00:26.000]  誠心所願
[00:00:26.000 --> 00:00:28.000]  今天讀了兩段經文
[00:00:28.000 --> 00:00:30.000]  一段向以色列書
[00:00:30.000 --> 00:00:32.000]  都是比較熟悉的經文
[00:00:32.000 --> 00:00:34.000]  以色列書裏面講到
[00:00:34.000 --> 00:00:36.000]  是這位
[00:00:36.000 --> 00:00:38.000]  尼塞亞的形象
[00:00:38.000 --> 00:00:40.000]  菲律賓書是
[00:00:40.000 --> 00:00:42.000]  差不多的意思
[00:00:42.000 --> 00:00:44.000]  講到耶穌基督
[00:00:44.000 --> 00:00:46.000]  是有上帝的形象
[00:00:46.000 --> 00:00:48.000]  但他不以這個
[00:00:48.000 --> 00:00:50.000]  是一個強奪的自誇
[00:00:50.000 --> 00:00:52.000]  他反倒虛偽
[00:00:52.000 --> 00:00:54.000]  我的題目是
[00:00:54.000 --> 00:00:56.000]  愛情三部曲
[00:00:56.000 --> 00:00:58.000]  情是
[00:00:58.000 --> 00:01:00.000]  路程的情
[00:01:00.000 --> 00:01:02.000]  程度的情
[00:01:02.000 --> 00:01:04.000]  有三段的路
[00:01:04.000 --> 00:01:06.000]  愛有三段的路
[00:01:06.000 --> 00:01:08.000]  我用這段聖經
[00:01:08.000 --> 00:01:10.000]  好像有些
[00:01:10.000 --> 00:01:12.000]  跟這個題目
[00:01:12.000 --> 00:01:14.000]  大家想一想
[00:01:14.000 --> 00:01:16.000]  為什麼牧師會選擇這段聖經
[00:01:16.000 --> 00:01:18.000]  作為經題呢
[00:01:18.000 --> 00:01:22.000]  我會在第三點的時候
[00:01:22.000 --> 00:01:24.000]  就會講這段聖經
[00:01:24.000 --> 00:01:26.000]  或者用這段聖經
[00:01:26.000 --> 00:01:28.000]  來講我想講的訊息
[00:01:28.000 --> 00:01:32.000]  第一第二
[00:01:32.000 --> 00:01:34.000]  部
[00:01:34.000 --> 00:01:36.000]  大家都很熟悉
[00:01:36.000 --> 00:01:38.000]  我沒有印出來
[00:01:38.000 --> 00:01:40.000]  免得經文太多
[00:01:40.000 --> 00:01:42.000]  擾亂了大家的注意力
[00:01:42.000 --> 00:01:48.000]  剛才所讀的那段聖經
[00:01:48.000 --> 00:01:50.000]  就是以色列書
[00:01:50.000 --> 00:01:52.000]  對尼塞亞的形象的描寫
[00:01:52.000 --> 00:01:54.000]  還有保羅
[00:01:54.000 --> 00:01:56.000]  對基督的了解
[00:01:56.000 --> 00:01:58.000]  這兩個形象
[00:01:58.000 --> 00:02:00.000]  我相信我們基督徒都聽過
[00:02:00.000 --> 00:02:02.000]  但是至於是否認得呢
[00:02:02.000 --> 00:02:04.000]  我們
[00:02:04.000 --> 00:02:06.000]  真的要再清楚一點
[00:02:06.000 --> 00:02:08.000]  一起思想一下
[00:02:08.000 --> 00:02:12.000]  這三程第一程
[00:02:12.000 --> 00:02:16.000]  講愛有三程
[00:02:16.000 --> 00:02:18.000]  我今天想講
[00:02:18.000 --> 00:02:20.000]  第一程就是我們要愛他者
[00:02:22.000 --> 00:02:24.000]  就是愛其他的人
[00:02:24.000 --> 00:02:28.000]  愛一定是從自己那裡走出來的
[00:02:28.000 --> 00:02:30.000]  一個人
[00:02:30.000 --> 00:02:32.000]  只能夠愛自己
[00:02:32.000 --> 00:02:34.000]  這個不完整的
[00:02:34.000 --> 00:02:36.000]  所以上帝做了阿當之後
[00:02:36.000 --> 00:02:38.000]  都不完整的
[00:02:38.000 --> 00:02:40.000]  因為他沒有一個他者去愛
[00:02:40.000 --> 00:02:42.000]  所以要有一個他者
[00:02:42.000 --> 00:02:44.000]  有夏娃出現
[00:02:44.000 --> 00:02:46.000]  才可以產生愛
[00:02:46.000 --> 00:02:50.000]  聖經時常都提到
[00:02:50.000 --> 00:02:52.000]  或者我們常常提到
[00:02:52.000 --> 00:02:54.000]  我們要愛鄰舍
[00:02:54.000 --> 00:02:58.000]  路加夫音那個
[00:02:58.000 --> 00:03:00.000]  的比喻
[00:03:00.000 --> 00:03:02.000]  撒瑪利亞人的比喻
[00:03:02.000 --> 00:03:04.000]  就講到愛鄰舍
[00:03:04.000 --> 00:03:06.000]  馬太夫音的五章
[00:03:06.000 --> 00:03:08.000]  也都講到我們要愛鄰舍
[00:03:08.000 --> 00:03:10.000]  愛鄰舍如同自己
[00:03:10.000 --> 00:03:12.000]  我相信我們一定聽過
[00:03:12.000 --> 00:03:14.000]  我們要愛鄰舍
[00:03:14.000 --> 00:03:18.000]  鄰舍很簡單也很容易明白
[00:03:18.000 --> 00:03:20.000]  就是我們身邊的人
[00:03:20.000 --> 00:03:22.000]  或者我們認識的人
[00:03:22.000 --> 00:03:30.000]  這個聽下去就很顯淺
[00:03:30.000 --> 00:03:32.000]  很明白
[00:03:32.000 --> 00:03:34.000]  但其實要做到也不容易
[00:03:34.000 --> 00:03:38.000]  你看看
[00:03:38.000 --> 00:03:40.000]  我們都市就更加困難一點
[00:03:40.000 --> 00:03:42.000]  因為以前鄉村的地方
