
[00:00:00.000 --> 00:00:04.320]  今天是17號,今天你看到會有兩本書的
[00:00:04.320 --> 00:00:07.680]  一本是《俄巴第亞書》,只有一章的
[00:00:07.680 --> 00:00:11.520]  另外就是讀《約瓦書》
[00:00:11.520 --> 00:00:14.000]  《約瓦書》就是大家很熟悉的
[00:00:14.000 --> 00:00:16.320]  我以前講到也都有講過
[00:00:16.320 --> 00:00:22.160]  所以今天我就決定跟大家去分享這個《俄巴第亞書》
[00:00:22.160 --> 00:00:24.560]  《俄巴第亞書》只有一章的
[00:00:24.560 --> 00:00:28.480]  雖然只有一章,其實都有它的一定的難度
[00:00:28.480 --> 00:00:32.320]  我想很少你會在教會裡面聽
[00:00:32.320 --> 00:00:36.080]  講《俄巴第亞書》這本書做講道
[00:00:36.080 --> 00:00:40.800]  就算有的,我想都未必講得清楚或者明白的
[00:00:40.800 --> 00:00:43.760]  是的,究竟《俄巴第亞書》是講什麼呢?
[00:00:43.760 --> 00:00:47.040]  我想大家如果在教會內你都有一個印象
[00:00:47.040 --> 00:00:49.040]  《俄巴第亞書》是講以東的
[00:00:49.040 --> 00:00:59.440]  以東就是亞國的兄弟,孿生的哥哥
[00:00:59.440 --> 00:01:03.280]  以蘇的後來成為的國家
[00:01:03.280 --> 00:01:07.280]  我們先讀一下《俄巴第亞書》第一章第一節
[00:01:07.280 --> 00:01:09.920]  總共只有21節,不過我們不會讀完
[00:01:09.920 --> 00:01:13.520]  我們會大概看一下幾節重要的經文
[00:01:13.520 --> 00:01:29.600]  《俄巴第亞》所見的異象,我們從耶和華那裡得到消息,有使者被差往列國去,起來吧,我們要起來與以東征戰,主耶和華論以東如此說。
[00:01:29.600 --> 00:01:34.960]  之後那十幾節是在講以東的
[00:01:34.960 --> 00:01:40.240]  原來上帝給以東的訊息,就是差遣先知他
[00:01:40.240 --> 00:01:44.320]  上帝要處罰,要審判以東
[00:01:44.320 --> 00:01:48.320]  我們記得講以東的祖先
[00:01:48.320 --> 00:01:53.840]  大家都記得以撒有兩個兒子,一個叫亞國,一個叫以蘇
[00:01:53.840 --> 00:01:59.440]  以蘇其實是大的,雖然他們是孿生的,兩個很不一樣
[00:01:59.440 --> 00:02:05.760]  結果他用紅豆湯出賣了自己的頭生
[00:02:05.760 --> 00:02:21.600]  亞國也很壞,但是亞國是上帝所揀選,於是亞國改名以色列,以色列就是以色列人的祖先
[00:02:21.600 --> 00:02:30.720]  相反以東沒有被上帝所揀選,但他仍然成為一個很大的民族或國家
[00:02:30.720 --> 00:02:36.160]  如果你們記得他們兩個兄弟的爭持
[00:02:36.160 --> 00:02:41.760]  其實在舊約聖經裏面的《創世紀》第25至27章裏面已經看到
[00:02:41.760 --> 00:02:45.200]  後來好像都是和好的,但是到了《文素記》
[00:02:45.200 --> 00:02:49.920]  當以色列人出埃及的時候,去經過以東的時候
[00:02:49.920 --> 00:02:53.360]  就是被以東人所拒絕,他們想經過那裏
[00:02:53.360 --> 00:02:58.800]  答應不會搞任何事的,但是以東人就沒有接納他們
[00:02:58.800 --> 00:03:12.640]  你看到他們有一定的親戚關係,但是似乎在歷史上這兩個人就有點爭執
[00:03:12.640 --> 00:03:19.440]  去到俄巴尼亞的背景你會發現不單止是少少的爭執
[00:03:19.440 --> 00:03:27.200]  其實是以東人做了不少不好的東西對猶太人
[00:03:27.200 --> 00:03:31.040]  所以上帝就宣告要審判以東
[00:03:31.040 --> 00:03:34.560]  我想和你看幾節聖經究竟是發生了什麼事
[00:03:34.560 --> 00:03:37.520]  這裏第十節開始講
[00:03:37.520 --> 00:03:43.200]  他說之前第二節第九節講到上帝要審判以東
[00:03:43.200 --> 00:03:48.480]  為什麼呢?是因你向兄弟雅各施暴
[00:03:48.480 --> 00:03:52.800]  你必蒙羞,永被剪除,非常之嚴重
[00:03:52.800 --> 00:03:56.640]  當陌生人擄掠雅各的財物
[00:03:56.640 --> 00:03:58.880]  當外邦人進入他的城門
[00:03:58.880 --> 00:04:03.200]  為耶路撒冷抽籤,分取財物的日子
[00:04:03.200 --> 00:04:07.120]  你竟站在一旁,將他們同伙
[00:04:07.120 --> 00:04:10.560]  這個講的是聖經學者相信
[00:04:10.560 --> 00:04:14.960]  就是耶路撒冷被捕,被捕巴比倫的時候
[00:04:14.960 --> 00:04:18.960]  他第二節講說他們沒有幫忙
[00:04:18.960 --> 00:04:24.800]  看著外邦人進入他的城門
[00:04:24.800 --> 00:04:29.440]  雖然你也可以說以東人或者耳熟的後代
[00:04:29.440 --> 00:04:31.680]  都是不屬於儀式的人
[00:04:31.680 --> 00:04:34.160]  但是他們起碼有一些親戚關係
[00:04:34.160 --> 00:04:38.560]  你兄弟遭難的日子,你不該瞪著眼睛
[00:04:38.560 --> 00:04:41.360]  眼看猶大人被滅的日子
[00:04:41.360 --> 00:04:43.680]  你不該幸災樂禍
[00:04:43.680 --> 00:04:44.800]  如果是幸災樂禍
[00:04:44.800 --> 00:04:48.960]  他們遭難的日子,你不該說狂傲的話
[00:04:48.960 --> 00:04:52.640]  我只問遭難的日子,第十三節
[00:04:52.640 --> 00:04:55.280]  你不該進入他們的城門
[00:04:55.280 --> 00:04:58.000]  他們遭災的日子
[00:04:58.000 --> 00:05:01.680]  你不該瞪著眼看他們受苦
[00:05:01.680 --> 00:05:03.360]  他們遭害的日子
[00:05:03.360 --> 00:05:06.240]  你不該伸手搶他們的財物
[00:05:06.240 --> 00:05:09.200]  原來聖經學者告訴我們
[00:05:09.200 --> 00:05:11.840]  他們不單只是袖手旁觀
[00:05:11.840 --> 00:05:13.920]  不單只是看著他們受苦
[00:05:13.920 --> 00:05:15.440]  其實他們自己動了手
[00:05:15.440 --> 00:05:21.280]  趁火打劫,趁著別人被巴比倫擄掠
[00:05:21.280 --> 00:05:22.720]  城門大開的時候
[00:05:22.720 --> 00:05:24.800]  他們也進去搶東西
[00:05:24.800 --> 00:05:27.440]  所以就是遭難
[00:05:27.440 --> 00:05:29.280]  他們遭難的日子
[00:05:29.280 --> 00:05:33.200]  你不該站在昏露上
[00:05:33.200 --> 00:05:36.080]  剪除他們逃脫的人
[00:05:36.080 --> 00:05:39.120]  你不該交出他們的倖存者
[00:05:39.120 --> 00:05:40.720]  原來有些人逃脫了
[00:05:40.720 --> 00:05:45.760]  但是他又不是說幫忙他們避難
[00:05:45.760 --> 00:05:53.200]  相反他是剪除要交出他們的倖存者
[00:05:53.200 --> 00:05:56.000]  你不該將這些東西和香港
[00:05:56.000 --> 00:05:59.840]  或者任何社會裡面發生的事情來對比
[00:05:59.840 --> 00:06:02.560]  這個完全是沒有關係的
[00:06:02.560 --> 00:06:04.960]  但是那個背景其實你開始看到
[00:06:04.960 --> 00:06:08.480]  就是講到這個以東人
[00:06:08.480 --> 00:06:11.520]  他們就是擊打以色列盟
[00:06:11.520 --> 00:06:12.320]  趁火打劫
[00:06:12.320 --> 00:06:16.400]  他自己也不會去攻打它
[00:06:16.400 --> 00:06:20.560]  但是趁著巴比倫攻陷了以色列的時候
[00:06:20.560 --> 00:06:23.200]  他們就趁火打劫
[00:06:23.200 --> 00:06:26.320]  上帝說他所有事情他都看到
[00:06:26.320 --> 00:06:32.640]  他們一定是必受審判
[00:06:32.640 --> 00:06:34.800]  OK 我們怎麼去明白這個故事
[00:06:34.800 --> 00:06:37.440]  或者這個故事和聖經
[00:06:37.440 --> 00:06:39.840]  和基督徒最後有什麼關係呢?
[00:06:39.840 --> 00:06:44.960]  第一 我不想你覺得這個是一些國家的爭執
[00:06:44.960 --> 00:06:47.520]  比如說有另外一間國家
[00:06:47.520 --> 00:06:50.160]  不是一個公義的國家
[00:06:50.160 --> 00:06:52.640]  看到隔壁那個國家被人打
[00:06:52.640 --> 00:06:54.320]  不僅不去幫
[00:06:54.320 --> 00:07:00.400]  還去幫忙一起擄掠別人
[00:07:00.400 --> 00:07:03.760]  接著別人有人逃難
[00:07:03.760 --> 00:07:06.960]  有難民過來你又不是去幫人
[00:07:06.960 --> 00:07:08.880]  接著又殺了那些難民
[00:07:08.880 --> 00:07:11.600]  或者將那些難民送回去給敵人
[00:07:11.600 --> 00:07:13.200]  這個不是說這件事
[00:07:13.200 --> 00:07:16.880]  上帝最後會審判這些國家的不義
[00:07:16.880 --> 00:07:18.880]  其實它說的是另外一件事
[00:07:18.880 --> 00:07:22.000]  其實重點就是當你看舊的聖經的時候
[00:07:22.000 --> 00:07:22.640]  你要很小心
[00:07:22.640 --> 00:07:25.760]  舊的聖經寫的不是一個普通的歷史
[00:07:25.760 --> 00:07:26.960]  不是普通的世界歷史
[00:07:26.960 --> 00:07:29.360]  而是一個救恩的歷史
[00:07:29.360 --> 00:07:30.720]  這個非常重要
[00:07:30.720 --> 00:07:32.880]  因為很多人是不明白這件事
