
[00:00:00.000 --> 00:00:02.160]  《馬太福音》第一章第十八節
[00:00:02.160 --> 00:00:04.860]  我們今天看到這段經文
[00:00:04.860 --> 00:00:08.840]  在上帝的話語裏記載所謂第一個的聖誕
[00:00:08.840 --> 00:00:10.220]  第一章十八節
[00:00:10.220 --> 00:00:12.460]  耶穌基督的降生
[00:00:12.460 --> 00:00:14.140]  這個故事是這樣的
[00:00:14.140 --> 00:00:16.720]  耶穌的母親瑪利亞許配了約瑟
[00:00:16.720 --> 00:00:18.360]  她們還沒有成親
[00:00:18.360 --> 00:00:21.200]  瑪利亞就從聖靈懷了孕
[00:00:21.200 --> 00:00:23.680]  她丈夫約瑟是個義人
[00:00:23.680 --> 00:00:25.600]  不願以張揚視她的羞辱
[00:00:25.600 --> 00:00:29.720]  就打算暗中與她解除婚約
[00:00:29.720 --> 00:00:36.120]  當時猶太人的婚姻是有兩個階段的
[00:00:36.120 --> 00:00:38.840]  第一個階段就是所謂的訂婚
[00:00:38.840 --> 00:00:43.840]  第二個階段就是真的成婚了
[00:00:43.840 --> 00:00:45.860]  就是一個婚禮的時間
[00:00:45.860 --> 00:00:48.340]  中間大概一年多時間
[00:00:48.340 --> 00:00:52.160]  首先雙方家長會大家談婚論嫁
[00:00:52.160 --> 00:00:56.120]  談完之後就會去到訂婚這個階段
[00:00:56.120 --> 00:00:57.360]  當時的社會
[00:00:57.360 --> 00:00:59.840]  那些人是非常早婚的
[00:00:59.840 --> 00:01:00.760]  十四、十五歲
[00:01:00.760 --> 00:01:02.840]  即是我們今天的teenager的時候
[00:01:02.840 --> 00:01:04.840]  他們就會談婚論嫁
[00:01:04.840 --> 00:01:06.840]  就會建立他們的家室
[00:01:06.840 --> 00:01:08.040]  因為當時的人
[00:01:08.040 --> 00:01:10.920]  大概他們的壽數只不過是四十歲左右
[00:01:10.920 --> 00:01:15.640]  所以十幾歲的時候就會談婚論嫁
[00:01:15.640 --> 00:01:20.160]  所以這裡說到瑪利亞和約瑟的故事
[00:01:20.160 --> 00:01:21.760]  大概我們可以想像
[00:01:21.760 --> 00:01:23.680]  起碼瑪利亞
[00:01:23.680 --> 00:01:25.760]  雖然後期有一些傳統說
[00:01:25.760 --> 00:01:27.760]  約瑟是比較老的
[00:01:27.760 --> 00:01:33.680]  但起碼瑪利亞是當時一個年輕的少女
[00:01:33.680 --> 00:01:35.160]  十四、十五歲
[00:01:35.160 --> 00:01:37.480]  開始要談婚論嫁的時候
[00:01:37.480 --> 00:01:40.280]  進入一個訂婚的階段
[00:01:40.280 --> 00:01:42.680]  但當時的訂婚就不同我們今天的訂婚
[00:01:42.680 --> 00:01:45.040]  今天我們的訂婚可能只是說說而已
[00:01:45.040 --> 00:01:47.040]  不一定要承諾的
[00:01:47.040 --> 00:01:51.480]  當時已經是法律上合法的
[00:01:51.480 --> 00:01:53.960]  所以要解除一個訂婚的話
[00:01:53.960 --> 00:01:56.200]  就等於離婚
[00:01:56.200 --> 00:01:57.440]  等於divorce
[00:01:57.440 --> 00:02:00.160]  所以在這個情況裡面
[00:02:00.160 --> 00:02:01.360]  你就可以想像
[00:02:01.360 --> 00:02:04.040]  瑪利亞突然間發現自己有新人
[00:02:04.040 --> 00:02:05.760]  路加芳告訴我們
[00:02:05.760 --> 00:02:08.560]  天使米加勒向他報喜
[00:02:08.560 --> 00:02:10.960]  就是同貞女會懷孕生子
[00:02:10.960 --> 00:02:13.160]  這個是瑪利亞那方面
[00:02:13.160 --> 00:02:14.800]  但約瑟那方面又如何呢
[00:02:14.800 --> 00:02:17.160]  對於約瑟來說就在兩難之間
[00:02:17.160 --> 00:02:19.440]  因為他未知情的時候
[00:02:19.440 --> 00:02:21.840]  他只能夠有兩個選擇
[00:02:23.120 --> 00:02:25.240]  兩個選擇都是離婚
[00:02:25.240 --> 00:02:27.760]  但選擇可以是公開的離婚
[00:02:27.760 --> 00:02:29.400]  這是第一個選擇
[00:02:29.400 --> 00:02:34.000]  公開的離婚會給瑪利亞帶來很多羞辱
[00:02:34.000 --> 00:02:36.520]  甚至當時一些很傳統的社會
[00:02:36.520 --> 00:02:42.200]  一些角落會將他處罰
[00:02:42.200 --> 00:02:47.000]  因為這樣瑪利亞就會起碼懷疑
[00:02:47.000 --> 00:02:49.080]  他是有通姦
[00:02:49.080 --> 00:02:51.440]  然後被石頭打死
[00:02:51.440 --> 00:02:55.360]  所以這個時間是一個很大張力的時候
[00:02:55.360 --> 00:02:57.120]  第二個選擇是什麼
[00:02:57.120 --> 00:02:58.840]  都是離婚
[00:02:58.840 --> 00:03:01.320]  只不過是可以私下的離婚
[00:03:01.320 --> 00:03:04.280]  私下的意思就是說可能找兩三個見證人
[00:03:04.280 --> 00:03:06.040]  按照摩西律法
[00:03:06.040 --> 00:03:07.880]  去解除這個婚約
[00:03:07.880 --> 00:03:11.600]  就不會在城門口公開的離婚
[00:03:11.600 --> 00:03:16.360]  我相信約瑟仍然對瑪利亞有多少信任
[00:03:16.360 --> 00:03:19.000]  多少熱情
[00:03:19.000 --> 00:03:25.600]  希望能夠不會令到他太過難受
[00:03:25.600 --> 00:03:29.360]  所以對於約瑟來說都是一個很大的張力
[00:03:29.360 --> 00:03:34.760]  因為約瑟還不知道另外一半的故事
[00:03:34.760 --> 00:03:38.000]  天使只是先向瑪利亞報喜
[00:03:38.000 --> 00:03:40.840]  瑪利亞還信心踏上
[00:03:40.840 --> 00:03:43.000]  約瑟還不知道的時候
[00:03:43.000 --> 00:03:46.760]  對人來說是很難接受的一個現實
[00:03:46.760 --> 00:03:51.280]  當一些人生裏面有的計劃
[00:03:51.280 --> 00:03:53.080]  訂婚
[00:03:53.080 --> 00:03:54.560]  有婚嫁
[00:03:54.560 --> 00:03:56.920]  你已經計劃了一些東西
[00:03:56.920 --> 00:03:59.080]  突然間發生這樣的事
[00:03:59.080 --> 00:04:03.360]  是很難去接受一個這樣的情況
[00:04:03.360 --> 00:04:06.240]  所以為什麼在一章二十節的時候
[00:04:06.240 --> 00:04:12.160]  天使就向約瑟報告
[00:04:12.160 --> 00:04:14.360]  他說他一直在煩惱這件事的時候
[00:04:14.360 --> 00:04:16.840]  想著這些事 說到約瑟
[00:04:16.840 --> 00:04:19.600]  主的使者就在夢中向他顯現
[00:04:19.600 --> 00:04:23.040]  他說大衛的子孫約瑟只管放膽將你的妻子
[00:04:23.040 --> 00:04:24.600]  記住已經是立法
[00:04:24.600 --> 00:04:27.320]  上面已經是丈夫和妻子的關係
[00:04:27.320 --> 00:04:29.800]  將你妻子瑪利亞迎娶過來
[00:04:29.800 --> 00:04:32.120]  因為他懷的人是從聖靈而來的
[00:04:32.120 --> 00:04:35.360]  他必生一個兒子叫他起名做耶穌
[00:04:35.360 --> 00:04:39.800]  因為他會拯救他自己的子民從罪惡裏面出來
[00:04:39.800 --> 00:04:46.120]  約瑟在這個艱難裏面接到一個更加艱難的命令
[00:04:46.120 --> 00:04:47.560]  就是上帝跟他說
[00:04:47.560 --> 00:04:52.000]  你只管放膽迎娶瑪利亞過來
[00:04:52.000 --> 00:04:54.600]  他的新人原來是童貞女
[00:04:54.600 --> 00:04:59.600]  聖靈的一個神跡來發生
[00:04:59.600 --> 00:05:02.680]  所以你將他迎娶過來的時候
[00:05:02.680 --> 00:05:04.400]  本質上就是說
[00:05:04.400 --> 00:05:09.000]  將這個嬰孩 耶穌
[00:05:09.000 --> 00:05:10.320]  將他修養過來
[00:05:10.320 --> 00:05:12.880]  legally(法律上)將他adopt
[00:05:12.880 --> 00:05:18.720]  就是當他為你法律上合法的一個兒子
[00:05:18.720 --> 00:05:21.280]  所以看見這個約瑟
[00:05:21.280 --> 00:05:25.200]  之前他掙扎的就是想暗中解除婚約
[00:05:25.200 --> 00:05:28.160]  就有情 也有理
[00:05:28.160 --> 00:05:30.480]  他也踏上這一步
[00:05:30.480 --> 00:05:34.320]  來將瑪利亞迎娶過來
[00:05:34.320 --> 00:05:36.080]  於是乎
[00:05:36.080 --> 00:05:37.680]  如果你這樣算的話
[00:05:37.680 --> 00:05:43.720]  約瑟因為他是大衛家族裏面的後人
[00:05:43.720 --> 00:05:46.720]  耶穌被領養過來的時候
[00:05:46.720 --> 00:05:51.200]  耶穌就成為了大衛之子
[00:05:51.200 --> 00:05:52.560]  為甚麼這樣發生呢
[00:05:52.560 --> 00:05:55.320]  馬太就告訴我們
[00:05:55.320 --> 00:05:58.360]  原因就是整件事的發生
[00:05:58.360 --> 00:06:01.760]  上帝在背後策劃
[00:06:01.760 --> 00:06:04.640]  就是應嚴主藉著先知
[00:06:04.640 --> 00:06:10.240]  這裡說到以賽亞所說的必有同女懷孕生子
[00:06:10.240 --> 00:06:12.960]  並且他的名叫以瑪羅尼
[00:06:12.960 --> 00:06:16.520]  以瑪羅尼翻譯過來就是神與我們同在
[00:06:16.520 --> 00:06:18.320]  上個禮拜我們已經解釋了
[00:06:18.320 --> 00:06:25.080]  當時以賽亞書第七章的背景是甚麼呢
[00:06:25.080 --> 00:06:28.400]  是大概主前730年左右的時候
[00:06:28.400 --> 00:06:34.600]  當時猶大國受到兩個另外一個大國的威脅
[00:06:34.600 --> 00:06:41.040]  於是以賽亞就將這個預言帶給當時的阿哈斯王
[00:06:41.040 --> 00:06:43.760]  一個壞小子的王
[00:06:43.760 --> 00:06:45.440]  七章第十三節
[00:06:45.440 --> 00:06:47.120]  以賽亞書說甚麼呢
[00:06:47.120 --> 00:06:49.920]  他說大衛的家因為他們不信
[00:06:49.920 --> 00:06:53.560]  所以令到上帝很煩擾
[00:06:53.560 --> 00:06:57.680]  但是上帝依然給你一個笑頭
[00:06:57.680 --> 00:07:00.720]  就是必有所謂同女懷孕生子
[00:07:00.720 --> 00:07:02.400]  他的名叫以瑪羅尼
[00:07:02.400 --> 00:07:08.440]  在這個孩子還未懂得選擇善與惡之前
[00:07:08.440 --> 00:07:11.080]  所畏懼的兩個王
[00:07:11.080 --> 00:07:13.920]  兩個國家以色列和阿蘭國
[00:07:13.920 --> 00:07:17.000]  來影響著威脅著猶大國的時候
[00:07:17.000 --> 00:07:21.760]  早就被棄絕
[00:07:21.760 --> 00:07:24.600]  所以這裡說到一個嬰孩會出生
[00:07:24.600 --> 00:07:26.280]  叫做以瑪羅尼
