
[00:00:00.000 --> 00:00:06.000]  我們北宣家由七月至九月這一季的崇拜港獨的主題
[00:00:06.000 --> 00:00:09.400]  就是在《使徒行傳》的經文當中
[00:00:09.400 --> 00:00:13.000]  選讀一些讓我們能夠了解的主題
[00:00:13.000 --> 00:00:20.200]  主題叫做「聖靈燃點生命,愛侶作主的見證」
[00:00:20.200 --> 00:00:22.600]  今天是七月的第一個星期日
[00:00:22.600 --> 00:00:24.800]  我們一起開始這個主題
[00:00:24.800 --> 00:00:27.600]  所以今天我們會在《使徒行傳》裏面
[00:00:27.600 --> 00:00:31.800]  看聖靈囂觀和聖靈充滿的工作
[00:00:31.800 --> 00:00:33.400]  我知道說到這個題目
[00:00:33.400 --> 00:00:35.400]  有些弟兄姊妹會覺得比較敏感
[00:00:35.400 --> 00:00:39.000]  不過待會我們會按照聖經的真理來思想
[00:00:39.000 --> 00:00:43.000]  所以我想和大家一起再打開剛才我們所讀的那段聖經
[00:00:43.000 --> 00:00:44.000]  很重要的
[00:00:44.000 --> 00:00:46.600]  因為那個是教會開始的
[00:00:46.600 --> 00:00:51.000]  聖靈降臨的一個最重要的其中一段的經文
[00:00:51.000 --> 00:00:54.600]  也是彼得當日第一個講章裏面
[00:00:54.600 --> 00:00:56.400]  很重要的真理的部分
[00:00:56.400 --> 00:00:58.000]  如果你是唐用聖經的話
[00:00:58.000 --> 00:01:01.800]  你可以打開1636頁
[00:01:01.800 --> 00:01:03.800]  《使徒行傳》的第二章
[00:01:03.800 --> 00:01:05.000]  《使徒行傳》的第二章
[00:01:05.000 --> 00:01:08.400]  我們剛才第十四節開始讀的
[00:01:08.400 --> 00:01:12.000]  十四節就講到彼得站起來講道
[00:01:12.000 --> 00:01:14.400]  就記錄了彼得的講道
[00:01:14.400 --> 00:01:18.000]  一直到二章的三十六節
[00:01:18.000 --> 00:01:19.600]  講完道之後
[00:01:19.600 --> 00:01:23.800]  三十七節那些群眾聽了之後就覺得宅心
[00:01:23.800 --> 00:01:25.600]  於是就悔改
[00:01:25.600 --> 00:01:28.800]  其實大家知道這件事開始的時候
[00:01:28.800 --> 00:01:30.400]  不是彼得講道的
[00:01:30.400 --> 00:01:32.400]  一開始的時候聖靈降臨
[00:01:32.400 --> 00:01:35.000]  所以看回第二章一開頭的時候
[00:01:35.000 --> 00:01:36.600]  就講到一件事就是
[00:01:36.600 --> 00:01:38.800]  五旬節到的時候突然間
[00:01:38.800 --> 00:01:42.800]  好像火一樣有聖靈降臨在眾人的身上
[00:01:42.800 --> 00:01:44.000]  第四節
[00:01:44.000 --> 00:01:50.800]  二章四節說他們都被聖靈充滿
[00:01:50.800 --> 00:01:55.200]  然後最獨特的一個現象就是
[00:01:55.200 --> 00:01:57.000]  使徒他們講道的時候
[00:01:57.000 --> 00:01:58.000]  講話的時候
[00:01:58.000 --> 00:01:59.400]  來自不同地方的人
[00:01:59.400 --> 00:02:00.600]  不同語言的人
[00:02:00.600 --> 00:02:01.600]  都聽得懂
[00:02:01.600 --> 00:02:04.200]  後來我們叫做方言的一個
[00:02:04.200 --> 00:02:07.200]  恩賜或者方言的神蹟
[00:02:07.200 --> 00:02:09.000]  就是講一句話
[00:02:09.000 --> 00:02:11.800]  但是不同的人聽到他自己的語言
[00:02:11.800 --> 00:02:13.200]  又或者他講的語言
[00:02:13.200 --> 00:02:14.600]  本來他自己都不懂的
[00:02:14.600 --> 00:02:17.200]  竟然是對方可以聽得懂
[00:02:17.200 --> 00:02:20.800]  這個明顯是超自然的一個經驗
[00:02:20.800 --> 00:02:23.600]  接著彼得就講他的講章
[00:02:23.600 --> 00:02:24.800]  大家知道這件事了
[00:02:24.800 --> 00:02:28.200]  今天我就在這裡討論這個事件
[00:02:28.200 --> 00:02:29.200]  我想和大家
[00:02:29.200 --> 00:02:30.400]  我們時間不是很多
[00:02:30.400 --> 00:02:34.600]  我們和大家以幾個重要的真理的角度來思想
[00:02:34.600 --> 00:02:35.600]  好不好?
[00:02:35.600 --> 00:02:38.000]  首先我們說
[00:02:38.000 --> 00:02:39.800]  聖靈充滿
[00:02:39.800 --> 00:02:41.600]  或者剛才我們讀到
[00:02:41.600 --> 00:02:44.400]  被聖靈所囂電
[00:02:44.400 --> 00:02:46.000]  今天我們的題目就是
[00:02:46.000 --> 00:02:49.400]  神向人囂冠聖靈
[00:02:49.400 --> 00:02:52.200]  第十七節剛才我們所讀就看到了
[00:02:52.200 --> 00:02:53.400]  在末後的日子
[00:02:53.400 --> 00:02:58.000]  神說我要將我的聖靈囂冠在所有人身上
[00:02:58.000 --> 00:02:59.800]  什麼叫做聖靈充滿
[00:02:59.800 --> 00:03:02.400]  聖靈囂冠這兩個這麼特別的字眼呢?
[00:03:02.400 --> 00:03:04.000]  其實大家都知道
[00:03:04.000 --> 00:03:06.000]  按照聖經的真理
[00:03:06.000 --> 00:03:08.200]  我們每一個人當我們與神和好
[00:03:08.200 --> 00:03:09.800]  成為基督徒的時候
[00:03:09.800 --> 00:03:10.600]  神的靈
[00:03:10.600 --> 00:03:12.400]  就是聖靈已經內在
[00:03:12.400 --> 00:03:13.800]  住在我們的心裡面
[00:03:13.800 --> 00:03:15.600]  你和我都有聖靈在裡面
[00:03:15.600 --> 00:03:17.000]  既然有聖靈在裡面
[00:03:17.000 --> 00:03:19.600]  還要講什麼聖靈充滿和囂冠呢?
[00:03:19.600 --> 00:03:21.000]  用充滿
[00:03:21.000 --> 00:03:23.000]  用囂冠這些字眼
[00:03:23.000 --> 00:03:25.800]  表示它是一種獨特的經歷
[00:03:25.800 --> 00:03:26.400]  是不是?
[00:03:26.400 --> 00:03:28.400]  因為它不僅是在裡面
[00:03:28.400 --> 00:03:30.000]  已經在你裡面了
[00:03:30.000 --> 00:03:33.400]  不過在某一個時間某一件事件上
[00:03:33.400 --> 00:03:36.800]  它有不尋常的動作
[00:03:36.800 --> 00:03:40.200]  充滿囂冠是一種澎湃的意思
[00:03:40.200 --> 00:03:41.600]  我想大家就會明白了
[00:03:41.600 --> 00:03:42.100]  好了
[00:03:42.100 --> 00:03:45.000]  現在我們問究竟這種澎湃的經驗
[00:03:45.000 --> 00:03:46.600]  是怎麼樣的經驗
[00:03:46.600 --> 00:03:47.800]  我們就和今天
[00:03:47.800 --> 00:03:49.000]  這麼重要的
[00:03:49.000 --> 00:03:51.200]  可以說是一個經典性的經歷
[00:03:51.200 --> 00:03:53.000]  來和大家一起研究
[00:03:53.000 --> 00:03:56.000]  我想和大家講三樣的真理
[00:03:56.000 --> 00:03:56.800]  很簡單
[00:03:56.800 --> 00:03:58.400]  但是很重要的真理
[00:03:58.400 --> 00:04:00.400]  在這段聖經裡面我看到的
[00:04:00.400 --> 00:04:02.000]  和大家一起研究
[00:04:02.000 --> 00:04:03.200]  第一
[00:04:03.200 --> 00:04:05.800]  我們發覺不僅僅是這段聖經
[00:04:05.800 --> 00:04:08.000]  在《士徒行傳》裡面有好幾次
[00:04:08.000 --> 00:04:10.200]  聖靈都突然降臨
[00:04:10.200 --> 00:04:14.000]  充滿在場的人的信徒
[00:04:14.000 --> 00:04:16.800]  也有神蹟奇事
[00:04:16.800 --> 00:04:18.600]  但是你發覺
[00:04:18.600 --> 00:04:21.800]  可以說是從舊約一直到新約
[00:04:21.800 --> 00:04:25.200]  整個包括我們剛才所讀的這一段
[00:04:25.200 --> 00:04:26.800]  當聖靈降臨
[00:04:26.800 --> 00:04:30.200]  突然間去囂冠和充滿的時候
[00:04:30.200 --> 00:04:34.400]  大部分差不多可以說是無一例外的
[00:04:34.400 --> 00:04:37.400]  接受的人都沒有預料到的
[00:04:37.400 --> 00:04:38.400]  驚訝的
[00:04:38.400 --> 00:04:39.200]  你說是嗎?
[00:04:39.200 --> 00:04:41.200]  聖經裡面也講得很清楚的
[00:04:41.200 --> 00:04:42.000]  第十二節
[00:04:42.000 --> 00:04:43.200]  剛才我們還沒讀的那一節
[00:04:43.200 --> 00:04:44.400]  上面一點點
[00:04:44.400 --> 00:04:46.000]  十二節就已經告訴我們了
[00:04:46.000 --> 00:04:51.000]  眾人患在驚訝迷茫的時候
[00:04:51.000 --> 00:04:53.200]  什麼叫驚訝迷茫?
[00:04:53.200 --> 00:04:54.800]  就是他沒有預料到的
[00:04:54.800 --> 00:04:56.000]  沒有期待的
[00:04:56.000 --> 00:04:58.000]  他想著來聚會而已
[00:04:58.000 --> 00:04:59.600]  突然間火來了
[00:04:59.600 --> 00:05:00.800]  他沒有想過的
[00:05:00.800 --> 00:05:02.800]  沒有說今天十點鐘聚會了
[00:05:02.800 --> 00:05:04.200]  我就等了
[00:05:04.200 --> 00:05:05.600]  十點鐘就來了
[00:05:05.600 --> 00:05:06.400]  不是的
[00:05:06.400 --> 00:05:07.000]  對不起
[00:05:07.000 --> 00:05:09.800]  我要說一些比較直接的說話
[00:05:09.800 --> 00:05:13.000]  也不像今天很多靈因的教會
[00:05:13.000 --> 00:05:15.600]  聚會是由人去引發的
[00:05:15.600 --> 00:05:16.800]  由下而上的
[00:05:16.800 --> 00:05:17.800]  一去到聚會的時候
[00:05:17.800 --> 00:05:19.200]  首先你要唱歌
[00:05:19.200 --> 00:05:20.000]  唱完又唱
[00:05:20.000 --> 00:05:21.000]  唱完又唱
[00:05:21.000 --> 00:05:23.400]  接著打燈打鼓
[00:05:23.400 --> 00:05:24.400]  有敬拜隊出來
[00:05:24.400 --> 00:05:25.000]  把身體都動起來
[00:05:25.000 --> 00:05:25.800]  大家搖
[00:05:25.800 --> 00:05:27.000]  就站起來說
[00:05:27.000 --> 00:05:27.500]  夠嗎?
